,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,-0.015533294831325116,,,,,,,,,,,-0.01865694035752817,,,-0.015106708261716752,,
BMP1,0.014143460347921116,-0.03462089488642436,0.009095947158012525,0.032392692768123274,0.0014791696056959667,0.07082241959824982,0.06532696067022845,0.11998723629697573,0.04518700720450363,-0.013782004636299838,0.007306509827693455,0.08815203267204219,0.03727800859296942,-0.058960063863926694,-0.021122953136467806,0.03377977148266554,0.05997428803193246,0.006844029448056418,-0.016425774645906187,0.09924869952946606,0.152335963389012,0.08083122360741152,0.09823174501617618,-0.0313205750721177
NDP,0.01195099048656761,0.027857651746217283,-0.0182141722999371,0.08177332726287469,0.0019193200125638583,-0.054161452869367466,0.022387343418655333,0.03681886296580289,0.02940819788686689,-0.023426286632203093,-0.003010308833722026,0.08529342200203956,0.043912533094029337,-0.009985324961189434,0.042044487552872455,-0.0374916804763124,-0.044347671310797795,0.01604005009666041,0.06948410813663106,-0.020965525320853523,0.035900698963162135,0.03385709103912575,-0.024008355865980227,-0.01724644365642048
TNFSF18,-0.017701808250640574,-0.02974349460947882,-0.003015966797527424,,,,0.08406262135089906,-0.006135203236111178,-0.004088667846999494,,,,,-0.030036584416357454,,-0.05071178567171656,,,0.03223775092956425,,0.12482027812769803,0.015509753790533555,0.08614619139391225,
IL36G,,,,,,,,,,,,,-0.017729023786951844,,,,,,,,,,,
RTN4,0.04039591342643323,0.0471061209492487,0.0026931761414699194,0.0919680806124663,-0.029370899488022576,-0.017693479262130156,-0.08282645118060125,-0.12495160775187727,0.013619535900183402,0.03136666852240185,0.0985516654458642,-0.08913547445962287,0.013032700923634798,0.038043631625201205,-0.11377232357157523,0.008668015169343953,-0.053415846809826945,-0.02675621441632298,-0.10377712230083523,0.019360815036189354,0.0021672192799082283,0.002964237214664786,-0.06682095751130263,-0.03246399271634087
HEBP1,0.010963669907367048,0.02769606165313264,-0.04065481904732285,0.04134469160370852,-0.004354381353664679,0.048042436203950226,0.02976609920882637,0.0330782253832472,0.03497851521915402,-0.03615409935408205,0.020978225521005953,-0.009368707617485383,0.04112632978699034,-0.0013345456104609152,0.06655701959482306,-0.007230456595018843,-0.05809464570262945,-0.005629504250237183,0.08365789012159867,0.07700492088080631,-0.007252031478689773,0.11282957389699881,0.05779149394857042,0.0038609786841434005
WNT7B,-0.00769476960082165,-0.04475112701151497,-0.01659310211672554,0.0845767892110024,0.001520455696678809,-0.02499478889880892,-0.06488143431636652,-0.0580422906390585,0.023803091018438787,-0.01387467038875751,,0.06171109077678412,0.0011662362842994984,-0.03306734770927669,0.019424038908231873,,0.0187302548189596,-0.035835665383996664,-0.04023359524279262,0.011597171570810172,0.06462929758055429,0.015489464130880506,-0.027689693782184898,-0.05076902316588634
PTMA,0.014381609974546503,0.01786543394247315,0.06375969090806721,0.04048382557212694,0.06643117370497922,-0.029013898629983593,0.11382013600036998,-0.05480144432847393,-0.025011448952857934,0.010362941543547423,-0.05009987736431206,0.06284344253214078,0.07537738216738836,-0.001441195499099503,-0.041435819790754204,0.14190926146291719,-0.02384558134040892,0.04265542628319783,-0.07193501552166277,0.058132536359501046,0.02611308907771258,0.01955153713593218,-0.047346033086498915,0.03291388310084191
FASLG,0.019037680879182783,,,,,,,,,,,,,,,,,,,,,-0.02836245763025423,,
CEACAM1,0.02711692124084852,-0.01681129722389951,-0.012734207866697114,,0.01731704580418466,-0.0029375397349380526,,0.023650561820275817,0.04329318231347713,,,,,,0.13890165715506406,0.018056837270402287,0.046780828877392246,-0.020080490796570462,0.007870340728746171,-0.038801231160898404,,0.07301605190495253,,
PDAP1,-0.005975728917467894,0.024943905022854474,-0.03741103484269563,0.06133978021181379,0.01896860551496047,0.042304376502672957,0.06977366369631231,0.05643500775267982,-0.01797323704899067,-0.0010568908684259258,0.021174757991209235,0.07993205598590891,0.03199188582916545,-0.050385891905799216,-0.03445883683877987,0.043573766233683926,0.06951631912487384,0.006989274020857729,-0.016636075093692852,0.029384100420998063,0.058933025738302,0.03909161177369407,-0.0003581882559525851,0.051078591960617974
QDPR,-0.02980512296144697,0.045099055720835966,0.08053096891864828,-0.016446830380712634,-0.04291699795199849,-0.060368092082717345,-0.006890200812111775,-0.09766226470684676,0.007502916045112685,0.021555383935420416,-0.03639995007771479,0.0996342777787516,0.03117565543131608,-0.042466879360780516,-0.023235066091537016,-0.027009348593331726,-0.09026631261605084,-0.018912119213200653,0.006258146197820423,-0.10013161108597556,0.01213205972846124,-0.046191743019441456,-0.061530842725850396,0.06924923495157864
