,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916inf
CEACAM1,0.08219803454500679,-0.01788621230998215,-0.0326921877876414,,-0.02293536023224606,0.03609569425330226,,0.004848653520550397,0.03200460124833752,,,,-0.07938196745166157,-0.019345267259957503,-0.014016056293289102,0.04416230824059207,0.0021519172059053706,,-0.0331120914530388,
PDAP1,-0.0020912555347763193,0.033298701140413445,-0.05654772932884301,0.07361232196017757,-0.009627353311748235,-0.07237614003127676,0.027027021206007276,0.028149068498947938,0.00785903029313115,-0.005481397860784491,-0.015962806277008856,0.024746577403544853,-0.025069577629717118,-0.014387457546256192,0.013983637325292654,-0.047314554077202864,0.0004496090428987883,-0.02770984781920821,0.021793840668048275,0.15401050946885364
QDPR,0.12324924373685009,0.012164066755953336,-0.00861475891355548,0.02972330279101287,0.05357690599486234,0.04410470746613016,-0.023813338095260164,0.015808163115084584,0.018199122932462262,0.016494049152073587,0.33264601925036447,0.16558737115569175,0.0745314763241342,0.02155458380737367,0.028206588758175798,0.03176141530705569,0.046762992671502274,0.08532457759295356,0.015500725116522045,0.09594954893147858
POMC,0.05339543644834216,-0.006003231990107864,-0.0012659433141544287,,0.013441706273099924,0.04656508059032811,-0.007359327252394736,-0.04197366068463743,-0.029558874362943112,-0.00832895568004798,0.03816701042179056,0.04193743979814668,0.016104981159369407,0.02712844243279501,-0.0028832576749481423,-0.020190923847527888,0.09244817991852822,,0.019069945890279296,0.021800586427378473
CCL18,,-0.045959478037529464,,,,,,,,,0.033125914920508946,,0.006945223786425003,0.021726055148638946,0.026199366673267926,,-0.025821840103413436,,,
CCL17,,,,,-0.022722728168527197,,,,0.004209941644343841,-0.01904762837436199,,-0.014938374861819996,,0.1196998508624745,0.06783106420144665,0.03309954795172224,,,0.07444041174573791,
VEGFD,,0.0008464214548682422,-0.002924174304227493,,-0.0253156284442593,-0.012801519062326738,,0.0016098560216044353,0.01573211858647787,-0.02741528157516374,0.011271141225127675,-0.0027041966062417507,,,0.04672204139962752,0.0012901514693342152,,,,
TNFSF13,,0.016771572351047637,,,-0.01567362934097698,,0.0031692081314906094,,,,,,,0.001231948292599713,-0.019330912536182656,0.010579037451954359,-0.02076925823590286,,-0.011711639998140426,
WNT5A,-0.026475066307196926,0.015928874346121735,0.05998576447596469,0.028079163242060248,-0.04326413826907823,0.07999273422472394,0.05961313390355705,0.06815573531882559,0.038357762755655306,0.04734002551964222,-0.008223346837973627,0.059874692291952976,0.05888844000545022,0.0471638917710174,0.013597560171173731,0.03679013557338916,-0.033669949166668954,0.045618927227176094,0.0565051066284795,0.02387533119121793
CXCL8,,-0.0785831740960425,0.016683498562627533,-0.025752495535518092,0.004664217760762852,-0.11954993675545746,-0.02488302182003575,0.05813856703694167,-0.007479532904785545,-0.043575566400737266,0.04876046771402999,-0.06891063429699669,-0.09909529431127802,0.04339314536158704,-0.07841037777274787,0.0008256269377242443,0.015736150096778666,0.05721329069008134,0.006552747496736143,0.09261278372535614
GRN,0.12918234079203095,0.03189949860741842,-0.0802121638534196,0.06278973659157393,-0.007540039176026192,-0.036894246398466814,0.0016017245416456492,0.024107830186488623,0.02827814761070626,-0.008437904871911017,0.11984806448524252,-0.008209894394649682,0.026426357682862125,0.0378418631337534,0.0072165281942009685,-0.09722053880089615,0.17705119344012216,-0.06299025438242012,0.10426035699508548,0.06946060797950564
MIA,-0.01733004922212075,0.02225366151769314,0.008743770935185143,-0.026370691985752023,0.06683742963268248,-0.021255967706360814,-0.008559312247570568,-0.002928642846847983,-0.01100714942568024,-0.02526800625052694,,0.03690852134235146,0.03209109496897874,0.17167534648778202,0.1914405277332546,-0.04086277983636843,0.3643970427982947,,0.011095054403977535,
COL4A4,-0.03547535631317342,-0.00925230805599507,0.023837154856365898,-0.013391532296726206,-0.03239907732521326,0.07173221504522123,-0.01664406006270198,-0.034766206968193956,0.001202227392420979,0.010559877630914117,,0.024452562634035994,-0.07115944963619777,0.05781902971716351,0.0012508296440474126,0.05616528292382797,-0.020315152691159705,,0.0003595346716658899,
TAC1,-0.030631782858058627,0.0033458408416241884,0.03610680634596356,0.03736173551556208,0.021660398065776833,-0.00854015633007417,-0.02753196948919883,-0.005800308436771526,0.01239943693497599,0.029977961472291217,-0.18673965617041396,-0.03528883536907338,,,,,-0.06857103362605192,-0.013224833307868588,0.0029823883591265977,0.026982209590476914
RARRES2,-0.1449201654283516,-0.008393512326216183,0.07875923213015248,-0.03455818081047523,0.047844832562248314,-0.06060210129491606,-0.013164503413956335,0.0627640127617049,0.086807814847245,-0.02588807262213927,0.05420790610078586,0.09361606362975998,0.05822695415354547,0.06931762159817745,-0.00225825449480295,0.050308562246612204,0.036783753644856004,0.006930837725475608,-0.07335212868035577,0.05535834958689413
FGF7,-0.008204279643970233,,0.03980393287473415,-0.03690867922733639,-0.040278143958298776,-0.050686783139348775,0.042206536600504725,0.07012784316688879,0.05396403624042437,0.021219931450349443,-0.05358673378954484,0.02985397661009234,0.0033775291545088074,0.003395743663616687,0.020370820830647073,-0.00768983386108119,-0.012169115992832314,0.08098324165336465,-0.02311411541777327,-0.011709703217772987
EFNA2,,,,,,,,,,,,,,,-0.03517946531057521,,,,,
HBEGF,-0.00858809352149014,0.03469110005361165,0.02615059834376542,-0.03464794999063787,-0.01921140935877995,-0.040904354277546566,0.002248187742416654,0.04719070965215221,0.05497106948245726,0.03958402988315126,0.1243790866237026,0.07078003113913793,0.05110094495393573,0.09599514609458852,0.054229955279804204,-0.016898278537998752,0.14381240547220675,0.028577493972082965,0.020045828385927826,0.12733600271284817
CSF3,,,,-0.021724860717855864,-0.027083510713198446,-0.08932488103818029,,0.05099705371880623,,,,,,0.0846336165727403,0.03140459206911151,,0.03798733779521029,-0.03730937314619312,0.05205973780758567,
PI3,,-0.03421134458751247,,-0.05146923343580247,0.003386780737544737,-0.08569393516394608,,-0.022776106746219448,,,,,,-0.03294219228435132,-0.06298916966751109,-0.029768921893438847,0.1858724789578302,,-0.049342517502360565,
PCSK1N,-0.07977282925132802,0.03956380142623124,-0.024562541534126375,0.09768461566183854,0.09089919625712772,0.09239051389135952,0.021330909024441576,0.009232718570005594,-0.030839314715591586,-0.07714532833078899,-0.2397407287045346,0.03186881136668903,-0.041672096445513646,0.04515288702145957,0.012930040566155172,-0.044868658309132704,-0.021637543128748337,0.003460395014725217,-0.06003800290481024,-0.03739279058810465
NTS,,,,,,-0.012943982810524954,-0.020318615670001764,-0.04520947527783536,0.04556840061527082,0.03214432583307154,0.05264483971401254,,,-0.050340625362455774,-0.042859502705150127,,0.05368295122734954,,0.05270556349943898,
SFRP1,0.0647940603835677,-0.006653427501409749,0.04948135249667942,,-0.019826458642069396,-0.011282251714600783,-0.0038124017416113565,-0.004981687724738237,0.06519303056577527,-0.007334561506946664,0.1583944824016261,0.04642169585618921,0.012117662365621376,0.05224731252934638,0.10946969711862924,-0.012860263712642523,-0.08245144273158339,-0.04312261135933905,0.04454486478034672,0.09871907103799264
CXCL13,,,0.042669625599884596,-0.015774819427344565,,-0.029648332300762057,,,,,,,,0.06857008529243958,0.10756418514042343,,0.11522591246002081,,,
MICA,0.07962249140251033,0.06175694555033561,0.0013265528003520441,-0.004911813625493158,-0.036434158379507704,-0.05213436617056219,0.036818922097167195,0.012167640551467658,-0.014624982598583433,0.015620580445819555,0.0756450335094588,0.00024640794468380864,-0.10549278747228578,0.05095717898693224,0.051020418549079335,0.024074296158558703,0.036360238315042585,0.009068023360887507,0.0491878787139505,-0.02328055767071344
TG,-0.02262025052830308,0.0038118474655937187,-0.012748049520106313,,0.03352109822533857,-0.05036633507683491,-0.02345303873999974,-0.04439255640270964,0.04350957542942241,0.03708069710707949,,0.016018271737607632,-0.008272215524766762,0.08536968511198939,0.0788664604080409,,-0.01989399964216685,,0.015700671951882104,
ADA,-0.017191958592897214,0.04471185514580056,-0.002937032732119412,0.05659836965298357,0.012455157802993026,0.028548729312184502,0.0450606804512125,-0.0009189424511081009,-0.06396376229749849,0.03731135649820383,0.1277440264361712,0.09911141053767308,0.02169232258147348,0.0762598783397261,0.060280401390397614,-0.03182649276726243,-0.062161706486650925,-0.15695279451642463,0.19351325048067397,0.08503670208478023
LAMC3,-0.03192919324855353,0.07198465637480729,0.03478797837785307,0.012587031868701944,0.0198877108142205,-0.00954046089441861,0.02369061894105486,0.024124079679480846,0.0033516520581491015,0.03687186388821674,-0.021663027537058514,-0.10637877173884536,-0.0029503336903857844,0.0954876333151279,0.08994139447712525,-0.027550945550240565,0.019892894552757386,0.04535981347009471,0.12167875688525467,-0.14778148783990133
CCL7,,0.006725572890333863,,,-0.015469194331988269,-0.06510154681912224,,,,,,,,0.11500881454782075,,,,,-0.023798472898462417,
NGF,,-0.02266050972086928,,,-0.03544387523232352,-0.019029000044778886,0.00996023617793766,,,,0.013044388991569717,,-0.005784560476810696,0.07104280042941867,0.037258762541524215,,0.19386929658752866,,0.02346035566587269,
TNFSF15,,,,,-0.01722570447727194,-0.034013455086947406,-0.00046398923921962316,,,,,,0.00502906977631993,-0.006756216361920797,,,0.06238765752994603,,0.14740676545225057,
HMGB1,0.0406621724622983,0.05796113820764757,0.0021023565380568357,0.1576031710206671,0.022756646665648365,0.05572092419058728,-0.0025713492240813478,0.05428906488916241,-0.06818129927979692,-0.020139756741082777,0.16010432101256547,-0.034011035793347806,-0.024093906812692897,-0.1461867048367162,-0.04743278758602218,0.05209736828584594,-0.010488434003990542,0.01803939761046137,-0.07396159619318596,0.02347551873274023
ITGB3BP,0.011132535768069085,0.0656201024484277,0.04309113308781649,0.10927264295521134,0.0445682056822235,0.05164292820273803,0.051539636779920815,0.07986653356107214,-0.017957864305685408,0.034746247124695026,0.024474901998398146,0.09112298487610089,-0.017750757730737476,0.048386530596527075,0.0600442217994831,0.004365452978189544,0.022090227508328033,0.026756528016226147,-0.002724841916347866,0.06996857758730497
AANAT,,0.0088211147169854,,,-0.015673631013793606,0.07932463833638662,,0.052289418154314524,0.028766121989090416,-0.037062850698691835,0.013519523660088144,-0.015708570250659262,0.10631516965660978,0.09250914061866596,0.026082733595842063,0.006507177882792764,,,-0.02517977677473085,
RELN,0.03247901574878662,0.03668544944816251,0.08632955255027538,0.0657765991959707,0.015907447342497636,-0.027245245436487552,-0.028833631057371176,-0.05406787270937768,-0.011771852266867663,-0.07446442461403777,0.03508708120984933,0.026384348535590758,,,,0.010852252146273332,-0.01668105586092008,0.03226176008738833,,0.1228171069611582
IL15,-0.0011006268340270546,0.021370109434211516,0.002889329207410609,,-0.020862750612487536,0.02302827925409279,-0.019336500488233436,0.03337862442838255,-0.02589616239835719,0.007132062777381632,0.06636461206876501,0.05716597259443555,-0.07499943053950946,-0.05351903080338877,0.0779143482588287,-0.07257589008987858,0.04416688695638572,0.03964753681551798,0.03105540953500893,
UTS2,,,,,,,,-0.02673520502908464,,,,,,0.06791920738847256,,,,,,
BSG,-0.03212869158870634,0.05521573611232696,0.02087605552357915,0.09878983569526911,0.07453704977706474,-0.031574805239516016,0.026875121455564022,-0.021750379891255115,-0.09001411539650771,0.04163683123782641,-0.13944745891714158,0.0362231030348645,-0.054024023681105725,0.12884593806107691,0.11367913748780134,-0.06479265765734626,0.07969328324552648,0.02804025592615375,-0.015637509970141784,-0.032733238126162426
ADAMTS3,-0.06409367012603502,0.018709131237095947,0.012634749601442431,,-0.012494564908203241,0.03173182926324785,-0.00774428579965794,0.030393892935747548,-0.03133124594334058,0.036919204711062345,-0.022063111405271014,0.05224524141592502,-0.01950553327959795,0.056042412991844794,-0.009896810988776804,-0.028810663673618064,-0.09615744691423236,0.01634291215798644,0.03522582933058252,
CD34,-0.04566318516061003,0.08724671693160696,0.044763089480210926,0.05203658652070626,-0.01595905136378659,0.05993237358746341,0.03383335610243607,0.06551333865494335,-0.04707750832562507,-0.00847091710408223,-0.06081749830269517,0.0498949942317422,-0.02188533193740772,0.017513018795629106,0.062580165233754,-0.02838696603161736,0.07811795788196334,-0.06688960838760369,0.13833311146035102,-0.0285503375727659
CCL23,,,,,,,,0.01284810078920857,,,,,,,,,,,,
PLAT,-0.055657109596049054,0.06188412841550336,0.04628445047830474,-0.0055710546814339195,0.026874286666546163,-0.0025422845566905497,0.026663396463219424,-0.005210217825374229,-0.015470212132483724,0.026071266270232433,-0.05219995422197324,0.02726081199375061,0.00848273922001379,0.033472271568740594,0.08984472189406884,-0.0676110532927002,-0.07443291287380681,-0.08504215793923406,0.11037970423370329,0.05942173833261389
NTF3,,,,,,,,,,0.006794229629816978,,,,0.003583954111894627,0.10184461001083164,,-0.012676615782132144,,,
LTA,,,0.04741284237076407,,0.024012184444196043,,,,0.013312064522283045,,,0.023517404866140984,,,,,,,0.004591601517524143,
CKLF,-0.012319757255722258,0.05691247196561096,0.015135337000545401,-0.024325680334953144,0.016163479425398117,0.005484708910598383,0.009048915115158835,0.05585252888673988,0.05636271806126998,-0.0012427672812414308,0.13555984736597987,-4.451982772830506e-05,0.044039478631461446,-0.029953177962236135,0.056888758162619256,-0.03807035717392126,-0.017130780853035495,-0.062323000607578796,0.02309076018794149,0.0813791516252396
CD24,0.06148799117159218,0.06450597216206835,0.028538990245110467,-0.004159263367700995,-0.04365229908423715,0.09097854576985984,0.010517261892730487,-0.00667790654260207,0.09250278397913714,0.12320733844363171,-0.001452200551542704,0.045871865529942026,-0.12980829700512142,-0.002780985769132912,0.00016115023604310755,0.06094213498432709,-0.11509154237011214,0.02042620053808139,-0.04122291788146994,0.01930377385256231
HSP90AA1,0.03881982414225462,-0.0038348279472613734,0.027041359741326754,-0.03249248793585445,-0.008908375121122422,-0.03139844007904575,0.045063389576155556,-0.05125540344855197,0.14311637188742696,0.020014143912435806,-0.25593469453427686,-0.06162800736426577,0.017611464145422886,-0.0851364880829155,-0.10978967382511828,-0.005740050714018506,-0.03221763029458056,0.04713541686737356,-0.13338399557763878,0.04290037428271909
BMP4,-0.024013601649043353,-0.002188911663389432,0.0751102928293205,0.039134374591581915,-0.019417900066683223,0.02084307129579327,0.027436135582129376,0.0379277714198083,0.0013681530329935437,0.029195388419298928,-0.056445970824362354,-0.009858014668136983,-0.06091952508927054,0.0038637389236926803,0.0730550684969862,0.022793725320865137,0.054972188265124226,,0.06340748304305362,
SCGB3A1,,0.05702966747107183,,0.0877268548785791,,-0.05954698848813071,0.03402587772756092,,,0.02721940574657658,0.02945535042763954,-0.036412461908415246,,-0.008814112230991409,-0.007927104930539847,,-0.01104912732202548,,0.21876704264872157,
IGFBP4,-0.03328683100495164,0.05928112550975782,0.04279288850574491,-0.0022227756069542587,0.07339359467816367,-0.03928296071114644,-0.0029980256267328437,0.008410712366762656,0.021105292886374916,0.00863858867066419,0.06079552260127909,-0.01511816034973633,-0.04072947269699119,-0.048594019185757106,0.026922979165695263,-0.09420374272558851,0.2276196131700984,-0.05570967936130859,0.17116625391525814,0.009391212203674162
RSPO4,,,0.016754943920678396,,0.008812530002564382,-0.017346021113851518,,,-0.0322445196906017,-0.019787271116811608,,-0.0028600588401618736,,,,,-0.0405754504258549,,-0.007598809191866301,
LEFTY2,0.043568380330884116,0.03495476227898363,-0.010776543039586656,0.010374442611993722,-0.007840963774369452,-0.01721834202033092,-0.03197581332342711,-0.011252429981813564,-0.012128521452304123,0.01329976919647634,0.03143363659825812,-0.018523228557785158,0.023744704551320425,0.07896263532307037,0.04211142425349336,-0.03933421875772262,-0.04146939648691479,0.010275277751906873,0.05671502554470405,
PF4,,-0.030325693939133994,0.006194859029980094,,0.07069232646227445,,,,,,,,,,-0.03224441554498866,,,,0.052688085565941054,
ANGPTL2,-0.04864107091881235,0.07536154240611202,0.014579372389805478,0.04481555770142944,-0.009306308876248335,-0.024744538975410665,0.03613045391755769,0.03266067106516771,-0.010254567705351537,0.06655081404718921,0.22096843751281922,0.028800349650644496,0.019689153924456658,0.038455508390212126,0.07196630004028992,-0.005951319995640614,-0.11947290336438156,0.007882893324149398,0.1433661055702594,0.1523995907809276
LRIG2,0.024183573890696218,-0.007426101331063538,0.08514410030478983,-0.011007659887577358,0.003884133320868523,0.04593675035608359,0.00768913097633702,0.024994165038874076,-0.0008613929114730453,0.018050675471075407,0.042172079780448644,0.04215980318714249,0.0031643775301036883,0.1018084358672735,0.05801851342667609,-0.09906882032007196,0.00954983816718971,-0.03469894469996029,0.03676359807423794,0.18787448559289854
ICOSLG,0.03451881881245807,-0.014089383854277524,0.013768079224690822,0.07902386925102048,-0.030088534997912073,-0.03640136431878237,0.04746612169566343,-0.029582785732225836,0.016976717030244445,0.0001260768801461335,0.07419206613950857,0.10313514042820501,0.09070248039277885,0.08108349684047245,0.13412409626790772,0.05114701238379036,-0.0004158823514804518,0.1014080980970742,0.0347592317869726,0.18612576421553753
WIF1,,0.01505161777251105,,-0.0376566824986759,,0.05086824247025095,-0.05088616668470871,-0.0342855273592302,0.021626343635569263,-0.008782632419559034,-0.10054925922718462,-0.05058023968964924,,,,,-0.062136627557057594,0.024085938298599435,,-0.08303104529549014
NPPC,-0.060203594264221484,-0.02289138420172139,,0.08175796560856104,0.06065217388728839,-0.03225629503447883,0.020233620162612664,0.016008049819446122,-0.04853752391863791,-0.03240645919522356,-0.07427330991884874,0.05375786950951826,-0.07019281885603253,-0.004809800445039452,0.01816408608119939,-0.006740562305437127,0.10395805708191648,0.00893293820122036,,0.02161647976463763
LYZ,0.08892943945240538,-0.007640981132998996,-0.020890372893813056,0.008040724070924831,0.0039160605469562675,-0.08968278035618829,-0.005003744506987816,0.009351714405536844,-0.0226292024687576,-0.0261004562596583,0.11478066737045804,-0.05272265680858862,-0.06056630416052505,0.013938496357910652,0.0960198382280544,-0.03692952376442288,0.06388579601765698,0.12015057145297904,-0.028509616161877176,0.04539891595852279
EREG,,,,-0.02928351240510138,,-0.03822642275752612,,,,,0.014988687673080479,,,0.1360281183799107,0.06819300704063917,,0.046231926284123225,,0.015293597047246825,
SPTAN1,-0.11592350150098481,-0.0007842443502754285,0.061232229714645946,0.04583232753569545,-0.02390079683342987,0.06881957961203493,0.04370016738787052,0.010472816566438234,0.041130150748758885,0.10428691044795182,-0.22646575108473344,0.05785077274819149,0.0009720066785780106,0.06907490243126735,0.0317050194787532,0.012343647308759538,-0.04538773196807169,0.045470302828997465,-0.027343048396710767,-0.04749939976069029
PTH2,,,,,,,,,,,,,,,,,0.014250273619588567,,,
LIPC,-0.013776757386320159,0.020149200400446276,0.04910493643883353,,-0.024254336614769067,-0.02354973552962665,0.009011394356589727,0.05581255394907486,0.052764155975198034,,0.013856542449143082,-0.0027151607192860304,0.007362461045529865,,,-0.032116294984441206,,,-0.04284748234275,
COL8A1,0.030514559011298514,-0.0015965495524501913,-0.025831994655058046,-0.027123885094004076,-0.03206067547430071,-0.054338239350852524,-0.01869909058860157,-0.03126950406494261,-0.0682371282856616,-0.009025824630764507,0.0779748705888054,0.025632515461572778,-0.03112245517448424,0.12982176766105263,0.1566106429538802,-0.08239589963733321,0.2005654843355876,-0.07189959693233738,0.03850507519312899,
GSTM2,-0.003228288759566542,0.052199791204197696,0.09120521822586147,0.027349998116048744,-0.04739614137157728,0.012347326221124168,-0.016351614873085746,0.011936152479421982,0.02081658472445178,0.022792112366204088,0.004400801004365365,0.02279941839083611,0.013100672188997206,-0.0652031147667256,-0.004885665001469125,-0.010964867691809859,-0.014225867342023657,0.030023068278614982,0.05060953262496065,
SPX,-0.03524336479103359,0.057252783586203546,0.03031791591362196,,-0.00921963308781731,0.001830315886519359,-0.028469091470520586,0.009903850598762164,0.006438295727603942,0.027764590220521846,0.047734303457725544,-0.014715090988056205,0.01072982800683142,-0.005477657449490856,0.09125206707064693,-0.04465677823923188,-0.09103876983361806,0.07319149908908489,-0.058439484647919426,0.15223155020480852
MFGE8,-0.01600995309322129,0.004254013421664045,-0.02370701697196685,0.014538026044861537,0.010802170019087804,0.019550447245910735,0.054047437298168736,-0.025474395866405115,-0.03330060598698246,0.038702989827849185,-0.11654433915575466,0.024721032768062295,-0.020595768806098307,0.0848757169697478,0.05300931049739996,-0.09108466794500043,0.004435794142000237,0.011835622431282394,0.15202975137217448,0.13897508509848477
TGFA,0.004433398780283501,0.01712401485537915,0.04318767877986581,-0.0024530860328725408,0.01393019063956605,0.09068540131024003,0.06220591363471759,0.0299449272759846,-0.0200603521371215,0.026452003039510414,0.1439144238487307,0.08204551033677189,0.06528432610785925,0.06300488801775972,-0.021779959940421464,-0.022636641069468343,0.10798947107714703,0.06647248348379213,0.012895729651719796,0.12813623392684467
SLIT2,0.04260320013942428,0.029756146227653817,-0.0015650820663840165,0.044203839534476465,-0.03216877081321141,-0.037724160154703805,0.028877611111675507,-0.04536789905937767,0.026482952441856163,0.006901541152430628,-0.1454052604422443,-0.050636669108198716,-0.05920723398329627,-0.02147972989240914,0.005364021550898081,-0.0013418857107583724,0.038422973422167245,0.10077289743962212,-0.03318046291165185,0.012910499399940639
PLTP,-0.04966081764409984,0.021799523380480978,-0.08351738999506311,0.0382738140375736,0.022601013009568,-0.06126058471858046,0.04405200579794421,0.04155667995469599,0.09161906238493142,0.0739971466081888,0.14899992864761855,-0.04272161169105268,-0.0352318574538743,-0.01908842278672813,0.00871137413964973,-0.10220361319629571,0.3130573131377447,-0.012755846408995308,0.005088367225690953,-0.009648235681376127
APOD,0.18259108976012053,0.06154024943747286,0.05140112960198919,0.049721237240376165,0.061372484366885326,0.15267935717873343,-0.01445040225379912,0.06977619934330748,0.07752280605201206,-0.027924893397185405,0.29673742467788544,0.17691800586917258,0.10925096747375192,0.1024624725577937,0.11632940910546627,0.01674885888502871,-0.10459320322640152,0.028581907331422636,-0.11967713075500788,0.1086764085509628
B2M,0.019005362375322042,0.0549085842506271,-0.04103697835835108,0.005499471446070898,-0.0019371109324275838,-0.16374029134056967,0.024812759191205798,0.05593464666583321,0.15591468355553184,0.045074960559895225,0.26019363130353873,-0.08702213820913345,0.058357583901842196,0.035851256500686206,0.13277691482992166,-0.13667960476136767,0.20302615446582775,-0.10092414395304596,0.1373466782883193,0.01941783209168335
OMG,0.1262446458296863,0.06292332280015556,0.012411714568899225,0.0908429338418497,-0.025099449692052068,0.1094809542537436,-0.017228951320211103,0.01555086454810206,0.06108874508528176,0.000922663713722577,0.1573581479590602,0.045748233303762334,0.037717122232433675,0.022539360401113515,0.0816120182382036,0.09097432306489382,-0.047532768659768236,0.07907015914280652,-0.05492338099762959,0.10653367589356058
CXCL3,-0.028568410516048026,0.012075388907095651,-0.020516014104000453,-0.011317919709563274,-0.03675383417279846,-0.06618012325664062,,0.06348970528937598,-0.04593561753995767,-0.04081722985973834,-0.06118607560959925,0.039606548025634215,,0.08906880812502559,-0.018689872469589662,0.011768191433095203,0.17211720194394425,-0.026698101026625176,0.03012149786946027,
CXCL10,-0.035416867697322656,0.06696416675466732,-0.01783461759085955,,0.014758821772823531,-0.056449393466477114,0.029498615849443195,0.029037307019747556,0.10000829516917129,0.019015260800592005,-0.0019320255618569353,-0.02189149892966463,-0.05918666892998749,-0.0010466946953789091,-0.004338516741552102,-0.0487961124211071,-0.06089993922254874,,0.041426563326775113,
RSPO3,,-0.004621918116099252,,-0.021724861395478492,-0.01567362985568973,-0.005410572924899627,-0.003955231754049973,-0.029857060482046244,0.05996346847726839,-0.01789992979005963,-0.11683914980769025,0.03903036038891566,,0.018682500628276626,0.08234950494912892,,0.09292079756609706,-0.06713397319402857,0.045301156449275265,-0.12785492267236875
CORT,-0.03547535574213694,-0.046084745082884834,-0.013680593955680507,-0.010132711607367256,-0.017398171029196528,0.03343105464784443,0.010973700673394812,0.007005565945649045,0.024096477690897296,0.004456238661660488,0.00590140418400927,0.001331526381148136,,0.0198979032527504,-0.03374214200981441,,-0.03076420213282079,-0.019775588137612054,,0.0697484718610119
NCAN,0.03230607957183747,0.126986539016574,0.05859041448285426,0.11790508021831424,0.06419048586461724,0.13208005089018726,0.030616413654666844,0.005123961019150718,-0.016521422856783142,0.0053189199117914,-0.09538367909971207,0.16031400547483657,0.06438550887051427,0.05210182207484191,0.05914217542837181,-0.0738660484430885,-0.32044476264410354,-0.0668785982003391,-0.013687831617482526,0.05901344519814639
PRG4,,0.0046467699041769644,,-0.024291201542070116,-0.015469196742632575,-0.015065986947534976,,-0.005783419850795827,-0.014106567751406071,,,-0.03092782023107453,,-0.040983679589443905,0.04603818482442485,,-0.023334373645464847,,0.032935360889755794,
ZG16B,,-0.00584157160026183,-0.03578483910724472,,0.045911457526325784,,,-0.05095458106022057,-0.022029111697809845,,,,-0.014342143978858373,,,,,,0.09788244733308056,
