,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
CEACAM1,,-0.022315902643184764,-0.011880544260730921,,0.0006544520725211698,-0.020719400466637224,0.12086459162698919,-0.03484317627701795,,,,,-0.04831001063298135,0.06166902594654819,-0.014243238823696302,-0.01797409321959477,-0.014279554052574231,-0.027444190460715615,
PDAP1,0.06232140713628046,-0.05621435783328888,0.019541220914881603,0.0584423308752107,-0.0010120650797366911,-0.017780784935443227,0.08594059697190534,0.0007396746879299771,0.007684895451691628,-0.015288044795348907,-0.003795378710046253,-0.006039715866804399,-0.07939556595130326,-0.0010977901529037003,-0.008708799529670914,-0.07304878696880279,-0.0097675618910877,0.07146261462703112,0.009654498132813171
QDPR,-0.0001622882357062334,-0.035520761666879196,0.020685939537434125,0.05483465325428411,0.004812610276335822,-0.01624312024649981,-0.05949800688846516,-0.0083005680689868,-0.04031811437095257,0.0156099202223559,0.0013173969132564192,-0.008470755471368321,-0.12901575421396586,-0.013446432979784727,0.029850237629396356,0.03679735576976335,0.02314001703458007,0.04616046138124443,-0.08451772988065279
POMC,-0.006571928092016435,0.014802123463016464,-0.02110983169842689,,-0.004557536553796925,-0.022992634196878043,-0.00925667517559123,-0.014876116525397894,0.014178643677218236,0.04365337476697487,-0.022256556415049727,-0.03929861800911818,-7.023160219395204e-05,-0.03762926818441191,0.0046277190730476155,-0.012054838645645998,-0.02335947458737537,0.0631240244755396,0.019213317577426257
CCL18,-0.02029779546493999,-0.027848138002342968,,,,,,,,-0.028887774986745225,0.015305812424321602,,-0.04142330847664333,,-0.03478104602549981,,-0.019156200068896432,,
CCL17,,,,,-0.028417004588585745,,,0.024428965258436297,-0.023079649701598263,,,-0.024497578614520326,,,-0.020561009424475758,0.03766438170689239,,-0.02540909899560504,
VEGFD,-0.040604431596978185,-0.003460380439239991,0.0023338491955395705,,0.005615820160198878,-0.019823149272178025,0.1140447995968939,-0.010221760790335491,-0.010643216088437346,0.043662901097878126,-0.01503742920086984,-0.026254813772933674,-0.04666798735294684,-0.05263375351709714,-0.014243238823696302,-0.03093288409357832,,,
TNFSF13,,0.043492923260204694,,,-0.019601413773863936,,,,,,,,,,-0.022349114285857632,-0.031451398394568245,-0.016034982149125993,0.0031736852598579,-0.025665216571858322
WNT5A,0.07320627738846597,0.048561978484491376,0.03265463768321775,0.04812977874876642,-0.02221734932591299,0.04069192699669316,0.12092245966591234,0.017491812687834212,0.014687655498902332,-0.06291489302241766,-0.0352557465503551,0.009522064574758638,-0.0032380393826772426,-0.022099405705882643,-0.04579139555529238,0.023632808484412883,-0.03686817081347678,0.011613856363202528,0.07297914331151885
CXCL8,-0.06893081611322098,0.1140646053153632,0.10441522181274202,0.03976486792144284,0.03402153258804598,-0.05719092583054085,0.11862216019277345,0.04290410350328952,-0.021941617434599835,0.0045763808485343865,0.04141178771134083,0.03337543299620481,-0.04000303410919849,-0.03293994582812187,-0.09846759079600245,0.04798965643681811,-0.02433805626563546,-0.013714391200843395,0.05839721872045732
GRN,0.024309103200881352,0.01473420332914248,0.06346082965207021,0.020279524157778974,0.01080861398591537,0.02859546815253533,0.04643787732695947,0.05521615532031237,0.001287113810398868,0.07151611400486803,-0.04022073081727196,0.011884899747702677,0.004620577798347943,-0.03285628094324212,-0.03181703237084762,0.011941343539202844,-0.02440679708722796,-0.021436992586450564,0.03449735448824133
MIA,0.04970481426803967,-0.0352622374803103,-0.015133281590759131,0.0656342445290175,-0.0018945475801377366,-0.04581591308102232,-0.028764877810593798,-0.021800746670722414,-0.02679639585934721,,-0.00109375378873147,-0.016222727194109263,-0.05612204497647433,0.08975576458305136,0.0752991624537805,0.05595143598144648,-0.03321034877215842,0.07618336343868785,-0.036285611804538556
COL4A4,-0.040875446726893694,-0.03344538748120895,8.036518360219387e-05,-0.027491207431688407,-0.049685141301131185,0.062100314901411456,-0.01814908617114272,0.05067572204832811,-0.018044627649450584,,,0.07471922053587671,,-0.04121326558520955,0.10101464633144583,-0.032790889467717875,-0.028778236886622018,0.01903954478632777,0.026401067909151043
TAC1,0.028206121853883954,-0.002618027701816654,-0.033385064298358455,0.02759283857349805,0.055820870117756737,0.021088541710731695,-0.07334784936427503,0.024607369175458565,0.0319029008567745,-0.006143440223078307,,-0.06181428674160688,,,,,0.07066588447532948,-0.0334028443356571,0.02493246578444235
RARRES2,-0.012057087255787193,0.05050798646261468,0.010247095712602131,-0.019009753857706212,0.01297687186149135,0.01793098542441552,0.10702694215360244,0.030068740868213564,0.0036805595636771825,-0.01734255333873071,0.01758386573658702,0.046048358585397596,0.028564050836538925,0.09542437670142807,-0.058288402189962306,0.06740541424803141,-0.01999557676622954,0.02794677543787408,0.09100354421959932
FGF7,-0.0006216641757527773,,-0.019206262297198004,-0.023097279926684106,0.0029658394955264715,-0.037955565729897396,0.04589603349593435,0.020747727035297838,0.008345663135884187,0.09354847624226718,-0.0061645839796022305,0.05796646262939076,0.0048962344067767245,0.043922184346258296,-0.0013564973541273458,-0.011534072656920077,0.05198990124330237,0.07170816605149902,-0.003489215656075945
EFNA2,,,,,,,,,,,,,,,-0.013537245300552279,,,,
HBEGF,0.0607964246081096,-0.005451871993894493,-0.004073497239512161,-0.006259975836231566,-0.004988930375575404,-0.01368568966917219,0.04896652186862288,-0.0636442623343213,-0.006061793275677611,0.053447468143279386,-0.0051055567890643415,-0.008683914117793174,-0.07271505626606048,0.017283148173960674,0.012885588253178315,0.03250226900972504,0.012413053169012212,-0.04913113086148812,0.052905441912625244
CSF3,-0.04087541436568042,,,0.0166483474639899,0.03423071605061382,-0.04274011720022898,0.020816282561612,,,,-0.022591124459276433,,,,-0.06397248758041896,,-0.0204716913023982,-0.026751861426200868,0.03641763514562332
PI3,-0.04842302369813231,0.0318742606244545,,0.07361042692605949,0.005411416118801656,0.04238591929334642,-0.003945343948741726,,,,,,-0.06630788784767583,,-0.09170059729828187,-0.024919641239058172,-0.057411148374837996,0.035398460771124365,0.02994807157813692
PCSK1N,-0.041456734325870735,0.04722535073052341,-0.026699546454377724,0.014258656607053305,-0.013879510020503054,0.0075978209410903766,0.017131791591811236,0.038118912644623706,-0.017134231083263576,-0.007044489361474274,0.02586418907332263,-0.04175081245676832,-0.12742202604352593,-0.061828794329536786,-0.012971295040544251,-0.016909119066302894,-0.005801497899648021,0.08164228557339402,-0.04591247399058582
NTS,,,,,,0.021375146767451645,-0.007223827592094016,-0.032954478097967574,0.03241690211818413,-0.026439197122817143,,,,,-0.01649256452470552,,0.02095376667635194,0.0826351777016259,
SFRP1,0.07125295785028093,0.031037390731253653,-0.017917764840337497,,-0.0006619569626287272,-0.022614780409444684,-0.06926057421540839,-0.006536214247071373,-0.0047946795103572136,0.016093706346183567,0.007222328468011598,-0.000944533242782339,-0.02160156745414987,-0.06481269210760228,-0.026546181581077098,0.028957164877511796,0.003749940450162055,-0.03869528666047623,0.08430242303034574
CXCL13,,,-0.006464192148423262,-0.03174524443292854,,0.01016054090589543,,,,,-0.03270423904447914,,,,-0.03478104224034809,,-0.03339358858861088,,-0.003872782175579204
MICA,-0.005461729625649947,-0.00280018797689825,-0.026305741062804457,0.0006181840479018967,0.013256964202815314,0.036035190558609875,0.09096881032428109,-0.025432274919810816,0.029828179938554935,0.05744013863005723,0.05012949093321862,0.06582246247333357,-0.07533203152534101,-0.08439300057538875,0.01205008107033183,-0.02971348331782719,0.012397909259668667,0.024372945178015602,0.02151432962503923
TG,-0.01447255149863598,0.006792946291345589,-0.016155146451388408,,-0.026757663148458975,-0.007099018517312707,0.04276171357130279,-0.02783670271744443,0.012763376276222609,,0.04319013896951103,-0.0367988197593453,-0.04912328402050911,-0.047304484794739365,0.0209749620351273,,-0.016848516521772616,-0.044352996988041286,0.010073102461270068
ADA,0.04329457591363504,0.004052787564402392,-0.023100526881495335,-0.0011856519883752896,0.003983853294129253,0.03536149364619554,0.09247770387588328,0.018134560097183172,-0.021872907577679866,0.059727404149505406,0.0239833570419357,0.00984911796823402,0.06867065256967259,-0.034385791160602544,0.027287037248542933,-0.005859215207050266,0.018756022483084094,0.06357791971503295,0.05365809078055391
LAMC3,-0.05226838330119918,0.02323327468468353,0.016176228826348494,0.015108832294956045,-0.022215971326403464,0.04917119750491396,0.05081314133406299,0.03082015355528392,0.02105562494912486,0.018908131616240855,-0.04145210019891607,-0.008667624825746489,0.06359629967671811,-0.03303545769447671,-0.008732040706329077,0.04532271270577957,-0.01269102894965891,0.015269789350812316,-0.01354360119561258
CCL7,,0.061648878157987384,,,0.03972129082160277,-0.017315351814731806,,,,,,,,,,,,0.10811609491798733,-0.009465208681346116
NGF,0.07666986450573558,0.03983232716064893,,,0.00318480494273731,0.013185284183767626,,,,0.03441547493478006,-0.027412464710291077,,,0.024074373548987203,0.10990269825512902,,0.017921280107603674,0.013353236458333773,0.10612203004724609
TNFSF15,-0.029133655911462483,,,,0.005115858828933718,-0.021999818408751762,,,,,0.0125045937401097,,,0.03884338453835694,,,-0.012712568843214147,-0.03911128918840239,0.060950346555907
HMGB1,0.0272912251656938,-0.03322598477675974,-0.007458278653474845,-0.039795100346340866,-0.0360057398107944,0.02273645670368218,0.07698080299715564,0.03937875345814248,-0.03338791505218857,-0.03936828364057192,0.027267589781132025,-0.010802448948817382,-0.0028267366557882746,-0.04621094174899525,-0.009984599969728726,-0.04003757622770074,0.02841970416020424,-0.021332693631227525,-0.006691233881232299
ITGB3BP,0.047485346441340934,0.005453390831967295,0.052129176630450115,0.029178956438465256,0.006854926036842303,0.010718069160104883,0.11385024452111486,0.03340034149925989,0.017787632484261157,0.08115417528955703,-0.03181648900079689,0.03657626892176413,0.013889052398988634,0.07353698492302356,0.013586028161971724,0.03696546424559064,0.004044832769493631,0.05174069111845504,0.0004130846103031855
AANAT,-0.04220873389206702,0.0007250690548066786,,,-0.0048939194367836475,-0.019823152102044293,-0.0173201678522941,-0.02503370943199482,-0.026796397349831164,-0.024856749974118544,,0.04054628204893021,0.03971984988824672,,0.06958980606732232,-0.022742733341108403,,0.027775200302446977,-0.018423652515771886
RELN,0.15525828124789198,-0.030519455449301708,-0.037910827792450856,-0.006209207634604548,-0.016221033178050386,0.007147959749107887,-0.0432470816542766,0.04420418189517382,0.025063631897899927,-0.051377446874272974,,0.0011450371133287266,,0.03577705609955325,,0.05644500958601588,-0.015355405471922736,,0.0300272082571468
IL15,0.09371393471679956,0.0420571369811162,-0.020581409419736053,,0.011224670515857037,0.04131481614631854,-0.00938092650091696,-0.05736190409144433,0.012096904373578332,0.005035890774583267,0.06925616103811938,0.012884329255686826,0.05717588192291516,-0.04274889485889741,-0.019688883279255557,-0.033317279226615155,0.06709372306932443,0.03680420218308268,0.0800328038833744
UTS2,,,,,,,0.09179835405774915,,,,,,-0.029299715550920435,,,,,,
BSG,0.080363557969851,-0.058826548812076815,0.049104637419587725,-0.046010468597717076,0.06309605675101573,0.03523982291739607,0.0602047906623016,-0.04644570231706962,-0.006767532041179216,0.045786618049035506,-0.024053915078397076,0.06831014936896818,-0.05473387327391222,-0.06884491616013143,-0.026399524471570058,-0.009883982227387974,-0.012727473370310358,0.03967440467400975,0.03309545377741757
ADAMTS3,-0.041262581108569056,-0.01369285353085416,-0.028385763589145543,,-0.00529061710069446,-0.011562885698861245,0.10979241674684785,0.04541200793254609,0.010446663908347855,0.06947077743620879,-0.028225605380420134,-0.0008815648115516963,0.014213967429235514,,-0.004349001000632852,0.046739886148578616,0.05808000078940209,0.09718460997907405,0.06512888992579279
CD34,-0.03293301117080547,-0.026915072519383916,-0.024077816331195562,0.026845039655061145,-0.03542106564815516,0.011705115606394463,0.0393013402903986,0.05515359625253046,-0.026277660755912684,0.09280166576278855,-0.052537465089641626,0.0013382522364004743,0.07699813818551862,-0.0826152822753389,0.029885125928571173,0.04966008609369704,0.03177211089987091,0.023959000898455193,0.0047067775969603055
CCL23,,,,,,,-0.019707601620227003,,,,,,,,,,,,
PLAT,0.04627470852655994,0.021976520971498548,0.014293259687866553,-0.02265865854974258,-0.06072222065939826,0.062128092374104535,0.07440950413143696,-0.04523136179240068,-0.027187857758549268,0.02960722249043765,0.047999711202299,0.03753092674503645,0.1224771551970135,0.035168464646637254,0.037777762242372226,-0.016277655409869685,0.024355014631390816,-0.020525073677885215,-0.000785317413926118
NTF3,,,,,,,,,0.08075295864555376,,-0.00412328324420017,,,,0.041064057146787514,,-0.01431155321135588,,
LTA,,,-0.011880545479887563,,-0.024794933762853324,,,-0.024110071103548247,,,,0.05339866432621907,,,,,,0.004234378044228787,
CKLF,0.043730218270876586,-0.043638170122823804,0.0037944766568492995,-0.05117300767212175,-0.03880946103342412,-0.01859434582506476,0.06586842458582431,-0.014872367502352745,0.016995607495511024,-0.04717085478533962,0.017404837743762284,0.09242783045192757,-0.0411503769356543,0.007866550825621897,0.03465149019476008,0.005999067921258331,-0.013839947848832196,0.050050441593737796,-0.04653402654241659
APELA,,,,,,,,,,,0.018535241244571125,,,,,,,,
CD24,0.06749382108706117,-0.027787023919368912,0.042904230339318734,0.015830540889217197,-0.00982443459869786,0.035529748844040386,-0.03954959330773263,0.0520285949898867,0.04272757579965205,0.042304337950216556,-0.0230596411730199,0.01822465892909267,0.06249170133487408,0.060144743179991085,-0.01929283539212061,0.06357656242302047,0.05680464461267665,0.01836173043559335,0.02031096155659795
HSP90AA1,-0.013741447711998804,0.06661465040087701,-0.029966357937260765,-0.06607421237086927,0.001597486304324487,-0.02373618694240903,-0.08148975684797653,-0.016995181562278517,-0.002547032301093802,0.040928237061696356,-0.014654665560476919,-0.0689786877959439,-0.12275396637177602,0.014474293021722342,-0.12420675172499426,-0.10923592565811814,-0.05173706712500629,-0.09393135564589984,-0.015578028430649577
BMP4,0.041194077013958975,-0.03754695503189978,-0.012594074646324489,-0.06692132559378772,0.05844710446561469,-0.017611816730790222,-0.015497447838255178,-0.0023569591500917546,-0.0052214155383742975,-0.039647055572243246,0.004237781928374602,0.00046474150650940214,0.11579693192287682,0.15451968059734847,0.004122074549225902,0.14304695180016783,-0.010845669084268069,0.010870107149300283,0.023652084289541086
SCGB3A1,,-0.01771376654660105,,-0.04673140166531137,,-0.023606926993290235,,,-0.022603023251823878,-0.0437548360662062,0.023075928090017933,-0.021266593707206568,0.2666180312040935,0.061706586734470416,-0.025913766285672556,,-0.02639999411220205,0.0020233710642748675,0.11538150367028491
IGFBP4,-0.03712032935451348,-0.026248956129964782,-0.03139761738700059,0.0033402892116331487,-0.06832808979783214,0.024933548687374026,0.02642151080247789,0.07178406391804447,-0.049821962521156817,0.029301074900766267,-0.06222667099257579,0.05566804356191118,0.01932941569810998,0.02205166147853342,-0.03283482553756032,-0.05653716429066947,-0.03442334161496388,-0.002244736689291135,0.03463680471357493
RSPO4,-0.028768114171053245,,0.03179425366903485,,-0.021362779845353848,-0.027246231178121656,,-0.028041480477195176,-0.00984491686296708,,,0.041248457008076334,,0.12636111546201428,,,0.003671003667882684,0.024005264572903657,0.0878411732002673
LEFTY2,-0.035832696696151106,0.03131493020273673,-0.012026456654313936,0.06238551771288697,-0.010361992591628705,0.03752563454128675,0.04154343731597254,-0.03401929624968262,-0.024784487811380585,-0.026439214531274232,-0.01626663812982684,0.02740060243272526,0.048909650094339056,,0.010192319905055616,-0.0045264274451759234,0.05599208803988468,0.06612557841842844,-0.006946365937500475
PF4,,0.075041573267252,-0.010806970848974655,,-0.01687878373851109,,,,,,,,,,-0.012407822545109496,,,-0.029686351057976262,-0.01819854539893083
ANGPTL2,-0.0383821555482804,0.008284733111617482,0.08202855863024489,-0.029166204656436,0.0023570424327316875,-0.009197201708309012,0.06396360774715915,0.029464367401797722,0.0390847451236165,0.016342855365115715,0.03997803769886489,0.07803057495290897,0.02187075116031269,-0.03629883272368315,0.06327128966875206,0.051794950669265455,0.001355127720021022,-0.046400316549337406,0.01709668276280907
LRIG2,0.05219551133481453,-0.006449230550785893,0.014776990732933995,-0.060310126574973186,-0.014438391961041805,-0.028271382297462268,0.024872492227258573,-0.027438464744690614,0.027732362360265994,0.029361022738491064,0.03733650111579519,0.033757193392525385,0.014424584331932439,0.08071834570668236,0.03394059878945151,0.0155312965399782,0.011751799870027852,0.04299597537304395,-0.023847425439557996
ICOSLG,-0.06388826392903695,-0.034268583279741825,0.01687291666516157,-0.012822477799517248,0.020766692536698828,0.02368228001552838,0.019552475151364018,-0.006131300765329602,0.014151729416206361,0.025348454286096694,0.03472230823171229,0.08111561588779426,0.033695937780229716,0.1509371551627014,0.02621228321839234,0.03693349944611558,0.04966388046494979,0.05483668919161582,0.027691838199213496
WIF1,-0.04737337890311716,-0.021966653761536094,,0.03536490247582667,,-0.009004512939068825,-0.08198256465298007,-0.021638946302646057,0.02626851022041245,0.016161640729638608,,-0.07354067867450241,,,,,0.005760501510747845,,-0.0025769587758962343
NPPC,0.0760641094755922,0.0031622557356036298,,-0.058628411644009094,-0.026183155994955073,0.008229970293950391,-0.038468049905202334,-0.028449204432188867,-0.031412666285378116,-0.000957262666628355,,0.030733152253633152,-0.05830137989161937,-0.07926107730374107,-0.023476432075839725,0.10306435134600316,-0.009105263060699094,,-0.031758619642230104
LYZ,-0.0323055404550941,0.09490329140301079,0.025111383974437247,0.01695571550570297,0.011518437844430228,-0.0419119690763287,0.06323698803682255,0.047907578846835275,-0.03119492832847932,0.011160114409904281,0.023604469956555935,0.011486187876361938,0.022023868583029245,-0.06171582926379061,-0.015988703499868973,0.07184812739684765,-0.017274298094509546,0.027375145361474368,0.08058707315536279
EREG,,,,-0.03963240468468419,,-0.038341911967091344,,,,-0.027198225199917023,-0.019021294401439473,,,,0.02408870187897096,,-0.022144383674202,-0.04520633026350866,-0.020951916760046888
SPTAN1,0.012085895061369641,-0.011738721148283456,-0.02027525178050165,0.07385516934766063,-0.033376760736029784,0.01857621026508139,-0.019562126473414106,0.04173691536184945,-0.003583148414468405,0.006388686489857166,0.005861973380685733,-0.03435063516276673,-0.012793981681639581,0.033271363475531245,0.07398116216058212,0.08860006445030515,0.005458450257706971,0.039691387183743244,-0.005729398667351377
PTH2,,,,,,,,,,,,,,,,,-0.0150745871401769,,
LIPC,0.0051964307375318725,0.024315194570621094,-0.016265068701653937,,0.04734443464006366,0.028963490945431797,0.06933317514258155,0.04353818546220138,,0.16414688044463885,0.1089817925907769,-0.004534492851240903,-0.04203322660391411,0.010737083612928662,,0.0059669972199789326,,-0.005723184255573121,0.008040486449396209
COL8A1,-0.03364826123341061,0.008661893956344898,0.0019154316317320694,-0.015009603995158296,-0.014093167478134572,0.05839675263311828,0.0715344486347669,-0.026101656870300246,0.02118008182816639,-0.01681226577842578,0.0107125579273341,0.09919469901229977,-0.03616765684660288,0.0016526171304896955,0.047060343588855205,0.03526776150681485,0.023321997305993627,-0.02182907290256388,0.005218975567483936
GSTM2,-0.031609443999082366,0.03860798002659842,0.003731296786478209,0.02107037026996396,-0.009296931906471927,-0.04618940321776676,0.0026871275349555765,0.0020362204049508394,-0.023691421403559478,0.008506645835462798,-0.0348699825221321,0.06474380548344273,0.04665197671733991,-0.10981322157447897,0.07128314056938151,0.05807324714212135,-0.03774610137355722,0.05225517956324797,-0.021108369077045608
IL4,,,,,,,,,,,,,0.014934239767444304,,,,,,
SPX,-0.01550943766730886,-0.026802958118533084,-0.006690724039060702,,-0.031219978569128504,0.008597281453331664,-0.015495992909646483,0.04679114760761474,-0.06403496247611017,0.03670252584114661,,-0.07893745779780892,,,-0.015405897640100025,-0.014939041198050385,-0.00838073034049476,0.1507740586500544,0.04612730669799053
MFGE8,-0.01706638494049265,-0.015493671464008648,-0.011792042787857917,-0.00581020366124106,-0.03976540111465038,0.033005980683040496,0.019656098624902394,-0.009594909495568241,-0.007542218194949229,0.031347167746185366,-0.06916905859900262,0.007585056663525973,0.1000881023463623,-0.056999656796087726,0.024051226945912208,0.052883356886985027,0.008713981658505695,-0.006297885164368529,0.0515066867172028
TGFA,0.015248274208046924,-0.013869256086548492,-0.03258029027451161,-0.00780878098469658,0.011315170567734097,-0.04725087543647745,0.0500576925088939,-0.05098480954612756,0.00015332850670917732,-0.012037144020174485,0.03902110134708789,0.01269005172249261,-0.023865425550125604,0.007083468892986357,0.04409410597551914,-0.021355373709803716,-0.016914227074565694,0.03679279914070002,0.04649502999999645
SLIT2,-0.05830052667021039,-0.06206316967313237,-0.02817883989362634,-0.0016260993370728453,-0.02009669303230337,0.06029541199140926,0.0510631969099956,-0.02683675287929813,0.019671666271467374,0.043696467888623566,-0.031504257384048745,-0.058625455603665534,0.026277595901710957,-0.04300184698561943,0.06908893905020093,-0.05117118081885567,-0.025454841623774205,-0.018055197531030267,0.06659123172344698
PLTP,-0.061179483010874586,-0.00014229330628690327,0.010198370538452682,0.04995566287510508,-0.043406132279593335,0.040565388076636226,0.09055989856337504,0.10489651727673907,0.0367601227957951,0.018337966640232434,-0.05413343432157242,0.10878044281929326,-0.0019607873308279977,-0.11689784353279813,-0.046012420881710155,0.021048749306849322,0.005337738632996613,0.02687653815655514,0.061769875286235724
APOD,0.007993240949377351,0.006786697603212217,-0.009951141438014089,0.012778293620145431,-0.02365154799907935,-0.00988721186687254,0.04696590168553626,0.061485576602333294,-0.06045726345357648,0.07731343505358222,-0.029635111467930943,-0.04967600693053849,0.023879533852376816,0.02209524515777969,0.07567570850902902,-0.046776071678629835,0.0002875999210766781,-0.0035443314923586803,0.0015003263442127791
B2M,-0.03478941667129238,0.08700997017579415,-0.02144763730768818,0.06051566394964376,0.0033191289197651934,0.032479955175687546,0.10384611531565187,-0.003611859769848582,-0.007129264397946562,0.006491668263842772,-0.05279965524229741,0.09416671663630512,0.027977721643371728,0.010650240033414905,-0.0025178871353936086,-0.047427411038634404,-0.012366406509003953,-0.058116599091288336,-0.05065070276357231
OMG,0.007038747271305147,-0.026703161676101907,-0.020115317532919494,-0.003414233292258971,0.019943605625773315,0.0350584083838002,-0.01374448113803976,0.0798185974761403,-0.055376411704290945,-0.04744600071219219,-0.012046290254853391,-0.05215741522485104,0.16081835576687228,-0.015651669445624152,0.10655525421405933,0.057719665156846726,0.050411794131384274,0.11440735378070378,0.000532942476912941
CXCL3,-0.008497545737878214,0.11944056210578928,-0.006845018793974846,-0.03166969585919648,0.06259443073002713,-0.024802591801129367,-0.006111629206048833,0.0032700156611729808,0.00035816598610123883,-0.038288160023670706,0.008623011198245444,-0.006322287938786992,-0.06682122368324128,,-0.04253650270777643,0.07230219803859826,-0.0498743740416687,0.058148405212983,0.07450135941925494
CXCL10,-0.02465915581406013,0.027846368768277976,0.0012562932327041115,,-0.0053432197113083045,-0.032371696308654274,0.10783895200623685,-0.02230465744251771,-0.013420692159299223,0.04966992465520863,-0.01641430451069799,0.023670112888449925,0.02706899344321925,-0.07205290126800389,-0.016642487017178,-0.018411579304793743,0.03581527685278267,-0.025982020388209192,-0.042152461734025405
RSPO3,,0.035804474103973354,,-0.043719108066332474,-0.019601414417562812,0.015523188208110534,-0.028440634004558957,-0.00011653673832339264,0.0287334497933311,0.05434502127755306,,-0.022936396722710164,,,0.10766375623997708,,-0.04930344225042504,-0.028448376299524805,-0.045977193929629054
CORT,-0.03225412459492104,0.04389758588536926,-0.019300565589241238,-0.020710549810469634,0.00787815513636581,0.09963933876696805,-0.024713194264438607,-0.03940702601320278,-0.019486642571347645,0.02113887541894565,,0.05609086104916705,,,-0.012984155652178645,,0.02656412745424107,,
NCAN,0.03077535856806013,-0.07176023109738751,-0.035031102076040474,0.00593302368975623,-0.054538563620686445,-0.032362257035038824,0.00861042653040779,0.018730043913757786,0.03449629591943608,0.010666867545717277,,0.06556537964032468,0.047501425381934935,-0.03191117371947944,0.10396448282989482,-0.05307303521998267,0.04114958596462155,0.06820338301037066,-0.017732341399223472
PRG4,-0.029403304118935873,-0.026639392074286214,,-0.04888361062224558,0.04221034772386073,0.0595748677132816,0.03830381270000831,0.020435327641595197,,,,0.024347341419796713,,,-0.019158916217804235,,0.0173053844645025,-0.02151515838340739,-0.02532989587528137
ZG16B,,0.031229615052167925,-0.013004432974579703,,-0.022453109690377483,,-0.02659994181483355,0.03922233595094599,,,0.015986366720506656,,,,,,,-0.0001377053678909967,0.01721950386966804
TGM2,-0.06320704277323219,0.01065199222807324,-0.0031005295567592384,-0.07545616611088268,-0.0007912243148234346,0.05548763963324447,0.013215343624925326,0.003899020421849108,-0.02031024241471572,0.034618984201736036,0.03506177752934672,-0.021564041590852796,-0.0002455175401187465,-0.04930437002410734,-0.023697985489477907,-0.011696219494864775,-0.014407681877110466,0.009790060930883129,0.024521894559547768
