,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF334,ZH1019T1,ZH881T1,ZH916T1
IGFL3,,,,,,,0.01258440020329675,,,,,,-0.023562640216364544
BMP1,0.013051946243663713,0.09999988288333311,-0.003403739900766432,-0.010897170779214293,-0.03443597100694266,0.02631393131465412,0.07333099287564974,-0.010993627128615045,-0.005826801364168607,0.061384029852392885,-0.0011951635982979144,-0.013000514463778047,0.027456092145242264
NDP,0.07717140377018976,0.00999637719307919,0.02530339701318129,0.0006600050497441005,-0.021969124123294752,0.020033212892919258,-0.009565456551988772,0.02838691066643318,-0.0036072040666663406,-0.02436897426163075,0.010790958091668969,0.00491289895721744,0.06254277147969897
TNFSF18,-0.019872593381385046,-0.02483050295827567,-0.02998952209373819,,,-0.01597625165716945,-0.03396854365225074,0.08860031323827143,,,-0.047829179071119034,,-0.007008455363724189
IL36G,,,,,,,,,,0.011792030958699693,,,
RTN4,-0.010512260837393296,0.06315939252987599,0.022177914406237193,-0.05368671286248169,-0.0038308678218002237,-0.060150794554580465,-0.09120786914338709,0.052353153864854375,-0.034769748210354445,-0.052282151057915206,-0.051048811522044456,0.07136384320424884,-0.0004910005397899829
HEBP1,0.03795045157814284,0.020421041581877897,0.008209787249284175,0.03642181554356639,0.07766752829520855,0.010588056138159437,0.04819644829235697,0.009729281619099334,0.03147617009671083,-0.005797622477990315,-0.054952085109822565,0.03044586727672912,0.05334916915974404
WNT7B,-0.033589300141391186,0.015382051430340018,-0.0186285614867374,-0.008676632803108226,0.06520068392875084,-0.018335930244945765,0.002192838884106173,0.06630055779709428,-0.014901626257183808,-0.02257640269068023,,0.0005610660688990687,0.15682025742004124
PTMA,-0.10034712895569166,0.02849968083734564,-0.07889016503492075,0.057193425679207446,0.012733171583898356,0.083727753180906,-0.07098214998614688,0.048682458364536135,-0.008885599654321074,0.028349098620082717,-0.07005828472034278,-0.008375641537699222,-0.03969593899573522
FASLG,,,,,,,,,,,,,-0.020435869821142105
CEACAM1,,0.24354571698850827,-0.014296300508543785,0.020762078172692273,-0.026801684515694268,,0.0293402247016782,0.03387355251439511,,,-0.033632030186094286,-0.012712568843214147,-0.01314228108363076
PDAP1,0.009361614495215156,-0.024195605471707255,-0.03773175135492441,-0.07076542975445832,-0.0223030415309698,0.033628039521523496,0.03556610168341026,0.01377603708135877,0.009119719022023699,0.019987307962135915,-0.0591900170119038,0.029588421778379722,0.0407386106574503
QDPR,-0.0041804591900795095,0.01147729857437332,-0.00029456690604239564,-0.06429811539244758,0.005547398828320022,-0.013675881156492587,-0.07299909042514542,0.04003650220892474,-0.00632866039239306,-0.03670451215756249,-0.08290904490739849,0.008435893987309769,0.07562929697619357
POMC,-0.037522772775315495,0.07087515262961029,-0.02540224513476346,0.026805533986046837,-0.046492776583579455,-0.032929878881132545,0.026764995723568042,-0.020849689370766925,-0.011888654488628634,-0.018765405911272886,-0.054463788751325515,-0.0207960926328639,0.008843264122081007
CCL18,0.06020910866556188,-0.019721817205965067,,,,,,,,,,-0.04377885441433477,
CCL17,,,,-0.014555477840024384,,,,0.015514822876332999,0.04263816489633376,-0.01876435156656642,,,-0.018522820643754666
VEGFD,0.047439249254264085,0.015028195291860502,-0.020476582220780137,-0.01621640967113637,-0.02564233428259323,,0.0586841977048631,-0.012463861360880296,0.0074113774501263765,-0.0201103367684694,-0.04572200803147665,,
TNFSF13,,-0.014882720858982516,,-0.010040042852835548,,-0.01549363127335347,,,,,,-0.014275362782336055,0.08234574045650675
