,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
GRN,-0.07489070019280702,0.0822976373965188,-0.020220510054320417,0.06769007768578644,0.013529013907611333,0.06258337043275014,-0.05744782051352955,-0.004878239567796798,0.04043401947352079,-0.002547424436086133,-0.024123033811894904,-0.0010722533964305483,0.03166427887799289,-0.0005968376607861372,0.04631362378007374,0.01668646658145988,-0.06005513784798665,0.02940448371901966,-0.02346530113787967,0.03571153207571979,0.10050539939084539
MIA,0.048021096438123224,-0.021958547077075223,-0.009755786636287712,-0.030457957062887914,-0.03359334672205345,0.018437254221135953,-0.01468317474072204,0.02432825754095759,0.03566211825460671,-0.015257538582735267,,-0.022194897938241597,0.050961760495459654,-0.030238851141712077,-0.0012897041890001966,0.06743022669806273,0.052693754813280716,-0.05279543136240458,0.07055486776410008,0.0357598697398227,0.06974862599547957
COL4A4,-0.0323604562041506,-0.019954420170317535,0.0023256021580862897,-0.03301213347669305,-0.021886030618284057,-0.015852656753678217,-0.018804076621955358,-0.027194399370187812,0.02884489397269751,-0.003411724330248825,,,-0.02844566381864721,-0.026073181148889717,-0.025241833198039864,-0.006836282919149171,0.013754161722305727,-0.006255157636450611,-0.027242752328947763,0.13440989228792874,-0.017054192426828776
TAC1,-0.04052894854330011,-0.041024112603086305,-0.021417710907403322,0.07988588256280166,0.06613571679562734,0.05608743457690813,0.08022272009051508,0.05815995384027432,0.09602528326450303,-0.03297848174634092,0.0600754574022103,,-0.03668829120659853,,,,,,-0.02332181041532054,0.11541697595525562,0.1083387415506904
RARRES2,0.033767398379711835,-0.05883486671932543,-0.01548854778591413,-0.09296333366814638,-0.020068803263097162,-0.021166116075585845,-0.07008466663331749,-0.02242775938815476,0.04184889886258863,-0.022671697083365125,0.037969056125270295,-0.08650435188745308,0.0027308514239761284,-0.038280375974704225,-0.02444349827953462,-0.07834193921253516,-0.03938921882962791,0.008050345126442992,-0.01412639572479697,0.0006760417860432438,-0.07833419454763976
FGF7,-0.046508178246080015,,0.013040820662837795,-0.026445467624599924,0.05655537885564825,0.027921054397374193,0.0011912336931571158,0.025569735673754455,-0.02470488228919154,-0.01129321230700755,-0.027291713126368078,-0.013734071989052342,0.08189173495418234,0.08060597885793241,0.030526495388112473,0.06829547034659571,0.05927775206939089,0.029445093813061863,0.019198564260806017,-0.0016914403563869358,0.01327766207714862
EFNA2,,,,,,,,,,,,,,,,,0.041196601283729185,,,,
HBEGF,0.13137819527577116,0.06655553244712784,0.09285252647451439,0.07014683788611573,0.030941607642135806,0.04159462234239451,-0.005670092155910794,0.032974238769719826,-0.01197916977362925,-0.017151051214660804,-0.06499414034249301,0.0520258174005141,0.0454825038230424,0.06853721996604333,0.09000821635808172,-0.026620854189394347,0.010298160416711609,-0.030178618809437993,-0.03206436324534895,0.0034145321154092655,-0.012331189627332342
CSF3,-0.03236043058428076,,,-0.02310723855773116,0.005384430835529179,-0.04643588056228462,,0.02567611571081517,,,,-0.02458669651785456,,,,-0.0572171005531884,0.022837421410324053,,-0.019379408756106446,0.04016265943552476,0.048346271334464896
PI3,0.02339163745189007,-0.027046224514784254,,-0.03274747824969159,-0.025661297606516937,-0.004858542489357345,,0.052580551334305864,,,,,,,,-0.08273557365602655,-0.08505391458351115,0.0034770529510487363,0.01518515336737152,-0.05508523685232604,-0.06275962242758626
PCSK1N,-0.07301880438099094,-0.0390524058407375,0.0030275979889541633,0.09312293529041533,-0.007535376038249031,0.004831046941824903,0.02558564250827267,-0.03152980051004368,0.019284245707064704,0.04739916246282358,0.05800556524171765,0.023070639413438412,0.03929880683461738,0.01844104465786782,0.00815371018508189,-0.04678381035762425,0.02478421487754729,0.018370351539133484,0.015020613939671712,-0.04305665411004713,0.041409512161965145
NTS,,,,,,0.10543871729245359,0.010345524392098848,0.007121616629676029,0.01778922087473236,-0.038635716516784976,-0.01917691598987997,,,,,-0.030142436070563515,0.0435721032383495,,-0.001422716916590204,-0.026175166053683654,
SFRP1,0.0079158218073124,-0.0007227965423165796,-0.009015735489612113,,0.0022786064954437037,0.141123526516378,-0.027079587066912898,-0.012906260479652069,0.0002490210788327769,-0.018289684363989304,-0.024580933748539667,0.0034899883664878417,-0.05085890282717471,-0.008250403243569172,0.02298819830594243,0.04452717197409359,0.08454783298845966,0.003152174513489256,-0.052051815884680275,0.047275232077878974,0.02834054959938703
CXCL13,,,-0.008380276304975995,-0.01677858930589998,,0.061050174760513005,,,,,,0.008437036712015782,,,,-0.02902233715977047,0.05051669902248121,,0.030132805321811354,,0.021360791551943682
MICA,-0.029632260646153107,0.03895534813148546,0.07069728119845968,0.018187751960169946,0.012502176956087291,0.05006484975518151,-0.03243603366206055,0.012042593376834257,0.016462094244495715,0.018128304519737303,-0.04042648483002835,-0.039208101116627,0.06700020249274387,0.11162178578428239,-0.005470249299102649,0.012076061888799006,0.05845234943597067,0.08939417457027836,0.021793673857017085,0.03693954765534314,0.0007367895480427939
TG,-0.025796428281658453,0.06731485479401043,-0.012432942567857552,,0.02217300320951676,0.018323011250047788,-0.02649670427907894,-0.012975632808431569,-0.028518918459105796,-0.013236165015750255,,0.009349777328852275,0.014419650584792847,-0.06658777676670334,0.0122899593600095,-0.017168259171355692,-0.003990470783927902,,-0.01594955120152648,0.040088254541369106,-0.03934545013293231
ADA,0.028087186265275923,0.058775600926175293,0.0068667008016785125,0.07440176348940483,-0.0380494315399264,0.0009601141303148289,-0.028656469553764465,0.031031663042959078,-0.03331519156480238,-0.021496596438677462,0.024262782720959872,0.09538029352639797,0.071734455106029,0.025132465908957766,-0.00035588479206812636,-0.02603697059239709,-0.00989964370769384,0.04551635774533431,-0.05217545494934908,0.05855737058297595,0.033839750049467154
LAMC3,0.11489686550969731,0.10299081320970467,-0.030717957047382345,0.01974564610555206,0.0430772855874497,0.07030843196268037,0.014277244715783637,0.06531037717324185,0.03213427569943953,-0.027217804616149133,-0.0007685520994678987,0.06741310926690482,0.03406701285419031,0.013904625830601928,0.03531949244785329,0.06421950916305373,0.07617482180053048,0.014406838179521205,-0.05062013826998273,0.07082092033257434,0.11515311330571495
CCL7,,-0.01635265602599204,,,0.061238398249524,0.03779450499758427,,,,,,,,,,-0.01936501484923717,,,,-0.02656825356089195,-0.0745345826989373
NGF,-0.018643763953334676,0.05658965173568186,,,-0.0266884464323391,-0.025694836101720683,0.020331169720275634,,,,-0.01917692861660678,0.08048130354294708,,0.1339912283917222,0.13109737981652905,-0.022365041864214008,-0.01995153826424244,,-0.010456351674682566,0.0744903066591533,0.0005500648566328258
TNFSF15,-0.023064662815522965,,,,-0.019996416375864936,-0.017823161137734786,0.01849549026535269,,,,,-0.01565729160995946,,0.07760690730705534,-0.029963238726632414,0.1380650172539862,,,0.018268825661258863,0.04019973459054068,-0.04871528052386509
HMGB1,-0.06763608220634877,0.004015300725613071,-0.008401987972787017,0.12263849613280745,0.029410742595683124,0.03420206472558306,-0.008161418277095564,-0.015849592234891057,0.04086229720111262,-0.030254383439170498,-0.01980090179000871,0.08704773787838117,-0.006903378553793927,-0.020612274011725995,-0.09244818994837521,-0.02209572561066262,-0.09328762723005594,-0.007092191367115081,0.03653567004034277,-0.057884152556173546,0.006631099042846924
ITGB3BP,0.008540844413345247,-0.022422224319816497,0.037289102060454056,0.020488497365402942,-0.019712918086416405,0.005927919604098027,-0.02415978883220973,0.0008684174154812179,-0.03855158644845779,0.024028217709979174,0.00274217317473656,0.0004088611510860737,0.0316698355784641,0.036788901219511325,0.051999930427671245,0.019327770611951154,-0.06789682854373942,0.0878631085728044,0.00277323090030451,0.02546823219763108,-0.016254212543853733
AANAT,0.08996881279915217,-0.023725216010798664,,,-0.018194695740137486,-0.016059734112714788,,0.020298804522650333,-0.025647230035352082,0.0036576686837383778,0.011493876049887254,,-0.02679940103340694,,0.2175322703554471,-0.01698858215078681,0.06213702329765709,0.03854650954021674,,0.018283830540970603,0.14291722297144377
RELN,-0.032145881050762735,0.00825323687045875,-0.05969382507819381,0.09556763377935003,0.04527624943044998,-0.022898208147028812,0.05116660296392026,0.005340102249175611,0.057066870740985515,-0.01907724754782754,0.020539448229759363,,-0.006673216360460648,0.04056276059519298,,,,-0.003491987790270066,-0.014536106219093087,,0.08609741761493289
IL15,0.005901690952435681,0.04483484457546743,0.00826270562050426,,0.055350568832197494,0.04134959703340444,0.013499272276823763,-0.027071058514277404,0.006508720639026707,0.05494264893334812,-0.021969962439089188,-0.025357818046126027,-0.024855205810318408,0.05865269492120769,-0.014815117853000518,0.027617729193596376,0.03472927450051102,-0.007780191771915876,-0.029355313048465385,0.05011071752749522,-0.026110448557682315
UTS2,,,,,,,,0.025355079816953726,,,,,,,,-0.014467021054751228,,,,,
BSG,0.011134125808024952,0.04943868743647015,-0.01185466329231004,0.007869580783447282,-0.024435703837096548,-0.004930943289579507,-0.004442048145108476,0.06490447687046733,-0.05668885891437602,0.002792857049516232,0.033982884311373744,0.008963235246693192,-0.014252850541060428,0.07421809223679042,0.08161901644225839,-0.04455293855426752,-0.016509992644986888,0.04763133036139631,0.03459782227456358,0.03005568755883375,0.07024405409155186
ADAMTS3,0.009789690057518993,0.036878651205806155,0.015316128682186837,,0.039246880561031025,0.010049931522185052,0.06389129233838624,-0.0027405893729376424,0.005948401301941511,-0.02391157593328424,0.026720274765205297,-0.003898011551179966,0.04768060114585162,,-0.024898995666327636,0.09413662013257584,0.08581012904205411,-0.02254762302310754,-0.028019999061430417,0.07624682018576902,-0.010771191440967174
CD34,-0.017394482719692416,0.04122007513934827,-0.02404626203984705,0.04383582537263144,-0.03249765049309826,0.07428409922717108,-0.00971443610432887,0.09076967496022581,0.062062912191779035,-0.017692954900975204,-0.005983727971130952,0.09450976928331266,0.0039054675932937966,0.03559528798933148,0.004271085205583314,0.01019090702448538,0.05300550090838922,0.05695268656244638,-0.04221336109137146,0.09047519080813356,0.10049766946540803
CCL23,,,,,,,,0.0220270618637501,,,,,,,,,,,,,
PLAT,-0.04019838356870946,0.06714435197872703,0.029121362967498062,0.013182241564636373,0.0357094857261312,0.02726782123291502,-0.02630694368090969,-0.02492568047233601,-0.05494355932794512,-0.02105891631216073,-0.01629732661933905,0.008836910368310927,0.07147228456818513,0.03866880643316604,-0.029099219633062678,0.06262039727089973,-0.01094423835688034,0.048380696016541914,0.039735527090144024,0.09694010620674283,0.10356231611465773
NTF3,,,,,,,,,,0.024111426673603237,,-0.021864510402155687,,,,-0.00865636824513274,0.12616763912953757,,0.0019288210964820925,,
LTA,,,-0.01870693005155524,,-0.02301549432952648,,,,0.021157547696118176,,,,-0.024855208878456613,,,,,,,-0.03783225469116642,
CKLF,-0.015452416289336914,-0.024798020073033025,0.08213333617474204,-0.02424120740051635,0.07244142036675091,0.02525651762001218,-0.0881907577409249,0.00026197399139575724,0.014844532734196654,-0.07594150470573076,0.0026056196788195206,0.03101337018347882,0.05262623528669241,0.018919878074412592,0.04728286636420168,0.04517797671158283,-0.01666342822251584,-0.010451965822706842,0.049735604811735404,0.01347767989022549,-0.031168612790051595
APELA,,,,,,,,,,,,-0.028863377941432632,,,,,,,,,
CD24,0.007143022164324835,0.0032676542484093825,0.05199956022204773,-0.002312197630655799,-0.05508682423369187,0.012888732770943375,-0.012224350514282997,-0.057089807089515464,0.05176767867788972,-0.010535889866323464,-0.032437303538759524,0.047038492436718114,-0.01152047372636503,-0.05364611053748466,0.016581887417109992,0.04970393452180024,0.0037679473139815194,0.004058321407654159,-0.0615081602068582,0.025754822092963283,0.05859279177994901
HSP90AA1,0.014152266497901704,-0.11863770311923186,-0.0030745812549787333,0.009945094564666208,0.02166434599972027,0.04005191152277035,0.07296746989927694,-0.017957367756209583,-0.029869595535886733,-0.0027982536372535964,0.08073389715953927,0.011007455116851021,-0.06796768801904143,0.04797050297707294,-0.0628741186790992,-0.09001538808450511,-0.04998204610158445,0.053135372772615305,-0.03362325722875028,-0.08660084678683737,0.01758239985698494
BMP4,-0.04034966570014898,0.026769060375189654,-0.01983044245499468,0.017772405073183246,-0.01288048447002309,0.02800872240618102,-0.0442132428779177,0.02045059401771861,-0.0014187313880009175,0.03341411297151954,0.009412376168170923,-0.015276762715246148,0.1067309397894467,0.09596538482534407,0.026855201343624298,-0.05789145528413618,0.02686679338343097,-0.027972598944429283,-0.02256350326994758,0.020432936071506473,-0.01064988966116613
SCGB3A1,,0.004076615877748156,,-0.024699352934198733,,-0.01912516076045309,-0.0278867210605694,,,-0.012869883739639848,-0.03173631980936647,-0.009578394535075077,0.060532615597249664,-0.06415270063440108,,0.08024515631817425,-0.0270294715655709,,0.0063413784226270566,0.07245224054602149,0.11513464661906055
IGFBP4,-0.03662466827139633,0.10063596943606068,0.038072159203462415,0.013681595917952755,0.019945462625553197,0.020919487922111013,-0.08526323015952517,0.09960241756713517,-0.045398745200125185,-0.013093174882417381,-0.0284103953538643,0.1038350135466502,0.06000959643593473,0.04481420646749382,0.06333124900543038,0.04778534036940296,0.025814536021435883,0.06340840274662962,0.0027596671072247165,0.11406887104310999,0.17075734888111405
RSPO4,0.0023900955160836303,,0.012645078806116428,,-0.018535412535776473,0.12803204231565204,,,0.03138467885064432,0.009001528430535826,,,0.005735876696869113,0.006727477716048321,,,,,-0.016830646003687517,-0.04989678377300389,-0.003807774623918486
LEFTY2,0.06935432956003343,-0.007457626457151338,-0.018936679614683906,0.10213281590585478,-0.019095515485940538,0.03230482417226759,0.00044298411991108356,0.03726799181349094,0.028206436578342955,-0.014111982858454587,-0.01917692861660678,-0.017703540865562716,0.12751271232043437,,-0.026573287305745517,0.03694052187451566,0.02924602846853351,0.08796837783715461,0.041627641500034965,0.09742643681662319,0.05475440345117899
PF4,,-0.0169632539454085,0.060755007332222256,,-0.01566745671266925,,,,,,,,,,,,-0.018536122803909632,,,-0.037832245936502064,0.07149237805581136
ANGPTL2,-0.07466697592441275,0.10317095279913752,0.02282047992281294,0.01967381481773176,0.021736820604305297,0.03504569631082652,-0.09091598178839237,-0.016076051595754964,0.01975946224900121,-0.00535696674150127,-0.024634273098635525,0.008620977389399329,0.04577238674752196,0.01939737702408652,-0.036257766614417285,0.0858097174839882,0.04428071552852267,-0.063137626067291,0.02324617082537733,0.03750829480226025,0.08679301983032991
LRIG2,-0.020546609337557118,-0.026260847436597602,-0.0021809931964162474,0.024849186278811507,0.038440252343993286,-0.040875484361441033,-0.07024544246567875,0.022412173085886326,0.007389203882866704,-0.009735711682122254,0.0197299289173469,0.005178643463493904,0.05634940743372957,0.06201559980726389,-0.044177526567800496,0.06579546397675472,0.03690345215169364,-0.010267729737006893,0.02802626656448044,0.04333596169001915,0.08264435784909839
ICOSLG,0.0759442634714389,0.055707053812515256,0.03533630416322789,0.08272850029584447,0.025499295806322778,-0.01848065364282721,-0.0015175399110432212,0.01642131899432728,-0.06275031761149426,0.024872084921549402,-0.0815742138854542,0.07274385948119066,0.005635718569701051,0.02563748694655098,0.05096079348072168,0.0621005561290865,0.013288228764149153,0.06840887799375032,0.06884373000386658,0.07329589124813922,0.028347079899122097
WIF1,-0.02744334084080108,0.050731381167833045,,-0.012911519338416005,,0.023924140709440395,0.038948984919310994,0.02618170384528009,0.027075832881093963,-0.024218453007045813,0.055855370788215467,,-0.022365499212331726,,,,,,-0.015645715708879966,,-0.012823882019246707
NPPC,-0.007353600159416846,-0.03620165663638121,,-0.030987382778243894,0.03617053144749098,0.0208786434261886,0.014060145418756761,-0.014855096422642001,-0.003696167608679804,0.07687872436304627,0.04471590805592822,,-0.009545718631432634,0.014850435414460676,-0.024898947846315467,0.0014796956921790025,0.07015205547176619,-0.005848495686578404,-0.034705058181119214,,-0.01994011473938157
LYZ,0.011865378355646668,0.05523331849389885,0.030526335897568205,0.013282337901270943,-0.006886288957732851,0.004427487293763727,-0.06250096754101157,0.01554502655775098,0.010980259386988331,-0.04139972821987878,-0.09837878176316545,0.024744382064016725,0.07088263856538321,0.05114567386826952,-0.0016260086102766753,0.023364607923035973,0.015567989716167345,0.014023125959759786,0.018410798621879207,0.08903689905499455,0.008910832720624465
EREG,,,,-0.031146855933433137,,0.038709949834100456,,,,,-0.019727455312268955,-0.020701527879588216,,,,0.0039039924869895526,-0.04264320867060331,,-0.02096285336347065,0.025274763892058003,0.10083881324299979
SPTAN1,-0.03809745168190085,0.05033088932425015,0.0030826608741064965,0.06772409127545405,0.05205094031033002,0.017967467892044696,0.07150754428691024,0.020402899885908467,0.04489045331596527,0.03291667625418359,0.07120293365146112,0.011425029740038868,0.003239737544038376,0.008413636738468601,0.036601273355756504,-0.02269505679564001,0.030726968260101167,-0.004056381621169824,0.012780282360191136,-0.0007256546559169981,0.0609833831921124
PTH2,,,,,,,,,,,,,,,,,,,-0.026766334139950953,,
LIPC,0.01878436160213014,-0.020767481532132367,0.027028225388417947,,-0.007680490670662422,-0.021370824087594213,-0.03387744196594515,-0.03694945892127737,-0.005095970755935933,,-0.03533151290843477,-0.011342180008169661,-0.021393744814117,0.002648433427595024,-0.0511592344046245,,,0.053214996513597124,,0.050216327963016366,-0.0169692611166067
COL8A1,-0.05790797460579777,0.09529019263007824,0.019598905185628412,0.14184411654087584,-0.03194734542041331,-0.016800620552118135,-0.030852470794732027,0.01845209086323422,0.06716062647902302,0.015301591173617296,-0.04622120958636794,-0.09564832797490667,0.06844529778880039,0.04356369959415421,0.045996093924059615,0.009022339709899234,-0.05960708714083904,0.016737182461910822,-0.013286703909395839,0.043427818903420096,-0.02776144733051072
GSTM2,0.038243796739948724,0.0026131993804867043,-0.037287536491830066,-0.008989501476513558,0.05579930278107263,0.08330950127148862,-0.018473678766351056,-0.014923597941389711,-0.018067703860099097,0.05747174654719983,0.0034841218235164757,-0.03795019939799907,-0.018431562042649806,0.11611011595944612,-0.03887010357885095,0.023203512184496216,0.00938417152103646,-0.036941321533350106,-0.01171702153502087,-0.0777090009781793,0.026276546838712046
SPX,-0.01310845504739728,0.13646738206276443,-0.0011322713886344575,,0.020950695530396687,0.06773813286145368,0.0045571280796467195,0.011255575524284193,0.07152874666777033,0.023625552606450353,-0.040840576083283245,,-0.02855988955780501,,-0.045055774247184814,-0.019524700008874907,0.01252562434954615,-0.05684751367023592,-0.04141930329001474,-0.009648916956628988,-0.03967968549324609
MFGE8,-0.08859320594564649,0.09073701974842423,-0.04983925464193743,-0.012080908488315013,0.016915457483148048,0.0022578371021329006,-0.01203977044876365,0.0690613303869326,-0.02722280693934214,-0.021181722095221147,-0.01780647903307962,0.011688997310605805,0.04246193430152265,0.08218931507680209,0.03377780287940633,0.009111063142588555,0.04196090586420061,0.0027321597987966183,-0.03311403517726222,0.050363002226186435,0.12880097721891282
TGFA,0.005675946452874739,-0.0036535218636866043,-0.014526010006825161,0.06146475539950991,-0.03854655709247476,-0.07931152642994999,-0.030764268801808575,-0.012864332066880724,-0.048142114264012374,-0.007711225813498316,0.014134492651918169,-0.0009202583995031546,0.005090567635238362,-0.009138201477240418,-0.06906337830670065,0.013083592574606357,0.06210175246978967,-0.010008114543531694,-0.02747120147836181,0.0890485491110722,0.07734208608394573
SLIT2,-0.04615562130967396,0.056985955113442906,0.0548435375558023,-0.018358292598471503,-0.01775995163108944,0.06464214772639681,0.08223786050152947,-0.00828417770780722,-0.027627284815133334,0.04375335426063281,0.09013055588064219,0.05687759645991462,0.03041464090626752,-0.008302149552770139,-0.00402552198422395,0.004922330773397358,0.03988280343974362,0.022642842432288427,0.05072690706436118,0.017562100467851515,0.02970325256658924
PLTP,0.016028355468455102,0.019677913413671054,0.027286554840548812,0.05649984396962174,0.0006571920929609569,0.07106592485218909,-0.09110225065852248,-0.03689184378277311,0.03940497005423711,-0.020173465674984768,-0.12090631732623978,0.05108641241962037,0.016214670953089753,0.10727502166530097,0.09625105141994758,0.04041303839418792,-0.01680287761423747,0.026976317690933033,0.04030157741560725,0.05855505733752015,0.07836548498742223
APOD,-0.07622595338745555,0.017266497401550663,-0.0037757428287061535,0.03890791791184232,0.03576401518347895,-0.024209498673905358,0.0381330868954449,-0.07941428295895565,-0.008927376759377133,0.04094076145478773,-0.04292718980761716,0.08186806977285879,-0.006040366784639002,0.00912273361978141,-0.021570422856379574,0.14004787813645675,0.09712370606066627,-0.016773894444944662,-0.07172989626375932,0.04993880708966573,0.07260994698480809
B2M,-0.05746909220825094,0.03544794452877862,-0.0018408203853672012,0.042355086709686386,0.08172190984921957,0.015103622417105571,-0.08800924193956933,0.007390997576191128,0.05566670003483606,0.00020204811877202482,-0.08678510802544973,0.04210262180551791,0.0396794247500592,0.05035601555599814,0.10349568360916936,0.05207658305703165,0.018473704742037973,0.005462808107881679,0.03548445747336556,0.05190758123486086,0.10575581540318169
OMG,-0.021064237247860055,0.0021932476203749022,-0.013540980214429843,0.03396049740590794,0.02834284908058864,-0.07268445354666674,0.04334944350745418,-0.02627146591923252,0.06558955444691977,-0.008761121784705617,-0.0161808517295883,-0.01311039134842407,0.008275209679860122,-0.0560676812425093,-0.05229175572295928,0.08132469758106628,0.1214993505878755,-0.02951791419584214,-0.023839231405121356,0.018252522069171426,0.005761478227117268
