,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
POMC,0.07757834122089548,-0.035274006362095524,0.06406625950116243,-0.000906427853529685,0.044135115347867925,0.03550857180468586,0.044810862022011885,0.021331323342835218,-0.015671670931737988,-0.009962557194562608,-0.010351768652058956,-0.027333217917647902,0.026130483307233693,0.05082466764860886,0.07708006017270763,0.1291153327476845,0.004767962441249723,-0.03579363879418351,0.038289279016563454,0.03921028978434104,-0.008447680945661387,0.08528630814137361
CCL18,,-0.025053581462005994,-0.027969331438001753,,,,,,,,0.023726029773495184,,,0.04026131989611782,,0.03888393036694317,0.04515101434871889,,0.016092703641091083,,,
CCL17,,,,,0.09796949097679246,,,,-0.016845016291794183,0.0016059029631659812,,-0.02286727708171006,,,,,-0.013311991878321779,0.002256338698571484,,0.0830221821572482,,
VEGFD,,0.05439926889856767,0.004167930650113721,-0.02089689622869626,-0.025612543349504586,-0.016287779056300744,,-0.013927546012986724,-0.0023696694007348373,-0.011852241477567724,-0.04117999268728875,-0.02450756912434252,,0.016124207421884685,-0.04146019732973355,,,0.014001232871234068,,,,
TNFSF13,,,-0.009662762235084887,,0.07215568675328896,,0.058573203996567264,,,,,,,,,,-0.02554371292264335,0.01984558607663142,-0.02636420810816202,0.0881004834154677,-0.039694168365626725,
WNT5A,0.010912380411727752,0.01903626277690917,0.028618421149097312,-0.02383468636084608,-0.0027947726193194643,-0.0010447271453210638,-0.00544158542364492,0.019416841213332724,-0.00042733625193442894,0.0414173340650092,-0.0392097500547102,0.015404842123815817,0.010551836408555705,0.02806673141566779,0.08166667617435529,0.009768090335496707,0.04902750557231633,-0.025750989207684698,-0.008843721390669999,0.06972225419562506,0.01313121659378646,-0.011507378493932876
CXCL8,,-0.032673408196367354,-0.04058266801693309,-0.0029906372051859585,0.004664952663015719,-0.05654935540550817,0.00010760238466500996,0.023026457032617912,0.022863173460206204,-0.011037322616503548,-0.09383543396908928,-0.03600370817988064,,-0.06678375049697842,-0.04743492270128365,-0.0025466006861441077,-0.032150678571267695,0.04067777609326706,-0.02683354103979928,-0.033602724643273775,0.0703225069821511,0.06656868956028564
GRN,-0.02781084631581798,-0.0323306549553592,0.14267278776545905,-0.014724049263882051,0.0672488068295784,0.017081858128092913,-0.025114650060497325,0.007769805755354128,0.011697723143729745,0.03263417819282975,0.012721647498600617,0.015564242098501328,0.036756530675717436,-0.04036667141782323,0.12589809986233866,0.08587439121657717,-0.023569116689597283,0.02106414059498362,0.0286825753294763,0.12288644002338009,-0.044367163093114184,0.036708973679434855
MIA,0.01686352776026049,0.02736334267676238,0.010730143766700336,-0.018584238126847268,-0.030268899332611367,0.02203256893640795,0.023063781698982197,0.0269013861213304,-0.03310910234585998,-0.01347942862191959,,0.047625116669939245,-0.03068866972994137,-0.08267598653770804,0.03634611701348466,0.0022862015192676214,0.0174496964430891,0.05443498397374926,-0.06651683575055493,0.1209412966301135,-0.0329061150481866,
COL4A4,0.004599528680098119,-0.028416472329571795,0.005842879644236398,0.022244043542165366,0.0384757647791198,-0.012011794125635942,-0.018035014293646567,-0.03346224639261325,0.04547657081822,-0.022644368101427417,,0.040331864061660304,,,0.05205995087988415,0.05246832074941252,-0.03517404771486927,0.009090982708740031,0.025590633104164543,0.1063207873727824,-0.008062481861935762,
TAC1,-0.03635817664855338,0.05260543369146602,-0.049155896170115364,0.02321258869669654,-0.05611704648910618,0.04908103017238208,-0.011539467346784894,0.0683893194153627,-0.051943038267386075,0.023293901330895588,0.051754322804677996,0.026871576826409123,,,,,,,-0.012032871407572174,0.008560837993679148,0.06232906444853234,0.10371342590978783
RARRES2,0.017773401200158755,0.0031020438287619493,-0.12359411117923112,-0.08605565051714271,-0.025233179556244403,-0.058919185502631005,-0.0023076798101089634,-0.020766761209024025,0.03836211225752706,0.02369551156420497,0.002268850629170788,0.012302576365982624,-0.014184203060134652,0.00293609793590356,-0.07095924957538256,0.04233237278260303,0.014687050067959303,0.028660005300106272,-0.02654212429441473,-0.027260422636222727,0.010736533886820342,0.040349965008577605
FGF7,-0.03053278706928107,-0.011750280029383846,,-0.02358601139595337,0.007231706010649809,-0.021655017757473125,0.10478558949828308,-0.052440245436570374,-0.009718558132014176,0.001026880753162704,0.03979777391474062,0.09839776166896239,0.011347883846255865,-0.0290926760143726,0.044888951948647046,0.08736439473350333,0.12242496955927287,-0.0019034989441201605,0.013032563106484324,0.05139496999456062,-0.03864213998122865,0.04484245122985758
HBEGF,0.007175126846108933,-0.04034481374596173,0.17996494166487928,-0.0006478003569483927,0.02764615396890199,0.005673192031554288,0.05288452202672353,0.047819282537020225,0.01412000974311327,-0.011338263723330565,-0.05217648419610828,-0.027023100077075868,0.0012978391517023315,0.008735753954766355,0.012758722325850994,-0.0014530064703056366,0.02553250916741202,0.04241294922137742,0.05719396916959366,0.010311755123543749,0.07664274023299697,-0.10185136627001748
CSF3,,-0.02841644983216577,,,0.0027975567543358283,-0.04594199061287731,,-0.026829887268240763,,,,,,,,,-0.029456862428186518,,-0.03365890431327325,0.054594264390920653,0.07800010634374674,
PI3,,0.035810866525263677,-0.013674311105116752,,-0.03051122949281876,0.059928676120546795,,-0.03648519130756229,,,,,,0.23473614868013307,,,-0.09716991031917502,0.03763820442731693,-0.04843115525891246,-0.06015145882100614,-0.00422160012540927,
PCSK1N,0.08365459313739296,-0.007997908127146713,-0.09314752603196388,0.08689130785666853,-0.014263189297897763,-0.02012352030774169,-0.016889406552883283,0.06104395627942802,-0.04335404077731401,-0.010673103137619813,0.016076269209367312,0.0068119066076991934,-0.06253771523834974,0.02291875210903096,-0.01948590328950705,-0.028652753718643592,0.10751600932496155,0.016107736968505197,0.061555226289279674,0.014701946197647078,0.01085863467790806,0.03806914933853768
NTS,,,,,,-0.03215725225718932,0.011548640238433319,0.008530778979204571,-0.005741186320529882,-0.014271707060547659,-0.037075221548067326,,,,,,0.026314652613856498,,-0.004091837392942182,-0.025461558626255928,,
SFRP1,-0.013885512460925712,0.01817561964606168,-0.03651936634205163,-0.032561374076997614,-0.026974419922315123,-0.03311778711688786,0.021503464757645214,-0.009048469629281387,0.02003423307554819,-0.01615820884639937,0.01961469862386613,0.10162664269398758,-0.08084947937424218,-0.0809431033671115,-0.054258746712163686,-0.0447370666850495,0.05710107405139714,-0.03989477937739957,-0.025547874895248554,0.016153994889537573,-0.0010785143482064643,0.03130073872870473
CXCL13,,,,-0.003994789173112215,,0.015036081399193012,,,,,,,,,,,-0.029901463099461546,,-0.008568897651991019,,0.01660102996350846,
MICA,-0.013230000372733383,-0.07112708493407127,0.16374077200546525,0.08851280994110615,-0.024190509567339244,0.04513142415558679,0.024100765070799206,-0.011255798843023801,0.0023484522558230086,0.024950585830604763,-0.036251070309313814,0.02063670927338556,0.06171654900788844,0.012598591609098543,-0.012111396728718235,0.059405589457791966,0.027713272777905758,0.08228430158372702,-0.007398198119032285,0.10200839224057515,0.051496546300232524,-0.016898560946717107
TG,-0.04210721219903357,-0.02265244611642742,0.04897409379687534,-0.01983912655203776,-0.0077556774577274175,0.013682912280877544,-0.010144838727738886,0.019018301603893926,-0.016970716439720805,0.06197398291017656,,0.004846811101732851,-0.051043591629426364,-0.023252832336214533,0.06464370557972472,-0.037821173368556914,-0.017688309017575503,,-0.02770179547209729,0.06192869649947984,0.004383477531419864,
ADA,0.029033578945570033,0.04202827063170465,0.19421894378727314,-0.023742128364483046,0.018473846880787986,0.004092976510493902,0.017730666466544854,-0.029599684730429864,0.017873064153301078,-0.018991388141547615,-0.019131987955383647,-0.047889724743669426,-0.00987300933482266,0.015026567994223368,-0.030936246758117413,0.07755329183905517,0.014098666253560604,0.034454589376485135,-0.04906291751184599,0.20585814585347179,0.013687781842702088,-0.05135100038635788
LAMC3,0.029004940038401768,-0.017315435237777548,0.21233180461249668,0.012690904494057204,0.05181890058740894,0.07461227808119984,0.059972064664954534,0.02809838408860938,-0.024229832141520427,0.05325469091729668,0.03873343803586377,0.0030345786941456203,0.08053888891891607,0.17556077055355798,0.06528059102692105,0.04221400673098604,-0.013864894591409325,0.0317026468357777,0.0546894849797405,0.12970854398033235,0.08932558631527142,0.0008200729516220493
CCL7,,,-0.032284769776923426,,0.1544608394025616,-0.010583841784313193,,,,,,,,,,,-0.019951607403198183,,,-0.017937375845321447,0.09147776386271451,
NGF,,-0.016371524528478416,0.05278057639848076,,-0.04224219584290542,-0.029536895605729297,-0.02425084058992585,,,,-0.03707524595964082,,,,0.1030348985332588,0.0016321515431692536,-0.003797463456150395,,0.05536550536115911,0.03052836315738915,0.028525052543962585,
TNFSF15,,-0.020253619063755574,,,-0.02343602528399588,-0.0322172176550054,-0.02944583706210161,,,,,,-0.014722807233562334,,-0.0028311811210132037,-0.03263411812121652,-0.019450576845832655,,-0.020901601726454208,-0.0434336926952133,0.03306762744478111,
HMGB1,0.007346492462711927,-0.06581003606441724,-0.016400520939154662,-0.02150290746348103,0.005231053364847422,-0.005049022846537397,0.018326172708520938,-0.028425687888603668,0.010726168078149323,-0.009920183389492682,0.04820032348019245,0.06604943630641631,-0.07796712132882876,-0.06514943396495508,-0.03197068777347045,0.0212581746113044,-0.0654585072191932,-0.020117816117095667,-0.04038975087756687,-0.07900692574239572,-0.05374982857278823,-0.035233913234059486
ITGB3BP,0.07619979636717124,-0.01578585993369546,0.07271189468270085,-0.0020475223310847694,-0.04363492376894479,0.02472849131714688,0.030993376781900783,-0.05166255787631665,-0.03649659389037813,0.012330450786212446,0.05371894193964287,-0.043204219018879,0.014200543343814827,-0.02054505858965058,-0.0393089723423971,0.051130772002068274,-0.08873681035927128,-0.05863788974218037,-0.0022746633651422594,0.02963999162603973,0.001452974302431181,-0.0030400349198875702
AANAT,,-0.029343369057812162,0.04276030620562124,,-0.021324388399670442,0.020418534949039113,,-0.010100059368723574,-0.015261864471416496,-0.013479429371679829,-0.034856183717471644,-0.019168872249987555,,-0.07135393544530372,,-0.03316942243713494,0.15446766577549395,-0.03350806751346659,,-0.0014012289426417633,-0.005432260209005304,
RELN,0.0390387653614849,0.05630963810841741,-0.016295753937908043,-0.039072718348091305,-0.013784588215278306,0.007826847772893409,0.04129835975538421,0.018192756079567288,-0.0006876808687569338,-0.010811218785988624,-0.0636643197346194,-0.03395905887795619,,,-0.03628493124487571,,,-0.0322036400203785,0.07997130610079911,,0.05506674064275784,0.0338382427437214
IL15,-0.004835867420849876,-0.028790169893017904,-0.0020322477224549752,-0.025274743706353336,0.007853544422597163,0.02176275604618144,0.014192786626975974,0.03135474205103044,0.009836811981884172,-0.01851902982357535,0.026886611444033228,0.03206438712711085,-0.03855599281777708,0.02631575019884551,-0.06013020450849747,-0.05607085237579331,-0.03206655999952911,0.023980549330947416,0.0031820845118618554,0.15583998536989904,-0.05415787217977044,
UTS2,,,,,,,,0.006381973442026667,,,,,-0.08695325927182923,-0.0035259201453826205,,,-0.014905246736207318,,,,,
BSG,0.06939721275220644,0.047248730853478915,-0.0073884696963180336,0.07152435664246004,-0.025719212582827403,-0.06400426056137348,-0.02145650339630189,0.020039534685657175,-0.04204645917997901,0.013288774477924826,0.04816293961530793,0.01642616863525222,-0.0003327105658005459,-0.037374213977922704,0.1335867309593074,0.03090751687347728,-0.025158849212715852,0.10734474656293225,0.005337419955944464,0.05637994889789405,-0.009201834761493404,0.008284454528134672
ADAMTS3,-0.0007395193173846184,0.029578426129233497,0.021417900395584968,0.06293680283587276,-0.052688548236759884,0.046431874761843274,0.11999646834094053,0.007226376056319053,-0.028520628303110376,-0.006758057631034039,0.036497123403600194,0.04623679903454585,-0.03170421062017513,0.11605256322691311,,0.050717048678702796,0.00593525309851797,0.0732893185640732,0.06626009892609439,0.05702297388427498,-0.030666689708976486,
CD34,0.033689678618091384,-0.018600665372017006,0.181499963226078,-0.00821980071695287,0.015647751443405866,0.12108339945975125,0.09782918622815645,0.02883569567068957,0.024750146350026276,-0.014041057186572288,0.05151581585868907,-0.0010776709755931594,0.11538077200756092,0.20815952793401818,0.09172120447183942,0.046228658208948246,0.012462090331829911,0.05707065531547459,0.06509564724068422,0.12779330204405412,0.0643297932580716,0.06276001816115008
CCL23,,,,,,,,-0.006434157156866865,,,,,0.0399275190738735,,,,,,,,,
PLAT,0.05846038700400057,0.012209727849728711,0.10316895048098405,-0.008855557521940704,0.01943808107782793,0.03776229669814933,0.02316178786749269,-0.0039048005550161146,-0.010358200111222678,-0.050022984173440525,0.005588601120922346,0.05144987720666943,0.045938691900884204,0.1028357446557993,0.03599784313845556,0.019314410121650943,0.06285786652274268,0.09133268838317421,-0.014831917588665814,0.13347608880199524,-0.009137327593504326,-0.008219968876326538
NTF3,,,,,,,,,,0.03246884734585454,,,,,,,0.031746820513935556,,0.06636932445681251,,,
LTA,,,,-0.014589756025546463,-0.016349751106729028,,,,-0.014698766020999036,,,-0.02844896648956018,,,,,,,,0.05412839515833988,,
CKLF,0.009531144727722098,-0.08003172544697354,0.09528122283080635,0.014264185925642056,0.0697996676304394,0.015505741773703676,0.05155397543729028,0.015268482665382872,-0.0003701650815625624,-0.002036145937233682,0.07304060787147189,0.012472499826051397,-0.024646976925561566,0.030661478518157318,0.0613480140950063,0.061852502604942045,-0.036864737095436674,0.0334405074422097,0.00414717749598525,0.0791131608966538,0.011879048747782572,0.005297291449550666
CD24,0.008307585073311124,-0.0031466306941039866,-0.009011998150825585,-0.0340846773376752,0.011904307837026581,0.003728132867868892,-0.0019977672778361396,0.0219517293600049,-0.004351418197540976,0.035345161097284764,0.01517011239248186,-0.037878949621661176,0.044517687722375465,0.0646002305078599,-0.08727551866492607,-0.0036298881510193268,0.01690713881457773,0.057177938341387353,0.008384533013887712,-0.013840372811729073,-0.021278043340621156,-0.05335626740453875
HSP90AA1,-0.02032120768334084,0.052539633018141206,-0.09841515006458332,-0.007819278409808008,-0.04471683415479408,0.005920549977946744,-0.03731209407765049,0.007990460079236797,-0.0008032621379237895,-0.002344699332227025,0.04319025783335314,0.008357028492764897,-0.05018340740694023,-0.10031825434205342,0.02137782363667099,-0.13930582934772506,-0.02626749013843881,0.03236263177388038,-0.043778986719803535,-0.22892794336217676,0.04981875204252907,0.006804035707985806
BMP4,0.11800763587113806,0.06355449276660154,0.1165483726869682,-0.015465996638660532,0.057212023191074546,-0.036429824586387154,0.008266469205740458,0.004758741573151749,-0.012852089859571186,-0.0032074737873996977,0.023928331018165966,0.06360070365467808,-0.04246790898437025,0.08037333438482723,-0.004244542321019052,-0.046589005321767955,0.0075246949785126764,0.12445275786936119,0.03519812025363699,0.10522132857855994,0.014622233540589644,
SCGB3A1,,,0.03184579160360819,,,-0.034570717402199067,0.014421764009802048,,,-0.0113700305131248,-0.0432083638951445,0.06444011134304177,-0.04133149259067066,0.04630377736785901,0.014710109209869792,,0.03139393786646962,,0.047788960308265106,0.08986685716183727,0.038694438529156584,
IGFBP4,0.012890303433145648,0.0055979945533986865,0.20701269501701744,0.015976132013458613,0.1051171624999224,0.016573980823683065,0.0741978687154013,0.02540709300614115,-0.006614367588581693,-0.05007339179439756,0.007289635355529758,0.037736127960535444,0.13232648418945006,0.1345052108275847,0.0957819045137168,0.06204516296307603,0.004860822622426221,0.07605842716879482,0.022252906430220244,0.14440894200024806,0.114051363739393,-0.0018065843829358115
RSPO4,,-0.0199994956820334,,0.058385910873203155,-0.034134412388027606,0.00897941304256651,,,-0.017095559720520483,-0.01137002885000063,,0.004412118220265252,,,0.07488421559381402,,,,0.04855260195742191,0.03547267814394898,-0.034064436175412965,
LEFTY2,0.004123267005169469,-0.01569924921702115,0.1410669564411812,0.05050839467403615,0.06550866606323398,0.02740964910381314,0.03183120139493361,0.0020774256393908458,-0.019080047295344654,0.03216492014861816,-0.03707524595964082,0.056125585162275435,0.0674487880963679,0.10079984456554159,,0.15473539930463082,-0.01693665534419662,0.027768832766370537,0.09743504297487406,0.08648392451727643,-0.040340523662270415,
PF4,,,-0.0027470966612153755,-0.013271366060476976,0.06086256577170571,,,,,,,,,,,,,,,-0.03899846569923408,-0.00794205745158548,
ANGPTL2,0.05482784882477442,0.03320751621638967,0.11147180657573277,-0.026286148964044784,-0.06438061354927013,0.014862487020622935,0.042829520809198246,-0.01872989854515188,-0.01111045831648884,0.010717925201310659,-0.06774179506921298,0.03537254147813182,0.09101632905052588,0.10475456016035568,0.040459482920793564,-0.029336280641345098,0.03035901812165983,0.01618414487209074,0.0033854613782611878,0.13581297915775978,0.010966765208354854,0.06566413699866401
LRIG2,0.045402198271902144,-0.021249317726440304,-0.018653547497462963,0.010464437956157813,0.0191593717702677,0.03903379676628617,0.004868583025138559,0.03880235020634572,-0.019023891386520865,0.011217059403436286,-0.007399751292112319,0.01589058214789481,0.0353250772726111,-0.05205266090970069,-0.12744581043546052,0.1188277015035729,0.01668191900537759,0.05905120488257577,0.01917813523997705,0.09131330559560691,-0.04772058213703755,-0.06842473433410222
ICOSLG,-0.023458019229749744,-0.014725248784126642,0.04427603982518338,-0.015540805001400718,0.04657410058189254,-0.056087117549091056,-0.021671099545146507,0.007240789808765759,-0.009489060986013282,-0.021578191496487716,-0.04929720914493989,0.015440849459574798,0.07017639873915621,0.05944067211920449,-0.04548272259706401,0.03381877650621785,-0.061380127248335414,0.04191111017241227,0.027605250116091,0.13972857084037202,0.01325450756425116,-0.04398903189585343
WIF1,,0.02444346944179444,-0.03636429347384082,,,0.02554617697517357,-0.006707783269196544,0.04878275881467252,-0.013192238516324712,-0.021396040185091506,0.04875580743438775,-0.012131235398097667,,,,,,,-0.02717408227389444,,0.022972821176851774,-0.03834194743152184
NPPC,0.04524820662516874,0.08512683155640731,-0.04172107431183849,,0.0019266429763853652,-0.02478619583115455,0.03342210087603299,0.029893019594778292,-0.002756778067453009,-0.015801557613959263,-0.018896738237705317,0.0340884936324375,0.0009102890260282735,-0.0737426437356759,-0.04694075227737684,-0.021591675472428424,0.06007941107139389,-0.009947371310092334,-0.02590585545192752,,-0.03813154441488513,0.04784392293228346
LYZ,-0.10731652034442603,-0.026705915238713084,0.03952420623863256,-0.05814421023566097,0.004062098794250875,0.030177528370460036,-0.005765098323148244,0.028071630998982373,-0.002391239944157649,0.019877091818512726,-0.011885959665306953,0.0692394599381663,0.04907346329954283,-0.0727520308269106,0.008864431922719936,0.1616000715349077,-0.004384561036335403,0.03524435360625302,0.03911899173258429,0.08575133280884892,-0.020418368629850983,0.11939405854799268
EREG,,,,,,-0.013352125412421659,,,,,-0.010325373207414664,,,,,,-0.04049818549304575,,-0.03640909195807672,0.03219411708480274,-0.027528157299155958,
SPTAN1,0.047384460627545706,0.0833888181863459,0.0780551577657817,0.03293706976063588,0.0001477362580946638,0.034962682855805685,0.03309226867161041,0.016770048550669946,-0.02038131532227004,0.012886574035756902,0.0014528703154545004,-0.0006938089950464084,0.09056847651190793,0.083529471160787,0.015628416569019407,-0.061107620324427965,0.05265149015116362,0.06194205273054348,0.043507238696387666,-0.02255044690324982,0.005166986514572729,-0.07639974794395779
PTH2,,,,,,,,,,,,,,,,,,,0.002118634580925033,,,
LIPC,0.041911029710765636,0.0059164819123732944,0.021758041837304138,-0.019974115203515767,0.0015497337743891363,0.012631700074334241,-0.032491898558562125,0.020552560843631284,0.04426766010827667,,-0.023690066616229962,0.0635708202550297,0.07686814251481285,0.0814294471887395,0.08128775259404107,-0.04577288066975952,,-0.02639486429102003,,0.059395636164016816,-0.007791384012056597,
COL8A1,-0.04468982819999937,-0.03617119684100605,0.10728484729963264,0.021117311796993724,0.038204405072972604,0.019537630121672138,-0.02880988866319421,-0.024389442128745907,0.008373536791113448,0.05084313807334645,-0.09096447795234867,0.025713273464693723,0.06222587733937744,0.0212935734500124,0.005844719279260075,-0.02162552132668855,0.0380277665051002,0.08971594762523655,-0.004203765961238591,0.07525483244370999,-0.00890855192162003,
GSTM2,0.02914245209733054,-0.061425287236348734,-0.016135755947943527,0.02000328464702916,-0.021589929141603036,0.011751558190417767,0.04689942866015659,0.06100497453428981,-0.024431201271405377,-0.03360611736075377,0.03389767081491918,-0.022401837017415323,-0.07267049732028094,-0.047867264934377346,-0.06308217767368678,-0.043619973289319706,-0.037435107454024924,-0.006596821165763411,-0.025653936845569675,0.04867116435380551,-0.009242225062973192,
IL4,,,,,,,,,,,,,,0.08770262201561294,,,,,,,,
SPX,0.04290200008050002,0.04668224466327655,-0.0007718575005286714,-0.02087731703318847,-0.012758084085477281,0.10490685957743337,0.00435354773321987,0.05581576042828093,0.023011038865538538,-0.03676086270663188,-0.03879664625285575,0.042450618218735615,-0.02029945087223267,,,0.04944384914561245,0.023546363087576183,-0.06420518352420228,0.026571720481000503,-0.0016052525015462814,-0.050246843597009774,-0.10128064910034776
MFGE8,0.04127620587739751,-0.12965995727871657,0.09448739581875275,-0.039932787488355014,0.03939955697723647,0.09874112739584501,-0.013615571504900633,-0.09266437194558347,-0.0023472296764076926,0.01995480293315072,0.05297454626587896,0.050935272636998596,0.0975264021587078,0.11340450539779219,0.04732498059223267,0.10035789684800119,-0.02753103858648322,0.08506150222202429,0.03500420641610324,0.1436172482574984,0.07847912047547187,0.032291416290617964
TGFA,0.035096568134666,-0.0477302992172079,-0.010916499683938919,0.04553767848035132,-0.01491164569785142,-0.01998417354639494,0.013052380817504752,-0.000634415092618352,-0.02146028681976768,-0.03794200051921039,0.016565854086517368,0.008951106782409953,0.029647052791980617,-0.024385667642656657,-0.010504961486892757,-0.04370944926881068,0.09134877308142159,-0.010282983335760429,-0.027540276562578632,0.11516387169873175,0.04777127876299182,0.02915937891006995
SLIT2,0.0005292463978563349,0.14555330076843512,0.09795051492453095,0.006541651289202576,0.026351937525224373,0.048734006815269834,0.055610543925065974,0.006212241368864514,-0.04399315568088844,0.04685606266126201,0.021413632169182815,0.03835724164689605,0.09883072783452794,0.0033425448652672106,-0.04223080712444231,0.03333928198224142,-0.001897112038386676,0.0329171744879135,0.002715854620745858,0.07814561506852882,-0.02091220581131926,0.11170523086716112
PLTP,0.023494501748352454,0.005740427874899496,0.06596351381000291,0.002124895238008341,0.10323918092314553,0.011422328576958034,-0.023819053110704078,-0.005357554642332778,-0.001683202907868585,0.028591099146077145,-0.05225647032085335,0.021816559572836337,0.002264386185964377,-0.08076024100548114,0.04684053296211557,0.06282865168030619,-0.033205962235627634,0.0820216303339305,-0.01623536936604237,-0.004117025108683578,-0.014603330338776928,-0.00552946243428564
APOD,-0.008728810653478863,0.03565870877410647,-0.05347008463897453,0.030788066051835095,5.4967163768463404e-06,0.00539509201213277,0.02211818304352249,0.007789765291156374,-0.02716422203840234,0.1102922066795436,0.01500002840420329,0.0005565533046178191,0.023843106708805045,0.08571199205541903,0.04197538144968551,-0.05379127101943537,0.04388055076206288,-0.01841788265298709,0.05087655059839809,-0.13606329072910753,0.0014542566069912824,0.010211376672878044
