,MGH258,UKF266,ZH881T1
BMP1,0.05262663210948685,-0.033075711699233776,0.018704884317934833
NDP,-0.01754907294952747,-0.04993367479476289,0.035621230142347644
TNFSF18,0.07935440284750543,-0.012582397149281136,
RTN4,-0.021238047245250347,-0.019113431436475436,9.218120381012181e-07
HEBP1,-0.031370019729799845,-0.05699675600424939,-0.004879635464866185
WNT7B,-0.016485137243344168,0.06252921743819406,0.01300246078522919
PTMA,0.006441171046121389,-0.014248253758626579,0.003322279417548039
FASLG,-0.01648514190365024,,
CEACAM1,0.11697535688809772,,-0.014646428558376225
PDAP1,0.02159709142180445,-0.07416202062624527,0.030045206750978236
QDPR,-0.028930874362978906,0.07095098694679808,0.008202872767075353
POMC,-0.010454963840522904,0.01720470068875738,-0.007396115317995086
CCL18,,,-0.019968277352466816
TNFSF13,,-0.012202300398690327,0.07530392642650587
WNT5A,0.02848873924623362,-0.021267481544341226,0.04022075065305229
CXCL8,,-0.017356980886236828,-0.023862846197982013
GRN,-0.020633149702004312,0.05698083587769516,-0.05776465347061895
MIA,0.08975447227262004,-0.004330014613254214,0.009922905713378699
COL4A4,0.12518584702373936,-0.01160994972664783,-0.029517615819378593
TAC1,0.15408939889636641,-0.026439609670511302,0.0035821347097767125
RARRES2,0.02969152492106913,-0.005130903241086206,-0.03000102739228071
FGF7,-0.0013932047017058955,-0.020978875880707234,0.009086617524525536
HBEGF,0.041997597523119996,0.07413889685357435,0.04338542619716761
CSF3,,,-0.0209976560210334
PI3,,,-0.04484002658821733
PCSK1N,0.04391830369703352,-0.020349619201248857,0.005639323487148452
NTS,,0.036913492197822764,0.008792087715831958
SFRP1,0.11033001535993509,0.06797552527861647,0.03615598253991926
CXCL13,,,-0.03425154649579028
MICA,0.0007742388470053533,0.06791497213473276,-0.01717104360254898
TG,0.10006047990638878,-0.016359506014923492,0.06699957946138917
ADA,0.12317932889201899,-0.02056791865226795,0.09717343033230622
LAMC3,0.016241453280368242,-0.01016216833545094,-0.04106916708963294
NGF,,-0.015611356636250377,-0.03604838679412772
TNFSF15,,-0.01895560948185643,-0.013039183903786524
HMGB1,0.014451448911266632,0.04034028800842636,0.021430212036989263
ITGB3BP,0.055602441199758365,0.022463615261013193,-0.0005848666959986179
RELN,-0.01582760730841132,-0.01495665237692934,0.007998654112049119
IL15,-0.033649704367430026,0.17631921096831704,-0.008585702452645375
BSG,0.07430742043526305,-0.02591045904176137,0.037681024052197316
ADAMTS3,0.030924074169890976,-0.0217253354233543,-0.007233876120563484
CD34,0.0575213122511059,0.002187957909155607,0.014050160245289352
PLAT,0.06387829609979498,0.06846848345525762,0.04942553449811731
NTF3,,,0.0172953669573972
CKLF,0.04506955291359906,-0.013488172218458595,0.0108052981904784
CD24,0.03039252214251565,-0.026186975553866614,0.05357510583454979
HSP90AA1,-0.05285415834050944,-0.009467852894906224,-0.019959601962740485
BMP4,0.027424416085649595,0.04113592209992378,-0.027799451455230852
SCGB3A1,,0.07187667646805,-0.027078270531579712
IGFBP4,0.033412127903039754,0.005847656237746264,-0.04259747021797083
RSPO4,,,0.04254421911447594
LEFTY2,-0.01890303279749598,0.03294070767475141,-0.024799840647665335
ANGPTL2,0.035828034954338665,0.006551800024177351,0.030383827099677796
LRIG2,-0.02742006827074277,0.004022078434633697,0.05769614230004197
