,MGH258,UKF251,UKF260,UKF296,ZH1007nec
BMP1,0.012202634391113987,-0.028694309870146286,0.07532663432772538,0.020477886705294792,0.06460021351670972
NDP,-0.03616499857361086,-0.017798462834734262,-0.009694180648952286,-0.01529424068030283,0.08642993015377022
TNFSF18,-0.019279987219288242,-0.0022625657347349407,,,
RTN4,-0.029103751484471876,0.0024662071995417436,0.017839646253606917,-0.02868414582170696,-0.014756268912569027
HEBP1,0.023291954272730304,-0.0002816282807745242,0.01853433677058656,-0.0015247798131099192,0.012460961052152148
WNT7B,-0.01698506487420097,-0.016807139349959015,0.047611747187395116,-0.01057879939690255,0.033954699414724565
PTMA,-0.043992047855009216,0.0008889056104578625,0.021957370995245782,-0.025846623954621603,-0.01677250598399944
FASLG,-0.0169850696758353,,,,
CEACAM1,-0.02358391789291431,0.037975315411407105,-0.01477731889333932,,-0.04178464130662703
PDAP1,0.06264202431634765,0.020141584915232238,-0.016554653089621625,0.005226634008587804,0.054977878010157896
QDPR,-0.04622345519807548,-0.02894619392775674,-0.0013056645071888578,-0.037929335131109694,0.015123542246560909
POMC,-0.021199112670362924,-0.022918520793231787,0.022876064857581153,0.08112795739146567,-0.058812616192915036
CCL18,,,,,0.027571424926650316
CCL17,,,,-0.013093588120132246,
VEGFD,,0.05083165570352353,-0.014138102052563162,-0.009604305232450023,0.09776686714191422
WNT5A,0.013138679909242331,-0.018327426389327123,0.030560601089163378,0.05220587563157817,-0.04697021267997993
CXCL8,,0.019918060399128794,0.04511040437427219,-0.008943946641532498,-0.06375635415714702
GRN,-0.05994665642900669,-0.003978116442670902,0.014133131622666389,0.07443448415289583,-0.09568113318699904
MIA,-0.0005519318108529776,-0.016429900236177204,-0.042899886758559776,0.0939509051218943,-0.05610474697088065
COL4A4,-0.019670780304333193,-0.015036606056201869,0.006219515464643699,-0.018349560583429403,
TAC1,0.09004846326077602,-0.030820485827624255,-0.03631651020966176,-0.020323246282676035,
RARRES2,0.04445848434764462,0.04133164783964369,0.005996291932774386,-0.0359166556756594,-0.02118111978030119
FGF7,-0.017474050301819123,0.010444599210519049,-0.027070353675094867,0.021550472498687315,-0.04649942248039679
HBEGF,0.06865205677002913,-0.049162984016612864,0.03599132978956633,-0.024664776722758318,0.054605939113011835
CSF3,,,-0.0069771810517880286,,
PI3,,,-0.003905149315654866,,-0.05735149450833817
PCSK1N,0.029976633111684747,0.012201419102740793,0.016757470063990365,0.010301305439679262,-0.07409674929850332
NTS,,,0.058985772570087566,0.044957207458648125,
SFRP1,-0.02471369197187137,-0.010300611487381284,-0.016129126050308223,0.07492911470658031,-0.11195839600610759
CXCL13,,-0.031189603602699158,-0.015984169894204342,,
MICA,0.03866340283987633,0.011523313573459678,-0.0034207312736112836,0.02246834815750021,0.10147553975155096
TG,-0.01967077587144711,-0.017539318415856497,0.055290377348525446,0.01993596571759789,0.018760201617252243
ADA,-0.01994922431356354,0.0019684774377363625,0.001618544836072995,-0.015389417170125562,0.07750734048171724
LAMC3,0.10165893002033667,-0.031189603720018035,-0.011038570901841455,-0.0408995633725213,-0.012595544890210496
CCL7,,,-0.003894100629093035,,
NGF,,,-0.022620316397525264,,
TNFSF15,,,-0.015690527954472483,,
HMGB1,-0.03973359156355649,-0.034244524764152996,-0.0801771888490243,0.015145877284941399,0.00996314859496117
ITGB3BP,0.04700470530648908,-0.008215096623285869,0.051983730311584854,0.02390550373029047,-0.053083330708065035
AANAT,,,-0.014138104070856906,-0.010922875161621545,0.04251849946801722
RELN,0.09825546983911763,-0.041159025209787065,-0.0044373986681248406,-0.013601301011478278,
IL15,-0.04545316374813166,0.15536946191872908,0.02522055560154694,0.0616733508637365,-0.03687070452357017
UTS2,,,,,-0.027818780921883272
BSG,0.00997761212115988,-0.01211163239705505,-0.005310853737790768,0.09313318963614814,0.0007443621224807944
ADAMTS3,0.09140581528261482,-0.0077465827462141834,0.0027696629972915675,0.03301643889586373,0.03002795955860109
CD34,0.005081339685690085,0.03397961465829335,0.026967539109964942,0.0960462727712487,0.0389335785327956
PLAT,0.020009347657890534,-0.043250804522404,0.009622717312566626,0.0006797478754598082,0.13640203762372158
NTF3,,,,-0.017632126212127737,
LTA,,0.03616744610409056,,,
CKLF,-0.021568361315803197,0.010460182547833695,0.04722042408361169,0.02759474319649599,0.1006804050829495
CD24,0.012377215179547544,-0.022675556690282896,0.023204008003952985,0.08899489054648287,0.07333972464926256
HSP90AA1,-0.06636179983003823,-0.018710735551685374,-0.05617396844462417,0.02583467710705542,-0.08517997759855302
BMP4,-0.020244084084183545,0.10266100743901695,-0.027437274796821138,-0.004978859070766053,0.13927743904417333
SCGB3A1,,,-0.016836736605064902,-0.009213552032077807,0.14789171271745435
IGFBP4,0.05133288469444366,0.05640700337345909,0.09348506450580016,-0.03269687444662254,0.06930234751517202
RSPO4,,-0.02085184972286729,-0.0008100097779957403,-0.009213550684387398,
LEFTY2,-0.019476285434884603,-0.013056882728313493,-0.030161981473767176,-0.01010277100963151,0.17234568793519026
PF4,,-0.011732911453412135,,,
ANGPTL2,0.016305296854849074,-0.013363070128772631,0.03845314323916428,-0.027492440684825974,-0.013059883534788413
LRIG2,0.09008768130853767,0.000665525183364861,-0.028220087860030402,0.00020633723110939268,0.04256478968311816
ICOSLG,-0.05307841830835832,0.04825661496578933,-0.008497959792805087,0.01514356141613899,0.00784906051461507
WIF1,,,-0.018243879212509483,-0.017337994765995617,
NPPC,0.0668751547266575,,0.031670494077312386,0.03203966557752106,-0.050426448152954474
LYZ,-0.0027416542183568973,0.031237114418537743,0.010849296076792801,-0.01913567667559853,-0.04438854860231015
EREG,,,0.07107971541555656,,
