,UKF248,UKF260,UKF266,UKF269,UKF296,UKF304,UKF334
IGFL3,,,,-0.021805312281524016,,,
BMP1,-0.007879555612517183,-0.029570569183256994,0.017157538279170326,-0.09339921961269423,0.030835726784447563,-0.07627008875320854,-0.11030207508525863
NDP,-0.036878009080912266,0.05911077515859228,0.032947212710350386,-0.059850310143477116,-0.04453879875720655,-0.028586586326534425,-0.018492970171104045
TNFSF18,0.06556563740488171,,-0.02447259736764871,0.11133702434587635,,,
IL36G,,,,,,,-0.016810358553183687
RTN4,0.012128940274239884,0.06888569135457681,0.110297233296616,0.12277620901349079,0.05465893448494525,0.1005852101262283,0.1864190078198791
HEBP1,-0.02662184940081747,-0.021895938299437496,-0.034423142157314235,-0.07054928556146983,-0.003437320257389906,-0.07924921677039651,0.06975393904726103
WNT7B,-0.02124933989876844,0.06447884858494089,0.052959787167675285,0.10448883164938517,-0.015748784957461404,,0.1278417117505956
PTMA,0.059210214702728914,-0.07560152826188521,-0.07467300203293163,-0.00458783940737916,0.02326328909654635,-0.17614108975587378,-0.179093197379209
CEACAM1,0.02411713850369965,-0.012212807672173498,,0.012019901771441544,,,
PDAP1,0.002564876406699089,-0.050328821981761224,-0.0007777635361160687,-0.064851669819447,0.0008732798545116421,0.016954779732627708,-0.08385795875411367
QDPR,-0.007070709225088257,0.0781762079562481,-0.003552249660610645,0.003117846843167703,0.07858471484771036,-0.144642302182973,0.05902504062725809
POMC,0.10610307672988664,0.06662899506317334,0.005571692987472009,-0.054927353363258644,0.08544795655708178,-0.06976540718002205,0.047204727215343176
CCL18,-0.02136672919317777,,,,,-0.05838512859476051,
CCL17,,,,,-0.019492580952608984,,-0.015356739784250808
VEGFD,-0.021366735978115045,-0.0116845229140546,,-0.015465728962055215,0.00589901938666413,-0.021584113772138546,-0.01645829367625447
TNFSF13,0.07026118979159846,,0.006722701292957966,,,,
WNT5A,-0.005101678887567244,-0.04282141837013194,0.014840201684790263,-0.02970427018214417,-0.0535817620540806,0.02270336009111838,-0.08869176341741813
CXCL8,-0.017079801300928114,-0.024641534656835294,-0.012249447980268292,-0.029519537560521444,-0.013314960142806646,-0.04918297820077063,-0.04948379154824719
GRN,-0.010846559689327857,-0.0696967003633405,0.004786100042729591,-0.10209869764512607,-0.02486372205472691,-0.12338323075809904,0.03126693807947084
MIA,0.03455816731982204,-0.03545487986839525,-0.00018334569701236727,-0.04989513371433212,-0.01626101375167761,,-0.022540387433075588
COL4A4,0.030089508257484045,-0.05585813682219942,-0.022581199889651262,-0.021487516750493475,-0.027317209907293766,,-0.021865012038134835
TAC1,0.08664370292307719,0.13852610443031868,0.022095364736913852,0.13770795959823934,-0.013281110249087031,0.12308724959974354,0.12358746171491766
RARRES2,0.008135245550598686,-0.09490821151036649,0.008411788236743219,-0.09128994070762259,0.039868084588219777,0.01413251932800887,-0.07181031597731016
FGF7,,0.07708178404857971,-0.022892843773799052,-0.047809334665522174,0.060671187561925174,-0.027955245818855546,-0.020504892422982774
HBEGF,-0.02334426676602936,-0.024703690886158997,-0.014485680043317462,-0.06057430109387404,0.0032384787504749534,-0.06242366547995531,-0.026338900879216847
CSF3,,0.04135873975923517,,0.04324088838267953,,,
PI3,-0.02247869997000736,0.0037103906409944355,,-0.025598084958283484,,,
PCSK1N,0.05679480552790752,-0.002624830371749191,0.007763173220649209,0.056283624191734966,0.025228040539623298,0.1422403636113614,0.1721473222268071
NTS,,-0.039141725576666064,0.09979337581313782,-0.027942057590643526,0.028969879611109105,-0.0194326357971341,
SFRP1,0.01621362514497606,0.09505769014803217,0.03804894082279011,-0.02646468256718469,-0.019492581148915285,-0.013314159753164198,0.018761450110655598
CXCL13,,0.09476554307388482,,,,,
MICA,-0.06799731411303156,0.0200885772981445,0.020125670158635194,-0.09902178544076298,-0.04583935007001718,0.07254320523158106,-0.0875650090110646
TG,0.009440397541521709,0.07567222347206073,0.04229663172453856,0.05923294649317265,-0.014106696186509225,,-0.02306799003705852
ADA,0.02742458321780873,-0.011379791581456746,0.02302906792569611,-0.064434516587299,0.10339002721015297,-0.08347535784779546,-0.07029494070867331
LAMC3,0.006703114733887171,-0.015061797029156483,-0.04693744518262508,-0.06230251392556455,0.012295409752867808,-0.019761406025454464,-0.01144805257308941
CCL7,-0.01359104478039345,-0.017514309088105705,,,,,
NGF,-0.008127251876475408,-0.01869470203902874,-0.03036388382825396,,,0.19844655679536372,
TNFSF15,,-0.01296753501538137,0.002513357934390513,,,,
HMGB1,0.05432748837592326,0.0099438181125306,-0.015086252335320925,-0.05013326827668169,0.050559680343575754,-0.06559840428611374,0.00819828425881708
ITGB3BP,0.05381341583886605,0.01052955316453526,0.021797903561326305,-0.03579284544839199,0.014290667817011165,0.020219042396622196,-0.09053633910841224
AANAT,-0.019718538243252186,0.11200844602075137,,0.03633319921452731,0.018935395217853555,0.1010199447958396,-0.02059959753254628
RELN,-0.0068527465409090275,-0.024383002727853403,0.02762344984950304,0.06843759768805975,0.014494873557186956,0.05508112698332236,0.022006973980739353
IL15,-0.025234497750574295,-0.017546062035397346,-0.026234066750913575,-0.008618859848902085,-0.03495024954921008,-0.037438383746224116,-0.019105174613526604
UTS2,,,,-0.03854053127327927,,,
BSG,0.03553931435099557,-0.01994197689209298,0.11082255236523242,0.05114432133379166,0.022953095501075566,0.09350799781669092,-0.11010968007325031
ADAMTS3,0.03176537855181848,-0.006095692698131474,0.039759317799107526,-0.09857736977512947,0.03225368916778257,-0.010598574429190974,-0.008502040321031693
CD34,0.06923464815578897,0.03106408250292501,0.018206013732867284,-0.03862166465738145,0.057163836084956884,-0.04965778817871231,0.007309552132247763
CCL23,,,,-0.023332713059680037,,,
PLAT,-0.029707099856176738,-0.03703424465265401,-0.05861259480761287,-0.051073202444602256,0.01988229856248992,-0.025582783297662972,-0.08531505750127776
NTF3,,,,,0.020529449437120647,,
LTA,,,,,,,-0.019105176971878274
CKLF,0.0041903080974898775,-0.01890243373088138,-0.026856323244520985,-0.08186765242806905,-0.010661889733436892,-0.07790211573016426,-0.11560659987544282
CD24,-0.010692118555091366,-0.002607850685388519,0.016900111597087517,0.029183395650904314,-0.026323757920220844,-0.019564782228604933,-0.022512837006913373
HSP90AA1,-0.01729852089877027,0.11013017895945493,0.06518791125908628,0.1148599304242232,0.054450537477117984,0.14482334086449108,0.18032726699376447
BMP4,6.679701328997657e-05,-0.022675707451450165,-0.003116864959722042,0.06964356079487001,-0.02630835614741462,-0.02914032479069647,0.04734071696155995
SCGB3A1,0.08682713058872281,-0.013914826327351115,0.08882602070473834,,0.007023639310768656,-0.03215951640619619,-0.013331339835577936
IGFBP4,-0.04499278411353303,0.014871480145156686,-0.029561562049186196,-0.004616137150932462,-0.01491516288759511,-0.07995041951025235,-0.0921688494583512
RSPO4,,-0.016059971508624593,,,-0.013716322900080142,,-0.026501888222949438
LEFTY2,-0.013492634935567457,-0.024927558335146517,-0.015577188343757216,-0.0721078666589948,-0.015040115814252786,-0.019432648592235435,-0.023585127612153367
PF4,0.01006713752062153,,,,,,
ANGPTL2,-0.044091776164737945,-0.014253202882344662,-0.016512294202535888,-0.01646500503189658,-0.0470794349913629,-0.08929105592967333,-0.13387414960785005
LRIG2,-0.0267981215577938,0.008970624588084564,0.020335424275783002,-0.03495616197328215,0.026281183502827436,0.0011137510072746052,-0.045120754203905857
ICOSLG,-0.03771876018263265,-0.01787710553927736,0.041554181142354735,-0.018677293802873373,0.04025346337216031,-0.047693888934864814,-0.029872708593124603
WIF1,0.04664492046850202,0.057321896700505505,0.07121854094589693,0.11268527256449032,0.009136997510908825,0.19213599334009937,0.1719806893635218
NPPC,0.028149522505447465,0.05442209727146353,0.043140248223480365,-0.0484340771243662,-0.019062332155584033,0.04804578886824981,-0.11181980479031184
LYZ,-0.009452559784240644,-0.018219942273080405,-0.05989487005224202,-0.06727313310142134,-0.03984417045746506,-0.11471428411439541,-0.035125515037851315
EREG,,-0.022600190453941904,,,,-0.019990516436003872,
SPTAN1,0.03710637508050079,0.04220590530834606,0.03270404220243046,0.10583371792718273,0.06558125207172391,0.13037997291401543,0.16303950007359647
LIPC,-0.01726030138654996,-0.01554869574043781,0.07155178863839487,-0.02301771988249137,,-0.02130147572158267,-0.030012446409293327
COL8A1,-0.032394231500608946,-0.06673451409380596,-0.06015305922551941,0.013445886412588693,-0.03023071494119115,-0.056754837301423944,-0.11163470687770105
GSTM2,-0.045488808885345226,0.0031757649572384944,0.02868034630307896,-0.02878263913888895,0.01858270533277986,-0.031795162676372536,-0.04556687613797538
SPX,-0.02791581055855976,0.11630376945355014,0.043563346140096985,0.024707891914388172,0.03347994238609708,0.03360186495951032,0.09233960369692894
MFGE8,0.00032286977270998404,0.0744880122937839,-0.028179424733227564,-0.025670556019420906,-0.0036855913395731515,0.10107582396376609,-0.10472263074270821
TGFA,-0.004899455221764958,-0.0331669242363382,0.02062940966206375,-0.06532453117262296,0.06668626071373311,-0.08452825640737345,-0.07408279733223942
SLIT2,-0.01859302331477971,0.06459198694456493,0.01131217382282159,-0.04269821324924632,-0.027227327524806503,0.14527581643929366,0.17681285867840404
PLTP,0.014971034634851346,-0.06506096329171707,-0.059491337318010706,-0.08496876319475258,-0.008512629086292732,-0.12900169873364484,-0.028765297251859494
APOD,-0.019702772225803994,-0.02734337241688706,-0.02445549031608146,-0.12460245959527985,0.007000731211138012,-0.12347615279316487,0.09288445931128113
B2M,-0.06814673155359308,-0.019521068348736185,-0.10988744693453571,-0.10121273871483345,-0.03999398997724726,-0.16641624964002033,-0.17195159551088326
