,UKF243,UKF248,UKF255,UKF259,UKF260,UKF275,UKF296,UKF313,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,,,,0.10120689632812394,,-0.015714769337745016,
BMP1,0.04187984758037725,0.08793069239964006,-0.04835565231181517,0.00417426778339714,-0.03193243295411773,0.03931814845303873,-0.0004312030018232381,0.05049161842874562,0.0340582778811008,-0.028391290160966854,0.0012039988202033939,-0.11647377761206221,-0.011377907100024558,0.004841687508189535,0.0624153096369439
NDP,-0.09028384967061756,-0.004278537982256153,-0.02626459202195699,-0.05264478252043243,0.01347385928954857,-0.030706176800642276,0.00941698600368247,-0.03889627572956984,0.007966528421845021,-0.003095115693677737,0.06239884228854983,-0.043078134494484006,-0.012717928613588843,-0.019639086110913525,-0.01044866613699528
TNFSF18,-0.02385246226197927,0.02481037415593973,,,,-0.017103081988645755,,,,,,-0.017854324866828974,,-0.010161504900417553,0.17096211755740015
IL36G,,,,,,,,,0.0069338616139253215,,,,,,
RTN4,0.031053491526468354,0.022859898809298337,0.019531661835149882,0.04412360891544725,-0.015778975558357815,-0.05487676484614282,-0.0015275056940609894,-0.05015257600931452,-0.05877921299184686,0.039749345088487334,-0.0537441858552819,-0.031732374723666364,-0.020588055450041092,0.0264675546229358,-0.03991801271184526
HEBP1,0.04466486772350212,0.03311432376053649,-0.04735107080029642,0.0011991846544406137,-0.01661136296114291,-0.013423191268975216,-0.02683020482212924,0.018630978869789653,0.012145455039915846,0.04975607744579344,0.07388773307962275,0.04217123398962655,0.006495182955054988,0.05494497960032932,-0.03660825623005642
WNT7B,-0.03360089158392825,0.0070710738829574925,0.017497717834275377,-0.008565444158988291,0.006330366456109282,-0.031352255699483744,-0.01233231221151386,0.038583739601841416,-0.01657785844564804,0.02484274309120494,0.0410621425336576,-0.037334837673837926,-0.013854982531352344,0.07571973678732184,0.126918778042408
PTMA,0.025704580710861714,0.06303565323669633,-0.04634338779703181,-0.041823727215008974,0.04818253587757164,-0.031123005703915723,-0.010235562764718173,0.04766343812253822,0.05414942668270833,-0.040658393964818185,0.02190126221138963,-0.009138479500314102,0.01980273809077542,0.0016870112455062692,-0.011300094654673114
FASLG,,,,,,,,,,,,,,-0.013629414085455224,
CEACAM1,,0.05595019826808845,,-0.011797659946408247,-0.003500074758950901,0.013618437085536728,,,,-0.02770065777210533,0.022471352548263834,-0.025654800816887764,-0.01822827754273522,-0.018963327903352988,
PDAP1,0.024324644052421854,0.030910568429759765,-0.009845548399949687,0.032691203843244795,0.03966425161701116,-0.026095275927181368,0.049839434293327774,0.00783245974771242,-0.061067738472637155,-0.07184521813067984,-0.024489029556392247,-0.041506230442395785,0.05706865388628704,0.01728187687510173,0.034913883913890956
QDPR,-0.009154777754408372,-0.0334157760265708,-0.007595594758193291,-0.056200526765335844,-0.000825992425518264,-0.05987911338368131,-0.03446920087687403,0.021475792966270266,-0.058184153882706834,0.05750426379594438,0.11126995146791016,-0.026218601674720083,-0.025184590408762968,0.0321283065766825,-0.08628848085441915
POMC,-0.017502028391916898,0.016125245456725654,,0.056119017170393914,-0.03371027481963366,-0.019845063859759465,-0.014204558282858768,0.03107043187100048,-0.011183003960525876,-0.0376897433312926,0.04717198254969518,0.07416359038564639,-0.029819067490723734,-0.0411008276636523,0.03370895191247828
CCL18,0.1890149832369344,-0.02784813985877123,,,,,,0.03529145596641591,,0.05040012806469273,-0.0026427644293854787,,0.015941764776649072,,
CCL17,,,,-0.025845679421609428,,-0.0213308731076241,0.0034972205203088213,,0.0839036613545758,-0.019652275939785042,-0.02823735298758224,-0.02282584978319213,,-0.012353533017868954,
VEGFD,0.09463415278652688,0.021838726510374263,,0.021017062812664418,0.051602423705332086,-0.022726241106103395,-0.011196288563325045,-0.02089419381364684,-0.014767025589051084,,0.022023586468441495,-0.02407422633828101,,,
TNFSF13,,0.07530446353467438,,-0.0011592785490536015,,,,,,-0.014615881093305685,-0.016931069777179973,-0.024477771982583166,-0.020469133975117466,-0.020129050945112456,0.09764328422965753
WNT5A,0.046084881792639136,0.007312873401752579,0.03195825739571737,-0.006068718515943827,0.1048591275358419,0.037406499420820076,0.043184308580929455,-0.03639407010451984,0.0011081331207533401,0.07166258624041814,-0.009354661380049957,0.06893233746953206,0.04754305112871919,-0.04056277415843234,0.054968432684887734
CXCL8,0.10013876026644813,-0.000151973553521903,0.03093182315113967,0.05246163653806839,0.07452142542200413,-2.855974618040116e-05,-0.01042647074097984,0.0309472912991639,0.043504442729564136,0.013658973039796986,-0.10719089517414314,-0.0324077310080001,0.03897319452630128,0.03824950784495741,0.03632386287194169
GRN,0.04841165905363243,0.08847480494243704,0.0037720567848913565,0.033780579139867414,0.02515855662536991,-0.02996104083739984,-0.018836585737511204,0.017297482281036856,-0.0027679021349432758,0.012470521271725044,-0.0380187300261512,-0.00788381318162706,0.014836457269682945,-0.027516670479916894,0.04001641645823189
MIA,0.028033168777383696,0.006751724264219089,-0.017324006720330506,0.04201492264604701,-0.013085356744769738,-0.013694075119602585,-0.012733420324366005,-0.028336280514219735,0.014350581550550065,0.018152406512481664,0.0867323287605379,-0.025408385733348304,0.03783644543932101,-0.0011937724834097335,0.09680728000667739
COL4A4,0.02546442415705582,0.009755836941266109,-0.01945174777131423,0.07630717736857716,-0.0022765436017415474,0.016066833171562496,-0.021391133489609207,,0.014438276421548405,0.05568131671072887,0.02045146431331987,-0.03516137646284897,0.039025769767919105,0.045765556939881144,0.052262440216140384
TAC1,-0.04544014093934599,0.04024432338751417,-0.07959587935544556,0.03154541386680612,0.0063120439322086165,-0.050420957781594215,0.013101864324407655,,-0.034767458721161354,,,,-0.019405850014206735,-0.016239975312097883,-0.04876212774330591
RARRES2,-0.023558562046381057,0.005851618279467977,0.10589951616304949,-0.016377532831593843,-0.012084132123705122,-0.04767255332702921,0.00412889750990079,-0.005433715158199851,0.06240545895662807,0.011818694745859195,-0.06531639326267473,-0.05970488576077416,-0.0004825340355982062,0.05054196057930353,0.04581358524456883
FGF7,0.05949208400176636,,0.023552327949766753,0.03606580254323109,0.07447986687268239,-0.017763640407284367,0.016418542157801055,0.025042131365210163,0.05299401249273408,0.04188457122638346,-0.05028275070449785,-0.04766078069162134,0.005443038194406043,0.054920480961612304,0.01750675316881396
EFNA2,,,,,,,,,,,-0.01859130386741359,,,,
HBEGF,0.056597745666534305,0.08164583289171161,-0.09231678685072803,0.016793130803808908,-0.006256706765307551,0.057610745387949615,-0.01898139969074318,0.030976357023705124,-0.00909053728540901,0.07712518223416392,-0.0024952934627544463,-0.0354085280940558,0.012346576339147767,0.05261480781594459,0.09059518345701288
CSF3,0.07718370194398615,,-0.03122159195083572,-0.0308057963072672,-0.0003277114233508197,,,0.09963485459944196,,0.05392166952763424,-0.08785627573088224,,-0.026132725815904687,-0.013006364510413758,0.07916727273989287
PI3,0.12378509464409214,-0.029297417257855042,0.0032710120800998146,0.08978854952915667,-0.007330723666213947,,,,,0.05287569749136953,-0.09428117722412538,-0.019394282202815732,0.033081350483691804,-0.028258509140120337,0.07932769275161658
PCSK1N,-0.10917764758578742,-0.011292852284925317,-0.026441084571331305,-0.029253703758297597,0.035289963835626915,-0.00020427963982378851,0.027731034437891725,0.002489798118068623,-0.060783827042449445,-0.00018112220842891752,-0.0031159988119742023,-0.05894879931707512,0.035690683386758994,-0.013072241381556503,-0.0997197780483835
NTS,,,,,-0.03628176729864396,0.05073979325289003,-0.008200308311945707,,,-0.015218373132559814,-0.004593096643582517,,0.08768053012787708,-0.01926065227622307,
SFRP1,-0.05601956543930714,0.01803944872249561,,-0.009030653342945392,0.009958458431182036,0.013496973193786255,-0.015263945579674854,-0.0058573776954954785,0.04051971864863854,0.10885648642439488,-0.041348195309911046,-0.02172217197475258,0.016309176533419057,-0.01881308351306672,-0.005010526818776706
CXCL13,,,-0.022670569982244596,,-0.02291287872232684,,,0.12722599168820703,,-0.04414304104187902,-0.04776635945935606,,0.005549134037430252,,0.028924972272672853
MICA,0.02094137030595028,0.04773722008390409,-0.010249302680578139,0.058114751263625065,0.07325327157889405,0.01799882600289544,0.03629510881865173,0.003351248368996471,0.04707169999353258,-0.018223939863287835,0.021203392685285455,-0.04559808970794993,0.05532776598905062,-0.00883942288249248,0.004263164593197701
TG,0.011749955284926606,0.01835243647743024,,-0.02433648422199523,-0.024975701120946055,-0.021490047421176914,-0.011046451019231279,0.05435544100153208,0.04422704057560459,-0.026112961373396297,0.07728308085458424,,-0.02150763491713283,-0.008818279123855709,0.10799812446289216
ADA,-0.0288524402095025,0.12397319688351126,-0.014190846939804292,0.06524284642178796,-0.04358909745762998,0.029255263255479967,0.013649898725502005,0.04732544745692133,0.07359589586311913,0.004806029981186914,0.05329960933458615,-0.054826172404862115,0.03443388922000986,0.011645874598730224,0.021176541340406196
LAMC3,-0.03179441450728464,0.13419855086202948,-0.019391936460038853,-0.027212263654770554,-0.038260933897490794,0.0016425675933196438,0.012733566149861078,0.020307774208640852,-0.042824944942832815,-0.008110268349639327,0.011373589964082675,-5.156196991981799e-05,0.05937691379769279,-0.04242367858211313,0.058147068170633726
CCL7,,-0.017713769498799416,,-0.01759523920938851,0.04571559010987672,,,,,0.060663801204598564,,,,-0.013629409238998259,0.04679260315176209
NGF,-0.02090296669735523,-0.006297331487673452,,0.07301019232147958,-0.032425616701251735,,,0.039574434387635825,,-0.03401727970701962,0.003587032906936292,,0.03308343927210763,0.10009616569578707,0.058479232498362343
TNFSF15,0.1292348909237672,,,0.00991806805735956,-0.02249195087950502,,,0.0567354427313867,,-0.028714568552642962,,,0.030905477278589867,0.01110110687670774,0.03460361096740787
HMGB1,-0.07421490713989064,0.03515145776316563,-0.07475780207042591,-0.013038541686534781,-0.06703016188475075,-0.03252381412331747,-0.008781375372743587,0.036529063044547,8.12632960310939e-05,-0.03580567279289266,-0.04098101325042029,0.05027420718973644,0.009330279683614068,0.037312409610434916,-0.006200065204571617
