,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,-0.013038939482414861,,,,,,,,-0.03221881830232554,,-0.04246679888055704,
BMP1,0.014582633845702988,0.042348714186058206,0.022013709994499454,-0.011257913130861505,0.010687001805225891,-0.004760919850506773,0.08902710912786797,0.022113601891791426,0.03342118548723412,-0.008454380878502856,-0.032799629867528546,0.04998783430351826,0.010688138965575186,0.003956542324565585,0.031445455750964905,-0.04359137363959389,0.013498252819852367,0.012901727771236568,0.06062869211738324,0.030060348864265004
NDP,0.007923547057799544,0.04198530891155693,-0.007580813349007151,-0.029873541941856138,-0.018504259666388048,0.025644642476925893,-0.019292106637934868,-0.03330699904416557,0.02989560494957901,-0.008239253001566894,0.01595472178066141,0.07819987378489131,0.07448320491248057,0.03872922962411843,0.08966926686127567,0.045810234194363406,0.035581944667515554,-0.002345934704260251,0.01584122014929892,0.041613563583052925
TNFSF18,0.015306619063688966,-0.030228058514553225,-0.042774663240456,-0.0345401546968337,,,,-0.011440822283683524,0.0217905945812625,0.002222427281947459,,,-0.04352269688758497,,,,-0.03322669861964863,,0.12769409271144289,0.07292086451475238
IL36G,,,,,,,,,,,,0.10474817394310726,,,,,,,,
RTN4,-0.024464107053878005,-0.12212340829864764,0.016347585905868094,-0.036603156438376847,-0.0285324975569198,0.015348734507499904,-0.05204882483641539,-0.08200248176261,-0.018471131828763736,0.041304483776197366,0.03378500380553223,-0.07054122076477486,0.014295475188413254,-0.02020335575199466,-0.04410550081742132,0.005832524563639701,0.02630551984747589,0.03683291749531535,-0.05652265870805741,-0.1504445148342038
HEBP1,0.024335126042514837,0.015215963718967307,0.04007981911246693,-0.07294185644815955,0.01104912908361937,-0.0007823039799019936,0.06917028823648928,0.05660227530862521,0.055791653245084546,0.026013517601202768,-0.024888530153286792,0.05380926266331488,-0.025281838769545255,0.004061762891086689,0.04448619406341979,0.01880243561413764,-0.0340844284211366,0.007453869001937688,-0.013699356326765102,0.08563187362846482
WNT7B,0.14245107607813287,-0.0605088283870343,0.015915721528276746,0.030604958682898673,0.0209115915718526,-0.010841970789201814,0.11180006457819446,-0.05416417648433519,0.029098380201371378,0.08547598851572087,0.0037224389325788703,-0.023317121425934256,,-0.03274975611178088,-0.013749434016296254,-0.01888591954994222,-0.005618750241135576,-0.043359358567273514,0.014755307506034198,0.04977263875496801
PTMA,0.0487970551249604,-0.0756699247927127,0.022219218758988645,0.04685906532235762,-0.08535196899845014,0.045202423478246975,0.03583375050792438,0.10819031968161295,0.01623060196074034,-0.045934376747052086,0.017705105524745496,0.07214093579014483,0.07161764514228544,0.01031787899728392,-0.053792227540166555,-0.025671215779163526,0.03702480174428613,0.030885041372904067,0.07378414743042286,0.13564683186326085
FASLG,0.07307570660797569,,,,,,,,,,,,,,,,,,-0.03683144018134933,
CEACAM1,0.03445791122448663,,-0.02071575160517766,0.044773477915510645,,-0.005936761857962481,-0.01870611663011278,,0.005692272607168711,-0.013040367540852386,,,-0.030603842339149787,-0.029370505845293195,0.016159804486563855,-0.02704845152884445,0.009961329765003512,-0.028778236886622018,-0.0157926060545613,
PDAP1,0.0014566897705530265,0.049263069143314075,0.017876217072672878,-0.03009521085607816,-0.01520937570271325,0.02256038686345132,-0.0028844592135320152,0.07838767905157543,0.03202273899975856,-0.017672086278074955,-0.011576961235095004,-0.000780244587814599,-0.032533841405334926,0.023117090089307218,-0.02183657276328289,-0.047127319630395396,-0.019676634799627064,0.014895444068979734,0.0470916018517011,-0.07667931062336884
QDPR,0.029064811690867443,0.03793979266604456,0.04078300302096589,-0.04048005797856112,0.026007304367619954,0.0031149328760312765,0.00926281919459466,-0.028163593719129874,0.029721821445044008,-0.04487461183276135,-0.007847409429379025,0.060953024169877995,0.037567841865220296,-0.02404094799061494,0.009000971774062085,0.05388875825736081,0.06591736380351887,-0.04465452673511279,0.01615805001168437,-0.1650787037455682
POMC,0.01668296686210694,-0.01394474647964191,0.016258329611725165,-0.01473039741502485,,-0.0025601329060969476,0.024884614784583262,0.01916258258602909,0.02792408575541877,0.04368546445180312,0.006282648298684614,-0.04545217888842385,-0.03727928213675456,-0.038322537347578206,0.015384958401299385,0.015169809273987069,0.023856356972458383,-0.006138548711346599,-0.011629912300320998,0.07291492172881231
CCL18,,0.056395234650205996,-0.03984090191107732,,,,,,,,,,,-0.020824171541751476,0.006660093939927887,-0.052922805394218855,,-0.0020368683219857656,,
CCL17,,,,,,0.02662096517285388,,,,0.008804504234502273,-0.01687684730969966,-0.019379999105755063,,,-0.03141423007459821,-0.03904613786836162,0.0072494136786433756,,0.05733510643249018,
VEGFD,,-0.03329447803141328,-0.021898001864598,0.07881876022563121,,0.04929816426239704,0.006911127164178638,,0.08558461539561929,-0.020680815014769184,0.037584048221333585,-0.020770145304876416,0.026842933504649443,,,-0.02704845152884445,0.025645644279981283,,,
TNFSF13,,,0.06261377479297346,,,-0.02235332862209646,,-0.011095210925011425,,,,,,,-0.002830191061160589,0.027548388903950855,-0.020931314787890083,0.12344575563103136,0.06013036685852932,0.0015922407996033954
WNT5A,-0.0015919350694200305,0.05716061168861644,0.035530512969329346,0.03368739111029497,-0.03266698670389739,0.036995022711468636,0.24480327675532848,0.055885665444139275,0.013852904394464335,0.05862173028306141,-0.00401675957487446,0.041134860956719185,0.08634198798906152,0.12593240268740424,0.036938082822158824,0.003236682725079229,-0.05263335408633051,0.06620929241329826,0.10324780832607837,0.13405160549614542
CXCL8,,-0.10362992265511928,-0.014568826273150032,-0.0031276144442183578,0.05476194767423716,-0.0184189972292077,-0.16654393547893823,0.03056335626348337,-0.003289327197113835,-0.03587471786311574,-0.01893749386037828,0.016745225357661802,0.03505674572119285,0.04136143432321776,-0.10004687282240003,-0.09380351886117033,0.010999870296913392,-0.042734997044278786,0.03702423900833225,0.1626811839206286
GRN,-0.052604378041209904,-0.020678834251977314,-0.010884702598543773,-0.05711204937023019,0.03856918920760294,-0.01348803173036869,0.01891030499802362,0.008730532709627384,0.010903383080937077,0.05426607451159089,-0.02121775445707048,-0.0011101775501810276,-0.045729205566529714,-0.0016547027983037823,-0.022090582323569544,-0.004572825645021205,0.0011162614755454764,0.011391719021872183,0.08432405623707236,0.006534893888516715
MIA,-0.027203556519509724,0.07919766284418484,0.047484307826334456,0.0010732856654682703,0.04908517367835877,-0.020896624853919535,-0.00011414927879681613,-0.02006228118825387,-0.026732067007679713,-0.030103509005112637,-0.023127583168342142,-0.004561733533036207,-0.016388076921134784,-0.018112248343280322,0.2237751025862199,0.0953164717459076,0.017668937148461416,-0.015150871558372346,-0.03883631175635291,-0.03047280319162763
COL4A4,0.9999999999999998,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,0.9999999999999998,1.0,1.0,1.0,0.9999999999999999,1.0
TAC1,0.06958743320717373,-0.04620807688649895,0.06245449168521246,-0.057977910701122105,-0.0714908825152322,0.04751214353261528,-0.10239699300998971,-0.02478017379074148,-0.031355773883118276,-0.02500278073574716,-0.03845601742013102,-0.04890119307812598,,,,,,0.057560172707620726,0.03049177852357906,-0.1381919422716396
RARRES2,0.009898131461331283,-0.033378559597269826,-0.007482491478592063,0.01553508874178146,0.07410150093552977,-0.023153586857002403,-0.09116530866281428,-0.05344578540358587,0.04284541745256569,0.002229803512049163,0.010997801129698866,0.0039865257307540175,0.08383843414512164,0.05371348803954087,-0.02964811102903792,-0.06157605643581176,-0.052075204292634146,0.03280324193437365,0.062388998844994825,0.08863823271139584
FGF7,0.003491806499056681,-0.031097893938539903,,0.05311490693737294,0.021449487722797315,0.029070741591703853,-0.05430771163350881,0.07171652353376826,-0.03661742871811122,-0.02007728670788085,0.0883364417473149,0.0698813849323562,0.009304001724165524,0.004999702847201074,-0.03264050218174169,0.08788491672326479,0.07369795494987853,0.009333055194553713,-0.004671904794555084,0.011755852490871119
EFNA2,,,,,,,,,,,,,,,,-0.025707743012557457,,,,
HBEGF,0.051574170448567824,-0.007058855713871495,-0.03447160994936725,-0.04134646113085883,0.009046121589202621,0.037535243876363956,-0.03440914742321326,0.06060919404192137,0.02147091083737665,-0.026240623705051883,0.04232913684937281,0.017349801315593445,0.06182753721266775,-0.10240480010891079,0.05338650984799709,0.030523069860675024,0.0010377060739383958,0.0466815897010321,0.022419053753594886,0.08305530603704021
CSF3,,-0.03203131463035517,,,-0.01804135748555417,-0.03531558533044994,-0.16179544627521944,,-0.013593896340169876,,,,,,-0.05360644099969725,-0.06150209284008269,,-0.04125753364573795,0.02653032916838095,0.08033716463320716
PI3,,-0.002072743841020038,-0.033536744266953585,,0.06126095993560003,-0.04328787638218745,-0.15828486065787203,,-0.015306906699042446,,,,,,-0.09039876949734318,-0.11634301161287658,0.019814592210744403,-0.05027298680385149,0.011502695499873213,0.031335323803815804
