,UKF248,UKF251,UKF260,UKF266,UKF269,UKF275,UKF296,ZH8812bulk,ZH916T1,ZH916bulk
PF4,0.04303133888846758,-0.010645178176619318,,,,,,,0.0006163021920875041,0.06521604081527506
ANGPTL2,-0.015413330852082114,0.05068969803041483,0.0136128295568079,-0.015927626507583562,-0.08097525237882659,0.01672483976345221,-0.0032215226368678793,0.04435548461732802,0.029079464621135448,0.0668497968309196
LRIG2,-0.04070237756142582,0.04240496472242275,0.02809123679269044,0.03866036890059348,-0.08163899816367516,-0.012532312683380203,-0.03321655578627855,0.054936381200318116,0.11227149841136883,0.06327057923068602
ICOSLG,-0.002964862013645395,-0.007838064560499673,0.02952815053823477,0.0503566446141376,-0.05661157186386825,-0.030654161134055734,0.008094481092004393,-0.008670534739331865,0.009801088366097223,0.003217757321215595
WIF1,0.040997833888342855,,0.013723619854023759,-0.006727729157542613,0.10095860510142166,0.09442055029088124,0.03545109194939302,,,0.059430683441412974
NPPC,-0.03660151487548048,,-0.018741295783214432,0.13451965545804276,0.040908794593819006,-0.020286907645336028,-0.021557862818070928,0.013230162580874755,,-0.051673251435343445
LYZ,-0.004324999134338058,-0.019047439837030056,0.019430788642221985,-0.017463197989482322,-0.023254498102941508,-0.02271296708138838,-0.004545614842934922,-0.013258748911056294,-0.04549462429087694,-0.05457414778666938
EREG,,,0.018404332095827706,,,,,,-0.04029833947185986,0.03169092191734199
SPTAN1,-0.03034524328456797,-0.0024879812153366207,0.04306724678249203,0.03268002365190076,0.05131528102615838,0.03302057657425728,0.020407934754620955,-0.026604256333416912,0.0412554632140374,-0.04759692484724047
LIPC,-0.014983571442997104,-0.016021562082818797,0.044453397907136344,0.08454582913432346,-0.0356986797591861,-0.02519667724498482,,-0.03153145605993967,0.006128512609798961,-0.013798396764038939
COL8A1,-0.058191404751238365,-0.03324355927291678,0.02659762869990439,-0.041453611294899544,-0.016613719413661705,-0.0018937721045377458,-0.02607300449990243,0.020345016772719604,-0.01373698589024723,0.052931369496198394
GSTM2,-0.010218707977999623,0.0043774605666719495,0.020216294291309028,0.10166960526945194,-0.00400719006256497,0.02791964860968956,-0.008562827112071342,0.005933947197396345,0.15385785796609786,-0.018783817424743533
SPX,0.0317792885706955,-0.007184359079842774,0.009116605342861886,-0.006317496275275372,0.06992981014675703,0.026811832548168258,0.0005499803972352918,0.017862757670885115,0.1038892491010268,-0.033845706327941046
MFGE8,0.005258634637733484,0.006935763966643564,-0.006612882413996796,-0.03439760593537373,0.008073445632768137,0.0030179546549491502,-0.0460990763991141,-0.011368562392180422,-0.022355765398786052,-0.036223149970390014
TGFA,-0.020146628298211275,-0.002287405322786857,0.05427485865490688,-0.010931118423631255,-0.0476807683992718,-0.02212413092100653,0.056054464319071864,-0.017101507572258423,0.07084878594186107,0.04698865617905376
SLIT2,-0.00015866391666759512,-0.014909662090675279,0.05178585034395598,0.07429579328522654,0.1516228837510983,-0.0003724619945601133,0.0020334926487758946,0.017559648468457825,-0.011902407510652595,-0.03304562578734486
PLTP,-0.0030297072357942214,-0.013290223403827413,-0.03959508976929547,-0.0313025737563347,-0.09147836722868043,0.06278453335498063,0.007564873810645907,0.02043265772548859,-0.0077648993453682535,-0.017111917437691387
APOD,-0.046766617452513704,0.005900660811917131,-0.004616261605547229,-0.0570210575686489,-0.10978350721485573,0.027014111385849495,-0.06716706956936476,0.008399882472232036,-0.10948686224883768,-0.05802387079092247
B2M,0.006614972894862148,-0.017684168294883965,-0.07386049089484795,-0.036349314612220365,-0.10871720318640467,0.0407742827295095,-0.012143180120602918,0.01046511967764396,-0.10959953864622692,-0.02267573474425106
OMG,0.0006670079796682087,0.03910932496163683,0.009367428863110011,0.010328289561484608,0.02446600833043148,0.04349953807184863,0.031982928564740595,-0.018710901408035413,0.12187264304090918,0.011445080908577147
CXCL3,-0.007610667296994889,-0.007395520894782116,0.03599863190109057,,0.003103003829935514,-0.044381897495732604,-0.007914737186517138,-0.019067948151556,-0.0482116892797681,-0.006260899544261695
CXCL10,-0.00634007792113532,0.0773967280737895,0.031721302629498335,-0.003707701205319875,-0.0949017672230183,0.004832653798161588,-1.2789014943735242e-05,0.01448564196883719,-0.011298419514452481,-0.027499823928361894
RSPO3,-0.01602650375326365,,0.04779866286836525,0.04318287851196183,-0.02241232613752037,-0.007073702992781046,0.03146546464401129,,0.0008644533389786677,-0.04578823768993839
CORT,-0.03498620488445324,-0.0017776742134342828,0.057898759726044365,0.007843061112877713,0.024018302879572746,0.02588359665412019,-0.025110550024374814,,,
NCAN,-0.0009212414060152449,0.08926349599151415,-0.01239301153687244,0.03485447349083038,-0.04987243925550833,-0.02067367218102312,0.018551044455893794,-0.007487597049584399,0.05357098986122476,-0.05744925946597346
PRG4,-0.0177432495692658,,-0.015473270906701397,,-0.01941516357010526,-0.01722310740165043,,,-0.008891242322404638,-0.041683624630821155
ZG16B,0.12662218337466372,-0.01280974178934136,,,-0.0024676333189057246,-0.009207362025129055,,,0.04944102278846368,-0.022367857096317882
TGM2,0.02341899521409106,-0.015781022934095484,-0.01081757313519777,0.0014668113607515189,-0.014380757973596212,-0.012043393607256989,-0.04063554808214403,0.00924167973245881,-0.04520460618503617,-0.0612145259351465
VEGFC,0.025605562654443303,-0.016448201754581723,0.08267770064738898,-0.020079464338795247,-0.02559767417092541,-0.013305879740714423,0.03467399156778006,-0.025150937816398922,-0.016778714990143627,0.04314873942108934
WNT6,-0.019036312733722593,-0.011846407200277395,-0.02132067762728468,-0.01589188023972315,-0.019092271065538298,-0.02049065578213974,,,-0.033841948867626474,-0.03766383992795237
NRG4,-0.010866657933034223,,-0.022039650927703942,0.09237924571368139,-0.0241828178907911,0.04345840018067737,0.02176250474512643,-0.020195839786607175,0.23059987727868728,0.08674072804635465
PMCH,-0.012524408067091318,,,,,-0.01347702784671459,,,0.021286888014865238,0.00265718912471859
COL9A1,0.03561182977974273,-0.02942356204344582,0.03576655334415869,0.05916551459576568,-0.01945447380308771,-0.024676932767211782,-0.014707687107272951,-0.02710600301201314,0.08661936405436131,0.05553395223185111
GDF11,-0.029768020311940535,-0.013085566154180639,0.005132579878671666,-0.026759002268599084,-0.04632629443575432,0.046394518129925184,0.047513793714321025,-0.061848575391179904,0.08501348379792158,0.026071941913727498
RAET1E,,,,,,,,,0.022766656428762157,
IL24,,,,,,,,,,-0.04749028538137463
SORBS1,-0.0218541439556812,0.0490635312356017,0.014440978311276057,0.022870866173608277,0.019446957915688227,0.04724705952447412,-0.002526641074371333,-0.015582563607323944,0.08299100192628696,0.021642937311367565
DLL1,0.00526290188980098,-0.004105950710055867,0.02175190617610243,-0.0044486810995804996,-0.041891696856042424,0.002293407877651519,0.015024869015214938,0.01828888164396455,0.09230296234609899,-0.05009960359065963
TLN1,0.00738651423531946,-0.014535088836942671,-0.012728120855759136,0.004795856327369386,-0.05801225413736865,0.01639568610186366,-0.03832555149998701,0.0012429911665476018,-0.026172679341142598,0.018541072239838675
COL2A1,0.04233261971742239,,-0.013819978242644427,0.046310211143087775,-0.017920446190693946,,,,0.017719173388765868,-0.00020817326244087898
SHH,,,0.010827102767909732,0.05826046282931171,-0.014087648153967396,-0.048882845353023514,0.007843436781065638,0.038341150693010875,-0.023709562941163907,0.12082905090706533
PON2,-0.023868077202315412,-0.032473056435622254,0.005445217146173543,-0.014387770960080237,-0.10166313732007301,-0.03218231544894218,-0.03392066666081619,-0.03499523328675066,0.093177271954656,0.1314471337339408
ICAM5,-0.03179889882227419,0.2846402564274872,0.04890097904838519,0.025679745431169125,0.11662966017386249,0.010235679826336112,0.06398191077794105,,0.042722920977447496,-0.026898639605979043
HPX,-0.0062660888332822795,,-0.0025195858746893955,0.14356910667682216,-0.02609590317437156,-0.018068877321626976,0.053856248058383134,0.05009983879800317,0.039462298594744795,0.05130003180700216
SFRP2,-0.015685883326331574,,,-0.037568358238305045,0.09396837733149489,0.003640632557685866,0.016061068538486,0.014664830065600999,0.08020918819916563,0.03507430790183772
CFC1,,,,0.14067860431698845,,0.012286966147416018,,,,-0.05011805301331949
CD70,0.031519477383121754,,,,,-0.021614843104442904,,,0.024794988430992537,0.03441420250918492
HP,0.022100517146039212,,0.05995017759059133,,-0.0660547563380274,-0.02300220154779332,0.03343474773800516,-0.025865670856229372,0.006860972392309378,-0.028230512360889144
CXCL2,-0.004694137977428512,0.017229301671318736,0.038942930885196084,0.019988918703095306,-0.019550265816062538,-0.019230311651503157,0.025944546476536164,-0.054061717404939036,0.027564590441976608,-0.009698961468959402
NPPB,0.029757767181231454,,,,,-0.010146532461886877,,,0.0011440701824661046,
CCK,0.00822393610887511,-0.005389335755039705,-0.024920935746419997,0.03713812547573043,0.11515050041351087,0.0365161628069764,0.002719997356981807,0.007301108933880202,0.025976633902681023,-0.09200547877329278
SEMA6A,-0.04080063500043104,0.0426022242430799,0.0315407895225409,0.0009355734699154837,-0.06178409673161066,-0.005504711546267689,-0.03526290124032774,0.02016597470717247,0.09525123075781299,0.12547510886464325
IRAK4,0.037145701460366255,0.0736609382249975,-0.00698471888950133,0.032268119054792765,0.018087628451632608,0.020788192143856132,-0.023556710585048064,-0.022634405679127972,0.1173653345672831,0.0438961051880886
GSTP1,-0.026076758019526775,-0.027480605874037146,0.038657398163819995,-0.05646707278138537,-0.12166266350747083,0.012864510507002809,0.010071764492726258,0.04154329758775656,0.055223271754652484,0.09302932220141513
VCAM1,0.010299983036314561,0.03603477826705413,0.03998571069692786,0.08789741354524154,-0.09991729544290497,0.03363558559700017,-0.022092161487369314,0.03803334378092188,0.11161377704086108,-0.02476782499963727
NXPH3,0.011850864123062342,0.0005544549881854863,-0.03380555943788035,0.07258175569085176,-0.020775119802605796,0.04887244953277224,0.040031270525730286,-0.013357853806231406,0.12796384044292955,0.01948448252038051
MTMR4,-0.02474508397372039,-0.027761501063448695,0.032808257951023545,0.046320244659410835,0.04031164620869528,0.02175033725780164,0.025141880714193855,-0.040404988359141886,0.05854387671440411,0.054818720764471536
LAMC2,-0.011946862497021683,,,-0.021774446989954056,,-0.012773352379888516,,-0.019526255220024213,-0.024307656675827793,0.018118505136177833
IL10,0.01607252718985996,-0.016967865946740542,-0.04283991687351577,,-0.023515626604393255,0.023237639978874118,,0.11855408568885475,0.007122311210779674,0.040944544032636636
SEMA4D,-0.005687424907886584,0.008710635368759094,0.009230064473110967,0.02758211888980174,0.010121764773558656,-0.0007070803858910725,0.010918481848431348,-0.009167303410078025,0.05462552055648202,0.029348678811099357
TRH,0.07019153580442672,,-0.013599906372089975,-0.029787862343266223,-0.02701132472345563,-0.03365983670818688,,-0.043158804319127914,-0.03295375022292836,1.3644673523539583e-05
SEMA6D,0.01970677025279394,0.02465558227894502,-0.03132520951948654,0.006024475869882476,-0.056203504826397244,0.016790803410242736,-0.006105149094955081,-0.017566939266036724,0.0880031287436848,0.07865294032606249
CEL,,,-0.012440601353163015,,,,,-0.038062816525228395,0.023830954302304242,0.014127243239775222
PDCD1LG2,-0.033323360500650746,-0.009768822189348336,-0.030238213038112267,0.008643812159218238,-0.042924166058523915,0.005867556876441736,-0.005950043278082693,0.033519076976290064,0.03467115753030027,0.08451965779464529
SPINT1,0.03793381719660248,-0.0068962714235964945,-0.016258681406006108,-0.019778134960100995,-0.009654050996757682,0.06274552869880505,0.047094335403452106,-0.03858022781693239,0.03651755650058043,0.02115546973032402
CTHRC1,-0.00016521577729615523,-0.017770947636744885,0.0567332498120999,0.010641150095326382,-6.530405839048836e-05,0.005102544510521151,0.003999451264177416,-0.06475133856816716,-0.0015512819405965545,-0.010971828281372272
PODXL,0.03265258663049241,0.01810874975926179,0.04250064561029006,0.019751734530025447,-0.06325941379597586,0.009711310798883556,-0.02140856929898588,-0.03759141377039941,-0.009967087288958272,0.06798061845491395
JAM3,0.01812297535186526,0.025796662249406785,-0.01475330021121299,-0.040812044944933,-0.09050047316565778,-0.015060708120462622,-0.02260338787603281,0.053435564986041496,-0.019124888077684744,0.04416938950297077
TGFB2,-0.01102960103893347,0.01957798980238246,-0.00035436012232087583,0.03509217402186464,-0.06939273457263567,0.0021738833228611937,0.030578425793659013,0.03262612874734064,0.02090961874714125,0.054317220242667524
COL18A1,0.030127121407062505,0.05261320839408701,0.015819779209783152,0.024616729096222284,6.212598552579997e-05,-0.0336332786868101,-0.03469400996075747,-0.05572235481894536,-0.08167801309408462,-0.04870709696296643
NODAL,-0.024547456872420173,-0.01141007630668078,0.046919921939904144,0.07202865815725304,0.016311626728306626,,,-0.029373755844682055,0.013045409089990514,-0.030069763019084872
INHBB,-0.040825589854296844,-0.007318175652023193,-0.04553729395525216,0.016387181647000558,-0.06632972680679597,0.039679348014991504,0.005676212292241437,0.04077920920806663,0.1241732834615963,0.10549627792039003
LCN1,0.18387562687845782,,,,-0.015726231009708762,,,,0.018429243990983127,-0.03825714040863067
ARF4,0.058794468464168394,-0.02753796193916648,-0.017109904215410768,-0.007714507199256471,-0.003019032584317187,0.010204174082939513,-0.023750167557343386,0.0036099580042627116,-0.018143520574459174,-0.05232442615118104
CXCL14,0.016063040176022683,-0.07707547615816909,-0.017007530591669505,0.03172847044530897,0.031389390337788425,-0.02066827301487663,0.042268176904951583,0.031967632279325926,0.035956147377132784,0.05202720611776398
LIF,-0.0022890429477581496,-0.014438797027207045,0.055014469614849286,-0.019290978299632316,-0.011325566006515407,-0.007453508233509379,0.07109241420765397,0.029388245243058452,-0.00011288373032851154,0.1325070784305886
IL17B,,,,,-0.0259721041424438,,,,0.004928109229502338,0.05245995673286846
MMP1,-0.016470726464307122,,-0.01359990340530963,,,,,,-0.02550862017287735,-0.05461735866364189
MATN1,-0.0156858854639097,,,-0.01862333252468168,-0.01648788406617198,-0.010273964953185036,,-0.01975175078991149,0.0226438984450549,0.03951548237285717
ADAM28,-0.027110456401450236,-0.025648784547612113,0.00761143591646088,0.021760300022153362,-0.054983141890503226,0.06393634662878557,0.02069908830601071,0.0010140927800004946,-0.0006179144513110714,0.032574181461406095
TCN2,0.06256462586922999,-0.03160653224685744,-0.01651860259287727,0.034447555874197774,0.015139084959196846,0.024031512203843024,0.002656654907592694,-0.03931758833904868,0.023229577222079783,-0.012395119318022004
THPO,-0.02043935823868679,,,0.032866796987836344,-0.03208758185043686,0.0333410215577776,-0.03285601406318691,,0.00902950678042735,0.034973344850635094
CUBN,0.024859441477431563,-0.027483459270809002,0.07200742021597906,0.0005788267182069228,-0.002549225385048808,0.08599152025713115,0.018815622462066858,-0.046193886323980526,0.11623704659858641,-0.033880982154790504
TIMP3,-0.053765813698749734,-0.04058195886087647,0.0016286524058887833,-0.04251470081962787,-0.08386307594579545,0.01611724815099926,-0.0082689696281261,0.02112347061175972,-0.04315812504767766,0.010976128437568367
PIGF,-0.02281862598908145,0.016932733219510297,0.027952468555876308,-0.008642559552497908,-0.08270973990603514,0.020506833876560764,0.027826049693927265,0.029236821159365097,0.12065611136415132,0.07614123546824442
CRH,-0.013997174940299506,-0.014319615678392288,-0.01381998077838822,0.0792448718816151,0.05851032081441882,0.0006305794786920624,0.01737293008245651,-0.0019709940381823,0.10310083877364283,0.025257737870478462
BDNF,-0.010416676515442884,-0.012809739347695144,0.022542651298778187,0.004602924046987488,0.11283274463022275,-0.046874904958872816,0.012634523154091075,0.008407250623478689,0.03750311981271562,0.1308775830947152
CCL5,0.027199099169449334,-0.012784116091457551,-0.015653800665596844,-0.006692703506149159,0.00844490547332984,0.04833512639233312,-0.05164227810050719,-0.05415827307719856,0.031805804364355435,-0.03197562023925026
GAD1,0.004806675508778881,-0.01348378561372245,-0.000877261992868053,0.05511682628403371,0.10919395409262639,0.07231130408314015,-0.018212886183530133,0.011149376739352896,0.008095009216253252,-0.0774855140241805
COL14A1,-0.028309142188578374,0.0005936141683914689,-0.03765476604385999,0.03606311301325117,-0.027897424611564137,0.015285306307750953,0.013956535756539028,0.05468122765758264,0.02265206716888265,0.018571665595061695
HLA-A,-0.014282787294597234,-0.033673989095755544,-0.008137645414875673,-0.04029338873998077,-0.08909902220528064,-0.0035002836040777096,-0.021403278600445517,-0.012180888030012816,-0.07719169929212859,-0.0744345598569727
CD5L,-0.013997173320932981,-0.03563832137206722,,,,,,,,
FGF18,-0.01266491195001958,,0.0009224577939112322,-0.021774443818069172,,-0.011008958209926556,,,-0.007508803273509893,0.012786991876789168
ADM,0.02236466240987656,-0.002676005773857968,-0.030405717664612995,0.072806882994921,0.03007328934747854,-0.04568121445743385,0.02934942327440927,0.06031180104840757,0.009028761468572706,0.1083446361743596
CCL15,-0.023353043832207043,,,,,,0.0017535550303920619,,0.046387665815539984,
GNAI2,0.0651564660349266,-0.08446947526457244,0.01865902141110504,-0.035113073378225945,-0.13051383854889115,-0.03113088086937513,8.782124672602619e-05,-0.03536042333629152,-0.008656711227038651,-0.024552755862727173
HDC,,,,,-0.028443056542029405,,-0.01758215068794496,,0.11344084248342151,0.039480363003170205
COL11A1,0.0025613968025325366,0.08111710908460577,-0.040829899632498015,0.015493808066261813,-0.00014328614154484535,-0.02102589467687897,-0.010500341073588538,-0.03159780082967992,0.031187340220301382,0.05347141095449832
NUCB2,-0.016191630511706235,0.026565967387049853,0.021311403975743857,0.03629365075264967,-0.01724665265211736,0.0574854981952513,0.021831315919155662,0.010205418371297278,0.03780062715479761,-0.07862042268553032
FGF16,,,,,,,,,,0.000942797397832135
CXCL1,-0.04318966446362635,-0.015361523110577447,-0.04334256861371741,,0.004029437426275961,0.024611740712399906,0.008278062059599215,-0.029689765735663124,-0.03495184310683515,0.07055417310505703
VCAN,-0.06246344037139777,-0.00777284917379337,-0.0029831761563300896,-0.021967245983608653,-0.09623761664007352,-0.027226319739117717,-0.04520120391769381,-0.015131065625855148,-0.09406132072042671,-0.04073425783694048
MMP7,-0.013000536826575378,,,-0.019290972884750318,-0.011478851703811313,-0.010146532406450005,0.0006673556338746552,,-0.062040773897252384,-0.04687050502901281
