,UKF248,UKF266,UKF269,UKF275,UKF296,UKF304,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk
IGFL3,,,-0.012843347406665966,,,,,,,
BMP1,0.028383822127177837,0.006347821114924378,-0.11137673494478602,-0.04729438593212105,-0.06477756587067307,-0.0963408751689087,0.01444493733908526,0.0062849789409573165,-0.028003770149560188,0.029571569866523435
NDP,0.007916819625631212,0.007383900105597547,-0.06589377270467735,0.00036718767924999484,-0.005711271208021731,-0.020400382348962697,0.0613734536355215,0.03913940973792102,-0.02199806200808462,0.0051962308651179664
TNFSF18,-0.03427400329239187,-0.021742691936592538,-0.019071985331044084,-0.013868992724585331,,,,,,-0.035685797957887684
RTN4,0.01913859872288306,0.044495689749947075,0.12653056949606875,0.01609149725768063,0.003178138324466089,0.1550151908302598,0.031795333301531274,0.014880362705593436,0.14336495080944392,0.13002264211290615
HEBP1,0.00033224903208940406,0.0009233371388086174,-0.03969106843144854,0.011291120119480691,-0.050179026718123285,-0.02204121212253163,0.024234357306354565,0.011916203108981255,0.0033876538699738694,0.001367097442572357
WNT7B,0.04453216000092448,-0.007539708351042704,0.07173942725538726,0.03661320410037693,-0.015148170073996454,,0.0033066873242625044,0.020285383117318166,-0.008232589105944928,0.00837090639810763
PTMA,-0.061001682554764944,-0.07964409646492748,0.029471113633272282,0.03693139272975613,-0.04972501753337465,-0.1711322405392855,-0.059769856262312994,-0.026768912767872684,-0.09019073702622474,-0.03754073365485454
CEACAM1,-0.02181446379265647,,-0.025097646436592087,-0.021812621489641002,,,0.038426533155544715,-0.003445200462073331,-0.030666777477422656,
PDAP1,0.025147321588182614,-0.08810004103260642,-0.11524374921694247,-0.004242959090930141,-0.03899682761457502,0.058418922024498006,0.05326292853180738,-0.06366910682493689,-0.007387199803419494,-0.09586064944749388
QDPR,0.02251706192143677,0.07395983074970701,0.03821082305177675,0.0037207478893305757,0.015359559036462859,-0.10541703644413883,-0.028372784016969826,0.027762749106949088,-0.0023436368707090466,0.08811638909388214
POMC,0.004698704137361744,0.11068656219917983,0.07339058803425688,-0.016092482423498485,0.0323485684684515,0.04044031630571744,-0.024621477280369612,0.0742032952682735,0.010123905817579085,-0.01825130492287403
CCL18,-0.027222389694845625,,,,,-0.04209984765887782,-0.023661078821218897,-0.016352530286490863,-0.030721246488537638,
CCL17,,,,-0.017297334137501633,-0.003106868795438177,,-0.01965226689083529,-0.03189027840739142,,
VEGFD,0.10156928678422288,,-0.021516052054024664,-0.01842884649485781,0.007314355574634778,-0.032643622656405365,,0.12293727358319348,,
TNFSF13,0.06425712067636942,0.09967104074148868,,,,,-0.03770974834773943,-0.022298188624868362,0.06345754352190867,-0.012485022472470629
WNT5A,0.02332707604758451,-0.04390245314745289,-0.09848560477094744,0.05276099820426347,0.001779980772750233,0.016967686210192144,0.025599526172750423,0.048870479005958506,0.023718013394264575,-0.016137371508999472
CXCL8,0.0010288818325871923,-0.0037531633017552713,0.0011827438524221918,-0.014775209961931834,-0.012807164572791997,-0.06664186328539853,-0.024001285609789178,-0.0744969419282122,-0.038703289604466805,-0.13227989484218128
GRN,0.0024373111582716538,-0.03962286739226344,-0.08745408356721977,0.011019126948845562,0.027279881765147222,-0.06049158048887607,-0.039194627656911195,0.041517200376001796,-0.09246668838643655,0.03767154678257695
MIA,0.024525747663424427,-0.02811689722581165,-0.03668820722266178,-0.009313641493299711,-0.015640863885775822,,0.04373256197563762,0.04317557688173698,-0.0732249743459683,-0.055685471515685876
COL4A4,0.01012690322090799,-0.001638413771765426,-0.012656165569661527,0.012569828306299928,0.01657051795637431,,0.1090200844280789,0.08121079080235423,0.05074934807949079,-0.043388410479327705
TAC1,0.03245602374432994,0.10425766229891215,0.1059801418068641,0.10547323322340553,0.032678458049387266,0.12501334253215365,,,0.04846906276376359,0.06784434932984273
RARRES2,0.03555078957592341,-0.0261350067236427,-0.14117045537116812,0.01769194603970718,-0.018747186179638012,-0.02332262473890053,0.025244129427204942,0.02159600849452664,0.03024611711108582,-0.12022846821796912
FGF7,,0.0758078916482025,-0.03606814486713378,-0.010738746673928549,-0.022657999465416644,0.013073550894508346,0.06305874645401571,0.08687942579057371,0.07199772306273296,-0.004452384542318882
EFNA2,,,,,,,,-0.020996368057195732,,
HBEGF,0.017829931924682182,-0.04194883559922961,-0.04222998353214408,-0.06211319665170186,-0.026462186239702843,-0.1187912794321025,-0.019543997210163474,0.002359640477816894,-0.04513274715245194,-0.035794370292234694
CSF3,,,-0.013389979571764361,,,,0.029934533830880312,-0.09023767269753355,-0.0582399029120768,-0.04563964350084423
PI3,-0.028639101702680712,,-0.015077293726407813,,,,-0.04597610379005233,-0.09554091594452824,-0.045745540021876564,-0.04796192068912346
PCSK1N,0.02155875445352411,0.01551389177034307,0.08911095906789479,-0.022177559070559964,0.016773060680837,0.14962769829274822,0.08539624163404842,0.005234090186044476,0.08087620567954627,0.1369605219279927
NTS,,-0.024491484171297137,-0.01645789559261568,-0.020630253436847462,0.02658393249232027,-0.029389746406907922,0.0355126487443672,-0.025580090135002516,-0.009711336424919512,
SFRP1,0.01060428061109557,0.08508131040668708,-0.01115147945500644,-0.038306052549718674,-0.01874918828484293,-0.04042196244182523,0.011177093143569662,0.016323215341045593,0.03283663769280016,0.02069791886480149
CXCL13,,,,,,,0.06572942277924,-0.03924293437429895,-0.0401578710214815,0.01854237553665346
MICA,-0.011112314020940742,0.05231484823362964,-0.02376356566759235,-0.04789252119920753,0.018860149185927273,-0.023452066231672956,0.00758430302450283,0.044492552893133176,0.09356125757688964,-0.026014494629544815
TG,-0.04286865961531437,0.039270607583406586,-0.01616050736875705,-0.017426409551983678,-0.013568706004471626,,0.04186218695427776,-0.018885113449269054,-0.0021027309153452784,-0.0025135514301019134
ADA,-0.007060160477460935,-0.048317080043031514,-0.08306113057143559,-0.026144355441305247,-0.022036669747325082,-0.04897615115432059,-0.018494240990370003,0.05722432677943415,0.004636095799161001,0.05425192195191368
LAMC3,0.0050396566143146035,0.005566092240010161,-0.08630160243516323,-0.05152083294118328,0.007927899561253508,-0.016623515529079255,-0.060054770720660594,0.058146188866036376,0.04769790687507005,0.05895763224871041
CCL7,-0.0173157395325673,,,,,,-0.029454218209622778,,,-0.04394857798281963
NGF,0.017818846157754545,-0.012379458534413449,,,,-0.02938976575810595,-0.020810754050181356,0.07627530753732925,-0.012812536978234488,-0.008308451615745263
TNFSF15,,-0.03275575969702275,,,,,-0.028714555330933235,,-0.024415629518213307,0.010203004140013919
HMGB1,-0.014575099651126359,0.038276643785107,-0.09751091339783327,0.03678279602461626,-0.02469283377293021,-0.036891623380400154,-0.1049397774822484,-0.04922717388004511,0.0020169638436789705,0.0224628157009746
