,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
CCL18,,0.014153067152541166,-0.0435360663395924,,,,,,,,-0.05638128695680158,,,,0.0006138304117314306,,,,
CCL17,,,,,0.004292925000723411,,,,0.02660032959250187,-0.02370870939932818,,-0.02179586301172402,,0.012825609200647034,,,-0.015719021953275385,,
VEGFD,,-0.013574449521777252,-0.0172435296105311,0.007940869211904972,0.04060104791105189,0.025342166558650143,,-0.049653273479810016,-0.026616132875269767,-0.035221590102206705,0.05712120814576328,-0.023359301480269674,,-0.028259003137936375,,,,,
TNFSF13,,,-0.016788844316811356,,-0.010478989050956667,,0.008808018810445812,,,,,,,0.0241061259712174,-0.021603858495134676,,0.024207265227993643,-0.05519531697896668,
WNT5A,-0.016333360949772283,-0.02062250843074987,0.04894937908546374,-0.0012351730698085413,0.024019225154192088,-0.0908653014256831,-0.13726171344380173,-0.2438058082326874,0.006331784228298231,-0.1014414656512456,0.008925369112729084,-0.02625559344244811,0.002830023417495625,0.03501345775628463,0.004592851168186306,0.0653985744571263,0.04065614648738615,-0.13294960352172394,-0.03311702710553632
CXCL8,,-0.07598943711094873,0.003029627910961847,-0.02981515048827944,-0.063407631472689,-0.10981100669517771,-0.06256510763174955,-0.09279723625757323,-0.11982909365292842,-0.014759162006233765,0.02728622177243978,-0.03847203603004534,,-0.03804110501329884,0.014687345984819208,-0.05783822367889657,-0.008783124433270713,-0.19007501004852576,0.01926905753238065
GRN,0.03399481233249179,-0.08780154445960155,0.014775569420765274,0.009510545589007487,0.009627696265048804,-0.08540647729242709,-0.1433664307723845,-0.3224743901065556,0.03165937946358465,-0.07613994237400146,0.024016021024266993,0.0934860259861072,0.1345151965418963,0.13341400348365637,0.010913741150457639,0.08770313719223875,0.01783363322571559,0.0026001324364208927,-0.08298275663037456
MIA,-0.022231983820664922,0.02324629102903073,0.06893860421500698,0.05562138847559316,-0.06078253883125836,-0.07343810983961102,-0.05801494490139906,-0.12749713163971063,-0.05762097013869928,-0.00942233701571192,,0.012406085004202998,0.011881711159370192,0.01888775462056656,-0.048377256791092525,,-0.0377704028190416,0.022240659346314556,
COL4A4,-0.019670773769079504,-0.04609882259643778,0.032863450062886455,0.09242343681764525,0.020350269306374284,-0.09784351509942686,-0.06520853259091024,0.00038087530448932896,0.032541963376880034,-0.014068381681208861,,-0.008898196919424279,,-0.017325756789619045,-0.038772787624957526,,-0.00471977319660604,-0.12580889724321664,
TAC1,-0.01698505479198492,0.36151654733388244,0.039326022109600206,-0.0012946621591727288,0.2674673240254674,0.2529954632772546,0.1961660252719275,0.46158683643506976,0.23601318778053507,0.009160662211726617,0.004104713249570481,0.12558522128179384,,,0.10819101210326648,0.030989771494818692,-0.02066425273500854,0.3774284537953034,0.1356147866107038
RARRES2,-0.06344227904148393,0.06777897958651197,-0.007036462851881909,-0.05278509946930348,0.08197864868254731,-0.22530337147766824,-0.10400442087973352,-0.41125921513929575,0.09333857086672044,-0.012966699265882713,-0.03910834331664308,-0.07906433594765577,-0.019520392946351793,-0.022028859082232972,-0.015420745454232852,-0.12118051254117518,-0.017931658210238618,-0.15708627685382587,0.06415522442851451
FGF7,0.017548648854940792,-0.019548725456532433,,0.07688558168362532,-0.0023222549324460706,0.10189698760681788,-0.0063007143786358985,-0.06537919778083351,-0.0038619694497164726,0.019499681311229512,0.04610389828287915,0.01467288457197165,-0.022789045721887176,-0.00439476609188916,-0.04375277064913244,0.0611347327909188,0.002948609159324836,0.06961598565175409,0.026095877571175166
HBEGF,0.032261062377905915,-0.10284301851783027,0.07304308097579643,-0.03127783209979565,-0.05485504903519199,-0.1327475792421782,-0.11741541509338582,-0.1671696506084517,-0.1684768315540768,-0.04614440703899468,0.0016696393906630044,-0.021497503138326903,0.08848327028089423,-0.06279847560648025,-0.014115563166679957,-0.05436010127166043,0.017476394600273466,-0.20928634631494858,0.06953937051341111
CSF3,,-0.04674674365480907,,,-0.05473065016622603,-0.03380302761479863,,-0.017325114208221224,,,,,,,0.041701381915047304,0.051194868570681604,-0.016549705171449314,-0.1311367397098022,
PI3,,-0.06761450590589634,0.041093220865198614,,-0.09942078825251127,-0.03978488154384239,,-0.04913742274232861,,,,,,0.09203773152377971,-0.07222731456743936,,-0.035957011237017826,-0.15441634234296633,
PCSK1N,-0.03288248069384653,0.24497588375884355,0.06467814319526671,-0.060036301920464254,0.10132590302830229,0.04213672957784579,0.12340943351424499,0.31477361315664437,0.014395525472837253,0.05486582841413303,0.07193065475826949,0.09146286692175111,-0.01325327219881769,0.011760879842418928,-0.054668938801147114,0.055324412975066545,-0.03632043351526708,0.2550901289320934,0.1686395802132274
NTS,,,,,,-0.10741337755025117,0.14158203666597827,-0.05199020243884276,-0.023888799724097968,-0.04976779760203602,0.026184665425686905,,,,0.07973748730313064,,-0.024507856620970225,,
SFRP1,-0.024713683761203357,0.11705765173228116,-0.014586969197273422,-0.021640036611808848,0.02724930642899043,0.19759975317027187,-0.07048670417782038,-0.00409441325273116,0.018737066939950326,0.04395112642022873,0.041021116223715764,0.04758749273383102,0.11045009798553866,-0.01496628404280052,0.022875198507165285,-0.11758850432878203,-0.006354379000240859,0.007653546734076758,0.006672226267527684
CXCL13,,,,0.002463069057480781,,0.018249786633432467,,,,,,,,,-0.0016132166581324598,,,-0.06053229744572234,
MICA,0.02445733418573459,-0.020854711381501946,0.007964995560844899,0.06598906647305912,-0.046276394134113434,-0.003171419551324116,-0.020121436467169813,-0.11384744592216126,-0.04814960103313747,-0.01277832668409685,0.0039796184805005455,-0.039962537651333715,0.0687104021494347,0.06888934291962917,-0.018910290360286335,0.05343280769445078,0.008219867468088962,-0.06939616682383647,0.0464636419628087
TG,0.1447875414356365,0.006714823514602742,-0.00854802776628848,-0.01885907035663479,0.052814678927171003,-0.0002566197566037873,0.054912437755173286,0.050728703799091966,0.010409087533912205,-0.009554507358032807,,0.009218824388884895,0.06720706406561763,,0.009947310968906586,,-0.019530035061656962,0.022505762316567906,
ADA,-0.03329948899415962,-0.0022338957848368024,0.039422991281718396,-0.03520854782963263,0.00902356719945689,0.0027917307916388687,0.022164381165475942,-0.2608860848538961,-0.013238953020280605,-0.025533901747572724,-0.006450281743063855,-0.01848019535027271,0.11540726051101077,0.06970985029360877,0.034074576616434156,0.051974918592844574,-0.00398057906816973,-0.00048458157368747295,0.0582750993377245
LAMC3,-0.07845456424646965,0.04842059896009848,0.041111836559936006,-0.023876605209539308,-0.02101581620748348,0.09482248551729597,-0.07922888107079923,-0.18304997328984102,-0.06456656507965074,-0.00329161928185676,0.008786013414449633,0.08624206108253592,0.05132218187170718,0.03471783267068593,0.0034520266820975733,0.08604957332373908,0.05786759731540404,0.0875475997933106,0.14750630743026702
CCL7,,,0.06731701981952613,,-0.04408669700345946,-0.05411991357044698,,,,,,,,,,,0.07705408888818954,-0.10641645418222204,
NGF,,0.0012792436137029491,0.1255660145375796,,0.043232817441505686,0.03375216257747695,-0.028399103306760744,,,,-0.036780154530804986,,,,0.0035778001764825026,,0.03851249210742223,-0.040629706987694435,
TNFSF15,,-0.026524755318782157,,,-0.01220247607202569,0.050963860110252855,-0.005489750646929215,,,,,,-0.0051592888988458195,,-0.017127586164068537,,0.15244369273119912,-0.021554864333144866,
HMGB1,0.08926892365253127,0.06778963261255111,0.015757857584703883,-0.04133150680947629,0.05041618273694342,0.01750923822950781,-0.12413281089403734,-0.31049023697761746,0.06455809187355695,0.03348904095339478,-0.04420371298655775,0.04648255345920359,-0.020908915951335982,-0.003409727874292218,-0.010961732438702274,0.09605639204923086,-0.07770172174793517,0.10996973503112131,-0.10099777517515048
ITGB3BP,-0.00638737889408215,-0.1132647737491104,-0.003395434829195687,-0.031682289186778095,0.004272516014735993,-0.004313775831489835,-0.1248516864943177,-0.26040192378965055,-0.0024199194135510376,0.028268233012303703,0.022016310422751765,-0.07257997129240217,0.015513642565678377,-0.04081893319772943,-0.045928487003175325,0.004860871209542901,-0.05250416197428491,0.0036517587286111998,0.03898343322194944
AANAT,,0.009023350752004888,-0.009462039765805005,,0.12845504565659258,-0.02606593297176561,,0.009627440579289298,-0.027618299613096104,-0.024694029282549025,0.026714952962646827,-0.017692551520234332,,0.028236914762889833,,,-0.018349074231797827,0.05726547995246518,
RELN,-0.01630758929413844,0.03767043761174929,0.011723914952984938,0.08006149302248888,0.056223616646635576,0.10252164563790037,0.08807140495557396,0.24572602281243794,0.08205075910099609,0.06712863037632033,-0.035620417691934775,0.10938503819280594,,0.012502658789551058,-0.020688267929809774,-0.03970278148006004,,0.19575335195133486,-0.07560089468462641
IL15,-0.02384065479969448,-0.057826186280798796,0.02968013214472376,0.061466720059497895,0.0207440493937072,-0.03350008568813502,0.06227971132628154,-0.08695480732871537,0.00426092120237531,0.017427146568008964,0.020797398549483353,-0.027116026874307576,-0.044890529957519236,0.05262900312179587,0.057873808381879624,0.056177130539335124,0.034717910041442625,-0.09086240530024436,
UTS2,,,,,,,,-0.15717405928694805,,,,,0.03552147924034849,,,,,,
BSG,-0.05295111982548463,-0.12332762516445567,0.005782175799625884,0.014383205128226141,0.07299332793866381,-0.05810351909919427,-0.016635426815665072,0.24076764451241522,-0.1477977916824229,-0.013935670616961491,0.035644259905217864,-0.09411904536857409,0.04169829416799266,0.1271460109069429,-0.022441241083959278,0.004033064852931667,-0.00452255702164211,-0.046572641084786204,0.1167053759535568
ADAMTS3,-0.03988071203181136,-0.07378206741645087,0.06636724906678955,0.03228821756125592,0.059336200539888646,-0.05143353681133478,0.013340872315820235,-0.3433979983503301,0.03290553043786506,-0.032263062278130535,-0.05552535441360984,-0.04505808517506235,0.03810368376893811,0.00608129715722125,-0.004869689458432044,-0.04480745964587808,0.04702490151527553,0.01717941067942253,
CD34,-0.08062618710997442,0.18091467466887123,0.030910815402392627,-0.008298946148346012,-0.008768668816462929,0.06532464144710524,-0.010169266121908686,-0.13599018781581465,-0.008275084669260404,-0.02694337200752177,0.015697166878929025,0.09404086519335211,-0.041025983404743456,0.020440019285685694,0.028416863579601326,0.06800301129278234,0.018148384464940288,0.05204365188591119,-0.07609104306785229
CCL23,,,,,,,,-0.06082962732163786,,,,,-0.010437437575003837,,,,,,
PLAT,0.05687290976551763,-0.1244791045465757,0.07406459109804626,0.006282573628288457,0.10292664218533597,-0.048309163439348254,-0.21208521677851142,-0.3056900002019183,-0.15832717541807062,0.003655380985021569,0.052301943562845794,-0.06253686553441944,-0.06735781694734197,0.05824306700207024,-0.09391805720998953,-0.015901198891941783,-0.04650045697391033,0.0651343022687548,0.016170718311900926
NTF3,,,,,,,,,,0.05583614412883714,,,,,0.00013617629275427826,,,,
LTA,,,,0.03717044965925019,-0.02183402337786496,,,,-0.01692678450680413,,,-0.027116030221522588,,,,,0.05764266280044754,,
CKLF,0.03860441071544563,-0.0136849596985513,0.005650378934007179,-0.03168664573341618,0.026962540062409574,-0.07101056392512388,-0.16634399847061115,-0.35404155850045776,-0.059938809996438774,-0.016789274004721095,0.00033245207182770265,-0.05456809026252384,0.015537406554413602,0.08807118800815915,-0.037747884583812875,-0.024524797020662997,0.042409437608138624,-0.03224965141836911,-0.0294894680635164
CD24,0.02829552991589408,-0.04664139478284212,-0.009850957953724078,-0.07403700291275411,-0.03269919194094439,0.004511373231402732,-0.14158463933008886,-0.028901519031916033,0.12322547529013057,-0.10230366372640601,0.12823671553824012,-0.07935942179168706,0.019135345358623938,-0.06965444931769711,0.009064965340064582,0.0014415546855971262,0.03376366610081904,-0.008979440122285933,0.005500176427936748
HSP90AA1,0.009092858671358868,0.1500973087467885,-0.03870475105996188,0.02425699686831552,0.0032305983163573816,0.24499235123739824,0.1943292942316316,0.3924374787098802,-0.03579156695242632,0.04330872541494651,0.052101987617314695,0.1301924209803505,-0.01438893567940766,-0.017518397341465757,-0.008916636742659629,0.003993748914793112,-0.05745630820710005,0.17086403028664157,0.05871357408956264
BMP4,-0.020244077358460254,0.07286148191201765,0.02667947419485486,-0.023566724061654887,-0.02877448178254438,-0.05840108883682458,-0.14887566195036367,0.10285978690273034,0.0033256302628290177,-0.00161312103418976,0.08775482046701738,-0.02310565841233971,0.028079026919361608,0.026513019770077684,-0.05224156738555381,,0.028101748942805795,0.05678904425771734,
SCGB3A1,,,0.004197300416996269,,,-0.042997368288735176,0.025470208929317072,,,0.04591486694064217,0.022879817424989145,0.016083884796541263,0.02875943289605808,,-0.024576972599837932,,0.10662587309260846,0.010439232169347121,
IGFBP4,-0.02173564305020724,0.0025018323242064528,0.05460950552491271,0.013257724290777937,-0.07345873761423273,-0.04415215770139346,-0.10958490962708199,-0.19131718263796363,-0.09491125552722458,0.005059917555626971,0.10285337333184877,0.020362740262144095,-0.011117774641811125,0.07524020004780665,-0.05531869246795803,0.004441601526929751,0.05390522213302354,0.055208218534411733,0.04446165737659434
RSPO4,,-0.04016977208292765,,-0.026524273398504102,-0.013622601756613718,-0.049625952449410045,,,-0.04112920718425781,0.024432240281557892,,-0.01785675294449805,,,-0.008183904230019665,,-0.03257023691532317,-0.040986113655521975,
LEFTY2,-0.019476278964248247,0.02055235332065763,0.06434747056546576,-0.022504566105171177,-0.03315271885603976,-0.016064992497928053,-0.06118419473072873,-0.23061627022327782,-0.04512105879907834,-0.028568916295910574,-0.036780154530804986,0.08960961248439464,0.1131261568848561,0.10213289906508502,0.02857409085997317,0.06263093990584753,-0.04007606392359526,0.05670580957878455,
PF4,,,-0.006902940563144616,-0.02022259730010909,0.015732455942534283,,,,,,,,,,,,-0.02469508292951971,0.016938270006524227,
ANGPTL2,0.0006145157924307786,-0.025159942567640918,0.02560406038597521,0.017160257485238757,0.07962898262371484,-0.03678467892386625,-0.21792591853604318,-0.25435808620916694,0.04146463290412529,-0.07999616505641051,0.003735894421765374,-0.08983182384589042,0.135949495539912,-0.035427494410875865,-0.04545945934560914,0.13379105206339117,0.027772827982556314,0.050062020478976996,-0.12400378411417393
LRIG2,-0.004615138304291256,-0.11388650569278061,0.036780521371722184,0.006192684019305696,0.013179739994181235,-0.04954962658647684,-0.006713337908303137,-0.12520752592789192,0.03167373638783404,-0.05884282435598616,-0.03407383280387695,-0.03501606119257648,0.037465931494888756,-0.0867389420173239,-0.008923327883131306,0.07325769437546606,0.016226591749878484,0.06454485043161474,-0.010365100941218444
ICOSLG,0.05733465619481336,-0.01777088784076716,0.022378357220320985,0.04566001510276283,0.025183820016326915,-0.04915919326949179,-0.02802618524960519,-0.1823734088323362,0.0036847734403799783,0.037126631574579516,-0.05056249787620357,-0.01867352416731533,-0.06127891887266233,-0.11351126429746432,-0.006506948506020835,0.0065578068478552905,0.03171202089603951,-0.06693899276128053,-0.026670537531742488
WIF1,,0.41491620493841214,-0.012093857314057955,,,0.12223951266051994,0.261231416065863,0.5590073625163371,0.01939535750745171,0.04993979549176047,-0.06304760587812393,0.04735634727170663,,,-0.02226750091532676,-0.0014885911879328913,,0.013363567427079144,0.12523155554455184
NPPC,-0.028337560527602425,0.1023438590826921,-0.04080020722006094,,0.047983130521468506,0.061958885865830274,0.052680651730737056,-0.04056993226653949,0.045887827386854575,-0.04695786753152544,-0.03179432527943005,-0.07500598579700603,-0.06461885707198688,0.0029800934606888144,0.06790595314499555,-0.048433212554337766,,0.11518225835292197,0.09386308099726878
LYZ,0.0849367897367547,-0.005828692968026287,0.0018545049081745422,-0.03484248473236475,-0.04999531393008323,-0.1003137404104123,-0.05639260919877757,-0.20363930711740413,0.04159188519295131,-0.016394014765811746,0.06572687846483015,-0.03184874035456355,0.09676043334796361,0.01924761492802663,-0.03100887659149148,-0.02711437325190808,0.05017596668343674,0.001162408444267595,-0.06357891009865042
EREG,,,,,,-0.06426062954676227,,,,,-0.023226572319223277,,,,0.022155232294244553,,0.16982418161185595,-0.020771823779124895,
SPTAN1,-0.0409895839934947,0.19940330669180018,0.06749336613781388,-0.03486783700879282,0.11077133958495801,0.1222455893079047,0.10885173403495041,0.17467768481659912,0.13637478723445268,-0.030516600099620775,0.04018810855765101,0.08707091391178153,0.07419734289037398,0.021022871226043766,0.05699891561313909,-0.03140745901773707,-0.06214494778172395,0.27133871257566533,0.06368397885454283
PTH2,,,,,,,,,,,,,,,0.002939177628231677,,,,
LIPC,-0.025184473175903423,-0.05494345373362151,-0.012081174545582413,-0.030436089724750506,0.015652824478075655,-0.008547437824535353,0.08239780213845317,-0.07973222393921814,-0.013324431318783598,,-0.00033113233315811735,-0.0009020345149654188,-0.04280668047489678,-0.038594575679352684,,,-0.0038829160176057985,0.046818146284449844,
COL8A1,0.051832943887889414,-0.2379872619771415,-0.037512371774853344,0.006537299857850877,0.016272583522734894,-0.11558789126808278,-0.12963220555039773,-0.13072049230619445,-0.04767091825364627,-0.031950205358059106,-0.030533943465149673,-0.041471018697973636,0.054008504578038484,0.13036400615897334,0.01187115621460631,0.07437615605943354,0.07827046677078643,-0.10561150983929471,
GSTM2,-0.03981451034957135,0.0033267057857087495,0.0077166851793187274,0.0014141015849320389,0.00931327387470443,0.018464618452287727,0.014828583819545034,-0.06911547795730912,-0.05735678265580374,0.023616185680408814,0.18032607901150027,-0.04847115768748047,-0.01156797489643867,0.020438645041781427,-0.02082086435182213,-0.007476187865987323,0.03858293232448904,-0.03669012141928863,
SPX,0.008074029031168288,0.1012327272659683,0.030376132357906895,0.013383345905190993,-0.011021050420605909,0.27515044962210555,0.10553976460906056,0.20845513100609267,0.07474797520563625,-0.021336565272126948,-0.06779641031533108,0.06490354723458804,-0.03378333114479534,-0.053289268571492424,0.06396728454382655,-0.009303250399526054,-0.0638732271577876,0.0980503710222944,-0.05500500322653016
MFGE8,-0.04893940533904426,-0.18031464152101795,0.04147771357402688,0.03521950324816725,-0.04351074458304006,0.10486766644434971,-0.057956681541158135,-0.09833675961825582,-0.09609182441111536,-0.03512298469360461,0.013483053808572735,-0.04151388113752866,-0.026561991048832622,0.03019429030128451,-0.028163742460661504,0.060911191961580624,-0.017381150731386782,-0.07971794694350634,0.07000859934152025
TGFA,-0.00016808600105560308,-0.16188790656257557,-0.0004639853729827991,0.046920253570983665,-0.01770022723122897,-0.10373718177692863,-0.05264235764925859,-0.2116623596584293,-0.10616335953338593,0.0010400274429303137,-0.03871078408855396,-0.041342860436229735,0.054936210218004426,-0.004306049290373874,0.000999271073670424,-0.025492553877368464,-0.02467333747568155,0.022890695575627586,0.0025347519466804133
SLIT2,-0.02024407411910429,0.3420680867699337,-0.022646223739146796,0.04321456273300675,0.09319721248759001,0.11325549152894929,0.05447287610578853,0.16573352674717257,0.17557166198152332,0.007076855217565655,-0.03342264975518626,0.18837680745422472,0.057915877645803686,-0.02504174207818531,-0.02980654200854885,-0.052293635227949616,0.027005187938591347,-0.04175749832643215,0.14376255718585076
PLTP,-0.09213094448477976,-0.047319891787895134,0.0002928372952975999,0.042503695395853,-0.032048378261034606,-0.15829444232180268,-0.10689630401398323,-0.37413138545045965,0.04077995041438143,-0.0537560541994677,0.0609516741992928,0.01915609308090067,0.029255082902627506,0.13818667682034425,-0.007386024610944633,0.06328683661970878,0.02605807770417545,0.016541449899298854,0.013456916179645876
APOD,0.08260250180778538,0.13650310303744392,-0.011544937297241206,0.010552618865813351,0.07980057713412533,-0.060711677304065896,-0.12410949322562818,-0.3780937386524325,0.07090669630962468,-0.01652967592335266,-0.032013765992089716,0.028836281443166096,-0.15355352270474176,-0.07233474269920731,0.04604304946807219,-0.07339863273920927,-0.02327190753876905,0.021204979717517773,-0.172761067212733
B2M,-0.040350348683888516,0.05405816002216898,-0.03280942914798261,0.016525750264594494,-0.03357504161135953,-0.13231347352203154,-0.25283497541328104,-0.47937020669353453,0.010688873372437215,-0.08370414942182247,0.05452145835313238,-0.05873872828562164,0.05115531909506006,0.07479043042113213,-0.03217863975524755,0.1795204796666437,0.07437063006010522,-0.04967886142305102,-0.07192113706922987
OMG,0.049723599791284795,0.2242673343309438,0.07426866807922204,-0.03749781556743559,0.01663202384010486,0.12829182262992878,-0.0009471904715946816,-0.11480449857748923,0.14721535915460818,-0.009495428212550004,-0.017988961941208814,0.08167309667649705,0.033562191838698796,-0.10254959972029949,0.09708875560460312,0.015539110201273089,-0.013397066619620807,0.2158796519390724,0.02674759923752193
CXCL3,-0.0158409329350328,-0.06450839575455071,0.04431731449518684,-0.009525885873059366,-0.02644426495803443,-0.11232120229719206,,-0.04474371261365638,-0.08435818119024746,-0.018617409640115136,0.06380725796536232,-0.019528452103499853,0.08163854035427273,-0.023339212962010268,-0.01671365797525701,-0.045601196151929674,-0.027352357664727624,-0.19102908569596005,
CXCL10,-0.057288817220851086,-0.004930913358578765,0.04101439853184177,0.020230358996078886,0.022388563807910027,-0.003961984088150477,0.0205452969673502,-0.330961311533019,-0.06623404092840761,-0.02811825202036111,-0.012781494730928052,0.04581138343849146,0.07706488495640308,0.08526762665279441,0.0035584147961076115,,0.0132465779969674,0.08118845461944008,
RSPO3,,,0.04418121935288579,,0.06834119196886328,0.19497214528609627,0.0740139892510794,0.22257898850997587,0.04810032906413881,0.03624125141895346,0.06429011425912694,-0.020406856074111437,,,0.006554035828086,0.012267488533141052,-0.017599232923002008,0.12736565274312817,0.06713302511706572
CORT,-0.01967077345244479,0.05429504529869313,0.062066345139978295,0.025498250643708528,0.09999574911354076,0.08071465182764354,0.0349045706076813,0.3332138144473595,0.09577798616417922,0.04890183494076764,0.035741055750779516,-0.04092987693711053,,,0.05551286681638042,0.010359419927496049,,,0.14711572411573054
NCAN,0.03097009508003956,-0.04209858337416748,0.023570132411899727,-0.0626433891578256,-0.060035844740524806,0.24846781791483347,-0.17589212036775292,-0.20496011535571076,0.020484559027387373,0.05471653746504452,-0.04120528534076714,-0.08511154788926999,-0.06316827597760151,0.05792456955491985,0.07949228471161043,0.05955702770088926,-0.03064986457274632,0.279190473167447,0.022605912494826356
PRG4,,-0.06146546567866547,-0.026740083685199013,,0.018177457985790554,-0.012620146738354238,,-0.07604571977196012,-0.027930454853485394,,,-0.023858988128386115,,,-0.02149583199729433,,-0.004937474907679642,-0.0802388030699111,
ZG16B,,,-0.035763515369949705,0.017571781384084977,-0.0008682649624770165,,,0.10193386771973796,0.004220731635967168,,,,,,,,0.2055329696467583,-0.08656460415020509,
TGM2,-0.028168008626473437,-0.07258387261104245,-0.015971481922207945,0.05629585663199816,0.005813405291114239,-0.09104231376925072,0.04552774952853875,-0.09739308211473416,-0.014811955064972218,0.017232984303722464,-0.0003497460988711628,0.1360517263671256,0.029470503888061175,0.13143977226628983,0.011519889081205601,-0.04174240956160083,0.05155076225917329,0.0442180936774206,0.021682065147304974
VEGFC,-0.019670774718983736,0.053560998203410363,0.08381627887959517,-0.0312465751981888,-0.001222069681825987,-0.011516210599929272,-0.028498296985968837,0.01799313974494883,0.11218056794995837,-0.004784842101100036,-0.04275454965423257,-0.02434904840102397,0.07887052930044967,0.0018340891525501855,0.06273088018585694,,-0.049594238305701734,-0.040236298482463705,
WNT6,,-0.05593397144815629,-0.05813067806391888,-0.022504566695792337,0.014516366666923432,0.0943309946615327,0.0051977835594927005,-0.02242214277844425,0.008281340003762253,,,0.026863616871838785,,,0.018344938805376056,,-0.026502312008456395,-0.005207927535964232,
NRG4,,0.0133021601978412,-0.03318322212772426,,0.0016892700880294165,0.0047076249877239336,0.0324063491812046,0.020203106772155307,-0.010692517700723726,0.038450420942096386,0.02077155831343735,0.021011730456689002,,-0.003660094027055963,-0.0316317899826422,,0.02857313514068186,0.10026753984370698,
