,UKF255,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk
BMP1,0.09975005507090419,0.07162454560203749,0.14138409994464315,0.04759877454957283,-0.008497290777771541
NDP,0.11134168919953681,-0.006735062423617352,-0.03387438019290845,-0.048502286842882145,-0.021464131855677047
TNFSF18,,,,,-0.023953089948428947
RTN4,0.06595960109430568,-0.03780252498971741,0.009573193201543798,-0.09144051704452129,0.028632094446178685
HEBP1,-0.004322954550966217,-0.04028432891940418,0.11958508548120277,0.08439946086268818,-0.020544066506231463
WNT7B,0.011394573922084693,0.007827754903948842,0.05630256324621016,0.017317500993412463,0.016545406861632157
PTMA,0.033766446241081154,-0.04815423440607519,-0.06589191059907634,-0.008064118750196912,-0.04707578977814478
CEACAM1,,-0.03475154166820904,-0.00703872741153743,0.030904253965196214,
PDAP1,0.021644854524097312,0.0034701819839844986,-0.019136371894674133,-0.035687769666781076,-0.006899315087524878
QDPR,0.07716985269078112,-0.037763914966947136,-0.007633729975896407,0.045890977459524744,0.014484538602621621
POMC,,-0.004470244851917347,-0.07533732561186517,-0.0063602758726492015,-0.04882114377192227
CCL18,,0.00804786218642439,0.09859472117585359,-0.03545178231678155,
CCL17,,-0.0060479264588697325,0.01932694805381237,,
VEGFD,,,-0.03215911544346616,,
TNFSF13,,-0.03834951714741047,0.07692781455618454,-0.029645419598866077,-0.005345014299137039
WNT5A,0.008018156007902762,0.0281147197841566,0.09746573314335659,0.03656341249877159,-0.03976261073167669
CXCL8,-0.1125984824457733,0.17349323146289586,0.24947740252189682,0.10275439032215641,-0.013235374184892405
GRN,0.08138434689760002,-0.013745449447765888,0.023906103593239768,0.021170335635867385,0.042593657082494
MIA,-0.002871432537411167,-0.007954616004166632,-0.059921445225686744,0.19930635314216308,0.08293318841984636
COL4A4,0.004102815692155806,-0.01617831470071819,-0.05149177218931262,-0.007601644484222415,-0.029123252341369556
TAC1,-0.0247925823640304,,,-0.04554750398776351,0.08324696932251822
RARRES2,-0.10010003228103266,0.13249710538146597,0.18689480958650864,0.029502940579562167,-0.011257512753551946
FGF7,-0.011460360808539708,-0.028058504662689342,-0.0893890334611987,0.05139926552355003,0.04486567175524923
EFNA2,,,-0.030565087042049802,,
HBEGF,0.030275857131345472,0.035607123449612775,0.10733560802278215,0.003767043232492214,0.006880318601581858
CSF3,-0.06211566776202084,0.13147937373480573,0.2726053909346205,-0.0162460142617543,-0.03063432930041343
PI3,-0.049220194735508496,0.13975149377377022,0.23060418519804135,0.10005310654495399,0.011160990833809805
PCSK1N,0.08102876330430463,-0.046635010137784066,-0.1539429300882806,0.030143774965958357,0.001986196365255841
NTS,,0.007501320321450432,-0.03723775842517099,-0.019463172900468704,
SFRP1,,0.04137582844658424,0.0075810798572831725,-0.046884192252600966,-0.010246218634462772
CXCL13,-0.04510332449447872,0.04106027610706889,0.0916561272353671,0.11444122231645634,0.0986338548382162
MICA,-0.0715333727098872,0.05117695263660196,-0.044537350284802144,0.014625811626697497,0.03087291585016213
TG,,-0.03275971540869821,0.021244576821625054,-0.031149479136376942,0.0503133931158152
ADA,0.15864694342269317,-0.011872295015796383,0.005598621122348866,-0.06624884679559528,-0.009431839979392717
LAMC3,0.06207188456433376,-0.062132654363249405,0.015580766172015178,-0.0485020427151966,0.0025090405870080083
CCL7,,0.025033241395495787,,,-0.030457073656506666
NGF,,-0.001187037710601134,0.0260028419553579,0.034889094860259984,0.051708160217483624
TNFSF15,,0.05887527560900839,,0.04247119757670167,0.024990374857749607
HMGB1,0.07403682638813693,-0.0985939731625143,-0.07721561388206483,-0.011268376181707661,-0.016146263617192635
ITGB3BP,0.02215163619783543,0.041109732101145,0.017586962408241626,-0.025129867114845897,0.0436634965889384
AANAT,,0.021714416078002327,0.001775903929401602,,-0.018705283740101806
RELN,-0.06995173271305656,,,-0.02838902058588733,0.013880094545169506
IL15,,-0.019447245522262593,-0.03936429869130156,0.010635936574136667,-0.029112605928100055
UTS2,,0.003116763971602059,,,
BSG,0.04007032132437661,0.11622737657238552,0.15608374866321156,0.07406346247628506,0.005647708294804492
ADAMTS3,,-0.05480405875980215,-0.05971799718140471,-0.05011306890341322,0.04723897232343236
CD34,-0.03825670619334301,-0.016552802002403114,0.02421414282796279,0.05094913880241652,0.04244429795710474
