,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,,,,,,,,,0.1168129528272014,,,-0.028016917184060876,
BMP1,0.0664391932714388,-0.006591825317899787,0.04424604563582021,0.048808514570118526,0.06077044284359042,0.007177537458365679,-0.02608496679195544,0.012007633939864057,0.039831928845074124,0.008168752830901174,0.04848183532958317,0.035051145181142586,0.023878354757787337,0.07739093429541914,-0.033001522878918464,-0.04572759283683866,-0.017719281574024182,-0.07491517449485233,0.03475504681143865,0.1310367652704788,0.07011570253260133
NDP,0.10376305620820836,0.013611704544715933,0.04229592114639261,-0.04140959017813488,0.04389242774932866,0.017352763708134388,-0.007227908876703841,-0.020654208084424825,-0.012735605576786626,0.0509581576069278,0.04341587109181718,-0.06459369955308747,-0.024109967177965718,-0.03795315304190528,0.00886964149465519,0.1010143795701278,0.007658566088014882,0.092015234066067,0.09011302718821934,0.005288059962392507,-0.06222019340355712
TNFSF18,0.06627929530827943,-0.02181210511034524,-0.01824902731396165,6.323340666117763e-05,,,-0.011674764661574738,,,,-0.026346362738134243,,0.19277348815360332,,,,0.11096117819821882,,0.15282238066336043,0.007791543895530023,-0.0328379755553089
IL36G,,,,,,,,,,-0.013349798171543534,,,,,,,,,,,
RTN4,0.008538704449816375,-0.04268901759695815,0.0070964685285575995,0.015778892802191254,-0.014488378372939127,-0.041789410071735235,-0.034650056305449255,-0.03374896331037309,-0.06159611656495005,0.040913585938445046,0.06300451863088823,0.03414386253442754,-0.05749788784848987,0.010043652189503332,-0.05083900470392019,-0.04349371568533784,-0.035164863918572896,0.1016613963142519,-0.13715235319426267,-0.03462644567543452,-0.003953201374984821
HEBP1,0.03725095684741893,0.06341043551638595,-0.027285748828014256,-0.017455867740248224,-0.00859504442135019,0.02166443277525535,0.036161974734741496,0.029276135684000826,0.05692312246554769,-0.02372376814116923,-0.022153401582276,-0.0021052935699521244,-0.07397324291070191,0.013751276810640221,0.09608370600895734,0.019224062776041415,0.008407120449616626,-0.014319623760988998,0.04606044115475089,0.0007228213907045892,-0.011808388059270829
WNT7B,0.02762760773618182,-0.026480198757346605,-0.03779635844141419,0.09435267874461982,-0.018408237294514778,-0.051337366293589745,-0.015147342328077087,-0.02098273011685172,,0.07896028204485851,-0.029004773827152334,0.09655102296758872,,0.025498427636994715,-0.022252823079817335,0.08329846161466012,-0.017682726329225292,-0.029625320377224297,-0.03642674664756949,0.056520536432248115,0.04270738615670759
PTMA,0.02177423738803996,-0.04369127440387196,0.06371614476055742,0.0002734315598862683,0.01486205297808262,0.01193885317220049,0.009859328897959492,1.2952071834209044e-05,0.1066578653251383,-0.03835369655315512,0.003318074719192059,-0.04343005812815054,0.01194164887852008,-0.04252363905008407,-0.0060795253819724724,-0.004582576392023983,-0.007795326232632796,-0.01984307988906668,0.026525925575872973,0.06569508017132826,0.07178828482041245
FASLG,-0.025605759154967475,,,,,,,,,,,,,,,,,,,0.09747445790903617,
CEACAM1,0.04150509876641311,,-0.024380319361145743,-0.027977865317424817,-0.040870573581901465,-0.016011000398063958,0.04349914524013267,,,,,-0.050719845389682355,0.12207339372678042,0.0065334460788919555,0.033479681689517905,-0.030248239878288636,-0.0017180005287741535,-0.02629264339481325,,-0.03380857688609695,
PDAP1,-0.005895762370195015,0.04045005763606781,-0.057192196474847926,0.06890055966849339,0.011880838356598951,0.0038639782109694413,-0.026897086864787954,-0.035731687847839075,0.007729892054396832,-0.0200714020263425,0.04147234290851544,-0.08429566943333809,0.045404526965423894,-0.06567341726475835,-0.09929570360912983,-0.003045562130863002,-0.004420234827829989,0.004429703905533548,0.05792323582217969,-0.07610026703011077,0.025420308960368402
QDPR,0.08182450708216163,0.03557797054256186,-0.0299811920263589,0.044498093381323725,-0.07450066272305461,0.06253537022757522,0.060199473628588566,0.07769070200232024,0.05042993257946782,0.02544576257392181,0.021008911068153512,-0.03059471812092809,0.022159808692614337,-0.05884519503379928,0.04044249204091221,0.031792528791683025,-0.04246568193139352,0.010172897549797564,-0.012233536858976808,-0.05355530019904206,-0.021813290192760213
POMC,0.06533112590462041,-0.04118489459827812,0.04454213426287731,0.07219230984332087,-0.0009189218060447524,0.06345130243596954,-0.013546473694648937,0.028100561792110568,-0.006108262721857508,-0.016857654636107337,-0.01058248274344041,-0.001963313716797634,0.12284601526067823,0.07523140349022393,0.06310758768575582,0.030585475088757207,0.07244992405571891,0.07795846080315906,,-0.027535586882354593,0.06822276454237838
