,UKF243,UKF248,UKF251,UKF259,UKF269,UKF275,UKF296,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
CXCL8,-0.0032115547298062585,-0.07379783767276481,-0.01616840507579756,0.07543136443683911,0.039491011433920385,0.018215373178168858,-0.015365278340961819,-0.0285483672950396,0.09835161638676333,-0.15469190443189348,-0.11495426690648548,-0.03766425605193525,-0.0601725810533549,0.04763890711649053,-0.0010783346570688629
GRN,0.012701664707010086,0.014731073720478077,0.04044658546967731,-0.01614479986997141,0.1019056202179526,0.019855402557936965,-0.02826728564952369,-0.08424292521514784,0.11953387869766818,0.0007357445904555015,0.0013274571711662556,0.008868200440360446,-0.0400273118108079,-0.005257976889372367,-0.03984131956846554
MIA,-0.042998380514692854,0.04637054952340542,-0.015356641381203982,-0.0015282835562199322,0.13256640882356824,-0.009672494952616306,0.07158777236027161,-0.020706854865478772,0.0712071820305047,0.11549209585067202,0.14725178557861685,0.005023260602980266,0.010441070729787357,0.04879116615030426,-0.014948248201758278
COL4A4,0.036891712856848474,-0.0038657807814700147,-0.02582529688076796,0.026248363277895547,-0.02038672072395797,-0.020680813611659937,0.04359726892468042,0.014087241692175083,0.02132894626975922,-0.013824070773371132,0.04367677500762695,0.012829677181516182,-0.0010915399941313821,0.011684624646313688,-0.001606411252386101
TAC1,-0.018373773774649667,-0.014219970950013426,0.0421455532595268,0.01884932733021251,-0.08329005612745372,-0.09259967754560994,-0.05561608003944159,0.10886428824889516,,,,,-0.0298488058933827,0.06416852895702517,-0.031748108706432444
RARRES2,-0.00720178052328817,-0.003301366924184965,0.04094683071292495,0.006717804669434739,0.14950598590304373,-0.030179809589739655,-0.04561912370319927,0.06616124985517369,-0.0484163649446112,-0.06149682596960032,-0.012350037147310948,-0.0691181655241159,-0.03440417647736985,0.09193250676447905,-0.033663710509499664
FGF7,0.013072513719077848,,-0.019489737278893353,0.06523803612199147,-0.03718065960960539,0.018786848365608275,-0.003105108466177155,0.017562991564470616,0.01654738462573705,0.04549276822285016,0.052351124198854564,-0.006466292440739633,0.03085506273499316,0.10190716447637706,0.07960160471722043
EFNA2,,,,,,,,,,,0.05618940052771213,,,,
HBEGF,-0.002824927906618246,0.01164335020309866,0.02360178617266305,0.015446140170805913,0.010576983151761246,0.08391246250958359,0.006650008159500703,-0.004928862071012759,-0.024607351281104244,0.002985260221890246,-0.05017497275634251,0.024506486344347562,-0.02262400067716411,-0.025746566542868263,0.07060900557625006
CSF3,-0.034418158177790134,,,0.04519230903469092,0.05392077081833851,,,,,-0.06803449892302904,-0.056451942480264694,,0.021948598701096948,-0.0011432181072059365,-0.03059091051410376
PI3,-0.05694430305565922,-0.024606814610565488,,0.011150140070593931,-0.007432171402601681,,,,,-0.10247366170890561,-0.1758887792087765,-0.022540029434643855,-0.003298970207423125,-0.02540496732613478,0.011698966375988737
PCSK1N,-0.00851774337913437,0.020331960683571664,-0.025679976202029626,-0.10098627602852346,-0.046576043650147676,0.04215925314366947,-0.005201073594208744,0.03697703204448742,-0.007122600653734448,-0.04071340503024564,-0.01271798299770976,0.01888405249085909,0.03445624147997985,0.09931540065083884,-0.029841505657907413
NTS,,,,,0.0019287775050110042,0.022284338255710447,-0.018923365801900745,,,-0.011477557971075901,0.008688917992384184,,0.016183506583952026,0.010580051789206799,
SFRP1,-0.016550483210371995,-0.04077948454417025,-0.027749802406423503,-0.02047455435298367,0.02559735624518881,-0.029042442644546716,0.06465857234449329,0.03399094612997808,0.00856314578611226,0.04823034213640494,0.04012355723912827,-0.007134841375547969,0.05479178531480933,-0.003130157225121489,-0.0075291998092632964
CXCL13,,,0.019047135255788984,,,,,,,0.020465296318102313,-0.0009276193754085421,,-0.021946971725559577,,0.09004309689237293
MICA,0.016494233603423582,0.011459735773279892,-0.043152125668709844,0.05849479398715672,0.04673675687145683,-0.015253312840062329,0.023762501654777737,-0.010420105214198816,0.06173870773478428,0.034714072001635884,0.14671465376487747,0.004736745831232236,0.037897793365277724,0.01948496703395973,0.04860375072100256
TG,0.13756310492975643,0.024133145204671858,-0.016393588464401067,0.056286322796388684,0.032202489550266375,0.07961845056881098,0.019154587332309292,-0.021191539992553916,0.0067186996386630485,0.015152613213698811,0.02831192330879762,,0.016284847090038312,0.03374964008143432,0.013942203731637064
ADA,0.08152191455589371,0.025212733502312266,-0.03386697108094907,0.01464772112375741,0.12021981498166222,0.0415488966024351,0.01744316739035983,-0.0569124806971307,0.0072040946393909615,0.05617031353188594,0.026112792762898802,0.0091877777821971,-0.005618894198597059,0.033150848216869304,0.05737275849933701
LAMC3,-0.06745538891857958,0.013076052064318684,-0.029152189134754324,0.002668043660903874,0.09768671064505247,0.02114361433545409,0.01744058915451302,-0.013104052781226038,0.05861933513862557,0.05960430117276403,0.028623668968059356,0.014927270046809828,-0.05572333516571679,-0.042646925606145226,0.014524969085213979
CCL7,,-0.014877742917573442,,-0.01597485793429131,,,,,,-0.04064840545244107,,,,0.017332918200327143,-0.042092861026264604
NGF,0.012897544662743853,0.0020050068120038,,0.16123287953513452,,,,,0.143629884642688,0.1360028834974889,-0.023227057615860157,,-0.06550250830935156,0.0381504325350093,0.07934622210911765
TNFSF15,0.03558148857646028,,,0.04692599049284606,,,,,-0.03161975635852922,0.05315558674975119,,,0.009042881756732114,-0.037215430614091875,0.09161907326425396
HMGB1,-0.014086730456000635,0.0803171481330927,-0.03484466474251001,0.000597731152885482,0.046905837877032494,-0.005866899568146059,-0.011648280091706133,0.05287149227393554,0.0025133008644301026,0.05305429935844518,-0.034183500995115496,-0.0042783971469623865,-0.07595908981009825,-0.07136453691230875,0.09480085266591515
ITGB3BP,0.0282742606701994,0.030113202543096337,-0.03974424815810759,0.04183396703175442,0.006092555888783125,0.05957735452647244,0.00583250967796534,0.04057997826116368,0.019982635966258884,-0.05967161348037077,0.004086121786321197,0.037542858510808665,-0.0031388391870125175,0.003926538207418057,-0.028732291901297044
AANAT,0.021302749983721198,-0.02158534148284614,,-0.016185977329284285,-0.019455603525549984,-0.017946939925334672,0.041004515681740315,-0.01892393720650028,,-0.023711762274386476,-0.04760984906723074,0.04551029440634851,,0.05780887503095899,-0.035598979412547326
RELN,-0.04774980332811058,0.01230496081439492,-0.03847037295788829,0.015130258598871354,-0.05708884513502461,-0.01763788279782091,0.04149324441555985,0.02829094097310085,-0.005931109201078234,,,-0.041036590358260225,0.09098478343307279,,0.06243460870345393
IL15,-0.0009346092530612808,-0.03938214849856983,-0.020885180896364035,-0.00023869455421467474,0.03208126413923145,0.0020499102708576885,0.011403838040149614,-0.017551077108879362,0.023131794647537327,-0.005687279683391167,0.013805076466068659,0.06692934055856622,0.04172151618248204,0.03192877242355244,0.09706485449694639
UTS2,,,,,0.029451770366877315,,,,,-0.030367203025702533,,,,,
BSG,0.036651978776554066,0.061574606156106056,-0.031125169500168,-0.0021102741498936696,-0.04841432564215047,0.07073287353483827,0.03342465362071578,-0.03147878406667511,0.015183347689670536,-0.04434337042239928,0.0423580565597766,0.03397157164088664,0.03140998376731493,0.12623483003555233,0.1373277341654325
ADAMTS3,-0.018350907036990657,0.02234753366547644,-0.028804723493437566,0.062324782923874056,0.1737539992320848,0.008871973750654866,0.0547503794755584,-0.029164225679215304,,0.05161331462700755,0.03461851977308767,0.0020150620833945406,-0.0003980719571244679,0.06572442420882399,0.15200638247315143
CD34,-0.002354147756067215,0.036055803264835935,-0.0311260317587449,0.008905260180888296,0.08170867903587657,-0.0009055636096849078,0.01603089031725637,-0.0035478621295275395,0.0632636837569758,0.04691842999469606,0.09070920245788756,-0.027255955990952117,-0.002725559926415744,-0.002095799753342483,0.06299043775235474
CCL23,,,,,-0.022137388438290318,,,,,,,,,,
PLAT,-0.014285452222100651,0.018240014992766295,0.04703384125663092,0.004514123212708492,0.09053617399333982,0.07896842636290909,-0.001595177556390535,-0.0325615970343468,0.05190006021409412,0.09461835759018132,0.08406900955143928,0.030182463391848626,0.0025542609082725458,0.0399233778269149,0.09902777666167839
NTF3,,,,,,,-0.03029116092153814,,,0.04098107507102629,0.05865914229421905,,0.04392567442338786,,
LTA,,,-0.012055896485738049,0.007216510723721975,,0.09658124155243898,,0.002353074965149477,,,,,,0.06590328794467658,
CKLF,0.09871382313164276,0.029740410631058815,-0.013946091789894059,-0.0187520054840033,0.08621998239128253,0.038189377672998084,0.009409709025031956,-0.020802763088005327,0.11743615203504966,0.08351074281843085,0.06767012160162926,-0.005599398864068288,-0.03489579539852883,0.07170474787406045,0.037322033034069835
CD24,-0.05756289090345241,0.03670023936208303,0.013905362794350095,0.049486048941072024,0.03744065928737081,-0.043637668335755345,0.03030237206358762,0.027363899968138646,-0.09430785038879842,0.06502123667671382,-0.047712877381864915,-0.052689201497167104,0.07552800575207877,0.15911547578344315,-0.024139140880334836
HSP90AA1,-0.027351981011673195,0.004588815020504418,-0.005426940436983509,-0.03792274741126781,-0.1192551658621566,0.035073035218159014,-0.0221762062377948,0.047225655676499945,-0.0013930887380841465,-0.18077895529514706,-0.1698741936407588,-0.012948902086941704,-0.003809702984128196,-0.10295344102233,-0.09460792141980834
BMP4,-0.0411280489927357,-0.007124575553915173,0.1647497210393617,0.09166013523411422,-0.005096151964771356,-0.03755639111555016,0.013812193488643657,-0.01495533229577376,-0.020668710253884177,0.0717233352926843,-0.022821417775501,-0.013109438733836395,-0.0015315670889267956,-0.016364708954853688,-0.03899046127151446
SCGB3A1,,0.029838357047099875,,,,,-0.015828447681520696,0.09835392758647364,0.07101721712111685,0.10468561071882242,0.02164952929179308,,0.07768924686089636,0.056695075133545575,0.03246692518520018
IGFBP4,-0.07991826766779793,0.010689923059670262,-0.028232775956578696,0.005983999408831196,0.12034310869824463,0.02084249586548134,-0.021175838696392505,0.03853931328646726,0.0445717656700317,0.06858990025015343,-0.07928043332108602,0.025615037239048257,-0.03389945558779849,-0.025771554221605833,0.027803324187501838
RSPO4,0.0021651732078246393,,-0.01948973357876797,-0.03133989112127011,,0.06115705011744511,-0.015828445366252157,-0.024346110053480863,0.03973113605950303,,,,0.03659418943809551,0.01991560486733316,0.09009179817981053
LEFTY2,0.015078281611040677,0.02587396635194305,0.041346298031245614,0.04940518498976586,0.07678989604525344,0.0504035251092042,-0.017356083930235727,-0.021666611361436487,,-0.009662827932376553,-0.020600075913742362,-0.03505968399557931,-0.012185808323299551,0.041472208550352975,0.066949934321723
PF4,,0.0722237499722253,-0.010966476421490042,-0.013937748824201616,,,,,,,-0.01978607379477485,,,-0.06433339356565645,-0.04422363682086917
ANGPTL2,-0.01996529122645658,-0.02812575901732547,0.04540793205488105,-0.051132018080585116,0.08692117089401548,-0.004958633445796434,0.028855015549465228,-0.02485739250842472,0.05886085542110212,0.08415373999774255,0.08861116303243867,0.019192184459559468,0.06267440828691775,0.0317158939951814,0.1130936415735497
LRIG2,-0.034291431817450695,-0.04728532959822066,-0.04864022368945095,-0.003243896620404098,0.0683874130804682,0.0027605419108417866,0.029610624943385053,0.05330340302651655,0.004586416900410169,0.021228442654963278,0.043552587520729914,0.023944408690077735,0.04297973446757807,0.0675533213873772,0.04496423262366198
ICOSLG,-0.02495866804841124,0.025480751375272344,-0.008654939336486893,0.020971598309028876,0.08973288307033132,0.046395305893217165,-0.020501237804731794,-0.012528395272383985,0.04707276767725739,-0.024285583223981586,0.054867365666732115,0.004241481857557018,0.035008160900197004,0.05095652310090833,0.06975783514476827
WIF1,-0.02460118403563484,-0.0026479435017853483,,,-0.07528003283236788,-0.015513197131096751,-0.029785856974658236,0.0690013609468634,,,,,-0.030803341100287367,,-0.016576994286484393
NPPC,-0.03185217120812111,-0.020310112564866797,,-0.021620885564753615,-0.03766998144050756,-0.01120278072416758,-0.021997665502337407,0.001651054108910729,-0.07817176992125689,-0.0004578340652617737,0.030988569481711272,0.10097755504688936,-0.021331457607768476,,0.05357041416661404
LYZ,-0.04842377122217345,-0.04730625735459383,0.023789663663253482,0.05185383920139591,0.09121268719200368,0.04883147019919806,-0.002391808636308029,-0.02242629784957179,0.0467374332612268,0.031034223892910245,0.07919740548393611,-0.005144301157743764,0.023024761209282606,-0.024199229439936562,-0.010252272408043259
EREG,,,,,,,,,,0.003923434491140006,0.046761328996469835,,-0.0025302672061194137,-0.04036800207330627,-0.055526727614399855
SPTAN1,0.01899815854822027,0.05150881260642491,-0.03453313494341654,-0.05573835386649908,-0.006105548193203753,0.004245746587652067,-0.027935983848329474,0.016480685273968596,0.017597708494013452,0.001081510464147797,0.05541919345641982,-0.02772683224151407,0.019021392967326353,-0.04636313790585484,-0.10472773894839393
PTH2,,,,,,,,,,,,,-0.0005041862589385738,,
LIPC,0.06821203851600868,-0.01889437720633371,0.06443938955876523,-0.025047172683725364,0.0772429682228786,0.019903677978758645,,-0.027571104258982973,0.031018312917964124,,,0.029658862067382722,,0.033663149122948946,0.045923206527496124
COL8A1,0.04148051052059134,-0.018511807550200616,-0.0006220951957744627,0.03205331657324438,-0.03427641692777643,0.003808115392586691,0.010023722100388469,-0.06290211743777176,0.020296588256342722,0.08840304421007589,0.052528919889246045,0.059042720766921394,0.04967862259240962,0.08203549899892566,0.10615469003715317
GSTM2,0.03692244948102302,0.014142737419105997,0.07533470451088473,0.050823232318244566,-0.04178736058826398,-0.02863177207902543,-0.008515915291862755,0.05489304377358757,-0.011258939405812192,0.03509477001578628,-0.007267174860492173,0.02439234020990044,0.04426883830265858,0.028108482820420302,0.047165031031542626
SPX,0.030606507962227615,0.013036089731582306,-0.039509489316435595,0.04564803193883165,-0.05086220858726152,-0.053037913457572534,-0.0035573557975676472,0.04560262109071432,,0.08753223935075985,0.061152806700152815,0.008178341537384556,0.020168431688091328,-0.035382035808328056,-0.10100790486059114
MFGE8,-0.029604888259413622,-0.05053613663337998,-0.05582069762140708,0.06762397665398946,0.02152552934805671,0.01876284941343502,0.007509030521168041,-0.046295790652957754,0.06754966229038835,-0.04370269685088303,0.04459786707057131,0.10047469458884287,0.020518957903029277,-0.011010612550208305,0.03796756934189178
TGFA,0.024058148888073113,0.027495694057754594,-0.0106207327584106,0.002991538579892304,0.07121463023891246,0.08378067351525087,-0.005743421298132933,-0.024815060319516122,-0.0017542713462473584,-0.017434884526980644,0.07268800561384761,-0.027803085528422315,0.030094210219358226,0.07432147304855667,0.023679276518859118
SLIT2,-0.016647121527767858,-0.05138734742965236,-0.028594745705982517,0.014899353333220825,-0.009742848499873762,-0.010260701929873143,0.06293759031656454,0.09333776411915742,0.08839228488226393,0.03426324211495164,-0.008546493697323816,-0.022356389930197083,0.05572986321542101,0.03200689261507536,0.05041242198660842
PLTP,0.09891537759577128,0.016953361610652796,0.03703868190023123,-0.053819275095602165,0.17860336875480104,-0.016228003127514705,0.030565633472485552,0.0057902956394677236,0.03662984913582807,0.0795790371455639,0.02660800184118718,0.024210595565524216,-0.046783547620091966,-0.029891208917475716,0.009761428119119541
APOD,0.012392749215667888,0.051340723662589904,-0.015152956822784473,-0.06593084095785146,0.016438656055681164,-0.033603086269358255,0.05351714519293303,-0.013008865719027377,-0.010094047745094382,0.11468564716791546,0.16043174356688744,-0.0035836598580175722,-0.055833523471190784,-0.047534763145979264,-0.16277225058948142
B2M,-0.009699686398899841,-0.05651539326054552,0.008145188958380335,0.04168275701416673,0.16186787652373014,-0.023148946363018185,-0.008393006796275733,-0.08210229844810824,0.0526407647150438,0.10409156393098522,0.08198745009132626,-0.012153250001798222,-0.0636148363071869,-0.07153548708665573,0.029127643784697777
OMG,-0.02997548399681267,0.005944569047813889,0.009708571515991174,-0.07467893680353865,-0.06736113307865665,-0.04984607869618651,0.003571936765380252,-0.0047732629944121,-0.10542765093520538,0.10536667330379812,0.08836915843808199,-0.026744312172209146,-0.0066457016367148375,0.051307376219005024,-0.024212436448152956
CXCL3,-0.05997089636639131,-0.038111991931680224,0.007873126149349602,0.10215455405026248,0.022625586538670996,0.05085402776666531,-0.01693309077753402,-0.012639955339856016,,-0.04958843918191429,0.009902845618796598,-0.001868644255029745,-0.04161410524696762,0.01781749770854714,0.002311329456017798
CXCL10,-0.002098009144968612,-0.009193712976729858,0.017617938010923248,0.026014719452458736,0.1505633992545226,-0.007406021306151836,0.08661032938859459,-0.003256461047607607,0.0053348477170294135,0.028334871891982284,-0.032955445453772936,-0.014650283491971214,0.01645265043040241,-0.014724864404991234,0.01124402563579902
RSPO3,,-0.020209521365776355,,-0.01618597613332382,-0.03194713261018911,-0.030362910971026374,-0.041118685123022546,-0.013208509718873733,,0.01560029649853303,0.05858890780169832,,0.009282657632609702,0.008273809409425641,-0.017316120024913423
CORT,0.02458994980061866,0.051110291431861306,0.04758569816974288,0.05048446360332258,-0.0417611873330502,-0.05202146929898455,-0.009549945902762999,-0.004750414935649217,,0.057063905121094306,0.05172797422415226,,0.049324760373691934,,
NCAN,0.004081998779147439,0.004643557061525827,0.002697259746913991,-0.1176403575749416,0.05172276500198865,0.0451755140711073,0.0008583762939085533,0.0017326959195283866,0.10581419608605457,0.13015118142064871,0.1268959092255529,0.023095607480252005,0.06937725644179431,0.02332133302482921,-0.03538425521444332
PRG4,0.03180732869637332,0.06811099344405533,,-0.015974860423735783,0.0303509311568147,-0.0040489993228981554,,0.006159981876329378,,-0.0047976313601811715,-0.02448047235931393,,0.012890002946511759,0.03926556820679184,0.00721211222639629
ZG16B,,0.012224000025863262,0.03549568306511828,0.0622327989304707,0.02058223109134305,-0.013734321640586652,,,,,,,,-0.002118167551810434,-0.026667742732669482
TGM2,-0.02039357883468548,-0.03851168676782364,0.012739694657723585,0.04916957910800217,0.061969475845017635,0.01965118459369293,0.008832236001121428,0.01969527001311955,0.07652842642201002,0.019709898824155542,-0.026207114804476555,-0.01773117222720806,-0.02818146941711043,-0.0059642064471324375,-0.028925555865058062
VEGFC,-0.03714287953042296,0.023656706674549697,-0.016944649842847073,0.03475046711197023,0.027642238111630916,-0.02139688398644916,0.013991893382505994,0.07114912875621965,0.024204027043377697,-0.010851486270458784,0.0033043249153320545,-0.03047984104338111,-0.036523671675879756,-0.01031555074223591,0.031909344878949544
WNT6,-0.047107066428664725,-0.024004909295293024,-0.012203961557595048,0.05844206627407803,0.0004886311956744838,-0.012591869621146862,,-0.013754642967063394,,0.03745182794973137,0.025818758131153377,,-0.009024166527859706,0.0783079861421742,-0.0491861386252338
NRG4,0.001334841305468396,-0.01370292354797076,,0.010314309208351309,0.035172467050259636,0.015861946800509227,-0.01130010041503667,0.019291596219696113,-0.008284852421550734,,,0.03853331537133889,0.045193954029624665,-0.008787586477378255,0.022907377743969427
PMCH,,-0.015793356824568783,,-0.02693897343804289,,0.00788172880927708,,,,0.09163387862756496,-0.028677915788064282,,-0.02519362339861197,-0.035846185718757126,0.0029370431833847487
COL9A1,-0.0546905447649259,0.01110377979637946,0.01189513990533391,0.09218114407972018,0.06559392017923503,-0.0073730707063871265,-0.008097133724032687,-0.02095043991542868,0.05419436842879635,0.12116984056099517,0.1149414780864464,-0.014503137321029558,0.004444435025680547,0.12853943820527827,0.01456923316877021
GDF11,-0.030926447067939938,-0.03082935806400123,-0.05186170073210701,-0.03432099074338065,0.0731619790528968,0.023678975628576387,-0.012244698207479166,-0.009919095321156673,-0.011811317469276262,0.04527064888538999,0.025115861877003067,-0.0976643362607766,0.03686895178555611,0.09771596673978869,0.027810209056255145
RAET1E,,,,,,,,,,,,,,-0.014544541390984921,
IL24,,,,,,,,,,-0.03080444222389007,-0.00470011255790582,,,,0.09425241893154429
SORBS1,0.006578344332334219,-0.0056355252634936554,-0.029866011397573996,-0.018962566199010485,-0.06804794142465093,-0.007934151551615535,0.029056290344486906,-0.0333317330185032,0.06571505086328042,-0.00916133962668684,0.05390091449912598,-0.0019541635486087687,0.03539262989428918,0.08371226652743045,0.003949479755584026
DLL1,0.034272896599460964,-0.011406099966767594,-0.014817557992914948,-0.042990781239269665,0.04564134125318122,-0.02523611795113389,0.038333559101810584,0.020580239233295137,0.05621745808941021,0.09368175510370999,0.11445691941781598,0.013291827218579457,0.08906031306076702,0.01786507709833314,0.008287044219585695
TLN1,-0.017229585447858,-0.009571304876313365,0.022012600352111996,0.007974018114112504,0.06072999399959815,0.06571512928004143,0.0253167036268338,-0.01248533887351527,0.02836839422377048,-0.06260637203710948,0.0008301558306982066,0.00505693826999042,-0.05813456162782973,-0.0006779996275731371,0.04367433282040541
COL2A1,-0.03593315638350282,0.032993882026314425,,,0.004843916306428477,,,-0.012832149690911726,,-0.01678316832010128,-0.07256946386897072,,-0.053074426465761895,0.09333054030690059,0.0017273806650602282
SHH,,,,0.018250090329570888,0.03824811945244277,0.08110548235176862,-0.01817388082198639,0.20818429955351908,,-0.044286074781498014,-0.005535526610707835,-0.033694621201932035,-0.010328645782131959,0.0969496846919544,0.0888142865729821
PON2,0.03410229355019242,0.07307091065852934,-0.06514193272662405,-0.11463016566638294,0.11895949893602907,0.02972338088876328,-0.03904054239222224,-0.027097345135997347,-0.04750891780879226,0.046815041152446425,0.11233164894719683,0.015776729461598117,0.02731263028707137,0.050260045096519886,0.0871871656488646
ICAM5,0.02637725753629146,0.0492607912717419,-0.015709239336206302,0.01843682856411663,-0.04991603128859231,-0.02551640971794955,-0.027412532454925188,-0.023917553580788696,,-0.011046279092913475,0.013506072353228336,,-0.024001749565685713,0.027561309338062907,-0.013785471943985045
HPX,-0.00542022040947782,-0.0003571677438048143,,-0.017866443264198593,0.048189909850369264,0.023449073417627714,0.056427560677793885,-0.03112920082076288,-0.046573993271135684,0.030983909826842244,0.06077867873864109,0.0952677895092991,-0.01874229791695033,0.06077129987661733,0.004817005541267275
SFRP2,0.08237891030066963,0.04947994881297684,,-0.01890617372891075,0.01713247611448719,-0.02246335877485053,-0.010285128211708279,-0.009384919894580658,,0.06570319137476574,0.04366963829970198,-0.040126426034270496,0.006871373845025239,0.008496435521614991,0.07388255233744113
CFC1,,,,,,-0.017284774556355662,,,,,,,,,0.019101249061352236
CD70,,0.015528167076729424,,0.07877555027326802,,-0.03224215650443857,,,-0.03885468904768789,-0.01467292513654881,0.02275301673297714,,0.007200695959990517,0.03845283657004878,0.0053107586560733845
HP,0.014678016919594647,0.016866504224234895,,-0.009865192013321413,0.016214694200934108,0.008314848247232456,0.011620598478432408,0.00965495537640158,0.0690565534855013,0.053359475066577025,0.028985696841212535,-0.031346009517953084,-0.043192850804268886,0.014026401302099934,0.05699158390436741
CXCL2,-0.04715867298458343,0.05156767678822022,-0.03097898349640902,0.0010892986423899074,0.019699295075067777,-0.003607332090574859,-0.021997663780732188,-0.009828078747119828,-0.03526992542420176,-0.06399102372523291,-0.01840273317865815,0.03211749043489977,0.03969824501083886,0.048315934977004836,0.10302543107166248
NPPB,,-0.019193726380889536,,0.08270899747177383,,-0.015135251550647552,,-0.01576012809980144,,0.0639916935996904,-0.024197059427024593,,0.04219932392845809,0.028129139364602047,
CCK,0.005857664309122203,0.08105169351974503,0.012795634388732506,-0.03608171391035308,-0.07863677739719499,-0.07056949622802128,0.0018902689387211731,0.05103445761143265,,0.07070347024708727,0.09803001414502052,-0.03309879238558998,0.038041757472479794,-0.04492262256869768,-0.11763815236180752
