,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF313,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
TNFSF15,-0.02364753764386858,,,,-0.018657496341746526,0.02122994431233769,0.01693640458852268,0.0848001354225021,0.012365303002699333,0.06530413871991937,,0.013737614869194082,0.08887115470136848,0.14794167147210568
HMGB1,0.036016831944548675,-0.10277698824527741,0.06601366968620474,0.13772520086571646,-0.05558545183277213,-0.008197910639125195,0.0032164763908810352,0.052865166403750864,-0.009627093806654243,-0.05341367191701173,0.05337008205730711,0.11337331645575491,-0.046540475805210965,-0.052834405321007666
ITGB3BP,0.01696178313902574,0.0020561037849572525,0.0739118055871275,-0.0034450816297983125,0.10000886833165736,-0.021447186874643216,0.027620907415621444,-0.0877934946598137,0.034062093114221634,0.01094347279004286,0.0011265012382280929,-0.00941808020613607,0.01808465642241831,0.02989670276727322
AANAT,-0.0004624195681966648,0.04976228983601264,,,-0.01697641531512282,-0.006902230366151959,,,-0.022267857168643386,-0.027294888846717345,0.05707365303349423,,-0.018699640509324846,-0.026674500356186494
RELN,0.07922814309622181,-0.06724090556802682,-0.0034308289167843176,-0.03428323843812613,-0.029467255203018548,-0.000287006275152393,,0.015123696194725663,,,,0.0066603425428411675,,-0.07297600105539043
IL15,0.003455471936514683,0.08660647296713289,-0.005718616214666148,,0.07668749592123315,0.09543389212733472,0.004398672672912465,0.020083315636810834,0.0030201633995893726,-0.010044902112628656,0.10943014866919078,0.0077362187961418525,0.11701495940165704,0.09382373977006037
UTS2,,,,,,,,,,0.05047638189024565,,,,
BSG,0.01868943631702829,-0.0770266830390671,0.0011906384953442068,-0.014072485561167613,0.014012975373762471,-0.034245978949221455,0.06994631307688802,0.04495047493489186,0.003691814977645376,0.15534753038914353,-0.011186155902348081,0.030078901395588564,0.028693265499927317,0.1272423373532635
ADAMTS3,-0.03306380504849818,-0.025423670398750445,-0.0022138174502097704,,0.09217828335554784,0.03457072536553702,0.021926826649889805,,0.025871815418973713,0.09392883977836397,0.11589777252213032,0.006067123854015552,0.04302946683008396,-0.010675393479955232
CD34,0.06854637933610844,-0.014312833405651704,0.02369667718229244,0.11960455114871897,0.004956251658356125,0.026637325803676316,-0.017355146744789798,0.04104614329108724,0.08531766193255975,0.0604738474477793,0.08321915837210511,0.04233868235778488,0.059780968934599416,-0.034647162682890656
PLAT,0.0439794928937633,-0.07167886154506697,-0.019374790993593682,0.14673727525270736,0.02005965419235128,0.016676062290250395,-0.02680272973521826,0.04570193727926906,0.11067597595556121,0.15901142939742216,0.21952031605256944,0.11052681998445693,-0.01815541552251232,0.017358433979395554
NTF3,,,,,,,0.056345255974794374,,,0.03924925862655666,0.1389892009958619,-0.01567854731573843,,
LTA,,,-0.036078870282100356,,0.005741943435447416,,,,,,,,-0.025166898022091776,
CKLF,0.050578805126192616,-0.05667238140671773,0.04099337515617928,0.03764227691124205,-0.058965579069576814,0.02157696960696545,0.049247720723435306,0.03190833736663024,0.13311064272406858,0.06561509870597924,0.2018820437830755,0.04895255444755779,0.07275659235961048,0.023673256396717513
APELA,,,,,,,-0.0037643788354941466,,,,,,,
CD24,-0.023956361671020887,-0.05680290702971242,-0.013143238442869874,0.027501756744685427,0.04755656031091844,-0.05174960538417806,-0.07244596285242558,-0.06032545723653951,0.05340501974790314,0.042799023342596325,0.06819505965026645,-0.0442476498146853,0.045803776649500416,-0.008874822699435465
HSP90AA1,-0.050947188330814394,0.05666489036237214,-0.002177712574432344,-0.09181928901213722,-0.025455772990243482,-0.0021732819358815368,-0.10184488455263314,-0.07873287292695538,-0.09534965857952961,-0.1267679834746338,-0.2738279052425666,0.04089282969683761,-0.060731492001456326,-0.04129990782014078
BMP4,-0.04136935563261782,-0.014749509334860963,-0.003782308224044793,0.03947851132397049,-0.017322578878300885,0.06318950671888623,-0.008680613854033566,-0.058138798504162995,-0.07758589317775545,-0.004871955878258175,0.008431701937506027,0.08136076018738023,0.032873345214286136,-0.0027700758786572658
SCGB3A1,,0.06562803279970668,,-0.024765392268381415,,-0.03693762816016854,-0.04252517521447667,-0.05957827196668198,,0.05163067490159086,0.06868966258388227,0.017090086683543542,0.05368543723461313,0.023542868695282826
IGFBP4,0.05545096988638796,0.005149681413714206,-0.02039266197587643,0.08498487707648092,0.01665630984177505,-0.021072345472335906,-0.05584542432094437,0.08113571398825957,0.061573593041112734,0.059053276788082316,0.03730547424494441,0.15472394876446938,0.03951886128063748,0.01481783468866621
RSPO4,0.0017793817660323522,,-2.1587774593797542e-05,,-0.032870366538993376,-0.00753936623588852,,0.032458242412246874,,,,0.06060786625131131,0.01603661159831931,0.025776197535588935
LEFTY2,-0.008587250385166867,0.04019028489936896,0.04206485314493765,0.11838873632000452,-0.008490041933129598,0.013059510207305931,0.045910529807550005,,0.1190886356744458,-0.002958806439378375,0.05776110040415515,-0.06446619880570234,0.08620091303388233,-0.011535765376563877
PF4,,0.014441896578244755,0.009521912195969333,,0.1218692269126155,,,,,,-0.015082781138056032,,0.042305125614046604,-0.026348581276719685
ANGPTL2,0.017299465457290757,-0.057222586091795605,0.0016856677378795208,0.09794999489987412,-0.013516584455296219,0.026470845521823865,0.012881650607874951,0.11234603717121237,0.003672211742007209,0.081444059628581,0.19137453503135549,-0.015587693813576156,0.03850524009526531,0.05282032166707871
LRIG2,0.03543467369973308,0.07031917859153804,-0.014811569246236276,0.027225621392127922,0.02331005427655881,-0.049130237872520056,-0.003487502060736451,0.019664263609425088,0.07976637854215872,0.006726107892603229,0.096482261949282,0.019009958686501353,0.0705440444956233,0.010498880429252028
ICOSLG,-0.06507519855639089,-0.019939018483848655,0.05551859015305438,0.036445262330054046,0.03600049257824406,0.021661277800778277,-0.03244883476752509,0.09494300659948084,0.050107527958978895,0.05523583563213807,0.16521497264823345,-0.02059480500500165,0.027641000083817594,0.05810498442646527
WIF1,-0.03164844289343272,-0.05520308677792813,,-0.029450221124034774,,-0.01958642205606696,,,,,,-0.04406653485427643,,0.11206530736533293
NPPC,-0.035909727727621535,0.00470565533007478,,-0.0553136728181034,0.0532091597688731,0.008826278403116446,,-0.01223712374380895,0.0788779507876051,0.07103478690192082,0.09053264800728696,-0.011735056485723051,,0.02455756183525492
LYZ,0.02268407786211685,0.09988134344083847,0.010548472088052896,0.000869159398176867,0.004965801196129096,0.05999345715568883,-0.057814516190414215,0.06303051513829855,0.05792979561382423,0.10256528648603783,0.13656169076311284,0.05315300613817085,0.04161199015909727,0.020110202602024035
EREG,,,,0.017292866743691217,,0.06728825224810875,0.029184918324025748,,,0.002480975275215594,-0.05836100637907633,-0.05904238103100461,0.007818058013438513,0.003865160569926388
SPTAN1,-0.0071663265346708135,-0.09611328407044138,-0.018307773848953525,0.029808970209444553,-0.022007534675708346,0.028259637892923503,-0.04981218324010668,0.027422000385646902,0.026593471596514064,0.09665126272006282,0.07705530313588438,-0.039266341739370485,0.037900374967024406,-0.10403466263498379
PTH2,,,,,,,,,,,,0.027162776266711503,,
LIPC,-0.04897447804240677,-0.001029733465113769,0.04632115076313477,,-0.026270344836033653,0.04060511382269941,0.08477381527280553,-0.032307804279665994,0.05015611428838004,,,,0.050058259163787845,0.05501159976717054
COL8A1,0.03982733612490093,0.08992650239224322,-0.00029779453611611135,0.09476599440657368,0.010725056197563145,0.03067967299921801,-0.049948245501396996,0.020698625397086008,0.04575511716098681,0.07954211340317364,0.10666016595587807,-0.000782380686294708,0.001429998424634785,0.021107692990753442
GSTM2,-0.015106721899064791,0.006157640705619843,-0.017176994493139506,0.03196614915444115,0.01142254123404012,-0.03625767047810057,-0.04133400879343678,0.02812253613382932,0.05840182813548158,0.0024443351986207862,0.06782122739886734,-0.0255009495841307,0.009612444701456727,0.025586859840993324
SPX,0.007645835349120093,-0.04812900024004919,-0.03067785344929967,,-0.014769075747161005,-0.001993076126584993,,,0.032104272031403445,0.00492200738419154,0.033532071201619565,-0.06415706616779139,0.06910646804869344,-0.09531538019288001
MFGE8,-0.036307376717574204,0.016376049351875557,0.04760645572366237,0.01251124754402847,0.05400135036588225,0.007748196423009657,0.04044597536345874,0.12272818465822785,0.053394267755357196,0.06223693202273297,0.026851218755701928,0.07649458662972836,0.048792930175177975,0.00485160726221748
TGFA,-0.05096785383901798,-0.00791028063284523,-0.040619121612800284,0.1097317822028147,0.009233211690534262,-0.05345104759497215,-0.025511394474662972,0.043929800604378025,-0.023631780080663682,0.021071986290557756,0.11382729439812038,-0.00773466075725177,0.06318189455217486,0.010882019251974405
SLIT2,-0.023376047429268867,0.024609042003797012,-0.0075348704401218426,0.013451115775744683,0.0030060497005594392,-0.004992998596418493,-0.008206644901854897,0.028800553111583516,-0.03015399348864911,0.06463371748597987,0.03473560603179912,0.055506418517245186,0.012833817347659334,0.04918400745928163
PLTP,0.03675093253232739,-0.033201157368199584,0.05248656799926736,0.10289584378710724,-0.008272736166515946,0.10393471632858543,-0.02072116218433995,0.020747582651500406,0.06611507761071113,0.14555223863842112,0.0320974205595056,0.08979597635094838,0.007073080464220043,0.03916418084037948
APOD,0.005302876400081726,-0.07770334878248832,-0.004093198004201344,0.1356720445722554,0.005985024396431066,-0.08714336828399001,0.014319678821346927,0.06214691064317994,-0.10264234660916288,0.12332915685422993,0.22639900501552743,0.08916536946532358,-0.04501851598517394,-0.09867775362685938
B2M,0.06369418498903999,0.06376427879483801,-0.01805551787123908,0.16919275534906308,-0.02986599840801154,0.09589380112164053,0.007291930986049663,0.1245647948994234,0.0770687501417694,0.1714041581132975,0.24070290329637062,0.15053776729123344,0.011498374664993358,-0.01331249502268191
OMG,0.05251191863754467,-0.12130104809021909,-0.02883334168978393,0.09749313452398925,-0.03536546036540869,-0.05505313812578365,-0.017008058723007705,0.05248503024427344,-0.10031456843806844,0.03439937971084544,0.2122855223811656,-0.10853493227833429,0.13501966996262013,-0.10822339455982621
CXCL3,-0.06747925927026907,0.058208451562557,-0.02254797620890296,-0.10533415630271678,0.020985590192785213,-0.0735582982672953,-0.026119640053890846,,,0.007797341495040968,-0.047541382309335856,-0.07747849909784799,0.030195610799941985,-0.01051818011411843
CXCL10,-0.024653340516395426,0.043125334861935205,0.0006236660049018539,,-0.017580850211416907,0.11683973224556897,-0.02317522233891079,0.03320499208907752,0.0029953082882128593,0.009366057636045689,0.011669578545969346,0.02801455988486154,0.04045016579808577,-0.052759853064320864
RSPO3,,-0.004249709292836811,,-0.018402737558907936,-0.016976414060757932,0.07565911301835218,,,,0.049131763945385154,0.09797229967988372,-0.013719542268211028,-0.01793547318750844,-0.046881491057516995
CORT,-0.026180395204994867,0.025842821309558377,0.05475809260385859,0.06912434965141695,0.01166110062355673,0.03343475436085925,,,,-0.04185327148709016,0.0019921861112673993,-0.016493558096120648,,
NCAN,0.08922226990229497,-0.10791969220398333,-0.02742237609520102,0.16203597330576072,-0.040129170442213424,-0.05360575564383054,,0.07209802547518136,0.005205096014998882,0.12786123130670707,0.21337239082850049,-0.07575632047849779,0.04288058578809294,-0.08786693744768863
PRG4,-0.035730092554065326,0.09602392224738174,,0.021275920214433017,0.05082648695961596,0.059149506460616307,,,,0.15664166721133674,0.14106604734692307,0.041665488546852994,0.07394593409015597,0.060253854541062794
ZG16B,,-0.0410120734755769,-0.031051331538968874,,-0.01944621336682389,,-0.03029729245828793,,0.17294639094412126,,,,0.11025342707154473,-0.022478042134575868
TGM2,0.0026677227059494144,0.09969869967331414,-0.007382565090098361,-0.009610551235924787,0.04232490388201007,0.013934395027331162,-0.03804746011282153,0.11813722157382531,0.11620637547696293,0.02545849357392155,-0.006052169534984906,0.022813518622932336,0.03944704663024427,0.013627493383801925
VEGFC,0.06962693431014554,-0.02583346885646946,0.062498930012785184,-0.023123411533668436,-0.02986187594393651,-0.03728147066383358,-0.03849280515382205,0.0055139383701236005,0.0797566519437226,-0.04203142364443917,-0.00632144156164835,0.04266769694005203,-0.03190202417833296,0.021758120432246775
WNT6,-0.03251461539732149,0.043107104489540166,-0.027244039434500742,0.07750119764384904,0.027524454037134206,0.0054598501746203265,0.07706619739089873,,-0.02354143928987581,0.04124499844785042,0.053295529467526595,-0.0029258489365793514,0.035746687190491726,0.019520307578567833
NRG4,-0.024231044804301348,-0.0020803175083456303,,0.040035569792254457,0.051594560070116764,0.03331606178458269,,-0.00011931637251179739,,,,0.010521850739136588,-0.01793547519764707,-0.005202875289039364
PMCH,,-0.031395486851957706,,,-0.028254531187305226,,,,,-0.0505610643285371,0.11980956043536335,0.03429140307685647,-0.027256507995711807,-0.03325765204202827
COL9A1,-0.03774894434562999,-0.006768513180156097,0.006094214455734872,0.008240899260439166,0.03299983889600888,-0.03553388915329423,,0.05122505386131815,0.05639699432637363,0.009386973328646965,0.2048844979228725,0.01896936676999972,0.012488378978550653,-0.015864961905563642
GDF11,0.05820948461472148,-0.04769172441861016,-0.04882039990919437,0.0763052280641949,-0.06008585428495885,-0.04732445201642509,0.01594937258952743,0.008313362071982697,-0.03761679305695854,0.06357848519033785,0.05456761959821478,0.0864531986874419,0.039188838030123505,0.04923141579523788
RAET1E,,,,,,,,,,,,,-0.01967508885683006,
IL24,,,,,,,-0.019105368905715705,,,-0.028379806345344774,-0.05111072450396051,,,-0.013008914127679742
SORBS1,-0.026592257561044136,0.019073183591981114,-0.011046268409571167,0.15529598802717093,0.013827296852386801,0.07507600584040316,-0.03652044229145087,0.011621171467453228,0.035932145051886355,0.058623962951372795,0.05708373923690015,0.09443034373120421,0.02163059841800073,0.02903039211710371
DLL1,0.01030448521688123,-0.021202511219753254,0.025543338070557777,0.14437328740753075,-0.02640939042544532,-0.036956966513539365,-0.007043819108593141,0.026376275861679985,0.02692332165523137,0.03722677888891833,0.16984053821504866,-0.04459836335285337,0.09862946811901106,0.029381266563139267
TLN1,0.01004841089084619,0.03127587329979376,-0.0061745135827866995,0.020378388043841265,0.017127654768958573,0.03362241785433221,0.004820429495487021,-0.006220143937818845,0.01587200299343955,0.005777572404741494,-0.011331665721266423,0.05105650804472775,-0.0023461915184972947,0.05434423227279291
COL2A1,0.13479872884143485,-0.05010612298573555,,,,0.03004773237000837,,,,0.006833495094936539,0.013222211291487205,-0.030369620170461648,0.09895612499607931,0.09947139682493882
SHH,,,,,-0.017411184060403158,-0.03766506758875456,,,,0.029390832997596025,0.06581701836067642,0.04142026551493957,0.04691365762117325,0.11190554697929737
PON2,0.1075411698620663,-0.09182544228178816,-0.018397461776386015,0.1304846152345976,-0.08896768623353155,-0.031112506027986063,-0.010560170543656466,0.03582448829903745,0.046950040931803855,0.12932349123427334,0.2545217889714369,0.003922536093557556,0.09042384903727599,-0.020715551071448794
ICAM5,-0.03799640506367137,-0.015719926038445162,-0.025170648808671266,0.018055766974289816,-0.016359010616369945,0.030681025449025408,-0.018085579121573124,,,8.257803613615407e-05,0.005110474212177669,0.010399006994216123,0.11207641677198836,-0.0002410957584657128
HPX,0.017805390884351305,-0.03924521780671534,,-0.01754921643987389,0.006932053120610714,-0.00502814206717476,0.010079298500478385,-0.015007426898900951,-0.04056871307512284,0.06182789162736075,0.14872027101396754,-0.01598966954970895,0.01949742109809889,0.08429199887104208
SFRP2,-0.032290860041885944,0.03742587374397258,,,-0.01982945179721473,,-0.018855311522317432,,-0.025164134643311572,0.19704819725009554,0.16912426353061083,0.054730202909322914,0.05054473426688261,0.005978483422359116
CFC1,,,,,,,,,,,,,,-0.03090683368998941
CD70,,-0.05192074297299204,,,-0.025147362800218162,,-0.05606523811689375,0.042365694218468516,,0.11379949758797323,-0.004747438988474607,0.018310791361741796,0.03225509504849552,0.013804231970236308
HP,0.054220504458444785,-0.017570316132984216,,0.1961988702173385,0.006932968497862557,0.0517758787957611,,0.12865325371694816,0.09597073757260259,0.10259120492627391,0.1667125003403636,0.06387073021384038,-0.02682950921584804,0.02359732230473793
CXCL2,-0.03332853085234623,-0.03206980235217833,0.01828687236335412,-0.0008146639249916892,-0.020235901932672683,-0.01332750074510531,-0.030250659881607782,-0.015642415299621754,,0.053211415446621765,0.010913900867257775,0.0334477615989724,-0.042153034846385544,-0.0018078431742388622
NPPB,,0.1253458415817853,,-0.09992521121255026,-0.014170051153585734,,,,,0.005395150543584663,-0.0032637074968367348,-0.053867604414480776,-0.018193542110187,
CCK,0.010542103684518318,-0.08678356168813674,-0.027464907055826524,0.09410018237419597,-0.012822850334077906,-0.012354193295021708,,,0.015092904744134302,0.05137289347366302,0.13124475631619295,0.024603076255512703,-0.005964525491496402,-0.12628872746440695
SEMA6A,0.09134282937618622,-0.03789909716126272,-0.01603249239265366,0.06115541688454392,-0.04228864938840491,-0.01375728200529252,-0.022412451929041143,-0.07083113498318314,-0.045042174043915716,0.07524148885381124,0.08878370066783865,-0.037823466246145986,-0.000934306384493239,0.08970649567327517
IRAK4,0.022314885848905505,0.03909646116705772,0.008814067398736494,0.10837439995010106,-0.007757692111066429,0.020774129160738106,-0.007760818896991221,0.02859308248811287,0.003438714875994149,-0.025126958691948753,0.049439429569483814,0.10158141090879426,0.0758108988291796,0.04410018104214346
GSTP1,0.032055056235101055,-0.027914293643206523,0.06168474001114001,0.09913795385223088,-0.026142321518683623,-0.031176094011006777,0.051814640454505845,0.1138768101657793,-0.03683782460665065,0.10222261450425618,0.18463691799845722,-0.021087538547407674,0.02074089818640868,0.10716307405391659
VCAM1,0.11779121113673631,-0.00270025267732231,0.034726997158611175,0.025462916106550153,-0.022342213794347362,0.08280414729669955,0.001227340105994326,-0.03132094874677742,0.01715418505643412,0.07003596198327564,0.00011749536229128025,0.03935144132795058,0.07894259777381187,-0.051245033238373164
NXPH3,0.02273685198052258,-0.06584357383496087,-0.0311593579788054,0.057518654467923806,0.02510680027286215,0.03629860369129004,-0.03605249148276191,0.04767105706977421,-0.04283135708465594,0.10413945331528812,0.1190789035420535,0.01610443043207696,0.02662964381385402,-0.039044561696798014
MTMR4,0.024145586824068213,-0.04899860745176023,0.03579906393680362,0.06346611942683685,0.009751011044301483,-0.011959444118014475,-0.0011345065164063408,0.10887082057013159,0.07340818485350949,0.0326433132118088,0.06553157710619226,0.013792078291087972,0.049175849894191055,0.060673674706241035
LAMC2,-0.022127710836115862,0.01994934395949769,,,0.007614550175948438,,-0.02775141813334108,0.10488605530227585,,-0.027376153467166753,-0.02804717190379397,0.04296096329647167,0.026332455205261746,-0.0038615976332005545
IL10,-0.03510638487721214,0.02600633493735923,0.0011455796577560776,0.04706920102418293,-0.008023575562025171,0.10650045526969118,-0.03661871952988376,-0.02199675682173313,-0.025783156335014667,-0.008004268291670478,0.10701618157539713,0.03603912605714227,0.07496521968918722,0.05046298899977377
SEMA4D,0.06722849474817114,0.048870429806273964,-0.048109365665862235,0.16605925281737632,-0.0008116602475251801,0.030066377874289982,-0.012716381730427648,-0.07673448873541949,-0.004249808522323085,0.07623565911344889,0.1826650091331153,-0.1245403453111323,0.049262561501594124,0.006853334938196659
