,UKF251,UKF259,UKF269,UKF275,UKF304,UKF334,ZH1007inf,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916inf
SORBS1,0.0434256557868207,0.017066725719819018,0.06183284807741805,0.04843585878052423,-0.05053382052721365,0.08777449050610212,-0.05131629539394372,0.07364205185567729,-0.0021875038855360927,0.11150158442192204,-0.0028813380836077516
DLL1,0.05073523459030259,-0.006323629016229738,0.10837816968245646,0.033364567888336694,-0.021236034496412527,0.05345789967660741,-0.051066295501572025,-0.0913017306548792,-0.005171048402817174,-0.09197891273273939,-0.004507730180065457
TLN1,0.009768721923337829,0.0503238100202235,0.09518429582575115,0.04001993985229657,-0.03452632142108281,0.039477222433334735,0.02787029274567504,0.03621945570231038,0.07933752882924097,0.016482564317405083,0.15190283599108698
COL2A1,,,-0.007602782241787536,,,0.10208753338176602,,0.05924111567492482,,-0.036089805173369585,
SHH,,0.02311808921391593,-0.024085794397381198,0.018191187061078754,,-0.01814750765519124,-0.03758439159888866,0.05734953038594286,0.008931364609199837,0.0096682178983034,
PON2,-0.03658514917342387,0.010567128176550082,0.12468408421865833,-0.0008421655931238303,0.01311769965536046,0.004840921835208628,-0.031224792230546028,-0.013831711820505308,0.004550492074145747,0.0373152746803161,0.05560491817093337
ICAM5,-0.024766146860300625,-0.023514398110140073,-0.027593514858009704,0.006663317872105462,0.07880757381596562,-0.02488771807660348,,-0.027780753560045994,,0.034680248305300164,-0.01034690672640975
HPX,,0.06737550956059173,0.008872890471589383,0.042043837210600794,,0.02275561296686037,-0.030486189286738827,-0.0027573987770004695,0.028365201974089555,-0.020364126186757876,
SFRP2,,-0.017182631785593296,0.049685131175204435,0.018377050164757703,-0.06914687321582441,0.04107316856818578,0.0068308053666609825,0.030057326541887332,-0.016120016314761485,0.051100683956637284,0.037637272057793124
CFC1,,,,0.026817518842191985,-0.03695351314250932,,,,,,
CD70,,-0.02920558509705732,,-0.014421730598894079,,,,0.09724536523161632,,0.15371324127294583,
HP,,0.00025570989002785037,-0.030164062792545635,0.05897016095883964,-0.08338542038767298,0.0037310871993191906,0.023562230270132427,0.03057264518490717,-0.023572731193662846,0.15464802849856177,
CXCL2,-0.03290857752942225,-0.03640714465393136,0.033632997135108415,0.008803933861770278,-0.020382617774492268,-0.02620020406046081,0.03600899003499484,0.1453912345604011,0.09847392004275139,0.05723488447339008,-0.023809204738219306
NPPB,,-0.024362979587132433,,0.03292034642189151,,0.03607693103098226,,-0.048993131614293736,,-0.025661475854875385,
CCK,-0.07158748833794286,0.06929308287162926,-0.127112295878276,-0.05067303164796949,-0.008455153282781108,-0.009518684278182366,0.1381872879411128,-0.0405753865726426,-0.06173609148442969,-0.010037666662690977,0.060493905527918904
SEMA6A,0.0011801040803375415,-0.019533781775370535,0.1085833665746308,0.06494551535208513,0.05314207493685591,0.015321468710199238,0.07947789146198636,-0.02087504894309511,0.054697110678329164,-0.024791235284480365,0.11983786634710504
IRAK4,-0.018369254956624375,0.010376438140040124,0.04842786122596261,0.04205149823907108,-0.0196487256705904,0.03408575403574819,-0.022802685298057825,-0.006984730882149847,-0.00869391761296694,-0.012213164458772366,-0.028744663689523484
GSTP1,-0.012458717185179552,0.024322360186236774,0.10903802388597011,-0.03772665345685467,0.0009945253852771984,0.033301747739136946,-0.01870379561648423,0.018650475104479924,-0.025721083974233803,-0.03439938529728977,0.01357063696186453
VCAM1,-0.007835324378928154,-0.005032755031461996,0.022990977596595057,-0.02592274283489239,-0.010392904171392544,-0.0046505286468814504,-0.018917387527549453,0.08045127173268128,0.04646911383364894,0.012478785586713078,0.08588802313156874
NXPH3,0.00908680053542796,-0.05062705152898865,0.11214915976063307,0.005178738348774886,0.045314481930631555,0.02900006254283257,0.03047342671741562,-0.02569075670341094,-0.09452075128147468,-0.043755628933868154,0.014864038031507794
MTMR4,0.005853685157393584,0.0009128172513783741,0.06337081439976022,0.02966922570320893,0.059275214590806743,0.1091288206456329,-0.01565240589802005,0.015564457340052792,0.015489599009676665,-0.030740265087196066,0.03664031779537389
LAMC2,,-0.03372243478913105,,0.0625368672239327,,,,0.04108612329356104,0.081967992330721,-0.02840714494190353,
IL10,-0.00030485304414208794,-0.022720649417291072,0.04821993512605848,0.05154471651325561,0.006675252375139261,-0.020904617454083504,0.004147351014075492,0.026067684765983555,-0.033522832053448436,-0.016817995398254716,
SEMA4D,0.04334231796718181,-0.0008115722374079662,0.06465470416363726,-0.05879690945735024,0.0896160250565531,-0.038713019852475224,0.031357280170428194,-0.09225216019149403,-0.030767333198150358,-0.038256504359071554,0.027301276995156075
TRH,,0.056350842299619876,0.0443439373565916,0.08733840117803479,0.024319562915438443,0.09265673563332805,-0.013310385234388192,-0.03935817348286884,-0.0292250911706288,0.07009770536355034,
SEMA6D,0.04273272162615434,0.01871187348365246,0.0935074306894707,-0.003376093922638014,0.003324531432251862,0.020541154944991716,0.04186428918697628,0.024531778484113875,3.322647513011973e-05,-0.11931414781186857,-0.04680747347897326
CEL,,,,,,,,-0.03262127110936227,0.007884146294753338,0.0005267228082041528,
PDCD1LG2,0.014930888647999581,0.024383521804437536,0.02624560353665765,0.02800271632677133,-0.005001976717612455,0.03328453679572093,-0.03603546827157375,0.07037854544023586,0.013131948057961362,-0.045335634600364924,
SPINT1,0.08404956311679339,-0.03497964962716529,-0.003963193602803159,-0.03126525188892559,-0.03363816313743549,0.060386644244339316,-0.017175374185426844,-0.042965004500095196,-0.019047664069479577,-0.0037125108408704818,
CTHRC1,-0.01224635515152117,-0.02477090555806788,-0.03872203090423503,-0.005633751001329889,-0.03328125879083487,0.059660719722180976,-0.11490600210725149,-0.014260370529349831,-0.04585352447510318,-0.021021694635119246,-0.06164276930249597
PODXL,-0.0291574223563737,0.00225380210570819,0.03674305098912632,0.021531459040649587,0.0020071566348615188,0.05742651560403029,-0.012034451177601489,0.04808016794795217,-0.0513572264808123,-0.017040766249435128,-0.028692826029435372
JAM3,0.029115622573781696,0.008195529990919229,0.12508133998868004,0.08167848347473712,0.11985645391097365,0.026568688609991377,0.05304316359473798,-0.03484694712203967,0.1046699604760004,0.03367120208791831,-0.05548435011174526
TGFB2,-0.040017198525904546,0.09002075320967354,0.0006499106809770854,-0.0018212904662683724,-0.012711525755930913,0.03591726024361347,-0.03706512256079776,-0.025937243906393487,0.032631288804456655,-0.07129097673876661,-0.013976113030143688
COL18A1,0.01967866943635615,-0.05210524054945028,0.03667810336050419,0.07193492951859741,-0.09253598794111276,0.049864156300246085,-0.028055712159539177,0.050480630047483405,-0.04348194992843985,0.19019611690194493,0.01105808539306055
NODAL,-0.019817128791658603,0.011558865805260957,-0.03611919738151913,,,0.036125043817170195,-0.009214814825192675,-0.032202355964551614,0.08841699342510959,-0.03248570081631458,
INHBB,-0.029993044021656635,0.005264413569218034,0.06350172249774111,0.007235717394753239,0.016405635894830822,0.008162498575382142,-0.01663738590616614,0.038727238669742536,0.05700933869130825,0.06736345672740428,0.048269826303661716
LCN1,,,0.01596511053368138,,,,0.0533243916230533,0.05862800042105262,,,
ARF4,-0.025395127155692764,-0.007356098715748442,0.07593700983012534,-0.04432246016771926,-0.003561396327555846,0.04676495599914146,-0.03692632428241408,-0.04345717249123728,-0.026972169760208865,-0.045837736083180564,0.05662959472123764
CXCL14,-0.046205254629167226,0.010549114214986359,-0.07434966751983725,0.03662610366307226,-0.028567290065768143,-0.022377598245815984,-0.030393916515118184,0.09899938909666926,0.014583432370671645,0.16251263952468878,0.10313109289406641
LIF,0.040875536775830154,-0.006106045282908631,0.02047220155337492,0.012501246226944885,-0.028623435765159452,-0.0034131996065470153,-0.08967212503336706,-0.03006209070503989,-0.000480030791791476,0.009242435491903732,
IL17B,,,0.033857245336846024,,,,-0.04807466752939831,-0.02980684377850687,,-0.01963485433710515,
MMP1,,,,,,,-0.048485404454021365,0.11337971170043386,,-0.0030739133443606344,
MATN1,,,-0.03097388182241172,-0.032076376759072614,,-0.0190147152891722,,-0.04309942659355067,-0.0057037481747472,-0.022925197562244617,
ADAM28,0.015535385694237222,0.03841827444500428,0.07616496283703213,0.021903245693924683,0.058258511353426815,0.0967617139220168,-0.025154287543205724,0.007520240466769654,0.007272289355155693,0.04496614536013695,-0.013319139236999377
TCN2,-0.013837652167013204,0.002321419766461456,0.07555497308471282,0.006210392424970336,-0.02833407273289183,0.03075669157182651,-0.054495440618737366,0.03416285221251705,-0.02499948226426494,-0.03680473431217597,-0.042047926487886834
THPO,,0.01887208306523474,0.024115182598736826,-0.025851018754642654,-0.049908957354088165,0.052945259160213594,,,,-0.036131383546539976,
CUBN,0.03306201953312289,-0.032705117645486635,0.07719480357150695,0.02478497807871376,-0.038378391524177866,-0.01650079427752032,0.010786493942675935,0.054892563912588045,0.016131716513641862,0.04471641018841195,
TIMP3,-0.0027825468421269345,0.029389794283199856,0.10596145461168045,0.03282300013488679,-0.001051688194609854,-0.0069965072963595375,-0.022445953035115807,0.02502429745602377,-0.020501112273912676,0.21530297773569537,-0.015579632066211248
PIGF,0.027571911473854734,0.012177328544705575,0.053608303798235085,0.01907426251530503,-0.001621141238779552,0.006126120961976295,0.04407944647471312,-0.04439875164269228,0.0006665103193491494,0.07204481353206713,0.01588708349016196
CRH,-0.02133336833386365,-0.017017353228035416,-0.03831401505919621,-0.0025231121873407225,-0.029250466327094677,-0.01312056596985358,,-0.01919537841239974,-0.049964956578367144,0.06399755245884922,0.21698796541176027
BDNF,-0.015786808896880545,0.06874366460185104,-0.10351473089812631,-0.017852902483598856,-0.04953821874994383,0.04256156741813006,-0.037013553073946916,0.007815339563391074,-0.052095199068974835,0.023280056729281882,0.012189700719712069
CCL5,0.007975112474639081,-0.003808055086685536,0.03729554178189704,0.010432584875570887,-0.007786107086847629,-0.02579575087876752,-0.04344265091162669,0.02599399166175367,0.05712649899613472,-0.057267016289793866,
GAD1,-0.0479750715773593,0.04229414435859105,-0.11929597634424621,-0.07285153208689152,-0.0048626279723647595,0.005740600996217135,-0.04931132781400669,0.0672447312637641,0.05470774589876348,0.051467143089182044,-0.02725813974049078
COL14A1,-0.048565778000505475,-0.008099240705065031,0.00872563091172447,0.05915682380430781,-0.025936939167730332,-0.0011140385444900823,0.03914701021239399,0.12980238117082823,-0.05501037830958754,0.24341110008210082,
HLA-A,-0.02058440409341534,0.005289510450058381,0.05151959386858892,0.04477234207094541,0.042930385244048304,-0.0015683042298003384,0.11039785064869277,0.1345567115822978,-0.0018347669040899319,0.059334351763733265,0.03812541789397165
CD5L,0.03282154684401594,,,,0.05988084695988249,,,,,,
FGF18,,-0.013520159879992624,,-0.0005672094990632828,,,,-0.03523882905122115,,-0.0074786787975603276,
ADM,0.0008170944995571204,-0.024361122994842093,0.07228560550497881,0.03504133480537899,0.08175052581619574,0.027116088550937324,0.003767932855657982,0.10254710384167452,0.01001100612834016,0.009702449806264715,-0.015262475467915867
CCL15,,,,,,,-0.030486205236466207,,,,
