,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
ITGB3BP,0.06688125526548476,0.051879902250039585,0.0007005004986939372,-0.012935868885209232,-0.012283251483863214,0.017496611466915554,0.03708269445239805,0.08967262010216885,0.26774746317155373,-0.008350952700230993,-0.0006645865539959716,0.018756665549203574,0.07635641829089543,-0.05245430496585276,0.06764863775348053,0.0059574646217719724,0.044520827253761094,-0.004103491812633317,0.06114430101863763,0.03762092359261363,0.0014507185975910085,-0.015212047441983203,0.013311509516083033,-0.06045649603975551
AANAT,,-0.04080081114752842,0.01829390112673469,,,-0.015569312316064971,0.024609461304009116,,0.05362466228336852,-0.02234071062949584,0.059975181467807406,-0.029252046520067018,,0.11213250694487861,,-0.007792154288222006,-0.020177658507895546,0.023274248648596448,0.020040640126279104,,,-0.03066802326924255,-0.02499475243395593,
RELN,-0.01789252574710764,0.11290359548403783,-0.03521776965714477,-0.01933748455249422,0.06578046830872143,-0.004655148139097885,0.004085671816310424,0.003935157065497078,-0.08924457168845602,-0.049187033200843354,-0.0430287820670632,-0.04083936644267436,,-0.004131581984269986,,,,,,-0.0312448217898222,0.02073450704470759,,-0.06952492395688041,-0.028384094658323117
IL15,-0.03922096063344209,0.019995427563982385,0.0420711262055997,0.024367529797444887,,-0.007492671509293598,0.05884601968601156,0.08131635332239609,0.129026952081412,-0.03607204555438089,0.0023886774203386776,-0.041895155531599615,-0.02872919049080825,-0.002892122431449736,-0.03647982813755436,0.08462976679679933,0.04973224136705402,-0.018012129592850434,0.0787429057501285,-0.0016157159461052467,-0.03547609204075084,0.10712149134993584,-0.015041924728642228,
UTS2,,,,,,,,,0.18234815367853568,,,,,,0.051640459339845554,0.03163085097471005,,0.10482446194178453,,,,,,
BSG,-0.06639577879026412,-0.06711954326604318,-0.01636063964568488,-0.001827452108161543,0.06999670623086318,-0.0641513281864657,-0.008951727765374267,0.08338479609389639,0.042832737785947275,-0.01953591713230855,0.005481405099063356,0.15204692574482218,-0.07338770864517057,-0.05913386831923953,0.059485821098408366,-0.0577054794940682,-0.004384440189298399,0.27606327428754784,0.14489987116367964,0.2095545645739277,0.1547044292638348,-0.010760616863456716,0.07737969033165502,0.10797864120185803
ADAMTS3,-0.01738968142895967,0.005322784055753454,0.08161170128218714,-0.016672839775954493,,0.02804921796113594,-0.010318359781301217,0.024257133560099172,0.3602816556172115,-0.014847053069163865,0.06484864011174205,-0.02422735700390375,0.03879520941338601,0.017455826335064314,0.008471940885098523,0.09479207490056608,-0.024160691892419595,0.08285782900174998,0.08829345333632409,-0.062296132126759725,0.05445761891798488,0.17170556549348143,0.04927502226562029,
CD34,0.0076603709144885184,0.08782064905238011,-0.009806865878696547,0.011455730651987064,0.036383566515998195,0.019241661758437906,0.056381752952721124,0.04151197158190111,0.20368981587022403,-0.026683204625085194,-0.02878735532803686,0.09200182010686243,0.03471303587450786,0.13241595397471284,0.09683965908000239,-0.00776677283099525,0.06948155837271067,0.04147732285842536,0.14026250087452796,0.0626524783216908,-0.019383315107333193,0.08157361001604892,0.016564948068295685,0.0025670329752214955
CCL23,,,,,,,,,0.08802355356720395,,,,,,0.021145595168229885,,,,,,,,,
PLAT,0.031354917628809625,0.012577232765529541,0.001614049000586068,0.034556151088088544,0.08880718822500745,0.021892183913734358,-0.031116696418965775,0.00018207750060574606,0.35413327532753386,-0.02174603646325124,0.037381708341244255,-0.01864290919812458,0.03671078103545835,0.008174029774400179,0.0511847292754988,-0.015201583709306962,0.1048512660255769,0.1278494043130425,0.14502466426056745,0.10667185244511136,-0.07793011389056682,0.15279839089712396,0.06353567613437273,-0.06439495754488136
NTF3,,,,,,,,,,,-0.024837163674092343,,0.010646328512578882,,,,,0.0610340218729177,0.06343774356550354,-0.017548098227134126,,,,
LTA,,,,-0.015160690977812153,,0.02503693187882121,,,,-0.0215164326023744,,,,-0.03343845387363025,,,,,,,,0.05484789171417955,,
CKLF,0.02068249747616305,0.05585432767450734,-0.043907604509536166,0.010350885256342802,-0.02209533267656095,0.03004222887455092,-0.040015808969760626,-0.009786740510684734,0.3449497569182332,-0.013974256935869366,-0.018002875554935755,-0.07150152757733474,-0.01729395422508408,-0.03332621618248496,0.1435106986254352,0.018333660817135132,0.11557776787922637,0.015326854632644731,0.06502979004638078,0.06870990938443491,0.09925488312129035,0.03633606281039612,0.005017764232273352,0.02117452126876398
APELA,,,,,,,,,,,,,-0.05642416825564607,,,,,,,,,,,
CD24,-0.0399860553926785,0.015819419406315847,0.08112511102981615,-0.01575281409520855,0.11754791772976841,-0.02214385946529214,-0.01634668544193542,0.009993427803651672,0.05490697154364852,0.011680193652771287,-0.011484367248156284,-0.006763207439857991,0.1814436689775489,-0.004364756080617962,0.12510498292041752,0.12213258155017317,0.05743294596712165,-0.02053254134795245,-0.02290978654081728,-0.1008990793242805,0.011901992601796531,0.013299967167159936,0.07518971399053669,-0.0070620708273513464
HSP90AA1,-0.030795607117622085,-0.02482001693344197,0.006570310665973865,-0.05676722121223749,-0.07445368603414983,0.08897570158690922,0.08724183642377126,-0.021505392561584093,-0.3303210744321747,0.03770308379384714,0.022642037566867446,0.15351028443768897,-0.003587646740921457,0.10640431657700777,-0.048982247717436235,-0.04334317940127308,-0.05492205008498309,-0.1112112250577576,-0.19564904027929866,-0.016296178986920744,-0.07488788451228201,-0.09215837195751513,-0.03192394815200314,0.11966164624579766
BMP4,-0.0009537514911029201,-0.011820123967098799,-0.010310901738451042,-0.016071221156272315,0.041670384386062416,0.0015553823180291832,-0.04081357017214994,0.02415552428949812,0.0644447696356556,0.008574136848432539,-0.04508492010465602,-0.046657648936023796,0.01087715804812626,0.019616660918680643,0.19068905864268784,0.024241414310915983,0.0832657798981808,0.028712043645569642,0.0843333254082299,-0.011011384184468306,,0.07219030099140354,-0.007355342982072294,
SCGB3A1,,,-0.004356059855652922,,-0.04176925122085249,,-0.03418505973884765,0.017694796413530722,,,0.14097626579330552,-0.030539796594452114,-0.0026977812339972936,0.021705816234741427,0.05283800010360614,-0.06097575104681893,,0.03999773030712611,0.05687166472152114,0.039873412095381026,,0.03903268517167451,-0.016097652997223256,
IGFBP4,-0.0016668296975159511,-0.030149808054342208,-0.0027722828124488986,-0.04931838202595401,0.01256891363636825,-0.06148607139727564,-0.0024742711405547854,0.036353635182088964,0.2943271415984982,0.01160548597362709,-0.020129155099522743,-0.042792542210527355,0.055047413988135,-0.038971450918714796,0.07408627481176007,0.04084071494968956,-0.00038660180955476636,0.028427829733912398,0.020866935583454815,0.3589453375887518,-0.0016220836997737562,0.11710548483578279,0.12176322668377523,-0.016212493271112644
RSPO4,,-0.027808519354433518,,-0.010887145050746354,,0.04564378845209092,-0.03945511589658733,,,-0.025024921003637065,-0.012978495254320236,,,-0.002842883905773954,,,,,,-0.0169942801913506,,-0.031175084549773288,0.023075626699070755,
LEFTY2,-0.02136918072562199,0.044013412863699614,0.015682416694031105,0.048515184090373066,0.08119593218593042,-0.04400564547144278,-0.061240438851586594,0.044745718150527664,0.3162926956367659,0.05578714426119185,-0.014231078776846675,0.05515365270408131,-0.017763029515997255,0.009290261183684851,-0.06427689583019279,0.0851346226279599,0.0011339480619760502,0.044531514602543,0.10011230694950604,-0.0762178340974339,0.18319644391366652,0.10683874111348626,-0.011910566620990397,
PF4,,,0.005553920739577095,-0.013790708997738677,,-0.013406738438602378,,,,,,,,,,,,,-0.0018465011219351427,,,0.06543693494747599,0.0234459006605841,
ANGPTL2,0.020950420109141842,0.04181325367477246,0.0030807143632323925,-0.03026103222270484,0.09861981661470746,0.01431863937773154,-0.08323909977894697,0.04856042466188884,0.26914194987243706,-0.030182180150847927,0.012641541585480868,-0.043652859665580544,-0.0014510718629686557,-0.08490280496412254,0.0772419305404865,0.047493211975491306,0.004319507494363934,0.12002127538466852,0.17785181996022362,-0.14072648825780948,0.09675118239766053,0.10115429576779052,0.007158710347611259,0.06761444911377025
LRIG2,0.014850514602840094,-0.03885515881997,0.032039314301139765,-0.01509886507071602,0.053954430626316906,0.015489199737591277,0.032168757983971855,0.060338587682331295,0.19224013017807534,-0.010878348476277208,-0.061893321848344944,0.05421949890366265,0.04236203767080586,0.04927811013382743,0.10990743243069406,-0.050520051144297994,0.0885666649166964,0.09021161507333153,0.13290502926920972,0.026650822854844082,-0.0009803834644996452,0.08747683618013007,0.006169444709987055,-0.049342940661659944
ICOSLG,0.011112807181199608,-0.008810807446047326,0.014749157429467119,-0.05171651092273869,0.054806484913327805,-0.017918398841835482,0.04200138413517344,0.045848951081889654,0.17200489291041235,-0.012583882443341639,-0.0015958063219296925,-0.02949648200760085,0.03341836453096392,-0.03554001049498094,0.014312115127047961,-0.023834915808980516,0.002220319551581022,0.06414679384047807,0.14321146882200755,0.05745687284010219,0.07433057857086538,0.08397630927493084,0.06253069652159329,-0.03810540133324826
WIF1,,0.12044341550957226,-0.02545171847681673,,0.018049625152448904,,-0.0046604442199695666,-0.06120552125400902,-0.20861054955910702,-0.019311138806171416,-0.0002732833810069143,-0.054952971479033594,,0.1283731449861229,,,,,,-0.03280445987909913,-0.036099997598173485,,-0.011825659870658409,0.08680777032058203
NPPC,-0.037331869532413,0.016129439068559404,0.04452579239904418,,-0.052402983162731835,0.03637620046352431,0.006494592673588354,-0.0033429495914385366,-0.00896509492229022,-0.037669895952275295,0.060687588741418184,0.08240092070227698,,-0.02311716032228897,-0.033990906670059474,-0.017662886348566553,-0.024160645490364036,-0.01611716838886573,0.08351608674709673,0.1331414336839231,0.07141130298646535,,0.0363412498097541,0.019767325621273358
LYZ,-0.04433811430009014,0.0228295277121836,0.016672593319147916,-0.05484911346644301,0.07358793905408625,0.01933845090938034,-0.027366076551998048,0.008238309759173137,0.24129530695550686,0.017148947149247473,-0.008633622165300456,-0.0861890423150533,0.028962514419995068,-0.015669055844131054,0.06850913585480023,-0.02857905095644971,0.05127618381454186,0.031685666653122106,0.09902112265694196,-0.006245943303995736,0.017031781440580873,0.08922473200372731,0.02243583353673073,0.010626003731924967
EREG,,,,,-0.0009159829865927462,,0.022241142082656894,,,,,-0.03200755326579838,-0.045672602590090774,,,,,0.12506787626745425,0.08304363970250278,0.059888961131559344,,-0.02709907702650575,0.11913867972154975,
SPTAN1,-0.00013835072220478561,0.06858463157652216,-0.009127988837658585,0.015787072727963314,0.07075930341246915,-0.02288080681776578,0.054134230506676866,-0.021648719351902105,-0.09787958762476001,0.004898557281423594,-0.009258358332236899,0.044870666859457946,0.06156680543311534,0.04466762558276489,0.0462413659270395,0.034017042992782485,-0.014054332488339243,0.07643341014669167,0.023254844439503736,-0.14199035484889483,0.00863265070424055,0.03094830432403674,-0.018096872848727994,0.025178521396547037
PTH2,,,,,,,,,,,,,,,,,,,,0.07336733398726002,,,,
LIPC,0.04191430052805468,0.015763707023335405,0.07827413567275616,-0.00470645514873401,,-0.024092907472555762,-0.03819904612846269,-0.018212073927529666,0.08603683226711173,0.05470802432045526,,-0.00477268379161737,-0.028706697567049626,-0.04523673589840875,-0.013998586422434213,0.08881775577184971,-0.03529564969386531,,,,,-0.03093922215311917,0.02834510066480081,
COL8A1,-0.023938737531855093,-0.003655835131803849,0.034855214458229276,0.011264662780117621,0.007647847071308696,-0.057372917077608894,-0.05720598641153643,-0.023183986881538363,0.10226111969856941,0.007273378839684352,-0.009167104593289468,-0.12387558878646539,-0.07713111300650327,-0.061188152718388907,0.06757600268197216,-0.020540942505270245,0.03509894355027027,0.15235122698662254,0.1943236044697301,0.24030256481889606,0.1469857442434164,0.0470009641378522,-0.01160715046091695,
GSTM2,0.08165194824516817,0.01746700007555081,0.09748677474445512,0.03720820329852929,-0.038456565290818284,0.021553944913267523,0.013515440907175146,-0.012505814525549028,0.07659631571273912,-0.023678499740011728,-0.03836022233863088,0.013869288927151164,0.025307239823260174,-0.028716941785903487,0.03143349389924282,0.004021924827773217,0.09435971093486838,0.025968985780762142,0.016474834111983992,-0.0066180144217649955,-0.0005196143623972694,0.03299181123872037,-0.047282118433652834,
IL4,,,,,,,,,,,,,,,,-0.052498364305081945,,,,,,,,
SPX,0.03715102776461728,-0.020571290890930523,0.003481344377680286,0.027815015957433856,,0.08216890702799474,0.17636931016648058,0.01536771461094765,-0.07003650343599568,-0.019821541436273505,0.021892046795343626,0.08327745647533948,,0.10681100954033836,-0.028614419874413956,,0.014959622545893173,0.014526726779852069,-0.020383310570230757,-0.20098963720782687,-0.02221028981962448,0.05807093211410185,0.00772762833623034,0.01555564954591322
