,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,0.09555937752955539,,,,,,,,,,,,,-0.018888709770133835,,
BMP1,0.07913601654707497,-0.04541928332803809,-0.0008734461507847777,0.0043500165505593715,0.05573313677376412,-0.0057650707599521634,0.0005422901480281875,0.06502320229397379,0.3450930638051647,0.0048348500386138395,-0.03162631456844316,-0.02595800097243896,0.1840892485181866,-0.050670684703137195,0.08443112697380109,-6.015574471133048e-05,-0.003889274567650599,0.15435391342946728,0.0954093779026541,0.1701239826686426,0.02290692416734507,0.09377916477373006,0.13170249738012668,0.03832033309101872
NDP,-0.008144780782776152,0.0026930774817107476,-0.018094012030669356,0.04261375309576198,0.03699269519022685,0.020221232982764757,0.10635187745513082,0.07672995629736767,0.10544709031869288,0.004625276104806681,-0.006842313649927759,-0.0071318657050172775,0.0042240856943353425,0.01307135111110251,0.07733692181782958,0.04274507035752828,0.08299360312677419,0.06360437310233363,0.12334448416707407,-0.09242679465790442,0.08053115564095406,0.022975231763927875,0.00022640027837999684,-0.01991730259808596
TNFSF18,-0.02115380433574415,0.018454477440447193,0.004894432161145064,0.009511194662918112,,,,-0.028907478346266512,0.1323058975035793,-0.019770906012077302,,,,,-0.03451444654998245,,,,,,0.09920518706821534,0.05599766452909228,0.033629143858934,
IL36G,,,,,,,,,,,,,,0.016996908597654046,,,,,,,,,,
RTN4,-0.023836044979406057,0.08535561030092093,0.015702272041530935,0.0036015565182390503,0.07393170341370987,-0.013665170991275705,0.06644113974523484,0.007296738348857206,-0.3867194965221397,0.015226753343658736,-0.012501555141642274,0.10081249121550805,-0.03133573956710344,0.12453787407589,-0.013674398788769426,-0.09563793593055533,0.0259279201396936,-0.053883303983478494,-0.011230556788370441,-0.10188698528430593,-0.05468285807630886,0.0046591152019098145,-0.04041871160683324,-0.08093820162681718
HEBP1,0.04586917704180844,-0.05230048031655515,-0.003940258917749323,0.07488436179070075,-0.024667464746387802,-0.026894095647903574,-0.02384628800893211,0.01720501565309323,0.20515301338938569,-0.0066082268319891165,0.03650552735562683,-0.08339773369626964,0.029831132799748028,-0.01991682988686396,0.08327047299214978,-0.02160528381852863,-0.014588332248708607,0.02553072882241786,0.09056556694207259,-0.05123266400340478,-0.07013696944538453,0.04670340019406152,0.038015319781224355,-0.024484056037454793
WNT7B,-0.0186358390642145,0.07674477400146802,-0.004716007620885058,-0.019754889379338256,-0.01618838411365338,0.09718391319979577,0.017803878680246157,0.09696394279032627,-0.12425125228573586,-0.019031356421358395,-0.014901627230613569,,0.08753602314574815,0.011704410624515892,0.11697171000818851,-0.08382357959038843,0.059846695353895175,0.10405574296466057,0.05238668348259361,-0.04181505652031201,-0.037320127911905705,0.05248233209687634,0.055908114271345184,-0.037211926873607463
PTMA,0.07320818613843112,-0.06317702633189835,-0.037204480456380126,-0.030122070090999056,0.1186253997536329,0.0016133025148248302,-0.09789022783167524,0.07403058436921943,-0.2507387963492656,-0.03481409930915087,-0.04330409579326208,-0.13295630562405963,0.09792920067911787,-0.07835102081349539,0.0030180417691222745,-0.016763573483800122,0.011064731309986446,-0.18504340342774933,-0.06516720569096561,0.060413563108944426,-0.023857757735574605,0.045652261429504896,0.028423812049293465,-0.08361265214652527
FASLG,-0.018635844332518463,,,,,,,,,,,,,,,,,,,,,0.001093918361586262,,
CEACAM1,-0.025876032950782335,,-0.007076262378736272,-0.015160689422053864,,0.03570534401088063,-0.03000364862849022,,0.1024692299412845,-0.0131002519888179,,,,,,0.011197963742070468,0.02421808948937569,0.05324844618860799,0.008543085449062947,-0.02320954703813849,,0.10438878967180193,,
PDAP1,0.032123535522558644,0.001568581795850726,-0.03420837776326126,0.03818165749674422,0.04424519742254005,0.06193156084178676,-0.02631510844411318,0.06564120795200487,0.3330727519054867,-0.023973628286169373,-0.07534406830019512,-0.06984677380062239,0.11129268423104721,-0.05513322155255352,0.019048651671035484,0.02864944844328242,0.033081035242809635,-0.07795616730403103,-0.0883614063503887,-0.001537953116386308,-0.0035343624667538635,-0.02641828831443822,-0.012002125559822932,0.0181154077659444
QDPR,0.002131218141708849,0.06116034509969643,-0.015577550635411549,-0.07274451697914143,0.07732057401229922,0.0009337234873134269,0.0667512470201682,0.0019101472031167934,-0.3261520150398712,0.0326270262375628,0.026044338746181638,-0.09145283979578847,0.12051229061780916,0.014446354044441093,-0.1082827272867987,0.028866570983457872,-0.0139907817891212,0.011473313769410853,0.09528141916515913,-0.0244185791706041,0.06923204307912299,0.08528776397795244,0.012316017915279927,0.023464521049447244
POMC,-0.041515834926921284,0.08990208679675071,0.005778577993738761,-0.026938126327218297,,-0.027886786934461602,0.10700597256751668,0.06269503469106441,-0.004192933110292658,0.02676445166952309,0.011403987838889107,0.025931201723348642,0.029257531569098733,0.02524410113461964,0.007407764731421802,0.004247544603250665,0.03275339409281671,0.06922146769299611,0.05474882861538518,0.041821422613531556,,0.04463608059153008,0.04170061857399305,-0.007282500781730985
CCL18,,0.05117861099317085,-0.03707687210386048,,,,,,,,,-0.009490135724852978,0.07189262998621045,,,-0.009100154476290822,-0.019372872235351474,0.11492347671776536,0.07926235856643968,0.010968857277277361,,,,
CCL17,,,,,,0.02839999601276281,,,,0.03176235576501474,-0.018444037168767045,,,-0.02687782665823322,,,,0.04039105044174991,0.01695762794656386,,,0.025281545915188008,,
VEGFD,,0.03565147956708235,0.042606347256021956,-0.02171464591758353,,-0.0251471356815317,0.010013438764695045,,0.13352283619018043,0.03768429106346759,-0.013528924314880841,-0.03455912074450037,0.017842790069487018,-0.028805799325605015,,0.11481973985882502,,,0.043062179982695806,,,,,
TNFSF13,,,-0.024035771051890174,,,-0.01556931065438208,,0.1053962243930017,,,,,,,,,,-0.000987790217389513,0.09443446783248673,0.025375117291166014,,0.007070175683046488,0.040328528600132245,
WNT5A,-0.03209041940579681,0.0580864869135584,-0.021778102599514938,-0.04915956975738253,0.021088183601622283,0.014987942060884687,-0.07711210750820406,0.06425937436473168,0.26274626625489805,-0.007832537997183302,-0.0009467664461424708,-0.009150754126610693,-0.013583717193381554,-0.05017653944688779,-0.016458410462812052,-0.09782129978448993,0.03894224073070851,0.058742298612694165,0.10361264363911124,0.0660639889076417,-0.06964266219221608,0.03767319941889857,0.07124619665541636,0.10061817516633732
CXCL8,,-0.05410541819620664,0.039593309543456724,-0.020332307369114743,-0.13218834135401147,0.0412292665822622,-0.03426309927290092,0.07126750303877144,0.11449649585145406,0.007831321894004654,0.03209481220775728,-0.053977821814614926,-0.11336431606413871,0.021475400629717954,,-0.026230272026380615,0.029054857808656246,0.05197625832679238,-0.11925557246433219,-0.01118185867143181,0.038455080632457644,-0.0506833784039127,0.08916921584698946,0.004834634073190981
GRN,-0.012989205101689768,0.05149689910837311,-0.01896663402416729,-0.03909307341277103,0.12277394476250372,-0.04371689077532446,-0.06225029131530557,0.024222579438515884,0.29731926257481467,0.010304922196172257,-0.00023379182373424988,-0.08138291985664674,0.03283848694200492,0.025949921304171075,0.06042073077017641,-0.12549383072734663,0.035375706941195496,0.023735246290583177,0.048330251292134925,0.18104730806313993,0.13099247654069981,0.09736958876109977,0.04515133918357524,-0.020363157760443614
MIA,0.055150267630815875,-0.06668094269112551,0.015789354570550196,-0.019311487512598962,0.002360200008763467,-0.01630670700489087,-0.04225150915286873,0.09280140785178163,0.18640522324077655,0.025968787537003584,0.021348230560112827,,-0.04896733994501171,-0.013238648512054467,0.13171431906299622,-0.055268699188362205,0.0091197495232613,0.30861427476976727,0.29673185795316276,0.5173942243235726,,0.035494411006013804,0.12089448097205419,
COL4A4,0.1105641186922726,-0.03951199736858955,-0.006815134334349476,0.057066385077607494,0.02427323369979557,-0.019747518390893174,-0.020578675717292678,0.03140470514469699,-0.0007059855907135907,0.027877965476712972,-0.025847764136626622,,,0.023653438208504036,,,0.09004159256722033,0.08191287925805088,0.022348109609280548,-0.005772279062243441,,0.06392582812638944,-0.0014247217208962796,
TAC1,-0.018635834193522355,-0.012983771574243397,-0.004639844950820603,0.05796776473679027,0.05365196813524915,0.06208728033052387,0.10482096833999537,0.0973746514100218,-0.20399390836622844,-0.045750011465152535,0.06898586588707284,0.01477708191340134,,0.07981808377952686,,,,,,-0.15466801208798517,-0.039940357280363284,-0.0057224985975175054,0.0036934052828561338,-0.0099401755632927
RARRES2,0.06775652183570097,0.010113981734280105,-0.03151049164962218,-0.01113144274906654,-0.03793467454856931,0.026345518950771293,-0.11937579580558848,-0.06359441154838134,0.34309756532983804,0.021675085022841305,0.03497621315255047,-0.02165263374916472,-0.09368857096921593,-0.04200818024211025,-0.013977109866265634,0.03488241043796016,0.03875562164501243,0.11180716547687633,0.05872405439823308,0.07170411160049533,0.02419304323320261,-0.032873627713882,0.030027255581130837,-0.06366274373400671
FGF7,-0.018107968347821773,-0.022678495742426606,,-0.024508993128266633,-0.023791853545617494,0.0743102174609213,0.04101054434033946,-0.018347413882066774,0.07891731982686408,-0.003991735168960772,-0.05365464669019633,-0.05201742259833366,-0.03112737930128894,-0.0260551679771306,-0.0232291949646462,0.04439248983207916,0.07663200856496874,0.01133548419650316,0.07932186332559363,0.0006868805187832999,0.041305119767317135,0.02133551624695386,0.060435917548345965,-0.060370288150978585
EFNA2,,,,,,,,,,,,,,,,,,,-0.06980769672095359,,,,,
HBEGF,0.08360226046924808,-0.009456190264634396,0.012774811165198756,0.023427932432305187,0.0053399019360661736,-0.006131482367235588,-0.0355985098188292,0.020048146121165622,0.21712063116748453,0.017518406442758757,0.015534663119918845,-0.02515554793223786,0.027078184489761313,-0.05477346008454196,0.01211592604899128,-0.06348162024470913,-0.004720764746489152,0.12768685711011962,0.08691681827920596,0.10761320429002628,-0.06324632417359463,0.040348992612649175,0.09777558099483719,0.0056902296869573675
CSF3,,-0.039511966086823204,,,0.004062751415584308,0.04889929882416937,0.01958995670330738,,0.08538632612675333,,,,-0.022442222476172363,,,,,0.032545534087075126,0.007108561772797805,0.09961923422491167,0.08739500582924525,-0.03359946253733322,0.037903182494033745,
PI3,,-0.04680781589307789,0.04735448914239015,,-0.029828448830454737,0.026923153129766952,0.05374894125277586,,0.055134854409274514,,,,,,,-0.029641958181616048,,-0.060169437065506745,-0.12825718997190788,0.2789771072360794,,-0.055866283497809116,0.055289042764556505,
PCSK1N,0.015598382202949571,0.10538421739390444,0.01002733188259691,-0.037634731714396054,0.07964818157337145,-0.015893013666954007,0.011477465141187929,-0.02416843142289467,-0.06844648163611564,0.0071901998556083285,0.009155047724340537,0.1432954933784825,0.04914328512883568,0.11227599820360844,-0.01946668453081694,-0.011547188547081783,-0.009482483174938322,0.1078727326680585,0.05234066639016575,0.11922102024320214,-0.08168682383815092,0.013759476033151793,-0.03790387608890689,0.011901266738639017
NTS,,,,,,,-0.045496682197871105,0.07256458146719408,-0.00679171841721026,0.05533577519226531,-0.0041525876177694486,-0.031114309996083663,,,,,,-0.07994159696042918,-0.03806256670273705,-0.06412054357814367,,0.07456030448908445,,
SFRP1,0.04414431071860073,0.008935320553753352,0.019752600583560622,0.04126473045324965,,-0.005106947371026933,0.0896301484467175,-0.005457677116213198,0.03833680019639985,0.028068805775325677,-0.003365077631864535,0.006953601981287112,0.01405865700810696,-0.03037310117650906,-0.01844110158870908,-0.02188137364621043,-0.016040910093206337,0.15848759432905551,0.1398696250919606,-0.04811941506508726,-0.018955586593234118,0.051849073096465616,0.00017705792072721026,0.16309735294259547
CXCL13,,,,-0.03665984770681598,-0.010046056460880977,,0.14240438942152453,,,,,,0.03179731251949377,,,,,0.07250311915456849,0.1359715303940536,0.18780316228392305,,,0.11259595343011804,
MICA,0.03184853120161298,-0.0367807938538863,0.03223160027885871,-0.0022511834503488076,-0.0007492490065755831,0.025530763889464143,0.006147988301548379,0.033347116895377234,0.21357311628168474,0.0612169303886923,0.027679242519923587,-0.0011226260456453623,-0.04969528543968911,-0.05692453204275689,0.10034486892750101,-0.057993013622817065,0.01234877452014039,0.13338585829617977,0.13378732196188417,0.01089828502956508,0.00017984140497219958,0.08857655149421396,0.12960631867337727,-0.05532914501062217
TG,-0.02158257363887562,-0.031497343546509245,-0.024527871567813563,-0.020615482973018857,,0.06001302001787591,-0.00970730800870698,-0.004825434996760876,0.04601855365245698,-0.0013055738335960214,0.029801566080919523,,0.058352190308895636,-0.0059342134627052385,-0.008870357842789105,0.08485551615205425,-0.03154356533515008,0.024918742381359327,0.04297368927463255,-0.012636747352539963,,0.018623090286757668,-0.010912429418745675,
ADA,-0.0036662700283848306,-0.02067799361943004,-0.007057761675098112,-0.009701835220832174,0.07305861586345541,-0.0004412349158268916,-0.0120531583060398,0.030549310956260744,0.26378900134556754,0.002835809094524824,0.005141618680797354,-0.09035987478389686,0.05103022288736895,0.04566136679278227,0.04538960713625879,0.09998203317888193,0.028123797687013948,0.0928248033022993,0.11124498423507254,0.007560880078515954,-0.03302501033568063,0.1204751772965607,0.050225749080319536,-0.002130717642827842
LAMC3,0.00031789085655017766,0.005102151485968803,0.0029480899121881446,0.022512563688413006,0.1027429396102224,-0.02454949839097224,0.02698647697573653,0.12778249400931269,0.29650635555370275,0.004216583944435622,-0.038757208153552776,-0.003089173660301269,0.09579742014192735,0.019298290332752432,0.09825921420142873,-0.01968266050736987,0.02432074091679213,0.07212741972133985,0.14830242508324604,0.09119209222285547,0.1888041145126392,0.10802961328921235,0.1399087943012651,-0.050951834711727505
CCL7,,,0.009148155863108768,,,-0.015366236299723505,-0.01630506678084056,,,,,,,,,,,0.08073856739971463,,,,-0.046600112996120914,0.029958843729130304,
NGF,,0.0029864822815477577,0.11776816707400961,,,0.013678578898197555,0.005389610826240402,0.021740127754718622,,,,-0.013686283893099315,-0.0013786145740683035,,,,-0.028789311251101915,0.11209335923883959,0.060783132806388224,0.17330424341192852,,0.10282065822616655,0.04457260697509443,
TNFSF15,,-0.028161868013389133,,,,-0.017111055672732276,-0.019286929551454588,0.08818082243655365,,,,,-0.012055177745559136,,-0.040770591660003845,,0.044020153296517595,0.032424119082620655,,0.06915523249468089,,0.04879610466955405,0.0690285433681376,
HMGB1,0.052335037395175865,0.10218677068144738,-0.046233368154267075,0.005326306366709199,0.13937939898853938,0.02192285199436455,0.01695534717604585,0.05169291935627596,0.29559371813320484,0.035041012043404075,-0.0077275549452576085,-0.057112490866418994,0.08509423191874625,-0.015598877024870202,-0.06014468697532208,-0.05565833045811212,-0.01632949854651293,-0.15426272684964865,-0.04312180533804997,0.03294553954625412,0.030507710955862678,-0.05138153155663071,-0.016712893252949258,-0.09060687304894909
