,MGH258,UKF248,UKF259,UKF266,UKF269,UKF275,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,-0.03165676576217999,,,,,,,,-0.014974381891990298,,
BMP1,-0.017222280616439604,0.03220264786334366,0.009343917505483374,-0.02045741394721804,-0.06491639614256473,-0.0747432262942467,-0.09969572951623226,0.05603023781000224,-0.07865543976194267,0.0629322854895685,-0.03590847372561651,-0.10498294004716005,0.0575996406693598,0.01733936805541109,-0.018313822419218685
NDP,0.060943295693294416,0.05528047951410951,-0.026925460490947826,-0.01888362417232319,0.05092565729641827,0.08906038982270689,-0.018821041090162558,0.031824682586173984,-0.0665403280838786,0.01094807513211368,0.04146531991865923,-0.03573387363410525,0.04988609826053932,0.03028613120150103,-0.02793072316916515
TNFSF18,0.03476103397891845,0.024685625331662638,,-0.02138997330486915,0.027319704815679594,-0.02215413553393044,,,0.06893976686733369,,,0.06212010959660901,-0.025259105107108066,-0.023592447185241748,
IL36G,,,,,,,-0.01823409864028621,,,,,,,,
RTN4,-0.049787181007902054,0.01281994995711512,0.018513615449934306,0.07025737556643441,0.10898184915047224,0.10088625962642028,0.1443843235588276,-0.07271128012270449,0.0023385394107126255,0.0302854715369844,0.07749092125106635,0.08423134396201697,-0.0400000322954163,0.029542529910682538,0.06935812048814359
HEBP1,0.053895380090873725,-0.04033165994857378,-0.026498726727918354,-0.0035869469684767685,0.0448549735199848,0.009132014757958546,-0.002378725639925551,-0.042975411414240106,-0.008066842833989158,-0.04719685568323744,0.002982855330251413,-0.003654168206889711,0.05131489135165866,0.05114065161165441,0.008878470901719372
WNT7B,-0.021188861170533663,0.023833571212637295,-0.022423415220550715,0.006592872459605728,0.05733188885630299,0.025133558547023274,-0.002845917169928898,-0.024281680927305635,,-0.04626760990773707,-0.007093195223355541,-0.058461851921915046,0.03794647656433261,-0.006847000891217579,0.12828481530505573
PTMA,-0.0032693063105398786,0.02093944185567153,0.01710755170856531,-0.09908293354133041,-0.006554951592994836,0.048719195993155356,-0.1200241483672113,-0.08116238532009164,0.05713002819307037,-0.04823863769953058,0.00036167107411942147,0.08261339000343514,-0.017304213150170587,0.04398319570018224,-0.09278685288945206
FASLG,0.023380041619906717,,,,,,,,,,,,0.11124600269368193,,
CEACAM1,-0.013742568822114698,-0.02700471974448024,0.06026337754273884,,-0.04901067490645502,-0.0013746696693142518,,0.012497147326010297,-0.03797084402166774,0.04590156879744001,-0.01569862650404825,,-0.018069887496585463,,
PDAP1,-7.047716203160016e-05,0.036436350159714005,-0.028437733533567617,-0.010717770257272004,-0.05343909114739607,0.01095860081122706,-0.07605707532652883,0.026526022506556602,0.02347960335462325,-0.013488823026043885,-0.009556604789937652,-0.012834029622710944,0.05360614716092246,0.007080300658525141,0.12228396967045926
QDPR,-0.022881483731959067,0.06700807131776969,0.006503545427138883,0.015746531272727318,0.03206386648852225,0.04697351960385277,0.04510004697425879,0.0573206693145419,0.019960474134621677,-0.08319039909576845,0.029824381001318023,0.14646913206921908,0.01916864495870886,-0.04497275883026714,-0.0329048480007715
POMC,-0.02211773487046132,0.032451158170951004,-0.024112254467087913,0.06096172033965581,0.0072000042921666835,0.06321776308287698,-0.019895060395244437,0.09728332848992101,0.00120614902057175,0.08937671265930523,-0.025680890700638094,,0.051295551808840247,0.0017431031911610381,0.04380729836867779
CCL18,,-0.033699338726437336,,,,,,-0.0528305779214184,,-0.029419597576757776,0.019719543480583763,,,,
CCL17,,,-0.015007680417927537,,,0.03481754103136064,-0.016657366773786333,,,,,,0.23081878279951493,,
VEGFD,,0.04981526319919968,-0.01672021327952475,,-0.0456647376332724,-0.01024364237658159,-0.01785221590569744,0.22139145274684136,-0.05162053036091946,,,,,,
TNFSF13,,-0.025430610483813374,-0.010351962070480603,0.041280451891945714,,,,,,,-0.017628505402297913,,0.025663226752840117,0.014835707937573646,
WNT5A,-0.03112467084151671,0.04657756924139232,-0.023378951255287356,-0.08911601524218549,-0.03749953665557259,0.008942867795735353,-0.009070412197781099,-0.054313169511786726,-0.06262787169645333,0.09081339648687246,-0.0407258349843576,-0.08633770248972104,-0.014220694892102577,0.08227180975025887,0.020502904593284455
CXCL8,,0.007290179092978997,0.010729149281236269,-0.0467599789133093,-0.03035831650789446,-0.03364389279013379,0.00986653032524,0.012431438836565101,-0.05258739551621727,-0.0517978334504447,-0.08804804442683342,-0.022908397770667107,-0.08604962974668084,0.02417737213063134,0.027616278986648295
GRN,-0.018327063590261747,-0.04419566037831473,-0.024935063768838917,-0.0474363083826121,-0.06787502526057775,-0.03451363591651359,-0.012371228081504702,-0.017685080653328283,0.01848036517911937,0.0883563913025627,-0.006399116407761134,-0.035555609197691164,0.015747384410735983,0.07345378445441052,0.005603733455549016
MIA,0.11055312282581584,-0.025978214685277796,-0.03160114010232479,-0.0003933930808995813,-0.0334202289558587,-0.032341908720701695,-0.02444942780635269,0.05167905477533338,-0.022794045642109118,0.09705507623975243,-0.05415759851665043,,0.006375441148421736,-0.02422068345359721,
COL4A4,-0.02453929002165154,0.021273282988735053,0.03501882885193526,-0.007542984098090657,0.02269322060910933,-0.018903578799817963,-0.0237168520238903,,0.007127432200603294,4.376398380769948e-05,0.01646162434789255,,-0.03456921625149155,-0.02868476652513446,
TAC1,-0.02118885563257965,0.06392625428833265,0.06859833128536856,0.0750927696579113,0.10867302572761646,0.12702485167649236,0.07035502637215511,,,,-0.01296132945145116,-0.051704422603299646,-0.015474843251803245,-0.021449719428554826,0.21081564536223088
RARRES2,-0.04356618650994865,0.006396870457313023,0.046354754942401134,-0.033410985254898086,-0.06331195519594211,0.11971945507424583,-0.07982950667045899,-0.04974349285135333,0.03852673605727184,-0.08415301717560489,-0.02239966566151637,0.053641415337753885,0.038754099708356644,-0.034065090443164185,0.017188392644837198
FGF7,-0.004348094989425971,,0.058871758423011726,-0.014342944735424499,0.02613141642461473,-0.0035995997197312748,-0.0526408331862899,0.039914950828965276,0.06231690733795692,0.08606899158345659,-0.00244297919097024,-0.13180038130076832,0.02156159198748582,0.03237253456142999,-0.07050136364504392
HBEGF,0.03340181816960902,-0.007672604420192111,0.024224174680788677,-0.08080709719088099,0.009523256836530863,-0.10939370148240486,-0.06288839097003177,-0.012841308982505573,0.03633227356682571,0.12888756178957758,-0.01729272729930674,0.022564170584807818,0.03792776383542939,0.020627353286402358,-0.011734018037681402
CSF3,,,-0.017887846492930355,,0.028128624048214063,,,,,,-0.022506125504989875,-0.052543915726795155,-0.012393581160467251,-0.030173092391477082,
PI3,,0.013321808557734429,-0.030869022537883078,,0.0389507542068637,,,0.1543822725269287,,,-0.0464748842030611,,-0.026927134497997062,-0.007277798262689758,
PCSK1N,-0.02268890569948957,0.04319205676480225,-0.03413358104715312,0.02315643693844136,0.11355653147439389,-0.07877083522465306,0.1368409625008192,-0.036883329110341694,-0.007497264395316383,-0.01673275824948001,0.008517522902251117,-0.03414644650156991,0.04896320254573134,0.022209439172612734,0.06314617167022839
NTS,,,,-0.018463253567980342,-0.030714787689395576,-0.024225609470736115,,,,,0.004636773371976221,,0.22940231197819658,,
SFRP1,-0.030830320171382285,0.0019613158329467675,0.142900954032309,-0.008563352744592329,-0.0475205684877874,0.03836630174539646,-0.0396068149455716,-0.11773413853394508,0.1424190766081311,0.0016381915773481005,0.024653567006224744,0.027588740445091922,0.12112471153920448,0.01712126133954134,0.0687463965236366
CXCL13,,,,,,,,,,,-0.036712174130392,,,-0.024474476609852115,
MICA,0.08242423375622356,0.03365206670993992,-0.03489168321806573,-0.046043638166193966,-0.04488790852139495,0.055685386067113235,-0.05813470995227518,0.01883285509524939,0.02740325728205543,0.12209219245358628,0.005201338685460393,0.03322122219067256,0.036549894703434394,-0.004420608800991183,-0.019351082620672297
TG,-0.005444664413607938,-0.023255799052776218,-0.014131343647103741,-0.04407276595531428,-0.03983302640440919,-0.0065118826747637805,-0.025021715297631367,0.0572220907066289,0.057157919853100835,0.03304439278751423,-0.01852288713280316,,-0.024169847244072167,-0.02697099987798128,
ADA,-0.04528728195550214,0.019611552014734735,-0.008698524795329909,-0.028302559144589998,-0.06084511061742122,-0.03211390868744463,-0.03218124785914793,-0.047843896385562544,0.015711700802141525,0.003960021027014675,-0.04730731107907849,-0.030105994303966165,0.027030934432293024,0.03906359325609752,0.1460903312211062
LAMC3,-0.03644665105267656,0.002000373845040138,0.00973881766447782,0.01293211634379244,-0.0473175951860734,-0.047745848097725856,0.01231789234939394,0.08094199844959592,-0.034385688241217856,0.0890973391345326,-0.0055005807488744535,-0.06051365335697542,-0.006358916927903597,0.037582467067399865,-0.0731864878393509
CCL7,,-0.021435626274839283,-0.010216938878794126,,,,,,,,,,-0.01298727168821855,0.0532210689102379,
NGF,,-0.03680390584028538,-0.02340961650002814,0.024364512314719405,,,,,0.05241400964152653,-0.043719379410033926,-0.03863809925395327,,-0.03888350000437027,0.07296009452762516,
TNFSF15,,,-0.011377061145616695,-0.021877240945413257,,,,,0.06457115728638438,0.057566970533028144,-0.013975917556097795,,0.02620639442473697,0.12773984894798654,
HMGB1,-0.0058928419050538515,0.022086417204369935,0.029993795094922678,-0.01297350944842956,-0.08004888561866982,0.036266045882462954,0.021199540920530974,-0.13270400813062216,0.030872271573090453,-0.0520770724641992,0.01089627242024914,0.01907473403087441,-0.030565082713739124,0.07081621132898429,-0.0397163812468985
ITGB3BP,0.00603103554984999,0.01558986702306499,-0.034417993435542145,-0.002515974240910712,-0.0280213313546985,0.040905646039899234,-0.09779855076479811,-0.0065842562103215615,-0.04370323881500368,0.026546582069384903,0.05877395580284386,0.013903355817628981,0.010815567867331894,-0.012442683307879673,0.06095602805637008
AANAT,,0.014489742747340837,0.045123933259673656,,0.009581097080692009,-0.02503371018545289,0.03840132015777848,-0.07194798577867104,,-0.03064174409101294,,,-0.013741075043653449,0.036716459120393785,
RELN,-0.020343717432807894,-0.03955930602600132,-0.01796868980154124,0.04373113103568474,-0.006900138076692592,-0.002542308938435302,0.030947792003934438,,-0.025363224311767473,,0.07406418159557963,0.021778666209772916,,0.0073852826113651494,0.07848375813043029
