,UKF243,UKF259,UKF313,ZH881T1,ZH916T1,ZH916bulk
DKK3,-0.05776413855781802,-0.04454948595761622,0.003744303185418986,0.07437754572756075,0.058991051902246856,-0.06947814837188063
COL16A1,-0.0012361874246448591,-0.05940035878147522,0.018154339785977254,0.049477244075329,0.09166109284562195,0.044591005287214026
TPH1,-0.024157432990330862,0.014520206148196619,,-0.022854760682810157,0.07227962758789337,0.008916492390323064
TNC,-0.0017652623531366099,0.025620396117297543,-0.014868566211313406,0.07121745825235454,0.001077682768878833,-0.01830283232313463
TNFSF9,0.002010609444037173,-0.015937544891834,-0.030944688877339675,-0.022532962586346943,0.00254659818780997,-0.009294400658618557
C4A,,-0.01090882619634755,-0.02030176205902116,-0.014734003187504844,0.004658407879422137,
CNTN2,0.03297458086880205,-0.03168983239681862,-0.02149632712737189,0.03213356852609335,0.12107035640569477,-0.06667088190331659
F7,,,0.023999032573828422,-0.014580232063328032,,-0.03026970370654175
LUM,-0.028796759846266704,0.021338312341097464,0.05569774229302172,0.0028735816584756595,0.006083483599671832,0.011734697413252535
BTC,,-0.024974599011010387,,-0.014109571979401141,0.013821908177832909,-0.03737721520950075
APOC1,0.09415457301423451,-0.10369416743663651,0.022030745856345367,-0.004068921582452861,0.09306176255608589,0.024653624490904493
PKM,0.08878166847372575,0.07470862759580824,0.02099524833884878,0.031024705360330914,-0.011342622907751336,0.021626358575141058
TNF,0.04764496940669936,-0.02408292224023873,0.0032376666665526518,,0.05039209182089156,-0.023558659397669802
GNAS,0.03379699702897957,-0.09775272977463932,-0.06410715456369322,0.027592019583187473,-0.018147890691766855,-0.08175820475938333
BMP8B,-0.026838230618619077,0.09053699332124769,-0.03375241705453734,-0.011832238620714034,-0.033988230789742765,0.020650752874304165
LIPH,-0.02481699258608796,-0.013820051189691018,,0.045231019728345936,-0.02213791543644082,0.17441795246580286
CCL28,-0.018138686968643736,,,,-0.022589794357636653,0.08445003143618816
PTPN11,-0.033309539842162034,-0.02678662054502558,-0.0071465383149586295,-0.008632787795526583,0.02363223781669221,-0.08105924228867575
ADAM12,-0.06326976646266132,0.0432003072965927,-0.009839187918307653,-0.018304414272754,1.686319655631224e-05,0.005718824361336461
EPO,0.03141770219840834,-0.014089304617535308,-0.01682877985069076,0.06756493242178617,-0.005928209273891873,
EDN3,0.11014878207842836,-0.017539225893717817,,0.006599493861497302,-0.024476617750222262,-0.010218699238956717
CCL22,,,,-0.012239969863670135,0.011931052626512088,
CCL2,-0.09620109228831612,0.008157513627177586,0.03802109327985853,-0.00395072563030363,0.0022936976478569768,-0.026162498150168863
DSCAM,0.10002044265947581,-0.046250243577716184,0.0370512593266538,-0.0349617986211614,0.014998579335316118,-0.01925046754966722
ANG,-0.02788083791602845,0.08580721024443175,-0.0021158571267614447,-0.010283348527116227,0.06623671383719694,0.11153190019506727
FBLN2,0.025589866679565438,0.058063919968908057,-0.006135456623312831,0.023107861576113442,0.07145888246333813,0.023938134706113286
VTN,-0.023481620396842897,-0.01811678863255187,,-0.018062558697006445,-0.00788352691139208,-0.038188990830647265
VEGFA,0.014502483089457015,0.11575250156608761,-0.022262529525170358,0.002167667172404919,-0.13500491570820147,0.07620368433905116
F10,,,-0.002375223166024411,-0.024159419245682823,0.0923551238752337,0.03255518301336029
SERPINA1,-0.011364396680633259,-0.006419059384066333,0.02992549615857584,0.02663385441356759,0.059352198877222165,-0.028619492063549037
VWF,-0.05213032669998826,-0.05649089977133503,-0.004773733229429241,-0.032718483066778985,0.0031095327356412644,-0.035377244636587424
GDNF,,-0.011459977102718186,-0.040303057791242894,0.018571153252981695,,
VASP,0.03712578398715231,0.012330278267693546,0.02061403931037499,0.003873138007851822,-0.02370146025956382,0.030368879692004816
ADAM15,0.005438929402625332,0.002412922262347962,0.008628480419599537,0.032002880171735554,0.03841127406299929,-0.00012374899055645776
WNT2,-0.02109133454515437,,,-0.016749343987636688,-0.0203490418294705,-0.03143779124485231
CALCB,0.030294103961882528,,,0.1004961512529832,,0.16368655862722725
OLFM2,0.013650947514245384,-0.06644106771711902,-0.04822510278756828,0.001908383658973847,0.025173368929050883,-0.06013106009847195
