,UKF243,UKF259,UKF313,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,0.048391535855144295,
BMP1,0.0005856063393441372,0.01520337993463462,0.04911379577183579,0.006508209383961107,0.059205147362472135,0.02137733731147493
NDP,-0.002261243323138721,-0.0568438495513822,-0.04379861678214644,0.04940282412026621,0.0911911465041817,0.008955608752375405
TNFSF18,-0.01898585621235091,,,,0.03704539343347641,-0.015800664106191395
RTN4,0.0019063181359930412,-0.04192395245647894,-0.008267529599298672,-0.01576041940361756,-0.029928284085478565,-0.09627990043088976
HEBP1,0.011858472080753496,-0.006377836559903672,-0.0026986888739830707,0.029013446797424403,0.06569764465793292,0.047078489417440986
WNT7B,-0.04431319944959158,0.12756740590026217,0.009792328428331658,-0.019769039285930535,0.02068732553746671,0.0612688290208597
PTMA,0.0463816589452348,0.07307578571032823,0.04764688532417194,-0.060499935576300144,-0.06903815790474929,0.08204080803280446
FASLG,,,,,-0.023671931891999592,
CEACAM1,,-0.012592115308353276,,-0.013120998889057598,0.03070093755634712,
PDAP1,-0.02885454375929374,0.0150063867309904,0.01598987943671346,-0.01237983306883344,0.04637628478097151,0.022508952362179622
QDPR,-0.03606521709501489,-0.005344524200063668,0.043801560427607904,0.003905258972847672,0.04433774560408667,-0.09354624587093908
POMC,-0.019497343392540688,-0.022636735703598015,0.029572230635147273,-0.021464230534192878,0.0013080063950431482,-0.01624893347817954
CCL18,-0.025461594278105352,,0.0121535068601936,-0.02836465777745017,,
CCL17,,-0.014089304490726796,,,0.059721287812188203,
VEGFD,-0.028687774715607715,-0.015697041080626205,-0.021727870584239334,,,
TNFSF13,,-0.009718486909757707,,0.08528083021034034,0.054973701194017045,0.009888605553602688
WNT5A,0.11437644438652125,-0.04581134297157916,0.0008656869467262088,0.0370113924226313,0.05074070674009488,0.03016646724299144
CXCL8,-0.006022290444516587,0.12130157845562374,0.027350658637554773,0.02840721147176183,-0.033415721551561,0.07013687936075988
GRN,-0.0016074426784557204,-0.03092018767370126,-0.01703814867307772,0.05714949443175023,0.05125266708911041,-0.1320181630067015
MIA,0.0405114666853121,-0.0008212849344559871,0.0653690910989481,0.11942320224581221,0.09304840385674226,0.1139870349440817
COL4A4,0.013138844459075148,-0.00018536190946828903,,-0.026443347798409195,0.05737989105565472,0.029951927284929323
TAC1,0.014060115293282825,-0.05387110503233375,,-0.02263746102649031,0.0008108228660026695,-0.01703283164833605
RARRES2,-0.03044344377342092,-0.0878761743017995,0.029277159145344442,-0.025395166073952934,-0.013581209852235772,0.10574443086272566
FGF7,-0.041699114992846724,-0.024974599455703565,-0.038960251737811535,-0.03421018253265073,0.10749726392288586,0.032812767888987265
HBEGF,0.03050093451376066,0.07191260773132628,0.045332373123237395,-0.03928256563421916,-0.0966318390719732,0.015070270944227974
CSF3,0.011582609499139654,0.24619895405087763,0.015119226300249696,0.0004738822040772087,0.05449867022681753,0.17345665024953005
PI3,-0.034211753256113434,0.17761262871201122,,0.07250350964937843,-0.049080136500382364,0.03684816835142977
PCSK1N,-0.04000820898682073,-0.08569176569909676,-0.00268352935909407,0.08796154204366359,0.060057106170091926,-0.10196255364751423
NTS,,,,-0.043493048698407956,0.058070091194498186,
SFRP1,-0.0445899212763627,-0.012293462770365188,-0.005918575378349324,0.010845785066648695,-0.032675067967526734,0.03944356768512557
CXCL13,,,-0.020647425973208663,0.02206946277569243,,0.10662414503594039
MICA,0.03955253512557223,0.03428066763226007,0.032564798014045944,-0.03936562231720815,0.09217292335621688,0.02572758975258897
TG,0.02687544042008666,-0.013266594034698726,0.015654976200835256,-0.015481531548570598,0.08768971061808428,0.022664989485970094
ADA,-0.034044823110241554,-0.0345013288167799,-0.0010359583125954964,0.02760983714911538,-0.02145385177612153,0.02511894160266623
LAMC3,0.02195090636128798,-0.013697724979351138,0.033860854094143494,-0.00026878816829505124,0.03847387505927794,0.03847379226985324
CCL7,,-0.0095917262906611,,,-0.023671923474543166,0.0774896519510283
NGF,-0.016638144765462663,0.003924714777335029,0.018159131126777518,0.10393003290244121,0.011400779503134886,0.05706566023577671
TNFSF15,-0.020583461572018857,-0.010680856349974593,0.015664613522442517,-0.01168114921899897,-0.026778760011400855,0.037784362879340574
HMGB1,-0.014331115639847122,-0.06418733591317177,0.03125489325060379,-0.04460123599181353,-0.08273746648066714,-0.010054171443506546
ITGB3BP,0.03583483679620307,0.059438111262629406,-0.046713027477641375,-0.014198632969798685,-0.006663826032147025,0.04236960801152129
AANAT,-0.029821243674711825,-0.009718487946993317,,,0.04235244015064051,-0.024791825732061245
RELN,0.05476859565638329,-0.01686911866879242,,0.06488864735257287,,-0.030635700382112326
IL15,0.09051327081978508,-0.03373258250364301,0.015645270618485932,-0.028493918063004026,0.08117454212314405,0.01252231440307476
BSG,0.08884670107211332,0.01744745347030585,0.08007384265960148,0.06575514474927675,0.08690429056767211,0.016611000867396378
ADAMTS3,-0.041662115276227776,-0.0090802144113876,-0.04078371992149449,-0.02262719812429027,0.0274951573153876,0.05088766403646215
CD34,-0.020596715809077033,-0.002651866035054959,0.03503628119230712,0.022404194148612597,-0.002587085105237195,0.04386663471585331
PLAT,0.03638574901405328,-0.06481896397463904,0.008388828247552918,-0.006215817833997276,0.019214266443860355,-0.0421190607926147
NTF3,,,-0.04427816089961805,-0.005148186981123917,,
LTA,,-0.012293462195257678,,,0.09746169260869422,
CKLF,0.028016186999144536,-0.02562616009466956,0.050085589682161785,-0.012611473801418681,0.0566767581889048,0.08279425033427017
APELA,,,0.002007276685832243,,,
CD24,0.09540832262937411,0.04090046475349022,-0.0005553490999410587,-0.03133254978303567,0.030850748300937886,0.013938598828495796
HSP90AA1,0.004459215382023113,-0.027865326670019987,-0.01878213626920634,-0.020362407435881025,-0.06600697367011804,-0.01848020572753099
BMP4,-0.018696050433006407,0.040142288440710175,0.01897512739692087,-0.0027725337326861316,0.03318442606702483,-0.010831635166336522
SCGB3A1,,,-0.04351993705565656,-0.024258061011007862,-0.033030550243248684,0.03419713422200401
IGFBP4,0.03500208129706988,0.026959702905466617,0.03749468973920062,0.05485408397669844,0.0230828492505484,-0.007186309311206963
RSPO4,0.00837978606512884,-0.0027635415583898842,,0.07406158072255775,0.09468127628002056,-0.03126151022152882
LEFTY2,0.0014527281018384217,-0.027468672118073845,0.00940944638661827,-0.022216930242747016,0.11846052604292527,0.006213486840233135
PF4,,-0.008368592220326133,,,0.017436717024287188,-0.004178022887071038
ANGPTL2,0.02778086495472428,-0.07030603951566919,-0.026913652803462904,-0.08065183614171977,0.022282218438405114,-0.05734756361497538
LRIG2,-0.04953145744104329,-0.02058848276340593,0.03274078080928339,-0.05523467274543961,0.06463368642302658,-0.005912210903687862
ICOSLG,-0.044124776415419315,0.053495827042797484,0.03315948501892928,0.04179849500016585,0.022589708509644882,0.01970367091837969
WIF1,-0.04729998800117026,,,0.13123341583008472,,0.0040973158461754386
NPPC,0.02339262102827912,0.030683811061834466,,0.07078672109592443,,0.1255475004926335
LYZ,0.005925285691643111,-0.014535474775315206,0.03497103663287939,-0.0666727765657746,0.03272796189069636,-0.043285865560670204
EREG,,,0.142098127703464,-0.0203477246220928,0.02481246948515415,0.09583244417454845
SPTAN1,0.0062576107912654996,-0.09556260942413433,0.03096563219386694,0.026221653068202552,0.06780774463617842,-0.0607228560596849
PTH2,,,,-0.025980909505941063,,
LIPC,-0.042628721094643676,-0.015038983490520482,0.009922840491347389,,0.06895310953867204,-0.011625022979445239
COL8A1,-0.04600407217830943,0.019673331630938103,-0.020613848158803474,0.09335483892634044,0.060916664971044095,0.0025672864436306737
GSTM2,-0.01832220054169696,-0.029297084034879343,-0.010078226614195968,0.011475020365898453,-0.0007609219854184713,-0.01440099229224744
SPX,0.013925546122699643,-0.024643065164364247,,-0.030662294374951098,0.07025365606504747,0.06164711137480425
MFGE8,-0.0031346440170314043,0.03737934217766627,0.019915271705516942,-0.02062369188940605,0.03904746532623257,0.03401136630859406
TGFA,0.06825044966078239,0.0342588399973139,-0.03704027273087396,0.02804170932113161,0.048386571179878955,0.0487692611969339
SLIT2,-0.04119039004207475,-0.008529984656255296,-0.0021768915289930987,-0.007706820907735104,0.026625742815730668,0.0013109375144077075
PLTP,0.06273797982795974,-0.029656954151890597,0.009370045361934403,0.02842434622033471,0.049059468912097705,0.0027942291790217563
APOD,0.08412206204954015,-0.08724661379831165,0.015010205407017061,-0.03649653427494618,-0.010243670528417941,-0.08450961412709693
B2M,-0.04561669820414074,-0.04170560798741498,0.05156200652694959,0.05668292934534129,-0.006618672320421983,-0.11449036611829598
OMG,-0.07361788883082591,-0.03517368751602591,-0.017405916409069286,-0.006332604394759939,0.08943602104657897,-0.03335163088850719
CXCL3,-0.0409825705622939,0.14967540086455694,0.02144872390576008,0.009002039744604357,0.02928236635003652,0.07985858507871452
CXCL10,-0.05738098221901013,0.0011991583677955745,-0.007136601402559356,-0.022322695209807737,0.00504692080020585,0.041228971855722794
RSPO3,,-0.009718487228907089,,0.05223808558111749,0.08281281251174505,-0.015457707311555574
CORT,-0.022788129857655694,-0.021794453846212005,,-0.02717024241291072,,
NCAN,-0.008673630979616695,-0.056896647278768,,-0.013838835186292276,0.023501937797057094,-0.037247186633398786
PRG4,-0.031100446825674914,-0.00959172778538926,,0.03308918199871781,0.11519031381952856,0.054228560787703516
ZG16B,,-0.011132373160768837,0.12486792585709028,,-0.029953314479353253,-0.020891551705075874
TGM2,-0.028931017333824246,0.055666751444232575,-0.01396701407195513,-0.022239824729073897,-0.0005267444309594603,-0.012871743432433781
VEGFC,-0.02231519153855181,0.0655769309100426,0.009136981170096488,0.052697568431512694,0.024015004445050968,0.01683673694587586
WNT6,-0.028301607830753087,-0.013266594585534747,-0.023755727296921745,-0.021681562223545215,-0.01282476266319615,0.02458712806646494
NRG4,-0.0210913621151809,0.037131733823391154,,-0.021573130931107767,-0.024022376200222767,0.028814595889873965
PMCH,,-0.016174870589267625,,-0.012420918086512857,0.035989448483304605,0.007712265008823173
COL9A1,0.004585882321960108,-0.012192193424290496,,-0.06433571968289503,0.08791283363675324,0.023471370242865233
GDF11,0.047175055130033824,-0.0042898290470960365,0.03198288216639674,0.006324208250639881,0.060027691183740677,-0.0036849386330202972
RAET1E,,,,,-0.026352376008057364,
IL24,,,-0.019552287509888817,,,0.19220632797826367
SORBS1,-0.06326057915032142,-0.0544132788136775,0.056036991368192665,0.0023735266186650254,-0.01616224833353206,-0.009211765068388826
DLL1,0.14418881696048744,-0.03879881540887815,-0.005039747454139343,-0.00150482416337746,-0.015900041204845734,0.022514045365486107
TLN1,0.07534781444167522,-0.018937100064316613,0.026899608996655906,-0.008665721858339345,-0.028046273772025326,0.024052513856669483
COL2A1,-0.021588398029986286,,,-0.026166665000485752,0.03727844148662577,-0.02924823067737111
SHH,,0.160441432376079,,0.07393918756787582,0.03251375072620757,0.04444265848765651
PON2,-0.06894058091005445,-0.1041178550347961,0.040227567095599666,-0.015119647473337949,0.08666922651130207,0.03466427573500888
ICAM5,0.008303126350260447,-0.015534869171989108,-0.018508642492741933,0.03262584341290485,0.058284998073027866,0.015381990126327153
HPX,-0.03437812721565472,-0.02425199152027682,-0.03675096209309365,0.0461619239359986,0.008406102157004726,0.01725255755936208
SFRP2,-0.0281068450681559,0.03852738068963341,0.05970066309163572,-0.009489537360834908,0.07639935072174586,-0.0352147230070299
CFC1,,,,,,-0.02872544282143628
CD70,,0.08495073079938002,0.0038324436692752993,0.05237738820569659,-0.02529689675637909,0.06612116330964812
HP,0.017640976440318635,-0.004910189055195923,,0.01191477007158674,-0.035934847365237214,0.01670175434103312
CXCL2,-0.0359402472795585,0.073905603930201,0.048943117456986415,-0.048807551199459696,-0.02568474085705461,0.06094523948920547
NPPB,,0.13423247340252803,,0.10403247278553818,-0.024368025277793755,
CCK,-0.019872737015301584,-0.07617264765715087,,-0.007650815683873116,0.049518783961969536,-0.08415489634872864
SEMA6A,-0.03129851105640034,-0.06678333054035106,-0.0066113678824830015,-0.0426290729773179,-0.012615980068926518,0.046404912670850555
IRAK4,0.05577116050211376,-0.022813418175177947,-0.004178794516015075,0.07728648758408821,0.06842058564562155,0.0039171774055522645
GSTP1,-0.017281007057683845,-0.02832247535514973,0.05749399889431683,-0.05620142139475236,0.06977265398967014,0.08832821943755874
VCAM1,0.006104042764375913,-0.01817153814043529,-0.05380725833215197,-0.012398069794480552,0.06635034767087683,0.059580748701305634
NXPH3,0.0507759717433174,-0.0074970318638931275,0.006773796183591703,0.060061211554099755,0.13956844289996959,0.004714316138069446
MTMR4,0.04020351854386591,0.00524158667533746,0.04517752441892459,-0.0026564443199070973,0.06627880788417176,-0.05273261488076188
LAMC2,0.040995740632449464,0.14606152054346677,0.04253697261316538,-0.012056438390618283,0.0985742348509791,0.03643983333313776
IL10,0.1282537268446149,-0.012467131143499227,-0.029442769380122795,-0.030022998105307425,0.11024593259543611,0.015839100128693478
SEMA4D,0.07423848896130691,-0.05488488887554779,-0.02235677230085495,-0.014628719203070132,0.053746829203211784,-0.021550126796040944
TRH,0.09015331393005774,0.05176369938746204,,0.07465773702286886,0.02021043366258194,0.009870144762543304
SEMA6D,-0.02199112466964564,-0.05534504551618018,-0.02634732399709976,0.05489850623493993,0.09267491092646143,0.06153243791623482
CEL,,,,-0.017755855623483845,-0.0156473081906599,0.08894591807642875
PDCD1LG2,0.01665729152533447,-0.03813910162030122,0.03294418981920053,-0.004624375723329427,0.0575279626645161,0.07553767827120954
SPINT1,-0.029821225791818503,0.024201384833007978,0.013171124938368367,-0.01195534093371798,0.12879739279917574,-0.050477686487827154
CTHRC1,0.011096201164278188,0.004881542392672326,-0.03406707607135947,-0.01806352006355433,0.044339111158627216,0.0015849150126748825
PODXL,-0.06907999901665897,-0.07901447572419784,0.035836949930336905,0.0249870739089151,-0.014604050289245565,-0.07789825681927462
JAM3,0.03314620385824107,-0.04149752193937726,0.03617437453412281,-0.007921987389252632,0.008636227756201662,-0.03464947925732635
TGFB2,0.00306698199962146,-0.07056752295406028,-0.010676912828015344,-0.02308264241139525,0.06195872276824703,-0.0505760894150776
COL18A1,0.028492340161669273,-0.00694886389839656,-0.003315793227165264,0.03435831672191915,-0.018765533476699486,-0.03750290167083687
NODAL,,0.0906195158933331,,-0.013787441549263623,-0.03735407813207373,0.06793128130409713
INHBB,0.018059819423875013,0.05419115112682259,0.04518447308490837,0.023484714064487926,0.04701963108524872,-0.0927106900786306
LCN1,,,,,-0.027600998850349348,0.0687100270491759
ARF4,-0.09947441451572211,0.015360145794965642,0.04344001601058464,0.04866843474433372,0.005681524413709252,0.024296295590430197
CXCL14,-0.0036533076529585077,0.005348736265906288,0.028063195527293135,0.051997096880262404,0.04878941064079005,-0.04711548136630255
LIF,0.030848028789788706,0.08172350795199647,-0.022452651840646567,-0.021526635304510627,-0.0254496039874672,0.07140721646368471
IL17B,-0.023021365638089306,,-0.004687021724312332,-0.017152858444258737,0.028605159341261184,-0.0045937549306191705
MMP1,,,-0.0590867401652201,0.1050184260782625,-0.009487377788522818,0.12056547171346081
MATN1,0.013781242324902774,,-0.019552290328122637,0.06629014555960719,0.019329236516755485,0.022526368848956587
ADAM28,0.12210228710938285,-0.05734303273900401,0.04961781691119436,0.01340937338248714,0.008702995173221758,-0.008025639845024973
TCN2,-0.015616302116544334,-0.03267566629077531,0.07619209089149923,-0.006763430196439003,0.096121824959541,-0.04817622010168594
THPO,,0.03729647985826494,,-0.015334726548111466,0.04459344744433479,-0.004567432368187423
CUBN,0.02214320035390392,-0.017067525619569507,0.02963761504761942,0.05256614405025591,0.046179416908710726,0.005064771289116274
TIMP3,0.031871736503891905,0.00694308866552025,0.014554941522483957,0.0055240773564697865,0.03293097083608221,-0.0504375921853449
PIGF,0.05301679120372222,-0.038894981613622,-0.021203194567981677,-0.005653885889082474,0.1051781513267831,0.007825294180703267
CRH,,-0.011242573797245364,,0.0016963900164704935,0.04628461015303848,-0.025765015399065037
BDNF,-0.014221044390844912,-0.03015192715649549,0.07165060658386237,0.017906657359505425,0.01691054066246325,-0.032570873074811116
CCL5,-0.0364870863165854,0.023297405450644532,0.03169279041559301,-0.03125440099053539,0.06117996171091892,-0.051331407456967564
GAD1,0.040929281973312484,-0.05490086293053787,-0.015743624923462516,0.046044187868955144,0.03733551205974663,-0.03897559921333598
COL14A1,0.025798412939971805,-0.03341676214436156,0.00808160276719156,0.082621650123004,0.07113205864004664,-0.0010039360366694346
HLA-A,-0.036493252797127014,0.06635487172551707,0.04004768230012707,0.02243429244856093,-0.024533729103040997,-0.006669913981157611
FGF18,,0.02337730170590729,-0.020301751041834494,-0.021464228598860505,0.002986560114077573,0.08255238164438745
ADM,0.04705011261777152,0.13355080785042742,-0.026397685238431366,0.017865268535222398,0.007213235716426401,0.08547023098445647
CCL15,,,,,-0.023671932005749068,
GNAI2,0.007293538890897377,-0.08968574890232865,-0.017943080086630227,0.018075463471394063,0.02529910936751304,-0.03139023305242653
HDC,,,,,0.04148182257645321,-0.022593024968473475
COL11A1,,0.035873026994479376,0.027610187542623715,0.030704931967755672,0.007196758667909467,0.06557006360260079
NUCB2,-0.007005851755988353,0.006080088181372161,0.017792174370947003,0.008558655815686149,-0.03288038553460333,0.010066936939052246
FGF16,,,,,,-0.022262489031542067
CXCL1,-0.04332505701923817,0.0600397444099089,0.04913180080325602,-0.014124112378779556,0.06391781082527181,0.09281806653146843
VCAN,-0.09036343081877561,-0.1081695882978651,0.026027840614552013,0.004975291534103028,-0.06131126698102527,0.0051507188732616924
MMP7,-0.04004870799736993,0.04831337960104695,0.0881459138466653,0.0535310439777874,-0.014430139305548267,-0.012973762831702713
PTPN6,0.08547647838809677,-0.045165664511835894,0.08896997289401509,0.013951723293315272,0.07385339778005667,0.017411482671299747
PTGS2,0.02063600890740934,0.06721292821576542,-0.018112308275814448,0.0031374620656885585,0.020983549486738643,0.085039211320828
XCL1,,-0.00971848886454817,-0.004294839898600228,,,0.010340605413039824
CD58,-0.05131435841226003,0.020140750483956856,0.045688608404289066,0.01963165789292677,0.050104196680817344,0.06251119652503255
TNFSF14,-0.02393719923444542,0.007991208389566221,,0.0026054303002786346,0.0073659830682151865,0.05651345547544166
CNTN4,-0.030006675373214095,-0.0010269154334889776,,0.06603076058419584,0.0904978117409157,-0.0031819629305917313
NTF4,,-0.012293462818290819,,,,
INSL3,,-0.008932139055371454,,0.02401801372974183,0.008289342842932727,
BTLA,,0.026002859285115185,,,-0.017919247760117288,
MFNG,-0.008134591872651253,0.022804266778178053,0.01645908352104376,0.013941741595498165,0.029268050707167252,-0.00295903315633472
ICAM1,-0.016441224672267416,0.03114203938358216,0.08145964810074667,-0.012712210432686721,0.035745924756355005,0.06165398244652321
PROS1,-0.05293802036515251,-0.06548671151727248,0.035851968831090465,0.06245145830059986,0.03455241837064698,0.038439510509056876
CLCF1,0.007840364533997798,0.06907264219082081,0.03471603073519372,-0.019385335209562485,0.04673615454772813,0.004986908707691064
PSAP,0.03165806574490946,-0.03035510704593425,-0.049903864325619086,0.08341370511682367,0.10321220077126106,-0.08887142854522011
EFEMP1,-0.016020498045110586,-0.0876907431116611,-0.03095869267670142,0.1210092149034274,0.04407878327622117,-0.04005554889568958
C1QTNF1,-0.014056567540427278,-0.04656620909326229,0.0008432632136931409,-0.017651604731239123,-0.08542469278443161,0.04946663926187857
ALB,-0.025673352296818653,0.09240920031338624,0.08421493276464868,-0.016505702718280387,0.03348463906591208,0.0014578198879995282
CCL13,,,0.020900822002730135,-0.020117998364093684,,
EFNA3,0.012117669758220212,0.07063414624538698,0.01468354738810604,0.07536215303123532,0.07379001132037522,0.03289632550892499
DRAXIN,-0.010061000626112234,0.005869879148540154,-0.02910782777341903,0.029492330370257905,0.08364841165057793,-0.007705747980669431
RAET1L,,,,0.04869377417162362,,
NPTX2,-0.0067505906067471195,0.01590975240779267,-0.042622681541761985,0.0383802023707783,0.05598295122298307,-0.08202906648381651
FGF11,0.002562203923422867,0.021295817236032435,0.022110102437681176,0.06480638404058098,0.04276555643528196,0.06792499644523711
CD59,0.04775609533505989,-0.07969355785415887,-0.020913657630786942,0.08058537255973693,-0.036552546485679994,-0.07110445997092618
COL9A2,0.052483546959050005,-0.04730326421885553,-0.03566896091085756,-0.030960587314861805,0.0794022339945816,0.006403970768133112
DLL3,0.025056023219808307,-0.07289574680774057,-0.0071038000566491484,-0.029484742452174275,0.003022400093696219,-0.03713070540878157
FGF5,,,-0.04465370426622022,,0.035205247691307465,-0.01218064011547638
LIN7C,0.012949764222510176,-0.0516786116001955,0.0320031414474824,0.04034803439121238,0.035034349801427,0.013354001967607117
GDF7,-0.018138702890582732,-0.01593754381978175,,-0.014580230653455354,0.11389221051808257,0.04077123023701013
PSPN,0.005646190566572413,0.10079298297529511,-0.01713632471391081,-0.002062435972245,0.06606861324891772,-0.020109040787851504
ANGPT1,0.03722403072320809,-0.018298370058757153,0.046578064304446304,-0.014828119026537419,0.011588319239133123,0.007196784311510489
PNOC,0.03207064112026042,-0.06052976782996259,0.02401725694269096,0.129628763590045,0.005651222201400433,0.009647866332390665
L1CAM,-0.050561632292834856,-0.013002540639888873,-0.03093539750950841,0.053981842418545915,0.03357611220790117,-0.032037420044736385
APOA1,-0.007095205335263616,-0.013910330787849456,-0.031169446622517156,0.06447741652819745,0.04420805586125129,-0.02020949036989379
PSEN1,0.015314603442134157,-0.019957394892641547,0.014044866657744083,-0.038750589811976835,0.003813609330935141,-0.0012456306964413705
CALM2,-0.05498268736962103,-0.064650117724078,0.02322296230082604,0.0561871323904561,0.010893560626897086,-0.06500958524239712
CLEC2B,-0.014802439625031185,0.03710267067936298,0.017862420355622004,0.044396600779839764,-0.019833107846390818,0.03495513450195772
NTNG1,-0.019172856854489342,-0.03538718886007496,-0.030330331001662332,0.014183533442823918,0.06977698110035409,0.032223274798495016
LRIG1,-0.02354786071437267,-0.06915075199815342,-0.032696665909261576,0.011062271538046925,0.04999956012307289,-0.005546986769456135
CPAMD8,,-0.01056512668784054,,,0.0147018766658277,0.05875697318460213
GHRL,,-0.028180884661159124,,-0.015771350222297552,-0.028609010192380536,-0.021587248271077775
NPY,0.003736693112133981,-0.046267286893433075,,0.004150360379659579,-0.04092873727494066,0.0425196849767227
MMP2,0.021827650677027428,-0.07235989356674052,-0.06037989028895409,-0.03776603547980441,0.029530270572767327,-0.03334038958159682
LHB,,-0.009201427463970761,,,,
PPY,,-0.016017001589144892,-0.017119674590764716,0.053537981275314145,-0.0067013542169902605,0.06593215672818525
ALKAL2,-0.02370877837452749,-0.009067745074682344,-0.04364697760133256,0.08649338586676666,0.0037557023113974513,0.004978804841278673
CSF1,-0.01419579316006184,0.06061981870663542,0.0352179517162452,0.02308264078366855,0.07056558535791564,0.012328337462157161
SEMA4C,0.05575973405054974,-0.060897257757501676,-0.04977057857682634,0.0009025539874234802,0.06014506022746086,-0.033486705150184086
BMP8A,,,,,-0.029091734001313964,
ICAM2,-0.04058757390167034,-0.014779518991714924,-0.0578491186612594,-0.03252365731924711,0.012130837088920038,-0.052887815312236436
SYTL3,-0.04431322126596834,0.021920281626165716,-0.011124494745222807,0.00509087963126439,0.0036719743547121214,0.079581038994287
IL1A,0.0009241991570215097,-0.006070363102824039,,-0.00731094329400719,0.08502772012230977,0.1609249543229745
HLA-G,-0.02868776494767169,-0.009718487986887,,-0.026443346001093226,,
PGF,0.029767625915649548,0.005606047616184355,0.047213177034079575,0.013402266269262794,0.022428324245553768,-0.007289552695660349
LGALS8,0.021505168826159573,-0.03143243580046761,0.01969353925964879,0.0005210894130293593,0.05406884705084117,-0.013496794721592225
