,UKF266,UKF304,UKF334,ZH916bulk,ZH916inf
FGF7,0.03410142596347627,-0.0136062427439126,0.00228757658285151,0.05493151899731491,-0.036599758677187094
HBEGF,-0.020275718903707638,-0.08499324715221848,-0.03278372774156919,-0.04927521737432193,0.01640143192900913
CSF3,,,,-0.030173081203049033,
PI3,,,,-0.0742998895695303,
PCSK1N,0.005473449937751204,0.26973130226776604,0.11733839161609784,0.09026985593993209,0.1286144714609238
NTS,-0.02269075218838282,-0.048287673946801404,,,
SFRP1,-0.01183959056155228,-0.05569081586244217,0.008575758280365548,-0.03764334820739283,0.08047321899966346
CXCL13,,,,-0.003609480449180617,
MICA,-0.005184987023890011,-0.025363827832914423,-0.042776287873483115,-0.0210079988050478,0.16948577046100816
TG,-0.026191109608887545,,0.034270881040550864,-0.02697098987691518,
ADA,-0.022032703255372724,-0.16834093158632477,-0.03330736751832919,-0.025284303828993368,0.17750937260329833
LAMC3,0.03130508305304812,-0.014978477846844786,0.005749768587630328,-0.037727607129453423,-0.02789519480447243
CCL7,,,,-0.031176890241331894,
NGF,-0.02499334346834676,0.03360553241103503,,0.024612476527272144,
TNFSF15,0.019272678958800162,,,-0.03339393331175819,
HMGB1,0.04374474150518764,-0.1559640250821624,0.02162986276401873,0.02815560040114449,-0.030198021657005296
ITGB3BP,0.06420381803752474,-0.0137388917776243,-0.09617134231014293,0.006626138609534372,-0.014522425533614464
AANAT,,-0.007718272922917729,-0.021585010689849676,-0.01842364621994671,
RELN,-0.016655602718960105,0.0834874411553935,0.020647695131310036,0.019403625023956355,0.07808981630284094
IL15,-0.0039594734934467295,-0.03542232076362556,-0.02001909977187026,-0.056715965489235624,
BSG,0.018556912470447256,0.21671002853588825,-0.07908182080656256,-0.03905469663101791,0.07120048093690971
ADAMTS3,0.018593229629872345,0.008468791477859314,-0.03326528280969021,-0.03572704781729838,
CD34,0.06718906311012324,-0.01206155876295322,0.004135494152756732,-0.10961597521308487,-0.0042520699369888205
PLAT,0.05109365727841531,0.08010981857716165,-0.02712725872337936,0.003965992907175362,-0.022361063581961278
LTA,,,-0.02001910224303728,,
CKLF,0.03852378132865807,-0.14297209986653187,-0.11164849239998693,-0.05529667501814101,0.04441905341314979
CD24,0.03019639074343625,-0.09190491945579406,0.03553607252918153,-0.05333206886128977,0.040422766857094616
HSP90AA1,-0.013753553103956371,0.2726232714692131,0.14549892206303594,0.06854821445552504,0.06853498840803054
BMP4,-0.009865771179494835,0.09090088844980052,0.021516656018126416,-0.01106850196573843,
SCGB3A1,-0.027565094897727977,-0.06621722212743958,-0.013969064803636456,-0.009287932587555859,
IGFBP4,0.02400955569185642,-0.16398362874356967,0.0034795254255179163,-0.040250453499526426,0.05538430452851742
RSPO4,,,-0.01561226133350082,-0.02323148810609234,
LEFTY2,-0.014015081180976953,-0.04828770574103086,0.031113417256648228,-0.04087386274541459,
PF4,,,,-0.018198539180030414,
ANGPTL2,-0.0061030159880442365,-0.19575928532132175,-0.10543215013493772,0.027350360899917544,-0.009324775096811356
LRIG2,0.031336756640869524,0.0343169680100937,-0.011042603440916437,-0.03678939308085581,-0.023514053813956333
ICOSLG,-0.012738376474625555,-0.09338215481676669,-0.008930539693822832,0.0107594363298515,0.04562959505915716
WIF1,0.002336792110748255,0.06324027826162644,0.10425217204449161,0.049302522296011925,0.10891133140105924
NPPC,0.06510685352725176,0.13633428478258627,-0.09161850495129577,0.07008197877767529,0.0014194803050935542
LYZ,-0.036102746574736944,-0.21206627161024824,-0.0456989477022245,0.05651821617624118,0.010337855889129853
EREG,,-0.0036954408328633797,,-0.020951909600250267,
SPTAN1,0.0015900294157349575,0.2588509791850231,0.09357870955286475,0.11191379936559515,0.11921848496599587
LIPC,-0.011153490788644686,-0.03942104966834696,0.0014051027851711166,0.10182092517612557,
COL8A1,-0.04517149627359758,-0.147379849830366,-0.08379498391360289,-0.09180045641935711,
GSTM2,-0.018260616126168958,-0.02449377147418977,-0.055630319848440975,-0.043623433985062215,
SPX,0.04319807262928645,0.09586596754368737,0.11637457825762332,0.09549514139681871,0.015705970103807587
MFGE8,0.024139192367129126,-0.031883381864310015,-0.032368459766501836,-0.08582509198384644,0.0601553212561273
TGFA,0.01384234350460657,-0.08925570943408749,-0.0411963886286097,-0.031698997779795145,-0.00756351368001947
SLIT2,0.011781644873380025,0.16719322935912306,0.026372144217419288,-0.0060097850885509506,0.10041794900308174
PLTP,-0.012439894621039293,-0.2461382143960689,0.028144819549064632,-0.10681428682815354,0.021134211128443645
APOD,-0.041090356979385324,-0.12578763016985137,0.11569829019434967,0.06205598631518727,-0.10286311546348202
B2M,0.020453118326811248,-0.30891404609062506,-0.14033885644835026,-0.012128298572667189,-0.2103134782071899
OMG,0.008861183695556142,0.020131123331196387,0.08838727365058167,0.09953433913070751,-0.06673076237106361
CXCL3,,0.02215928523883512,-0.014417378801928048,-0.06815063520402946,
CXCL10,0.0731550389374116,-0.05491762875976507,-0.022910959675168246,0.02486442885458613,
RSPO3,0.07816254825710504,0.07253229833418226,0.14021481308171244,0.06566595828256756,0.03675715319621453
CORT,0.018046196782106734,-0.006062305172616806,0.09158041599238514,,0.005760872767487001
NCAN,-0.058411364430454644,0.09577193924122501,-0.0443286567673137,0.05758377432691502,-0.059119818972542655
PRG4,,,0.02078438941394607,-0.02532988721941924,
ZG16B,,,,-0.015525220359317244,
TGM2,0.04026419463573165,0.04485251235740696,0.06411593817669896,0.00515859057486987,0.12136426446407435
VEGFC,0.08071861795056345,-0.05613133329999334,-0.017976307205686236,-0.013747656526080603,
WNT6,0.0435079666263026,,-0.01568881318086108,-0.016042210533390767,
NRG4,0.15207785089815995,0.07229087106558592,-0.02097145909761735,0.24759418117433096,
PMCH,,,,-0.030895565376327656,
COL9A1,0.01014718855101892,-0.012186755629807077,-0.02389647907816179,-0.05263092263403278,-0.013947961165134713
GDF11,0.026173871706623653,0.020104124088717798,-0.05493586018895078,0.05157722485360436,0.03978087232425072
IL24,,,,-0.026970974389419932,
SORBS1,-0.009821724191908366,-0.07475794407683513,-0.005995273791256239,0.08208647312264258,-0.0315230045184428
DLL1,0.03192016522342702,0.041110006895364794,-0.02862131545132089,-0.020878897282282254,-0.05856614470570689
TLN1,-0.0029973550752339945,-0.2371178880318017,-0.07160473969811325,-0.051584975626342115,-0.030894735087380394
COL2A1,0.09946094623954636,,-0.014636599415312942,0.07096973010036162,
SHH,0.015406388226762031,,-0.01396906358265323,0.0025976318529287367,
PON2,0.020627713430621593,-0.12088827908542273,-0.05120721523708283,-0.03617557761760888,0.09953851539681183
ICAM5,-0.00739111659397285,0.07797833235803356,0.03675400762130276,-0.03662202236221851,0.11808217897463212
HPX,0.16148761943049927,,0.002417602645928574,-0.02475101826009522,
SFRP2,-0.00677228513226917,-0.09200950948093048,0.020826920937334174,-0.02137497642920164,-0.0325488981215776
CFC1,0.05010898029543372,0.17540690103620704,,0.02719552590154137,
CD70,,,,-0.042380841924957585,
HP,,-0.05294246891431592,-0.048793219062282685,-0.02933445919969896,
CXCL2,-0.034231881934743684,-0.06642316561714183,-0.01495212754264716,-0.020180506097226363,0.11992804751560092
NPPB,,,0.0007274604459765483,,
CCK,0.036015102631152734,0.2995229365793447,0.1420458684427842,0.14122237490327116,0.20282268483463145
SEMA6A,-0.0036141668530575897,-0.12387834716204842,-0.11274488685282988,-0.05260524126524492,-0.00824936363836535
IRAK4,-0.013763010163911274,0.01688442221040614,-0.04393308484188402,-0.048750084180641466,-0.011111398460346323
GSTP1,0.030145060792665577,-0.24312285095741978,-0.08408357979261634,0.003928132540415736,-0.06145812323509438
VCAM1,-0.001369982552491658,-0.1354524535402097,0.033443023356617904,-0.03448719098311986,-0.05886328135290792
NXPH3,-0.0029411615501863725,0.10474432266110716,-0.02588380771737363,0.03259245141337557,-0.0047324577414650576
MTMR4,0.0011945527917129456,0.08203305566929342,-0.03696327235896717,0.011191440928895848,-0.04441651453531314
LAMC2,-0.017608736960172053,,,0.021587936593988954,
IL10,,-0.11639676195411829,-0.01609135182282736,-0.013296404823576753,
SEMA4D,0.007813122724985787,-0.1226245431832683,0.007172786062916,0.037911225279827515,-0.06573458096951845
TRH,0.042528113187196376,0.06319004607658191,-0.019067404168079113,-0.02425226330765889,
SEMA6D,0.02162263733757362,0.03305444420926179,-0.10437178110665726,-0.03377891830523234,0.11662788599808616
CEL,,,,-0.02481968924547055,
PDCD1LG2,-0.021311478650007442,-0.05992901191566088,0.02049413396225215,-0.011998732709602297,
SPINT1,-0.02756510332025093,-0.04730919992730407,-0.023618640305363963,-0.006517106015850513,
CTHRC1,0.01679388873625556,0.01677257748656995,-0.06177824320196881,-0.07829342297227254,0.059341018489819576
PODXL,0.000660210319845845,0.08505825781927973,0.014085541482144203,-0.033804124183449726,0.09634975276685903
JAM3,0.04774774966035345,-0.2249175162374223,-0.021855978864670705,-0.04612401294271407,-0.0184733077254863
TGFB2,-0.04117754109306305,0.05327027320187054,-0.02589036998361698,-0.02833825937213063,0.1149417495535466
COL18A1,-0.0048295670567259615,-0.1568354907749365,-0.02776291555141166,-0.048561826278047705,0.03477597170389507
NODAL,0.017939417136561945,,0.03221385354306108,-0.048394970137657825,
INHBB,0.01634277791388172,-0.01974155472377715,-0.07460329584245766,0.025340885417252535,0.03277123362802648
LCN1,,,,-0.01629491581354303,
ARF4,-0.052341918428033915,-0.09907575849049391,-0.08779135295697509,-0.0872941992578519,-0.06407341399867
CXCL14,0.03195824197482168,0.08545245717490275,0.07851028278556701,-0.06843988594308299,0.17584220223544375
LIF,0.002495596347397124,-0.06942276412035586,-0.02977092283057148,-0.047774256581879324,
IL17B,,,,0.008678938862787753,
MMP1,,,,-0.04123069946445935,
MATN1,-0.025955636678880192,,0.07611795935760994,0.013298857637834952,
ADAM28,-0.0460234850713229,-0.08950682457330293,-0.06783909453800986,0.033258636592613085,0.09866452289230007
TCN2,0.01498742717895931,-0.10783389812320784,0.022255799989355545,-0.04725379693061513,0.01627046666601571
THPO,-0.03691004709384115,0.028495743365052846,-0.014636599275201015,-0.02516081769162534,
CUBN,0.04445650746852807,0.004362322711486081,0.025146716736448114,-0.04485826842297419,
TIMP3,-0.03922377351578623,0.06773984703289065,0.0549941595063452,-0.060132277104909995,-0.032337223988875306
PIGF,0.05287493931969765,0.024977811715307843,-0.04078275657624792,0.030204363479471506,0.07252958096385542
CRH,-0.021873030179566964,0.04200379612813698,0.04841521749406169,0.02113605411447108,0.21969693024150608
BDNF,0.0598164247637339,0.11954051831806617,0.025230013210015622,-0.08408668224756113,0.07210240992901824
CCL5,-0.031951113747333774,-0.07830649024970393,-0.019856307049673987,0.01861721540363902,
GAD1,-0.010107765569582481,0.289217288003703,0.10670409976535715,0.016235833180599877,0.2389360197564091
COL14A1,-0.02280005430693669,-0.1215509859671238,-0.019932174392274304,-0.015322250619863505,
HLA-A,0.013989267920182702,-0.27050182549912666,-0.11134230885810019,-0.030468965190089226,-0.023284455080382304
CD5L,,0.032701873179294356,,,
FGF18,-0.006391510309525635,,,0.08662407230772182,
ADM,0.06469644446231651,0.0038429708776773646,-0.1315547369805394,-0.08839419511020143,0.0005816565510815674
GNAI2,-0.0002355179673962745,-0.21327107137562434,-0.03168139970642545,-0.08449728506996937,-0.06194247089765481
HDC,,,,-0.01678964282647732,
COL11A1,0.020957607080047742,0.019707854608492767,0.015376450789856966,-0.05786393443747096,0.0876915051905586
NUCB2,0.07568383194789993,0.08328405403636135,-0.030494087851767264,-0.046346593888943785,-0.005264704158666977
FGF16,,,,-0.01654401036556793,
CXCL1,,-0.06720243881265592,-0.01985631041614238,0.024577869508047287,-0.020024779915144036
VCAN,0.041796115293205024,-0.07550362113470319,-0.07506268958358081,-0.07392870508461208,-0.10261118301322578
MMP7,-0.026886137736901468,-0.042323624300075496,-0.0071935121123331055,-0.04394931112610699,
PTPN6,-0.015387574912983246,0.008338988143736046,-0.07123134849593356,-0.06584952662491347,0.003226244216005834
PTGS2,0.08014881193570632,-0.05421847453299398,-0.011871461037192414,-0.08537089220303905,0.03650579474580356
XCL1,,-0.04402212472309374,,0.08615879246788063,
CD58,0.0005561353630163448,-0.07977236193606023,-0.07957038974721625,-0.06312738738836855,-0.03251249452642026
TNFSF14,,-0.11509989130211641,,0.020566725015271244,0.06333159384593622
CNTN4,0.020150982880244635,0.2775062954319959,0.03586052075716171,0.05486147185463355,0.06718895017873538
MFNG,-0.05290226802217316,-0.031139360481551397,0.012629135199405485,-0.02875674379753361,-0.05469693609022194
ICAM1,-0.016013520232439054,-0.11459866089278924,-0.03688931506133234,-0.027672284300464197,-0.011492286741031333
PROS1,-0.04904736188562459,-0.06318274627878402,0.0062258690150393614,-0.07079249651316973,0.10248319534609522
CLCF1,-0.024993349887305016,-0.09015080676808969,-0.04358859927373301,-0.0579999452456954,
PSAP,0.015614982028652446,-0.15043070846132542,0.14326730464100337,0.015083688485074628,-0.08016724077142899
EFEMP1,-0.052860166443955976,-0.22782885619831222,-0.08927915987703833,-0.05446653496234131,-0.042618488443405114
C1QTNF1,0.05412548556011857,-0.04549095813823876,-0.06261412526385547,-0.013701562279974213,0.08010754607370298
ALB,0.03237090736391283,-0.05982892000234167,-0.0316662571105486,-0.023771120078423497,0.041108984399018764
EFNA3,0.02574509799356294,0.13751097188263642,-0.03298806105849946,-0.025019376851339575,0.2084971066493517
DRAXIN,0.023092987213408054,0.016784011377266265,-0.03131415635099458,-0.0606009611708239,0.075352133906718
NPTX2,0.013190280546718018,-0.1402900854474243,-0.07346391298332246,-0.014661270727537137,0.07504724741057202
FGF11,0.019556494443434096,0.02313948383263046,-0.08409111768950542,-0.06168290136553344,0.00845971952303514
CD59,0.03788605615664765,-0.10676504035061797,0.09882510143186207,-0.014426977872928798,0.04403631241847235
COL9A2,0.03529137308518743,-0.06041046624990679,-0.006997600027843949,-0.024534931533654228,0.040115882653300294
DLL3,-0.007884648351864615,0.12586461018472417,0.050416684394625516,0.08228126924352314,0.025731694103552805
FGF5,,0.021795591656335184,,-0.01043418663171365,
LIN7C,0.04230816562921208,0.07385172844518997,0.029368182312380694,0.01989161491107669,0.09211776587224811
GDF7,-0.036736705628831114,0.1431012493062314,,0.12810828597156912,
PSPN,-0.011001778798937654,0.1000091971335327,-0.039720952545824105,-0.037498595634334594,-0.04228776929389242
ANGPT1,-0.02738669339947956,-0.050830668683821,-0.02319634372057747,0.03949180283797453,6.703623936920993e-05
PNOC,0.02511734283703429,0.11378974997627142,0.0941996076118277,0.06014948101319255,0.02719947511257938
L1CAM,0.003201306187098029,0.1858773296166533,0.19370404326607538,0.05043443754788156,0.07112642870565086
APOA1,-0.019464547383149036,-0.006965248326471687,-0.001350491996794631,-0.020819039672517033,-0.010517120667984416
PSEN1,0.021133041823777562,-0.1276089805510754,-0.029066637169315474,-0.012530355278538397,-0.0689620912159626
CALM2,-0.015159694301644997,0.2881234512993659,0.14348668335083897,0.1504750859240202,0.06672607161354754
CLEC2B,0.0032346773806921987,-0.10409105316904052,0.004153737669051822,-0.023781038884513953,-0.051498376248038706
NTNG1,-0.026516447246159463,0.11737414212537241,0.10544693426307118,-0.06246504570725523,0.0021048488595177633
LRIG1,-0.020349520384723895,-0.1039589473412247,-0.0474090793943586,-0.053823432357055605,-0.02256022929683649
CPAMD8,0.033305568057054015,-0.043203169448891486,-0.0020571391764828556,-0.01819855553825899,-0.04231252097115661
GHRL,0.025608747233521422,-0.04539754528200633,-0.01868026313264631,-0.016042216063747165,
NPY,-0.03494026739137109,-0.006237278585246257,0.05305136713916347,-0.020492629891221543,-0.08461661893097525
MMP2,-0.008399517408963702,-0.1056084057798505,-0.12587759605763413,0.014456412128346975,-0.0078025844747286865
PPY,,,,-0.0008912025136487919,
ALKAL2,-0.022756136875770522,-0.12883491084856155,-0.02448988142745534,-0.027179764080510885,-0.020580436696231597
CSF1,0.03216888760962557,-0.08878387983649999,-0.05658954627094826,-0.0030903462667511822,-0.02464207454536476
SEMA4C,0.05281479856705757,0.022293869820041976,-0.027183143112938308,-0.00413056212465997,0.003935406256215314
ICAM2,-0.007114099252809298,-0.03859654462761396,-0.023533770810686742,-0.053413929761015715,0.08224823089166039
SYTL3,0.04121164893536825,-0.04677332009171721,0.004992563453816253,-0.03745764582028823,
IL1A,-0.03673670080296163,-0.051144869698360775,-0.02813150868429943,0.09467204173764404,0.20568006320439097
HLA-G,-0.01984202354997577,,,,
PGF,0.032477151532520974,-0.020701818626458323,-0.09198453822820696,-0.03344414520843005,0.15458682522575184
LGALS8,-0.002400604470011827,0.0966817987477321,0.05274507996770388,0.021533014720391295,-0.03210848755538387
DKK3,-0.024815263310982,0.2978113119667044,0.1467941703426487,0.10418282699176867,0.09233120025085934
COL16A1,0.01920946935172984,0.04326523575674904,-0.08317116485444861,-0.052775675606442286,0.012952272201139073
TPH1,0.051478629151660404,,-0.017614506471260703,-0.03788969014130157,-0.05287366257779313
TNC,-0.015965149243814817,-0.20782782783076206,-0.12688400302038652,-0.10389273072722267,0.07319716239441365
TNFSF9,-0.005959499534617749,0.009926577862474762,0.06562701234527227,-0.0455018929462773,-0.019701485804473236
C4A,,-0.0017967538893673958,0.005765383323017858,,
CNTN2,-0.06802408301979813,-0.23800997704113597,-0.003488840859704821,0.09199942501472134,-0.1006398701701616
F7,-0.018260612022730417,,,-0.022494443059541794,
LUM,0.07388085979629931,-0.056978497917721416,-0.017014480585738716,-0.0168949338482523,
BTC,,-0.040025866971553616,,-0.04582854733636188,
APOC1,0.030353884887338554,-0.2863483981562351,-0.08478319243397255,0.008321474215190009,-0.08587541616150524
PKM,-0.01594812453577249,0.2169064600843555,-0.07236109728063278,-0.07338817664868569,0.11742739425395063
TNF,-0.011628356911271613,-0.0906362804056583,-0.036781069051117506,-0.017507238508763293,0.02151818018949405
GNAS,-0.010767368124927046,0.3082441211233275,-0.11830585711544526,0.06924021518966292,0.02805919547255708
BMP8B,-0.01384888938224112,-0.08272127502631625,-0.052948092098799096,-0.004916754356684798,0.1610752352743367
LIPH,,,,-0.02791654665046387,
CCL28,0.1078693097930209,-0.00893448129005116,-0.013969068808463679,-0.02648767938265892,
PTPN11,0.02382934249782119,-0.005962043924034149,-0.014445329574804985,0.0767897208290867,-0.059770843564575266
ADAM12,0.037660047029028275,-0.02698359975241872,-0.06316292823573058,-0.0933979842677364,
EPO,,,-0.017614509058010635,,
EDN3,-0.02619110717417026,0.12643381689449068,0.020781041583388424,-0.027916538794212797,0.05397500894193053
CCL2,0.06377798041850657,-0.25142605236845095,-0.08683505417107451,-0.09217973130497709,-0.03489555045697073
DSCAM,0.009555333101218684,0.2047017106062049,-0.0846124501169532,0.00046767641822904155,0.039865506345476226
ANG,0.001222248365401262,-0.06654347729880083,-0.041645339849410705,-0.039685973189738225,
FBLN2,0.010807770471583706,-0.041496386302648014,-0.02446116260617117,-0.02485300282734231,-0.008276248898866871
VTN,0.10090480945290792,,-0.014636596519667233,-0.028379533809434247,
VEGFA,0.054997278003121916,0.06186181199710304,-0.13946690055171201,-0.11907002040269624,-0.023044485712075433
F10,0.03886189803850627,0.0017619550629229949,,-0.023049167468045584,
SERPINA1,0.030387738099908353,-0.21885135546104834,-0.05812638103791852,-0.06252328100156335,-0.018225397396755074
VWF,0.0026651348926572,-0.034039163132874445,0.001050955661715418,0.03401734927669184,0.0731634128774223
GDNF,0.016319051010625373,,-0.017614507686249167,,-0.0111134294411974
VASP,0.06114083859817091,-0.08389580053897372,0.00775023338264596,-0.031600087081787846,0.0738710276379152
ADAM15,-0.015299395307021697,-0.03828920328322326,0.0007610093922219617,-0.046945388467828746,-0.0424992837409572
WNT2,-0.03459923084605018,-0.06891416201404203,-0.016484567626544797,0.04700578730390997,
CALCB,-0.02131147599385742,0.015157509829459456,,-0.0269709876104508,
OLFM2,0.01946784768835447,0.1206539199584181,0.029244028068421746,0.021370035582285722,0.07189685334740176
MFAP2,-0.05275289472323015,-0.053633847136086536,0.020228829942789888,-0.037474236602858015,
HLA-C,0.008226642627648904,-0.2588446127837509,-0.14401594889031438,0.04131845501754361,0.04038401250762725
THBS1,0.0038454579670602522,-0.09315617680191866,-0.021063866782513988,-0.11045452204560736,-0.07012805806087581
HSPA4,-0.04243271705824002,0.07370268373333665,-0.04854135717993468,-0.07085166558447487,-0.010973851059724704
LMAN1,-0.012059414904254299,-0.09403918054578747,-0.061908218474891384,-0.08034748915185178,-0.01601161980295005
LYPD3,-0.012423791702516881,-0.008964335550892941,,-0.025498023801343958,
APOE,0.03996746478445131,-0.2710642417724206,0.13609944908491353,0.11012028262982883,-0.10318004418658336
SOSTDC1,-0.004535617872767089,0.19690032460449752,0.03983454114158552,0.024431890065335894,0.012242485719325773
ANXA1,-0.018553269693137798,-0.22879733513621542,-0.1380586659017243,-0.11997917852964485,-0.0010788539642696518
WNT2B,-0.005090342314249524,0.08921284385211883,-0.004163890905281593,0.023343823978553106,0.008552428960911455
AMH,0.0011328769262102035,,-0.043973799897690215,-0.03271477077972634,
GDF10,0.057424608126224706,0.06726811245431757,0.050310487204727805,-0.02822590522270392,-0.01327064617696097
EFNB3,-0.03939253768888147,0.18466366215695326,0.13417269813386568,0.06717871525057385,0.09781587746123548
LTB,-0.02187302290839098,0.003204235590770682,0.021333598342376737,-0.03813329047549392,0.011052074339668448
ANGPT2,0.03698788776868474,-0.11979946703602133,-0.03013505522751016,-0.06144175791221254,0.046215292532564546
NRTN,,,,,0.07124338315194705
ADAM17,-0.023089021939623665,-0.02027285657682825,-0.052200813161604284,-0.0378347469757446,-0.06798259555717466
LRPAP1,0.04145776752389582,0.06883179368574635,-0.014360376646169392,0.06577279312731682,0.05064972339631111
NID1,0.02073693384247817,-0.035690336522832385,-0.05272992933602172,-0.05445077006815941,0.0891800195994309
MST1,-0.025557622367324666,-0.036967746477821854,-0.06229208059899419,-0.0295848692526421,-0.024047193546619085
IL13,,,-0.020658473504573917,,
DCN,-0.0029020948369929238,0.016999391907353695,0.0895324520106484,-0.06035974309201553,0.034876616683648186
IGFL2,,,,,0.06659640813855204
COL7A1,-0.019161806326733824,-0.059714912306608185,-0.040291583098800356,-0.04754180437562984,0.045843765188186336
CALR,0.005098840857469723,-0.21774721159339636,-0.09276444655616298,-0.11918044086393138,0.0688738570101288
PIGA,-0.04268169177028204,-0.03539713013584682,-0.058031258901976975,-0.07686637561143057,0.023493082065182167
CD200,-0.001616822182058873,0.2231764975247037,0.137362632144109,0.07843903843677189,0.08478750236310358
GRP,-0.028447355908396022,-0.0085692976931171,-0.01779626725559106,-0.026161312682476654,
CDH1,-0.032918244861869055,-0.028236372508706715,0.02855898259308063,-0.010831029225567439,-0.06406546563808198
LPL,-0.008671201074923581,-0.0915163468886946,-0.08624924677104644,-0.11430906681548705,0.04439864082598121
SEMA5A,0.023674130591844318,-0.07834601455895908,-0.024076672699008032,0.001462636583374009,0.09189988259082996
SEMA7A,0.0038042491494958575,-0.030704925574894057,-0.021041320429307488,0.050801000282615694,0.00814922707096002
SEMA4G,0.028934807932739448,0.043002514363457124,0.018527747268991843,0.021629039680893292,-0.02697670276414368
SEMA3B,-0.017678096857863604,-0.25535952119767436,0.0539320951479068,-0.04697500373522314,0.031077625644657124
RPH3A,0.03978277732146485,0.25136993202086616,-0.030474279956535143,0.04073217104370308,0.038095356615287665
JAG2,0.04227674894965311,0.1271938380707425,0.03789466693114491,-0.00933226723973827,0.0025571662276084373
CGN,0.03181778353873996,-0.005726162750173516,0.01757811154867509,-0.03066505079582135,-0.05985519019763331
GDF15,-0.001047144895836975,-0.06665239870237775,-0.044801676107823436,-0.0860491902888853,
SEMA4F,0.03350382864258954,0.059500057685731585,0.08833239195597381,-0.05072023229980145,0.020822019843287472
NXPH1,0.03933417663046764,0.18605360754867,-0.006551184491671313,-0.01711912774491516,0.15385076496353356
ARF1,-0.03381815459232274,0.09362983685621402,0.022773578173749094,-0.0702160668860367,0.15612517480523752
EBI3,0.007569149166681549,-0.02877859783294101,-0.03368143476657325,0.01479081215752206,-0.09313774877315026
TIMP1,0.012653878038912842,-0.2335705508076443,-0.10071578205478664,-0.11986900399383354,0.03249545837457467
SEMA3C,0.013241012246009118,-0.07737494656970387,0.022766375522780456,-0.030280242178995543,-0.044976639642480686
GAS6,0.024616466480856126,-0.031410446643004845,-0.011818320155256487,0.014124807343640116,0.07055156612450919
MEPE,0.06918107591590038,0.11360580319254913,0.07686802046018565,0.05557373012352706,-0.04049320678193342
SERPINE1,0.07731876888065398,-0.0874848251997787,-0.06901785681362073,-0.14412068403823097,-0.027335882256248053
RSPO2,0.012695677691641588,0.13310893708438226,0.00796088588063878,0.0493557386397363,0.12061941871571465
SHBG,-0.023481698980969468,-0.03560484393037072,0.009775034692157248,-0.03160492245957415,
LGALS3BP,0.0234934405995524,-0.2442609069451663,-0.017981405710916873,-0.08734961174838274,-0.027050885831704403
LAMB1,0.03146920757383959,0.026180496079552872,-0.05163913211410463,-0.11457138430233961,0.09638344089126527
SPTBN2,-0.04294826872285852,0.24359651447689754,0.1714469562576882,0.09934281202821982,0.050277087213004765
COL1A2,0.021290643730382097,-0.10272068728446292,-0.08215367833568644,-0.097683955150259,-0.0496687838497211
DEFB1,,,,-0.02173533361613709,
CEACAM16,,,-0.025766991442800397,,
WNT11,,,,0.083342286104765,
LGALS1,0.01405422053178698,-0.2453252902333944,-0.05170641360825545,-0.1312125098924262,0.03754587417981255
BCAN,0.01734744788380854,0.1761506783283845,-0.06268552260160971,0.03326382825985401,0.012486379099396738
ANOS1,-0.030507283942040952,-0.08140117307641936,-0.04989683731502466,0.051808499649277945,-0.06395887852838544
EDA,0.12361520000772439,-0.01344463668863261,0.027423132704161995,-0.034590821841793386,-0.04733134562397059
FGF22,-0.0020954096708712478,-0.0608002950052604,0.05803902272936123,0.051032703910926035,0.04498079351752492
