,MGH258,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,-0.004890341542032786,,,,,,,,,,,-0.030039569949905254,,-0.021666610911172657,,
BMP1,-0.0410640698037645,0.03384218172146111,-0.006058845741253903,0.002790270625774202,-0.05284734678343326,0.012920095780502917,0.11239340284884154,0.045623866780170795,0.056803918396980034,0.014991877759041964,0.03892468341873684,0.03923671554316254,0.06277964309817512,-0.03626919132101379,0.00333710499547105,0.03996738854773502,0.024510172586339665,0.03574200976934379,0.04074976144039593,0.061986107196574276,-0.040989157339630655,-0.042761185792772556
NDP,-0.07387053606264227,0.01552616964091018,-0.056217182540091594,-0.002723828605580716,0.03544318398144615,0.026042326170137686,0.05490369749050681,0.03146103680257442,-0.06917736964516712,-0.008410565805965664,0.04318790708428226,0.0025776954701584444,0.08804277171888686,0.0390830017932706,0.041128198249771916,0.006138091786530526,-0.06362844005772351,-0.03276095030073046,0.005989647376824154,0.02547463687214111,0.04830960588186133,0.11123697916041006
TNFSF18,0.05476850231609661,-0.027232128600384403,-0.00885172715012508,,,-0.01893053850508608,0.03657147065245691,-0.013506325325882383,,,,-0.07447758469705716,,-0.05963945888799262,,,,-0.04384004514966025,,-0.03654769901473268,-0.0449387104093935,
IL36G,,,,,,,,,,,-0.016140241569825575,,,,,,,,,,,
RTN4,0.142781818635029,0.04229220176020825,-0.0023096655400449153,0.04463824014684854,0.05308241943168316,0.011934285281855818,-0.06899564004776061,-0.01650382290642187,-0.00088885680826401,-0.08862945475416777,-0.03610165444350999,0.07108704578635566,-0.0020769216270776518,-0.030133869010042464,-0.03714396483253347,0.07095479586029756,0.02857875761925813,0.009082463149698862,-0.01991833867549643,-0.05398035650441178,0.11979312496654644,0.049902436523994495
HEBP1,0.010619248840640728,0.010527914390813898,-0.006981041498541005,-0.0012341964975997339,-0.0082192293207316,-0.01087780525687673,0.03536193629768552,-0.04903645871684875,-0.02425734046871779,0.0036896839555630545,-0.005831637148334108,0.08751153177824406,0.004867073824885841,0.00031209785465163717,-0.01962607140965658,0.011902351900130288,0.07762342715734266,-0.06917799630619692,-0.03165235941789866,0.07833107004343173,0.014493955447490768,0.08317514769692201
WNT7B,-0.05166164964212068,0.03841031776445275,-0.001675970822739028,-0.01926306955314315,-0.02276635901459274,-0.0032655227684422455,-0.003448619891057335,0.04179261705128743,0.05880588061085061,,-0.017739985509264842,-0.08392068688456633,0.0655395924287776,,-0.006175818548049151,0.018352306897296555,-0.03224519974611046,0.05801646238137867,-0.013715302629018723,0.07382026060899796,-2.996075473758108e-05,-0.05385267000600318
PTMA,0.009647043764674925,0.06263873231061926,-0.04376796319889252,0.02325543847069828,-0.08170650937706023,-0.05042319011928629,-0.01061434533946063,-0.028291917563095927,0.08479388256311998,0.09577371516458637,-0.03250040885366373,0.08240178555143092,0.010176398434226363,0.043933502558831855,-0.038554162428351635,0.05410865079406764,0.02360954553671964,0.04360855293527253,0.03972599177142594,-0.008222497441064243,-0.1027991917314082,0.09957076672167564
FASLG,-0.004859050761912619,,,,,,,,,,,,,,,,,,,0.11804930608118477,,
CEACAM1,-0.07173267293332,0.001948673557510759,-0.014296301592682489,0.03305470162081107,0.06490620856928395,,-0.04355014898347004,-0.021242232071199903,,,,,-0.07959685543314549,0.12797282512705033,0.009502443889285835,-0.018763783922485986,-0.015621298061505667,-0.057833896874194636,-0.01822827673255684,-0.026145534715299266,,
PDAP1,-0.03306811345637924,0.05789893658821075,0.015417917775163091,0.007831288223159979,-0.0415500110332751,-0.0758650559576099,0.11256967814021356,0.028631806776702448,0.018124507467000252,0.0717765694620717,0.018255046494816417,-0.006927328536878318,-0.0019267712646533694,-0.011484461276199223,0.04354663874547129,0.0841594851821791,-0.02738228811729564,0.03993828144246094,0.01056527576770755,-0.06668687808304774,-0.012621963582406647,0.15702217411721814
QDPR,0.11691392742711292,-0.039467233425235455,0.025221991117601792,0.04130638188986221,0.07333092253153012,0.052578488997692324,-0.06767281096265065,0.025363491687834767,0.13156839495275832,-0.01870190939021967,-0.014455333081319625,0.12818318244220714,0.051491082636922404,-0.04475388924672789,-0.06520916709252782,0.052830874496336624,0.004675686954495377,0.04165989330705523,0.0007348765647219562,0.04167138031195228,0.11842433607537192,-0.0786338175148539
POMC,-0.06488431324401671,0.010869538070003315,0.03807475617005157,0.005962701493654564,0.01847969308555222,0.08642315934173438,0.006745372156217527,-0.015671671853105917,0.058920427385987045,-0.04253398223019687,-0.01445599896943166,-0.02246489285889554,-0.031067710170513196,-0.033784189018116806,-0.026519337921149026,0.03648346562571379,-0.03659512403593667,0.017452393622277587,0.02072927683212254,0.09249174921414637,0.037154488601575816,0.04489593819221991
CCL18,,-0.021629326771535142,,,,,,,,0.07652873581396241,,,-0.06825014222056469,,-0.03613858576468778,-0.03433749441042722,-0.02670045793617916,,-0.013317973279910574,,,
CCL17,,,,-0.004548369723372711,,,,-0.016845017282145363,0.0009386380158800729,,-0.014744568895338468,,,,,-0.013311996500333306,-0.0225503244480324,-0.03935764933893607,,-0.01703233356620803,,
VEGFD,,-0.021629333639859447,-0.020476583773591323,-0.021719560034251923,-0.01694357278364444,,-0.02629610136210628,-0.017946941142961692,-0.01714615274547618,-0.002709073079039968,-0.01580221117363202,,0.03690426123792842,-0.0570119720059398,,,-0.015621298061505667,-0.033356438465263843,,,,
TNFSF13,,0.02443564807019937,,-0.013447200577126431,,-0.018358673216830698,,,,,,,,,,-0.025543721791589234,-0.008012786930153781,0.04476071075080238,-0.020469133065341448,0.019064868323597738,-0.004940868119540133,
WNT5A,-0.013381546570869821,0.026012038710232988,-0.002961032291142438,0.050501718366354684,-0.06871351120852169,-0.04877162681716693,0.10256432717346363,0.026010663612353383,-0.027807272763345395,0.008708872470523592,-5.2319195652459456e-05,0.035684506842367375,-0.017274465536625247,0.024519597755510936,-0.011025589465692672,0.018789691534870184,-0.002617688427696864,-0.00958514626319563,-0.003393786658070343,0.024992672759454094,-0.03708005891396754,0.08464277277337617
CXCL8,,0.013267273036834476,-0.01917305935976401,-0.03384595156328956,0.017425094622879687,0.03317961221600146,-0.045663416679198536,0.008035302238443637,-0.015967242976094455,0.06675479235805115,0.016200235209030557,,-0.07948223170274435,-0.05848936882761308,-0.038069349784876395,-0.009371600890483557,-0.06080154462023638,-0.025084098948660333,-0.007775495122282818,-0.02833152816062747,-0.10683186319215052,-0.06532741024738409
GRN,0.14423976323695284,0.08104446328525154,0.012030241347981741,0.06717393418451191,-0.009839834649219125,-0.0384511875786933,0.09660917954512316,-0.026112102288433102,0.061460368885166115,0.02977085047447102,0.009612204384250334,-0.013076697633229115,-0.004837019697898629,-0.022393446681546077,0.0022378044641536126,-0.006923012660497932,0.008009861355377353,-0.08971151341292993,-0.02104434566175167,0.04075218731068467,-0.000285792520012952,0.11809497155171061
MIA,-0.06762066256919018,0.011270736544294589,-0.01821044162291366,0.03774655727156665,-0.030272951086393985,-0.03319602185200849,0.11103153095240019,-0.024779724710752658,0.00964678726969438,,0.04001423104465852,0.05610833364626064,-0.08454795109717483,-0.03689939343150505,0.06770299484177993,-0.05427392778120863,-0.04190155144985496,-0.05237190521482764,0.01038057497261351,0.05952948713132015,-0.039975050902471804,
COL4A4,-0.04398503055547357,0.026433521561942185,0.015658647878857852,-0.03284627582299762,-0.06403760334432947,-0.017467466471997123,-0.02196133798883278,-0.017586719205015824,0.010100549538471363,,-0.020993399700912636,,,-0.044641496887621514,0.022555126001980584,-0.0071573844682153685,-0.025012140725650025,0.06945184384701619,0.10002927144355948,0.0024410364905820365,-0.013883916650760737,
TAC1,-0.02406162027277614,0.024865600817235465,-0.011335834639913483,0.06339917875286691,0.06653580050063145,0.10342830389762714,-0.054134797512530246,0.011203052406414048,-0.030545560626983173,-0.036732036609330686,0.003232975493862019,,,,,,,,-0.031448970280567805,0.10743546034243745,0.12793421553063247,0.08155009194608619
