,UKF255,UKF313,ZH1019T1,ZH8811Abulk
SLIT1,-0.10624803810965856,-0.01912844019683351,-0.0673199876162384,0.00595859674166499
BST1,0.001337579518805472,0.029854818639280023,-0.03130651552572682,-0.007501874732101879
AGTRAP,-0.011767064307618464,-0.0017212023603106188,-0.010504867339594756,-0.04348413457527164
LAMC1,-0.010690241311462513,0.015043002364389386,-0.01116718526618513,-0.029374860202677478
COL6A3,-0.012620899893589024,0.02198948303408397,0.05050075623330896,-0.015302336760771706
FN1,0.027565666771381076,-0.04971848863614807,0.08538939767051654,-0.03523194292406032
MIF,0.060843683547383856,-0.037137251490387255,0.10590291166459549,0.033032015349275606
JAG1,0.01004977145252182,0.07605986554128809,-0.09143699820118324,-0.0005757161595087832
NID2,-0.057638656078880156,0.06226537703651525,0.00477989569424212,0.010131710514450281
EFNB1,-0.029398113572061495,0.0501564963550483,-0.020560430540728543,-0.013389327476545764
COL4A2,-0.049777504237313586,0.018510902291835628,0.016572584336173174,0.03744202591217647
SPP1,-0.04123456733371342,-0.01071137748596227,0.006778514975738371,-0.026943610634337645
PODXL2,-0.01983539933462207,-0.014569189032001313,-0.001118219686290823,0.013831231178641401
FGF9,-0.021281605388840323,,,0.045626389672570905
ITIH2,,,-0.06866487241921419,0.09620607514193547
ADAM10,-0.037923951695291815,-0.012575697022583897,-0.08468862848138471,0.03766459071618029
CFH,0.030617737946198362,0.0249589971745891,-0.0473131135649099,0.033223158623004144
COL4A5,-0.01741641315015005,-0.00986331580588422,0.013584815219668783,0.06242753105485731
LTBP3,0.0008646558039626858,-0.02762414715586792,0.1522972365474066,0.02421473179768061
GNB3,-0.046283320027993714,0.07602747747613765,0.048263458496721465,-0.013107212989079417
COL6A2,0.06961260870078362,0.007925352619231187,-0.000951334569836603,-0.017605651862388348
GDF9,-0.026411624924627265,-0.022533672625029876,-0.07114309916092663,0.03626170249493318
NCAM1,-0.020402741336000996,0.036457738217558745,-0.05372948543354373,0.07144124140837689
APOC2,-0.0008352820681600328,0.016469154506722625,0.01828726648464888,-0.0012871828765493242
BST2,0.0051808378665283645,-0.019469565849192332,-0.0015097657694477097,-0.05952016477704288
COL5A1,-0.006066200698163874,-0.016944469507309705,0.04103810603084158,-0.006830139840865878
CALM3,-0.0271293850176207,0.058401177275605176,-0.05181400431585073,0.06043970686971548
THBS2,-0.06007704541920251,-0.03340997145336263,-0.06715683241450433,-0.016728237001307173
SERPINE2,0.016837894875282748,-0.03660133059718691,0.07196220297927389,-0.043747242846458756
EFNB2,0.08596709378793606,0.020089350508142687,-0.09647933698584159,0.024722719942698295
PROK1,-0.012806754670472716,,,-0.015677851733198377
MMP9,0.02341112353723641,0.07882067844621557,0.06003400972123954,-0.009405096240507551
NPPA,-0.05850711069456139,,-0.09155181121274895,-0.021388520705616882
C4B,,0.02703272340954343,,
NTNG2,-0.02629338952342997,0.0005868141692135127,-0.024733189369193262,0.028974839824887952
LAMA1,-0.025039312410050918,-0.0070542991906758145,0.08158567357147133,-0.017306862643713693
UCN,0.07862839611206296,0.029211691952916004,0.04806197376188334,0.005506647725528873
ARTN,-0.02486325071850375,0.045570413567273,-0.05359747471461664,-0.014049228830829501
PDGFD,0.14109665123455883,-0.0015907917287471198,-0.013425347668047385,-0.027094113605986896
EDN1,0.012609372905595353,0.031819607287140485,-0.05134353173475869,0.07741604936907627
ARPC5,-0.024219209718328936,0.02830688514714175,0.030289766865259228,0.054281231023309846
GSTO1,0.035415751002808735,0.062114541889169206,-0.009298041123876603,-0.03880298762106493
PROK2,,,,-0.013622827418761682
SYK,0.03121007124587665,-0.014247579363075408,0.019289795242862128,-0.030122323761860813
ST6GAL1,-0.003325507595253264,0.0445491385888055,-0.06572355900185614,-0.0018622784125755213
WNT3,-0.017925363454658907,-0.030882735756707583,0.13328253461139644,0.010491073319654065
HSP90B1,-0.04198121072127068,0.05040020686605593,-0.05100514386409265,-0.05226304968918728
ZP3,-0.02524160435855387,0.025744339847939366,-0.0014335213817956035,-0.025284514117462017
NRG2,0.05970556056970056,,0.039929654531094365,0.031756375339273245
MELTF,-0.02694654761470095,-0.07153808944180888,0.036786069748099885,0.04771330306062078
NLGN1,0.0035216019553145476,-0.022691748295061664,0.11599571211229504,0.030142201272172854
SLIT3,0.013286046521650295,0.02517727417949851,-0.0011060198370875024,0.12170396584456053
CCL8,-0.018483058463541195,0.01914564605601181,0.05081548396546541,0.007675925862286584
S100A4,0.04834369949592321,0.03594689995620208,-0.04269784937082854,0.06450713344270168
TNFSF13B,-0.011591809077345456,-0.0038051077303768105,-0.047740060399773965,0.00364094195407996
HSPG2,-0.03761289302805601,-0.047187687497736615,0.08397019544779913,-0.01926114556719318
FAM3C,-0.08250288895515018,0.005966948692100267,0.006489565535654367,-0.04267839675043305
FLT3LG,-0.03448571976495375,0.005297503046533758,-0.030640611194143567,-0.026106577886933314
A2M,0.03361608113641673,0.04039197553648008,0.06830827192928723,-0.0449281807921923
VCL,0.08694276009183717,0.024601585527054697,-0.025603229255036754,0.0009272280101381131
FGF2,-0.006055223456852062,-0.035676243184731324,0.14439851999857806,-0.0053116118519647305
AGRP,,0.007752808410576227,0.011995321055588315,0.037044419779117675
CNTN3,,,0.01739984625836994,0.044559773954576595
RNASE2,-0.021594934962870207,-0.02785421451905165,-0.019313222731056203,-0.010834615837849343
ADM2,,0.11218492637005575,0.01663124523766335,
GAL,0.03563338637889707,-0.018568747541367878,-0.002653809068091632,-0.025961549228432874
CXCL6,,,,-0.009212526761830325
PDGFC,-0.031051502690545473,-0.014631077135341147,-0.009932199810244445,0.032655198636796966
COL8A2,0.08543368252841091,-0.041541820726362325,-0.029948374780818385,-0.01114910112845489
SPON2,0.020827287043214737,0.0456877539389284,0.07848298682858454,0.047970935538182775
LCN2,,,,0.057148621416862805
SEMA3D,0.0322246163426246,-0.01967340851408988,-0.02009384973093571,
BMP6,,,,-0.028536392367109073
TIMP2,-0.027404318664622403,-0.029009881600419122,-0.00426925615707046,-0.02103967932598363
EFNA1,-0.029069541114086,0.07682594115883203,-0.01674877892475987,-0.0016929250664718838
S100A12,,0.1198762363865492,,-0.017286242648564588
TFPI,-0.05030076421155133,0.00984372574272046,0.0006722800042877139,-0.0008542491621713086
GPC3,0.014887302179329893,-0.01856874780339996,-0.0080578742870771,0.07043061583317153
NMU,0.09370525123240629,-0.030025517063329947,0.018245742536873197,-0.017181754087836218
SCGB3A2,,,,0.025028185266698637
LAMB3,-0.03434988514743617,-0.025738072202984238,-0.02060324096608045,-0.05708732664852605
LGALS9,-0.010774713228947384,0.06982050648589894,0.016214151235037867,-0.014652531096743355
VIM,0.07253294395942861,-0.019828796000716645,0.1101428995915606,-0.06107627701375856
PLAU,0.033869176340102704,0.05770559892365831,0.027900024575662326,-0.04058640227604078
TGFB3,-0.03687984603378425,0.06331100053063625,0.060345783155137965,-0.038062366606849446
APLN,0.10241371135846437,0.01718661668085469,0.09448479803355153,0.007814965428036929
SHANK2,-0.03178954485346887,,,-0.034345397569442056
LTF,0.06716302587615791,,0.04520664001477374,-0.005358390416309927
PYY,,-0.015266421356023721,,-0.022843258343534355
CTF1,0.08447837399094417,-0.032658034825985824,-0.032093882541642874,0.06118444909448673
COL3A1,-0.05692724463471767,-0.04182198604886904,-0.026964378163044495,0.030600518220718964
S100A10,0.13149904618688685,0.036939868306500895,0.06390150766836053,-0.053903193693518904
FGF13,-0.051992858086070785,0.06129522646335948,,-0.0007743211273829959
SEMA4A,-0.03154177853270779,0.006926471038827294,-0.03764585643635765,0.001795849655123743
EFNA4,0.06613066795799917,0.06857296511373655,0.05531733884715064,0.06883288882855577
HSPA8,0.0555801196413645,0.04909566818147314,-0.07245788482110964,-0.05725704469409807
NPB,0.2622097828734649,,0.12354279007691184,-0.018525335658072913
ULBP1,,-0.026781796167852732,-0.038793597891259676,-0.021078519456398288
SEMA3E,0.0059937140035060356,0.07951454637282591,-0.043675145452450395,0.025488904534505887
FGF3,,,,-0.02387113610662259
ADAM9,-0.06402822654902214,-0.00459410642831503,-0.009544503780433717,-0.022240932156384754
ASIP,-0.020246817271725833,0.01303566661045538,-0.011509597642615332,0.0010886300612379127
IBSP,0.06387448801842964,0.035983361078340693,0.05804686350122109,0.008926285671032843
MMP12,,0.026305174401842806,,
FAT4,-0.029146287499354287,0.07735436866312463,0.014764150377682273,0.10057259585747065
MDK,0.013264809302655412,0.04181721448980702,0.01987877536644674,0.02553463379879571
BMP5,,,,-0.057806292867171045
CAMP,,,,-0.02024992810971697
HSPA1A,-0.03809080451237557,-0.09523145189436247,0.0042679411456827245,-0.04117532752846627
SOST,,,-0.04570077649335055,
SEMA3F,0.017201661305309413,0.011003433385846625,0.029648749419551906,0.004765105979836547
ARF6,0.04083096439057233,-0.003951435969691865,-0.006863655626036651,-0.008550808225488869
IL6,0.13923272030810868,-0.025259502778404865,0.04563518953408555,0.038395280383789025
CALM1,0.08518987054169123,0.04017588334333605,0.049082904976539006,0.052444581118560187
NMB,0.05533113730991778,-0.01466450944809166,0.04270264289009988,0.05687365732803303
CCL26,0.029357103659358924,-0.050468572057352536,-0.055317896720701684,0.06715283431585942
FBLN1,-0.05744873151976754,-0.004594231414335041,-0.08275623898670881,-0.002805391903165859
SAA1,0.03799484109532883,0.12453535947123252,0.2002625945266732,-0.06094782436922592
MICB,0.040952497885391174,-0.0030770447283543657,-0.033338616392218204,0.08514069057036412
MMP13,,0.035873015924171296,-0.03394889873484701,
F13A1,-0.006993417520213763,0.08828291210210602,,-0.05098031749434225
CXCL11,,,0.0009989871976056866,
COL5A2,-0.06421930847887349,-0.06258021629213723,-0.02486061824968909,-0.01756233155847139
EFNA5,0.1421332883882892,0.014868864367954078,-0.022442950229043475,0.06246413531302586
AREG,0.057257564595702304,-0.00644880892625338,,-0.0043976568976513255
EDIL3,-0.031288771492546476,-0.015668531887900766,-0.012499078637485572,-0.04583945986434901
CD86,-0.006470371315421461,0.012620998784736524,-0.025345005732241164,-0.0024994889851267777
HRAS,-0.05250719112290692,0.02074573397454986,0.006561087837044103,0.012479203582480117
C1QTNF5,,,-0.03546793729655639,-0.001253974153143038
RLN1,,,,0.05752395905956116
COL4A1,-0.059860683467353897,0.04081099629096281,-0.0019269218554211203,0.021718377922342373
CCL3,0.08243922750074878,0.03121215283542871,-0.10173653173645193,-0.008623069818109752
BGN,-0.08681730792444996,-0.036562790495222965,0.04695235055387483,-0.021589402348183972
RETN,0.04544714823836683,-0.01503742865349272,-0.04263211535533378,0.03115546703031305
S100A9,-0.022081423043564776,0.06028949178796411,-0.005022908425043462,-0.04722051411379926
HCRT,-0.017051362113842006,,0.09606125761683705,0.027876798714853247
FADD,-0.01865522355327268,0.04369774217711402,0.05215623546498343,0.020368132098996936
ACTR2,0.06991233986278576,0.021423850639570988,-0.06732383891243755,-0.018499449811092444
BMP2,0.09757258768154309,0.0004224323977578756,-0.04892757500303277,0.033271444089887456
PDYN,0.08212935692115829,,,-0.0054921978133475975
CD55,-0.04109211309364052,0.001483298477219039,0.013006882208494571,-0.02246159645394728
OSTN,-0.01848306065824185,,,
PDX1,,,,0.03968514142349084
CD6,,0.03579412197192379,0.08573928745474393,-0.020522598044648028
IL16,-0.03712450297539129,0.07098656839835304,-0.025742677131932904,0.020932483176561906
LAMA5,0.060034535769911974,-0.02345153386507709,0.037481387891308685,-0.05992644148271837
RGMB,-0.05735447191831432,0.013625640051494633,0.0026682937314265187,0.0489096803956239
INSL5,,,-0.05420975923351039,
IL12A,,,-0.015440692893145608,0.025954091904476766
S100A8,0.02223051347437676,0.01934290014977258,0.040325196016606966,-0.034224865917307605
TAC3,-0.022273188040123026,,,0.034433717958031004
TAC4,-5.7319717008641314e-05,,0.03476361090208859,
MFAP5,,0.0052553557617381706,0.009193928985445254,0.04167062525833211
CXCL16,-0.05084618570044171,0.005136764868192881,0.02866227306670424,0.00745250559353492
AGRN,-0.09441993654208002,-0.013539316847964387,-0.05239914692229865,0.00967179282829828
COL4A6,0.07204610529702908,,0.07622801809826904,0.003471760452394502
FST,0.06891609912017942,0.023423960904861176,0.2671379076021688,-0.014245233432507437
MEGF10,0.03577678025758108,0.10355944501551333,0.09486301294862638,-0.008512829477627399
C1QB,-0.08188328415106767,0.07371822634684787,-0.10608650234108581,-0.022734770414137975
HLA-B,-0.020828636493211084,-0.002602959826122035,0.0328805665361707,-0.06867637368306813
PDGFA,-0.021677716999428092,-0.0033367667100132558,-0.06923759081643607,-0.013331655912475955
LAMA3,-0.02538829858275097,0.00031822382018407926,0.0010716384207370361,
DKK1,,,0.05887681420447503,0.0026260005167650885
INHBA,-0.02415073123633413,-0.014120803246678939,0.01280126320124294,0.004067527407992343
IL7,,-0.02466452929437354,-0.04846562814266913,-0.005573312502284776
FABP5,-0.029893410615855258,0.05519718587316389,-0.014786875339228327,-0.04486968117619421
CCL4,-0.019191760829209814,0.027283871905562702,-0.052006440156318154,0.011911015203900106
FBN1,0.06519211102046013,0.04273178292066874,-0.041102825165600695,0.023015490796809614
TCTN1,-0.0023090932746590467,0.07904089903885538,0.08800895842959558,-0.03570656038747544
NCR3LG1,,,,-0.027825611710239832
BMP7,-0.05159311386956718,0.07668829444790513,0.015680427559319497,0.051332333515669265
NLGN2,-0.019653613996209997,-0.01443009042600338,0.014219431381942023,0.01662536718570546
CCL25,,,,-0.012113217761168632
NPNT,0.025422063402586154,0.020309189654942963,-0.020618856834876766,0.09448063351104401
KITLG,-0.0032791665210267387,0.05953302627812469,-0.010701326357730214,-0.015385660914633493
MADCAM1,-0.024863248412451664,,0.07074306925047075,-0.02107851642505063
F12,0.02092307530004172,0.008475692510331785,-0.004825846084834147,-0.033198578830305824
S100B,-0.07818848669723442,0.1038929474183833,-0.07244105791560149,0.0031348826666030057
CD99,0.09123134882188551,-0.015758350627252837,0.013436176538629673,0.005778840787536809
PDGFB,0.10038611327103118,0.05872482118440116,0.036287889901549505,-0.04590035687844987
CLEC2D,-0.017456722368677232,0.004109697229349257,-0.026721058039674964,-0.025294632550268956
F8,0.01637942152642466,0.04188816294028697,-0.004375733704054076,-0.03909768385585804
C3,0.020645753958532943,-0.041199462373985266,-0.05344037349057861,4.917711592228002e-05
DLK2,0.01110148396237707,-2.4201886753204104e-05,-0.03879354672600878,0.006539858372364242
TSLP,0.08899486949544758,-0.018186765671848026,,-0.027825607356008874
OSM,0.0034190844295882553,0.009632300056970019,-0.029233916563163802,-0.033438927488674705
PRND,,-0.030141977767243793,0.1699149463509017,
SLPI,0.032968130500805964,0.0023973864488952474,0.03035400554719144,-0.04845335796703555
AFDN,-0.03803339158239982,0.0356300391878058,-0.0034259891943319454,0.02134752979332234
KISS1,,,,-0.024009582948309682
ULBP2,0.02256216263984474,0.0023864692030940494,0.08341219384157061,1.865846372139588e-05
ICAM4,,,0.0589680596434529,
ANGPTL1,,0.03446273650849562,-0.06509785996949559,-0.028536392020048564
LTBP1,0.0058603837305224735,-0.018611116765652604,0.014956345901922227,0.006297399063593139
NTN4,-0.01079152598294312,0.05230801938104491,0.037359018421348034,0.06705245830236446
APP,0.0029048529886033393,-0.03908602785280615,0.0957297402088172,-0.01797340716214533
RIMS2,-0.04344688949257935,0.04534318395027383,,-0.05155029362822701
WNT7A,0.054270047724925795,,0.03911284805143486,0.0314348692066284
GPI,-0.0036824447047218746,-0.035630208893902504,0.10584315211052257,-0.06261037014089386
IL1B,0.13626090715029812,0.04966438445882919,-0.13042907200224493,0.05081368685769783
SFTPA2,,,,-0.017065202740990302
HAS2,0.03789452083075506,0.014666003059936053,0.012703926393472537,-0.04088781115642485
IL11,0.044553543937133275,0.036782612157309345,-0.037634539782689144,-0.040991577199905246
SEMA4B,0.04028322510342362,-0.0042889292186868155,0.04744299546852842,-0.046573191937921844
FGF12,-0.10311049991108248,0.059830006419980146,0.06127688118739741,0.01812720490014162
CP,0.03891643116893545,-0.03651219104729356,-0.05462764672269414,-0.03824851432703986
NLGN3,-0.08209390147059654,0.017868755065665414,-0.014210049253153235,0.011311322645418542
GZMB,-0.023966274265924712,-0.021891172223531895,,-0.024494444004632118
PROC,,,0.13916843118475428,-0.024172139844486684
TNFSF11,,-0.024664527590623583,,0.03735853565022029
AGT,-0.028675655589471476,0.08156521566930318,0.021409153670109964,-0.08523133356147948
PTHLH,-0.005861781004870868,0.04272097227076918,-0.08636636628412647,-0.08024111144144691
COL1A1,-0.030473531291490243,-0.03520733775016774,0.041119727033777274,-0.008891682228615885
LAMB2,0.024376645979316446,-0.08527767869559431,0.01810251188165893,0.006223119720861321
DSC2,0.03716380871325263,-0.044731239474200366,-0.03931537849644976,-0.006319885977893846
WNT5B,-0.012375342147359523,0.05343625834770126,-0.01873125860666913,0.018919259611710024
LEFTY1,0.1327269335527424,,-0.055323775458087095,-0.040137832372965955
FGL1,,,,0.05317281477020664
CXCL5,,-0.027053278520737377,,-0.03572054608033364
S100A1,-0.06829093939420561,-0.017399479108567255,0.007830579948018425,0.031732921026230064
NPTX1,-0.020246828539864283,0.16937397112807465,-0.008686978453814196,0.015137945672087975
TGS1,0.008789778678475106,0.007203590660641455,0.049655546242685145,-0.0038532199014475743
SST,-0.02414796320111817,,,0.05820148250585611
IL34,0.020299922675284493,-0.0385127076462719,0.05340061054507428,-0.0036707787582617056
DHH,-0.01801752550381471,,,0.010966858768695593
XCL2,,0.06087782691874816,,
TF,-0.0866979142525818,-0.014459572540507157,0.12013796077726481,0.08415206386236004
IL33,0.09608924067924865,-0.029901414744041403,0.019249302124599545,-0.011165089563779032
RBP4,-0.020034094532157185,0.047298088413195605,,0.008833553795618189
CCL19,,-0.022374590379545336,,
CCL20,0.1373112434004554,-0.022053364167446438,-0.025894812916103557,-0.006913179956119115
NAMPT,0.11008340273817956,-0.04407237290146682,-0.019902805320017685,-0.04869117342179479
