,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,-0.023222018806789386,,,,,,,,,0.00878242533205438,,-0.022372715014670076,
BMP1,0.0140298591656911,0.060871672556400885,0.022712684107225756,0.037047315886002165,-0.044228057535550924,-0.020036650834371266,0.008551330774132651,0.062254927974405495,0.024654012439856786,-0.016943617863397122,0.006714524934339394,-0.051057028757589724,0.06494344230423856,0.012333306567421832,-0.00359407556151217,0.01736330894553462,0.06759397420208263,0.02169655779007888,-0.002911850580726324,-0.025837951358000027
NDP,0.07960668563582182,0.058505989171727696,-0.06866459880800777,-0.008526671321028452,-0.0778422469964058,0.05092417132913455,-0.03129541474126827,-0.020707046430361798,-0.01971083215434634,0.10676295348384014,-0.05372834684860768,0.07570666730719385,-0.022975264153609554,-0.05783335261513473,0.005937707483225517,0.11825598662828467,0.07389935949486925,-0.012900229434600336,0.0708431702205794,0.025057966114019108
TNFSF18,0.0070125849280392935,0.02788869494580675,-0.03501413075788497,-0.0025476406224497626,,,-0.01905496754506243,0.10129386605926334,,,,,,-0.047829179071119034,,,0.0051720477643572614,,0.020759398157343404,0.06881498181777684
IL36G,,,,,,,,,,,,-0.01489981883417245,,,,,,,,
RTN4,-0.06989835163390569,-0.02790521957638521,0.08720066483502967,0.048855402717605,-0.01960517576217905,0.015836765383437174,-0.012718135533127797,-0.08826669814405183,0.03976341635560982,-0.0437193284840248,-0.007362866104419597,-0.07096429594961304,0.02086451943152365,-0.032457445851966485,0.057429976290567175,-0.01367659240998593,-0.06982737151473563,-0.03914277561680196,-0.03554486436980928,-0.03779635700632229
HEBP1,0.022431687233377223,-0.05017229022847355,0.0124874481908791,-0.04554622739940356,0.07817636455678069,-0.024460503978209876,0.01425415292135369,0.013805142637452333,-0.02600744810673982,0.033039157879825476,0.03461661035298451,0.02837801318969976,-0.01647983810630292,0.05529537042146965,-0.05038748407698518,0.016729844243437455,-0.0008709250832656119,-0.020197488948557565,-0.00874112108372468,-0.0019544123401105448
WNT7B,-0.03749710051342571,0.059898761494287946,0.03825162924022668,-0.0074988546351860965,0.021772087272156,-0.02582497001595594,0.05456153045106605,-0.0188523752288777,-0.007228664352417678,,0.0665856421098574,-0.016376617974730046,0.06206807034063116,,-0.049102723470640645,0.0018440230285093637,-0.027359832854944678,0.08214553982789657,0.008370806389052052,-0.030204946881918302
PTMA,-0.060404431256484634,-0.07276376957836707,-0.13681076238199635,0.03362403921886093,0.02441137821963475,0.00184666791372156,0.05452864635673604,-0.05471156599656828,0.03747309556718961,0.0882006515265683,0.08425023424101548,0.035595080246052214,0.09723527857710113,0.06891838568358678,-0.04325612482501384,0.038978943392690646,-0.090437713055357,0.036740945892173596,-0.04143571724749308,0.031585887129113
FASLG,0.0714055636633606,,,,,,,,,,,,,,,,,,-0.01940384809966134,
CEACAM1,-0.0426682946116569,,0.019945146317625367,-0.014773129980024639,-0.004972888151181566,-0.021456333002713598,,0.02388205039485071,,,,,0.1082984356647192,0.07918235420729683,-0.031988255895431375,-0.031334487805115746,0.0804926414953063,-0.014826659356958415,0.0031328053475653045,
PDAP1,-0.014339839130482495,0.041678091361232066,-0.06361488898218587,0.03658156962569457,0.03878121238901686,0.07904583117398159,-0.021448243283866613,0.07695073778197994,-0.02699454613441413,0.0008115164638545805,0.06785701765446134,-0.002836237753854958,0.026440091864885384,0.05520892350633228,0.005255612105931303,-0.06346865314002934,-0.03941986734519404,0.02534541001943772,0.05365953241959227,-0.059396127333479806
QDPR,-0.03797656681906854,0.04998026891654733,-0.037520344171358966,-0.047656517827527875,-0.054609054685912685,0.0082953411652004,0.04835707711301915,-0.1137965607924313,0.004640794532501945,0.093199150012016,0.09901824968851525,0.061056790129185266,0.08606023275651532,0.0115852942781245,0.0313509083436107,0.022984888926170035,-0.040585516329404644,-0.03558535574793502,0.021259757074800142,0.09469995099654355
POMC,0.07015059381675408,0.03512697404033723,-0.01984423279638803,0.03452134511383758,0.0052284360604648175,-0.0006204686855599211,-0.05027084758813171,-0.026296859867360578,0.006861687551860001,0.05103177795730802,-0.030672860699036554,-0.03192302155046067,0.08149210686068671,-0.021682773004842306,0.09103439965447466,0.0748455822769348,0.06289837169067826,0.03743699753887035,0.04078258810228967,-0.016413721998529477
CCL18,,-0.017391478343535022,0.11042494447327623,,,,,,,0.02238971276424428,0.08752294736789452,,-0.037581610769937095,,-0.04315783359262178,-0.03564959734906045,,0.018833437396585773,,
CCL17,,,,,-0.036172150718746264,,,,-0.02630712014419159,,,-0.013611407510729812,,,-0.022694119282702308,-0.04523330030809029,0.08832742217347485,,0.10004822616396114,
VEGFD,,-0.03464207487022837,0.04735903712257403,-0.005164568124252675,0.03824222779659461,0.02756585026296482,,-0.0389031106631199,0.055567023719102014,0.018146936585037975,-0.0019506567039432494,-0.01458776701995775,0.01382514131012201,-0.04572200803147665,,0.0071096859796299944,-0.012864674636801242,,,
TNFSF13,,,-0.02641093389075901,,-0.024950740009153156,,-0.01847934342824576,,,,,,,,-0.03260220925116814,0.0033154109689946657,0.03487295740205363,-0.016649344737564884,0.04541113092852148,0.028098348344503674
WNT5A,0.0329965770171639,0.07018191019783866,-0.006933073054433809,0.009706266599549844,-0.01374262127156415,-0.010688759396362367,0.018334286352060244,0.033441519180724404,-0.015385046486290275,-0.08333727594018046,0.026901677536893823,0.005737288342790475,0.003278754117485743,-0.014848564368595362,0.004972170423475131,0.016780361434411206,-0.06875997574217754,-0.011292509343386445,-0.006909228190783287,0.017726043785828427
CXCL8,,-0.055509556516951,0.1417606595460241,-0.03651894155611312,0.18156911516767166,-0.012753622939554985,-0.02628566747206891,0.04758481964518987,0.0469295378535012,0.049513731231882636,0.04692468204549886,0.004877233519342743,0.04154483881615767,-0.05183315752242715,-0.06116350275458693,-0.11296962121305011,-0.0010457177300931483,-0.07871708418271843,-0.03953109286860532,-0.07174841779373453
GRN,-0.013121375708520918,0.0033264332438776136,-0.033646307102331525,-0.008670402867191144,-0.11675153917856133,0.002852282205827895,0.0035938438881429353,0.11331469120306421,-0.025285612679696465,0.07243003913321444,0.04545161461896753,-0.0068674151305142045,-0.008292151491415675,0.1037717278095322,0.015764485546573788,-0.02159234262070035,0.0807226633084129,0.033763991555924716,0.008013413263866792,0.006073357764323391
MIA,0.016827752458337633,0.0037401589150171713,-0.039342414379191205,-0.014391994108960759,0.07786901834054265,0.02951965346931105,0.06539761444519138,0.11082140905623036,-0.008697038625197257,,-0.028105229241269947,-0.019978615455604185,0.09954345999705287,-0.0026993423406420102,0.06447593515969928,0.0693074141147373,0.05966245717533205,0.027374754508212536,-0.03265867635482313,0.036185987976125884
COL4A4,0.0061972178353733205,-0.0008823775840297602,-0.051449812015167226,0.09374763907602138,-0.021294398983968395,0.0024628027797124184,-0.01758227884689843,-0.022883575875863885,-0.004432352211816271,,,0.051424017905208806,,-0.03580123274845358,0.01811219947444781,0.04443709245618356,-0.03849685816611246,0.05924466439215285,-0.0010151589884101438,-0.03757791861314623
TAC1,-0.03749709071312467,0.09156175703416451,0.0005305184085018765,-0.05990413815343596,-0.0491031836457923,0.0008315428910770191,-0.042992840985721696,-0.05626349234641709,-0.03288016668108777,-0.05755681549230376,,0.005619226758865538,,,,,,0.03342564838791115,0.051653540880450426,-0.05357452288318487
RARRES2,0.05798526358802229,0.08546788052332334,-0.01073011892408325,0.021720145342391466,-0.012679033470648195,0.010274014115692157,-0.040590576583905975,0.05291738361607303,0.048523010921813714,0.09091389760503087,-0.029146995006391046,0.03813444475283548,0.03781290588623208,-0.0969734914542825,-0.06614303108927469,-0.03687928939038943,0.02035813208293914,-0.0334905421276843,0.07849006294581277,-0.03816441558125486
FGF7,0.06937101068330663,-0.04545189484032271,,0.009107830794257447,0.05105193902025244,0.018245329787503532,0.022247989494285744,0.09292675771900671,0.04915001489246522,0.0007643963718994158,-0.0094365219794501,0.014453390229710083,0.007791320587547588,0.07241704505489538,-0.009989932740903805,0.06971305880125793,-0.028573198515966056,0.026341732491077074,0.04190002456712544,0.0022236774580449456
EFNA2,,,,,,,,,,,,,,,,-0.02978133365841681,,,,
HBEGF,0.00977808531558395,0.10945829474542004,0.057827467371270175,0.03206283645340942,0.05450700996948375,0.04737811549544392,0.008431476594347452,0.06589441301955834,0.02857620143555119,0.06388913924306167,0.08809758841165685,-0.04345707625775156,0.09075048494072645,0.03439206790409097,0.0006289866642206121,0.013093160372447907,0.04011025877338131,-0.011464263130543469,-0.038998627809948325,0.04262975619596968
CSF3,,-0.06464933541582159,,,0.12367661511712641,-0.02203648569361759,,0.02686473120176144,,,-0.031133945460917127,,,,-0.06344840098347089,-0.040932565658633166,,-0.003188940465747732,0.09358360495121848,0.024452572399042156
PI3,,-0.026360581451320086,0.043032667887045524,,0.10838826866392422,-0.008367382893418776,,0.031122361706438603,,,,,-0.021408720993771224,,-0.08644892356195678,-0.13310264472404712,0.031509105957960734,-0.01028564154302709,-0.020035268487011912,-0.07569737776292675
PCSK1N,-0.009097242189056415,0.08713806767155502,-0.05530990757887151,0.004749543563568023,-0.13832884365876547,0.010485568679126998,-0.0013675611132961975,-0.02213086156087407,0.009489436270695676,-0.05689875612926068,0.08578150417766713,0.043026580741678824,0.00987673623382478,0.02730475127816217,0.08832374613132879,0.04464072030644791,-0.01718976837569784,-0.03554563205768168,0.029286536889275315,-0.06244315392586273
NTS,,,,,,0.013826888355172632,0.05002775184940551,-0.004561038897117609,0.005823923638760026,0.04692325567626326,,,,,0.028462754575076653,-0.036282903654939705,,-0.016744742457264178,-0.02742089782619927,
SFRP1,-0.025762325743356105,0.06300663713329532,0.039533974383320666,0.017635397872024228,-0.0315615996856071,0.08971501063663925,-0.026064185866731347,0.05431738386382153,0.017454393329789406,0.07272305550023084,0.1327537234656817,0.037523311916216016,0.06780481382057792,0.11684295586518907,0.058162277791727876,0.010131739005258284,-0.01952855357762045,-0.05212348974880753,-0.02678370562996928,0.036827770726502944
CXCL13,,,,0.035963437346487485,,-0.004796446718592435,,,,,0.011476422731982053,,,,-0.016045556991562838,-0.054324143478693666,,-0.011332772804124768,,-0.03206231047195399
MICA,0.006305426291103446,0.049402728027212295,0.01115381593862933,0.0013397271260636862,0.07444744548080964,0.07859170921004802,0.031109961756389602,0.0670906529595092,-0.026466481661958596,0.12138429097118725,0.04820706852184606,0.03250315227246614,0.02973313586397128,-0.015421417739715148,0.07574271397567504,0.041679641635610463,-0.012286448049686989,-0.011919998924724087,0.025843336661165176,-0.057337288776857
TG,0.05780348691118613,-0.016757748649133482,0.03063253244101269,0.008509436531482919,-0.034059966498941614,0.03951430166448898,-0.024775076837042196,0.013274201568211335,-0.019038348606495684,,0.018465826015566903,-0.02044625469071702,-0.03848655561395252,0.07984709189753006,-0.030154810671711718,0.029591354867095975,,0.024195734510977025,-0.011990045701334504,-0.020390704089255772
ADA,-0.035036106534243286,0.07022222932113703,-0.07679329406717747,-0.009594552432584415,0.09900461802352215,-0.01535179430613356,0.006740825040905464,0.04977415216110614,0.05290675839402078,0.05953928432552756,0.04697707309567682,-0.021750059203153416,0.04658639348506632,0.0855333452751147,0.07397748989380863,0.06465486825443194,-0.01629994069449463,-0.0239555868098461,-0.004257632824754829,0.06998481512233733
LAMC3,0.004566837344855462,-0.04010310217675246,-0.06594463668736898,0.07502261196229473,-0.026974057903722804,-0.01820814562262253,0.001038984992380806,0.0718567639861286,-0.011379738931792317,-0.005804827705899834,-0.02264346905916172,0.009338174530066743,0.08998320464282054,0.04082327426105076,0.05745132947298045,0.07774093651610134,0.022493371639496045,-0.022039217503668947,-0.019065820822132047,-0.001878315319456568
CCL7,,,0.1466909659966361,,0.07308346763744011,0.06296570600904955,,,,,,,,,0.01874083182306449,,,,-0.019403841199884562,-0.04984971157630838
NGF,,-0.0196360275735417,0.013945736653462317,,0.2006425207629229,0.030652023850640635,-0.023642068399910694,,,-0.0229557275835505,0.05447519207623659,,,-0.06284405256433655,0.029990321406491074,-0.0293810224303643,,0.004158254664384522,-0.004748884083457383,-0.021104168775243203
TNFSF15,,0.03227852101589761,,,0.01563916278272775,-0.012745079389497913,0.022927098780333034,,,,-0.019826708427305648,,,-0.05144859121604784,0.04559838925481606,,,-0.013199636844138012,0.06158725452414038,0.028762450306131462
HMGB1,0.053897446630814826,0.013041358359900314,-0.13878924196722914,0.022300026706523146,-0.11498663653997429,0.009614015512778691,-0.02944770076186737,0.057879854936089825,0.06687449870193637,0.08220837933315994,0.09049560985339296,0.011837751152521378,0.023412554692487382,-0.09140212087507055,0.02850876186020051,0.08887722892240348,-0.054968141940070936,0.10314642555478261,-0.00865805313298701,0.01884624908698441
ITGB3BP,0.027574739087894245,-0.005795023805743104,-0.012085269284717507,0.024903601150300308,0.06898230649089435,-0.011957363938010652,0.063807553753247,0.05916791498544614,-0.00026701445876083237,0.06735838246031008,0.05737905483975674,0.06446819644475252,-0.033367089035242437,0.09213723776647928,0.04502652463797938,0.009648835118085147,0.07522735144427414,0.03115282940913244,-0.0036216546653015116,-0.026364108686082938
AANAT,,-0.029743356406914206,0.013611028628274163,,-0.024950742672098146,0.01649659093935925,,-0.021838420485372306,-0.021945809396201006,0.053325017335150424,,-0.01825840123045301,-0.051180988427513875,,0.032220115456037764,0.00036601891810840594,0.028387134143211687,,0.020628447778315243,-0.024135547149137477
RELN,0.11411199109422085,0.05183568424642136,-0.003237338470388476,0.03410815567474389,-0.015530431567063116,0.015933011558093374,0.015145720720192678,-0.018025228761755583,-0.012718504996881964,-0.061630142018451274,,-0.020213626109355835,,0.11996087024835371,,,0.019511937240472045,-0.01594373083234563,,0.05470907388208919
IL15,0.02167191536426919,0.03913177350611198,0.01730067094459368,0.009218381795367419,0.0027080235390981935,-0.024628703237861153,-0.020426491026019282,0.023910631730781298,0.011238620058161777,-0.007306913196552903,-0.004583880958451609,-0.016933823251667948,-0.058991408504971275,-0.05222650174953919,-0.010319043066786106,-0.0047337982680530095,0.014659150857340389,-0.007413566942891656,0.027948919812590206,0.0026157714179110094
UTS2,,,,,,,,0.06765606601477749,,,,,-0.10055961590615084,,-0.02541028047954625,,,,,
BSG,0.05006293729691583,0.044604480934428536,-0.11897729893604594,0.03540840791620013,0.13190959296768598,0.025605882041022737,-0.015502074947078628,0.04318254965530542,0.015447420016618685,-0.058209272199742486,-0.055506897063847024,0.0139990955787234,0.017358907951722194,0.06912927511958848,-0.018557369239137516,-0.012266165118219164,0.0864013782316838,0.0042079917747508975,0.03983090483592831,-0.03990248342231419
ADAMTS3,0.05622635677023752,-0.033892274008114745,0.0037728497153122725,-0.013732582678136243,-0.03247047453758014,-0.0029410638852495515,0.02446093501695379,0.09614174700811048,0.004626874449687433,0.011891141445550507,0.019756956326135104,-0.028138548982485825,0.0726486398389582,,0.020736238720214663,-0.012988826146552253,0.053529971689775864,-0.03461145595528304,-0.0011796520008436752,0.019659650249886296
CD34,0.0423280933894565,0.10285070059427866,-0.04595757259994138,0.0651544094229697,0.0096213034404098,-0.0064436050047301805,0.07612243276136649,0.14926991317647983,-0.04106001350564534,0.011402187013820822,0.013552918335275617,-0.001976907892327902,0.026767580610961333,0.07219721842065702,-0.0034695297854095437,0.01865498305943333,0.03843425147802104,-0.01158730211987807,0.04011118263345444,-0.005686478162233517
CCL23,,,,,,,,0.021573295747991467,,,,,,,,,,,,
PLAT,0.044682056917624904,0.053312376519694574,-0.1082772041317994,0.0292837430973078,-0.16245514512158837,-0.060495407947202914,-0.012631399562695997,0.13485866925281118,-0.03648795950681289,-0.008881858507136691,0.0015104959095706223,0.002180049647458507,-0.009379725082992577,0.02178917196670034,0.040928803780666094,0.1180270764310078,0.035523130178174024,-0.0008585847538629845,-0.01206530489658636,-0.0027005488569411735
NTF3,,,,,,,,,-0.03542577163755394,,0.06655300589339114,,,,0.02337653193509084,0.0515221527184431,,-0.03194516710624493,,
LTA,,,,-0.014332505385660804,0.04479807719425938,,,,,,,-0.01693382534198699,,,,,,,0.09310680106056085,
