,UKF255,UKF260,UKF266,UKF296,UKF313,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk
BMP1,-0.13207434391093997,0.0022489465726824994,-0.050450981897085675,0.033986814958046487,-0.04406992797100255,0.12277388869675972,0.10715376834313915,0.024561633032800463,0.1173779112427267
NDP,-0.0866516051143966,-0.018493233577205,0.015384001723425465,-0.010132310958406616,-0.0147191105131044,0.04771843547476885,0.05490405264559899,-0.05498831963002918,0.00029908611472110474
TNFSF18,,,-0.014769702167008103,,,,,,0.02908666386914863
RTN4,-0.0736485493464417,-0.021212055028808942,0.04889395075558464,0.016489033695529946,0.014750082119940075,-0.05166241635364935,-0.05323743986514131,0.013621114651789647,0.09673839598205954
HEBP1,0.07971730315531492,-0.021807544291316094,-0.041488617480207726,0.01201259013713323,0.07813882173688491,0.042956170559541,0.03314069806076956,-0.026720262536006224,-0.0232657631308897
WNT7B,-0.05411259527252284,-0.025036979279822614,0.024029793402232748,-0.011083477527964115,0.03472190933647945,-0.00035487715371261346,-0.02261327451202651,-0.02562381044805262,0.06383617034497002
PTMA,-0.3283923092860427,-0.020020785823861163,-0.07549180266556105,-0.07060868890457267,-0.039798261474293,-0.10965682802888063,-0.06010188394969073,-0.007254551105288481,0.11265286188620836
CEACAM1,,-0.026925902473873255,,,,-0.04036765994265318,-0.015274260403361672,-0.017006895659395994,
PDAP1,0.03297325185402965,0.08518827015247646,-0.012191388971932298,0.008152451835094538,-0.07739179537025763,-0.015437750337474535,0.005384614115330357,-0.025527367713428974,0.02766743302320608
QDPR,-0.09662577188925629,-0.13001056727547697,0.08074818976776643,0.021399097327613043,-0.11786307475038638,0.028525986322120098,-0.06774013461322088,0.002044190927597051,-0.06192932674087264
POMC,,-0.018626720137491247,0.0651819484026042,-0.029810156848683857,-0.04200091105886075,0.02044590843187347,-0.03173292918270848,-0.027821047177183197,0.03342823020929148
CCL18,,,,,-0.11771117512762574,-0.034240209732767875,0.03149722507954685,0.008034784786311007,
CCL17,,,,-0.013718238170996534,,0.23528112764410827,0.08886467381770391,,
VEGFD,,-0.02576117899198683,,-0.010062493598917858,-0.02837751333322057,,0.0975142687980727,,
TNFSF13,,,-0.014323529968319034,,,0.05001086470780704,0.017882596044098045,-0.019097603980237847,-0.037440534541146986
WNT5A,-0.16667376156293306,-0.10229084282051691,-0.02734708577157562,0.0036197351193389456,0.07912816759331488,0.12690552930528967,0.12444592191582692,0.03517309879546631,-0.012510062992613
CXCL8,0.3484514319515482,0.296645316976607,0.016236765280912623,-0.009370631571079854,0.10398953150548501,0.10015003043533437,0.11245652032194443,0.032363363421443886,0.06536820285299812
GRN,-0.22955818409975598,0.02917675861121696,-0.004847593493762842,-0.006843670111035238,-0.09482173307758003,0.12674458737171165,0.041387441860548296,0.0037326812494200374,0.03341150116321554
MIA,0.05510429987828416,0.12478434814014858,-0.025899704636079428,-0.011443967327349036,0.027794933195192183,0.03838162197444458,0.017759828398678606,0.04524496925445397,0.00017484980746338324
COL4A4,0.07085498286028878,-0.05261115477448693,0.013794995047844925,0.010478089901414241,,0.0010228676682651704,0.014829639186399526,-0.0011588819749480763,-0.004830556187475967
TAC1,-0.1853377546906379,-0.09683930861735332,0.10652095368700139,-0.019841122203865493,,,,-0.02934173997928108,0.047062935871586234
RARRES2,0.17271297142493627,0.1313161686514826,-0.04448350735193339,0.011518595664715407,-0.07151316597572854,0.07990757831242314,0.11800110144943383,-0.02396553479965099,0.10084845601096139
FGF7,-0.015179397693237522,-0.018090321757524386,-0.03906073009725005,0.0036479675703519478,-0.02625956763666945,-0.07194257251194139,-0.023439905140158836,0.0118738380590022,0.022667510708152185
EFNA2,,,,,,,-0.012435991703085084,,
HBEGF,0.05074766693876983,0.1598614193321171,0.0043780427912251665,-0.025841448380142913,-0.03387381530218074,0.08334647618766462,-0.002768119308680508,0.036871469010172145,0.05868229905840312
CSF3,0.21896257195080784,0.3388270486299329,,,0.12789064085579457,0.13541935789923282,0.2040539989038109,-0.024381708047002102,-0.01987372637806122
PI3,0.3429666213765525,0.24697818934251653,,,,0.04209860323660166,0.08342633337855808,0.020708141727238005,0.10500012176510269
PCSK1N,-0.24090458384476063,-0.10071542154308942,-0.02504131439590996,-0.0007731981201268128,-0.06565119129941757,-0.07249321916728466,-0.05065221424694755,0.08952548399133173,0.05947664735897436
NTS,,-0.04707897739104337,-0.016636943019427322,-0.030445107356563885,,-0.05880662925238092,-0.03416604653459821,-0.05637388947115287,
SFRP1,,-0.029389043990595533,-0.050633802118062676,-0.013718238309150458,-0.024200953338833604,-0.009986401506866662,0.03667528960711279,-0.007868457436662287,0.056048628026784765
CXCL13,-0.06461466311572864,-0.029124917909916583,,,0.01724797991085849,0.05979835258928499,0.2366958290835565,-0.020466335954124497,0.11204310950623321
MICA,0.0802322387314116,0.06835427237387082,-0.03531245726007211,-0.03058543866139485,0.01249932499667817,-0.0032656338543936726,0.03114889827937643,0.029516948081644234,0.0013823072527884492
TG,,-0.05545000198812397,-0.019203417963452398,-0.009927829391239262,0.03329168437497893,-0.026001961971245154,0.036743722933749674,-0.020066520386169937,-0.039345416016469716
ADA,-0.033227396278221646,-0.0744359456422123,-0.03751576331503139,-0.016123593327943605,-0.09266848023276265,0.11472746757066273,0.04567838547461727,-0.024523125671716953,0.05914716086335236
LAMC3,-0.10894376965031774,-0.0637969774992241,-0.07533073375813065,-0.0191877001200275,-0.10326270204152012,0.12049050790226212,0.07560278949127286,0.01872142813375475,0.06414354181826143
CCL7,,0.0868974733563055,,,,0.07902152221997724,,,0.08823807946218777
NGF,,0.06233015936978098,-0.0183252114207456,,-0.06534450173479207,0.006551179798959514,0.01733206098128284,-0.004443278932363686,0.14965156127494714
TNFSF15,,0.02374586354970833,-0.022250824156915885,,-0.027149075706244304,0.04167770461911372,,-0.015140622114908133,0.005116067553492162
