,ZH8812bulk,ZH916T1,ZH916bulk
LYZ,0.06613539646654239,0.02878479577970772,-0.028173304682817073
EREG,,-0.03620243699869519,-0.02158803249473521
SPTAN1,0.03987867465042855,-0.008183039361913277,-0.0033942511314057236
LIPC,-0.0328792321631642,-0.030308981617158254,-0.029241166156394778
COL8A1,-0.009484805443549328,0.028843906947243002,0.01660767027130647
GSTM2,0.07930963784213396,0.0241104175798696,0.06713976684740787
SPX,-0.06515966221799942,0.003983443471988838,0.030761739939407198
MFGE8,0.022370055472976783,0.004933591178829557,0.012932973468429407
TGFA,-0.05788096993642763,0.009175415968756801,0.013243661629238162
SLIT2,-0.03982513516587236,0.01516050433532658,0.03985195820288622
PLTP,0.0012424423783708297,0.07604542364374897,0.01644551042649795
APOD,-0.008206808900874673,0.03882269902315253,-0.051386292132866086
B2M,0.06807208732293978,0.016308010130590408,-0.0962049012106605
OMG,-0.010715183639077381,0.012050943254755992,0.004629009624810609
CXCL3,-0.019882985833524706,0.07938166120276517,0.05599402918436719
CXCL10,0.05096099935659832,0.0320567789496134,0.0275578996476179
RSPO3,,-0.01708352521414201,-0.018922429498258633
NCAN,0.04148988333734477,-0.029580754186695923,-0.012838876636662085
PRG4,,0.020305014169708396,0.11234785996379026
ZG16B,,0.09864200589174858,-0.015996583032262694
TGM2,0.001443977999863366,0.037637772005463324,-0.06873515992478556
VEGFC,0.11151820603118644,0.03790601421665146,0.129572114136116
WNT6,,0.15276990935603207,-0.016529269593549917
NRG4,0.14995479504890322,-0.017083527128797602,-0.024857486227033022
PMCH,,0.010461153303345556,-0.03183358853741
COL9A1,-0.013910006524444603,-0.007235717360417427,0.02667576348338817
GDF11,0.006776174556060199,-0.033938822538020115,-0.05336562098471898
RAET1E,,-0.018740507878556502,
IL24,,,0.00858314296722461
SORBS1,0.05728629350805062,-0.02983162953568222,0.037201673294067296
DLL1,-0.032903097187204994,-0.015378970745221222,0.014537306654691608
TLN1,0.060979943531404436,0.026365778057462028,0.011911277864728542
COL2A1,,-0.024862303258665053,-0.022395260877805665
SHH,-0.011871011617247932,0.01968119126561109,0.049208845446669126
PON2,0.003333290213331376,-0.019278586925506297,0.03903452374472239
ICAM5,,0.012440878498432721,0.038975120393562046
HPX,-0.028234825467059514,0.007628370784298142,-0.03966966780199299
SFRP2,-0.012416374295936483,0.07441476174063273,-0.01640900924809965
CFC1,,,-0.021994964171090085
CD70,,-0.026064007393393644,0.06028188631530497
HP,0.03148741987954019,-0.025555088086062785,0.03539760123106339
CXCL2,0.0009184396284769589,0.038744606733236965,0.07142670745181547
NPPB,,-0.017329335675983416,
CCK,-0.04870496136000573,-0.02248082651961902,-0.048861605519917
SEMA6A,0.035707558034194946,0.03329141789312964,-0.0332176900246964
IRAK4,0.06836444174109199,0.01422322056196617,-0.03527019362978493
GSTP1,-0.07974585115998742,-0.09584618410107852,0.0015143877411755164
VCAM1,-0.06890524462245792,0.03663289594099871,0.05156950128674161
NXPH3,0.08585756003120752,0.002932934393685708,-0.0030683143208217064
MTMR4,0.04010397687837572,-0.008674279990403308,0.029034395286555287
LAMC2,-0.020360882714580267,-0.03301769871696636,-0.02393683467477175
IL10,-0.019640026730699523,-0.014381042075424746,-0.04163997778532379
SEMA4D,-0.08258489510793969,0.013134403928441698,-0.044938422673240004
TRH,0.001322647982584849,-0.01941001808789654,-0.041280440130967246
SEMA6D,0.01401786378141343,-0.0838868302289959,0.015955268138295002
CEL,0.1796136520276274,-0.029254165649176406,-0.025573242160898214
PDCD1LG2,0.008800047654792793,-0.037669535587083657,0.03057174035340117
SPINT1,0.07366331615400269,0.007215642529973567,0.043759124588064066
CTHRC1,0.0007989135738636046,0.087462875434545,0.011538916053777484
PODXL,0.026084582701941073,-0.031841145923179485,-0.10108295022013404
JAM3,-0.04187911693472819,-0.027212979571374928,-0.0005017584227596289
TGFB2,-0.02165164507198942,0.01825855492972807,0.019433601917802006
COL18A1,-0.004912224134581874,0.017654826921101728,-0.02346476524007555
NODAL,-0.013213061068066625,-0.02656437489038196,0.05355239580117818
INHBB,0.03961686974435527,-0.044732750404196275,-0.019156972658614362
LCN1,,-0.019628466755819182,-0.016789647282438622
ARF4,-0.00639237215743776,0.016469331027570054,0.057714428524800576
CXCL14,-0.01663171009083011,-0.05186789264863544,0.03463642363737849
LIF,-0.0327208907086438,-0.022947400349895532,0.02657440762070776
IL17B,,-0.03315522681161873,-0.018983004460263696
MMP1,,-0.02200748427202347,0.06060533018280428
MATN1,-0.020596016835249954,0.030485020164430245,-0.017299402583396743
ADAM28,-0.005228210846172558,0.02809490339847901,-0.06587309270577561
TCN2,0.009811430258187457,-0.011657533412097631,-0.02385920726787359
THPO,,0.037614667739599636,0.04957651286675794
CUBN,0.043119191717965986,0.02386970370824677,0.01623399632887812
TIMP3,0.05640527949744165,0.05270964348069195,-0.032539221672410745
PIGF,-0.010420388165781362,0.006689278601675257,-0.005437678665148406
CRH,-0.0032917010194042184,-0.029106504003897762,-0.02275603122820691
BDNF,-0.018099565957276555,-0.03506859978700095,0.003456623922702314
CCL5,-0.04695495129655148,0.05443590948638772,-0.03203309298156395
GAD1,0.0029466514241334486,-0.03234754748205498,0.02780675092085829
COL14A1,-0.04102913480963904,0.08025535850027402,0.008456153742599934
HLA-A,0.03268900749460778,0.017289570417697797,0.010064831677773594
FGF18,,-0.01941001964514706,0.019108852142317025
ADM,-0.022573060257642476,-0.030103873216740264,0.04318895623414778
CCL15,,-0.016834308531373188,
GNAI2,0.07634817149331473,0.028870840945759688,-0.04951396073012573
HDC,,-0.0038167099771864387,-0.017299394748661042
COL11A1,-0.03458576941033019,0.10913580476256572,0.02230231876321622
NUCB2,-0.036619855564341844,0.057153347492890444,0.04155150172190971
FGF16,,,-0.01704630461754429
CXCL1,-0.030958820887851284,0.017705268450683622,0.04839293993464068
VCAN,-0.02608272097597109,0.05444436099174416,0.03961751434030499
MMP7,,0.030153085531253555,0.01674678235846614
PTPN6,-0.04682925580406599,0.016409276128603434,-0.022223982777058306
PTGS2,-0.025461922365490417,-0.0008945692406398173,0.00042311121891150816
XCL1,,,-0.030787407566911965
CD58,0.06218117417245799,-0.04647950366633008,0.022968539354074877
TNFSF14,-0.015709951974296674,0.029947611391612103,0.05750442777782864
CNTN4,0.0934263993426796,-0.02864462285416213,-0.0007175814277125993
INSL3,,0.012981167188074353,
BTLA,,-0.0035961488452561784,
MFNG,-0.006245912883577042,-0.008974361225849058,0.002153963965336484
ICAM1,0.009183318497427363,0.05121207932637082,0.05800466645746682
PROS1,0.0019603957857920887,0.07006327231456279,-0.004243288397318095
CLCF1,-0.05315521117515374,-0.0494843778560307,0.02905102353876668
PSAP,-0.0004361286113388003,0.002406713128363762,0.003872709367328353
EFEMP1,0.0075969141348045735,-0.015507450207003916,0.04523185128296144
C1QTNF1,-0.013131547936218797,0.04141917763092525,0.04626892143628065
ALB,-0.054801535822746834,0.006956957637987886,-0.004294760992738716
EFNA3,-0.029871928551252785,0.02700684339387395,0.05721925887097445
DRAXIN,-0.0036762675838775682,-0.006446930787355824,0.0010754564219345312
NPTX2,0.02021111818016494,0.026576099448052126,-0.04369710725126728
FGF11,0.01239184494728112,-0.05447233992742728,0.04936713943922909
CD59,0.0070885561665560304,0.06452975722870777,-0.03596801966766896
COL9A2,-0.06690878027023098,0.02520821033239396,-0.05562592946153408
DLL3,0.025539204196854296,-0.03714073045046053,0.010422195697625923
FGF5,,0.04720529601216125,-0.029241157349031897
LIN7C,0.05436383591616642,-0.03723692613036711,0.03054245022875733
GDF7,0.013958256250549618,0.034635570138124766,-0.02644443101697093
PSPN,-0.030799746486430912,0.00249921092005046,-0.025165241474522697
ANGPT1,0.03549768798670067,0.0315759639165239,0.07411727159806393
PNOC,,0.012019869042658702,0.02724061249925241
L1CAM,-0.03287923588901332,0.0011171020086865162,0.0134716426437175
APOA1,-0.028411433008008476,0.019557945604513568,-0.028622954850075183
PSEN1,0.04319662776460403,0.002480248935997921,0.03610045742025284
CALM2,-0.15993697857643388,-0.050589698448347487,-0.02574128082683995
CLEC2B,-0.0144393112895133,0.08137553275404669,0.018249898887680884
NTNG1,-0.04983912389444199,-0.045382412233455995,0.00787337858575042
LRIG1,-0.00012946538563636637,-0.0627698823208454,-0.0029681717560394493
CPAMD8,0.08042978404771765,-0.006602479424650879,0.007272225187878177
GHRL,-0.04142500285010547,0.07090163827287656,-0.016529275291813982
NPY,-0.049703678437792075,-0.02910649586685744,-0.009252378000728301
MMP2,0.02705725604347473,0.004950705603893692,-0.03784989864690735
PPY,,-0.03658317140476555,-0.0009977803068080171
ALKAL2,0.02300977472515444,-0.022758229347081802,0.024903353133989076
CSF1,-0.03238395901550311,0.035635840591766346,0.024195776816583723
SEMA4C,-0.030537094855862944,-0.02831566596046556,-0.01693434721135754
BMP8A,,-0.020688603945458236,
ICAM2,0.004853128179309886,0.07102852842515975,-0.02216184419517587
SYTL3,0.03234976785661685,0.02020663936226936,0.06661716308760816
IL1A,0.028787247660868306,-0.04087740864360715,0.06035758583171034
PGF,0.03433284834375709,0.014397706616484157,-0.044937740986625146
LGALS8,-0.03623247977648338,-0.06236053510596395,0.01641325501702759
DKK3,0.028368888432060344,-0.05737077511257644,-0.052829330395564394
COL16A1,-0.04898887322688592,0.03414035603305825,-0.02049772304773822
TPH1,0.028891435636283384,-0.012807742146669215,-0.03904006258103062
TNC,0.04824628174961055,-0.02376362548454485,0.057056959055150555
TNFSF9,0.04085654727154009,-0.03274123789988599,0.006367698736930893
C4A,-0.028057289798994047,-0.02786036697310727,
CNTN2,-0.043622246200267834,-0.003721333700182954,-0.041690478012252744
F7,,,-0.023177398957208117
LUM,0.04768489067063866,0.05175030967673572,0.02778673667513641
BTC,-0.02407421352271774,0.03288464075224669,0.04849142929670899
APOC1,0.035152768330647864,0.020078283396011896,-0.03216632993179456
PKM,0.04008076194690171,-0.035341580093067544,0.10347015012297864
TNF,,0.053334809741556695,0.09426278426674219
GNAS,0.07525153303526107,-0.04115516859926531,-0.05588898643491973
BMP8B,-0.03491931374100464,0.04200903478940224,-0.043196093935647356
LIPH,,-0.0010934115044625057,-0.02876412354431916
CCL28,0.03417664153659751,-0.016064745699014824,0.04938910314801328
PTPN11,-0.03916585298841095,0.04614639094673344,-0.02738348166952055
ADAM12,-0.014046735846868805,0.007852707547361148,-0.029958128622003623
EPO,,-0.017083521943273526,
EDN3,0.14312336521847333,-0.031040634990235735,-0.02876411544954371
CCL22,0.08465466881785477,-0.0263985181537431,
CCL2,-0.037285769894488424,-0.030177545200215292,0.010497660176847627
DSCAM,0.03295853961012251,-0.03804447495694537,-0.027160956166353875
ANG,0.03862580291107376,0.00020299027637876697,0.004662391174480208
FBLN2,0.014092306343337257,0.05459192644862924,-0.057416836350984074
VTN,,0.04616188248309855,-0.029241167499891512
VEGFA,-0.01064420800578015,-0.056819490953691834,0.06394794005010795
F10,-0.020828729393264345,-0.03016086802407022,-0.023748965405559888
SERPINA1,-0.000177368147528264,0.04777421449969348,-0.017943717718247133
VWF,0.048345975627799354,0.03538965662659468,-0.08085613785300723
VASP,-0.010922198631873666,0.04234449952864836,0.008302058394261215
ADAM15,-0.008016408536392548,0.035914362432541556,0.034011133382348416
WNT2,,-0.04154480359122155,0.07050090453855717
CALCB,,,-0.027789856297516558
OLFM2,0.052093053740905414,-0.07820295052062032,-0.01900759130447941
MFAP2,0.0015785943232161754,0.026047025278327772,0.010104203029428287
HLA-C,0.0292036588644513,-0.032606285303707426,-0.07921622804653633
THBS1,-0.038640644951121586,0.04617961710553662,0.012635048394469404
HSPA4,-0.013759983911577402,0.02130198198399693,-0.05041439773950575
LMAN1,0.030153745843285343,0.0675292454783241,0.06817475071586963
LYPD3,,0.014150524135527318,-0.026272171695909292
APOE,0.07003809984025908,0.04473220923787308,-0.10650823201744945
SOSTDC1,,-0.028489241748749353,-0.004540467969403506
ANXA1,0.04863104363009859,0.024253128121835377,0.022386937480454568
WNT2B,0.005471671438847348,-0.05445186712488693,-0.041594628555027935
AMH,-0.01939427502343606,-0.059330123485438244,0.04623963322069047
GDF10,-0.003096704194511903,-0.04513753645724627,0.04230865802172099
EFNB3,0.01975083810377375,-0.020034347564536162,0.004351465139727132
LTB,0.027829744637154014,0.02001477435317148,0.021939359118821528
ANGPT2,0.02072021704253896,0.028850725817975268,-0.011004985918291068
NRTN,-0.024477761938535077,,
ADAM17,-0.05327263271671972,0.03504661563927219,-0.01453084529096865
LRPAP1,0.04765206721066955,0.007645736421082606,-0.044112431550339885
NID1,0.02901965849202805,0.04569875534526953,-0.01980314398230539
MST1,0.0896240765982197,-0.05342636126532946,0.001949087536214831
DCN,0.03480605457030749,0.09002090147068127,-0.042076422218010084
IGFL2,,-0.04513752301089602,
COL7A1,-0.02046365530472501,0.07071225917290676,-0.022223047075577575
CALR,0.06337063349631725,0.025421556532645787,0.04748747273295066
PIGA,0.0427436956181991,-0.016867241590568256,-0.01669123609154318
CD200,-0.030203606876644733,0.046600269827737684,-0.028890583993489885
GRP,0.050577825099483546,0.020469271016836647,-0.026955598753036256
CDH1,0.07881285801248442,-0.03437303264164786,-0.0390400558092889
LPL,-0.006594852441957087,-0.030966797346642348,-0.0014080514294383542
SEMA5A,0.10713304432971414,0.0026305899824438077,-0.06027967286346624
SEMA7A,-0.0009047981006129176,0.053104932533956026,-0.04640535797636553
SEMA4G,-0.06254704808963797,0.04558700894703432,-0.03891330117799774
SEMA3B,-0.030200242530984737,-0.026144047797670125,-0.012418033866983862
RPH3A,-0.0436349194519353,0.004444352573229926,-0.036685235881163014
JAG2,0.03002236388309594,-0.007051514553337876,-0.030373814757604537
CGN,0.03312090470051903,-0.0011616794689089831,-0.032913800778847355
GDF15,-0.030938444614497605,0.052460426076733895,-0.014327367636915828
SEMA4F,-0.03109866246890976,-0.05847980627535592,-0.04531690673244458
NXPH1,-0.01025457418780788,-0.03993114700995867,-0.09827830523771452
ARF1,0.05045635213753321,0.006923092731358136,-0.028957297874810148
DSC3,,-0.017083527128797602,
EBI3,-0.020660870703103545,0.013717022521485128,-0.07252395418448528
TIMP1,0.05466021955678764,0.025875985564111154,0.03367440133616551
SEMA3C,-0.00770056104275822,0.01762779930716087,0.048221583770153495
GNRH2,,-0.018512329928292427,
GAS6,0.03712509930197456,0.0016698649932330493,-0.04731912693187991
MEPE,,0.10485314541167658,0.03715169763983669
SERPINE1,0.03745624989615077,-0.016353773569496747,0.02903449863680002
RSPO2,0.026924874506512774,-0.02535621813484934,0.10402214124165068
SHBG,0.06872731326281994,0.02561046436967835,-0.00016419066795458995
LGALS3BP,-0.027798984738933285,-0.019258007050445034,0.0002442596116361061
LAMB1,0.020058075498809988,0.020918796935558658,0.010814824928818767
SPTBN2,-0.020049331716701577,0.04106360809516001,-0.03495031249923957
COL1A2,0.02356016447217954,0.04349961063194885,-0.017553452959052106
DEFB1,,0.03770488346121701,0.090695214519435
WNT11,,-0.004356166450610732,-0.020105761680776508
LGALS1,-0.011825825466293068,0.03395261710706241,0.05371373459093434
BCAN,0.09645654562870093,-0.06195393566286604,-0.03705329028687194
ANOS1,-0.023849552984116187,-0.023538842534324655,0.0020689495501096935
EDA,-0.03560408171109111,0.015607204462527915,-0.006732515228022043
FGF22,-0.02622598666827418,0.035207655699140694,-0.027954194021687726
SHANK1,,-0.030456484388504176,0.06971583816406596
RAET1G,,-0.021301313711775408,-0.01851645551157698
TGFB1,0.003590354967483021,0.028370748204145074,-0.06182164050852575
MSTN,0.08826892638980212,-0.018075807233302012,-0.025038084204057617
WNT4,0.0073947399914633324,0.09325628503822214,-0.04932004445109157
TNFSF4,-0.011653867085729294,0.009226750048844339,0.003174140038873635
NTN1,0.050207038429540635,0.05019890177724625,0.049135555275452436
CXCL12,0.04586798900634251,0.04150925328801429,0.03569981737037103
GNRH1,-0.019145604196921347,0.11246400951492706,0.0515937197151603
RIMS1,-0.04413841228530545,0.046952315943125676,-0.0032621652644894
FGF14,-0.0342126598434311,-0.001991068235654596,0.029939979520343378
IGF1,0.014142561305693139,0.04313158556195543,-0.02878490660525086
TNFSF10,-0.017561158870247447,-0.007502516442079815,0.022998302382286572
GDF5,-0.047526323966248264,0.0010802809679464843,-0.032648323887945696
CHAD,-0.02128717538467006,,
RGMA,0.03396476217865139,-0.03599358325846167,-0.05354944166899161
WNT16,-0.017585473728705406,0.006830111761685177,-0.02811772903145274
CX3CL1,0.003341504460596881,-0.014283976231062851,-0.013065582001621867
FGF1,-0.06218251416555465,0.012613993979351203,-0.005261863936768337
ALOX5AP,-0.019948216591333306,-0.06604961825712348,0.02239979712853628
IL1RN,,-0.001961905560991096,0.009441103119845346
NPW,0.08231521708731274,-0.03303619339992679,0.0017853645936504363
CXCL9,0.0632846800788719,-0.030361940218647687,-0.0295296529189096
ANGPTL4,0.033436800668140206,-0.03214119684361848,0.0655629664970846
OBP2A,,0.06762267808553701,
COL4A3,-0.03303521577514003,0.02643388293451577,-0.02219590001587953
NRG3,-0.061946081173367126,-0.0005439902031544387,-0.04000479116988111
IL23A,,-0.027701237447093588,-0.024857485542383394
COLQ,0.09295660710245285,-0.025362150217021262,-0.04609973983729468
TNFSF12,0.01873800613714354,0.04957635136613202,0.040842731005539916
DKK2,,0.04404636962491291,0.018687848705091322
FYN,0.039378668569986265,-0.04947116771619724,-0.04873733212860683
ACE,0.030608412095860845,-0.024660890531013276,-0.016711474330993868
IL18,0.0014402213098638128,-0.016942077027629874,0.018659968814987635
PPBP,-0.02261179779602193,,-0.0207527411639129
CCL27,-0.024276734418270676,-0.011677853037178554,-0.03840327926312143
SERPING1,0.004794532910235848,-0.017450111911553684,0.04348544353529633
AZGP1,0.019362708409247822,-0.010389355176852943,-0.0006690302085546146
INHA,0.005724514045864478,-0.0373414788772561,0.027247032243196086
SEMA3G,-0.018119426197263595,0.06634498203554862,-0.02440189641232162
COL6A1,0.020528698971630312,0.009418475093649665,-0.008260489496968787
FGF17,,-0.018281485465354717,0.0006501975735277291
TNFSF8,0.12699670788769468,0.002070973775215899,0.0655561736837611
FGF20,-0.04660283463134829,-0.018073625189383772,-0.017299406738185145
ICAM3,-0.027298927056549196,-0.0259253204127757,0.0165534109233909
LAMA4,0.07898511021286247,0.024472766462738743,-0.017357036921589138
DLL4,0.05694091881451595,-0.004714528741294842,-0.006009028800386482
SEMA3A,0.01991646174803338,0.02526460381678997,-0.04097473274518667
RLN2,-0.02928100197130758,-0.021098885264586403,-0.020323494645721543
C5,0.013381213819611923,-0.016869162679357144,-0.043517308718053406
COMP,-0.021059084523798385,0.05325005880213577,
C1QA,0.048222159626062897,0.06808343696089153,-0.040123637777819326
UTS2B,,-0.022480820580960653,
COL9A3,0.02062995301000357,-0.04492058253661417,0.005334135765072063
DLK1,,,0.06048019866760506
HGF,0.015069870010597758,0.0776554974474952,-0.014278892483927379
P4HB,-0.0011795607099795607,0.0218078525563055,0.04297507254562311
ADCYAP1,-0.02124207407622546,0.032668935184210955,0.004687713006067808
GREM1,0.028332286535083646,0.010697567435067636,0.012656313451035734
EGF,-0.010994365498824977,0.030090580977626798,0.017736503795710415
VEGFB,0.011861339997329442,-0.008930604965141127,0.12350877667639984
FARP2,-0.0666291470023762,0.01477389258185211,0.02204058049440073
LAMA2,0.03644937647460448,0.045424514439192196,0.011934910757345638
NRG1,,-0.03841674428760823,-0.004506108453762039
SPINK1,,-0.001743956185409005,0.0936146302260587
EFEMP2,-0.011151199943444923,0.033919787978156236,0.0006975575293231806
SELPLG,-0.008758686509936907,0.027670717743445993,-0.016429953012143873
HLA-E,0.025251077245386094,0.05749530392158693,-0.05685472486926455
PTN,0.06740681713817162,-0.05780782454067002,-0.0547326548524101
CD274,-0.024209175616077914,0.03337057485926697,-0.04371858927409072
CD14,-0.01155468884534486,0.019776465743857673,-0.011153995717158614
SFTPD,0.016831187576635036,0.00452377873739044,0.06416064909270879
SLIT1,0.009512731012904714,-0.023951523298408176,-0.03446603074854214
CNTF,-0.018119433347303884,,
BST1,-0.002066492545594667,0.05856403162901517,0.0065363325320265545
AGTRAP,0.019886737256801196,-0.03485874162187351,-0.00777569336471137
LAMC1,0.06129650232342722,0.030679490364840058,-0.059100651495001794
COL6A3,-0.029879582231439626,0.047703130026748634,0.0035679261258028754
FN1,0.050948908882398204,0.0009694784890537299,0.06724537600468816
MIF,-0.017404304679596125,-0.07577357076720866,0.04956488843092064
JAG1,0.03541792191417477,0.0383633591978843,0.08019602917941474
NID2,0.03238747482319749,-0.006996174506244475,-0.04682416281147684
EFNB1,-0.009389540258404199,-0.02166329608834813,-0.02907228673264191
COL4A2,0.0459826093530543,0.0028340829204180967,-0.03955187494659749
SPP1,-0.013998454901091573,-0.059898316542599875,0.020097774747068215
PODXL2,0.05999850337179753,-0.014175237835237782,-0.03273098814576241
FGF9,,-0.029862814488853362,0.014860867546866068
ITIH2,-0.02955434740531997,0.1252006894272878,-0.006912948631104172
ADAM10,0.041024313192849736,-0.010422579315248821,0.005998168903191999
CFH,0.03799013691716371,0.0492144097435441,-0.024758792777975464
COL4A5,-0.02243117798445248,-0.06183892915561231,-0.015146614167468231
LTBP3,0.016417805512305483,-0.05943506513415254,0.013049125162535747
GNB3,-0.030958822842906554,-0.034338558430648015,-0.0044656745978852285
COL6A2,0.06926782238436964,-0.006465390554362265,-0.010943509819854846
GDF9,0.05128890340571213,-0.043029340099222775,0.035777269118377523
NCAM1,0.05176251559684472,-0.03318917603954858,-0.06196789271316473
APOC2,-0.03008044573978918,-0.0038625525314794342,-0.015905472920933843
BST2,-0.03156101935722254,0.005858122842043693,0.036077978675568174
COL5A1,0.003309839792498957,0.06295418916597093,0.07754125080976698
CALM3,0.03018511425085648,0.019862342614885085,-0.004239566571521622
THBS2,-0.0439166057478264,0.08339792368304684,0.0008219801576300305
SERPINE2,-0.004444077084300832,-0.016400865127507477,0.006106990910991547
EFNB2,0.030396893728852584,0.07154056725716368,-0.023943090855635403
PROK1,-0.01811941566037754,,-0.023177369025655217
MMP9,-0.029949281914953725,-0.022989832152432745,0.029976979955315442
DMP1,,,-0.019663696816867166
NPPA,-0.0021225703451728615,-0.022861672136293473,0.0029057806622376963
APOB,-0.019882988941275874,-0.01732934464880205,0.022400648165824752
C4B,-0.02012322334077493,0.06673474234516232,
NTNG2,0.09196881795037691,0.09683048554495612,-0.0023098830904749747
LAMA1,0.030657405849823047,0.02181367053197293,0.007986844950059656
UCN,-0.01161449659631189,0.029405184539078855,0.017185695772790464
ARTN,-0.02507232398803648,0.02595951774410229,-0.0334249787353402
PDGFD,0.03571795867303847,-0.01635335683981098,0.01739795086325932
EDN1,-0.0294787395554875,0.036331307381118304,-0.018541354142069612
ARPC5,-0.0031899611418928007,0.02552904211100771,0.04777614419367104
GSTO1,0.0777011029699662,0.015020022598647152,0.05260379768861109
PROK2,,-0.015800330261726468,
SYK,0.01720168346283619,0.00349191388823376,0.038496504993330474
CD40LG,,0.047685388945941126,
ST6GAL1,-0.008937332998244587,0.05722003579566921,-0.03484223033594309
WNT3,-0.012689586851541583,-0.014971877099293537,0.0043102135474517855
HSP90B1,0.07469336566255078,0.022671201426544964,0.03172405134697691
ZP3,-0.011734488295218854,-0.022062751404286693,0.06752077322417478
ANGPT4,-0.00400537189765794,,
NRG2,0.010756896146318536,0.002531544765632037,0.08559589413463028
MELTF,0.0746276941735882,-0.03810224848039234,0.02965816227814446
NLGN1,0.08244551376012692,-0.024317881073393433,0.037188589000079444
SLIT3,-0.02546192089008344,0.07485755186975274,0.009187270734891572
CCL8,,0.05324426896933957,0.0467825032943571
S100A4,-0.02167137407051689,0.015246248399030733,-0.02593601752545089
TNFSF13B,0.007624900600036183,-0.001184152377190172,0.06292093159304503
HSPG2,0.03757795806002808,0.029404259919266946,-0.04631253958643562
FAM3C,0.03685561081573341,-0.023613638819425204,-0.03129359706703431
FLT3LG,0.10012329755735537,-0.05468915597606855,-0.03192812051092494
A2M,0.08765609961227527,-0.0242726573247433,0.025896426975292305
