,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,0.048279874475751335,,,,,,,,,,,-0.020928920976920312,,,0.044862759949059784,
BMP1,0.042739887860976704,0.06649828693047467,0.03501939800964514,-0.02661527824630654,0.19020484807859314,-0.02306696668134255,0.047239735242814086,-0.05057975678349812,0.5947579837601032,0.19361857049924192,0.0694537460003403,0.04966269328089392,-0.045891480197687295,0.12155529028143747,0.08344233965945949,0.19941779655007597,-0.07566554738362494,0.1578209539539936,0.15870724004601322,0.24889627984488205,0.05018946495632909,0.05922792330043299,-0.08996493085420137,0.15108340052859115
NDP,0.042350720220450264,0.03578757626057851,-0.019357726735100257,-0.025241894606675794,-0.03429079466341603,-0.01043066355950743,-0.03064985853614458,-0.01946749185783713,0.0976451135986463,-0.09609250176313613,-0.0169411878504858,-0.006647549530551894,-0.08043336434564075,0.09072049555271457,0.10546843553763355,-0.006406143874035785,0.12983299429355932,0.046572436172592414,0.046073056458873746,0.18533051039817075,-0.0900140795635475,0.010344543741275454,0.11286430323719195,-0.01528022794599765
TNFSF18,-0.019790951258682184,0.0015554905914853458,-0.013558269645377805,0.015384205480713762,,,,-0.011440818403725617,0.12336473107960841,0.1002002779843066,,,,,0.09632709593303869,,0.09808726806843522,,,0.018639705941543565,,-0.054604968670200996,-0.055626641978572505,0.0612444745887613
IL36G,,,,,,,,,,,,,,0.07479884050108977,,,,,,,,,,
RTN4,-0.11297130354628301,-0.06816691301376837,0.1187824130570352,0.013935946623384961,-0.06464302305459965,-0.005644324167425595,-0.02073317552803518,0.0028797096115077974,-0.6591266893574911,-0.22941587247763823,-0.1043427049763731,0.03691618239118341,0.04290743336924173,-0.12933903923968634,-0.05076501312831204,0.042530841115957556,0.024963536586629604,-0.04742149517166901,0.02068920219009576,-0.3123293724942505,0.0789127675869675,-0.043719302964829766,0.16039181241011427,-0.21746590865034915
HEBP1,0.029081834737815712,0.05974662981573755,0.04755726598192093,-0.03132522780179596,0.09344557614321018,0.04720877682800851,0.02300504875286345,-0.0011672620158074067,0.26040408822848,-0.06599830461851892,0.04389825035360958,0.0732435475867041,-0.12222661557445025,0.0818968544970348,0.06434378768407215,0.12160838726679768,0.0021957591512028127,0.1384961937766572,0.0484391213848073,0.010821580255217518,0.004501156556680037,0.07405099997575729,0.041903331619744744,0.025531118542591692
WNT7B,0.015241397873165774,-0.04036695439548409,0.061421140146139266,-0.019866765112136527,-0.0009852965890489254,-0.021245713356786915,-0.05120425353527139,-0.01479461951558856,-0.26154215665646957,0.09087309265111566,-0.04210873132050407,,-0.055169949358508254,-0.030266799139933968,0.028830196834894295,0.06551115774023261,,0.04160139353019394,0.0708127928920691,-0.02868648731804784,0.03386205421018781,0.036837160889853914,0.07343130831264008,0.06247791484910495
PTMA,-0.0900401691095372,-0.08325597891068581,-0.110807017282738,0.05271787801020031,0.08605246206540927,0.051739773545428,-0.003664778401601768,0.04368594223036544,-0.3516940486709639,-0.12547352930553193,0.04393364484110642,-0.03945905452502713,-0.02469406695875805,0.12479822149905255,-0.06712437398244599,-0.07006415189832771,-0.02777824888203238,-0.14369113275804202,-0.02643701110676596,-0.31517978923896656,0.09244338794186065,-0.11466335205363248,-0.16522954904028014,0.07678461341930322
FASLG,-0.0463233161148769,,,,,,,,,,,,,,,,,,,,,,0.007988615243586706,
CEACAM1,0.007268278855213271,,0.009989142442591107,-0.033704377826531,,-0.00751753722806265,-0.0131947101445677,,0.1622359771344561,-0.05183854892696107,,,,,,-0.06926450381068472,-0.052126234454617615,0.06079483933104887,0.05138484452762058,0.07450707207999183,-0.07280130233299503,,-0.00724309695758331,
PDAP1,0.17130722176721627,0.05184658867948439,-0.0255989666402106,0.03964141417662596,0.0749554500134692,0.0007233559344319572,0.11651704613113369,-0.0022713959694330836,0.5159084556822457,-0.0768598387688695,0.037883656952307776,0.024872512627318582,0.02062091247933861,0.11822668697909282,0.14721620840242527,-0.02413353973908358,0.09402249869216461,-0.008521133214535175,-0.005273565009059284,0.08267979231573022,0.0973337281023058,0.064224833118231,0.016859674524047293,0.13977158383609847
QDPR,-0.24006938851605575,0.013926495804881634,-0.10056500456133423,-0.0408610616224684,0.10216758619265795,-0.0063486612142082885,-0.07038385790196677,-0.015863443859291858,-0.512330568751564,-0.2804424289350612,0.016003241163409815,-0.0063927809781521225,0.03661205209988973,-0.028886804586305055,0.00858625129538409,0.0651162882047643,-0.07991039202741775,0.039945445188015696,0.05106145782883725,-0.22026375932157252,-0.05539639849291413,0.01925165963249851,0.16177786216848966,-0.2521744469826987
POMC,-0.00829376854775628,-0.06107530210077722,0.02097430838048207,0.012165174520553353,,-0.009971904409311616,0.022985007526611066,0.006594250251304103,0.014417403371923456,0.06258712687151917,0.028967819110995732,0.011400316965528236,0.05655522060429171,-0.02029560290996267,0.041803411226062064,0.023979634651704836,-0.09631394444337554,0.045882185276089185,0.02626910087080709,-0.018522151145902506,-0.0312530597053659,,-0.02509117683291193,-0.04785873601057184
CCL18,,0.0815338565343666,0.016262663478784287,,,,,,,,,-0.0578808412228541,-0.00010384900832079126,,,-0.0252371917536312,,0.013462507251992098,0.0840032453709163,,0.03127736526623199,,,
CCL17,,,,,,-0.016986256960022417,,,,-0.025559926259857802,0.03465746603331903,,,0.08757965486354,,,,0.1481857432985807,0.15766615568258402,0.03394650954890199,,,0.036913856452209196,
VEGFD,,0.06351665331427712,0.046852651497302875,-0.019692290516448243,,-0.0025295193599683477,-0.027107840766893043,,0.18616302689262937,-0.023850597398016964,-0.012471660772755659,-0.018886353708655008,0.04675323688037443,0.06962565582818185,,0.04208805093043235,-0.04387523484742518,,0.02433127442186473,0.041654080844767426,,,,
TNFSF13,,,-0.01189575856975105,,,0.1082529023612512,,-0.01109520716226166,,,,,,,,,,-0.02054165515862815,-0.027284812794930162,0.07597430346998023,0.05515149559889722,,0.05935145279997804,0.0028122125153791535
WNT5A,0.07846773986133038,0.013326220210727173,0.10181971496446487,0.0793433538986413,0.11727347749480993,-0.021969102363924877,-0.058081660012562264,0.03056346482743138,0.4060106013293565,-0.1094848650330198,0.06703794275229986,-0.021853549946548152,-0.0027576703642311364,0.08941899655245499,0.011241552571498642,0.05677438016186347,-0.012849800442000462,0.13072605377253313,0.05743839326242282,0.10569006197111921,0.06658489825296372,0.0891499263280519,-0.008347564805081982,0.11873653970809875
CXCL8,,0.037707219519285684,0.23081519130707737,-0.03696132608357677,-0.10507204182411302,0.05507614119230257,0.12056646842203228,-0.01578221256254953,0.24488839169783974,0.19245196722496513,0.01800992886324103,0.0545704922139736,-0.06032328569162449,0.06054463293166628,,0.14869955914520602,0.02629127455677415,0.16243495646760484,0.18721886936651166,0.07658397053723946,0.007260049347935602,0.08437487143542895,0.03141797993569365,0.17953751220506656
GRN,-0.21559722630561057,-0.05965873731198945,0.10532620559221158,0.02599983739756209,0.06348052445165057,0.017767127849892234,-0.006307076175388713,-0.021152571837017638,0.46052590235772717,-0.10683196742600523,0.013545127848682142,-0.03960364163364396,-0.004537978659354524,0.03386469173060302,0.10624325190242262,0.010270238741756706,-0.08062167372271731,0.08844522355132176,0.03395744499183101,0.235204243256081,-0.08786026809943424,0.07984535475548578,-0.1527823638345446,-0.03068173450550984
MIA,0.008348077075019602,0.09895587564556692,0.03981675833611688,0.01271684797665455,0.024174892479240276,0.053217256159175504,0.06605902940782866,0.05517391278042298,0.24316137450995962,0.11329058318971293,-0.029574569686338703,,0.0440609501127923,0.0924918023479622,0.16905401536024073,-0.01090657271248382,-0.06457804364755455,0.05970105959750568,0.05048067450108227,0.17586214669495764,-0.07610206751550386,,0.08281145148162954,0.15931451409608874
COL4A4,-0.02188851074803133,0.02255802597527094,0.002069757471306217,-0.022541261549148085,0.06868783188050552,-0.018048099092777076,-0.06090992941305505,-0.010556599424025532,0.009328238430933337,0.0113331161463957,0.0036500654431473024,,,0.07063869553351074,,,-0.03796273604034547,0.027429720507038208,0.02412831026978032,-0.03037264137482111,0.01528069156801261,,0.029977001501683594,0.07806211446725903
TAC1,0.04747517844570733,-0.11514551217901214,0.020356870703770125,-0.008336392145572238,0.14239677354001973,-0.044149188875873,-0.09928673685402015,0.015633513219431405,-0.4292296653483316,-0.26494304459412404,-0.05134229670544562,0.025270586027081578,,-0.12660044126404474,,,,,,,-0.11397770796564738,-0.044185720893270934,-0.011853417238950375,-0.12784659638565724
RARRES2,0.2664660996943797,-0.07595831050438023,-0.058464116944064365,-0.019344230029393953,-0.09506512914874068,0.0407100608736081,0.08074406736716326,-0.00798841747628633,0.5998354926499466,-0.3950619841820564,-0.005829113285346998,0.001183432604354934,0.1314914224082386,0.12533282749758465,0.06648148432814745,0.04388840704776756,0.06264109456389357,0.18297016988235862,0.18890308773448852,-0.07943593577202958,0.03932363507543697,0.04501447715177747,0.1274836440926495,0.13179942837426295
FGF7,0.03940290001383801,0.07637956251309926,,0.04813547308828402,-0.030912995157278023,-0.0080835121299537,-0.018717482990758722,0.04248032067211112,0.17301974633265824,0.021384450122635467,-0.03652786673223922,0.04959347127114451,0.00448917521178114,0.04635588003218683,0.024638322589789912,0.043902728660278265,0.07842751911599512,-0.01799588038050144,-0.009970574990401623,-0.0013990991042316452,0.01628657014699295,0.14345768169301637,0.15187626491148143,0.0944373217614237
EFNA2,,,,,,,,,,,,,,,,,,,-0.03126932894080502,,,,,
HBEGF,0.028342383800756148,0.12577120655406698,0.15967276926887614,0.02685248095362212,0.037756121860533766,-0.013509433830585943,0.09660740733544804,-0.03834266751313008,0.2962970459052591,0.2863974587192959,0.13119072305847762,0.03624957519278333,0.049363346354879475,0.04091424087436668,0.1743578595672603,0.06323805018199877,0.12560593523078611,0.17580692449904892,0.14270241901695702,-0.032266518165926635,0.02748617729112002,-0.025872187242345808,0.039310935543572845,0.24850471839895216
CSF3,,-0.02214915160468613,,,-0.023181724693542037,0.053126962608454224,0.18397856435465892,,0.029876755803188847,,,,0.07078096808526743,,,,,0.18768482909557863,0.22243062481129147,,-0.03897283608318611,0.030132353907335617,0.04529056868548243,0.12589107002440827
PI3,,0.030017669239934486,0.0456082067470486,,-0.015526689213559874,0.03835613105573162,0.18693300154361858,,0.11811411573336143,,,,,,,-0.025424005657399083,,0.10768742445680245,0.14995601256433025,0.15965845207609236,0.025276779720115432,,-0.001038816087480669,0.16276221328715912
PCSK1N,0.19406873203070574,-0.1367413685032259,-0.11211253710531506,-0.011676463603958517,0.05490919050854433,-0.11113523650685715,-0.0709816870576341,0.009661397812496232,-0.18911104923390726,0.07635647490607297,-0.09029685247144358,0.04652413707860365,0.015074831513656385,-0.10157847946736452,-0.04515804560946574,0.015987476628719972,0.0850012360307825,0.0004696982017232879,-0.1373409300300146,0.08776340016915171,-0.01922761294125058,-0.040732184138494595,0.15997079545526333,-0.18897845969166635
NTS,,,,,,,0.013032652800755466,-0.012887209351016709,0.04274202556499223,-0.05211997674425376,0.08112441334992308,-0.017003785146365188,,,,,,-0.012856810702627602,-0.038047777236664276,,-0.027439730579985496,,0.0096604769019069,
SFRP1,-0.04467046912047547,-0.051351148831926034,0.11322428374117906,0.008282221711196715,,-0.008238045453039,0.045098401379538355,-0.019288233428477655,0.05657842935962791,-0.049177050556046875,-0.029811021218585844,0.04769418522388175,0.007126437411636663,-0.06076748035431673,0.06729733994718551,0.012740115674657583,0.03956431688096843,0.10949202946091648,-0.015786489128732015,-0.06128488634427483,0.09374120939343018,0.0413965811594014,-0.05610633901616892,0.0260717685404613
CXCL13,,,,0.005226593794538172,-0.016761807453283213,,-0.020952263566051527,,,,,,0.002282070464793892,,,,,0.14718886307981485,0.08781490149174073,,-0.122381152059153,,,0.04045993531111989
MICA,0.013019977194832342,0.1024391319247828,0.02644872785700598,0.052582951615626566,-0.057266242798726115,0.0003462178322624925,0.06513716606970561,0.013402553679910749,0.3329722107649115,-0.01917184078893663,0.022067907899829868,-0.05413143960624488,0.06742889850704883,0.09793365437104776,0.1399773149739291,0.04737135087068811,0.009550996381820475,0.08520200300785685,0.07817879137621163,0.18664414330876913,0.02242802043050197,-0.02841646759587743,0.041053573405422504,0.10978128794641955
TG,0.06697586913792807,0.018428945869666237,-0.03666865518714273,-0.015441429314020006,,0.030450211841625798,0.007360771453160176,-0.014875236830534313,0.07411538671805243,-0.013874312202449779,-0.02238165755231111,,-0.03099798764913966,0.06427077436172451,0.053631842269863284,0.02066629084586371,-0.05888055351600983,0.010923848490273598,0.03807452678479778,,0.04685273186653314,,-0.0013679710109710007,0.04010544709737952
ADA,0.04724499140799564,0.05924200089384559,0.03746984297739213,0.01316805635549305,0.04015606088187657,0.013566204600836438,0.007134445472613241,0.035113023492899006,0.39629960684188337,0.1451485007242041,0.028045659413882602,-0.000624091254725662,0.011770760347660895,0.05828491350425533,-0.00480418608733799,-0.03246518671997501,-0.017555181426054903,0.011146151837640303,0.04269609740605315,0.15511361654727907,0.08416004485395961,0.08765857117676085,-0.07810791782416471,0.05308124137632807
LAMC3,0.034373448457014955,-0.08568540190353818,0.05720006653948524,0.027769313598355324,0.08151982246602618,-0.020770374069849575,0.002160717142620007,0.004346277377717091,0.4348843625572862,0.07892450495194558,0.09986594590067155,-0.02268888845020531,0.005376181153484674,0.03744062700840152,0.03501324600228582,-0.010964827638949565,-0.02340072059412375,0.05572109921468651,0.025838208151262577,0.2397176451467363,0.08945713522326064,0.0674631632224018,-0.19385895113596588,0.04838417392086119
CCL7,,,0.09311426902355356,,,0.017950084682761304,0.09023900499484225,,,,,,,,,,,-0.008800583424375407,,,,,0.048238920405075214,0.12927026928825447
NGF,,0.0458518574127507,0.09698690716325457,,,-0.002962209626414467,0.08754014555409706,-0.014194965728080017,,,,-0.01700379634222952,-0.008834183427196985,,,,-0.05936665092870979,0.03466710638476281,0.02904722433573401,,-0.07048538216749005,,-0.07450801077880585,0.1308476180937441
TNFSF15,,0.032895542981353894,,,,-0.029641021600559623,0.09229106571634568,-0.017235800399628073,,,,,-0.03603480054731969,,-0.006791420646152233,,-0.0194364986923816,0.0471471929375027,,,0.017476947207665728,,-0.015640340596050437,0.08445402427109337
HMGB1,0.004789283482850822,0.05383764235827741,-0.1438496969299776,0.0432657235852891,0.06360205899342632,-0.03868621567063586,0.002187891791347144,0.060027418257572754,0.45460806941520704,-0.11975063201595501,0.11083736405826342,-0.018325161305001617,0.02178165532711369,-0.0067114661755960005,-0.11366735735164116,-0.19151944597243198,-0.07193366426880035,-0.15896981389430065,-0.08457606788453971,-0.11599292475012063,0.09145635785300162,-0.0015512246781394273,0.017492480010706836,0.06537508862101063
ITGB3BP,0.06131791301024242,0.12261732558874526,-0.08362384545874309,0.019607447760056695,0.11895407057438033,-0.011080004568034532,-0.05370850738037491,0.022252489852934473,0.44838815596828474,0.041063910733874394,0.03628706879506521,-0.05562156547765352,0.044146522935058885,0.08085520923672254,0.15586281441827654,-0.15771193564675273,0.12329601057059882,-0.019117430720638127,0.05606709515507472,0.077273853330095,0.002359183824530971,0.04595051869685252,0.05119918572279381,0.07418955073535383
AANAT,,0.07398378922119765,0.021639892918996005,,,-0.0054475753610602196,0.06044662421987911,,0.007024499167536447,-0.0609642683725064,-0.05588851161876508,-0.015986069245350638,,0.04812358990614209,,-0.02170510295778956,,0.03402658794359004,0.024453438910333063,0.05486890922373749,,,0.04092374649498025,0.00427552725349422
RELN,-0.03449930203555885,-0.06638342299476926,-0.06287836067372878,0.025906256515530596,0.011855910874096067,0.047574613532295425,0.02609258615412143,-0.030148046434022625,-0.21313237465685198,-0.12275383044104758,0.009328013733698732,-0.0053263033291174045,,2.3322044055842722e-05,,,0.037254629422341014,,,-0.08507458696309346,-0.01935390887225582,-0.003075712316169783,,-0.09451580984747006
IL15,0.09865041813193416,-0.00833914308301803,0.11437679424685829,0.00752514924948936,,0.008133063260910234,-0.0010052670733643105,-0.01226429664082915,0.15731821247187863,-0.028482791649174822,-0.006076230239304094,-0.03275902662375063,0.014762538742978226,0.010937637810389856,0.0335736775308778,-0.004771804350741785,0.03629649959211852,0.04845049629955671,-0.007484411701260644,0.06717002962850593,0.005363144704956313,-0.060184573971310606,0.02947476469378099,0.1532661447720246
UTS2,,,,,,,,,0.25607274570063826,,,,,,0.038180616456896244,0.002141972389280839,,0.022981888697872772,,,,,,
BSG,0.2132734372825958,-0.033799626207423966,-0.13211498615877862,-0.035030105277508,0.015285211804863226,-0.020170749841186934,-0.03287460050455371,0.08951030477515037,0.0038305473260376523,0.47326068713815683,-0.005892222919957599,-0.024735288404481234,0.09614734617595556,0.04934268778575285,0.14808948068929922,0.14289486555440586,-0.09748052972655549,0.1227916901962781,0.147791209474022,0.4336079298960108,0.0234901087926135,0.11495446558665644,0.06522624723871102,0.24447414686276675
ADAMTS3,0.11296792517608613,0.044243335701031145,0.013743700789428206,0.0403831452107879,,0.020709283594952683,-0.006446303327251097,-0.0197542339817834,0.6123696144693046,0.084602469284509,0.049649091146319574,-0.005137795009850973,0.0765673891813987,0.013627095065420505,0.1394153300355542,0.03992531452777717,,0.015959726653278807,-0.02108272049996959,0.1956624160639024,0.015274454899283215,0.04036658415592196,0.12139061414511547,0.10595398785937114
CD34,0.13554184910531072,-0.0726608359340495,0.0092460855663676,0.016246169447982135,0.0726621595811513,-0.017399747332944877,-0.0292604528640313,0.004480379326364027,0.3437307784971061,-0.03752285631884185,-0.02910804976331502,0.03574488556525858,-0.027887485733160543,-0.03421797432439008,0.03869442225155569,-0.059955077370420905,-0.04258528463273846,-0.009059180912728724,-0.013327102028947145,0.22830060818642114,0.018074193786727394,-0.02690603694539456,-0.1195556899482722,0.050261715859093566
CCL23,,,,,,,,,0.10793805468790445,,,,,,0.06224545693380826,,,,,,,,,
PLAT,0.1503472325278769,0.07764563939969502,0.003575938841922169,0.009576493265708846,0.062425701032163154,0.022067811900574587,0.037770096607244216,-0.014802012443367969,0.5572513529305771,0.36251426367459927,0.024822942316829695,0.029891332394096495,-0.06924903730108128,0.042213873783854376,0.004915103906073545,-0.008899333197040175,-0.036442486498302146,-0.053920781462525505,-0.018189034557268644,0.3133272613150488,0.18483640476303137,-0.020690258130629215,0.02226239157721589,0.1054327789659054
NTF3,,,,,,,,,,,0.011609117761413327,,-0.022638702260076447,,,,,-0.06922102892871275,-0.02406393677294694,,0.05559116461734274,,,
LTA,,,,0.0057502541994429125,,0.0009390188574684543,,,,-0.006651755183729151,,,,0.04234477518276801,,,,,,,,,0.00791637639132572,
CKLF,-0.03960422117697969,-0.04398370716383111,-0.11768125744958458,0.01975756905653976,0.05216630252900158,-0.041352147453799594,0.018822555026550072,0.019968189567511715,0.5454275580567419,-0.10869246520082439,0.013465584986249517,-0.06771758926515282,0.013250624614758283,0.13103410933585918,0.13250515836881227,-0.014094182122639043,-0.07601053652719274,-0.06533587958338871,-0.039063322981637304,-0.0006084167418567747,0.024693280113974442,0.15729103338731137,0.015167379992862445,0.0396897241351019
APELA,,,,,,,,,,,,,0.11381775972706479,,,,,,,,,,,
CD24,-0.09274054190718482,-0.01510765302173284,-0.057773681201639296,0.094322636871839,0.005943585986242065,0.025067083540262866,-0.06204019745021394,0.05268935066610022,0.04422954248655104,-0.36982053796887493,0.1069617489149464,0.023672272115376453,-0.04560942604566807,0.033399340748483455,0.08061456496904584,-0.003118060843270952,0.10562080649311548,-0.11373240542566504,-0.10860955403329778,-0.03800408076456983,0.02478324919928216,-0.07212471705189016,0.15535121824261588,0.04298028548249258
HSP90AA1,-0.1645029028905474,-0.07494985729736015,0.039176651658283816,0.038155642598495194,-0.12105045149263766,-0.06870584072795237,-0.015202205662132907,-0.009510499623269482,-0.6126344259244292,-0.21780513309248403,-0.015323215778328524,0.06867107942946304,-0.04478734981787497,-0.1382271537509025,-0.061139887688305694,0.03514521673801659,0.030282391144988374,0.02078471499726796,0.11652225254057721,0.027478672816549157,-0.04265605541092655,-0.15208220616135648,0.0801860585808153,-0.07012643953268291
BMP4,0.08021495379257829,-0.06083795968925646,0.0075492620912081644,-0.01589496103982931,0.06675275174766197,0.01949276762966252,-0.002856932342287935,0.021372632128746544,-0.038342927226160034,-0.03857855882534988,0.003948414191335421,-0.02549812732606129,-0.025445671979569685,0.12024429012095832,0.10703059721918814,0.0414710147064756,0.0905708098378634,0.02896753008414724,0.036299172015193545,0.18297315034246991,-0.008062153317930193,,-0.029137166469856694,0.03125685669391389
SCGB3A1,,,0.03848384661769935,,-0.00861723651320807,,-0.008839529918844454,-0.015655591572214904,,,0.03131165893384404,-0.028139955541317384,-0.055768239048016484,0.02612102736258564,0.06816762120917182,-0.051492831080772634,0.0059076366011180355,0.004444497236544954,-0.007228246549039886,,0.0532548657860806,,-0.04454405044623947,0.00249892571892998
IGFBP4,0.038270449139842073,-0.005422556935693651,0.0932722397216592,0.0032245374318173483,-0.08454281678195831,-0.013965076144495625,0.12788372455692532,-0.008222567836171221,0.5048667274853925,0.14490298090211964,0.034104138333958194,-0.025988134877794035,0.0320498448749977,0.11045091021508886,0.02325911525380289,0.026485255349798658,0.005258826810183903,0.054193303694551505,-0.008847854288707728,0.3482946335861067,0.023300158071068472,0.020208383349670442,-0.21503288311690147,0.008686314888505594
RSPO4,,0.10988530695409078,,-0.004512325463059373,,-0.011905721273311189,0.003203507571480899,,,0.07999420376541425,0.06736077454285463,,,0.0406597695697906,,,0.05359098747097471,,,,0.06406355077938457,,0.021679307813055892,0.11260816090664548
LEFTY2,-0.035832413863707356,-0.05439671071829571,0.1835686410221655,-0.03411832236770414,0.05703691078123454,0.019910251425010652,0.04973603958906315,0.08727005521767828,0.5327792880045623,0.1052093370545961,0.05977364552084885,-0.01700379634222952,0.0077012600286786945,0.06879469667544418,0.03703215547866554,0.0005852540677691992,,-0.009386955843168137,-0.009890409495384085,0.30522201409051447,0.007522931225656043,0.00450002934248084,0.00013657301910306542,0.10885864613602654
PF4,,,0.07865580956337376,-0.01960729986030127,,0.037414271287293945,,,,,,,,,,,,,-0.106603032384381,,,,0.024067659960761194,-0.06436161527286785
ANGPTL2,0.0013717713581487619,0.03415221559007951,0.028976210386083612,0.04620789061849852,0.05470436066464048,0.0007761946074433882,0.01600914644008461,0.017590226899824195,0.4866196885747456,-0.12506717183336524,0.0934500872609814,0.00695155079278362,-0.0026553197568981147,0.1452038251051553,0.14685283208410552,0.014828830471882309,0.0018155098886374161,0.05604462802506583,-0.052317033888806465,-0.01919280748954622,0.14604508761355992,-0.03640366520305212,0.02898601141694932,0.12550149582420014
