,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
DCN,-0.04104112457873217,-0.03275202056933281,0.11624831744732882,0.03531264981125214,0.003618824910736108,-0.0472583213567673,0.0160665306836563,-0.002752465356504916,0.14411187238481576,0.05205797486117291,0.0021262341344891822,-0.021795660111381468,-0.01868179371919464,-0.05921782819123539,0.14772432568708024,-0.08995993693761005,0.04955380876577606,-0.03387170096199067,0.0392679988435524,0.10444149952940017,-0.018883413875391747,-0.006124537006044748,-0.007356592301715582,0.006614097790639271
RARRES2,0.06168153088947869,-0.07397070174967228,0.03675383140830586,0.01776206085499398,0.01822993840803294,-0.003534309988714895,-0.026391499387199473,-0.015432604172129027,0.20536443384386757,-0.021590064905396358,-0.03327549021238939,-0.025347342818217686,0.027541622286764076,0.014443608467692525,0.06303530660228751,0.04266572156973634,-0.02034224473667007,-0.035976468447395805,-0.022081171455556034,0.026747254770582356,-0.02687579326288579,-0.03707091777747334,0.01162482702365472,0.09171690893620094
SEMA4A,-0.0011085907874629696,0.06785392483537332,0.01650833036321071,0.02761257571470795,0.015072675323478925,0.005497290831576194,-0.005331512044930188,-0.006334678457307577,-0.06147095752880753,-0.03313299899916527,0.06459517077536933,0.08745376725920967,0.07017467166918927,-0.028515420622060323,0.07220121497547624,0.07013367663445406,-0.04199973577515412,0.10454870769773791,0.0812047924144782,0.04128825002439204,-0.0028601674304429957,-0.028299620684264597,-0.017872084293066765,-0.03964545750542575
GDF11,0.04750169628292618,0.0040274920515430525,0.06212557530812591,0.07813976919895306,0.002768961643729733,0.038084427263639864,-0.020859771188895482,0.0062173793234252765,0.09448006083630255,0.06300969833065029,0.02204059107839388,0.009156690976492883,-0.00911587222728537,0.04116149789729692,-0.020188751086387888,-0.07116555250294987,-0.037733527724999286,0.0008605968591181283,-0.07744433527422749,0.010703859565632476,0.010725260774044239,0.00675738868320171,0.028067191050069648,-0.001048128748125294
GPC3,-0.003366163564249075,-0.020842868924748258,0.03363423991393621,-0.03169959332612464,0.04157562859074309,-0.03037404367911677,0.035797315196345554,0.06072763344236918,0.08559800646232231,0.029903157235648053,-0.010532053958092924,-0.03563590919021216,0.10356275958192047,,0.0757890619927933,,-0.045628223158309236,0.09326963864156311,0.14363379090442538,0.05090849984452778,0.053865180289004604,,0.12545044960714682,0.11117789112089582
OSTN,,,,,0.04360583377696094,0.01778314983593041,0.10134544367617537,,-0.02950924927358397,0.05896423284185048,-0.02865040456729644,,,,,,,,,-0.040244730784834724,,,,0.040632515677801906
GRN,-0.09512754527135775,-0.010293745789110785,0.0623171986669741,-0.019915896474356924,0.0215938417000939,-0.001985269946870056,-0.024420261845915565,-0.0157815138825855,0.15811763812751586,0.0224710966926585,0.004235488696295147,-0.015878545494753683,0.09562409611778656,-0.034318539664448935,-0.005729306368538918,-0.04273854891318855,-0.007300263393445264,-0.002928462809566843,-0.049895714287898484,0.05302205802204765,-0.06514185971882809,0.043776977089683276,0.008876670171454616,-0.0846463610100745
CALM1,0.05533001331427002,-0.07519773011807725,0.021130445001240193,0.011997253033977423,0.06473444740796061,-0.029503187573095672,0.06645886856395192,-0.061924567057327226,-0.1874760122883204,-0.024490975817771758,0.045043318255734814,0.12910495831856422,0.017615386210035874,-0.07099088796021073,-0.025900600918942786,-0.013976655093401595,-0.07032607138674048,0.07268742248502878,0.04711039488186714,-0.044770835262844165,0.12097736047904435,-0.037249180362137264,0.1059419646108593,-0.20106051436187963
ANGPTL4,0.017702676304262775,0.07726692769140533,-0.03582917138771395,0.07296598447327263,-0.08074690780788665,0.022787015367433487,-0.024044941845754203,-0.04275236300826443,0.017329120642407086,-0.02746986603678453,0.054871873969134496,-0.012068153132202036,-0.0980941654697324,0.058200095588627154,0.11018858461545457,0.07916421610833696,-0.010404161979549638,-0.04251140696871744,-0.1707835116924103,-0.040383930356645344,-0.031029187283666798,-0.10183075500429949,-0.01568104568129152,0.15009060021204246
BMP8B,-0.003467678888551236,-0.0010062133990679301,0.04604428114822365,0.02189235982774767,-0.03924890062929876,0.014143393913893982,0.019328694608815544,0.06416701153239925,0.07596351225713159,0.03635390151824676,-0.015452566063036613,-0.004152593081109606,0.011910078183956485,-0.0033146632398641453,0.1006256722996988,-0.005675398944637601,-0.07456721310451042,0.06586911492769315,0.011198621465161844,0.05270302912889298,-0.09682861642271662,0.1567688413986353,0.0500321676141838,0.0576348513762734
TNFSF4,0.016330991721816516,0.023844233309714292,-0.029302586620502648,-0.02202349752228553,0.06111164652156756,0.03210950100015368,-0.006606504272859089,0.027571648450815937,-0.0007819318604758227,0.021281854678175446,-0.020914677748695647,0.050084131637245025,-0.0015416235437164354,0.046441154036452235,-0.014514749568459698,-0.05917648534481847,-0.03680984388792853,0.006227338294001975,0.012554709108637034,0.1460839565393526,0.0034684557924775923,,0.0007149622098177923,0.11450065202104717
RBP4,,-0.0008651440718344391,0.0435825809985972,-0.04416981572191146,-0.03143260496309255,-0.014237213468070548,0.0712670887676309,-0.0038181800465137074,-0.11262591851737865,-0.04207469586100407,0.047517321676962807,-0.005919431982396338,-0.029404007721176878,-0.059246451243439975,0.047353309905180434,0.03949771074921622,,0.1271000627783781,0.14098395151449092,0.006444520828675354,-0.0003272140368998294,0.023301747002923118,0.02206683615206714,-0.1143208012052966
DKK3,0.00860741222128605,-0.06334632796045768,0.006643562241368207,-0.03779876344696826,0.02400846313506279,-0.05187372904832784,0.05270964607627938,-0.03852015001590306,-0.13898198090374422,-0.046068945137052876,0.03472965825090289,0.09269495167648427,0.03329851949034782,-0.0899337104483539,0.08204256149310633,-0.0459336532012473,-0.025578738951472068,0.08684379758216343,0.14681813828669482,0.07384425511418316,-0.03641326531557843,0.20298329226989245,0.044351078836173494,-0.1858406052914735
