,UKF243,UKF248,UKF255,UKF259,UKF260,UKF275,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,,,,,,,,0.05093030743815515,
BMP1,0.005109316327223051,0.029536598278323143,0.020772293127814104,-0.039395238229017304,0.045156465627329424,-4.517731336229849e-05,0.07905521924216231,0.07730420710922319,0.029442401272801764,-0.04120260516777255,0.07365959427776379,0.11886306649844372,-0.005699069092588584,0.013123104396671465,0.06616936743710694,0.03144748647472159,0.07394149867515025
NDP,-0.057191483873317336,-0.02648380345775717,-0.015906606987544876,-0.07398138765838883,0.029287948072357052,0.05332747094385444,-0.04502913211245039,0.0706496403254109,0.010889784780494327,0.04693685525742707,0.04538865670230064,0.02517296376613346,0.025212529703702465,0.058861312179284114,-0.012917036771533856,0.1136632250522084,0.03445895118011966
TNFSF18,0.06125711779921574,0.023618197758890385,,,,-0.010647509681371023,,,0.09033326853380606,,0.1081691225875006,,,,,0.09382987745609905,0.06294931081509092
IL36G,,,,,,,,-0.03432547563286843,,,,,,,,,
RTN4,0.03852764454419634,-0.050938887538395934,-0.0004435793034784554,-0.019105254509813808,-0.01588455010315279,0.005689627144042749,0.0011380420326129754,-0.15464206148023643,-0.03620113048596045,0.02319914453888723,-0.10722510198823836,-0.06400751806830021,0.021394063612757936,-0.06211914437551437,-0.021138034081191217,-0.013392402137312383,-0.1543240931253304
HEBP1,0.03123598052803517,-0.014524968864372182,0.036159960152361566,-0.03532854819088892,0.03416007507932853,0.036744850350789914,-0.0016607342686929206,-0.010890624921009635,0.0008681509353832419,0.026618586307905295,-0.030662196768922404,0.06556631068243025,0.005077032016107396,0.0692770690985019,0.024390580143740567,0.11885472435768371,0.0841468283730296
WNT7B,0.08399381738109496,-0.04588068851594127,-0.043985405257340494,-0.01102880476885894,-0.018580022949366285,0.010700144521742802,0.09927781262423202,0.008925996845388333,0.025136877807012913,-0.026947101260612536,,0.056652859875843745,-0.008217797541978615,-0.025930748889773595,-0.027754763834968953,-0.015288629892202522,-0.03422158883440317
PTMA,0.012245888364257333,0.007585798626680776,-0.1420707375815567,-0.010426747053241951,0.006456373733873167,-0.06039128205735275,0.037066847396101395,0.09618422321908182,-0.009627790738287753,-0.04934005773940491,0.028529801381974734,0.04748146299432176,0.02222518786570883,0.010050004369024037,0.021860346847784245,-0.10107627924345887,-0.05707760186683691
FASLG,,,,,,,,,,,,,,,,0.054411794803024556,
CEACAM1,,0.0078113046682243,,-0.011009970910321111,-0.01581171519388304,-0.016745996129576765,,,,0.03403402070372003,0.1387678804839129,-0.016023092834367918,-0.025733324425740712,-0.021606675664514498,-0.0249749058466166,0.028860064106364405,
PDAP1,0.000931494788843755,0.021035081253276744,-0.023096770799561177,-0.02735744723615363,0.041395411137607405,0.021627114021338295,0.062229857503228396,0.06867117548438562,0.1010863013883212,-0.01730547977248723,0.08197845446152216,-0.021689402401184117,0.06288053117793814,0.01089946031188857,0.07313462551385116,0.05556090836953166,-0.03787004325891188
QDPR,0.06113426557573554,0.0002325679659884969,-0.0920194811745149,-0.012721653533612178,-0.012118382069724272,0.0008585143260961434,0.03906420771708373,-0.07179996728400924,0.001980194791996537,0.014565814405961035,0.060809570166854614,-0.02593051614304443,-0.028592176381932326,0.0396868403080603,0.014537484250714569,0.058018102649908074,-0.04886876107517338
POMC,0.026375362735084527,0.00437815876907417,,-0.016124112502576907,0.03655932651239008,-0.012354528249030876,-0.022929648879167968,-0.013382115173582076,0.050837162668811525,-0.022172467677171563,0.036230097810896165,0.03625428053048735,-0.023824896853507024,-0.026119866559327316,0.025624679137288463,0.03130075015581121,0.10167614870722357
CCL18,-0.034836032076475856,-0.01614458007102679,,,,,0.027038422616054998,,,-0.033160991257399006,,0.004266119101209206,0.04079052736684055,0.02153162550181673,-0.05770779958927561,,
CCL17,,,,0.04360635392621321,,-0.013279517579130084,,-0.03135729649054812,,,,,0.12657532141075378,-0.004088283224027245,,0.09036114005682866,
VEGFD,0.03554899371347209,-0.01599012990539277,,-0.028193492133222982,-0.015127753867309655,0.004895573067796699,0.08204064093669945,-0.012032686610148441,,-0.026545503466896554,0.009525185196591537,,,0.053264091196473275,,,
TNFSF13,,0.010845642858597841,,-0.022333842602255006,,,,,,,,,-0.03503157372837304,0.015782212097867045,-0.02804514538424293,-0.026475315361085085,0.0657290009273976
WNT5A,-0.0037071646313286805,-0.0077613775945869715,-0.03581011431353816,-0.05715286391800631,-0.03876932513695213,-0.058621875637465425,0.024291714451302026,-0.013530102208967032,-0.009545939742453564,0.0005750768584969081,-0.03212670920343964,0.027461087662052897,0.005196645353647116,0.0842236467347517,-0.0017016035557300359,0.037017327552438306,0.07237315792450161
CXCL8,-0.0351311501608727,-0.030103521782677056,0.05870723516577645,0.04561214302746851,0.023608338681964835,-0.018239851220251103,0.0532280961044095,0.026847161328749324,,-0.03042751296394263,-0.06920042122846819,-0.011643937607262629,-0.049656949027628856,0.005003509092045611,-0.012275857608418353,0.012227320960366739,0.05520252159394599
GRN,-0.053954726207558916,0.04545906296997986,-0.06192251738101644,-0.042077056823120865,0.038608460027586715,0.02891397739858516,-0.014710722937995383,0.05470790274555563,0.011503287823406854,0.04135466871555141,0.025991882312415535,-0.004784980491297248,0.04903801093083401,-0.049649759842299385,0.042179390106712254,-0.02549454811665459,-0.008379602524503291
MIA,0.08679577976150671,0.004819418957122805,0.04561208954899264,0.008888950061985678,-0.016061731743243518,-0.015059222233305462,-0.02101020327038118,0.04258102459491825,0.008809901016334387,0.04718383684271066,-0.05680583080618349,-0.04358070158851359,0.006442720402243925,0.04948243437466237,0.01805749622936827,0.10141046792759129,0.22248437756034384
COL4A4,-0.039512001231220006,-0.0336924966582357,-0.044604730534423744,0.03959075487191244,-0.04842626523736968,-0.013864227203243833,,-0.013085651730011107,,,-0.04681621394894611,-0.03185887058322801,0.020099667426652923,-0.010126432108327565,-0.017875742209604237,0.024811198846879663,0.057786624380559114
TAC1,0.22335372682251126,0.004937895355778723,-0.07148884707832681,0.012491148185994666,-0.032568472466373656,-0.026119955059826755,,-0.07912328590546613,,,,,,,-0.006745775490624263,-0.013676622668088277,-0.10977296485333338
