,UKF248,UKF255,UKF260,UKF266,UKF275,UKF296,ZH1019inf,ZH8811Bbulk,ZH881T1,ZH916T1
NGF,0.01651367575998037,,-0.05111840842323064,-0.02018039251989376,,,0.08426554053258417,-0.0006432420834509862,0.0267781852830793,-0.018421121278439246
TNFSF15,,,-0.028795170929586736,0.019963266198108745,,,-0.014324394861590768,,-0.01622797288601003,0.008145884063252323
HMGB1,0.06076502683547599,0.054292622433751506,0.0914751514528136,0.12227946386957361,-0.03376028841519071,-0.009190666167714792,-0.13602873302861399,0.01463642839678847,-0.012605650090718162,0.0754112410778423
ITGB3BP,-0.012331202430527002,0.07807297497020323,0.002869077016292983,0.1253208262926739,0.029421226067389557,-0.018130007998077343,0.05385763268454221,-0.0364204075463622,-0.04734133511315945,0.017386717643386108
AANAT,0.13171279687876478,,0.07388381037861187,,0.12421828914294944,-0.015386304498315103,-0.03594324405773138,-0.013028824595916028,,0.008632253806990309
RELN,0.09992291716957766,-0.027496752761144418,0.0012478767399232377,-0.018836547400013153,-0.06436118473160397,0.07141935346580551,,,-0.01960163258310031,
IL15,0.03476328716204178,,-0.01907207667335817,-0.01743564055971996,0.0009721566680016448,-0.03307021076035023,0.019731425238553677,0.07867645768754253,0.028073263383283198,-0.019863470655628532
BSG,0.03771461205791328,0.0013365488067974003,-0.00026334365880196993,0.09879419755578699,-0.06344606604171311,0.03990703778036398,0.05045890828309401,-0.01669356461515138,0.016661547219261504,0.022761186098932365
ADAMTS3,0.0335872261948978,,0.06665825068960378,0.037806348842500746,0.008445310832541084,0.032324766814424914,-8.303649962518778e-05,0.08921303390826808,-0.013917399111975004,0.12410596128453524
CD34,0.028791749010985718,0.11742868302576535,-0.0181625230564152,0.11821065202650849,0.0850085050546908,0.011481903588547818,0.010602934227983186,0.05199975402288337,0.014393500071458091,-0.035875752720595525
PLAT,0.09194640515181646,0.03967586782737378,0.0007176324180027592,0.09642276703702392,0.0779097306454919,0.017905578668282813,0.13203220129685855,0.032827472974782994,-0.04729991612696288,0.0805190139501551
NTF3,,,,,,-0.024837165932806105,,0.009914375825340774,-0.004362798494007399,
LTA,,,,,0.03569522494627149,,,,,0.004104135504620025
CKLF,0.002451298448697513,0.09146565249906942,0.07995339111623068,0.04875888282101237,0.10174607840287328,0.005114979566915421,0.1076387688787054,0.027286548011556628,0.014828317217194475,0.11340864279885597
CD24,0.04698071504499268,0.042005500677029316,0.08892574263329112,0.07639883347380495,0.0643417979640383,-0.009665517936799518,0.04422510603341493,-0.020062223668065825,-0.018349847928582567,0.0004435471745127885
HSP90AA1,-0.04732333023075262,-0.09897411601277557,-0.07172777734677216,-0.13552949129564457,0.13155905534488424,0.019169464493172934,-0.10577939750057512,-0.010225618320348514,-0.07697059277412184,-0.005480777724858138
BMP4,0.013962244016679235,0.1710099168501104,0.025353577450030532,0.20121232740610076,-0.03027182843253086,0.01095571123697329,0.06389140203863625,-0.061870740323439186,-0.03351635689780004,0.05474016056490796
SCGB3A1,0.05666402502040073,-0.026098864852569754,0.005216918885955935,-0.005011444796754057,,-0.012978498332995117,,0.025536590412082404,-0.033700379044344385,-0.00536567767796509
IGFBP4,0.0681284045122438,0.06796010602426614,-0.01413547980422947,0.13467211597298162,0.10599612738482128,0.01951524455427473,0.015368553016373849,0.01822485531517039,-0.024023059144658437,-0.041546314555478164
RSPO4,,,0.044759910937426206,,-0.004293890700356839,-0.012978496434596141,,,-0.02269577107706986,0.044640872275003234
LEFTY2,0.09481969582959252,0.16838213017458553,0.07986457388309226,0.059405317174944273,0.024610158750096287,-0.01423108007103364,0.08838486949356258,0.19550986882028257,0.020530530769028506,0.07372255361035442
PF4,0.006662025880884375,,,,,,,0.024152091583775164,,0.017399779822630437
ANGPTL2,0.05146064820723293,0.08947325431497277,-0.0007295779228763953,0.17467490225091878,0.06731160778886344,0.030625123095730334,0.03184398918956825,0.06876476202886136,0.07305701227248522,0.0024363535694361155
LRIG2,0.02428465558357533,0.054045051303760645,0.003216402889129932,0.10672364397109582,0.01109807517933552,0.041727743726760066,0.08664661796237073,0.004506111383476377,0.09182641942532323,0.021943022712297387
ICOSLG,0.008805529936103017,0.12101949427575685,-0.0031951160586649666,0.15133871414495786,0.04352654470030809,0.02100055164796766,-0.0690389080734112,0.03593748073871794,0.004365821297903526,0.019921802628466552
WIF1,-0.02347383885965865,0.006038850549028206,0.039179393184975694,-0.07406695099885452,0.014040167014835053,-0.024422843153706734,,,-0.021097917571782837,
NPPC,0.015110367571212,-0.03274318632632919,-0.04144107255489187,-0.024697640170580907,-0.0003696346972459596,-0.018036933930367684,-0.010739300600080317,0.011136330178208297,-0.06881900854035881,
LYZ,-0.015917106403453292,0.05702359162285194,-0.07659451418960173,0.1295538541265441,-0.0254123502690017,-0.0239245046473325,0.02527143441118068,0.06882376233158538,-0.016448554465152386,-0.043719474161184275
EREG,,-0.03291169553124582,-0.07134145900888163,,,,,0.0067119088682188605,-0.02826796552879047,-0.015045819638247325
SPTAN1,0.007471891616538585,0.08941844215874407,0.041518556012424226,-0.0036660966953207725,0.03210309147932221,0.0025077033884283065,0.06487540986514287,0.04884759266500499,0.042414986721974565,0.0658805348797304
PTH2,,,,,,,,,-0.014319253553947293,
LIPC,0.04597883268795197,,0.055892077096949856,-0.02703820777663025,0.01777953226290843,,0.06510458472100712,,,-0.03282852590680809
COL8A1,-0.021502751159449423,0.03567729586571356,-0.0066389819822755235,0.1281080864399694,0.012515965104170216,-0.027268355809953633,0.042957731930289275,0.037269527504601926,0.010906666170567406,-0.049835039842822046
GSTM2,0.04682106125811319,-0.04062871187944738,0.0024674697948276203,-0.01474418184777449,-0.0651240877377685,0.026134569890368158,0.033338994993117585,-0.010163590258390988,0.0765511808693487,-0.01598001394348714
SPX,-0.03747651426497742,,-0.021263554796608183,-0.06954815166680176,-0.019382507115602837,-0.0021898346102230243,0.0037433663865756193,-0.0237210589626722,0.00344821849629631,0.15739350282461778
MFGE8,0.0335570425564038,0.03914544875301322,0.00871843277880251,0.08043213073693033,-0.046220477605967605,0.012433514332342136,0.026537645942482466,-0.02464011990791214,0.03461017627226701,-0.01832221856696622
TGFA,-0.01719624633427837,0.0031243267524583237,0.09774275939582215,0.10596094337643262,-0.011619929303152034,-0.02881896982621013,0.10034568726571531,0.06920452445072732,0.006754810867437282,0.11177227185985063
SLIT2,0.059799374459811254,-0.019398508079458025,-0.005448838607155423,0.02368540772059703,-0.05488370731772141,0.03547793927421703,-0.019914895758277512,0.036465370183149375,-0.011714403459077274,-0.017641571069521654
PLTP,0.029700975463612327,0.08566393841843839,-0.05160302459263923,0.08256728242561293,-0.009969215891606075,-0.00952443890236227,0.07119296980247018,0.1016185461141283,-0.04201987154554667,0.03493648723958711
APOD,-0.006210609818835689,0.08621740664030213,0.11982956948808088,-0.01700125756687805,0.0458451041078749,-0.04505940035311557,-0.13585687910883248,0.060066943169056065,0.024217720747761476,-0.005837407033688681
B2M,0.05737259380903825,0.15304302099926437,-0.08733812816580469,0.11480083450413081,0.15621104297874766,0.017769469888034652,-0.02572579802970855,0.0874146355792357,-0.01255530517025844,-0.10070820169603961
OMG,0.00680756152558353,0.05213983061125716,0.07402281243397121,-0.038474475410624626,-0.00886123481716629,0.01060909280864922,-0.07499573760516678,0.019288435715754865,-0.04541367616556792,0.16774394327996844
CXCL3,-0.050858276773616505,0.009787187229103963,-0.05082531729868853,,-0.06208442506500623,-0.013884247833427883,,0.04190416104831296,-0.06366612441882281,0.04117741796748175
CXCL10,0.016370491587105664,,-0.0754200894693156,0.007061418180762813,0.15683984355456151,0.03244433468491223,-0.054529493650827925,-0.025625083655782536,-0.03101168265347008,0.02474332298010202
RSPO3,-0.03015477808244251,-0.02441653903450278,-0.031078736124977517,-0.007113338220245667,-0.010861448973032635,0.04551051352298872,,-0.03494779594833156,0.005954800242158501,0.04635891224371071
CORT,-5.483376914332449e-05,0.09883061031181253,0.01920498368789379,-0.003661863034813039,-0.01072344668408208,0.029981091944140364,,0.0011289161554901101,0.013086951591574799,
NCAN,0.0733274694561431,0.10061557562203857,0.0855938632580214,0.11013308946588947,-0.016683774233331384,0.04055616284617859,0.11253373430314241,0.007777323606899853,0.0678870078277035,0.12453914359405469
PRG4,0.09531338191191795,0.12354397438137661,0.022241517026884865,,-0.028287642189462017,,,-0.029499727434284063,0.00774293301517308,-0.01461107651090719
ZG16B,0.03605554968395925,,,,0.034779761158947514,,-0.044980891301640534,,,0.12531770743326587
TGM2,-0.022699709963059388,0.04412695246945676,-0.06145750419369076,0.06106333113440815,0.023413991887579946,0.023456373060798924,0.052893819262817894,0.03792802434576907,0.02414663266235622,0.004394373800137335
VEGFC,-0.042388814059438104,-0.0077429565051691665,-0.012593677620709556,0.04950209704090686,-0.03173869051596786,0.0047893769990390135,-0.034345162256301257,0.11697561221731816,0.030680575419499995,-0.0022579361283469566
WNT6,0.09048851017692973,0.005945708144072247,0.03100035470761512,-0.017883594912208364,0.042568666566428034,,-0.04273296454424365,0.006694323272561883,-0.03012099214671132,0.02166013401309344
NRG4,-0.02044623478166478,0.009459226186971152,0.05275693347969402,-0.021892826161850894,0.01958961955155461,0.05749986634135751,,,0.08495782746837797,-0.023893368508852365
PMCH,-0.023565385918945806,,,,0.024381098654304417,,,-0.028050138466266743,-0.01725569275319605,0.022520843460616256
COL9A1,0.03307772943995002,0.049936454059973566,0.03838735708110717,0.19666830002559296,-0.021415440391959438,0.04739136940264136,0.03730529957608746,0.0643047448251404,-0.011766063348627669,0.10194405019367574
GDF11,0.02272126523098183,0.04681688121182714,0.10615187539214183,0.061557849620582965,-0.03536978289449045,0.01558483693799983,0.059857099864328286,0.029874062658633994,-0.04094618660845956,0.024455024830212172
RAET1E,,,,,,,,,,0.054196576553535415
IL24,,,,,,,,-0.01880018987034711,,
SORBS1,0.07398238569338578,0.09246403628153678,-0.035196213594243735,-0.019349650669603997,-0.054463289461248135,0.016734518943950553,0.05032369951852632,-0.009318653288964893,-0.0001504929239939838,0.06782552721310357
DLL1,0.08281800843922284,-0.0060358043039758615,0.0669504346086613,0.10929020249342612,-0.009545312850822689,0.010998127747774717,0.06303712159281005,-0.002387663707078675,-0.00584561844058548,0.03240506587851653
TLN1,0.07764632896916036,-0.004404026145623131,0.011433472377319294,0.15015366610065348,0.002015056243724162,-0.008683294696941747,0.007324064081061089,0.0025669381420055514,-0.01797164403270008,-0.06056956829612864
COL2A1,0.001924735857244047,,0.00630637965529863,0.03809027511779608,,,,0.014734128667151932,0.027908349712670494,-0.03477292301873355
SHH,,,-0.046104228595068346,-0.021147507919934718,0.007925568208044352,-0.014901630703026811,,-0.04125631617019948,0.0037199034244132013,0.09356718383920382
PON2,0.04127226336459292,0.13290538832570847,0.17582597492868193,-0.005367173429633641,-0.06319254057505586,-0.00890626841790387,0.05185452555267451,-0.0027914554993661686,0.080470604052648,0.1258631900392475
ICAM5,0.020791201522565816,-0.026098866699583737,0.015424341895680238,0.01005816533747772,-0.050866052175122634,-0.012303396254747368,,-0.033072412216969986,-0.028781570444866674,0.037974039794294034
HPX,0.0004183191935559657,0.08075454563062812,0.002543454999833893,0.06509806454276082,0.05572758661178194,-0.01297849700986847,-0.015680162992048077,0.111562603916337,-0.020829173799008012,0.009268037311266596
SFRP2,0.06514946821430243,,,0.01007584740802261,0.027535778369835322,0.01206869128831476,0.06151416079955478,0.0768043835292388,-0.018661141982923797,0.0007578715794872589
CFC1,,,,-0.030218900868844694,-0.031682570562324076,,,,,
CD70,0.019944255268012846,,,,0.0244849229797887,,,0.03955010462337319,0.008997957588126054,0.024379205996400553
HP,0.032736016332520025,0.14146079939358694,-0.059506532458421794,,0.09937473715712451,-0.01829793746710327,0.07658354144852539,0.14786075542321525,-0.049347498544844805,-0.02383322141770938
CXCL2,-0.0034555366721970853,0.025821982453042774,-0.010178193557756874,0.11939227719295846,0.023453102201483295,-0.01803693251874154,,0.05501023003993981,-0.049672433112706034,0.031516532826567856
NPPB,-0.004426864976374604,-0.039487580405884896,,,-0.017241261555478383,,,0.08483018840968662,-0.011202005460300347,-0.024237161342513504
CCK,0.011452201763037781,0.028791801911904082,0.034886439097937906,-0.11122408362041547,-0.11125571809110361,-0.03720822379077226,0.08061092880520253,-0.06218269274458227,0.03102984013316777,0.022636266007502015
SEMA6A,0.09321422454406672,0.09995521629802714,0.06661963923752973,0.11830498160814101,0.017826636817094517,0.01888214401532574,0.07053191387446485,0.0034041568394465294,0.07672799666226747,0.09269786662095386
IRAK4,0.06799394565083544,0.1210482945759139,0.07269865521103022,0.1748155909262718,0.037963554359380425,0.008669595888295356,0.03742302239198495,-0.04588928495855384,0.01351831349413491,0.06490330356563491
GSTP1,0.03791915706313412,0.0781222167560457,0.05200037299321267,0.07549989490414567,0.0686795830851952,0.028204614003136546,0.0122456516404122,0.03720003493686644,0.021635934412645247,0.07015526370684289
VCAM1,0.03692696040903024,0.015744801549498998,-0.0687250277175371,0.041664519777897674,0.031103156608725254,-0.024571506826916875,0.09789129043338204,0.02863812027337478,-0.013393364189176986,0.07731832549796853
NXPH3,0.03571677603612887,0.04634682934293099,-0.0016489889990986477,0.12757297021805422,0.01568488592076403,0.061511095626186556,0.060385133470075986,-0.039022222083328194,0.05416514420214118,0.16574160968877796
MTMR4,0.06196417327364198,-0.0023848845726278187,0.10452381067085197,0.045431657811342036,0.03791905457393027,-0.02389095427834762,0.005232593145418524,0.002058832381752691,-0.024466617463342055,0.0289951466709613
LAMC2,-0.022478701089486294,,,0.06498405977837478,-0.02693011841636875,,,-0.007511798341901751,-0.01674934132222056,0.03781769493329209
IL10,0.0024914354851675465,0.11484319381054701,-0.014040889224903748,,0.09616230139631429,,0.07109844044582854,0.031234015823246634,0.015039188454031887,0.04338959617729309
SEMA4D,0.02664226432587124,0.021002091303415626,0.0033421913022553887,-0.01712732267343698,0.03182915544757558,0.035284465503902025,0.012675051704212379,0.004230603449524657,0.011794189881479747,0.10721720319133546
TRH,0.030510893960821524,-0.018857446620777166,0.04093224371136734,0.054583259978631934,0.08127647945349682,,,0.052686379911103004,0.012574902598395351,-0.012234373836054302
SEMA6D,0.03843866000434806,0.01600013029565527,-0.035536310777878076,0.08017553276980725,-0.05861088610113899,0.008430202470371339,-0.009316485440655027,-0.022713750842398843,0.007981214521747906,0.10284119394406777
CEL,,-0.020693781282768185,0.012101514751735237,,,,-0.06298577893753737,0.021329787855708417,-0.006705122404626789,0.012291308801913628
PDCD1LG2,0.021656551857118463,-0.025479439923541347,0.0723529785883042,0.13668117102016156,0.05996053816949635,-0.018890702149783386,0.0018618221394485386,0.10705633823259206,0.03093003283011138,0.05375727859574849
SPINT1,0.014325790470865657,0.08154464160764238,0.02816905566802237,-0.02225691034729282,-0.025496368872163198,-0.021209719451495412,0.11325055855035661,0.02074959959218298,-0.00378196017460209,-0.0003841527429810088
CTHRC1,0.0360693607666581,0.0012141968413848685,0.045961602491534526,0.15091852485934049,0.025149858052132604,0.01895411038714766,-0.005070813733884079,0.01443700379550261,0.002752776526493252,-0.013664529087488393
PODXL,0.08359943001228227,0.15268047146613706,0.02675254143637878,0.13306891185468256,0.03101292974565053,0.006534803962985977,0.011858884175785008,-0.0024391063208955704,0.02283092317718622,0.02119783905527945
JAM3,0.032942285285745214,0.0008455236002136268,-0.023843316631724985,0.10006747256566319,0.023826841130277363,0.006896498487787495,-0.06158459203453099,-0.029370642820233148,-0.014846101579778415,-0.01958030250458679
TGFB2,0.0661458352658405,0.06638972151011995,-0.04727039146305759,0.0549940113772798,0.03168082994954468,0.010703858787356978,0.11767783223840181,0.034993552712282494,-0.030775000636979754,-0.014742319787800134
COL18A1,0.06965951467947669,0.10749387678226258,0.08251975492185008,0.15595657659295467,0.03225840878700749,0.018263893552695306,0.06130784938889866,0.025191273195124004,-0.007751623700250183,-0.06211606828672402
NODAL,-0.022368715088433362,,0.0496172135087389,0.1194342629342551,,,0.013030162459330495,-0.023222663112014832,-0.019154128025775877,0.042800021201430595
INHBB,-0.017384296607247683,0.08455857373261061,0.02014219682781297,0.06161863683334454,0.022473122062055588,-0.00435930106744079,-0.005105254331818113,0.006800725843734709,-0.011819494482155593,0.0753801171379541
LCN1,-0.022478706147285567,,,,,,,-0.021930868025300476,,0.03244853712565881
ARF4,0.0659733456612532,-0.02887314375971087,-0.02399120674478035,0.07038391532724012,0.05681439070477053,-0.0500301607663721,0.09605318675575567,0.024779812847440626,0.015494387003631238,-0.05488821331304681
CXCL14,0.05546700596719134,0.003016981166596549,0.005446226439402206,-0.08132451931609466,0.0007678414378454864,-0.024039283601271146,0.07392949003744306,-0.006962466803929267,-0.01139283552647669,-0.0028581809557580366
LIF,0.003356854344552286,-0.035222967293779085,-0.05099283107942486,0.06299370696282988,0.06062019380352445,-0.015386304498315103,0.04677063046960396,0.03840378365674728,-0.019049338420568024,-0.04072381798381602
IL17B,,-0.018857446620777166,,,,,,-0.023226704575221937,-0.02382951510440965,-0.007817096424917088
MMP1,-0.008377731531520263,0.009634183241238601,-0.012551167404085016,,,,,-0.024687344308009052,-0.01725569138665077,6.113505103148645e-05
MATN1,-0.029513885403389034,-0.030124718935161714,,0.013593668278066415,-0.028090971912322144,,,-0.01600671182877395,-0.024558873533955642,0.06825002711657831
ADAM28,0.06930403251224379,-0.025262002527461126,0.0133181590872128,0.09629596377897613,0.008456340385775805,-0.014585904769356998,0.01237469921964993,-0.002267217713631468,-0.0019374708165166908,-0.025632774054955128
TCN2,0.036038674651118686,0.10054270601492446,0.04843009827495492,0.025860293014253223,0.03913041906419914,-0.002548408848166873,0.05550536761598837,0.03651029777295579,0.029869990583453906,0.01958787666547947
THPO,-0.02067667943870134,,,-0.017232270165946355,0.04019780295654714,-0.01601091095527517,0.06620790563162605,,-0.021303685277162875,0.037131067215698525
CUBN,0.022337541237862545,0.14455284169969207,-0.02387425179918584,0.033998802802962684,0.013245147298449082,0.026519932794089603,0.020911539785624322,0.019556214780387774,0.00247134959738501,0.07493940487520727
TIMP3,-0.015368022209210573,0.06130737998115513,0.054555239874530606,0.042353577703609355,-0.02994394756612418,-0.02238287981828273,0.05780542702003647,-0.016658463468945228,0.002048423445298705,-0.04249159135989251
PIGF,-0.002093152207264274,0.008298019845613708,0.04194577762245486,0.0943853188832612,0.05064754888327945,0.04977049727183365,0.026307684320886704,-0.01373668370376783,-0.01846938045315821,0.05834786014139201
CRH,0.06683903035876809,,0.003067239822327151,-0.017660955813381677,-0.003017950689311943,-0.019047221825134242,,0.04793798330669837,-0.039667080021848204,-0.04070894850497213
BDNF,0.017907540289476696,-0.00989828429824582,-0.044274965506916335,-0.05444237659863352,-0.06347178584494031,0.01985684795229349,,0.05729418266721209,-0.08513364849442934,0.0137131090190183
CCL5,0.019313906740494328,,-0.07837548716639291,0.07377763623953405,0.06656298524909829,-0.003551911559343729,0.021711024553103354,-0.005678638158600947,-0.034596953131870826,0.08753733637744424
GAD1,0.08355271952972358,0.017149664427785406,0.029061982992406806,-0.09787480104717315,-0.04959872282052856,-0.046701364343205876,0.10367230358846355,0.006101891477957783,-0.015158956183733613,-0.02999244471150174
COL14A1,-0.04627744571434581,0.101096072394693,0.007868152389115429,0.05310928439555492,0.08544307764605694,-0.007361016950824567,0.04553121768585716,-0.0016842836558183065,-0.06066860695558437,-0.002949448566200509
HLA-A,-0.010116456726759175,0.0347697028806048,-0.04093798582703255,0.11135136113522788,0.13007994610976853,0.00840267204151262,-0.14480215465329366,0.020173337594150475,-0.02048215524238936,-0.09319478931825013
CD5L,-0.026336477485818813,,,,,,-0.01699028197341424,,,
FGF18,-0.02382975196375832,-0.01885742556244735,-0.025663014125775728,-0.024503414750611817,0.006276964200727251,,,-0.03423416465839857,-0.029819062593164875,-0.027147248261384316
ADM,-0.038526872364193686,-0.1434495344701474,-0.15723241625219433,0.08032153012461217,-0.04155875092903847,0.07344063179639597,-0.015760775166200777,-0.039639382377713445,-0.018990789830932973,-0.028262227553794126
CCL15,0.04623242813575428,,,,,0.0066289634481390206,,,,-0.023544806309569576
GNAI2,0.05895984868588157,0.08444718966930465,0.02599283190643779,0.10131837429365895,0.04388507326379623,0.015604563942623738,0.045944438061513174,0.013174213851896014,0.023918915395487957,0.0007250162796041301
HDC,,,,,,-0.019491224728627923,,,,0.07111768978851503
COL11A1,0.010259045091043268,-0.1091023867023652,0.054271622618748974,0.14164558559105261,-0.03610696462623661,-0.023527236886908203,0.047164740356732536,-0.002405998683680797,-0.040911435630875834,0.04392327741845742
NUCB2,-0.015738959592488347,-0.013280579951985241,-0.00826673853845623,0.03693461513569953,0.012775343197487712,0.026232251160978878,0.03319359698149679,-0.027489835583013076,-0.004673647578468332,-0.010389131880986004
CXCL1,0.02159219347083184,0.11888021073275536,0.025866797485205727,,-0.011916582831325417,-0.014570024555467704,,0.017002059642985127,-0.017589274452587855,-0.029510047841211876
VCAN,-0.03543960121546748,0.06861717212043475,0.1265515468723907,0.15865912098149057,0.12430977270594389,0.008322982625360072,0.005353290370171425,0.006780113516075961,-0.0003593505602634707,-0.0785387292941458
MMP7,0.03686106680667455,,,0.02841271177762834,-0.0075069245958507575,-0.028146131042530692,,0.01839536289707091,-0.004929645945366024,-0.08977191709459496
PTPN6,0.0688198561708296,0.1119312817955438,-0.0032592423535657347,0.16382066772567866,0.04110984336524575,-0.025053460519792573,0.05430871764129043,0.06080569713847785,0.0405189543556298,0.03282141837115753
PTGS2,-0.02919090744944317,-0.09247367381184675,-0.07893548554213053,0.03843745183542173,-0.03436351885596446,0.005200822475318331,-0.053137335799990956,-0.005258116731658405,-0.017166948973586418,-0.031567652577458326
