,UKF243,UKF248,UKF255,UKF259,UKF266,UKF296,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,,,,,,-0.020322170243152866,,-0.0036968076388008172,
BMP1,0.08214690968094017,0.17388326567557,-0.022338087608804767,-0.004576270470027179,0.15502685766961996,0.006543731216232674,0.01239293568241172,0.15558461957615768,-0.03640349123578352,-0.009453868836684568,0.14427340081174744,0.079752515663629,0.08640957395488184,0.03697113300914766,0.17613151474858915,0.3284427007657679,0.18277425215667353
NDP,-0.043661514710199044,0.060623063806257364,-0.04188446719019545,0.0039043114913507315,0.05523419168621764,0.04061710070865489,0.08692302782375134,0.12489262835575822,-0.12764464577687715,0.04820461457914611,-0.000847726009906473,-0.009277797486626611,0.054771245584591254,0.048888660361812934,-0.04602689410689535,-0.042299389318092365,-0.0881589611112947
TNFSF18,-0.04094355373510309,-0.03923336163985902,,,0.05106222211761203,,,0.2215655121532762,,0.09082440405572162,,,,-0.020957895464393656,,0.0832907103866732,0.031031406692943693
RTN4,0.049461893053992415,0.02544327207522215,-0.0699858975408209,-0.006110806703469652,-0.07947157878966807,-0.04857061380928439,-0.018061769847465003,-0.114152031392808,0.05751223550334071,-0.01731418721306416,-0.0964821633885291,-0.1002857529777684,-0.04674164214163729,0.008912710124733008,-0.07778980111470463,-0.04739347916749885,-0.059549751915196146
HEBP1,0.0472454407598464,0.04474012456944005,-0.009448824304031277,0.015946628679107844,-0.01578858947295641,-0.04496876141376091,-0.013465930373134111,0.09104921590382052,0.042838164728747775,-0.03806344552534836,0.0356595932124429,-0.005275630413624042,0.04845553304116205,-0.008180786441656169,0.03403454963753824,0.06932921426951225,0.01570186488170886
WNT7B,-0.049141776932816225,0.016976692056091522,-0.03439831078122084,-0.03921422303065891,0.053013602064697914,-0.015148168889774829,0.022693804923843427,0.03813130895495719,0.20960638592739003,,0.009168559281983384,-0.014731089364550445,0.010443323918942544,0.0029875145299206856,-0.018236615596044645,0.1284395101074492,0.02529532912671236
PTMA,0.007596895674132403,-0.025819245717598523,-0.005660421824235571,0.02433473611204023,0.09226461662177322,0.02439486162565725,0.047551432265848834,0.03549751190403186,-0.01936433413153974,-0.05580000358572623,-0.09422506968958891,-0.03980826940618502,-0.08570362944754173,0.035906396598011966,0.03512085930230698,0.14467062863713512,0.04332401044993841
FASLG,,,,,,,,,,,,,,,,0.0673547999244771,
CEACAM1,,-0.012332847119381245,,-0.01263584389435161,,,,,-0.05473819628433897,-0.05002720772878108,0.021617602758820877,-0.02599768086769393,-0.01369073651570881,0.06920639043866057,-0.029569315274118865,0.01102986124758906,
