,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,-0.03610099197718811,,,,,,,,,,,0.0850948638244585,,,0.00025989072528959643,
BMP1,0.03649300029753505,0.031379771232464194,0.0682246188791476,0.029861831056065814,0.08839404656623315,-0.032282418717935114,-0.033121686725978795,0.15980673482870014,0.23938726800336307,-0.020911489309365556,-0.015673575749341008,-0.02253876473424966,0.015832479807638803,0.08669957249816912,0.061420793123802976,0.018609916100325887,0.14345888837284673,-0.01859978047470179,-0.050747763935940056,0.04922483238853955,-0.03495920242556844,0.03835180128353833,0.1347885820958807,0.0667549474758363
NDP,0.02883968655442702,0.10470531099281569,0.059455218466233736,0.04807914467994903,0.06441922651038219,0.02691654170176215,0.03374472639073995,0.016948116293729713,0.049517183971083276,-0.05530698698347825,0.0522569344329958,-0.014168228682374101,0.0462897610254813,0.09834856270634212,0.03248613165814325,-0.010898493295918752,0.06330145797272611,0.10235618909614946,0.09795533029121398,0.03901545695207608,0.01580661381487088,0.05929054434690229,0.012306328954371976,0.031013403494645035
TNFSF18,0.08496293837313197,0.10412620407119441,0.0246091949170831,-0.008283998769449297,,,,0.08201654826187478,0.09227139918136354,-0.004679547856866857,,,,,0.07704220652928999,-0.030613542203933076,,,,0.03871577843025667,,-0.04946805497770594,0.07563123907706543,-0.01633480988885982
IL36G,,,,,,,,,,,,,,0.06091560342604303,,,,,,,,,,
RTN4,-0.07397344749812353,-0.03905012345916478,0.09742850680756697,0.03890133721171962,-0.033382822794640846,-0.006226142997405505,0.06281316154756794,-0.22999238953091172,-0.3040936998699874,-0.014233455909765984,-0.02291040296521792,-0.0022975262328128283,0.10590025532138041,-0.03507045106359262,0.004835823728405846,0.03234791881458744,-0.18069903522868885,-0.03544604354663646,-0.007473637268628838,-0.08068927190662627,0.1298637472553163,-0.08624959427521914,-0.008592548419526742,-0.0006813350813008823
HEBP1,0.03518398298231586,-0.009665437446479148,0.04133600580019705,0.02368953772731899,0.021649405479228306,0.017150567016229284,0.05896131566534648,0.08416601828186186,0.12198627713702107,-0.0256967337426016,0.004954860671277464,-0.06142807564291277,0.037961323224480356,0.05161687752820119,0.032603377608976934,-0.06000674408383907,0.05987981322936157,0.09134746366778111,0.09550536093017653,0.015931842213776855,0.009137145689958064,0.16017892380518486,0.02584556981836507,-0.0521865562544554
WNT7B,0.02128700848823954,-0.025529393156986185,-0.057832234437594894,0.022879926038848065,-0.031602339281023954,-0.020036880847286255,0.05899267178108577,0.0027553660013626743,-0.1464433452797062,-0.0037899718536299355,-0.02431052271343302,,-0.017410227745905442,-0.033821670002579705,-0.04521709371084412,,0.004367372100882686,0.10378998804871753,0.03107539486405802,0.04425867602733082,0.01351885309684152,-0.04946800368304896,0.015085853864644621,0.053715005500688584
PTMA,-0.027964805928242954,-0.01882186403529669,0.012900819921501097,0.06301782814065277,0.08616053496013595,0.014182540422745252,-0.013333288641217538,0.350037484571162,-0.16497893285348256,0.09890362972920931,-0.02499406394481891,-0.01703924289915985,0.037825960434951955,0.08228562241120152,-0.010907889028662781,-0.07502745968861584,-0.22954654866911767,-0.044281955160957474,-0.04303486593285544,-0.07168262755089244,0.004319283744054217,0.02571371960625528,0.04853241092305592,-0.08509327672063988
FASLG,0.013311208062458597,,,,,,,,,,,,,,,,,,,,,,0.05175447147079231,
CEACAM1,0.04900754500032263,,0.0506252731582218,0.015593310395164102,,0.013722552142790808,-0.0063191472109015235,,0.03879621122694101,0.03505781356264894,,,,,,0.03536446491153488,0.03839659831500568,-0.012303807993658622,-0.015428159827390915,0.1181619548799745,0.04949360370664961,,0.03607710497212256,
PDAP1,0.04923417025270333,-0.04768767732536356,0.0058412898000847315,0.09617232581945954,0.0184933116516936,0.03246132321112908,0.010993952924507559,0.1465659909159247,0.2478717707277279,-0.014104171201512266,0.006425997683115489,-0.03863502934377548,-0.02138002105856835,0.08230654018458099,-0.013922257103046457,0.09049502777027507,0.0797752394797094,-0.10500152221732205,-0.06766792985974358,-0.04937090380453026,0.018476801345241357,0.0570630008472834,-0.03849818956245074,0.0776265754997065
QDPR,-0.07580699018124129,0.004146120371961804,0.01927170514995946,-0.07331177855742428,0.03911529569618707,-0.01595577243425259,0.05739602395698925,-0.08751060459771498,-0.21436339005834676,0.011620623286532778,0.030303218677871967,-0.07092332435287842,0.024234666572704004,0.013708504853603337,0.08159727052847343,0.09242749981579212,-0.28122316693663024,0.0658345322917874,0.1895331127274048,-0.07098215863242016,-0.011536044544233532,0.025882744339564338,0.04858332882477133,0.017133034720176927
POMC,-0.01712553531760014,-0.008402025186085245,-0.00028012641223947574,-0.0193117759357053,,0.029875769121090016,0.0030073519451345398,-0.038068957191607466,0.049257522413621836,-0.041610783938805206,-0.012878551207418243,-0.039960017823907165,-0.029118169654174235,-0.030396697971101925,-0.0026071122844945976,0.0164446456861384,-0.002889868742878924,0.023793546289581493,0.06050959377317196,-0.006876467000956027,0.04779251616686785,,0.02787599154891585,0.056242802172359246
CCL18,,-0.01704117539234405,0.002285589598708323,,,,,,,,,0.019766168200248315,0.05106893301473211,,,,-0.06048458478677925,-0.03429715569149867,-0.018087986031522216,,-0.007084081582827157,,,
CCL17,,,,,,0.05188703875279054,,,,0.02783221509359281,-0.020148432769184786,,,-0.0049670571964404485,,,,-0.06827974364851445,-0.04344547685719427,0.035825117860555936,,,0.04655399567671797,
VEGFD,,0.04931433702670378,-0.008075959647886261,0.09106154253040594,,0.0029738529445360934,-0.014036389350568557,,0.07408367460864335,-0.03478230050982718,-0.022071094435213892,-0.030422537361485785,-0.019673412475322647,-0.03615424109877907,,0.0061085511995151425,,,-0.005107913779716883,0.04487490283991354,,,,
