,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,-0.0296327516519967,,,,,,,,,,0.08192368449127276,,-0.039263406191997,,
BMP1,0.02651260747363862,-0.019913136141009275,0.029684066480106214,-0.009929706527992339,-0.01151676400379219,0.004860233155621836,0.0006464360325381556,-0.024055019794752285,0.04740370601216892,0.03624995453340624,-0.03734439990329972,0.02601822013449348,0.024740109907373915,-0.029265301877208542,0.038562202989308125,0.02811258428248504,0.05320026099602079,-0.032579900052812534,0.013500582996217097,8.169241580870236e-05,0.048036842590218586,0.05669225676757192,0.009341482456281207
NDP,-0.014063608184458174,-0.005893480709825016,-0.005926559339459497,0.009895632534586103,0.008042559520425025,0.029269845427247185,-0.004690249586862213,0.03982243758238881,0.036133880830956026,0.018085808031532643,0.02440323165094995,-0.01930105393323369,-0.033553884038844684,0.020000218133108802,0.11608945132468713,-0.0703380775231097,0.046727822951416434,0.04538664190556331,-0.013479949821944448,0.04654793311968735,0.08355667058220005,0.01721802183286458,-0.03423963398891922
TNFSF18,0.005731316190848473,-0.02795779300170597,-0.007802594497207422,0.014038912274736408,,,,0.07956567293109472,-0.035372326252410734,0.04687479098597691,,,,,-0.025625183911091465,,,,-0.01636014218395264,,-0.024895795502301636,0.03377980344772221,
IL36G,,,,,,,,,,,,,,-0.019301345147443465,,,,,,,,,
RTN4,0.0014922009682735208,0.003095287970363665,0.009365001703739557,-0.007716403037747057,0.004649145505815348,0.019658410689300694,0.015582076298674257,0.050946247344569685,-0.06968547296281821,0.023357338125823912,0.031123828595978113,0.15949361937465278,-0.04570999711735316,0.06006760304690435,-0.05219490589229787,-0.07639394144496485,-0.033515739174983974,-0.050240877077194844,-0.04391239766557912,0.039993700797329175,-0.011427060910958084,-0.005816257152424085,-0.021050274537229935
HEBP1,0.014546615216269364,0.056634268488983314,0.05157820992115547,0.028657038803650406,0.03314807871747455,0.04343452054664935,0.0734315315074654,-0.03575688977978419,0.050242670112613796,0.023771133266526547,0.05305017599192451,-0.024551268170295865,-0.022463196779130994,-0.015514105577850946,0.05450844280023822,0.043589362358971165,0.07118296420178442,0.11879191165517598,0.06626868055602121,0.020383993478882662,0.03697810341327387,0.061128118872839296,-0.06646444782060286
WNT7B,-0.016485138590593414,0.021249377561418387,0.06841133277133084,0.0202714982379675,-0.03700627624158463,-0.031180529870839985,0.017354530857330085,0.025887795428917806,0.014602919913521105,0.02226592474606214,0.002387942045827588,,-0.0023443404316866915,0.02015581817042407,0.049663040937693026,-0.056406899575987726,0.031243404328510287,0.00014572524901844086,-0.0049045636915683866,0.046937195243666525,-0.0017341833765165363,-0.008088372222430983,0.026666035056872
PTMA,0.04385026730373588,-0.08207408643471127,2.010267477758573e-06,0.009458016782729329,-0.027020267083442906,0.0016373830807975658,-0.04996385986574078,-0.03518588704815063,-0.034794662035349186,-0.03607207837487603,0.015840251345139354,-0.10069664065478759,0.05247972142618702,-0.07743622013888102,-0.06643277114608433,0.08931067664274522,-0.04929397096247391,-0.03529368714260621,0.001804508307486151,-0.04027093907843051,-0.09693304084713973,-0.030299254376262196,0.029552656133594927
FASLG,-0.016485143250899864,,,,,,,,,,,,,,,,,,,,0.01755065335489647,,
