,MGH258,UKF248,UKF259,UKF260,UKF275,ZH881T1,ZH916T1,ZH916bulk
VEGFD,,0.0024869904492174633,-0.017686395440806756,0.05622673671452914,-0.015513197349024987,,,
TNFSF13,,0.04964855518873436,-0.010950153069575952,,,0.1822179609423522,0.14603374725305507,0.05718457817926286
WNT5A,0.04924554456433872,0.08267221780007138,-0.001930520522612424,-0.01261699272212502,0.06082091438224518,-0.0014913100848827096,0.12174117423390256,-0.05905250765304251
CXCL8,,-0.010134746522422439,0.005423566316062061,0.0794784737758078,0.030134580680191057,0.0018866770768768402,-0.04941740748042234,-0.08874700210148263
GRN,0.05850848267255188,0.15772693290285342,-0.02728685381776125,0.0168594235561015,0.030307054386154338,0.0019412947299734383,0.1010640487110808,0.11819473522680565
MIA,0.022768551793253197,-0.0028782234808537523,-0.03342722074690778,0.07883817683951296,0.0009430842712278527,-0.027937912885641052,0.06311477964945729,0.026246455093361223
COL4A4,-0.030240231667329583,-0.040718483310685324,0.022507992069165414,0.03626696986144894,-0.015201824287271007,0.056955585222899126,0.03701457383768923,0.019607925859191522
TAC1,-0.026111427939824558,0.08960575339515846,-0.044526887366512835,-0.03603057617570801,-0.06875267129325319,-0.022982049891842393,0.03690528833213141,0.02583212169932372
RARRES2,0.011866903067475712,0.008638034818989008,-0.05306249626546912,5.6425511579503e-05,-0.008486928765238906,0.010492050518105844,-0.016099001224979,-0.11366626868197054
FGF7,0.010068970859224516,,-0.006286380106112824,-0.03650082190313482,-0.017897547512309597,0.020102536638275152,0.044988051985070936,0.06590168825195897
HBEGF,0.023841459847814234,0.14717520212172064,-0.047250439722058765,0.04541638973561426,0.06681977295853109,0.011447168966010146,0.0369180797449867,-0.0026639180282124674
CSF3,,,-0.01892150066326229,0.07399359118716634,,-0.019097082558164866,0.012446529026547344,-0.000989258597484854
PI3,,0.02572795541299237,-0.023021167339413798,0.008416101356364118,,-0.07687535685898675,-0.05871758878213669,-0.047548807934081845
PCSK1N,0.0702767650991527,-0.0014821161984400451,-0.018208752122724034,-0.03619052478447518,0.04165176377191988,0.04298105710453975,-0.01933426446526678,0.052815320631322715
NTS,,,,0.024713659637208327,0.014325380109484637,-0.016969327653892707,-0.03784897291525031,
SFRP1,0.014795792628716,-0.020025205670972025,-0.013851466832298093,-0.02174801129241063,-0.01412965949423704,0.011791548273619272,0.0719030712860432,0.026500364885313703
CXCL13,,,,0.012584968227470945,,-0.031151315676364616,,-0.03771761277830803
MICA,0.04475797239698075,0.09630060173308522,0.03230989644668979,0.05601813706560247,-0.013869758170932368,-0.017559176769708012,0.07765813891826029,-0.05451455154133609
TG,-0.030240224852576946,-0.02578701953104245,0.02434592916519404,0.05399060199619077,-0.014669357115774422,0.03218870323362232,-0.003364440709022932,0.01040798716948141
ADA,0.02681477733254521,0.08747619799508285,0.00800335443000818,0.0005292073424380727,-0.013294039168256182,0.03885121599902606,0.15440740136990325,0.07587139949647989
LAMC3,0.0035979962517535672,0.21963626446882042,0.05442025971139908,0.010982265566715882,0.04539042457253272,0.07664778428013033,0.23297312163305126,0.13638350358255483
CCL7,,-0.01614714477838417,-0.010807327525312636,-0.028574711297069663,,,-0.0020609320166696927,-0.08581073230610259
NGF,,0.11580872997266899,3.682826946218305e-05,0.019599162803948716,,-0.03278551748854854,0.07375629895394961,0.022533040587993373
TNFSF15,,,0.08403851660281499,-0.021156619278279575,,-0.011858960412165597,0.032592504936615085,-0.020962061453507132
HMGB1,0.04256655088014547,-0.02925712744328534,0.029506384239637487,-0.02373877615487568,-0.03575359764246515,0.02468286924723422,-0.13539821806951854,0.01604014154992445
ITGB3BP,0.03923582562613509,0.0010819345942679058,-0.05419594770300495,-0.02023836313103224,0.015740880662919864,0.036006143405275345,0.019144648555217775,-0.004636397958454454
AANAT,,-0.008378879263455806,0.09340915485923922,-0.01906337925732789,-0.01319223858220576,,0.017237819730007025,-0.0418589391872596
RELN,0.014143145879233883,-0.06647450553782887,0.011847131722836263,-0.021735265095237672,0.03683980110390955,-0.014324338994748933,,0.12006632309644148
IL15,0.08815912442458519,-0.0025604011642849206,0.07930454579573196,0.03467142575265321,-0.02936127678567243,-0.028927654288249255,0.10119780601584703,-0.06028143833767298
BSG,0.05014823425623897,0.014717072106350716,-0.015709237186903084,-0.018099883950760058,-0.008119617108935148,0.015897303370610155,0.04502746827371967,-0.008188057374399505
ADAMTS3,-0.041924876169146856,0.037130728166046616,-0.014503891526104535,0.04292571154886177,-0.027880623779725947,0.020781112754911017,0.051955400622553445,0.0029025765636238174
CD34,0.017316120036139984,0.15346716647147013,-0.00595517229160359,0.027273416653732854,0.03350568937160291,0.008985594606045146,0.16244337711532184,-0.031673827786061405
PLAT,0.004332849101126895,0.15348655312593032,-0.023250381297012877,0.049633784079695584,0.0634269812476745,-0.0008850116245114843,0.09753151647038152,0.10316902285885635
NTF3,,,,,,-0.03467035094887442,,
LTA,,,-0.013851466184304703,,0.009028489308334548,,-0.041726462787782324,
CKLF,-0.023406419879169194,0.05187857044654601,0.0850892160021043,0.06560527690934458,0.00393413157914198,-0.02936344768734352,0.027368767059104692,-0.023802331468800442
CD24,-0.015449155511834192,0.0066728300846676395,-0.015003498755419233,-0.01549722431279579,-0.0032506384675546184,0.0353580872619676,0.013946334948848884,0.011704007403695994
HSP90AA1,-0.09773340669365184,-0.09481852445499976,0.007058776643635485,-0.06625606546808997,0.07245745771430685,0.0521066845006071,-0.1332783692174099,-0.03586030059332084
BMP4,0.029620690606462115,0.06250182920655817,-0.0046740733251987914,-0.01631636874576332,-0.020758375705186332,0.14014840227042924,0.10073864851465766,0.03885029786917903
SCGB3A1,,0.022833579779916444,,-0.022702131328888563,,0.007501983170039802,0.12805303018141406,0.0001934917777418032
IGFBP4,0.04648086658957367,0.21295142308279416,0.012438653177047105,0.07211593136384926,0.042785239972248514,0.06329416416713093,0.20209781541845567,0.11044834809789895
RSPO4,,,0.04999100789396212,-0.026201949902195442,-0.0147772706900811,-0.01658545109836697,-0.0024697074209776774,-0.04310481207434303
LEFTY2,-0.02994123133184535,0.13733801061698478,-0.030949896532648687,-0.04066947655111379,0.010729548592740622,-0.022555117761877182,0.063279104079057,0.032297680560108497
PF4,,-0.029788634814365045,-0.009429180348787267,,,,0.030380059480905528,0.022780279282972604
ANGPTL2,-0.04850610655965136,0.14045307388137818,-0.03832021767957049,0.026368187669158157,-0.015508097410017496,0.010553995491246453,0.15187953767001752,0.0760792211638109
LRIG2,-0.06709451590862796,-0.03802244649535119,0.002864450990113445,0.027134156387546765,-0.029752508087245857,-0.03301609579473303,-0.0037834662011042544,0.05312540220017635
ICOSLG,-0.07778542794144162,0.05403900155612741,-0.04046454194830089,0.018718607065183756,0.0024139760690195518,-0.07451125556269458,0.09657899395434395,0.037777599417865224
WIF1,,-0.05359981325650117,,-0.04040361897630258,-0.011403269781792725,-0.015417783294338626,,-0.025012779440335937
NPPC,-0.03308180705980501,-0.07169994337291373,-0.014626984017430162,0.14490277729408296,-0.009972612048879895,-0.050291056290103345,,0.04768024315965092
LYZ,-0.03776403077660993,0.07681207043870432,0.05876614596544721,0.06624103292890222,-0.0355573421639974,-0.05149000718622933,0.0642434624429857,0.04049715266795518
EREG,,,,-0.017223366136267543,,-0.02065745897489052,-0.024667241582790916,0.025468884349601713
SPTAN1,0.1080602233372372,0.04926751155944248,-0.023995620711341176,-0.030420602395060385,-0.003888146799761428,0.014544076398262313,0.05305722219456116,0.058913912736451836
PTH2,,,,,,0.0017291547581942505,,
LIPC,0.05163380969185998,0.027746312395592696,0.00028052169915041946,-0.02536780009956083,0.005061725923910317,,0.1120150329856651,0.0035598170446050036
COL8A1,-0.05158605359417047,0.12601328754064983,0.09032105028281875,-0.03838464722783513,-0.027661034355751842,-0.08681618268661563,0.0450900075996934,-0.09085245974880861
GSTM2,-0.02346136078501643,0.025202094660982013,-0.04156617972981287,-0.01283330481758525,-0.03513359536836915,-0.011901383919961036,-0.03592625245316956,0.004410907814474741
SPX,-0.03145297043809259,-0.025509631723595622,-0.027766188107161936,-0.05087751245305294,-0.04049956108439891,0.025435691825065054,0.033871448243693335,0.022507881026917354
MFGE8,-0.007975822094429827,0.15758702245040151,-0.004367169417360614,-0.004142117027591255,0.03648476148972728,0.05597345673275477,0.1737176712476511,-0.04306356755384191
TGFA,-0.029570210378952366,0.055650755656668396,-0.014227539192415066,0.038648015846136696,-0.004310301378421424,-0.05919243753752399,0.09115832735431179,0.05364618768362054
SLIT2,0.029660781370227724,0.023143857490179384,0.04121799238002398,0.022424787875575045,-0.03802734631888233,-0.016956528295249598,0.08819625411616569,0.009043802949038159
PLTP,-0.001837495057762621,0.09750291333890473,-0.002157658425555855,-0.017688058291427326,-0.0017362830349721941,-0.0002836626692071029,0.06146575870961243,0.021923042919896465
APOD,-0.017097809822631368,0.018961935052258145,-0.0657046673839942,-0.021443254758334966,0.03141754748342613,0.08329300410271337,0.05847284072313244,0.04593502617045342
B2M,0.028256813964276938,0.18894590588426652,0.0037085689998026827,0.025993530825968954,0.07890189486656364,0.0652048074982284,0.09150035298512238,0.094396140425088
OMG,0.018237692614379353,-0.04499718694617706,0.008994323176865496,-0.028378358174126452,0.032136140725467874,0.010252453564329586,0.07367337751814833,0.04414323634560714
CXCL3,-0.02435254898488111,-0.05525101331759491,0.04754293888094464,0.04297802876783436,-0.022612208562804346,0.004967399245722191,0.0012889306617074733,-0.06129035246090625
CXCL10,0.07629526848118331,0.03794564688582045,-0.029172537564437016,0.014467718383415706,0.07441276032677407,0.0794862113441904,0.12775077977981739,0.024886113489041694
RSPO3,,0.005233641791058889,-0.010950153429172526,-0.025367784459067656,-0.022318833586477457,0.049045966275781845,0.04052424678895138,0.007778585786872765
CORT,-0.030240231180561385,0.04260635824184456,-0.02455655987396702,-0.018687522712769265,-0.03462368943168802,0.031347237170097596,,
NCAN,-0.023940953646554818,0.027688931608134616,-0.00812391839872338,-0.04518861991062889,0.023892669060778044,0.04169373335276144,-0.010967260496227742,0.08627897816732616
PRG4,,-0.008640044693189911,0.015672155801949403,-0.01816324259766826,-0.01888476530659469,0.003365134463396039,-0.012356415944049499,0.040361778447686514
ZG16B,,0.023779136229391585,-0.01254322728115883,,0.04456266723848648,,0.07580159919632949,-0.03527365034755562
TGM2,-0.018352136652926964,0.08538936672189,0.03327030163735938,0.04152603209245455,0.006317458236626972,0.01969374577739161,0.06423556345003117,0.010872762149379244
VEGFC,0.0006785381748275745,0.03869768131215576,-0.004046701289639457,-0.027959249074611836,-0.01699118032828911,-0.02830666664888715,0.08172153144106409,0.003039983192646464
WNT6,,0.051601517713854544,-0.014947927879365207,0.07947308488619924,-0.009782132577213384,0.06670083332198289,0.06030108760133941,0.05024802578002393
NRG4,,-0.02644879697939214,-0.013153014038640765,0.03289721728512151,-0.00510696410950289,-0.004671776363145567,-0.044050951419470824,0.017231810423950455
PMCH,,0.08866623568953297,-0.018224782363521076,,0.06015349414385354,0.04493549673672059,0.11048580089904943,0.014284647031739496
COL9A1,0.0657746651822854,0.052047310575612196,-0.013737363181074323,0.042798585227650066,-0.027057723843187192,-0.0009834026112321274,0.013062989891959777,0.14944907823496448
GDF11,0.045983326613362054,0.05316069315461182,0.06539303061961119,0.042455506344993406,0.019754552907154135,0.07490818205457368,0.12274368381982928,0.03077154339374026
RAET1E,,,,,,,0.1070356951201661,
IL24,,,,,,,,-0.0024996408773130456
SORBS1,0.025921729418158672,0.024118686284766294,0.02170707833735869,0.06217644678625066,0.030584589499898958,-0.04285385528323197,0.006367578595536861,0.015099185612780024
DLL1,-0.00020168136078122382,-0.008275329401332377,0.0335917714788645,-0.04310761784720678,-0.04014980652344077,-0.015414063449590981,0.11651870385758668,0.11009220162768
TLN1,0.062361631846654116,0.10787282432014976,-0.0385089347570715,0.10307313392720693,0.0878982351063411,0.07863976195118304,0.09138275078602137,-0.0269774928132612
COL2A1,-0.028403310743598916,0.0945075352561211,,-0.016222531036209943,,-0.012659019736668688,0.06444531243225524,0.015728214751409893
SHH,,,-0.011230589461509967,0.07379068668620228,0.03891075829647091,-0.05135315339994196,-0.07012092909352127,-0.030571057511654703
PON2,0.02655575449144868,0.05157926951073197,-0.031088921300901393,-0.05893806407347319,-0.012632966178369348,0.03803301673237406,-0.0056965275240592915,0.008225253820117413
ICAM5,,0.04967585313031159,-0.017503670780100726,-0.024331995184658808,-0.032803533576021005,-0.015725225029131273,0.08099212740428356,0.05957726941508229
HPX,-0.03226281252415718,0.037992291346165635,-0.027325551997446688,0.02751538015436775,-0.019812133758155517,-0.03490502716573965,0.11638399676196236,0.08478977882699915
SFRP2,,0.047731018559007354,-0.012790424339248702,,-0.0165121179180627,0.02580365566312482,0.12560905783970758,0.11337840720236542
CFC1,,,,,-0.012705501368798474,,,-0.014923599617704394
CD70,,0.04717455704809296,-0.02174008214391256,,0.063407824123282,-0.031894145291639794,0.10663451527156965,-0.03391667576604096
HP,-0.048062472988147475,0.014060041371772974,0.01084121455487767,-0.028461875075037918,0.07259734143882762,-0.0223524866996964,-0.01634224053045641,-0.0001012629918606264
CXCL2,-0.004015869516314705,0.01691558322951745,0.0009719338146326571,0.02122415082783839,0.06351813058184043,-0.00714496977680873,0.06843759598902141,-0.033109595073462526
NPPB,,-0.01830277931503311,0.06840135856419616,,-0.011125453714590222,-0.018846933488055412,-0.014584791483894018,
CCK,0.031161343014675724,0.008158105567997162,-0.03976527424380722,-0.02577385564824136,-0.10671811205169818,-0.014696648219263862,0.06169573329671419,0.037984313898455836
SEMA6A,0.04317233484704804,-0.02610050720960843,0.04275671394193888,-0.05183841556603458,-0.022140145628740945,0.027936685904078246,-0.015110753183757129,0.04735303056214247
IRAK4,0.021949961353373612,0.08630974332383341,0.01072896011048829,0.07707886576133084,0.040721696742331594,0.0012627871900416031,0.11863387574994806,-0.014831951057289506
GSTP1,-0.0180450467983084,0.008696076341012507,0.010981586058070588,0.011589402435159395,0.034560066208162946,-0.04390302484531239,-0.02144011905558792,-0.03609986429208878
VCAM1,0.024355405525383594,0.09332719713536872,-0.037671276329590046,0.028554001711729945,-0.02022575405696855,-0.042125281208041765,0.1253804970267369,-0.01801927595099688
NXPH3,-0.03892914311698608,0.009169093539745318,-0.010068623062773842,0.00518507878986094,0.005678651791110282,-0.03711809311565341,0.045733635117854665,0.022807930836926744
MTMR4,0.062414655203180576,0.031500307808572096,-6.793545850170431e-06,0.0381596710556594,0.017916968870558412,-0.062053402494551005,0.02545171145230906,0.015355280372139238
LAMC2,,-0.029077950430727452,0.11251116535535395,,0.024617378129654532,0.04802144956776718,0.022234941489964355,-0.008305204544701962
IL10,-0.03141039431472362,0.1144734133856509,0.035378549196822436,0.052904221103147,0.06990745390338184,-0.017100098703663948,0.09782061921012122,0.03307309069549014
SEMA4D,-0.021072317461220586,0.07558752457029899,0.012597779346826082,-0.004037961207564794,-0.011935271494834554,-0.06952017183096691,0.10723588190462495,0.10458060862913436
TRH,-0.02776633694703634,0.022085753471031176,-0.02662200997839386,-0.015964200473919332,0.05623802841587627,-0.04332683952650003,-0.05004995498849073,0.05697072189133103
SEMA6D,0.02383583576199576,0.0163289337684481,-0.002453488122982929,-0.011920929808874147,-0.019691190423842934,-0.011767748207142046,-0.12573652910904817,-0.030709236021256536
CEL,,,,-0.03149570459776646,,0.016612801701019596,0.0471796050362241,0.05894849264220157
PDCD1LG2,0.0390040073285757,0.008190172393617329,-0.010772217977454996,0.009848406137409652,0.009916718572388315,-0.026687450088428,0.13382203316219685,0.02584791021017229
SPINT1,0.031342592061087034,0.08147958101046378,-0.012028426213456556,0.004765959820260011,-0.012929545865734311,-0.012747046988609971,0.04519830377151386,0.002184598179680461
CTHRC1,-0.017438013067035307,0.19106852626454826,-0.023457699106520808,-0.027491742733702577,0.013537921527331945,0.009841540800061579,0.19031436132970014,0.11593933273929913
PODXL,0.09656438418244045,0.2129534068825558,0.018750866406355305,0.0074079018768288185,0.0049592409732618,0.007065062210137917,0.11469375989921207,0.13663757221815026
JAM3,-0.048011594854750005,0.0746108313653929,-0.02696249926003047,-0.01819384592301069,-0.001908316154300261,-0.02792363526886003,0.029320465799096158,0.07291305143801899
TGFB2,-0.025035183925411618,0.0442006407551738,-0.04371652935874246,0.022111715158260718,-0.0022787185673714223,0.06791095669320399,-0.08112210848142049,-0.016958941208432905
COL18A1,0.002572403583682948,0.22501527711373864,0.07545385483148417,-0.002365661124025534,0.05721494621881957,0.002968649015468135,0.15965137548642497,0.12923268921905348
NODAL,0.04786095530345245,0.028239444237678792,0.058293333397826566,0.08103396122230042,,0.06462667216137832,0.026168841997142693,0.02054617581943355
INHBB,-0.012314524414832464,0.05434689429239295,-0.027463670289065815,-0.04393279796722659,0.030559121958674332,0.03567707160095851,-0.034398712612023964,0.035197235564672684
LCN1,,0.07093653790139261,,,,,0.06353421874992841,0.04580867060076367
ARF4,0.05095004467260694,0.02297665261828354,-0.016888508342267548,-0.017124440968221948,0.012488364748544074,0.014811596739154673,0.02395760541516623,-0.039213859538386686
CXCL14,-0.0033789332916620536,0.011181226846798164,-0.015610669050325704,-0.014386528607718531,0.04234011172594819,-0.0031581483810925624,-0.09056428948600176,-0.05598713533725514
LIF,-0.037503655483709944,-0.008058262652599757,-0.012736784074084939,0.08252830127883404,0.03834192713706052,-0.05580709561781583,-0.0398117546444671,-0.03563344058473873
IL17B,,,,,,-0.017413960341769924,0.04792795718884458,-0.04185893078083916
MMP1,,0.022647614291514243,,0.007111303127798065,,-0.012609989089595517,0.12624823103230454,0.013394344534295709
MATN1,,-0.03817850921908092,,,-0.011265180689199333,0.024979550988883232,0.034832199416724635,-0.0248895019241968
ADAM28,0.010766781176925125,0.03790001174797392,-0.04497137252147919,0.05226641902908473,0.01433693445813654,-0.006774903697918431,0.09051535555351761,0.06652333253513108
TCN2,0.04204786551581669,0.1595711582825974,0.0027458054885661667,-0.023359505767847264,-0.003864429800682438,0.021577957698832854,0.11246180953936794,0.05580770435313881
THPO,,-0.01306210349096929,-0.009196909185250369,,0.03723688262673068,-0.015568152726759089,0.0455137567441136,0.08214284761413124
CUBN,-0.024673024677841823,0.05337933526702153,-0.004207603839828628,0.03772871451027648,0.026082424216800553,-0.012581937893400346,0.08932113138382376,-0.012324246912731518
TIMP3,-0.04249500849003783,0.017312050410941793,-0.0028523486542530066,0.0065325286018225745,0.02471994622731549,0.015316554985644373,0.1695149448900669,0.09921837539663837
PIGF,-0.059157347742939695,0.03731892378005772,-0.007764636498305091,-0.016903201901903173,0.004511611494494652,0.010845637724010504,0.03918123495843819,0.006943511536750786
CRH,,0.02985735555557515,-0.012667394124103393,-0.016222534012783545,-0.01773402399729179,-0.03275249822051205,-0.04617518813417916,0.04448138774806368
BDNF,,0.13692696310449595,-0.033973212164830825,-0.013815379104025553,0.03349962047960608,-0.03624305526121063,0.032246321310589056,0.052895582855881675
CCL5,-0.038075130742437145,0.06413222856510842,0.0032429629459540137,0.057012420968861215,-0.0035766769577553464,-0.03173015746172201,0.16768910573694346,0.09315201701728984
GAD1,0.033862193584097464,0.04159419630184179,-0.03129591873674868,-0.017823538696358818,-0.05949206633560818,-0.009156837302247875,-0.003992673541249684,-0.023364942829064005
COL14A1,0.07967991211674325,0.10026631132087173,-0.0039405866396966865,-0.01153516453536357,0.00971516586034388,-0.05041517864565434,0.15503426399585338,-0.012523738477882282
HLA-A,0.0934936444366773,0.1193970618356202,-0.0018703167791110284,0.03757837922868079,0.10649550967202086,0.0178679949045987,0.09574028595232986,0.07644775437672767
CD5L,0.024422351619252113,-0.023849740015069502,,,,,,
FGF18,,-0.030825639952247345,-0.010064149901913323,-0.005738701778451785,-0.012071084921914227,-0.021790958445899622,-0.040871726573613223,-0.031353952928300045
ADM,0.02876780124257426,-0.08085652925835245,-0.0053380221319492965,0.034597023771675235,0.010291080052037273,-0.08120732513430501,0.01638153226412542,-0.04517401659003946
CCL15,,0.012405120693794963,,,,,0.07388088057859246,
GNAI2,-0.002962793610758241,0.11434585196974684,0.03543521504195088,0.03566360476436156,0.028726476880248798,0.06102429533333175,0.061146805993985476,0.03163473032374174
HDC,,,,,,,0.027202783292932468,0.00124569755703707
COL11A1,-0.034969691734521274,0.06538987300783548,-0.00924951607805554,0.06780568613303635,0.02484625637670875,-0.05729625214320228,0.05170603838907434,0.024066051054271852
NUCB2,0.01597154161283387,0.010925645054887837,-0.02069617002517023,0.03180959792493283,0.036863031535858036,-0.0020708301247723024,0.03529584497591661,0.04496172459942826
FGF16,,,,,,,,-0.03758836418905701
CXCL1,,0.07597808954315599,-0.01371315582007782,-0.003028264886937865,-0.025490144331081637,0.022038453670262782,0.05339101791506699,-0.016343847779253032
VCAN,0.020112010540118446,0.03372356840195963,-0.0006977812555822216,-0.019582055503530652,0.05123983613932904,0.01762361099987343,-0.017643684597021658,-0.015993169936902692
MMP7,,0.09794288915401467,-0.02000821459712588,,-0.011125453653804887,-0.01721322831522825,0.07508436323292453,-0.026669904394996058
PTPN6,-0.08752367137982328,0.11357852914598296,0.01821814039638473,0.007280540139738942,0.061003574599538965,0.07316146398148919,0.10569575298416439,-0.015730046394448718
PTGS2,-0.01230429646110785,-0.016086832693671175,0.003235497899107401,0.09221029336149994,-0.04233800251048219,-0.03244023772284637,-0.03154578597102819,-0.04635561375222504
XCL1,-0.00918922347710611,0.0010060500156260455,-0.010950155272105522,-0.016975014461631004,0.012511367124338438,,,0.06012887666639113
CD58,0.0485051380258107,0.049415383229080415,0.04157844089560528,0.017981315372174015,-0.007062591008321252,-0.05620772676026958,0.056605467307109816,0.04379978954720365
TNFSF14,-0.044356791633030704,-0.0007518126478405603,0.0353200318162445,0.0011566140291054147,-0.009864223551836268,-0.01820816245873888,0.024000900939212495,-0.0148552915820877
CNTN4,,-0.01026006614559328,-0.019679399068477293,-0.021594895878214358,-0.03082037175374505,0.03273184126342244,0.08411425840563948,0.008388228303263402
NTF4,,,-0.013851466886297547,,,,,
INSL3,,0.04209598264375915,-0.010064147927889061,,-0.012828818189987079,-0.018208160699537207,0.06434533826214806,
BTLA,,,-0.015974861300983037,0.0032378002258486526,,,-0.04316970736394166,
MFNG,-0.013107516701006475,0.12878652201945257,0.0018924094904679387,0.05560291697364789,0.013427763283267124,-0.042563009409147305,0.0748932145379108,0.014343482927526784
ICAM1,-0.053973962535813026,0.024477755275679736,0.052350191154901804,0.08595092852516324,0.07200570430313478,0.017779300596038397,-0.013175145762101385,-0.006303912764849997
PROS1,0.002362008939024378,0.09739293578025436,0.02468391386769414,0.030713360925920034,-0.0060266602002937465,-0.06905749554070155,0.005546489852363104,-0.0008690756741651083
CLCF1,-0.011240945702098442,0.11025953230131885,-0.007069697998163181,0.010329505670711326,0.034425478812619516,0.014970798196810225,0.007235610975668618,-0.046739221948760235
PSAP,0.0016843202822781594,0.13766536049352796,-0.05205749636244225,0.00641801178265229,0.01539099343225578,-0.03172678507948031,0.06593958444958997,0.03428583265929758
EFEMP1,-0.03672256754869383,0.07916406025757797,-0.02607510433709399,0.00709763003976562,0.07244849380932435,-0.02538791382561178,-0.03592727744997131,-0.05003073231418777
C1QTNF1,0.03925388341136474,0.01219961044395899,-0.02896496233745866,0.09436266389181815,0.03977762574044566,0.008827130841207141,-0.07976797817222213,-0.044244746256318676
ALB,-0.01709655290280131,0.022589443411524666,-0.017867457810094176,-0.013536387509020812,0.06348165730003523,-0.03048000928870919,0.0009445412298713938,-0.025025170492798225
CCL13,,,,,,-0.020424235809243817,,
EFNA3,-0.032427182032681676,-0.037083621116867714,0.03308478860981148,0.01556606192934146,-0.07107697423309021,0.0456794018917875,-0.0021552998892169486,0.08785264078829028
DRAXIN,0.022316953707424533,-0.015188959799706003,0.030367913387619856,0.08759413094281143,0.05927229344181633,0.030454943874620586,0.15221652084379705,0.059199940434264714
RAET1L,,0.000134627222126431,,,,-0.022121217519711012,,
NPTX2,-0.027693745046894713,0.03575320365312971,-0.029177871750430583,-0.04912995062664833,-0.08932963380085318,-0.015578135671433853,0.014340049531312397,0.042459744642127484
FGF11,-0.0031119146052526916,-0.054984466821575255,0.033377467561939544,0.04636382268093379,0.009289673650688085,0.023648256396891935,-0.05859288378418306,-0.0708692801612586
CD59,-0.030648704605544183,0.1610056952330067,0.05111176009635488,-0.053092834852821055,0.009274251719007075,0.026024565532763753,0.1390345067153568,0.1154793610225512
COL9A2,-0.016021029121348104,0.061260416369339786,0.03609205308995446,-0.029804233726087693,0.03951947897582215,-0.03746350714148497,0.14933347014059822,0.0031066600036281397
DLL3,0.020250006286332903,-0.03066232965737036,0.01720170818491694,-0.007979524353106853,-0.04287470068493252,-0.024459216974134706,0.0041741951619841495,0.03748670652744823
FGF5,,,,,,,0.049430867185591705,0.07727335230082402
LIN7C,-0.04846964764597451,0.02619022792354521,-0.0180964500024259,0.011819524978532604,-0.0010826866501839805,0.04285917451653224,0.044652163431720425,0.09837003068302885
GDF7,-0.02808648683349315,-0.01875122330672355,-0.017957378139230866,,-0.036546535743165874,-0.014802171847813086,0.02222644743093097,-0.03806947222774111
PSPN,-0.01209081348285667,0.010890694407946102,-0.042191317231435765,-0.02444561064079904,0.04978547936199568,0.07997861409486841,0.13043297450293373,0.025737393937193608
ANGPT1,0.014539081287147072,0.08317982045650135,0.0071096176045678215,-0.017191019859138873,-0.054977304874463236,0.010965267279725492,0.05653088899431164,0.08576124936496946
PNOC,-0.03966395850674698,0.042652872421183693,-0.040272264043166736,-0.0307011376889903,-0.0754822531981752,-0.017548579293808732,0.09253508540154885,0.06152856082517045
L1CAM,-0.018773696036306745,-0.004148021413904142,-0.026394657152222216,-0.035817783396419264,-0.0439298575574749,-0.03280897812960566,-0.013568037280684188,0.0435364853135123
