,UKF251,UKF255,UKF259,UKF260,UKF296,UKF304,UKF313,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
DCN,0.011137021767267045,-0.1686534516179912,0.02754074238495674,0.05271823471885266,0.00511636826460254,-0.10216884013944401,0.056622047181853964,-0.08373690972706554,-0.04575039551753466,0.29568859953969656,0.04603266380800379
RARRES2,0.07730902551001646,0.06935746375217203,-0.027345187327410415,-0.06982620277389567,0.04698965777779273,0.07272453125928385,-0.01747457014658605,0.0962468989196414,0.07442494068581132,0.02949118104179943,-0.08860768736114506
SEMA4A,0.04048504074638873,-0.0699068854356552,-0.050924655106436914,0.004037280476715023,-0.013366327916909058,-0.03061628476111868,-0.0482388609098108,0.02214419799283284,0.018886899022820824,0.10037796656452523,0.05707810863038724
GDF11,-0.01622303561276245,-0.1421336407638376,0.04642612979057086,0.05592883321978907,0.10020759803114697,0.0001888850100696435,0.04313977298651862,-0.06825108471586466,-0.03097275496408109,0.1307575488081884,0.0014911009740467193
GPC3,-0.03323185309611179,-0.08465587588145747,0.0419703093076006,0.007309459746237239,0.05438573634223565,0.009419445912956301,0.056588682508678725,-0.08898261116714164,-0.03476429930497211,0.21252731710378459,0.04318969423770874
OSTN,,-0.052905176794136796,-0.0378947222002917,-0.0047794715208967055,0.03356672145937247,,,,,,0.01444173985782046
GRN,0.12865805014182763,-0.22639065840385217,-0.025038924156789134,-0.011017828650767648,0.022333684905518333,0.08017653501686542,0.04683972298549974,0.004049965696986607,0.01682189118051653,0.32973175896475543,-0.009569389105706396
CALM1,-0.04583053074574686,0.051698572139392954,-0.027426802014842763,0.13523579829385018,-0.007806586657776761,-0.18029909293971166,-0.023941067768490313,-0.03669732760604885,-0.01206707745332531,-0.0871358014891577,0.061833503939606314
ANGPTL4,0.040468631524143914,0.3589416079467938,0.00877898772387951,-0.052624559977659184,-0.005564744796605775,-0.04292561470268622,-0.02320278551684518,0.1379926986507512,0.10859240607722849,0.1793231380090924,-0.06207036726054385
BMP8B,-0.015583185865163792,0.009825666507656523,0.013688936966997158,-0.03457380743853324,0.09198346951811495,0.05656388629841622,-0.0223202103648131,0.055665143345331444,0.10565367955485387,0.21916874916859239,0.03835360173932496
TNFSF4,0.07976859218342287,-0.015940937076058686,0.07266241103928754,-0.027493526626214886,0.0036899221727576268,-0.021496448549272476,-0.03441181200370645,0.09812867156170876,0.01545017810015527,0.16948896460230223,0.026593156933802365
RBP4,-0.008755631274244073,-0.00876174055864035,-0.029034050485526375,0.07035090399223355,0.01521953138242538,-0.04723994727304166,-0.03304462752059349,-0.019492634839915778,-0.09085426545079006,-0.041499995141780155,0.04392307028144967
DKK3,0.0029850458473425997,-0.17568358313767382,0.030812117029292253,0.10415003921785213,-0.0117131037016704,-0.19636628641855933,-0.04895639702122921,0.007802018120215589,-0.06848331006322826,0.14503288857058996,0.0640801692536803
