,UKF248,UKF296,ZH8811Bbulk,ZH881T1
BMP1,-0.008881666050642072,0.009792009934684619,-0.03488280379613355,-0.016473218521828807
NDP,-0.012274022698009571,-0.0662860590664293,0.047422898438765834,0.007200833339700227
TNFSF18,-0.02410261125239755,,,
RTN4,-0.00864670095208845,0.005173498942505599,-0.04070817824190396,0.055656809521626646
HEBP1,0.003983057166752734,0.017897508433203736,0.027419715464432115,0.028868967511189197
WNT7B,-0.005415034317987121,-0.01347064045734255,-0.01208978814182212,-0.03572846766882211
PTMA,0.005304670702813772,0.0010304190353362705,-0.012481406629071781,-0.03981018941711979
CEACAM1,-0.015340651513288917,,0.007047424332052811,-0.007626641070108916
PDAP1,-0.05205469953723307,-0.018821804619546165,0.022993966035851927,0.0023599512377742177
QDPR,0.006005406048266137,0.03624424851298744,0.05197568555341704,0.029542086072334744
POMC,-0.01718935497218536,-0.012863772284122752,0.029698090391783182,0.0008904912879008601
CCL18,-0.019143683642050206,,-0.021152407585626185,-0.026725071911193898
CCL17,,-0.01667287668905761,-0.02438619567777479,
VEGFD,-0.0012143811185111964,0.08089937840310557,0.07973432788092437,
TNFSF13,-0.014446442580916376,,-0.026506960964236426,0.031193576026121363
WNT5A,-0.018891566433443942,-0.019518115419336124,0.03547269379810181,0.033959277095312795
CXCL8,0.02604819011971492,-0.011388881191283123,-0.05170741217988123,-0.039844358816127703
GRN,0.0929633629646907,0.004472984445752975,-0.05573845038978012,0.032480621794367885
MIA,0.0219811675307989,0.06722762689673971,0.0983240178124319,0.009614990214691931
COL4A4,-0.022991408516152226,-0.023365631948931386,0.0317431293490513,-0.0006739709882124015
TAC1,-0.006736088167184554,0.023964833943951474,,0.03398258196539102
RARRES2,0.04514414776470425,0.0537484981417847,0.043522209288201816,0.06184170586263519
FGF7,,0.030491119952134008,0.024044294543863403,0.0457867034992918
EFNA2,,,-0.01605572499005467,
HBEGF,0.00987404683860839,0.025883119133181046,-0.046156139238696645,0.0010048843251745517
CSF3,,,-0.05489691360935447,-0.02262752584509141
PI3,0.013312951715949305,,-0.06400580434359841,0.0016452668267820164
PCSK1N,-0.001645517862672155,0.04960301683230466,-0.004941934819710145,0.06302293978892955
NTS,,0.004531520774026133,-0.019560854111035465,0.004440090861456339
SFRP1,0.05377438310168393,0.05227948349924968,0.029064091451846494,-0.032020709451987366
CXCL13,,,-0.021525400005615366,0.08583199100208065
MICA,0.013612848049396945,0.0005188783246659705,-0.0016201695279247643,0.024014455115057447
TG,0.10106311750490449,-0.012066088455884406,0.09670497637588622,-0.02797968031712159
ADA,-0.004546650463695431,-0.019596298007835754,-0.04804480108246009,0.029039525493458274
LAMC3,0.03509626553817767,0.002818591742774943,-0.05138224130478122,-0.03674369259249652
CCL7,0.043556161334157004,,,
NGF,0.045475186501742766,,0.035064133220782424,0.022398641565086704
TNFSF15,,,,-0.021111271831136258
HMGB1,-0.06186241417547717,0.02732866244352417,-0.048096600556978654,-0.013022538487710981
ITGB3BP,-0.02657861494299682,-0.04298165821696577,-0.0019815405618637196,-0.07183722748135689
AANAT,-0.01766697441614117,-0.013908773438479507,0.07229783542157661,
RELN,-0.018840762770309376,0.04324259813321437,,0.03726190823604407
IL15,-0.001281005794264833,0.009036120843849972,-0.01777547794335857,-0.05149688943137665
BSG,-0.050882618657107734,0.05140798778044266,-0.006292289828131083,-0.035611838145048105
ADAMTS3,0.03060288603137804,0.013572235048872243,0.04794730755464056,0.07260219497671552
CD34,0.0258056141450108,0.008063701586262432,0.05168675444897453,0.014650514837299927
PLAT,0.0023136738822241722,-0.023788940872730955,-0.003465385505039743,-0.039226429955299076
NTF3,,0.01549003931168873,0.028305928267347045,0.023161290924058314
CKLF,0.04402858509221098,-0.02731038604199887,0.009701907942993953,-0.09216490103873956
CD24,0.028326529385045002,-0.016523186584104465,0.08562076317702921,-0.008245551396081486
HSP90AA1,-0.01043492039240466,0.03322677065972458,-0.07068447662258505,0.04468636092730166
BMP4,0.019524815078610425,0.01068366289499524,0.06332094615234149,0.02102259313696632
SCGB3A1,-0.012176998794272439,-0.01173218643275132,-0.002101047861976565,0.026350684309826584
IGFBP4,0.05369554581831352,-0.038936984882396684,-0.06825971838036164,-0.006756870722404962
RSPO4,,0.03688574905137188,,-0.004830842106466994
LEFTY2,-0.018776891524797477,0.009250117186008168,-0.018461199052139006,0.03535527060737385
PF4,-0.012631681554833156,,-0.0147161835430101,
ANGPTL2,0.011555310664413503,-0.03191232564296266,0.02692604241690053,-0.09060804386392235
LRIG2,-0.006908730769872768,0.010687626423321961,0.06192156134546227,-0.04011408125005274
ICOSLG,0.011548440405686521,-0.02226549570171979,0.04693257330701069,0.006780644971446358
WIF1,-0.022728660667864827,0.031424236920917094,,0.028340801824782505
NPPC,-0.03777631188888323,-0.01630486564137476,0.02940539170202626,0.009806413993977886
LYZ,0.029179122358975167,0.07121416849343919,0.02230676622353041,-0.005708335697030897
EREG,,,-0.0034880447559734956,-0.026722231638144897
SPTAN1,-0.03557022986626081,-0.01511634860735732,0.04382022277546575,-0.032830676536758426
PTH2,,,,-0.046955143943198184
LIPC,-0.015464498394824767,,,
COL8A1,0.04763974874388349,-0.0352788916301691,-0.010005087421801973,-0.047451038000666745
GSTM2,0.006544720063847914,0.00044912227088299517,-0.002835037759119685,0.020731846010090954
SPX,-0.025011382936191578,-0.04906604198200227,-0.01827202287043488,0.008324626684871005
MFGE8,0.020602825530141353,0.003525853900363868,-0.06282662553350007,-0.023922557728308248
TGFA,0.002946611045252317,0.01241645184409504,0.029537544204670283,0.07319048120273397
SLIT2,-0.03180422763225155,0.018830187959553848,0.061026813702430044,0.004581144465716559
PLTP,-0.010036651329760704,-0.009129139777946105,-0.05761353130115845,0.03976535002323888
APOD,-0.0010857133299401421,0.0008799580765688307,0.0504448974803248,-0.05077927535889678
B2M,0.012643603593573959,-0.02287276248211463,0.046997299370431705,0.0015089964827656665
OMG,-0.028800398031675223,0.007164434811698238,0.07230433138886744,0.03696910400029937
CXCL3,0.03676877567657568,-0.012550957736472424,-0.06792224560554397,-0.0008250164111888055
CXCL10,-0.045808821848928094,-0.019065823427644235,-0.01973866830111027,-0.04034367490241166
RSPO3,0.06514425511876173,0.027987230173326022,0.030020307119518058,-0.0021444015017729207
CORT,-0.03610915537293388,0.04781267661591188,-0.0153997381114856,0.03005329472428872
NCAN,-0.032028932296055766,0.03311797507351394,0.007880657728924175,0.0025254328972870955
PRG4,0.039452823597750014,,-0.005010262211134907,-0.040443339345333805
ZG16B,-0.016885822074801594,,,
TGM2,0.0038872149996332424,0.0157672944312711,-0.05246100881400389,-0.008579100597981991
VEGFC,-0.023251684099144517,0.04033863136511302,-0.030855462612930817,-0.010924697760383873
WNT6,-0.019647320322393722,,-6.311917023220804e-05,0.06530096917358605
NRG4,-0.011215444515470184,0.00022864752206354643,,-0.0013466384204661487
PMCH,-0.012926403373621997,,-0.02160665644737952,-0.02244825172596512
COL9A1,-0.033873833706101156,0.04485643776965053,0.03764910327094101,0.015599949841688582
GDF11,-0.0009488117583021159,-0.04077534422626365,-0.04484200276565023,0.004642498729799272
IL24,,,-0.014481541478399619,
SORBS1,-0.02707702995452973,0.010307594659949638,-0.01578810266166847,-0.020478385954124736
DLL1,-0.008732601954981628,0.03711020536876134,0.12912892870454537,-0.0017742547927178717
TLN1,0.013933862611464216,0.003373296106646699,-0.10216683970104248,-0.007022978932125253
COL2A1,-0.03152665447000985,,-0.03774332710472892,0.017625879827237425
SHH,,-0.013470642371271588,0.06339023342632598,0.005808414843083297
PON2,-0.06840752375452774,0.02965581102351168,0.03807669890227957,-0.05454187231526638
ICAM5,0.02401102033711975,0.031934137139899094,0.05600586064721877,0.0894739414800269
HPX,-0.030428330037261517,-0.011732185236683169,0.05581038139541807,0.01739016641430566
SFRP2,0.004912914497292751,-0.00900720385206283,0.03749281663232392,-0.03860786337785938
CD70,0.12937734856876726,,-0.06409563252331009,-0.001049099250021124
HP,-0.0074135214664892025,0.0005028444948890009,-0.007452711955764293,0.019882977355330168
CXCL2,0.008337672224403384,0.0712320225603748,-0.028001420093863034,0.008230264191107537
NPPB,-0.01570950699070793,,-0.021360837448971937,0.04693179119203789
CCK,-0.01670656877952485,0.04425964112944656,0.014831768285138115,0.03824849389063792
SEMA6A,-0.06726029029253984,0.031972120213183484,0.06289242011330215,-0.04186725251238796
IRAK4,0.010264256496560362,-0.031132903495560003,-0.02365712530644787,0.02640759852706743
GSTP1,-0.006918794551273144,0.03474218994467986,0.08266457018308081,-0.005716995550956461
VCAM1,0.012369022190972738,0.020679877684152276,0.012043877578402992,0.02969607635397775
NXPH3,-0.022729122574706745,-0.01744655313346926,0.06317168526801706,-0.040202580555928194
MTMR4,0.012778054770036223,-0.026323090895708254,0.05691356091096858,0.03178539954478998
LAMC2,0.015355821491147933,,0.0024859530227645046,-0.021789529729293322
IL10,-0.026052611588729853,,0.07981558887840812,0.0585013985299268
