,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,-0.043943569472834114,,,,,,,,,-0.021110091321557754,,,-0.01665337205662789,,
BMP1,-0.07113846059741892,-0.04237415816287349,0.027154269138428017,0.02612264211885313,0.11313176253661861,-0.01712338690187795,-0.07532808524604653,-0.16882068818065601,-0.3845336907265479,-0.09098415655918138,0.013837458480912621,-0.18761825916658073,-0.32236128280614984,0.022657135427665634,0.0330365387094273,-0.044989687755732775,-0.16100634203654898,0.03432478456796905,-0.14842340244425467,-0.046318467547813276,0.10242260810308461,-0.0825618948158949,-0.06853664913178745
NDP,0.03375530655950197,-0.046858521823444396,0.07030488859509909,0.018783426479643317,0.0844095877914905,0.01519196698678294,0.1647880451696153,0.078553551415918,-0.12226008292778234,0.07201960510649581,0.025798575845972182,-0.13000261609978375,-0.02287396343240927,0.006612402089948235,-0.016349911458224186,0.015455495481127575,0.07309683769420616,0.05079879793345501,-0.030467673830225705,-0.031159604395321113,-0.012644446869496982,0.053094387390065764,-0.04817766299828467
TNFSF18,-0.008623166741973108,-0.052250687420744575,0.0499316698018028,-0.023091984924283198,,,,-0.037699270485634914,-0.05022893257693916,-0.0032058981263446114,,,,-0.02212029739479366,-0.0277385951413539,,,0.02400108428733367,,0.09070035014438732,-0.028091261342222274,-0.0710697566895501,
IL36G,,,,,,,,,,,,,-0.029088546219068555,,,,,,,,,,
RTN4,-0.033982023760806015,0.2710652716637499,0.060067381284982006,0.06530683476862512,-0.020709632424551042,0.09121586625621896,0.2247043538011283,0.47604541430454067,0.509537849215793,0.24159444682200426,0.10317286828823015,0.48414843049044604,0.47642499043747727,0.06012111931696168,0.08321333944903994,0.15046751122989643,0.13929168606988382,0.007824335797662937,0.3249856836676675,0.01742632959931236,0.02653263877157828,0.3719057697820667,0.0910348659164737
HEBP1,0.05238551252172733,-0.08036550439696144,0.04822241004348055,0.023162263655381696,0.010235138077622708,-0.014489952235055715,-0.038057738442449356,-0.17519754752170766,-0.2166465732295066,0.02054580265767016,-0.03459685594174641,-0.20142733195814558,-0.011907642577605286,-0.02591616509917045,-0.04931885312978363,0.09413916973914468,0.03158723606581222,-0.04981134447730998,0.0444134599406564,0.09716971679074064,-0.024793624035160854,-0.016762316658360185,-0.1116870460326222
WNT7B,0.015400465345909197,0.3531549282348758,0.05029310200354008,0.014678355675531019,0.05714188916931235,0.0029950336435984977,0.02788949507020421,0.10336531713562226,0.35941118148771223,-0.03581384829318991,0.058929865346365365,,0.12065106452136654,0.15854889049179952,,-0.05917462986149424,0.02312034949990071,-0.045523802590022915,-0.008803539081760679,0.0351089250385927,-0.023036207899099877,-0.0502234935978103,0.17890287589453
PTMA,-0.03861272364618684,-0.07110408836384452,0.043465704516585595,-0.10475178840395222,0.13089060049491433,-0.020099338066127636,-0.203411521408862,-0.462616827577034,0.11815211142790717,0.0744888228716214,-0.07613860687280517,-0.6021625312223776,-0.47121253466840013,0.029848719585000686,0.01807784877634597,-0.08587814338557265,0.0019103463906759222,-0.057150256972294186,-0.09273764080210217,-0.05768706266961602,0.024767645805385707,-0.19154568146056736,-0.21678770354630192
FASLG,-0.023853513172905422,,,,,,,,,,,,,,,,,,,,-0.014443463903333396,,
CEACAM1,-0.005019678284976365,,0.06017138374467253,0.03376758285494214,,0.045568087250290504,-0.0009036395989423205,,-0.09764951483305409,-0.012955762877920282,,,,,-0.033632015981884235,0.0943160635882098,0.058950221962680655,0.09904094100500281,-0.02839420445076198,,-0.020095958662775172,,
PDAP1,0.0831323408271551,-0.13956768265848515,0.1333659941233992,-0.016054368313944425,0.015677417424472175,0.001611002822985858,-0.12243146126476012,-0.14687865857889248,-0.2941788566485739,0.021587485681532525,0.011618552170663692,0.0057591124651953296,-0.2389036184902451,-0.07306603127138818,0.06691122387226449,-0.07531817818952438,-0.04000951956353203,-0.042411484842460906,0.0363372330947138,-0.031061750623814995,-0.010002612181384343,-0.05685521078389011,0.08530498240692819
QDPR,-0.024197711919299713,0.19005662479139668,0.06702262769071016,0.005840667487658436,0.11108357066833595,-0.005871769252850327,0.22819177419469905,0.13046453782207088,0.1952193042143715,0.07369750764227462,0.07698373314688578,-0.39605842074084247,0.09740577207591708,-0.01628147036747854,0.0003112790858109438,0.12677681363301757,0.15234557065743384,-0.002066241554871856,0.10163062047406424,-0.06753561576446032,0.043747089130247774,0.2765047571184707,-0.013373866997888492
POMC,-0.022339976634261002,0.22001360012257565,0.01547194233560964,-0.011272601210857961,,0.11816842972867855,0.11914911155123879,0.033913090352512165,0.035986943603327444,0.00343397490467898,0.00021823468523555987,-0.12624449689661288,0.10146907236592966,-0.04596020678917567,0.057487697455708205,0.047724895345086886,0.05896508670980735,0.06334291680705706,0.07107587051902389,,0.020253676128432766,0.09666977431094895,-0.012165282914336361
CCL18,,-0.0022760275890605372,-0.037157308685324866,,,,,,,,,-0.16400631226847195,,,,-0.011661948318512715,-0.11525279086956182,,-0.12821246064724162,,,,
CCL17,,,,,,-0.02210810319325426,,,,0.010677595424621447,-0.03986969476471166,,0.014356428455370579,,,-0.055845928772727135,-0.051076492996615194,-0.02783243598264551,,,-0.01309137774401019,,
VEGFD,,-0.021507034033547097,-0.006339849549938803,-0.03391932415709886,,0.06291412434516956,0.03922550383235138,,-0.09853063912143414,0.062297044386702194,0.004374891248968083,0.048671842565898585,-0.023845769612990748,,0.018493267347511184,,-0.04616717807551466,0.0044651146584130915,,,,,
TNFSF13,,,0.04073943744064325,,,-0.012005032135651949,,-0.014594150915963418,,,,,,,,0.06082323867642925,0.07621232304400537,0.18832869544966388,0.0024945632385173417,,-0.021331307340962644,0.034034429465189364,
WNT5A,-0.03720216187428287,-0.0028294059123041178,0.03555382663606958,-0.002288727354737367,0.07919214925537806,0.03185286482228159,-0.12414739851262369,-0.27614678855002245,-0.34340946186715055,-0.000785944615745199,-0.02911885766086078,0.0521307630111714,-0.14544574444038086,0.07808261552025748,-0.060977901101138,0.07270806792514056,0.009428077916877685,0.031971795493965595,0.0295263584144487,0.05986553902611917,-0.0030901145905263025,-0.23897470569636506,0.012499692894055047
CXCL8,,-0.19023660780062487,-0.0856883344427926,-0.031760044678247286,-0.047766911058830124,-0.028172546977731586,-0.12339162333114538,-0.027932455864897683,-0.14117207577980936,-0.10102183172735536,-0.02889275362127946,-0.19230911546979768,-0.13974432272801518,,0.026404014852187095,-0.2500071803057764,-0.42331838323726706,0.026137613052883597,-0.10287932910654858,-0.13150587622055251,-0.034363130048107364,-0.2801177089756797,0.022422588573858624
GRN,0.005965293903143432,-0.05905617971077792,-0.03216558349349164,0.011910147701573937,0.03045007784019164,-0.04572996875569005,-0.13181614427258048,-0.23465538600158092,-0.4335583418526689,0.034446268957862104,-0.04950767812854387,-0.35254591452695194,0.03896259083625926,-0.03224584242412549,0.12996548680679895,-0.0008023305008938408,-0.03863912703794539,0.07140733587201019,-0.13734717347757341,0.1545442411354442,0.028206502759036786,0.15640677067209713,-0.054531438026428146
MIA,-0.0006967823869857935,0.049975011641139516,0.0023165100488344854,0.05789392141519304,-0.01562920531334355,-0.02695173555548481,-0.07713854930613308,-0.08901663255177128,-0.125509603411929,-0.04391071280695891,0.006165375140983096,,-0.06264954719726092,-0.04358669428696075,-0.021181116146254047,0.16136841107917466,0.22215432706616414,0.0891314167246954,-0.0013065566288109772,,-0.004624322701862193,-0.0531159646542642,
COL4A4,-0.02762527478932258,-0.019513757430322583,0.0769871696003322,-0.030186776749588543,0.03424322447267703,0.02532828228723596,-0.10078896273801381,-0.07719565274824129,-0.04100621347593042,-0.018259355300149677,-0.0481313253329273,,-0.07018042606887323,,-0.03580121762809874,0.1211281017501882,0.0594781859270922,-0.042873617795581784,0.07352918422793311,,0.10443980771480574,-0.11033811508643405,
TAC1,-0.0041398271076458285,0.40015590100748,0.10371604280651002,0.12245998324515737,0.13466675394308844,0.17790912259648828,0.3083217289634689,0.3400580431346223,0.45583657063698546,0.24257376879241357,0.01565729927266294,0.3266075266706057,0.45409326414163553,,,,,,0.05956791409682353,0.059163952006210475,-0.01720994723182019,0.19452330436428383,0.21393368829216997
RARRES2,0.08730185246780918,0.040778681136366464,-0.02118558143992204,-0.03443710455662068,-0.03899188071465593,0.05611955906457533,-0.21800518888338608,-0.1932441687679003,-0.46739985087276614,0.16961716662512172,0.0022338611820478106,-0.1668441077800662,-0.23656532099749708,-0.00651202036240607,-0.04704891470848703,-0.1546191219826644,-0.2061397936979453,0.01603931470467557,-0.06191556461640553,-0.01438226678133501,0.04495362012416053,-0.2829801310496453,-0.05560737274139859
FGF7,-0.032296717509118,-0.036434721354412086,,0.014637305391833425,0.039665958624407284,-0.028002205055787315,0.1713037594727047,-0.04594519232032048,-0.06730426912611993,0.020180063070633122,0.006609293824461841,0.049594992338920486,-0.025439969145389315,-0.042070554342130584,-0.0628797909343086,0.07858589036495299,0.0515680829029666,-0.03139728296977987,0.10554697025303547,0.05276006151622823,-0.007888725838304265,0.0874440372757076,0.013559336950523467
EFNA2,,,,,,,,,,,,,,,,,0.02068456716274427,,,,,,
HBEGF,-0.005965598515257268,-0.0389381137255962,0.023189375122614122,-0.030293364099749878,0.018035314446715304,-0.031517419851042144,-0.1282582499747223,-0.2099979316615313,-0.16829252115167784,-0.2675197923629787,0.010021416694486057,-0.24226399173396976,-0.12026102203624617,-0.02266497506631166,-0.03625072898737787,0.0502931704113566,-0.007151600846641038,0.05975579692298954,-0.026444247737740356,0.0024189394500084243,0.028069971191064302,-0.21899755453286618,-0.10746787595202861
CSF3,,-0.03099808458613908,,,-0.02054103616067598,-0.02960231660815945,0.00276345601040657,,-0.002946913593523517,,,,,,,-0.14635272590219958,-0.24796129186279764,,-0.09159310874115498,-0.0846733900167994,-0.013783201181056727,-0.11537322331634631,
PI3,,-0.09415364814244932,-0.05552522027811374,,-0.09905558720736327,-0.038904015688047654,-0.04285374644307863,,-0.08290982417193744,,,,,,,-0.2712163152599426,-0.37737599745514316,-0.0029361154154159516,-0.14979524352668389,,-0.029946317146744218,-0.18960315616845744,
PCSK1N,0.02492898427300862,0.34948864153234976,0.0954374149873405,0.0590686588248972,0.054243719686415934,0.046432212889125024,0.08625813770785433,0.22458800105315777,0.1970836358935827,-0.10822717248309692,0.13920088239979211,0.5717415728444494,0.4457313429283513,0.0015079640877365863,0.03231124774688576,0.1960548679199757,0.24332207794478453,0.04080787717642575,0.419323468865935,0.07677524841556718,0.03254495255969187,0.3721124764334128,0.2221288624243986
NTS,,,,,,,-0.10302362752075221,0.07084841033812107,-0.06356352132096162,-0.03176238988737996,-0.027148178746034465,-0.10486382068294187,,,,0.17554009478502886,0.022603172293320026,,0.16756352050708476,,-0.020411041455051113,,
SFRP1,-0.034707445318334834,0.13905267349989092,-0.0008820755731133132,-0.015187803504793793,,0.035159827474891735,0.14985951447489343,-0.09722491596768666,-0.027432127532976747,-0.013995724633330724,-0.001962731126776751,-0.16655469365756218,0.001628021961378561,-0.0073084352967548,-0.0069768614520888846,0.11965715750950674,0.12040394488376456,0.03084216970786353,0.07732839456248082,-0.06734324056029241,0.0010604581637809008,0.044750230510948945,0.002824774021042168
CXCL13,,,,0.02838120617337766,-0.033397042012137675,,0.014320090864624744,,,,,,,,,-0.026960120483090304,-0.13490987094092424,,0.10197761679810555,,,-0.012546175177888436,
MICA,0.023065904369771944,-0.09874097073475625,-0.0034712069711236907,0.019449320232268023,0.034211486447623264,-0.022697703569697365,-0.010372642142634529,-0.0036264916838292392,-0.18921149144443,-0.019975354909363974,-0.01967872604403206,-0.019287531344081982,-0.13460346762145467,0.03020623137017988,0.003769327219522916,0.024002607844654526,-0.004072934674904133,0.0724042908540354,0.06350142013607894,-0.03272871483124646,0.003079504643810546,-0.11326652266111148,0.05978519151407223
TG,-0.027625268563860543,0.05207873466381559,0.03716185569062714,-0.03220237862827629,,0.005106426439616719,-0.03131569029469966,0.021800912166588648,-0.012316062518389894,-0.04013873750531051,-0.028404196444335436,,-0.019782105273940285,-0.028348194000736255,-0.03203802841587552,0.09875918513681523,-0.012308361808247405,,-0.0007314624930707242,,-0.011285048622777464,0.01783111208485797,
ADA,0.013868503627884155,0.010775427783614504,0.02149911408638358,-0.004764704058206246,-0.01762450609858573,-0.040370037939122805,0.057470892460264905,-0.08944975571347547,-0.3140330859440079,-0.016346941715732574,0.03842607979965847,-0.2441202717870126,-0.09372892948633053,0.01142041993727945,0.07566591675545634,0.09983925857504836,0.09440111549597896,0.09202949648792752,-0.058343683750959434,-0.05948846795500193,0.021321817225063495,0.00882698201718354,0.1666463575671725
LAMC3,-0.05102768893650481,0.07409837288083816,0.03680236699188157,-0.02181607896197357,0.1487877679496761,-0.03998003851919026,0.02765820778745041,-0.14668703476306147,-0.2150885996073296,-0.06504858063104764,-0.036164425039451914,-0.10703851532644376,0.026243344061437263,-0.03927903191132159,0.13219834045561785,0.02523534982012328,0.0726267939833682,0.043250833824359076,-0.04805934863079226,0.05110315098566332,0.034643578103966795,0.11963256452849368,-0.06768140765282186
CCL7,,,-0.05281015566042579,,,-0.02307879227666167,-0.0653383552663709,,,,,,,,,-0.036062105678229234,,,,,-0.014443458767410034,-0.15559572998213841,
NGF,,-0.04578958629401944,-0.031825831424274045,,,-0.0021424253394463446,0.011238084645944633,0.007736644516454132,,,,0.16266813409981545,,,-0.05552806393918844,0.04659148361864314,0.053627132913802215,,-0.03154394288835701,,0.016231283922624285,-0.01881486464375237,
TNFSF15,,0.01205051027575075,,,,0.024939154641257285,0.007124764669359206,-0.07167227140031489,,,,,,0.09011280216914729,-0.05144856948716045,0.015094752617288728,,,0.010087672258040886,,0.01569672090226505,-0.07460774482269517,
HMGB1,-0.04868358895117757,0.1399505686754069,0.06812773030044492,-0.0260676208604337,0.10526116392389744,0.023715588100482538,0.053132791724410884,-0.22481788028555375,-0.3773876991112603,0.15839516321928837,-0.034860671970255094,-0.23339840130424758,-0.00740620232214969,-0.017106042832819166,-0.025408268885836888,-0.14488701439175153,-0.05196537423043018,-0.06371540219563228,-0.05346850364418671,0.02623047724531343,-0.07009699875130346,0.12542309177929475,-0.01171172395696036
ITGB3BP,-0.02269129990966187,-0.2163190773514927,0.01568441093007491,-0.032944231688222345,0.04837202144224671,0.02224828117899061,-0.015115707567099413,-0.22578697595711697,-0.3093310053093715,-0.07122326449632758,-0.002292945566306578,0.008882058894686675,-0.22221500485525145,-0.012155875792107034,-0.011022643423610754,0.011337654073152497,-0.011576593903060293,0.02659462607642668,0.00203090265684625,0.06791069974434823,0.013230710481657349,-0.11317777769868037,0.0026906888070265113
AANAT,,0.02938756580089523,0.011086988013112496,,,0.01355771060984622,0.010789121991846607,,-0.04610821031200311,-0.03896972247880354,0.037945233810087665,-0.009643939228386734,-0.0487459324220706,,,-0.07680392539566105,0.0372604860785431,-0.0344278303881494,,,-0.015281781699611106,-0.00032909776177717225,
RELN,-0.022902080044768403,0.1296408531777069,-0.05540451979174154,0.023715392237298853,0.014630810699687684,0.018873428874072538,0.07033053559419708,0.08963543091544715,0.21930887783144912,0.09375781321386249,0.02302176388394568,0.11357704354011924,0.15334120162692438,,0.006241185087413987,,,-0.008706707870952927,-0.006009278273486484,-0.04708508612659024,,0.089005220451388,0.03792146292428728
IL15,0.026432414334485323,-0.07181050271907022,0.029635297175044782,0.010751595215379547,,0.01799040935234465,-0.009986435445731589,0.040963310656726794,-0.15627021235769467,0.004276525224931571,0.0012985903012724116,-0.06977491732456763,-0.02884521705465874,0.06981185621482996,0.0001841373299386339,-0.01236154550989438,0.10500133401454305,0.07522800449386496,-0.0054585432398436265,-0.03573191328052936,-0.004802165541734594,-0.08681791752377059,
UTS2,,,,,,,,,-0.14786841893014535,,,,,0.0026377226197933736,,0.020964687078546908,,,,,,,
BSG,0.025589891320586443,-0.10882102615214383,0.14709182207320434,0.01614598755512101,0.06358154966924874,0.04164801688931155,-0.06621002964912416,-0.07330897980620495,0.19469256569268034,-0.16083372054558803,-0.029349265222584995,0.3982801138870231,-0.33437657734908555,0.043096108880169924,0.03929279298052983,-0.016550355673267205,-0.08534276790406611,0.030994993437495275,-0.13771384605532933,0.06274975299758768,0.03351899491812255,-0.06163699436750395,0.20195507200114787
ADAMTS3,0.04965755058155042,-0.042989100613874356,0.060593242901007406,0.01894457651643622,,0.005693231106361413,-0.009875610780618344,0.019745224043290203,-0.4193311713568879,-0.01765981662234038,-0.03698349377009325,0.08892714119383671,0.014512789044700441,0.004394787917289453,,0.15172159754178594,0.1931560650841474,0.07017508834921757,0.1590806031525119,-0.025460553822359972,0.035055639077307583,0.02184788253498892,
