,ZH8811Abulk,ZH881T1,ZH916bulk
BMP1,-0.020158367262754585,0.07274055674724238,-0.018128068309367633
NDP,-0.01755816561726329,0.05287885526366281,-0.050051208877549415
TNFSF18,,,-0.024308724670360424
RTN4,0.06250908285414458,0.006939335199238134,0.0015837892321248403
HEBP1,-0.05834988457724833,-0.008119276927791986,0.023870995006060693
WNT7B,-0.03199836020812369,-0.013651158008678024,-0.03134578205543236
PTMA,0.06384238232295353,0.02923644270997214,-0.057359825494732876
CEACAM1,-0.01793025944347383,0.040461524002998746,
PDAP1,0.011244076457647122,-0.013645026624522999,-0.03182743025301782
QDPR,-0.009257815858017205,-0.016751804700745384,0.056137893236670865
POMC,0.016670049165187384,-0.03859995784029932,0.039423798232165214
CCL18,-0.03281215483834148,-0.0264210438359496,
CCL17,-0.012720651226193,,
TNFSF13,0.04999575338639278,-0.02649672759595059,0.052173385777035966
WNT5A,0.04156827865521717,0.02811830998440748,-0.0005660709195890846
CXCL8,-0.060796619050604385,-0.01984819559931106,-0.05295639146307646
GRN,0.02403737387633878,0.007974355716152093,-0.038141860488069834
MIA,-0.02635438454174106,0.029988544595972274,-0.0484421834035042
COL4A4,0.01720828413254888,-0.007006022877092075,-0.02955564915407566
TAC1,,0.025737766155000716,-0.0020587411487043524
RARRES2,0.010357546716842794,0.021420797238847076,-0.029715030196830482
FGF7,-0.03911093464176414,0.028452130710022363,-0.03922867891793788
HBEGF,0.008079887226695032,-0.015445830293583065,0.04501604765164963
CSF3,-0.06801156366076233,-0.03382809053501827,-0.015172913407987614
PI3,-0.06481946779454174,0.0035277967803889502,-0.052455283822119995
PCSK1N,0.07475506024659398,0.016583906157831556,0.04404492156073858
NTS,0.11763115257058059,-0.0072676169049961815,
SFRP1,0.12227113609301825,-0.008821339320746453,-0.03878623185512156
CXCL13,-0.028573190752959082,0.03318639340660362,0.075534217774491
MICA,0.043736983978423474,-0.025658806137697,0.015066126528208502
TG,-0.016902565134532574,0.027047824880807914,-0.02778985176782768
ADA,0.0394638605801851,-0.0007945971306285856,0.030330481404530468
LAMC3,0.03909034389242837,0.03655333616377459,0.009630597348424612
CCL7,-0.019065324070045186,,-0.03411151376788302
NGF,-0.02201892300630817,0.03572913543457366,-0.035233561736586406
TNFSF15,0.02710010870999977,-0.02100666346558882,-0.034407801156485576
HMGB1,0.02987298405815013,0.005102385013710473,-0.015912337993985545
ITGB3BP,-0.015620144422036413,0.006734158719893705,0.051781502324443035
AANAT,-0.016725668775208535,,-0.01898300358317353
RELN,,0.047951885957171154,0.031886368243473136
IL15,-0.001824088226225778,-0.02014259424421056,-0.0553981068750423
UTS2,-0.014243131073450438,,
BSG,-0.04164636418433337,-0.005547617303424412,-0.054294404867478455
ADAMTS3,-0.014546300284053498,0.0054199485708927905,-0.04834229323954007
CD34,0.038607581679642025,0.015135388368568226,0.07817165670043096
PLAT,0.07167064931747179,-0.0703810825097602,-0.07197891035790038
NTF3,0.02420181023638001,0.060300541149723594,
CKLF,0.01568243612332418,-0.026030956161272333,0.1183194919535906
CD24,0.0029375753266300307,0.021995569154063192,-0.01020719849133993
HSP90AA1,-0.04853172448864482,0.05225809471964975,0.029079898774519764
BMP4,0.014723307731873638,0.022515738701549395,-0.006871463556750465
SCGB3A1,-0.029018229218985343,0.027726592587985068,0.006562191317127557
IGFBP4,0.05522873212370248,0.08405561672468455,-0.04201964200455757
RSPO4,,-0.016685207324246942,-0.02393681558447119
LEFTY2,-0.01618430115801151,-0.02109289765132247,0.02349763981490148
PF4,,,-0.018751062104580538
ANGPTL2,-0.04345356580237187,-0.09391398133165905,-0.026822715451942685
LRIG2,-0.02676454266754187,-0.045609838381485364,-0.013241488354607214
ICOSLG,-0.009105377876872711,-0.006844371326111189,0.024447225443346838
WIF1,,0.014642278400940843,-0.03440779833280871
NPPC,0.03310821850881863,0.003480261081260555,0.05736433903297668
LYZ,-0.0442437316895592,0.040307269349114334,0.024593540619209108
EREG,0.030786642772584957,0.0068778631601857255,-0.02158802716181494
SPTAN1,-0.03150279002465105,0.002312338565453924,0.023481501860257804
PTH2,,0.06248593621831591,
LIPC,,,0.004165456117741349
COL8A1,-0.04959951325798127,0.021179766461158357,0.01277697541147032
GSTM2,-0.017594931828920767,0.007842112267473793,0.0563451243666306
SPX,-0.019222537960216324,-0.01917778305880599,0.019598296185670504
MFGE8,0.01904656376946864,0.06938629221445053,-0.035518303616180864
TGFA,-0.03578219254065939,-0.004615834902465275,-0.03179038271415249
SLIT2,0.052040955206462486,0.033178220393104925,-0.017541470449165913
PLTP,0.05117713995138057,0.039840919632057256,0.035536239533002674
APOD,0.02247537434616726,-0.043085341921875873,0.05028848781479604
B2M,0.02497427142546899,0.055265768895505385,-0.06845073610873192
OMG,0.05345030721614536,-0.04468343933024878,0.00946694912816759
CXCL3,-0.03799176677315133,-0.06200363627258089,-0.054874127661380716
CXCL10,-0.019687392946855915,-0.040143768145231164,0.09984122702385868
RSPO3,0.041622573988457916,0.08747983083908546,0.044160906256225
CORT,0.1141355175572008,-0.0005160357876383809,
NCAN,0.025292965503449498,-0.05525415231092405,-0.04324104645163194
PRG4,0.0603031977697331,0.01640301576498703,-0.026098923856181577
ZG16B,,,-0.015996579080605592
TGM2,-0.0040282260458719054,0.06701206635663692,0.010809708442658338
VEGFC,-0.005894985366476798,0.01311565310649277,0.021104578895154633
WNT6,-0.01365738718878127,-0.01864537806290031,0.04371423344315587
NRG4,,-0.02925467911983563,-0.02485748008645526
PMCH,-0.019378589546092694,0.012015476317815674,-0.031833580673516444
COL9A1,0.0377182119314034,0.012857931363675775,-0.005873218439356489
GDF11,-0.007492963416329255,0.029764913066399026,0.022804827712068404
IL24,-0.014448209401044994,,-0.02778983581011908
SORBS1,0.03333836288325829,-0.05098296722299093,0.00419424575128988
DLL1,-0.030735127789448372,0.011774836756299015,-0.03634145782056146
TLN1,-0.04040684019786519,0.008947293685794468,-0.06247627789597531
COL2A1,0.1078179504463728,0.0036689514005990268,-0.022395255345474697
SHH,-0.042382731149625145,-0.012231380147512258,-0.023084390989078045
PON2,-0.015476598029894624,-0.015050595392431766,0.022040144064126282
ICAM5,-0.04038671950954299,0.012399484579434948,0.01617544694682146
HPX,0.03481440042613216,0.045575078738956616,0.037680328313943225
SFRP2,-0.022810536207938013,0.022234072212024114,-0.03779288806780907
CFC1,,,-0.021994958737644944
CD70,-0.0298633688663716,0.053475041458931366,-0.008475164465441096
HP,0.03520929966331443,0.03125105505583751,0.018338169759950826
CXCL2,-0.0894565578089453,0.03455886571636329,0.00019064309277110354
NPPB,0.006151313843792235,0.010518165320759243,
CCK,-0.03743654880030911,0.03006441860817228,0.005229754607287672
SEMA6A,0.038892011016832984,-0.012200830169162636,-0.00658394393057507
IRAK4,0.030207729567090412,-0.004862664162328981,-0.04810114198711548
GSTP1,-0.026191480348785236,0.005849673437239527,0.07396887317275547
VCAM1,-0.012327013506729862,0.01448565367124099,-0.017776574209684932
NXPH3,-0.026286292311789018,0.009341891276013587,0.031039328553275094
MTMR4,-0.025080560593436742,0.06164324094660034,-0.011789054414672909
LAMC2,-0.01776275545645768,-0.02168156053116728,-0.02393682876162376
IL10,0.006693740060187563,0.009995042175679434,0.05674270736576738
SEMA4D,0.05551902317774349,-0.008111511781752376,0.029609950376591317
TRH,0.025711184583411456,0.02828734908507423,-0.06576493691127083
SEMA6D,-0.0017560275589545288,0.0306078966491865,-0.01578564297005843
CEL,0.05620095822875841,-0.03325953743853981,-0.02557323584350632
PDCD1LG2,-0.014192536716550934,-0.036510137730844695,-0.02226329843930102
SPINT1,-0.001020863695140075,0.06432989924693684,0.04012253415143466
CTHRC1,0.05890383523074903,0.04229288006076424,0.009906749666506077
PODXL,-0.004918821700440167,0.021046281395831302,-0.08367113295229242
JAM3,-0.017558554691510065,-0.012459152615432201,0.020807656964527115
TGFB2,0.0066599045430359455,-0.006263829323631553,0.06294633112073299
COL18A1,0.035868580995768264,0.04770893864550019,-0.04986121523649244
NODAL,0.12463327394090552,-0.024794490614484042,0.011344607425172393
