,MGH258,UKF243,UKF255,UKF259,UKF266,UKF275,UKF313,ZH1007inf,ZH1007nec,ZH881T1,ZH916T1,ZH916inf
PLAU,0.10067851296945099,0.021129867560777754,0.16808924378792414,-0.011516938031216775,0.17545506067422031,0.14241783020415308,0.0015464090195996532,0.0907068958549439,0.03619301510450481,0.026583082646743337,-0.0002619511109494989,-0.04731824567121355
CXCL12,-0.018396237156013986,-0.062345426440848846,0.1519585422780075,-0.0012375670008129627,0.059320735075040994,0.015974277422044197,-0.04379352586523547,0.02573159283976388,0.05482496294603661,-0.03544970947884657,0.011760121792577925,-0.06146238794206546
MMP9,0.10049141270162226,-0.041700980487142714,0.061502867040275445,0.00228588063203119,0.05591254586421729,0.03560950011337195,0.00046818072091322013,0.07342176249958557,0.08555723609064152,-0.013000458327348955,0.012484184402161785,
TNFSF14,-0.041734018930364054,0.07677862613571242,0.09235210610758254,0.03673018897665172,,0.0066648200506322815,,0.007112650318709934,-0.011290274557381151,0.004907750206928196,0.04603244959647799,-0.006736880964801711
HBEGF,0.037384860374415775,0.007282689496226393,0.020490950158478148,0.0015255012201012249,0.09445627568537307,0.1377175033548472,0.02198331522572614,0.07484949762200734,-0.03585796494137354,-0.0008683808186828297,0.023385007365160387,0.06128379709107016
NUCB2,0.03555712041282216,0.008684541981769768,-0.04396828339726395,0.0018578420025925951,0.018801783457640685,-0.02135091445552782,0.017721651880132333,-0.045765092258205714,0.011848793005129284,-0.013344225129396292,0.015444690710551547,0.07824634673234912
VCAN,0.03604176157484336,-0.01716166833453862,0.1556779718085597,-0.017290042420819888,0.15694923261967697,0.020110075840517275,0.0016023013656705565,-0.012310540990316568,0.04691643751841324,-0.0206984664508506,-0.05152300668795361,0.0031964982189944275
VEGFC,0.07049988618926911,-0.04310490076697353,-0.06130983349989513,0.04297224475758296,0.05917622210109423,0.0531666259726722,0.09561168074645493,0.13417583199886257,-0.050539858053457364,-0.012233113947930621,-0.046558056532605405,
LMAN1,-0.007364003982332542,0.02840568760837289,-0.15730338249762263,-0.005080565317479863,0.007587361932284618,0.07564687166162092,0.028480348426792867,0.02810418963550967,0.030517524153902048,0.019154211178992683,0.02927114003928913,0.02198409207719438
IRAK4,0.011394173635827912,0.11227870669415518,0.07067019133632126,-0.030135733550504487,0.09240149831392454,-0.024493185355086215,0.04691489107869462,0.013494804494938948,0.027731889560983946,0.04428372542004881,-0.007741785436030733,0.10437848177443335
MICB,0.006482807594833533,0.015915828226472046,0.07396463150768316,-0.004535626176163777,0.06051035406010679,0.018029557729228565,0.047225075325752944,0.04184129715178147,0.031840249446771315,-0.013978941661339991,0.015563945392163296,0.15148044253755819
COL1A2,0.05747461014992257,0.030342495549040217,0.08962585688715269,-0.002370558948460859,0.07079674193519188,0.04879098918738294,-0.015716795545042916,0.06431859995505626,0.056860181971262705,0.020669921425233044,-0.005947184486522581,0.017708144145701005
ICOSLG,0.006778074703164527,0.026622588447393576,0.07765355724170502,0.008396599295989779,0.12431912932791107,-0.01742246457698027,-0.03675231538859041,0.07045347240318964,-0.06429448279064828,0.014910168425790174,0.053955421354362744,-0.04479217725240745
GNAS,-0.01389511741201652,-0.002756841592999819,-0.07346683348017459,-0.0493071429435507,-0.07417874321968453,-0.017999530992075727,0.001883645936582267,0.08343900396787458,-0.09691141136623005,0.05891883683408315,0.002901224423891424,-0.0019068603141417118
C4B,,-0.04579679430555967,,0.0452302585296119,,-0.012042742529800329,0.015832986378646944,-0.014768934441834266,0.05525334854794301,-0.005406138790004848,-0.011246048248680179,
COL2A1,-0.02672385140172451,-0.0417009978692245,,,0.15026273101431267,,,,,-0.0015300666197515021,0.013277583933974949,
GSTM2,-0.0026443198800428316,-0.005074011816800971,-0.07159393889680506,-0.0016007677814302442,0.03246499256516209,0.038639306754148735,-0.024414946598474332,0.11883868976992848,0.017230668549567313,0.02094041110784969,0.016995943425082455,
NLGN1,0.09718478288387081,0.045579759777490764,0.0771894761446387,-0.03606398957537503,0.08471875040011925,0.013282736059551001,0.05296897600523666,0.004683563632835081,0.017833528824117234,0.02272143187202547,-0.020228127285801298,-0.016120061636525983
SCGB3A2,,,,,,,,0.09964640419567057,,-0.010919268640066539,-0.040028151469614,
LEFTY2,0.038347716952735096,0.013028209188366863,0.15532527481115965,0.0018424454158222385,0.15468914887736424,0.019713079241748494,-0.01757552978031944,-0.015017055318542284,0.11443696752297329,-0.02775863283573512,-0.06761040815948911,
ACE,0.043084527166921835,-0.05365954797152184,0.12932023227194198,0.017399474228157796,0.09107066438178442,0.034102553596127495,0.03624417305769073,0.03996250274897829,0.06418877346355623,0.04693024593088488,0.00954289373755615,0.09981136617923562
RPH3A,0.04570820891385125,0.05315386926663937,-0.019757226830448647,0.02340860714135814,-0.008321476499518548,-0.0005109823307612237,,0.05918514857572117,0.0679304844920044,0.009187402048806215,0.06297739130134573,-0.05784164729810666
NCAM1,0.0061791797050987024,0.09258918926438106,0.12050021821161092,-0.03742256478867576,-0.009411764456457715,-0.052608172825249315,0.006545057596409364,-0.00847846257366779,0.028898033306153297,0.0693887036772423,-0.0387430967719052,0.07680200337568698
GIP,,,,,,,0.03814085594180641,,,,,
EFNB2,0.022002081128071005,0.015798431381013948,0.062450968428816776,-0.04053309597803577,0.0495639565209624,0.058657365010648346,-0.033744881025497164,0.01773586895665855,0.06157620191689782,0.05820672860409242,-0.010553730645646225,-0.09658062902614178
ICAM5,,0.026253831348621817,0.018867660688514445,-0.015795600809818587,-0.025696661064810465,-0.012770583486964573,-0.02417307756063704,,,0.019966954869655978,0.03322158150161061,-0.027339145807148038
CCL5,-0.0067011817793378,-0.02310124542512094,,-0.008885285290134834,0.00013424642788095357,0.00970902308498105,0.05826941049744678,0.08836983929505736,0.004051707402367384,0.015412052644534456,0.05001319323391891,
PSPN,-0.02256369191909443,0.05624018407234905,0.03328504291703357,0.012987806773467064,0.031092600702924716,0.015017266657683024,0.03898197537630203,0.0197795549848541,-0.004376231769594478,0.007744307234194756,0.07263901923468973,0.0368779469147095
PENK,-0.02325239695356638,-0.022168514000080488,,-0.04252051271256608,-0.06912553751286278,-0.0403230006656697,,-0.019609187384969425,,0.014758586751471342,-0.016478567306883664,-0.030815874972155564
EGF,0.047467289848006314,0.09555520368460367,,0.01858633968081373,0.029406449675123035,0.004027919792397083,0.06331089457757057,-0.03314861243024226,0.013192085353408902,0.05613888596003796,0.03965273996902308,-0.041281376391587236
SERPINC1,,,,,,0.0029977842169362614,,,,-0.030930123441713423,,
UTS2B,-0.02291260265653414,0.0002838513398017049,,-0.025614253627288235,-0.02936924398640455,-0.03009958269705347,,,,,-0.00670237724218917,
F10,,,,,0.012306558260598042,0.03488676480908783,0.046280870299891544,0.010523992107812529,,0.05227480349269673,0.01659480643587034,
FN1,0.0657211510590647,-0.04364772143374112,-0.0637756744448627,-0.008311535721802734,0.09684437587861318,0.0486763853126713,0.015473228854337183,0.05585914753939133,0.02726234970566658,0.03724217567831641,-0.01574574867650378,0.031525477141400575
FGF2,-0.01036641116767642,0.04827510939553415,0.019799616633680732,0.020632198620683623,0.04911650961619648,0.019824688396232734,0.011451927754801736,0.048900822996308685,-0.0026484966775495253,0.0034199941821093463,0.04283546547049116,-0.12687257613315997
GDF9,0.021148493021442397,-0.02753193509502627,-0.02876802725525349,0.06266352032704545,0.10441641245480299,0.04864534699646479,0.06549087657412511,-0.0038477487979547927,-0.044584647587523445,0.04361772183712501,0.01160811406404484,0.04625776094417916
CSF1,-0.010414361293546795,-0.0156265838291391,0.05984853967784386,-0.01276350908576623,0.07959618118367681,0.06211408308993397,0.015612459746971246,0.14023144040051588,-0.009612098140236669,-0.04081015660883631,0.04462928041710197,0.02094208773496054
GZMB,0.06786454387789081,,0.060671536504592,-0.024908142774486948,0.06854230824052678,-0.05077660813256142,-0.010825102508708205,,,0.00303405022484105,0.006926316983634601,
WNT11,,,,-0.0346192823511439,,,-0.030975864818621367,,,-0.00040419660926263053,-0.03238969319193622,
GDNF,,,-0.038043183130577224,-0.013655613468830482,0.14521948755747072,,-0.010595739428316132,,,-0.009833869475582293,,0.03261858385934098
FASLG,-0.004910963605983198,,,,,,,,,,0.04636585165150935,
SHBG,0.0555545572983477,0.03588419669752543,,0.011373360563071078,0.012033260321898455,0.008965547997978952,,0.007988534718414196,0.06061748137937186,-0.02182373047072798,-0.00827113371054422,
EFNA5,0.04417582532677747,0.01885637238014702,0.023535018404129967,-0.023644196086844534,0.048429134954062335,-0.03186328836726879,0.030713980099843125,0.0412499568534241,0.07189705735073006,0.061646819253194665,0.012598183746602532,0.15760526147256393
THBS1,0.015353825796227719,0.02741949499772813,-0.061097746226105885,0.05689321966285696,0.07443148783776293,0.1044045100127789,0.018273085992728446,0.033115185510854704,0.05176698204883077,0.038349917772057734,-0.004442246945113076,0.02679319286326923
PODXL,0.02559083945961945,0.025488626864296322,0.10659269248417924,-0.018746591452665093,0.13594477440633398,0.08176591608612195,-0.004653004707007406,0.07536635089882752,0.019788756052039752,0.0558018297078017,-0.030209152626776783,-0.02959181175499802
LCN2,,0.12372718895279691,,0.007576532237561813,,,,,,,,
C5,0.02059034709008928,0.01835292051225161,0.0117656070578944,-0.012409724484205655,0.09215459190158204,0.030899477439174317,0.057917923137304456,-0.005878480523694568,0.08053417246222913,-0.07713171896860888,0.010317267705306398,0.0702676678384433
DLK1,,,,-0.04263211720392828,0.05902221896695139,-0.0417331339487256,0.04077990433794047,0.0958746623775618,-0.042460752176116334,,,
CXCL5,0.021944684206476498,0.028565954023022474,,-0.019598977141678433,-0.00018442151759169527,-0.0001368590334678428,0.0028145595093495767,-0.04354196102393156,0.0438434436264243,0.005988058621687613,-0.04303321992288333,0.15229001484221985
BCAN,0.0637989718515262,0.06766119240806412,0.166216863923524,-0.045171262857250476,0.14484838991426055,-0.09222392147198803,-0.03125225446909436,-0.08449505574669515,0.17655684187492487,-0.06188892210135151,-0.01313511238438656,-0.017888658118953512
RELN,0.01813551984606248,-0.055414404055960154,0.07264626842600853,-0.03701436723537208,-0.03592772996484389,-0.031034179066258705,,,,-0.007312059897468798,,-0.06424407709153869
COL4A3,,-0.0029623238868084524,-0.026899045075047062,-0.019571514213430487,,-0.02967890769269901,,,,-0.04434367811501374,0.057270016786791646,
GNB3,-0.007078176314790015,0.043660748028320685,0.05318685919797467,-0.009286355218119918,0.14721543713363017,0.03442754778767594,0.0601406150797162,0.07819736223545395,-0.04934206597035403,-0.035745080496474006,-0.015777010256406935,
PYY,,,,,,-0.0009650844584928905,0.025099806620754648,,,,0.07349130776433485,
MSTN,0.004813106661781148,-0.027369138553857735,,0.01621138871893205,0.0689511841315712,-0.004608188007375536,,-0.033148632371804924,-0.041031494831049134,-0.03405215632807669,-0.0370521508127089,-0.04069620562344873
COL18A1,0.029383679377450084,0.0053148287543105036,0.18088182421262428,-0.004086491779269045,0.14031787921839495,0.1149373093276177,-0.0018430862706547758,0.0595267076135405,0.02990310003028165,0.06582743378650341,0.03217114384534624,-0.024480404943829224
FABP5,0.008301122372422637,0.0715103521749257,0.13001700780020656,-0.0005189553672335559,0.12267423080841194,0.006065344791070787,-0.0009719182547168032,0.002233092355921751,0.1447388856570222,-0.053871950560463476,0.012559868554235694,-0.09146629539178786
TGFB3,0.03203908828159817,-0.030469575969130004,0.02038965689423851,0.014873600953465625,0.06938257412563135,0.007564608620132233,0.019976327154178287,-0.021012989199065548,-0.0004593955956678124,-0.017903295254349718,0.03541264257189206,-0.019685862641038974
BSG,0.07065440554744164,-0.06286334500223258,0.034797844423277186,0.01687680544476948,0.12908371594665866,0.12571320173939576,-0.04152215403658518,0.042238334498275014,-0.08462823017611763,-0.029620304575938554,0.04047843656158759,0.056190240899119906
TDGF1,,,,,0.004078496278721589,-0.004041080653161944,,,,,,
BMP8A,,,,,,,,,,,-0.015611524864455275,
S100A10,0.0038227919566974017,-0.08198491634263728,-0.04023950824414682,0.019883182046987517,-0.019753967432585916,0.14545561514035613,-0.002020797441745974,0.007153163768067028,-0.12603062540051974,-0.06243670699382082,0.004731071469099987,0.04686118389240545
PLAT,0.07151076316179805,0.09876993626036781,0.07586838440040017,-0.0235747230072087,0.0907763384008231,0.1338236034563335,0.010367887297384063,-0.023821282535483445,0.031294599874346074,-0.05836488604463994,0.025068202144934347,-0.03634703396319448
SFTPD,,-0.02888172273144461,,,-0.029241677332114937,0.003901915115822723,,0.03714704892942403,0.02396313258811873,-0.0021660189632437582,0.009224929010335737,-0.04010396404009019
EPO,,-0.09667484433986434,,-0.021075804941539555,,0.039176674491688525,-0.004367561908317784,,,0.06705021311771832,0.009923432673224458,
FGF7,0.11633440981444093,0.002270608222629216,0.02906617021771083,-0.01144733252096952,0.03353838547453998,0.0163051491215719,0.022140681961652357,0.14257023738521896,-0.038485704411241384,-0.016770817303598553,0.05290127448899843,0.023256339057306882
CGN,0.002389482408315892,0.034517359611101084,0.06500713896502563,0.02822151049772764,-0.005232615119619535,-0.00728426855095559,,-0.054549994515426664,-0.07073115431429071,-0.043558205615098884,0.0058593572274199925,-0.03572622311363027
FGF13,-0.034585897130864754,-0.010102031302838823,0.03410653539199458,0.004110852526670412,-0.07860205280736136,-0.08845722634883152,0.07211630366116605,0.11424261788320826,,0.049697016931653314,-0.010756768753198738,0.05798815374636516
CXCL13,,,-0.045542902932836186,,,,-0.02123296106125163,,,0.040147963602017035,,
ACTR2,-0.04846117616352918,-0.045313236262095484,0.036438959437191505,0.017770708241033346,0.03171246155936926,-0.05049775346157605,0.05022929318416983,0.004815387036325068,-0.12695102610940256,0.00047606330111239417,0.0004316430528951558,0.053385579804819276
SLIT2,0.12813180915919953,-0.01736226958022838,0.1378896674167163,0.02969152759381271,0.010091716645915778,-0.05131624137739887,-0.0032343002928629165,0.00440652203006638,0.08374644413091947,0.03441070942251586,0.07213565858183685,-0.03732011439906297
LAMA5,0.020875435253428103,0.018674646009133065,-0.05675883587605268,-0.036277752446212834,0.10616455241873275,0.0746072691034171,-0.047072204161478205,0.16616815665128704,-0.10676138355041018,-0.052930559013732253,0.019374365763189356,2.8041386860506633e-05
TIMP1,0.018539909653513466,0.030000957255896913,-0.08345472479421087,0.04564827426321389,0.055696983136743906,0.17657065876618208,-0.06278852143249697,0.11892289096679189,-0.12821921720392762,0.0065205283753756,0.015124539534069007,-0.023192224208837
PLTP,-0.028769426308734546,0.07742410915673462,0.15759443978647442,0.0021254394085412215,0.050145817541694705,-0.0015035716771185164,0.03142064210491135,0.03759700599041673,0.004928473653712705,0.06330021501045095,-0.00468109554554953,0.028845046503500022
TNFSF15,,0.018558926465350165,,-0.02343602811079853,0.006142605132516123,,0.0011955436044471582,-0.03976029879973899,,-0.027184664639015216,0.062456710095166526,
PRND,-0.0232524017818044,,,,,,-0.013223637410887227,,,,-0.031284392713744155,
NPW,,0.050158735095783134,-0.06329054150903211,-0.028694400099127056,-0.0023029346172906617,-0.007983359322164256,-0.008570482360625081,-0.04231360745134382,-0.0409594628878254,-0.005049278158001476,0.018851107319700102,0.19539157499554022
SHANK1,-0.012650508214106026,,,-0.04174079968057581,-0.027511921826364475,-0.03798526757396822,,,,-0.0602939439465143,-0.0435108103427159,
PTHLH,0.09257306757473352,0.05490962723393086,0.11124181202257266,-0.010590319427616682,0.03860461730598256,0.0008932592262948839,-0.020139937075873127,0.08441255871953662,0.10585264973094104,0.07689798798977308,0.005943254856684284,0.0005901002552933604
SYK,0.03161660365902255,-0.06576034696873374,0.08097856186449863,-0.057427359030444956,0.029038041786367645,-0.03479524399115893,-0.017105591241628113,0.07670699121074347,-0.0480715042618056,0.05086568837539038,0.03712865164908253,-0.06834352401833868
FARP2,0.024284293070564032,0.026603547387209703,0.029551937437154705,-0.04580612080525911,0.13493561774726115,0.0009397766846336645,0.03763964717342014,0.1123213400101727,0.01759763908164324,0.01122404065559815,0.07527413293091315,0.016404257933757434
P4HB,0.03598048219809932,-0.015123714693470385,-0.12678272700927312,0.07893130813512486,0.12224935799275768,0.15126995977941715,-0.07079447541401075,0.06436587156495671,-0.06718440207906191,-0.05752019284943426,-0.03040045642328797,0.008935706137842659
TAC3,,-0.016160622472668598,0.04095723816034626,-0.020285672568585458,-0.05263703921600509,-0.06522428448780432,,,,0.025220942156898952,0.039892499059148954,-0.047318189311726655
C1QA,-0.06605643535004176,-0.09409928068024737,0.19295345462060728,-0.02483241401217781,0.0039458624857692335,-0.0028614108779653133,-0.015629522822130835,0.029796327723525463,-0.0751838374337269,0.062439949087651936,0.049032269009719444,-0.01660322725859582
EDN3,0.03901523921530883,0.027583492888112415,-0.03705458288685472,0.0030556584260438236,-0.00953514914327316,-0.04881436105161277,,,,0.04133638855188895,-0.023790104245900043,0.1863519727487375
AANAT,,0.03746161923572209,,-0.00779734076244173,,0.010276650933339047,,,0.031133575871884447,,-0.008646749656051996,
GDF15,0.059177946382570054,0.06656785031785567,-0.13240455934427794,0.06151966417731975,0.11621438886483892,0.07548299028403646,0.03811215323887362,0.04742618910189607,-0.12840606917194936,-0.0022664871505230677,0.08931954072932408,
LRPAP1,0.0284022776333119,0.014005710232423505,0.11925912612444044,0.02175186768396549,-0.0645725792741619,-0.08505383468029655,-0.046014065315371395,0.0707994651552326,-0.015364145513449645,-0.06843351100042395,-0.01762235980261386,0.09156951260706958
LAMA3,,-0.018345610576377187,0.033516208574171494,0.06273094056054349,0.002868331556150159,0.015054805924823281,0.022525845059881817,,,0.015000715276262618,-0.01656314891175819,
VCL,0.04764082619056365,-0.005979355698065192,0.06417119596256547,0.044761711562805694,0.034873104395112105,0.04339137876696069,-0.014970261815010025,0.024370366608892524,-0.030562383214025417,0.015092196790485455,0.019960431505446973,-0.05391230623867733
COL5A2,0.03321391417421057,0.1197582834011308,0.10714865377281493,0.011736072334944532,0.1376238930002352,0.10580246551853778,0.012000986527577097,0.07992282157772583,0.03324618143781975,0.021028059323257464,-0.028762787132914504,0.13793378424977099
DKK1,-0.023252404678748662,,,,-0.005583797012857072,0.05674659925081189,,0.14309168825724464,-0.028812521313891205,0.010651827456521589,0.02902656434944444,0.08188476613939907
COMP,,,,,,,0.017301388211992737,,,,-0.014384130873762047,
POMC,-0.025352992269672234,0.05600140050747114,,-0.004709892595437543,-0.0059781895805161205,0.02515386970210302,-0.04200093118992345,0.08396009755055205,-0.07545175469044145,0.0315226234967829,0.060726525045748145,0.02285673589817965
CCL13,,,,,,,0.03971970277891198,,,-0.04681911244200429,,
CD34,0.05749617630811247,-0.0254011810828825,0.1761220589122007,0.035883277589153995,0.1645001358718622,-0.021266569522113053,-0.0016201662178434574,0.08186578144345708,0.0584802071673539,-0.0009743741389045421,-0.01658086405316995,-0.0005290476939415741
SPON2,0.030441096961641108,-0.0168346704420383,-0.0075675406989677355,0.004746189038161845,0.03526479576352993,-0.007791190699523546,0.00814528173671385,0.03214725712889684,0.055238064592719245,-0.0021038329076979874,0.032117722084703364,
THPO,,,,-0.044369668640766205,-0.039228784571326544,-0.028933466110419536,,,-0.05653651980433127,-0.03568736181054775,-0.01415235535747838,
SFRP1,0.01678182851530244,-0.07907472073847234,,0.017861593527970964,0.08178186044581293,-0.0006254453305442831,0.06489070455951657,-0.01565960523000072,0.02524905033441981,0.025237568682935335,-0.03319674313347355,-0.09239273046646955
ARPC5,-0.0212036687160735,-0.06419672965954863,-0.031122175957372985,-0.005401645127454393,0.06853884545326405,0.011138549337991598,0.022961723735832197,-0.03101139563525015,-0.09726483424961518,-0.01668747682861015,0.014709767468131614,0.011419692486995857
VEGFB,0.012513544848054841,0.00674034604844429,0.0031579260957970597,0.021700458637848665,0.03036733523601086,0.01328216843160163,-0.005933608995088376,-0.005876929715567254,-0.08155246611349945,-0.0064257799862267335,-0.020992115549160646,-0.04485269497274367
GDF6,,0.0922391831938773,0.0893937256214336,-0.02869440258173461,0.07579862538443514,,,,,0.009411271012670577,,
LAMA4,0.0494900636757529,0.08794917048692728,0.12515473331897234,-0.07023980412072628,0.1472815722241259,0.05050819866175653,0.0359939822331959,0.09972722787121724,0.06092937602863767,0.051587429780566706,0.0056499671650760966,0.03169158279524895
NPPC,0.033936735304953815,-0.01654789676479303,0.05738243204323713,-0.007407905469737927,-0.03952842918886174,-0.028197254020373503,,-0.033148614004574854,-0.06469299007999806,0.09085948973799826,,-0.03502593127807114
HAS2,-0.0006814141922860367,0.014836077534299727,0.1111409396398177,0.008875209223241157,0.16881618479653923,0.056951651306393895,0.05808431523564215,0.05417945409505438,-0.0024251360007599464,-0.004854900568014673,-0.008216095588366792,
JAM3,-0.031659381933810286,0.03509250117470509,0.07714781959011942,-0.04079622170446712,0.06566263826786219,0.059518603510155726,0.03544015675471172,-0.012427765063225018,0.0966080470950285,0.005280908084507145,-0.007255025918940657,-0.01595698314861748
MEPE,,0.019980098004005357,0.10249439576004438,-0.02523841033777016,-0.018535234965603397,-0.05030876486565328,,0.06479888407677455,,0.014042661380839682,-0.03372510320062712,-0.035725963428526616
ALB,0.009802502493036424,-0.024452162388691086,,-0.018136773282352785,0.041922851510825296,-0.023012047224180456,-0.024173085507806693,-0.03010289202324087,-0.06312625122121661,-0.0426426977609099,-0.001512759199685634,0.08979460900563832
SAA1,-0.02551230005057802,-0.0014751817383696609,0.05914313771562102,0.012608489223005654,,0.10135974369222224,0.020635601727303516,0.03567382219142577,-0.09890297221344392,0.0014187153172009767,-0.0679039153047773,
SFRP2,,0.01807138537895665,,0.023256551988977206,0.007513370857367021,0.052936434597480424,-0.025201897312498493,0.015542199139766302,0.005456716180121387,0.015275883222029796,-0.01764128957859899,-0.05370104893720928
CHAD,,,0.06800454498401118,,-0.006567021876760868,,,,,-0.045182088086617195,,-0.04783619675719243
CXCL8,,-0.008697325156173686,-0.07814461439169192,0.05791650602337869,0.10941707538409352,0.04063072816296806,0.030210149258616086,,-0.07478561008254468,0.0007052953099263162,0.13465937679506712,0.02049423352452059
VASP,-0.019826320819377755,-0.018963627790251084,0.043719687297067336,0.0366950823818419,0.09296583806691557,-0.0058521196971446626,-0.016107869962438643,0.0022799354611073366,0.03168228922117741,-0.0059724307614962835,0.030609693111856483,-0.005497914028973018
PDAP1,-0.020440442739236342,0.010845111522356553,0.0027142590634940886,-0.018900610383554547,0.0633549007157799,0.007565536873999843,0.06652838146703305,0.08390533065145817,-0.07335187065527202,0.006806106876996618,-0.023624508933356436,-0.010350058997737709
VCAM1,0.0031342662007551587,0.0606972412759158,0.05789572003506603,-0.0226035987372331,0.052594765499354545,-0.0684619237701501,0.0738529636555919,0.014478867425445493,0.028025913220600596,-0.021941121270386336,-0.000964679255074393,0.10982360726477043
CALM3,-0.003875229987909652,0.06611769980626467,0.08325501036424343,-0.045544721104710736,-0.11474492510870486,-0.12935825552535835,-0.014904709429907783,0.047891851396167834,-0.09212667429188451,-0.012099105500498149,-0.029980065577210013,0.03744595978494975
