,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH881T1,ZH916T1,ZH916bulk
RARRES2,0.13340132762818327,-0.023250813223019397,0.024227547424544624,-0.013200937260825203,0.022296808014318742,-0.012719008110358969,0.001761710968373173,0.06696184731210679,0.08446319093003854,0.035792489723924986,0.016220638155853898,0.01209649893507719,-0.022749307491303654,-0.01208347830108157,-0.04989896810662583,0.04389648714495252,-0.0005535559308352695
FGF7,0.06494995158748092,-0.019520823117280497,,-0.004830855901293226,-0.03868257070961918,-0.0010023581487798654,0.013651845135468871,-0.033926001113988836,-0.01710997124830305,-0.0399070596297141,0.03264568916517803,0.00559229749700998,0.05351347670171596,0.00202251828740689,-0.003184535694662008,0.06829002591904292,0.06432641998247696
HBEGF,-0.057563414029470024,-0.003260601996515937,0.003353317577026967,0.0061311787616095265,-0.0509983032085614,-0.015201429656278628,-0.006517039449251957,0.05983439378810477,-0.012714091397805152,0.007231803840942436,0.052975224004878266,-0.038918406987821556,-0.013551905658384876,-0.0023733065049427932,0.010019341882410878,-0.05623112046017508,0.04895497306177203
CSF3,,-0.033178209341088984,,,0.00021503822749564545,0.017760554997150887,-0.03361744688034543,0.031145492827078042,,,,,,0.019179301915008006,0.011027547470878696,-0.021728513843808698,0.00733067984420685
PI3,,-0.039304536531721675,0.046329870252210414,,0.02929581283952113,-0.0268187970884512,-0.03634113118062356,-0.018235121005126993,,,,-0.019845950900376982,,-0.05735094063104084,-0.04595242122972197,-0.04720884199154021,-0.012246801911013508
PCSK1N,0.12460096618637495,0.0125728356163153,-0.025638711938800837,-0.004850804338468389,0.05184926793599921,-0.005321805752759976,0.009069488491959257,-0.024357405556166518,0.02764580473262927,-0.010351232356143152,-0.06691923399153149,-0.019147630897858155,0.0045233853748420745,0.04295307191908625,0.03958460339213456,0.06941766794756203,-0.005853190795834241
NTS,,,,,,,0.01736538631779846,-0.019904879686428657,-0.017366319138439,0.022013157369715687,,,,-0.032809766154174934,0.07855018990065847,-0.019334392032343647,
SFRP1,-0.030830326389571634,0.16553390096461643,0.03473976065990508,0.00033550561704504553,,-0.012505430310194321,-0.019131990503576116,0.0113029561799607,-0.02272424972438067,-0.013718239591981875,-0.01991408856298743,0.01536482237711353,0.025589904745975566,0.05677256586496133,0.027946127325267876,-0.031429254902944063,0.03495285535341837
CXCL13,,,,-0.010220539029213275,0.045740930364837694,,0.020370437824172673,,,,,,,0.022608687299482906,0.01628446185676274,,0.0721507719698596
MICA,-0.015431839829037272,-0.01923044050086129,0.012303825429995842,0.002399383282415164,0.00723339048329421,-0.02987797397358681,-0.02281057658409805,0.018503752615210155,-0.02131885252413887,0.03642240209994675,0.040340563453176555,0.02688183380539695,0.01511084992268109,-0.0395313251618862,-0.029548982775389046,0.04479240268095253,-0.020102554218374053
TG,-0.024539289440973906,-0.02644832847795914,-0.036832902605596685,0.021096483034839776,,-0.02664120994755718,0.0008575746715240372,-0.01954520570607344,-0.014669358795969116,-0.009927830319618778,0.09290425136469718,-0.056611319528256175,-0.07318857862416575,-0.018687493186277125,0.0009973914942087894,0.028902647570550943,-0.00993341315577569
ADA,0.02207736865566707,-0.024190876626009716,-0.023104883317660176,0.004872199703116933,0.05512195379906,-0.04766430491854857,0.015402289670724672,0.05645043255918199,-0.00757851564301676,0.055800103362906195,-0.0023795440606897895,0.10309151498317244,-0.12503588083079686,-0.0033613341215674385,0.01264678112124556,0.010406267781034751,0.043958266571429906
LAMC3,0.07199584605820404,0.04356777015939032,-0.0063067171620681695,0.01148255617761261,-0.03014321746066919,-0.011761961948888398,0.021569885016082098,0.09751451953265208,-0.035422518512721886,0.025438121927254753,0.06639978765960483,0.03822014818529778,-0.025869622960342897,0.021187819488793887,0.02926947977684688,0.044932693436986866,0.056054012258509194
CCL7,,,0.07539603969915591,,,-0.004475387575809511,-0.02513752167163642,,,,,,,0.10095998355470921,,-0.022769376261552034,-0.011585241013355039
NGF,,-0.019114909541718482,0.07354977518221117,,,-0.009747212696307607,-0.026831688037869245,,,,,,-0.03496993638018525,-0.006545251339282705,0.039694890773170136,-0.0018271978368048522,0.10787360042814109
TNFSF15,,0.0011621323270361267,,,,-0.021448680474817464,-0.018611735743445726,,,,,,-0.05922594064142777,0.0635796337954985,-0.014126379052563778,-0.02940914555801074,0.03176068049753335
HMGB1,-0.0014825934097438573,0.00486914050846094,-0.06509680894042366,0.048159857543290586,0.05549813563881594,0.049107499831636175,0.005933023124851457,0.045306594019175306,0.029158342518438855,-0.04828497956386871,0.052055188342535766,0.05542545260078894,-0.01537556686213629,-0.037706117898131594,-0.006656862431366082,-0.09222733370976142,-0.008887403747957792
ITGB3BP,0.050109043811871125,-0.04286047595991114,0.022148885680609492,0.0505664317811701,-0.03837176620166839,-0.0023092120401594853,-0.04589734550317632,0.09993969389300612,-0.00031139489701318443,-0.0015424075818657927,0.02080220096283202,0.0030843756122698714,0.03749650881676131,0.00843508353419661,0.01866977886686135,0.04666142592346887,-0.02256802908827155
AANAT,,0.03742377745860642,0.043161048660328064,,,0.06962535750654851,0.04903162901359939,-0.014607797355208348,-0.013192240093214668,-0.011443969034049655,0.006266628143137956,-0.04879284095075599,,-0.018491916391676202,,-0.024090949617308326,0.12265104514477279
RELN,-0.020343721535946827,-0.03295823793747757,-0.024940225610190783,0.016163704742051005,0.015447367766790966,-0.006511086014480173,-0.03624026268635877,0.01989464336148373,0.14527898553852586,-0.03109833605324938,-0.026148008321429668,,0.014190243796812059,,-0.017063134986913406,,0.07436792879243674
IL15,0.10798017196733442,0.036299672544406976,0.107999068540821,-0.022060265432026726,,0.004204615474800686,0.007169430039450525,0.04735234456426633,0.00645297461156468,-0.02459683986706404,-0.021905310254714275,0.0903111025113359,-0.06012144588252229,0.12837961639471365,-0.034458586197667194,0.03547177993084178,0.07781699941034236
UTS2,,,,,,,,0.03898871395797394,,,,-0.009048642934358277,,0.20466067771091165,,,
BSG,0.06850299454989336,0.015384372396018456,0.006966605328837067,0.009151435278197484,-0.030216453348857863,-0.04636726657691799,0.039027415944038635,0.012957290169783416,-0.04077921645009332,-0.01973915061271813,-0.018488058229779485,-0.12088157531933486,-0.07980237852614215,0.029131537685435784,-0.025515979948093345,0.023753612438234244,0.0736968251990274
ADAMTS3,-0.04387498159367894,-0.05300004193209348,0.070908122784185,-0.030425393445933455,,0.052995515933306855,-0.02466188295904716,0.10030738344597584,0.0012590477341918446,-0.017794083650461905,-0.027326818265499545,0.016794292383291394,,0.0827740700940637,0.008082913094859789,0.062460315382638854,0.052450449977215895
CD34,-0.009063286353531484,0.0015154328617769503,0.022400110082392993,-0.027437699262743205,-0.03775349600781687,0.00045107234944558787,0.03726678744622966,0.10511895184674883,-0.0021307555888998896,-0.007882765356326146,-0.043097988737979154,0.12039464551027815,-0.04842665943611154,0.025278284246009843,-0.004478696378725043,-0.020523121395489875,0.052704485555663275
CCL23,,,,,,,,0.029359890138261693,,,,,,,,,
PLAT,0.04649016084646472,0.012451289106416604,0.04052630718951861,0.026973968372572005,0.06101731790083334,0.036344488554552086,0.016877160811316776,0.08144692050565012,-0.007454052072397992,0.03116666570560277,-0.0015229954966190656,0.08406183814772006,-0.04476319616796763,0.004193540732755016,0.07005389740903921,0.01358962336795879,0.09052593179704843
NTF3,,,,,,,,,,0.04604799251747056,,,,0.03877973620740896,0.026426908548657015,,
LTA,,,,-0.012734209859906968,,-0.0246870226427076,,,0.0751899223844748,,-0.021905312958716,,,,,-0.03242278759165514,
CKLF,-0.08115793514015511,0.02266914420957928,0.039882436836620745,-0.025496849514906744,0.03206857804463268,0.010611843691198324,0.008674161524522687,0.06892438472451487,-0.003169404057275788,-0.01958783991079522,0.03291641566403087,0.07026569139501108,-0.03365349579685851,0.04313136757860562,-0.005018781646652063,0.08864900912710806,0.008822361406922328
CD24,0.030285856534276602,-0.035191376481328404,0.05530613448966144,0.09387752282886812,0.01951715619150108,0.03753782420207349,0.01595153654923078,-0.004805185315368886,0.020956116214088966,0.046632273543091546,0.07928841387968424,0.08577661725907607,0.049724440267346695,0.03991618037973403,0.030680007250435716,0.03028675465729699,-0.02015828704714019
HSP90AA1,-0.1065232955502539,0.008005002076022377,-0.07087086758176844,0.03075605011200259,-0.022482628392221274,-0.007428167389280606,-0.048954286396820174,-0.11383046778851498,-0.029128290857547246,-0.0152337699475029,-0.06244852223777393,-0.09148568317713222,0.07853212376410837,-0.11910144709487114,-0.024669108785572044,-0.12833185779548503,-0.03608516769772972
BMP4,-0.025254491335559463,-0.027056122569656567,-0.00388516450811236,0.08302728602268296,-0.045131034823634106,0.043333500431394854,-0.032545450957447195,-0.02692804903047098,-0.0010564395843986887,-0.009230385049328738,-0.01866558911848972,0.08333308321212146,-0.08676623151943488,0.04577364120775163,0.06136727016623066,-0.020690025566253604,0.05242183833496198
SCGB3A1,,,-0.014877742614118164,,-0.024337801937496885,,0.054370416566339584,,,-0.009653099810128267,0.027965451382336564,0.09875797089136687,0.0480097922821328,0.03861087180364101,-0.029336031797655763,-0.01191492432968324,-0.050681541635725615
IGFBP4,0.04542460987779854,0.05161521180048958,0.024799843003905173,-0.002429349161097809,0.026337310567105632,-0.004625396185709492,-0.009171668245875762,0.127085839573864,0.022687071311171543,0.021981133974191953,0.05421333446917953,0.03401119758388818,-0.012778741545351724,0.015027881979717796,-0.009007368986171898,0.04155464638191433,0.006171713677721752
RSPO4,,-0.02335082173789395,,-0.02058630461859953,,0.018276985206256452,-0.02305017456372742,,-0.01477727238263597,-0.009653098398144051,-0.030386117667223253,,-0.05163790802187482,,-0.019756568942834278,0.018326641823993246,-0.0008350067115036465
LEFTY2,-0.024296662655558878,0.1275722024008959,0.0374003426594282,-0.012890605331747584,0.03332321303078695,-0.019467517970781258,0.029996303389173987,0.09838245459887768,-0.019167544632873273,-0.010584740453552337,-0.0008841019211235095,0.12284454427303558,,-0.017893379804056638,-0.026867628527761197,0.053762664646471954,0.05920286876190639
PF4,,,-0.015433269735126083,-0.011583494627726692,,0.0846651976160061,,,,,,,,,,-0.0324227800887816,-0.02491274001683655
ANGPTL2,-0.05592998525322843,-0.049853398376575604,-0.009695899789026475,0.04306168170441051,0.06398495663800921,0.04674100471139587,-0.012144947324588921,0.07750554874392808,0.038895634745455376,0.02246732234597715,0.04105535129799541,0.02290345044602205,0.039091180862100255,0.05739723781480863,0.0291496326815131,-0.014713169051393584,0.03834094618308482
LRIG2,0.023222411746677434,-0.031664651280764136,0.021515003126456426,-0.04577676928768061,0.04369337172721764,0.032108331982736486,0.009012352446594952,0.02214983190566258,-0.05180916697919944,0.02002148671443372,-0.020917282086059922,-0.04196726415131622,-0.04873870614631641,0.06560998743039638,0.011241306936307984,0.043915322095384283,0.034846765346255984
ICOSLG,-0.047632770412245715,0.0698062801268374,0.019425074357919115,0.012055758688204134,-0.016229563417374634,0.016343336066019818,0.04611454398645915,0.03786656855282209,0.03161369486510842,0.04299544396825455,0.05248572147510362,-0.042553786457661905,0.07792481685580714,0.07865112105531381,-0.040780662821375824,0.10565649682220073,0.03728581450844
WIF1,,-0.022875433436589744,-0.027769663863248174,,-0.0394665242414266,,-0.003230536636506241,-0.06689646794975133,-0.011403271087897229,-0.018165132557013793,0.004732748679013801,,,,0.06204522009662499,,0.01090688446488532
NPPC,0.042485797226613845,-0.0352790867654214,0.010754850523712948,,-0.012249710966341186,-0.014448814178868006,-0.00996107115016076,-0.0001571713756407236,-0.022244158654144197,-0.013415444455225163,0.012498620947719162,-0.050426273822573205,0.042240139770042574,-0.031466610814295096,0.02856167232092517,,0.06352477207487978
LYZ,-0.06884168080376245,0.02990066656612143,0.048319609216408904,-0.09417901062802786,-0.0026835672542599616,-0.017637928679345185,-0.02317958806690905,0.0541731764138156,-0.04445907092671148,-0.04060942375103175,0.02909949611702644,0.059374556650287735,-0.014234971333198001,0.0052031709383976886,0.01124311141964271,0.07628164385556355,0.07414935085078259
EREG,,,,,0.10490111643249374,,0.012129638924062212,,,,,,,-0.0023236481432318654,-0.02460713971544492,-0.022216522092904763,-0.02868194372986065
SPTAN1,0.12788690938344044,-0.03543955368734358,-0.034618090002596344,0.004769829829537236,-0.006491339653685113,0.019962307205683892,0.0065298274204327565,-0.022596969334671885,0.00961747097514628,0.021185173927890228,-0.00014896765429944154,0.10272831266882945,-0.014773648722125015,0.0225762416656148,0.034018227412626396,0.020366577951641224,-0.03261856379261634
PTH2,,,,,,,,,,,,,,,-0.007138244290843425,,
LIPC,0.10999866619042749,-0.04897445953798333,-0.018894378710365402,-0.017433778489657863,,-0.001587917486298588,-0.02231636281938028,0.03490540346236629,0.034136102953353675,,0.008615033511882622,0.027637225406188973,-0.06712691653063342,,,0.04134361144111034,0.013083984585941705
COL8A1,-0.041860968509203005,0.052435080261665816,0.08323753144261554,-0.019783964253053867,-0.02842750336867359,0.0323811008099499,0.014516416095724186,0.07286290479222474,0.08605849804377924,-0.016592956743223017,0.04860086536833216,-0.024566138232679408,0.02028708427918156,0.09634310481978849,-0.012505724499988376,0.04037293792433945,0.09170860406756354
GSTM2,0.047968712505331905,0.03323149680276111,0.04432330368769948,0.07978954335026198,0.03324113879148352,0.004293714816552987,-0.04518725763941375,0.012797799192049408,-0.026909050757169112,-0.028531427839157613,0.06178751186119948,0.015899363828028045,0.08842884673295791,0.04512171961234574,0.012877228245101078,-0.008538333774273094,-0.043117581121312844
IL4,,,,,,,,,,,,-0.03475244040174878,,,,,
SPX,-0.014592358027309842,-0.006890893086788016,-0.030558672463926996,0.0057267672334914334,,-0.010373142921115635,-0.04475756757754978,-0.021054167449532826,-0.023786102930941574,-0.009476742278373215,0.006124450377007093,,,-0.021252457499518453,-0.015663079334771842,0.01455576158018619,-0.052692563199994345
MFGE8,0.032319398291787114,-0.06838954476030486,-0.010300854386498153,0.0030612579661381304,-0.07657186797211092,-0.007898305670014287,0.05844326574541572,-0.01681585088326639,0.06623965936207463,0.04187773843299362,-0.008520703396453718,0.025812370060719635,0.04813673061477739,0.016476651530995673,0.01624773159950301,0.005496273281057359,0.007508180154234695
TGFA,-0.005670297076823673,0.02063849772749588,0.0457434517162842,0.029982222869376327,0.006402953478909904,-0.010164381522832219,-0.07277451257921784,0.050617553985475,-0.03616488015605986,0.014551589401699783,0.02102103259159026,-0.12534190635336076,0.007278040070644176,0.04544206418322728,-0.012209344464585244,0.08451246217327181,-0.015327687196577641
SLIT2,-0.025254487294462124,-0.021941972884294263,-0.001854147214431973,0.015254023246233449,-0.018089562522651124,0.008983069811997828,0.12258524350684787,-0.040478515774034704,0.00918599762103505,0.010077171366260842,-0.04150924393283644,0.224636236615451,0.005919928481714181,0.1130120628286676,0.015320553389974765,0.014231527244625264,0.07705858777836812
PLTP,0.011390644725660884,0.02188552063934854,0.03838956289087057,-0.012969531239805421,0.03242753369326341,-0.006547063908363122,-0.028088324647969426,0.10041331321365606,-0.008663610128185116,0.02438629091572351,0.03536478213072821,0.057354472856756655,0.0030425075442335665,0.01956389080641642,0.011247933132416059,-0.022681121408976698,0.030179019845839202
APOD,-0.05896762936111253,-0.01626838202904223,0.0003090573862698142,0.002856219943436944,0.02339618263174434,-0.03327548296684541,0.019315805834033088,-0.009904939457651559,0.01286036577969711,0.05600714958495184,-0.03279476742254554,0.033801115734655274,0.11543293010597575,0.09184695512620217,0.03835547633974498,0.06289442103877757,-0.04940830979958934
B2M,0.004152052430263427,0.04363335613207015,0.04875395773719912,-0.06157451796720222,0.008970957300045723,-0.03924740862938619,0.012421648998085321,0.13333335889039122,0.04279731141123601,-0.00016894502226309243,0.03833928316513629,0.11928282616496984,-0.018285155345794557,0.07461319529651696,-0.034700225747435115,-0.049710534283019865,0.025384629066477885
OMG,-0.01166274369869673,0.06461592034436546,-0.009013537474901075,0.004218812405937975,0.011961547562562961,0.0056071564817458475,0.007689537188224302,-0.03495811553224724,0.048224715841995315,-0.020418347425953307,0.020125080719429513,-0.07300560601879472,0.03507168524326295,0.08085831554837103,-0.00028192330231391886,0.0946098513128093,0.02089926802389572
CXCL3,-0.019761567616603498,-0.016501271512653806,-0.019140223129904533,-0.02381456257412194,0.04845891766717315,0.023945405842811743,-0.009462526250251648,0.0007248626443682062,-0.035045915869300164,-0.010326774846046967,0.02779424643861751,-0.07043181853253823,,-0.0011020682793101552,-0.03972307205785281,0.05699392175583752,0.012330125319669878
CXCL10,0.07159112423708217,0.005573971341755819,-0.006479568996042458,-0.021398829308725238,,0.02371353524949626,0.02117501230180836,0.11099950825923845,0.004983161836364992,0.0407017866882837,0.1402104768241977,-0.05861469067022923,0.029185038026196264,-0.021766401645054476,-0.02699553340999244,0.043011190336026475,-0.010828127380319732
RSPO3,,,0.08260890538744801,,-0.02276899376190223,-0.019516106241042948,-0.022316349060247875,-0.023986777826591147,0.02811017824608015,-0.025076544430643697,0.023616228535456404,,,0.06128530853260964,-0.056125490625784744,-0.005004258347575353,0.06270573527514939
CORT,-0.024539294575996632,0.059435805266031344,-0.010857977558996467,0.04322652085319913,-0.030217556810030084,-0.03664147660598162,-0.027084259023093384,-0.04151449312553545,0.03576613015770401,0.0015766837265075197,-0.03512954249967975,,,-0.02403522968948046,0.013180513465358593,,
NCAN,-0.0802173045312566,0.09049343869310991,-0.03520566958225055,0.06179536126150345,-0.02549007059012066,-0.04231103599484241,0.008016739424896328,0.03685759951857241,-0.006167625031792095,0.06098546960719699,0.026498225092384028,0.02420511382343369,-0.04444855738832792,0.04883481219523344,0.03269599598759543,0.01765311669821475,-0.0038009637335503625
PRG4,,0.027517718769960963,-0.02237435034695424,,-0.02545867641280399,-0.004149448216288889,-0.015978425807329083,0.016547584759638353,-0.01888476746961262,,-0.01927415619325272,,,-0.02308694567383838,0.012008203307411,0.03105132244121576,-0.01886548087669327
ZG16B,,,-0.020630938616406684,0.009226601546586244,,-0.02235539052562321,,-0.0056493020585518935,-0.010095674769840985,,,,,,,-0.028811274605311753,-0.021253122280286328
TGM2,-0.06749188742912912,-0.02775812048953115,0.06652751308681942,-0.016329675583942653,0.01702607884960896,-0.020883799442441568,0.01558260262418899,0.06043733242876983,-0.0632796497722579,-0.004078656672208876,-0.0497321248188184,-0.04644588264182968,0.016085325033499808,0.04719542026134159,0.039953630604228615,-0.008444132903550946,-0.010080712540819887
VEGFC,-0.005226352342952928,-0.02563704509597577,0.021101152204599537,-0.01789802420390014,-0.01761828228515582,0.000795799807641063,0.08363308445124208,0.0020054970371939968,0.09695945589534644,-0.03725072284860459,0.014099748277307795,0.08281992217379602,0.01009345695055216,-0.027127000903839054,0.011871959594891653,0.03968717321121581,0.09164370186045222
WNT6,,0.03735158840304438,-0.02400491120613369,-0.012890605670055118,-0.05199020922692436,0.03924273078445524,-0.004863840730188817,-0.0204334909925949,-0.02246756411148555,,0.022839026659209838,-0.04406845737229261,,0.025206674020331638,-0.02622019123969332,-0.010321233703900364,-0.021960851712332495
NRG4,,-0.024231035648889565,-0.01370292463875195,,0.013352696356959525,-0.023442193849464662,-0.022759178023260145,0.06216570987053171,0.009677901368445837,-0.015111748585157533,-0.022947401394785134,,-0.04121316631974205,,-0.02608906188680058,-0.023106467160881213,-0.03302575264343431
PMCH,,,0.07092327969411172,,,-0.03248144339957807,,,-0.01477727166947297,,,,,0.06061713633344962,-0.015021004678678547,0.042785207072721855,-0.042294229238917486
COL9A1,0.07641518674692928,0.0105961742104793,-0.023258965669307873,0.033801040154393634,-0.015766822576415384,-0.024483660530215768,0.02680513952484233,-0.04550543852061897,-0.00670041596500087,-0.006785898371123532,-0.026148018350853095,0.005043500197869417,0.038275255718095605,0.040595606660396064,0.03491674232265174,0.07090567222418721,0.01099208800607049
GDF11,0.037319282934678226,0.04151555100025937,-0.07359977077852661,0.06491912706021502,0.057537233719665494,0.03303896771657868,-0.03572694672231234,0.09617876505456993,0.01363822118271126,0.07123534868238579,0.003131350827959621,0.02946300871257095,0.017514189515722905,0.01750652904348163,-0.03334239648063103,0.04985586565516369,0.06663915794155335
RAET1E,,,,,,,,,,,,,,,,0.03990755973474311,
IL24,,,,,,,,,,,,,,-0.01597395499363062,,,0.045721903270028307
SORBS1,0.018135090585599853,0.007093457798905404,0.06666697355911763,-0.03295469276031854,0.06583949233150015,0.04183334216449996,0.05648004520872821,-0.07151688597428557,-0.002493929121422894,0.013327442930747597,0.0145510356666346,0.10234569924374304,-0.10146074918784417,0.03887161971603075,0.017974901454650284,0.04163878823232368,0.04150754763498775
DLL1,0.05504009837906987,0.11571255281235429,0.01685355227153851,0.05141838258540715,0.06454952533582708,0.03436815921632686,0.046010912433240625,0.033678526551386215,0.023124636804044255,0.016689120248714863,0.0698505825536422,0.07357318617013814,-0.06568397661467201,0.03471836173400223,0.008861618200114003,0.011948172755217272,0.06046195841928865
TLN1,-0.03844589055313979,-0.015078683737820965,-0.024807050570899155,-0.0039493086628987,0.07987787621611482,-0.022368627938327546,0.022157603981666957,0.09723768984580687,0.021769904580530863,0.006378413908849008,0.060180910391198106,0.031115212123189708,-0.008596525005953447,-0.014500698663548191,-0.018042262373894846,-0.00909156240926213,0.0791216195366772
COL2A1,-0.023048673309044608,0.02215125839619653,-0.03437561824316163,,,,-0.01427115820180977,-0.01917934616389243,,,-0.016015667783269464,,,0.0033227650457584375,-0.03164416628948709,-0.020803401115825345,-0.029754430491496738
