,UKF243,UKF248,UKF255,UKF259,UKF269,UKF275,UKF296,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,-0.012843351411428118,,,,,,,,,,,-0.04024298746196737,
BMP1,0.11034045835077505,0.024681773939161353,-0.0014790466246136225,-0.018903184850544257,0.10601352482579943,0.01471870734360069,0.009727412809060825,-0.04096221575542275,0.04112573469234557,0.09014936780286872,0.0037572303360552933,0.05471346001239767,-0.06092886307050483,0.014246132265154105,0.04544772560181946,0.09775663348823872,0.07955405189376658
NDP,0.031469703662163354,-0.01276799219116992,0.039003439899806334,-0.0066368699992788585,0.03714808708009947,0.006908101884924331,0.008172785762077786,0.07902743878096173,0.03081396722021538,0.1378715613012735,-0.018753409218692074,0.05520871934602798,0.03347440162813837,0.054802262416042906,-0.0007716141568813379,-0.006041545750753782,-0.02410150596675176
TNFSF18,0.023589485875242677,0.03261210880263161,,,0.0595104018260949,0.031229245482968723,,,-0.02807672713667925,,-0.05014645106395452,,,,,-0.024527241212299097,0.01416606088707413
RTN4,-0.09747617225766282,-0.042472083986732946,-0.016139582823302724,-0.03659545848513225,-0.05371353867646305,0.012284464406365509,0.04073495892994082,-0.050676009581666695,-0.04948403753984245,-0.08085420554862847,-0.03517494367304302,-0.030524758573466804,0.028707213478720024,-0.02394102144786154,-0.03709840454377585,-0.046107387567405705,-0.0649188670976446
HEBP1,-0.03928812817899237,0.048930387792790866,-0.029625700479906553,0.009399469255895897,0.07737862017217005,0.024408574446009308,0.00309882023031629,-0.035132293877792854,-0.03834510773684742,0.015081591970390863,-0.03513668702115539,-0.06440445531558102,0.017745385111646736,0.028953239343538346,0.0055137850883212654,0.02047397141355156,-0.05675922088083124
WNT7B,0.027817157586685914,-0.03914606814656873,0.14460047839156018,-0.028130136887153198,-0.05315823482806409,-0.04469416035818513,-0.014776918852538418,-0.028903320776107876,-0.03090973613702405,0.07352801296052569,,0.10340878537596054,-0.008034980595385325,0.0009721767633439933,-0.029408403491003297,0.06536087187544726,0.03615662146310201
PTMA,-0.029098536398298062,-0.019991368862623395,-0.04672441590138918,0.06494616718130809,-0.08673370410808784,-0.014955478366529109,0.02505513550520175,0.004313121051547017,0.004922221696632681,-0.09872625022627358,0.05337499574569647,-0.0930623851815951,-0.07245581047812225,0.03582680946517789,0.011318281370813364,0.027653709891599987,0.15682642401683938
FASLG,,,,,,,,,,,,,,,,0.01302258991942525,
CEACAM1,,0.024225332916255143,,0.03602434837965101,-0.008776571882191515,-0.00401635224598034,,,,-0.05508295312352818,0.017768283932832127,0.04568973452944191,0.007575666956643672,-0.021930869789524566,-0.01951878510398989,0.13840428326139934,
PDAP1,0.07954723472518069,-0.002613631586352963,0.08510475762482342,0.053603978433254415,0.07389651241989664,-0.04428587912984796,-0.03318018906057564,0.15292906733024492,-0.006991303817390027,0.027466422800221716,0.008539845080752222,0.012515823825575173,-0.014512912367775766,-0.023706291315445722,-0.022300336136787818,0.006089676126829354,-0.05903687962119942
QDPR,-0.05403500657569512,-0.058525269608860904,-0.06022557301160486,-0.0414375250145935,-0.09426549200375696,0.03682888525907326,-0.046190770708382456,0.07453543909184081,0.044503874474533724,-0.05243984174409321,0.01883785612211415,-0.13644659268937867,-0.017088860624014816,0.04708128103151403,0.01574259320312629,-0.003548182290743612,-0.15684214337413108
POMC,-0.0021261750042471466,0.06395719944887973,,-0.01436274995935534,-0.03235226775182481,-0.03890291017969192,-0.0006961912877116533,-0.020577792542001243,0.005662533773904939,-0.014863664497009176,0.024656247314178047,0.046212618923419095,0.013283163874569648,-0.01758290092126348,-0.0319301683325956,0.0063389703944107464,-0.05075209652043969
CCL18,-0.004561691812883148,-0.039840900353207705,,,,,,0.07879388017581103,,0.07831641657445228,,-0.02543532083708263,0.0758058819066578,-0.013935629152651995,-0.014993737644731395,,
CCL17,,,,-0.041818157444977765,,0.03703829274441199,0.15478925068567467,,,,,,-0.018684970448527575,-0.018416629552941148,,-0.031635403846178085,
VEGFD,-0.06672117907014861,-0.02135445941302846,,-0.040763836148022495,-0.02151605876307552,0.05096805490648131,-0.01341570377981443,0.05439849340440288,,-0.036593462598731655,-0.04793718986660701,,,-0.0030734501487721124,,,
TNFSF13,,0.01559543447843897,,0.03642836536574039,,,,,,,,,-0.03585365176510559,-0.02213163431523935,0.012024748371943688,0.02591260309544784,-0.027574676461851407
WNT5A,0.017120984267425407,0.012374530987805304,0.05300279263941272,0.03224617911115111,0.07340378712643336,0.020820232015901267,-0.000827773601006873,0.037622705320633554,0.021207559765741877,0.07555002871126477,-0.014340995611559182,0.10358361766582394,0.023837130970276694,-0.005127734490653485,0.08633005281174302,0.06255623180990041,0.06201377638648159
CXCL8,-0.0011938140752455093,0.06761507436755719,0.04335249296581608,0.044434836776205945,-0.011985714454955545,-0.01641209526907394,0.0791354569286098,0.09488564184878133,,0.018703526824301035,0.06734090732581566,-0.04478288695283466,-0.02297662700445374,-0.07484345017974618,-0.06650280769662553,0.0529722256689896,0.10136371524740108
GRN,0.03944113818201854,0.007132199862648249,0.03333661435237539,-0.025280007960281344,0.10808597211290111,0.05208521797412947,-0.02051492513826205,0.1315541772893673,0.07977801364484467,-0.040781887931200245,0.006473957759417994,0.09986423305097782,-0.025640781715252612,-0.00460249190009012,0.1104281721859738,0.040382815858553515,0.01894762199487032
MIA,0.020807393472009723,0.0571594565315412,-0.0065680628519733,0.020505146330912355,0.08641691872518731,0.022302870753603026,-0.015257537728630215,0.08786925609277088,0.008659547368443935,0.007390574900440571,-0.053579235544374125,0.05791901751430382,-0.000894068196754995,0.10026922336847759,0.03810429970780556,0.12666032595266397,0.03302506922732589
COL4A4,0.012442043701155722,-0.016709357844215,-0.010953533655995705,-0.050107820114631135,0.017135696585665085,0.0520114733529464,-0.014168032888513267,,,,-0.03753576375166436,0.11925496525590114,-0.02125801248930111,0.0008192837295646624,0.047547814170597044,0.0470766850129585,0.04009146892681351
TAC1,-0.01240301952833589,-0.038604242841503225,-0.05312549340280959,-0.0105889107215985,-0.06908699584205717,-0.03767003530629415,-0.0036291215184313056,,,,,,,,-0.0336754648645311,-0.009531864466965344,0.0020393905612752132
RARRES2,0.03261994058198651,0.04373716470252867,0.023225075439877813,0.06552952828648263,0.0765852922439832,-0.007626612573544262,-0.04540069699376964,0.17285884579832547,-0.050079481635349046,0.03118469672124415,-0.005301770631031627,0.012279258522840751,-0.018521181785487534,0.009285488614197267,0.04559260611269444,0.01217949619669624,0.05238690309423389
FGF7,0.015073372539627131,,0.0027297063446190865,-0.017422102208162586,0.13032125834796845,-0.02468010007941533,-0.001217381680381512,0.0782308703758965,0.021697981305810476,0.03578995514014675,0.03505261872574706,0.04837773730907391,0.05106889833293516,-0.007942685045637197,0.07907129146370324,0.023049279829896234,0.007465938224310584
EFNA2,,,,,,,,,,,,,,-0.020843824053651608,,,
HBEGF,0.02866326082891902,-0.06765536247281342,-0.04107431386797705,0.02343400021087024,0.11614449369681261,0.05692898924532302,-0.03445281363922016,0.11030619994353641,0.02333731732789435,-0.08865024459118247,0.06635419803863601,-0.06145794541290184,0.003291951972542505,0.03379376268835167,0.028567990087172812,-0.001189056766862557,0.13417772005603412
CSF3,-0.015776130706270822,,0.11490128676847755,0.05299557939773107,0.07338009673819812,,,0.04868658391666721,,,,,-0.013306212456502842,-0.09454129709730821,-0.027982844686574446,-0.019885117346538153,0.209652707246396
PI3,0.06374257969942226,0.07820118505445516,0.06851144952377393,0.046090176277911545,-0.015077298427750333,,,,,-0.04941483749035262,,,-0.005113596629458966,-0.07939064552904729,-0.003668621375478631,-0.02628101974657831,0.009797293160443329
PCSK1N,-0.13063955830681412,0.003162238981772798,-0.028333172679459947,-0.06351169719029,-0.008404521586474624,0.022278424879928427,0.008751191049222857,-0.05929214264341693,-0.043123080887522376,-0.05491274658970116,0.03570220527899965,-0.03488481930555218,0.04011781802387421,-0.0066563768472159,-0.04460955363116001,0.015914403122505454,-0.086774528982223
NTS,,,,,-0.01645790072445205,0.12994788511845226,0.015770149686964212,,,,,,-0.04359009102267376,-0.025394244213956398,-0.04045333666411177,0.006361076858645149,
