,MGH258,UKF243,UKF248,UKF266,UKF269,UKF275,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
GRN,0.013693583585284632,-0.04797734826118434,0.014213688471793101,0.036106281473586604,0.07809974176190505,0.03781866333912093,0.028328025362601376,-0.09666622522454482,0.09846966976863018,0.06893957932024158,-0.06560650460254498,0.0997530249499055,0.023893470276163467
MIA,-0.006159876034598745,0.05523975215842828,0.015019238481056602,-0.029752654918196286,0.08765789867624503,0.06740201123033875,-0.016341040884617474,-0.017227356044818957,-0.10206878674543615,-0.042555638895216776,0.010485502483251715,-0.03213261613428324,0.05300582624853696
COL4A4,0.00314385380874014,-0.0366531373942268,-0.04251920893444253,0.03202158676850916,-0.01497900139110689,-0.013864227203243833,,,-0.06935103319829253,0.06344449172993304,0.014523444578303043,0.058643818096386954,0.037616841691386335
TAC1,0.030018587113060134,0.01598647184585878,0.01286302467214234,-0.1027099672589506,-0.04502823230012665,0.06994232426122075,,,,,-0.03577683301794068,0.19854727077413784,-0.09378203893014046
RARRES2,-0.10919582506085194,-0.05432788332814083,-0.010429554390263005,-0.010071484860459706,0.06985588576810961,0.03397014008305863,0.04966882443417362,-0.06708248575593967,-0.017577171390659944,0.02636840491699257,-0.043478186606988614,0.016579683211810456,0.08891433089590076
FGF7,0.051751451637224166,0.02993629223756659,,0.052036408985011565,0.0361277880707087,0.005290590224903109,0.05633827606888268,0.031096398471165156,-0.04468533138640217,0.0046405593761882444,0.032964931187739716,-0.002647806707678346,0.009370044343549013
EFNA2,,,,,,,,,,-0.03808641430177064,,,
HBEGF,0.0034069728093173986,-0.017248475736351233,-0.06556903124564561,0.06054887383769424,0.011217716704595064,-0.03605350233453211,-0.0246054066133763,-0.02551589619740051,-0.07555662565572065,-0.04529073208429067,-0.057310825445842296,0.02939370442474477,0.1918985848227715
CSF3,,-0.03665310837582844,,,-0.015847495161815835,,,,0.002461392396338958,0.006271118272945267,0.03214891023859924,-0.010836468767829713,0.07413184917843803
PI3,,0.026019493132802954,0.012537276182685603,,-0.0178444887165007,,,0.054708159317178165,-0.004524274842443438,0.05078397301775581,-0.011918763148095184,-0.023544046568675092,0.06666381093886005
PCSK1N,-0.12450952006242587,0.08079033937668759,0.016589623605315584,-0.0906201440266605,-0.04239131219314357,-0.0559072231807901,-0.05582623070400102,-0.03919474753653388,-0.07476215763057323,-0.016476700712816063,-0.020146394369794242,-0.0053623731856862426,-0.11453431034514092
NTS,,,,-0.019111925464245196,-0.01947847787069328,-0.015838267966539643,,,0.03670359590504648,-0.0464010684183283,-0.05257547124206783,-0.016047332571081374,
SFRP1,0.0010233200049065121,0.03919504829622045,-0.011866107729579358,0.0035611355111793068,-0.016106215329582077,-0.029408340856306232,0.034586490468030126,0.045282099806421755,-0.07065344205410189,-0.04202678911649709,-0.05652207992583498,-0.015674433217113808,0.02531946285461462
CXCL13,,,,,,,,,-0.028515917622129065,-0.02316364758196561,-0.04849416934030984,,0.11660494732365669
MICA,0.039957810570457344,-0.07224001980419806,-0.017843566972910754,-0.04056568868005135,0.033217295664988385,0.06182549451798167,0.10045588709891512,-0.03108795517854132,0.039794325791571036,0.06841919598679708,-0.03481368129124969,0.034526873448588895,0.09211432860175109
TG,-0.013195714885719875,-0.029218377643473136,-0.0035782143423788043,-0.022060200142999763,0.0010809394243172985,-0.013378611417638507,0.0749063985775437,-0.05680292809997407,-0.038185478168751875,0.00431971943222623,-0.02446741568884609,-0.021133181071106056,-0.003970819754894181
ADA,-0.03684775642225905,0.08357464506228636,-0.05285846497265753,-0.00696647062429784,0.0270944017939995,-0.028519939725095235,-0.05790602922125499,-0.004797356731512443,0.01613156317055063,-0.012963802092179719,-0.022406317670914788,0.025292483402458873,0.09732582615452787
LAMC3,-0.020313996377386068,-0.0009024926414012975,-0.03917722338989846,0.11244215597864624,0.009974723202049094,-0.03955359833458631,-0.035656299711942605,-0.06641589964337967,0.061104885857019196,0.03351118550452674,-0.029132875690616913,0.05654150964732406,-0.006281090895589604
CCL7,,,0.008794145849122562,,,,,,0.06501726979596652,,,0.024309727496590588,0.08016634486841925
NGF,,-0.02111689765484398,-0.02035187792588626,-0.021051347857647486,,,,,0.004675592786811292,-0.03757446881752436,0.01247812797423026,0.09912706953083146,0.11627236743003466
TNFSF15,,-0.004430351125993923,,-0.02556095145054124,,,-0.01525484960110337,,0.08669787330979087,,0.08177094738942028,0.05485852631198095,0.09575960650987975
HMGB1,0.08368150019106109,0.040467943333420894,0.008172619553375528,0.1580215554420886,0.11653613429803514,-0.015534283680627623,-0.04321724231339983,0.071456660982767,0.13331184146626282,0.15629237731490048,0.06638985410428618,-0.060300158546232024,0.037448533670436115
ITGB3BP,0.01696235453302964,0.006077637298026098,-0.0024564151404506884,0.1973428130782802,0.0759742219599987,-0.003584041041991445,0.026654009405727663,0.0832203037239112,-0.030638973760319852,-0.08281302003791897,-0.02507441294248578,-0.03198655191793305,0.005372974848504756
AANAT,,0.08808261761116991,-0.011110549838154448,,0.039575267360625846,-0.012031463432730795,,-0.03325646359981951,-0.03778584225471541,-0.04264426675441695,,-0.012014665383555778,0.01804990495002146
RELN,-0.006060574864768054,-0.03641009840463728,0.10269344374554847,-0.04821852057025827,-0.041945632270779444,-0.01605804542868124,,,,,-0.022299119822614965,,-0.0042082252425908765
IL15,-0.033518881524167314,-0.03713515317641184,-0.020339574768478252,-0.018188136538064958,-0.025655136862039622,0.06092365980143402,0.05088232438513907,0.06783151303897764,0.03804813466158406,0.0627881762723659,-0.011561521169114092,0.048298738594388727,0.10089165376134542
UTS2,,,,,-0.0011136700273960793,,-0.06497824176267497,0.12173563583466476,0.009014082881082285,,,,
BSG,-0.06891971501297932,-0.03696731846253239,-0.07049708121647663,0.08982241012507641,-0.06872620395845304,-0.004834905591251842,0.07215879807711893,-0.05461344367134177,-0.052547194856487886,0.029393839343732,-0.021146400117388626,0.0008957754427204329,0.13669201130417777
ADAMTS3,-0.07383115338819425,0.016871113332551452,-0.0075863431588448485,0.060917371439637484,0.03784311944036326,0.029880861702765563,0.015032845151313558,-0.1310057410259859,-0.04501603785551966,0.10100661593678503,-0.009136984617311328,-0.04237409778915067,0.012184428146825669
CD34,-0.06435294374845947,0.04526304566773441,-0.013886040857011108,0.04971969429145025,0.009854471242479939,-0.03361812597024393,0.10007005496145642,-0.09250818023476132,0.021011516171954743,0.04899279758715403,-0.006580974649939743,0.039419819435920246,0.06956945341246043
CCL23,,,,,-0.016265292329380905,,-0.02130675293491538,,,,,,
PLAT,0.026501157997778385,-0.06715941401584835,-0.0027879397068941345,0.08547650874258521,0.12524713958772116,-0.023960359547269574,0.015835070650393846,-0.11213851604389863,-0.08914008216156684,-0.02577717810528682,0.05042637952860121,0.04193633007064438,0.03962057643164126
NTF3,,,,,,,,,-0.04468883054426201,-0.05935919986734682,-0.05543809105710716,,
LTA,,,,,,-0.011587553160305459,,,,,,-0.016169928952736945,
CKLF,0.026533696954782582,0.04688667056758075,0.0026447229939169327,0.1316257182099693,0.08251539801051513,0.019971499030126297,-0.017792040599101694,-0.06431905206639217,0.0634586840990998,0.09713308605319951,-0.03150022614134049,-0.0012001932268884503,-0.0010478918510460902
CD24,0.031630862889078265,-0.018243174109411182,0.00966693703723087,0.08652902767518177,0.017916444814361644,-0.018927184396668996,0.0045155197647463955,-0.05893293057921129,-0.041624047693270855,-0.02764998303383048,-0.012218545999542436,0.07102822433567699,0.044795866544407634
HSP90AA1,0.08832255619091066,-0.030938248882865477,-0.003941620597488957,-0.14408380364103768,-0.05632104568845879,-0.018721253811886312,0.007308558014233966,-0.1286242303013486,-0.02668819519692175,-0.017479779750015655,-0.03092755422462918,-0.03287121337081648,-0.08051739624453348
BMP4,-0.030518865002386462,-0.04570213199061729,0.016306988530065347,0.17023814245136346,-0.0067804684447088865,0.02446465602391408,0.013181198514047254,-0.05624089718724545,-0.0234083741257469,0.07033860755682077,-0.06397240680008084,0.14029106578650774,0.014744345555626353
SCGB3A1,,,-0.006960436411990139,-0.023217477971926564,,,0.003357977812561884,-0.039142746493296535,0.01809852914552768,-0.0236249266097688,-0.03833807144335923,-0.023809591858181205,-0.012844535097975602
IGFBP4,-0.04898096205304169,0.024188716999357058,-0.008973856403862182,0.07050846668504859,0.018041057488536037,-0.0652067466069407,0.01227472033561678,-0.059464129054610626,0.08164810245588411,0.10914638099786846,0.004765316841080242,0.0654724257103831,0.07864409984935429
RSPO4,,-0.0030475928436099766,,,,0.06956347686370437,,,,,-0.011522241025450521,-0.0010698667565073065,0.05011885788704606
LEFTY2,0.05173239195524311,0.06813117845505244,-0.015877713477778773,0.030186306801369918,0.125116765541093,0.04237370289166519,0.01901319921691368,-0.04472794798570596,-0.012817696820971107,-0.014075990850334117,-0.0351122152142355,0.03446878919940929,0.02477168643936144
PF4,,,-0.023360426432594242,,,,,,,0.05669921844740645,,-0.016169925210895445,-0.04934232991451983
ANGPTL2,0.032411873264264576,0.07083975296366606,0.025167107434033664,0.18412208970664593,0.03428253137195075,0.004393120690249877,-0.009223018499038713,-0.030062249679354634,-0.023234267855173078,0.07098521884001649,0.046184974029020394,0.04681310692579794,0.08355551865511993
LRIG2,0.012569829622741727,0.08553374736125598,-0.01323189624177329,0.07062988912429201,0.04112212537436051,0.003398238305478868,0.006425100260632297,0.09680469493735377,-0.012996962348769398,0.006525567289401878,0.07333608996956109,0.004235481235095915,0.04991352469281449
ICOSLG,0.0768935647033289,0.04235374970510496,-0.025670151859619583,0.01716709291643037,0.06285463864287652,0.023951053182753257,-0.034219503409887865,-0.061900959083566215,-0.002463855742967937,0.028507639242276648,0.0027045302159819833,0.02264932022548229,0.10582615224807272
WIF1,,0.07441777335049608,-0.025443703211931932,-0.12471965922138513,-0.0752557365704034,-0.01039990465138052,,,,,-0.024001316724324998,,0.026519886266086035
NPPC,-0.08538918709755455,-0.052646815202855975,-0.00568620318727515,-0.04454264941209652,-0.028336763926622648,0.02214044678489634,-0.04685572917056815,-0.06419181915683364,-0.06429795416199696,-0.013149063327015353,-0.01838837739932101,,0.007025640783858334
LYZ,0.04660904823541494,-0.06784565383307385,-0.02153726693212498,0.0067559945461489,0.01471210226893556,-0.035634637437151846,-0.05809349232597263,-0.12923432430043913,-0.02540555414914485,0.028877747920571132,0.00835722529164426,0.058175007495720354,0.006881333496882482
EREG,,,,,,,,,-0.02522946043958742,0.007088825283837679,-0.032158073966324086,-0.024420332612264697,0.0143225857024571
SPTAN1,-0.08635769501035091,-0.020150467302472518,0.02426469312142866,-0.04874774303728265,-0.05255456087376553,0.05038979073945301,0.011000664076540701,-0.06166850045813697,0.010218741371417815,-0.01904859063754731,-0.007379844637153274,-0.00218783065519045,-0.11947834288379118
PTH2,,,,,,,,,,,0.014847287226622199,,
LIPC,-0.037966735821151724,0.004736948176466187,0.01812935437907395,-0.028205136089007526,-0.02639723256699245,-0.02519667960178463,-0.016078177870943657,-0.06004612030160878,,,,0.13859767546948012,0.043976315248870995
COL8A1,0.00866268088080186,-0.004012649790023803,0.012475598097371792,0.10434195489761884,0.03822660159218713,0.06446371189606448,-0.029078296486523266,-0.05744967896466732,-0.03305723625188184,-0.0027872336664688394,0.011830029446280164,0.08038816387500639,0.07115657997955009
GSTM2,-0.013171747036612131,-0.056024902117411526,-0.003259881740824172,-0.01538051852301367,0.00642983764310328,-0.03204221673985341,0.005864251303974449,0.040328456492288126,-0.045511722502221554,-0.023215123284863064,-0.02672744814138474,-0.03562335813081212,-0.01780950567984952
IL4,,,,,,,,-0.04534932847398707,,,,,
SPX,-0.0033387857237254523,0.0773469967294637,0.017032039421052546,-0.051569527704945904,-0.01961796099540895,0.0015698330600614164,-0.02255474924033183,,0.006883605339125581,-0.034190367749650986,-0.06353929952851525,-0.04182311551929858,-0.07754340729012674
MFGE8,-0.05686389588298077,-0.027319927937057537,-0.0065889709707088046,0.03189120533989366,0.0020202501992781148,0.01682066500280083,-0.008681428977026716,-0.2761489599816908,0.021435945329381378,-0.025220501934485093,-0.022292564694833285,0.01348081294688909,0.03812668281934348
TGFA,0.16652208057465456,-0.08396807952133914,-0.021851297197425224,0.047144560062487004,0.09318439332407467,-0.061691093301624686,0.008003058152687237,0.07662899758970858,-0.04988363067911524,-0.02222212840001085,0.045646862729347724,0.04173323390389033,0.043335905168309166
SLIT2,0.03216415159273958,0.02893724917927752,-0.039575289301435716,-0.01762810947190823,-0.04749966157323304,0.002206201448429194,-0.05454025747565137,0.0062513065452479005,-0.012838573296092184,-0.025266722768779344,0.003434681575520603,0.03941950586408265,0.06405026774338882
PLTP,-0.11549799487252933,-0.01915663478545296,-0.0009138289754330855,0.005336732247495318,0.044691193169296026,0.0018426396592537031,-0.044303656439460985,-0.1471516657472248,0.07133548709593554,0.044173477009633366,-0.02460561391246606,0.030599542697504544,-0.005360324468534015
APOD,0.09754312635915903,0.0027640228774941404,-0.040470475033589005,-0.06904013056071392,0.08269077290354608,0.012514839976253328,-0.016409307728222015,-0.022276811763617045,-0.03035550959611472,-0.04314744247338382,-0.08829168130255288,0.06799507996691483,-0.11166064186022753
B2M,-0.003738774417782351,-0.053540113100978275,-0.024968464913256605,0.04987588626917985,0.082726415905529,-0.024308792198131653,-0.0009727719955485703,-0.07935203907160726,0.07120509020953576,0.14662934705696337,-0.02603676534759466,0.09806521510393788,0.007751022333080567
OMG,0.022174123907040436,-0.025755660167250775,0.021691396857694775,-0.042394523751872595,0.011875208162533157,0.08347037634248607,-0.045356651655397644,0.054508601724745476,0.015713816945168272,0.025675146363815893,-0.07390334725225134,0.01303515693778598,-0.06524485323941738
CXCL3,-0.023880925032826197,0.022412972588288806,-0.04448525771032874,,0.0013199959327275582,-0.04438190164704376,-0.017866063951155736,-0.023238163655155537,-0.024276522470449355,0.052136966873220066,-0.01047875820831451,0.0631823212972743,0.17793032911827844
CXCL10,-0.05397015812340965,0.02214360187309445,0.015684285226242926,-0.024861122150256633,0.04343806033516121,0.011721023035460564,0.026602741524461248,0.030360078559131087,0.01368761084148257,0.012602386191034631,0.04499947137259127,0.03450232521746717,-0.03226642575405604
RSPO3,,,0.10531334725270605,-0.06037211907841778,-0.023472933694899504,0.06543945204581054,,,-0.05662112847598422,-0.03466905047688989,0.024457171726607163,0.13053840866954536,-0.0904778404712259
CORT,0.018912883596715217,-0.028922371618517906,-0.006376365066644892,0.0023567727366212883,-0.03136318559557194,0.011081105776155318,,,-0.04911288686181639,-0.03653032212597773,-0.04294055878113574,,
NCAN,-0.06613838628173577,0.058748999380922665,-0.009154274986400451,0.008735496245361614,0.03473705749787519,-0.014279377892951108,0.07153415067185959,-0.1463394761690337,-0.03681198038797658,-0.07861316517042344,-0.020416715887059428,-0.06854147161085969,-0.1399959375956831
PRG4,,0.021691097284440755,-0.033866729100671934,,-0.02033393786795616,-0.01722310901263333,,,0.046097616328686544,-0.02826591507450183,0.004668530570520778,0.11684787712775835,-0.0011932824167484534
ZG16B,,,-0.03122783000980179,,-0.021953753576931037,-0.009207362886350112,,,,,,-0.01436879115001175,0.011436046576588517
TGM2,0.017568335628788255,0.006364374741755155,0.032833511309029194,-0.02914852690793189,0.03461034854295157,-0.009737114667240974,-0.03309078342289224,0.0661629137449215,0.042004320731940596,0.10066853490307573,-0.02087107018387798,0.0656226719599039,0.055180229596323495
VEGFC,0.002734421816856772,-0.028322125003143964,-0.03488147594464303,0.06629383513387832,-0.026809020396677583,0.03272292631793992,-0.031310519587061075,0.034479822267463656,0.011080294753299365,0.0778356397122335,0.061524476285552625,0.08727379420097887,0.11516888298101065
WNT6,,0.030246769666139678,0.06095538286611881,-0.018655423925527045,-0.019995765279186267,-0.020490657698756486,,-0.006006649833893634,-0.03627204917814156,0.025686306380050795,-0.0342661056525795,-0.017353268434676633,0.007056168527932443
NRG4,,0.06180690048314259,0.04514246683493299,-0.006590251718090924,-0.009841142070721478,-0.017688834909469545,,,,,-0.010987857055243572,-0.011523683189916773,-0.0061865924538650075
PMCH,,,-0.023905470838282487,,,-0.013477029107303687,,,0.11430645424472403,0.03419199514183003,-0.01963034245716319,0.027175654394573846,0.0024639488063701105
COL9A1,-0.09815995297325632,0.10198830630711408,-0.004899553986268874,0.20884617556680765,0.02580457854834095,-0.0023935134892704543,-0.03758466843743812,0.017633792177495812,-0.02418112301697572,-0.014474571263419084,-0.0008558889651901486,-0.02230407724339142,0.044889192193997535
GDF11,0.009341949427113987,-0.04469593791891062,0.03527420106795708,0.13768474242884143,0.07085323197080078,-0.012101127433916425,-0.07844373234932081,-1.1027096478420833e-05,0.10582917360719939,0.05451973539512496,-0.030304931178636793,-0.001312407215114774,-0.009568113866538355
RAET1E,,,,,,,,,,,,-0.012641398581361016,
IL24,,,,,,,,,-0.032640713422484695,-0.03435223191828761,,,-0.0013051236125907041
SORBS1,0.014239059694589346,0.024338764729173235,0.01616282807102504,-0.036789812300565015,-0.03529495203247195,0.01788601231752318,-0.0645152662554572,-0.11380344712602325,0.011441719402446204,-0.07007510555210794,-0.017561212743798883,-0.006535524205835165,-0.052170694229498604
DLL1,-0.0068835907300404545,-0.035910383274924934,0.025117626739556805,0.1237270644103714,0.0044405157599490324,0.061186529063175475,0.04553265802224683,-0.03479474814095689,-0.022759505845200697,-0.02499890590359562,-0.006476311272797408,0.06275396811410952,0.10594233173796552
TLN1,0.03557016920073187,-0.07555765950223516,0.007154895027740408,0.12037727007293052,0.034280881011308384,-0.026726581189582824,0.026082075077829735,-0.05325060113152577,-0.0019658085427363974,0.08318819187731323,0.010374588068840753,0.08579110561224104,0.16596084968048197
COL2A1,-0.02785323766202308,-0.027399688977197034,-0.03667655495454916,0.11106540224217037,-0.018768486708435537,,,,0.1475691291701041,0.06382790732119195,0.03527016037180818,-0.01677085205908862,-0.007342135970889682
SHH,,,,0.04556444460646475,-0.014754311043223795,0.010444613071402115,-0.04650687132425379,0.021778252205866662,-0.030082944144961196,-0.038071823694428554,0.04315604308509303,-0.028040756007581633,0.10215823743531917
PON2,-0.1602833376572885,0.005844603942055124,0.02985516779093119,-0.06147834798316546,0.10629453232169875,-0.0016698560873249033,-0.009716152440439512,-0.07542158374149469,-0.017141159432190575,0.014832844126815395,-0.02552239124908827,0.009817156550636887,0.012341778555596835
ICAM5,,0.04736533022896395,0.012198901352066803,-0.05316014449747646,0.00503078953205713,-0.029917175331911218,,,-0.06057241713534638,-0.08337225427246743,0.006823011768230046,-0.008511267796449423,0.01201326841494794
HPX,-0.03163799435187893,-0.04363223209147262,0.012079761567809611,-0.01865542518396705,0.03183646303721896,-0.018068879011719927,-0.04828950246422031,-0.010451852614787635,0.01403729408448867,0.046208465012262445,0.041625902744285875,0.06795774731318369,0.14229044355479936
SFRP2,,0.02815695258174774,-0.01756749965128703,-0.00997954808110853,-0.014978996980335212,-0.015059229083082064,-0.003714978120282993,0.0013386723053183814,0.07526708980238621,0.020174672689895062,0.03254006674791235,0.048080273842436294,0.052119542898916335
CFC1,,,,0.11116017587586453,,-0.011587553860601155,,,,,,,0.0010082789250626812
CD70,,,0.025124505019729945,,,-0.021614845126211788,,,0.028782420627067314,0.07791458833127528,0.03917053440507556,0.10199388489135534,0.029805011782770202
HP,0.17067224678397525,0.0010749773631896656,-0.019726950203715326,,0.024624780445265948,-0.0447871050073034,0.10554625687359985,0.10428473168280364,0.08082507684379542,0.10983066957121657,0.04972818874434944,-0.017238169657469982,0.03988576048872289
CXCL2,0.05360163112553893,0.06171342910556565,-0.024732787328100338,0.03754342128677081,-0.029618251217185053,-0.04615705543990758,-0.008568669277354715,0.11022153162513937,-0.028978258174302253,0.06920498518012541,0.025834204539372213,0.029778791063882364,0.20109380632128196
NPPB,,,0.017164550107250744,,,-0.010146533410954308,,,-0.029011521810537524,0.0634582899258613,0.03749516899677086,-0.011689493201033746,
CCK,-0.0133343548336948,0.05171568401377094,-0.046364743480738366,-0.1277505121591117,-0.08685843625759693,0.06627168258517444,0.048244131594654426,,-0.07815168218590769,-0.05612475084326868,-0.0748942158872293,0.09366647563321574,-0.1645566308675623
SEMA6A,0.02551817138459481,-0.062261944880038174,-0.05002589487225964,0.07705376612660299,0.06500752927728179,-0.05386182939647582,0.07267420394367408,0.013650834716234994,0.016881668945542976,0.025308755883094263,0.004661276013095918,-0.017078543711485844,0.102025842739246
IRAK4,0.009702169013117002,-0.09070136697746459,0.0029827714828248326,0.054750172150374816,0.03655817998598923,-0.06936672239180373,0.05674375043958162,0.040670329772095816,0.08085870881336331,-0.015440231658389841,0.003679241382281273,0.02759384932557758,0.06916936850475856
GSTP1,-0.05404731218478917,0.02488166666258631,0.048484351183614424,0.13149340537260862,0.11656255202293242,-0.007962287476157242,0.001447497048655187,0.024740342324867933,0.005889691850280542,0.003791224832711021,-0.03924303643460557,-0.021240573469645245,0.05439057902091546
VCAM1,0.03873566401941845,0.01870899970079259,0.04864738923646257,0.01358210318431139,0.06591215976022324,0.048167292226847125,0.02222130120586559,0.1064340226720456,0.012801372721705517,-0.020665681473942283,-0.013041362968226534,0.017475437151827023,0.11557193149258971
NXPH3,0.05138462408870191,-0.03561418981564837,0.015479351965089127,0.13572346998540205,0.0017437656954175595,-0.023559501559063688,-0.051118209054674804,-0.1309086055363925,-0.0222596661569724,-0.0023590717640594346,-0.020840034323926285,-0.06818131315679928,0.0008568683339528451
MTMR4,-0.05747146900276836,-0.03509352914849285,0.012896180758620548,0.030151188552805325,-0.008325090621682428,-0.027198792284183003,0.1243658330532863,0.05154596312746034,-0.008518956321685717,0.003246668220171092,-0.013200460633511256,0.03986968248092195,0.05363301005904582
LAMC2,,0.18998684278112307,0.03677069662912936,0.017831971780249135,,-0.01277335357465853,,,0.08319556934238453,0.030875321469703614,-0.019054309252591765,0.07314818677712677,-0.06298837341991877
IL10,-0.03080208451062426,-0.03878321551875313,-0.03347691123072467,,-0.02462844511060676,-0.039937896159754765,-0.07443044872884007,0.020962347877229195,0.04285122571065922,0.05298014979183562,-0.03900604869291831,0.11237210483339961,0.08681104275080608
SEMA4D,0.06618343006854314,0.010023621885813523,-0.009515198913809335,-0.009462916430655003,-0.004492116262630278,0.03198264203444492,0.000555958717742773,0.0007925818158360412,-0.0049322333288977244,-0.031049596213279154,-0.04815343218191793,0.018282922568844152,0.001091462962352109
TRH,0.040975675131388965,-0.02335857465344003,-0.016848014740553842,0.08636996383246145,0.05255262835120425,-0.033659839856597915,-0.024314013696899815,-0.03593056802683531,-0.05615993503457702,-0.02569291780545366,0.06308753443558471,-0.013093016299803006,0.11124677808582616
SEMA6D,-0.01584766625028434,0.009286467162784631,-0.07938861505097597,0.07991330574352791,0.103831778160291,0.015684130340565525,0.059570564870787546,-0.025086427417103076,0.012952213547253903,0.015215986304045286,-0.03249823611141756,-0.02531826470636076,0.09905215448314096
CEL,,,,,,,,-0.04674801976175406,-0.04022968950390351,-0.011603034534667137,-0.00854933052693063,0.03551202611758974,0.03215585893286772
PDCD1LG2,0.02907494613770482,-0.06220764584060225,-0.04492178872100652,-0.017950193458122807,0.009908373019424788,-0.016081793787567116,0.0068014894252790776,0.033393407808368865,0.0037596861953094265,0.042598553164990574,-0.03543668756640363,0.05550427650023132,0.12501111940720905
SPINT1,-0.021440552640259448,-0.0039423688702489865,0.020281436954422558,-0.02321748506603387,-0.028572663232480613,-0.009015659389767956,0.050749173676514006,-0.02612475058134137,-0.03118966788176042,0.04255525807803218,0.007055606440818048,0.056338157429087876,0.04401110286957896
CTHRC1,-0.04000677290222588,-0.022409496339167535,0.020467607683946207,0.13018535796367292,0.09667237987539373,-0.005750345749044453,0.0039017599377047453,0.04786532518599214,0.056359065442230974,0.098150327468651,-0.05016994556125536,0.03321193181968353,0.013954948407145474
