,UKF243,UKF259,ZH1019T1,ZH881T1,ZH916T1
PCSK1N,-0.023247636034278204,-0.04333474344426811,-0.03499732031936908,0.014788709406934894,0.052367943905666264
NTS,,,,-0.009628759600102394,0.0847434935515167
SFRP1,-0.04458991687855512,-0.01309477904881871,-0.05765746946692854,-0.008231747507606508,-0.029380318767871127
CXCL13,,,,0.13939512560704267,
MICA,0.10296611515068221,0.0934320387035615,0.01800164127655583,-0.04195965266233996,0.011024107394710015
TG,-0.023021352712085094,-0.0141313412550885,0.13619844802240666,-0.01749404420432933,0.013203499499184057
ADA,-0.03404481975247422,-0.005091124530736295,-0.09614238725691807,0.015335272578639635,-0.029327041656218363
LAMC3,-0.04999773686922468,-0.01783722231860376,-0.04007503947742194,0.0966222959557301,-0.03724753857022769
CCL7,,-0.01021693714937093,,,0.09827741344491965
NGF,-0.016638143124478397,0.15558019698871148,0.052977210314238674,0.027759778056032317,-2.4984365518175538e-05
TNFSF15,0.036292739735435245,0.038889388523664845,-0.018405311650721075,-0.01319963339243414,-0.00015554823443768238
HMGB1,-0.003303597646143523,-0.06361567691161141,-0.016454433658025302,0.014477523674965945,0.021277873180943752
ITGB3BP,-0.02987525799357125,0.021249959794004146,-0.003508716945954164,0.048986677893193234,0.049587396777782226
AANAT,-0.029821240733507,0.09923008453932207,,,0.12412066283291172
RELN,-0.028687756996053568,-0.017968686759977683,-0.042179177950978426,-0.01594372666306142,
IL15,0.07324848358941216,-0.02807425067909282,0.11218351826820858,-0.032197968307260565,0.014925588663838602
BSG,-0.0007224959742999161,0.025612648117500348,0.09893088961566969,0.03982773674711201,0.020007888154525613
ADAMTS3,-0.005603860521912143,-0.03411132365574172,,-0.03380532104194853,0.07616194719371903
CD34,-0.05524705424213798,-0.01868876381983303,0.02939203495819481,0.06059406714932223,-0.037605404359786716
PLAT,-0.0022868212584389023,-0.11120219618895488,0.006145865628407491,0.03021078884845848,0.0023642811333101183
NTF3,,,,-0.02636436156729251,
LTA,,-0.013094778436224365,,,-0.030309081068815687
CKLF,-0.0343445704048258,-0.04460163201628657,-0.05188986930870522,-0.029357242269832877,0.028629681713775692
CD24,0.007917002153915557,0.007739245306742602,-0.05087338100050282,-0.006688990870643583,0.05439514319697252
HSP90AA1,-0.0056902654220935866,-0.05378732676790752,-0.03291047580968807,0.03662689042451272,-0.009313027442310625
BMP4,-0.03600901162578047,0.12036414786709228,0.05819431679520889,-0.036407815612016815,-0.05664205781507269
SCGB3A1,,,-0.00950612261505522,-0.02741147349062319,0.050258684673723644
IGFBP4,0.022284666622861576,0.018821177180230443,0.035488956066717744,0.08248915076717549,-0.049602863625712375
RSPO4,-0.020325197631792323,-0.020043852607090473,0.0344919855547346,-0.018460460827747226,0.08810920684859928
LEFTY2,-0.01707421296228541,0.009626957298483889,,-0.025105007119725353,0.034382204523240145
PF4,,-0.008914076377162086,,,-0.030309074055069513
ANGPTL2,0.016955168217888613,0.018785605817752408,0.09659229264907346,0.003496448864990369,-0.020874037025469458
LRIG2,-0.027165842185821062,0.007682615498593613,0.014457076052164225,-0.00599864949785494,0.06464106882058132
ICOSLG,0.0060607446836442565,-0.008110898908227186,0.014481885096374675,0.004744744340352369,0.049036252938341934
WIF1,-0.04729998333607466,,,-0.017160786454813875,
NPPC,-0.04148077339344166,-0.01382793072949031,-0.0810263124752444,0.009376088490083005,
LYZ,0.05117040845759123,-0.051148210985013196,0.08837848524988406,0.03301043378126055,0.007709269538733067
EREG,,,,0.00897226511077084,-0.0077481162963619725
SPTAN1,-0.09773616529549134,-0.1037805916934032,-0.017030235914714996,-0.016609400769410886,0.036605527909798166
PTH2,,,,-0.02935828266988081,
LIPC,-0.04262871689026503,-0.016019259146570628,0.0676891088551793,,0.04040874712457713
COL8A1,0.03916419494473655,0.03615061404405381,0.015457533040627757,0.020448927742613036,-0.01825151250903819
GSTM2,0.04030476991759567,0.008579459044895104,0.0005865552987021465,-0.0009587123520148306,0.053539411584247514
SPX,-0.02807366355351589,0.08637128443693577,,-0.037184809650560736,0.049032445575140755
MFGE8,0.05889963803293104,-0.03718388152151952,0.015660053151709315,0.06234876295247309,-0.03208466041289554
TGFA,0.04389452591222845,0.02921165479246678,-0.05431939576204454,0.04283554818117391,0.05579047825256007
SLIT2,-0.04119038597955558,-0.030338894857794292,-0.038719005344726824,0.000514669061852243,0.024472173323839837
PLTP,-0.05612939116846319,-0.06586717780353571,-0.00660154224142736,0.09832700006114971,-0.01805614528770707
APOD,-0.051114256755694344,-0.04191677598346898,0.06596741054335924,0.09940935303419554,-0.031158764598906107
B2M,-0.05105365817752648,-0.04031550984588753,0.01018672689786504,0.07106101248870807,-0.07910627048173507
OMG,-0.08363008169841074,-0.06841695148869563,-0.03830934490039798,-0.019265398344096657,-0.0011177541896031046
CXCL3,-0.052797141768964974,0.0997277899982905,,-0.010285745347692733,-0.028274940096802984
CXCL10,-0.06833613925918719,0.020551442729751287,0.05457101461609715,0.04929561738234951,-0.0006291237874040387
RSPO3,,-0.01035196065815428,,0.04005964080785457,0.053818626268049355
CORT,-0.02278812761011169,0.027266672332911874,,-0.03070222221377637,
NCAN,-0.11520862819310565,-0.10279941070757347,0.12539895859696532,-0.05832156228745129,0.07850899616482102
PRG4,-0.031100443758305046,0.017626729636776663,,0.06936628135573635,-0.012733038408784455
ZG16B,,-0.011858006938506966,,,-0.010927309961813495
TGM2,0.07107104724044856,-0.02632985688712517,0.04383627667811388,0.04706826934644867,-0.0018293073377954115
VEGFC,-0.022315189337652686,-0.002206240263440154,0.06024048040293446,0.06665141283412877,-0.002285396556199623
WNT6,0.012521708433662328,0.06739537144110158,,-0.008988065559142583,-0.00578287164900149
NRG4,-0.021091360034985428,-0.012434481831223924,-0.03710851979828619,-0.024377517492410433,-0.021600110243862134
PMCH,,-0.01722918598820499,,0.011946243875321276,-0.02736917040685837
COL9A1,-0.032857707233200986,-0.012986908733022641,0.005807937355307446,0.021586469985921532,0.07110667662153396
GDF11,-0.07068634677686109,0.007667008705606731,0.07359727192108992,0.002349488552753522,0.03483596515023608
RAET1E,,,,,-0.02369516746459362
SORBS1,0.033708142775780395,-0.0440391780277713,-0.06157626934662102,-0.0030706068541301516,0.045782776735019556
DLL1,-0.0366667771391188,-0.08017704921549115,0.07138910043618656,0.06918812166923095,-0.007849101877758098
TLN1,0.006691059752509762,-0.018351200329363763,0.06174497536550345,0.04621907639174469,-0.026857821495218703
COL2A1,-0.021588395900769237,,,-0.029568185341497414,-0.031435457517331546
SHH,,-0.010617076831426516,,0.03813740723470354,0.03914273303439988
PON2,-0.0911176894978636,-0.09243532044225301,0.09292742524910488,0.02359908729761542,0.06455105739836421
ICAM5,-0.05030520576733532,-0.016547467801332892,,0.01713427788749805,-0.0064538870178229525
HPX,-0.03437812382501432,-0.014650409513390342,0.054603371845285235,-0.01721224597954171,0.07253990686917205
SFRP2,0.05770255692444859,-0.012091699939861672,,0.009652184393115012,-0.052586454615473004
CD70,,0.035855914811824194,0.1305367991234506,-0.03549982549758731,0.02096213788947335
HP,-0.0882539913093574,-0.025623268084842863,-0.018963590568237255,0.07170542632512783,0.10017007437030935
CXCL2,0.010754814631458776,0.005566587113205274,0.12897356909773244,0.02301425915567804,0.0786056315668437
NPPB,,0.09503227298191985,,0.015385077274187317,-0.0034546864660792154
CCK,-0.06080761533398012,-0.04220025227068903,,0.007386930514503945,-0.028424360352280933
SEMA6A,-0.01656542415829531,-0.09030009877275784,0.045145221638676465,-0.028669605589277284,0.09392726593003131
IRAK4,0.06054982087485557,-0.018981368861588115,-0.06449214232509182,-0.012308678079659905,0.05109563165033027
GSTP1,-0.026687741077234418,0.02048992443738913,-0.06786860469001178,0.007102712790211485,0.05479293017118563
VCAM1,0.007224118359485053,-0.01988195681341404,0.04650491320232119,0.02360430348224487,0.06838137729155043
NXPH3,0.01828502796933795,-0.012579028851554971,0.12052823620207485,-0.017369947681207726,0.04069351827583324
MTMR4,-0.030584321773664776,0.008739553232308735,0.05250893740714682,0.024025694877524754,0.04298365153228993
LAMC2,-0.019260560977202343,0.08569088920207618,0.016954620761867666,-0.013623708060829628,-0.0008810043222540325
IL10,0.047338249891787816,-0.005156296289343082,0.07128536870764826,-0.021845491504709328,-0.0147610200087637
SEMA4D,0.03606253703326299,-0.025752053748291825,-0.05002739360209486,-0.06769191443828033,0.032340068497987
TRH,-0.020440791967100264,0.020209950256772136,,0.05728979631327901,-0.007487472308683752
SEMA6D,-0.04918047834442496,-0.06244108727089407,0.07804841947889661,-0.08014915764689011,0.03685435442822739
CEL,,,-0.022193484971710285,0.03949071151386293,-0.010882548223944072
PDCD1LG2,0.09266850363000301,0.0023595175448473324,-0.025778349629033404,-0.00308750022305072,0.0015197677374440203
SPINT1,0.04679355265794125,-0.02958592285644185,-0.07936090960397504,0.027316103068673433,0.043846106468316735
CTHRC1,-0.018909316894165647,-0.010043713123033432,0.09845171519023954,0.07244617930634184,-0.042993201915079604
PODXL,-0.00949097898069821,-0.08367175144639871,0.02150812847235364,-0.0003485017404527172,-0.008024708049298973
JAM3,0.10961461479414547,-0.02483892744798613,0.018520462383014927,0.05558960206628835,-0.00030763542758560256
TGFB2,-0.02115821115818941,-0.027316336241477137,-0.08333823543616903,0.027974749718347323,-0.00025017597409963136
COL18A1,0.034556774505193726,-0.03522284876501409,0.007063365454605846,0.0826798844577281,-0.09509372666771151
NODAL,,-0.020909358346802492,-0.006654180717972232,-0.015579731964548073,-0.033587526853532085
INHBB,0.041859578642080716,0.029383898322623184,-0.07428378546072,0.007510625192869597,0.07216284156782908
LCN1,,,,,-0.02481788699998501
ARF4,0.02548644248654261,0.004097904226180502,0.004935698241817004,0.038444592206274525,-0.012159006168138673
CXCL14,-0.057406917095530224,0.03647065545490642,-0.07791151599813886,0.002927696040230312,0.07227011251828688
LIF,0.035791516718177624,0.06164661136599881,0.05340360980044028,0.02509305591111292,0.041313303479378796
IL17B,-0.02302136336754176,,0.06932461566146512,0.11648828546937523,-0.019897740489963272
MMP1,,,,-0.014035566970482851,-0.02224838452830013
MATN1,0.10924719802201742,,-0.038719081664621055,0.05606910545772133,0.02741163065602034
ADAM28,0.02229801129799908,0.02908913143610509,0.00868439879349302,-0.001228200008092043,-0.025296540961018067
TCN2,0.005612472383169267,0.02607515657181079,0.021330958722110178,0.05955088080969085,0.008906712393615185
THPO,,0.004814294116972124,-0.03710856073231034,0.024545592513952212,-0.006671623216863472
CUBN,0.026261683603911935,-0.01583164870798284,-0.04036364851198625,-0.023391992946533102,0.036644092452177375
TIMP3,-0.0034701209504141104,0.04532789250808114,-0.015748107198632965,0.0734152866228591,-0.05890494280496982
PIGF,0.06055980425619756,0.030294269809190446,0.013135851313452863,0.006047132216857213,0.0964603086903155
CRH,,0.08477555508709446,,-0.03219074629329279,-0.0027396595229554664
BDNF,-0.03285768364207299,-0.03211729936354264,,0.04518937031055595,0.029904837478224203
CCL5,0.032173300918822985,0.040653026385196446,-0.016793821806753033,-0.023523664017962343,-0.02110881472821552
GAD1,0.0008997843636451879,-0.032522045447403045,-0.0407803476859253,-0.005449681076087632,-0.0034196953048000896
COL14A1,0.024132026913405782,0.022911644138766618,0.024716525144630675,0.01640913185918208,0.054214681645681724
HLA-A,-0.058471293156172596,0.05425444600545177,0.07971151116311082,-0.009021143686447663,-0.031079661530657804
FGF18,,0.11018626943280498,,-0.02425445846505832,-0.024541686327992803
ADM,0.10297218256969211,0.08980518685167853,0.05679798371317972,-0.0265807434867482,0.014789044497767077
CCL15,,,,,-0.02128500264701735
GNAI2,-0.04438171506841385,-0.027553915027342512,0.02217679785909443,0.03300077385429942,-0.005211449864740531
HDC,,,-0.0010372374873721657,,0.06125432981100094
COL11A1,,0.0046495818162039185,,0.025510213694723647,0.03279384921437592
NUCB2,-0.013647196497524664,0.045038535894055765,0.046338779242971084,0.005261620837810229,0.014047959905023511
CXCL1,0.007668270001376378,0.019371698239720236,0.02435384774388673,0.08297515670655543,0.031978247437150845
VCAN,-0.04151283746515559,-0.07659923031666464,0.007559308044298958,-0.02262828315444186,0.010612824192478457
MMP7,0.04578720496007799,0.010907048255997955,,0.03845788743195338,-0.015331367047836995
PTPN6,-0.06248205676665319,-0.030073692432198894,-0.011680549204276752,0.014227472164608786,0.01502377664684512
PTGS2,0.024913278371634838,0.03862943898204917,-0.03612740629427131,0.03266133351036386,0.019755403413902976
XCL1,,-0.01035196240041022,,,
CD58,0.06062039093019934,0.02142010353699865,0.022653564614711862,0.012357503158561985,0.0011581272396586743
TNFSF14,0.05696580548475981,-0.028740376215146638,,-0.020266622102783974,-0.03494039660050676
CNTN4,0.010251022583777903,0.04327912230296744,,0.024633042289738873,-0.036217755670652475
NTF4,,-0.013094779099868243,,,
INSL3,,-0.009514356495662851,,-0.0014468971428088049,-0.029143996609548018
BTLA,,-0.015102175213972715,,,0.046350714909339986
MFNG,-0.0552698933139856,-0.032687024955778896,-0.011182589520954977,0.02332451736601649,0.04063986402256759
ICAM1,0.00040776527985952307,-0.00038249225391786965,-0.024310066696756415,0.019762068641593383,0.02215670823250016
PROS1,0.04864472119251108,-0.006219899380593475,0.011904098506150262,0.03263695764544513,0.007178539612416126
CLCF1,0.10280267111969008,0.026481956049356895,0.016554139129294296,-0.04922806456996435,0.054583948553694424
PSAP,-0.0642921165256637,0.003263195347468483,0.0812161509506373,0.04634939834410059,0.0017334917610326754
EFEMP1,0.08824061169959777,-0.07587361531115475,-0.011263423905031853,-0.04719498803129834,-0.018092472729279326
C1QTNF1,0.033697034780422096,-0.005794803331920813,-0.056346279666912975,-0.026455932061687743,0.03180791153834793
ALB,-0.025673349764711393,-0.01689138161466871,-0.011936502600637514,-0.02273693585796368,-0.03295488130469374
CCL13,,,,-0.006368701075866547,
EFNA3,-0.005547012948067111,0.08274631262650056,0.04880149784616666,0.022168341303886424,-0.0198935530569902
DRAXIN,-0.019357303181179057,-0.029202345375430455,0.04413320115676199,-0.025992926016674193,0.03615348144360605
RAET1L,,,,0.03820403801544059,
NPTX2,0.012490807634470361,0.04482717991719524,,0.05888846672080928,0.0065205668776623284
FGF11,-0.07063986528255672,0.05517421336739568,0.057810208889907774,-0.04923781125076023,-0.002100198470916018
CD59,-0.08592655189161054,-0.05117637681786866,0.05988808258986756,0.03893022762890043,-0.05292551483764222
COL9A2,-0.0582897138074459,-0.03444934752814559,-0.08555537209202288,-0.02181989429953061,-0.021867043506793603
DLL3,-0.0663115699380087,-0.10182573077482,-0.02286042317632587,0.030190934238675332,0.03642244462605612
FGF5,,,,,0.03927478335498206
LIN7C,-0.03243635837957103,-0.04380155381237378,-0.03465066326549513,-0.04351249678951892,0.05868723096021476
GDF7,-0.01813870110160166,0.04956658493906113,,0.028406820354254656,0.03512086740480332
PSPN,-0.022428393970716356,0.02203777120250481,0.11331456794864533,0.05809448646317376,0.09405632200768446
ANGPT1,0.029664610273778345,-0.021290618847036757,0.006012363288426465,0.03614887046672601,0.07961022451958207
PNOC,-0.03454383308886071,-0.0009576453519320837,,-0.01953247208741096,0.011393946592784636
L1CAM,-0.050561627306050315,-0.03328471035227445,0.010511758336050635,0.00498546209339132,-0.03660795651420504
APOA1,0.07374188838755003,0.004380241521849257,-0.061406034714191024,0.00050155709649764,0.11752990204128973
PSEN1,-0.03766455844735765,0.027760660942927045,0.018959522786847927,0.072351008326468,-0.043597342707926916
CALM2,-0.08765314394017584,-0.08012878541802854,-0.04887326731285947,-0.04070692977714012,0.027195175578148094
CLEC2B,0.05265233128122011,0.007405574710001917,-0.04235031289907633,0.07048345340598217,0.03520550018156055
NTNG1,0.029824033678981912,0.006052366228969078,-0.034277653983872586,-0.02653711976230198,0.03218854081504765
LRIG1,0.021565191101324162,-0.08990155039698058,0.060700435843031995,-0.02541660894013954,0.053909269848873544
CPAMD8,,-0.011253786031186716,0.12785580877220357,,-0.01660361327582843
GHRL,,-0.030017779768910534,-0.015312576325385891,0.023642308852866244,0.05094224632356983
NPY,-0.052712952801197886,0.02173567961887901,,0.03899049779741768,0.023101638197797935
MMP2,-0.09059424474242458,-0.06076709604854952,0.010837189889034279,0.0709639980798089,-0.033575082313109336
LHB,,-0.00980119774429106,,,
PPY,,0.016223592261873483,,0.03785743822972181,-0.0006784645938124113
ALKAL2,-0.02370877603618191,0.07994666644210184,,-0.03669580212403553,0.07523161571807659
CSF1,0.1279822714602934,-0.07916613391540107,0.05991554608140791,-0.038327455168871,0.0138356676732968
SEMA4C,0.04980570395819815,-0.038840927861257375,0.07892711645125558,0.04679811033862887,0.033797798312651416
BMP8A,,,,,-0.026158305755267744
ICAM2,0.002836370155129207,-0.009995351871948778,-0.0024062376971177232,-0.002983477903999505,-0.029976696371075664
SYTL3,0.011809399194016879,0.02827245499301885,0.011407760748421392,0.08832404480656647,0.03345404387865611
IL1A,-0.029336912970732258,0.011219829398327087,0.0945801785158224,0.016414234652601927,-0.0017174449340227169
HLA-G,-0.02868776211825942,0.18065735501114621,-0.038719049936070886,-0.029880833327256436,
PGF,0.06533077692702643,-0.03814387612248438,-0.007796775347805599,0.050573764005912285,-0.050060128514082425
LGALS8,0.017709426833550715,0.01587911252340582,0.036284367197306155,0.013765179217654789,0.06889603290643347
DKK3,-0.11121515488905465,-0.009248619377249252,0.08334808646897458,0.005453201729028318,0.03216123970312708
COL16A1,-0.049952285411984994,-0.0542170792651489,-0.009972558486684706,0.006720471926027335,0.0027459864944145524
TPH1,-0.02415743060773545,-0.01883789649483945,-0.03710848865292378,0.005963504547832329,0.051518142912264184
TNC,0.1264632168957542,0.07400685310287,0.016930311793489725,0.021123660748976623,0.04750622776281885
TNFSF9,-0.03404480272159729,-0.01697639085403078,-0.012178039415089707,-0.025462121903336372,0.0003469523339905308
C4A,,-0.011619888666966135,,0.1375276961250837,-0.03522615637371182
CNTN2,-0.01802175697905732,-0.006695737250240712,0.05098620139739803,-0.02825559805620837,0.036357339505158306
F7,,,,-0.01647558081866847,
LUM,-0.043194994587290717,-0.004001430013291678,0.026233645384301934,0.07485790562370187,-0.030559059653692773
BTC,,-0.026602501019516438,0.018423785651043273,-0.015943737551896157,-0.03280476102199155
APOC1,0.015343761255468977,-0.06555250193398507,-0.012802306722143287,0.009957823118771303,-0.03125948705719214
PKM,0.02003795784225977,0.06064807261499568,-0.015713309347576525,-0.005438822771742397,0.04446730088791679
TNF,-0.012802379769908842,-0.0032478574217535104,-0.0009985209181018065,,0.09514175992308317
GNAS,-0.03321001854282069,-0.06845152351115849,0.09163630008094345,-0.001315467892185769,0.035685243870139556
BMP8B,-0.05403181690836166,0.02320387370216529,0.024772686330726136,0.02919495711607127,-0.025724437964961034
LIPH,-0.024816990138441606,0.04337374120743609,,-0.026163951054846927,0.0770271759005781
CCL28,-0.018138685179664233,,,,-0.020311980981573406
PTPN11,0.038868201704801,-0.05059489173052426,-0.02805989528924101,0.016921660436448785,0.033684684746659775
ADAM12,-0.014475521647858381,0.05563669633776446,0.035921270940628566,-0.018543668105850227,-0.03661604636097615
EPO,-0.01127773791086438,0.11673148129080003,-0.05292064850453885,-0.015762716574345696,-0.0025045227421100435
EDN3,-0.025033468458000592,0.01165847376776314,,-0.048998235376678065,0.003808253379557794
CCL22,,,,-0.013831097600577795,0.018653150160739075
CCL2,-0.02272425864817855,-0.01795861982983529,0.04134375182436546,0.05274096433814839,0.017130682587661317
DSCAM,-0.0030610436252549297,-0.023198206033892183,-0.04541447015340679,-0.006344063581527065,0.1251922728412246
ANG,0.038328320353505835,0.0903344396961112,0.071342680313958,-0.04277554818821797,0.047565998161764184
FBLN2,-0.04953151066139742,-0.010130003470228549,,0.07321629167040632,-0.0017803783536407308
VTN,-0.023481618080901417,0.03964573632705196,0.12265220969890424,-0.020410590470159203,-0.01197655208253378
VEGFA,0.10142313123975052,0.04656645754073808,-0.039103589517557935,0.016906500364049268,0.004725346830595081
F10,,,0.023294314266775907,-0.013122544725074802,0.007255313606194768
SERPINA1,0.024486623967483835,-0.0033542761312220087,-0.033626605451356595,0.014032641863305027,-0.05211734959798375
VWF,-0.06789364285675531,-0.008661372655202889,0.055809872047046724,0.06859305073827514,-0.09376619088453905
GDNF,,0.011137287928097154,-0.05085015089630204,-0.022072587135326567,
VASP,-0.006809999579394355,-0.01653985751820784,0.004145527695927307,0.056059030930889174,0.01136058423036774
ADAM15,-0.04572505097255028,-0.04044485516710323,0.0656115978797966,0.046326345318921464,-0.012062328796202785
WNT2,-0.021091332464961622,,,0.05850012139880562,0.05021454425774072
CALCB,-0.022075307213465286,,,-0.00909089697472833,
OLFM2,-0.035232918560574464,-0.03666321737319715,-0.020853437203976935,-0.03254158977017715,0.08769918140872583
MFAP2,-0.028301611785981853,0.011290773517913147,0.07245748804003808,0.023500801131892346,0.0018162089915073859
HLA-C,-0.07765726481353516,0.0004071791023750076,0.09076118443759157,-0.007446270908036043,0.015466034415472492
THBS1,0.023819812898578267,0.006681674550285808,0.020905561628719576,0.08593909992741636,-0.055640904368417926
HSPA4,-0.02157584600388583,0.023791333192282722,0.04264000333982391,0.0095872144128383,-0.03422849292327606
LMAN1,0.11333349601890612,0.08032461256309531,-0.002077673981213208,0.01867954186434549,0.004095635747308416
LYPD3,,-0.011003309856745512,0.0820983164689064,0.038059254108174366,0.0216128652465577
APOE,-0.10935922387310439,-0.07322751558732297,0.13739652887613057,0.031031207748156382,-0.025653066982695476
SOSTDC1,-0.02671027097810178,,,-0.03315030018396209,0.00012044763758254827
ANXA1,0.06375432023761812,0.014283492480187015,0.016088298258394848,0.008096953339758186,-0.017243621587413934
WNT2B,-0.010288468832911877,-0.007336484735252273,-0.019464548016204543,0.018780478008845452,0.032103590754377874
AMH,-0.04486553261374468,-0.015289570593583428,-0.09704389889404168,0.025110996945540653,0.017568298862055288
GDF10,-0.020583460975152932,,0.0753603798107997,-0.0003971102906257389,-0.0420303607530757
EFNB3,0.013165718255321516,-0.035475553625400884,-0.005765015089089338,-0.006900709947795813,0.05360850480698662
LTB,-0.025033462973562046,-0.0035541910124268013,-0.08029373294770038,-0.03364247130770416,0.05758294781477029
ANGPT2,-0.0017161925629565868,-0.030703492720621447,0.057010663242024785,0.09680114784368943,-0.041702181906713924
NRTN,,,,-0.014035568082013963,
ADAM17,0.021942694393631064,-0.0007614035914627415,-0.01192050449061001,-0.03768433031155741,-0.00026382373120355
LRPAP1,-0.07144149790388059,-0.052262876745798326,-0.0384209748808925,0.03769894868558293,0.02987454870184816
NID1,-0.09335264053623842,-0.0606814450542521,0.0473457770949629,0.07972874492026007,-0.06581076282468679
MST1,-0.032283245188700856,-0.03120728066801351,0.057491733301795134,0.01881259669570313,0.04931170820203912
DCN,-0.10864154810292713,-0.013603792527499976,0.09735182402521267,0.06727214253496201,-0.07896219018736883
IGFL2,,,,,0.04770756603772494
COL7A1,0.027995068879990693,0.02777183603498734,0.02016593392825271,0.02446731417415873,-0.024383937354769954
CALR,-0.03696399009329906,-0.02101421574777235,0.04334484466361996,-0.009384063440311629,-0.0690055938782082
PIGA,-0.024535459576398924,0.010064844154376093,0.0055496128173297184,0.019406184705857314,0.04999026378522203
CD200,-0.09728163359639251,-0.07209634266494226,0.033631138355932594,0.03064783087686548,0.04522430582554708
GRP,,,,0.008989181361663632,-0.02562991650088687
CDH1,,0.054201833678339195,0.04915715592637668,-0.02531641427959223,0.10780124769856707
LPL,0.007279869736982699,-0.04232454707077946,0.02954600522159347,0.04113680315261043,0.06463616023547915
SEMA5A,0.059160998541903785,-0.010533438776300016,0.062345210232788516,0.0039030514752061087,0.031645144589304765
SEMA7A,0.05890807400121123,-0.023877760334858406,0.1424752858013363,0.07774167153754688,-0.047902067462692856
SEMA4G,-0.0596241929158119,0.024586960724182923,0.021977643614143682,0.017174667020687942,-0.04725997454119275
SEMA3B,-0.04998498109117914,-0.027759393485881058,0.08470467763020646,0.05115093410846544,0.026552697782611902
RPH3A,-0.10795840519298858,0.05058528629760857,,0.001824266812319382,0.007855122853215112
JAG2,-0.02800515882047631,-0.023499521971714316,-0.04255307599868334,0.007606451973783029,-0.0322301609433696
CGN,-0.04133578800383493,-0.02441453840972232,0.11303755465060177,0.02289571836758503,0.02231264485570816
GDF15,0.054919151942731746,0.06672776993622974,-0.02301084850091363,0.06707117647407315,0.025734916714202822
SEMA4F,-0.0103322608160288,0.04251890738261819,-0.00925724571649414,-0.02554022370703617,0.05154553524159716
NXPH1,-0.04305389544104738,-0.0084017906990043,0.09347947375575534,-0.01534242113544879,0.10333411393211982
ARF1,-0.03770282103743578,0.04890322874475128,-0.007653956069183485,0.019048211391910475,-0.051069590850742225
DSC3,,,,,-0.021600110243862134
EBI3,0.003642665242855637,-0.03165662116766496,-0.027842688515268495,0.0036669123652472795,0.038403658241713726
TIMP1,0.018897834642754074,-0.02810111901334208,-0.03275088032334734,0.023052864424059825,-0.042623026655913776
SEMA3C,0.04099054571062235,0.0032803749535243996,0.05564288000137409,-0.011497277181568434,0.022551848965520507
GNRH2,,,,,0.06606326174733622
GAS6,0.029013445925031092,-0.022290572898268544,-0.06456561492560191,0.03263164131057183,-0.04432696554086339
MEPE,-0.021341176004572655,-0.005559043491255609,,-0.02375675217145066,0.026595800848322478
