,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
IL17B,,-0.02691352472935551,,,-0.019344681462722595,,,,-0.023333018496776176,,,,-0.023439178042100734,,-0.0724562122180303,-0.0023007140204351164,0.013894096277583912,,0.08735521719058811,0.031142699772026952
MMP1,,,-0.01920661288110878,,0.014976856818377062,,-0.013141909340572225,,,,,,-0.07016760455744041,,0.06444983793714731,-0.04846039398465138,0.04098139329856287,,-0.015179420477020115,0.03996119589465132
MATN1,,-0.032163998228486854,-0.018291405084991108,,0.12827321140925105,,,0.007191096765427442,-0.014812511985118395,-0.014913905343912322,,,0.01191184899506907,-0.01355278481557388,,-0.04435134085945935,-0.032318157645849034,0.08484208034913404,0.06638114899781863,0.03222374450129227
ADAM28,0.018158124222600918,0.04144755829746767,0.09213482078049955,0.006917884040578181,-0.0031231107666074543,0.008298547980773528,0.058346372218928945,0.021670474392782527,-0.03491197787570945,0.0030525434194578027,-0.025689221265273364,0.009130720774482003,-0.03564936113039579,0.0221950387328786,-0.13148023962084263,-0.00943511054713016,-0.02471034247249652,-0.01948313980228481,0.08445618240838572,0.0455041373704351
TCN2,0.06042785621445992,-0.04485230942614929,-0.006512447207740553,-0.04534298291285538,-0.004328836345778587,0.02565418236194719,0.015391489549074558,0.012357059893050562,-0.02158758538194238,0.03954645301860291,0.13629203954737631,0.12033072250527184,0.0629844854252835,-0.06126734249185052,0.14019972735801678,0.004829158159051993,-0.0012414387790647633,0.02284022090585333,0.022662961911884532,0.07378924283323288
THPO,,,-0.023834458187347043,,,-0.0034602203905594042,,-0.022718915490565008,-0.028827088353212457,0.006383651455401607,0.049114527787504254,-0.011623189657568585,,-0.01355278637241641,0.030034169174043567,,,,0.0006184059077158658,0.0762537509075591
CUBN,-0.030822697784647822,0.08059198515279722,0.003120114386569175,0.0029643304777194194,0.05989619081070094,0.013547381879486725,-0.0330061451318709,-0.02842127639584204,-0.02568867609336433,-0.01056435300853308,0.0196021068621641,-0.022681423207011456,0.013594304660859756,0.03336673053014922,0.03248797837141008,-0.02138819137109931,0.0318384094343688,0.018436450667712514,-0.01878968429840944,0.08846618005827253
TIMP3,0.01290359895527122,-0.037122780905092766,-0.03071070750088706,-0.02076572433287491,0.020511658881241263,0.015582153512562803,0.07280814120133088,-0.005635173865390603,-0.03453471097961509,-0.0017349689605577743,-0.033360880568568056,-0.04591236304019263,0.006285030259247092,-0.07429474689806782,-0.03978075521692918,-0.01149947981754439,-0.024266395868834067,0.049758509357879274,0.04163964668207421,0.042932185664342794
PIGF,0.08104853867856526,0.038578450926002074,-0.06131061265513054,-0.04525195692211196,0.026367428737729078,0.0221619732326989,0.011603981748138953,0.05381521281549629,-0.021001671990309074,0.04156810715581391,0.01408260682073844,0.03841555938836385,-0.020463923642895447,-6.078344805378356e-05,-0.0016499487398564374,0.042076587063967615,0.07869452913639272,-0.013760221906460158,0.04871110618186699,0.058464716840321895
CRH,,,-0.01632218961865923,-0.0007238940451292687,,0.052194978556058445,-0.013354575327874822,0.04157584631610522,0.013290525080607598,-0.023477968313092137,0.016366068247182362,-0.025303284678540205,,0.1829596264958826,,0.029572376862874217,-0.01942991286807001,-0.002944004467201619,0.0211431147565602,-0.008510785038617703
BDNF,,-0.02584579580364716,-0.02891470096155269,0.024048687879006683,0.01929432889614171,0.00397752252819091,-0.015972269169627778,-0.036119431003186465,0.0017425131570635603,-0.04068551740356525,0.013580377274847262,0.0999949547273673,-0.022082640929197823,-0.015263918312470232,0.03477848827543108,0.014211512946949594,0.011522148328920501,0.022201446625814168,0.004452022592455247,0.032813060145136234
CCL5,-0.04421082698784464,0.01891660385671276,-0.04088504708798978,-0.032577552491761856,,-0.008809755215607713,0.011409735150955707,0.05608170884391611,0.01900463416898455,0.059691146298506685,-0.014914416184928302,-0.020182140985097075,0.0342335239846026,-0.0183859845124879,-0.12201816586313546,0.017963876338183,0.03824640957142747,0.04551379600395714,0.022340005573415624,0.05798437448121142
GAD1,0.03235657094970952,-0.08903231074139868,0.017707867371596832,-0.03379966534226605,0.01784672605025833,0.019175381070961527,0.03881943378846097,0.0025163406526376862,-0.003224987101111093,0.026242424707725136,-0.026624802212363224,-0.08188480973907614,0.012247299651819525,0.021888520644567856,0.1171253204108635,0.018575511522095856,0.058583744351693716,0.01340580728572276,-0.008606643786423,0.10725609231640364
COL14A1,-0.03861576459242158,0.019274208512415313,-0.033011460435006516,0.06368674758962031,0.015100719568733094,-0.004353221019722056,-0.03751750607856087,-0.02084221631448585,-0.010077151648195668,-0.006042434694112673,-0.022329803040426498,0.12106967708660697,0.06705120528746354,0.013468854953035202,0.003722321360069894,0.0281720557348986,0.025915234555108656,0.06289396907393348,0.054552442010298706,0.02302706501172712
HLA-A,0.006917793269856128,-0.049096646885616275,0.06363590572791275,0.017078487049739046,-0.007507309546504795,-0.048417815874157846,-0.02111591985721437,-0.013147943808979769,-0.03216208757978689,0.11973658317894245,0.015088943399097068,0.1682213059274244,0.009692696252735581,0.046637701450550045,-0.017018157760768406,-0.016782585502567775,-0.07261221133170727,0.0420278158931199,0.01660124225103021,0.0034349556819914685
CD5L,-0.026771346985883505,,-0.016322187730306213,-0.05151459806740744,,,,,,,,-0.03078228195872665,,,,,,,,
FGF18,,,-0.014768629758043121,,-0.01934465986029197,-0.018171345652771027,0.16602700162155687,-0.01867946167186469,,-0.015980837137957293,,,-0.02304564955832872,,,-0.012571998979814708,0.030247482408598057,,-0.026231118718453482,-0.030633300173484007
ADM,-0.015305966074272528,0.11957596768424712,0.0705013955295553,-0.03554695529509525,-0.010999540924729451,0.05074560511801558,-0.036762269844830664,-0.031553995603371174,-0.022334128310272906,-0.07009978164755484,0.06063772274785093,0.03365854063765521,-0.014701841389845873,0.0731596873656019,0.061276789792518285,-0.01058788054068489,-0.07374056099648431,0.027533969402416158,-0.020083724424414674,0.07759271808265404
CCL15,,,-0.027232124427101535,,,,,,,,0.02699364800133054,,,,,,,,,0.05185969809633368
GNAI2,-0.06455205675755628,-0.1059796396759945,0.02618763547607592,-0.03025097529469219,-0.05395701903342602,-0.006759686528694144,0.031865638136439514,-0.030087088800665355,0.003297982399751246,0.015720921262584665,0.037802963261292975,0.10205261207364168,-0.003710712933709454,-0.020848440673054292,-0.04804192559644227,-0.06499345488780599,0.03285181137258891,-0.02857216529871508,-0.006220834120411888,-0.012228142601163311
HDC,,,,,,,,,-0.038012957505745404,,0.06215530461128168,,,,,,,,,0.10615497075862691
COL11A1,-0.031458096474492506,,0.04836192656516529,0.05262125982460672,0.05335715359434464,-0.016840410396295455,-0.03599514632416139,0.011075215348413183,-0.025686351848578284,0.017652029931105078,-0.0015997253913157795,0.05493815265362352,-0.0003650965806306252,-0.005399348417213434,0.007653024492122656,0.031031377861032786,0.008178164470335161,0.0721832379201391,0.0747323427529162,-0.036228180834283676
NUCB2,0.004194911315098215,0.06663442254568033,0.021172961376837253,-0.06927910788575957,-0.023678755398139816,0.02299552493739786,-0.010009360871473671,0.012897438305194292,0.03356528397956705,0.04249305456019003,-0.03645378394603124,0.030266292828148737,0.04108052905791769,0.033575748307244004,-0.006637357977195839,-0.006400820259235059,-0.005397468101535916,0.02690488888182772,-0.009345047824268853,-0.009510926000337793
CXCL1,,-0.024094798328438836,0.03129582681763875,-0.002654787659812532,0.035984544866472366,0.0035780557062018124,-0.02284515087609594,,-0.012574636126503972,0.0268112194269734,-0.015513301581286847,0.009818482130601734,0.018807140163614542,-0.01838598762967558,0.031347227470080556,0.009856023425311132,0.020830377241490762,-0.029878991871867922,-0.04329963341445081,0.15442541948113145
VCAN,0.03618069210859665,-0.029924169139176962,-0.009978581510270224,0.05866699117309658,0.031824694245753946,0.034335368613899304,-0.005726901351646072,0.010428758573815828,0.003956692460937977,0.052134011805922954,0.02291315472607711,0.12308240088089786,0.024365931649777715,-0.04339242947882765,-0.02840052964521729,-0.06767073235667181,0.06917040720375969,0.03231849506065165,0.05313890272785343,-0.06912280992667542
MMP7,,0.021689142565211993,0.040239636304612275,,,-0.019944589482199942,,-0.016548987042996156,-0.01031245900054282,0.022578032509929843,0.008170675569920752,-0.018114931627403356,-0.02677158286081813,0.0889884048572992,-0.08625543802203524,0.06287726857861244,0.004779536792679317,,0.029232857904276117,-0.026904217170734306
PTPN6,-0.030094169301341022,-0.008373725939151953,-0.0022074670712412146,-0.006728540878997755,-0.0195148680655066,-0.006897205149275986,-0.07270293628023977,0.004014990065444618,0.027242554451506328,0.09066020342997631,0.03501334068120563,0.0029526290018887374,0.011545363581108505,0.024621886512979075,0.002633357355677136,0.017486546244095107,-0.0027397980382744564,-0.008858085610150234,0.022464672139072914,0.09830331651294558
PTGS2,-0.02806900930744129,0.07211354007594925,0.05625856242049929,-0.01742889318830419,-0.0323459928171976,-0.03007695059058112,-0.0016146930866726469,-0.0064553736172828086,-0.0011067526825382496,-0.021851308899987737,0.08895876345859252,0.05753992995672393,0.09884855152384757,0.03802031572107689,0.028186638236246186,-0.008454716325708572,0.039274760043299654,0.06690376706583145,0.05367736493235046,0.055476021634071296
XCL1,-0.005382815707117893,,0.05915485032945585,,,0.008927211023600716,-0.013974025829810444,,,0.1343898261280539,,-0.00105924172844243,0.03381870374589874,,,,,,,
CD58,0.023790706564761174,-0.02948000092343566,0.023679329891971405,0.007148529139553828,0.09563630883422937,-0.029035551965017087,0.05082163917604446,-0.03189892156078056,-0.0051236036063496805,0.0017681016107980961,-0.04582697799512643,-0.07151970590106717,0.04772399619202405,0.003322910298861425,-0.009968738057632156,0.06281581076973917,0.05329710346124319,-0.03895408835487475,-0.008768158237874182,0.02442641112715613
TNFSF14,-0.03990256022512646,0.02847039923495914,0.0571998050186224,-0.020368436361799788,0.054340880714558185,-0.018839415914031283,-0.03933221646933791,,-0.02148752386092394,0.019965017586078042,-0.015152413513712097,0.21917475093417133,,,-0.050409561744993954,0.0013746102473480056,0.037055932875880555,-0.009498279577211676,-0.02191828653548466,-0.02319819083169669
CNTN4,,-0.05320861784741897,-0.010425343940895972,0.024682339814910498,-0.0222387829235485,0.014328591892044582,0.1066933697588633,-0.005691800000354081,0.055164148380694826,0.07375436651770091,0.015357537229362034,-0.07844321474587118,,0.007071128756850243,,0.010026545605900548,0.1259010808485519,-0.02041724705434502,0.020951934141152727,0.04478177552671466
NTF4,,,,,,0.03442681479840518,,,,,,,,,,,,,,
INSL3,,,-0.016022732674480532,,,-0.018171342088567636,,,,-0.01698399567999529,,,,,,-0.005170648462142037,-0.018049604440423236,,-0.021918284417825257,0.0908388021872561
BTLA,,,,,,-0.018375679176289194,0.059147849349104,,,,-0.019350150308045655,,,,,,,,,0.024232148180852984
MFNG,-0.05667914816033986,0.016118262669167778,-0.03185152396336914,0.050750763374007975,0.009339589362664637,-0.015565682661678215,0.021524866668646295,0.04871831083303625,-0.036265179424210266,0.021374961921364653,0.036581358172468,0.041075023608833534,0.04619859195230727,0.06512770018188221,-0.06406933522285443,0.04256351730960415,0.07863275529365753,0.015299604660827363,-0.0005657348773657922,0.04988696655191003
ICAM1,-0.03752395863579772,0.013375309863456013,0.04649931947863248,0.008109572355793303,0.041209438385969514,0.02868825054183046,-0.013932375983747365,0.041793956935698,-0.035784546842780075,0.05519563344448733,-0.047657028044373786,0.09836649870293214,0.012562028884420626,0.011188087029005691,0.07161659831293653,0.042766075184414824,0.0018690435158329331,0.01857493036606164,0.02648111623995001,0.03406165135811596
PROS1,0.009679308192068208,0.004209400284946552,0.059801808882262934,0.0444232548875554,0.09933179413237976,0.03362233076831985,-0.018201655739326878,-0.03261267861285353,0.009207592732981927,-0.02427514332995449,-0.006482215235474746,0.04590376587251239,-0.012382050961529932,-0.051151354000999065,0.039253403067100234,0.022005682561920918,-0.07543844829326102,0.07150440262876169,0.017110755564141468,0.035910761623154326
CLCF1,-0.018512905255547645,-0.049920610040263456,-0.021609594637957783,-0.034699739054460645,0.0006242145279860032,0.017902648728901318,-0.054602417845581966,-0.015383936045168375,-0.00488891374873769,0.02329699647995026,0.01458595990940429,0.06996297212763515,0.030707266244804302,0.0383464808451478,0.11235502004933204,0.020893988280712445,0.01585607803439546,-0.04871549916133579,0.014285184014617567,0.07168881284647595
PSAP,-0.08918614524774195,-0.1339454399596837,0.03847171051133238,-0.020932099646373298,-0.032701014444169015,-0.013996298210498996,0.00645321596117861,-0.019883962462803256,-0.037624941330136975,0.08652046928670469,0.03492587705233471,0.0736500360945475,-0.05838922906166826,-0.05009282614422611,0.09524198613063971,0.019092092374871354,-0.05273447188133448,-0.05006809973895983,0.04055810857770633,0.04026138763812355
EFEMP1,-0.038644192851449266,0.020463935479839865,0.05130458942578345,0.0011262202993036312,0.0592140361160954,0.03947537955212637,-0.030449416353395094,-0.07741505988066665,0.02408616969409312,0.11540557895522577,0.014715553867822993,0.15269716027321284,0.028958639893923322,-0.022086372161983264,-0.08741123183125142,-0.0009030674849118122,-0.008741727955200344,-0.05080216763213296,0.0352702576364057,-0.0516745887701812
C1QTNF1,0.06778918382477019,0.04187740972526961,-0.009988873941782578,-0.0219218346362649,-0.03585479624305303,-0.03905786743843837,-0.019070065220490533,0.021427301184420714,-0.02150211017396413,-0.04327676604982907,-0.01682567958515581,-0.0017714530422357638,0.026088956938402713,0.047414284235289345,0.050989925201718404,-0.016563801582669967,-0.04791434364646242,0.03819310570693049,0.08747836094842193,-0.018728765891252344
ALB,-0.03672266775302744,-0.04552465657168401,0.04378927507163413,-0.002744967623347607,,-0.022863721912433542,-0.02409272155676534,-0.01583008827520017,0.004613822920326,-0.0034451110565531557,-0.017209941450936312,0.0670515802141546,-0.002165582891283658,0.018174110425597065,-0.031198532163060295,-0.019781230588706282,0.0007475759729863179,-0.015466084905802677,-0.015490800227923578,-0.03097462516578698
CCL13,,,,,,,,,,,,,-0.02005779387245652,,,-0.021533556141155572,,,-0.02458591050852905,
EFNA3,-0.002403450370209344,0.08239095708091237,0.0287863727668111,0.014916561444084809,-0.006820179185739971,0.014697614360701213,-0.017755322539503883,-0.05846423481667005,0.008753137574563972,-0.016702286807751817,0.00030887347354785174,-0.061872785287654,-0.0353770004866537,0.030829347265851445,-0.017247471616970607,0.06619392055581139,-0.004665115773734003,0.0299979412354412,0.008874186635456124,0.08974076727138167
DRAXIN,0.025657835254680968,-0.03650603047790326,0.05668059912033819,0.08942155218669484,-0.029587086494278388,-0.0028700180633935493,-0.021185435528252604,0.0041151758468077875,-0.051178622355241156,-0.022473966328152174,-0.013818738461660663,-0.02479899532786846,0.036878993505800456,0.057108157072450975,0.0771611645974799,-0.019793994486581548,-0.024700912578163405,0.05464420376705437,-0.02290646849679943,0.09969178744805743
RAET1L,,,-0.012481864364389207,,,,,,,,-0.016551049233233587,,,,,,-0.018272020788100175,,0.07377904358043082,
NPTX2,-0.046114267888669395,-0.042250294077845245,0.04211806622840775,-0.022398823929906865,-0.021363724540583225,0.009264245252339239,0.01174864217421928,-0.048042428861721956,0.0030165293666187592,0.002928577519777382,-0.021601648894846098,0.09616598547263874,0.02425502895264352,0.03514542438378921,-0.03841086803360314,-0.010059981651416472,0.0518110609806399,0.05995388610663755,-0.03159367737509609,0.03530558456831358
FGF11,0.003683130553060185,0.03973071966143162,0.04416725869815857,0.021926666281374907,0.01324141267437425,0.04001134446924229,0.013964197438157884,-0.048596647643938735,0.00447535941173122,0.021959438779993384,-0.03132150812626038,-0.012715209712985625,-0.04718242096869546,0.07045818181166612,-0.011832950540615724,0.018855409008854504,-0.04160382556690917,-0.053411652720656,0.016370699894376357,0.11290742729463982
CD59,-0.05441883263379543,-0.10360177718963182,0.013837230060730012,-0.030161455833556908,0.026987708900980463,0.022062387841134738,0.04946871830794921,0.05393027580359684,-0.014639734940403293,0.08575312283843409,0.013970239698363024,0.09423474634349945,0.03046812028131416,-0.09135284148903967,0.07478506805334603,0.008753343928366084,-0.04712491027875449,0.06873184306660521,0.029243781222963536,0.022147132032565388
COL9A2,0.09591984008803409,-0.057640695866690246,-0.02983463564284347,-0.050306388661802086,-0.03137166691877188,0.004449627916108696,0.006114213186988457,-0.04046088785396398,0.0017641739060393303,0.0031402862219972903,-0.014686715937964384,-0.017757690036912164,0.04067110251804724,-0.00734184514411907,0.05378788168305947,0.0877320082331056,0.10992965188548315,0.04843416375711223,-0.016757097293444167,0.08551963989455587
DLL3,-0.08711737651545773,-0.06620103008036565,-0.08644466423132163,0.09145869812938605,-0.02635908895927104,-0.025331233435679765,-0.018977502928309534,-0.0554257176971034,-0.008482270144142597,0.07538571913535329,-0.025625155443108744,-0.03137456991905271,-0.026922881522904018,-0.024529204882701647,0.06246799186962212,0.0169119148113209,0.10186404025767078,0.0034474932895574737,-0.0005450048070577531,-0.026198826037161938
FGF5,,,,,,,,,-0.013774182574788829,,,-0.017422079675009035,-0.04295188308120521,,,,,,,0.042420665061927536
LIN7C,-0.05260993646740322,0.0036585017986669813,-0.023636704420965337,-0.03373555804120566,0.07234404536539174,0.01776990697814692,-0.028238908363914815,-0.0027946243036524846,0.007823918636341173,-0.018667210408559655,0.003395381336292453,-0.09843439183219149,-0.004957822432420128,0.07967161841313569,-0.029868343748431992,0.027954958741262054,0.05993989558930103,0.07719923787835183,-0.03225107539961252,0.02402232615916362
GDF7,-0.025266090966577594,-0.03216402011715143,-0.029435328407646164,0.0020627607056691445,,-0.03242297942357185,,0.00933704983376343,0.10488939470414199,0.050694108565251375,-0.015152412924889282,-0.032024492272187746,,,,,0.010363386723672758,0.07583314489219971,0.002947134593791448,0.15585726979166692
PSPN,-0.056385253870536334,-0.024834014690402764,-0.02874070833894315,-0.009715823159135394,0.01686126213300462,-0.059408788890701156,-0.03741519279105449,-0.026198235589122123,0.0035712618454542136,0.0014361350741696236,0.0442009392131425,-0.04898572081559618,-0.006816502340740471,0.055130159892376594,0.11413691900873067,0.01763783779951799,0.0020953574984723137,0.02121634668872251,-0.06219043271293971,0.0844479633612559
ANGPT1,0.0013359491468901534,0.02587904691689987,-0.03507921063056887,-0.05311896279138287,-0.022728567357362162,-0.03452807796616889,0.0734735985441135,-0.02724784172698206,-0.02117289711587152,0.028309827540685766,0.013291178332391386,0.04338137470456739,0.0515689139222305,0.009580876812901462,0.03194550644086082,0.029066870227115196,0.003835521268569211,-0.05602698602861681,-0.035569530424774905,0.07035000072936495
PNOC,0.06846069767201754,-0.06125403005265514,-0.02190853029573267,-0.0062158995996099906,0.0053016297120611865,0.045835194164227135,0.06874314110798864,-0.04807178624393293,0.0021845117253345547,-0.004762946022027474,0.00924614841643265,-0.05766719562148777,-0.0031158792869908675,0.024486492215889992,,,-0.016656811433314503,,0.04858051619289529,0.10127259923082715
L1CAM,-0.0379409303068442,-0.0689208521153453,0.0023772507371787187,0.10840006118986406,0.03581677591623488,0.00650242807165841,0.01596275885198155,0.04139154345149589,0.0008947385857740579,-0.044029490008664664,0.029084650585832796,-0.05997648265505814,-0.04339075081414924,-0.01860814301208289,-0.0001312035298458437,-0.028501681119169817,-0.02555617725846873,-0.02258751904841054,0.0165876171204636,0.013290065097859204
APOA1,-0.006730065111464094,0.059017186668295696,-0.030411428619241534,-0.023694248310954746,-0.023282404640190497,0.013783778616164397,0.009326372244466604,-0.004920887425937914,-0.004032569911569418,-0.02211611687488429,0.024575560067827722,-0.04643166957438373,-0.011807410929166467,0.0930154264611526,0.019407760499175912,0.010804337911718413,-0.0028814490916932024,-0.010106204734715938,-0.01672185784973328,0.17024244681715361
PSEN1,-0.05832311557163972,0.029523753806888667,-0.0018163894578167319,-0.018704616018284638,0.020634068705666562,-0.022835712835420702,-0.015373809331089281,0.06890299401530099,0.060473581552933676,-0.020137197107893415,0.019791269298707986,-0.0240142528048047,0.018970032216092284,-0.00878848424951039,-0.030855934994332864,0.019460482494469508,0.014977600441396278,-0.03405977789134665,-0.016373364971385876,-0.014495878978049673
CALM2,-0.021647229162571443,-0.13295280810670845,-0.06616420431847382,0.00027677344544578894,-0.003082627497353273,0.0015594166687161225,0.0005920164279650233,-0.020029527295502957,0.020349014823114922,0.002357467268637821,0.021148749992715783,-0.16034978595762756,0.03652572673676004,-0.0325215887155129,0.002449966186516098,0.025437771730405442,0.036370229273967665,-0.03797262708230661,-0.028436322169931656,-0.06243152184109811
CLEC2B,0.00734823822504621,0.09918996618084432,0.031187948834108945,0.058547816579899506,0.013480969507278118,-0.013067687577593589,0.013771912056803929,0.001413463586031035,-0.0057610764327501824,-0.016633341899669956,-0.010955662096185342,0.11578239555003797,-0.0394588046656477,0.041652105551039306,0.024688902989628454,0.02122763975583904,-0.015438150857236082,0.0140712571511018,0.07624484744958938,0.09733532209169664
NTNG1,0.055701798537893366,-0.055098293362889995,-0.009169544386015827,-0.014586696844131707,,0.025310872387898233,0.03985051625116296,0.005055259687310132,-0.048074152868184596,0.01306508554415815,0.027427266321192863,-0.06365348270093146,0.02244596618804631,-0.013668700015317451,0.019073577845777713,-0.009721797911283228,0.06814101444830549,-0.06441774227125922,0.04969495822211937,0.0698058391900549
LRIG1,-0.05943546118137338,-0.09807292638134535,0.04561905210358491,-0.005677752741786783,-0.06364185758987065,0.017282515957932173,-0.028676098418815375,-0.028082476610968205,0.03397034402946194,-0.04398018928761137,-0.0021500753176002113,0.07057424391520539,-0.02537582287730061,-0.011013684792758261,0.09686040495144459,0.02131734953321995,0.07649485099636939,0.03166255129909462,-0.049389263282875275,0.0018599054559340258
CPAMD8,-0.02223199170023462,,0.002628273476770447,,,0.07171379764160471,-0.017742304105847907,-0.03149431225413276,-0.012460601821259572,0.06971755241667718,-0.00779349923841792,0.0748107901757513,,-0.025031814117134576,,,-0.017596863860640948,-0.038611746357599855,,0.17369852507701244
GHRL,0.059063239210080734,,0.010451164445857855,-0.021701450139050418,,0.03048050250156987,-0.030047897382961434,-0.016828645291100452,0.002828814801073615,0.02809956058263882,-0.013818738461660663,-0.019430600342845057,,-0.017297024456099597,0.008828072057974269,,,0.05833907313071351,-0.019273935614595405,0.03421404976270256
NPY,-0.0018851495271889512,-0.08133586037928082,-0.007774431409560259,-0.07113589873950514,0.09492642757214359,-0.04220668524268943,-0.03365824177449815,-0.0020810533269931,0.047857810509204034,-0.02052189619807583,0.025128002059287738,-0.0254138773962822,,0.06102899922785697,0.19811268816851507,0.03499031668171584,0.004316387372929992,0.005227107728887947,-0.02604618011699911,0.029184439529599565
MMP2,0.007611788322793698,-0.08207938580624421,-0.013270053685829454,0.048378729530279704,0.012039460362122128,-0.04234969033636514,-0.002071722868813579,0.009846460266719977,0.049715244136569414,0.018087592315008366,0.008725534809808347,-0.02550767418139733,-0.08029581918242552,-0.02379189226386356,0.11064007882189994,0.027602638251341845,0.02823436702361265,-0.009900666058231847,0.05732929864045714,0.03835645450498956
LHB,,,,,,0.012556494844472483,,,,,,,,,,,,,,
PPY,,,-0.02104688993880348,,,0.040410977790302255,,,,0.06514918868686587,,,-0.01943349715787558,,,0.032668483422220035,-0.0531388211907022,,0.019904585036773732,-0.010488178236982504
ALKAL2,-0.03329259051272926,0.05161929679401069,-0.023407775954370665,-0.013733111895532897,,0.012435397872778904,,-0.02407329639071267,-0.014128249969703846,-0.03321152858282983,-0.020516057571663783,0.1542672969183718,-0.04954611786972446,0.03949444309180207,0.028796252596130553,0.08582713376420097,-0.04792543364478785,0.05989160196941895,0.052109777713158584,0.09622828541068447
CSF1,-0.02404132473276908,0.030668520356468998,0.01466285801550711,0.054656349305875755,0.028656490452432168,0.009724907362861124,-0.007102958774378344,-0.0015600392086444152,-0.047821403653632744,-0.006987474608921456,0.013830221392271816,0.005628744865786714,0.0232530351276037,-0.011951119785935181,-0.048914604267516995,-0.02143901931701286,0.009601208629957081,-0.013446117857486043,0.03658599324338119,0.024244209000569956
SEMA4C,-0.009951508635821386,-0.0897695882562795,0.03492145361963708,0.06919136092192703,-0.02643004247985053,-0.037749172997777775,-0.033410771369896376,0.01167533684868196,-0.034385430496335294,-0.038321844244296806,0.04474154498494399,0.04763339905362572,-0.0557691386132742,-0.007760892831066834,0.0028869194761053933,0.03654395463185633,0.014723959387607946,0.025603660978241637,0.003335939358515835,0.11241604859792484
BMP8A,,,,,,,,,,,,,,,,,,,,0.10751410789627995
ICAM2,0.012254308766255651,-0.06660793326965453,-0.011917234794356477,0.00664358630983234,-0.03866019589698521,0.012790214217990918,-0.03283247495145883,-0.05305756662519398,-0.028110585480013217,0.07249192509211927,0.013605634362275685,0.04174644001843952,0.0019207773080617576,-0.009786658851967682,-0.0439260299873818,0.020702600375340687,0.003412325783781978,0.072223274145932,0.04713391422870684,0.05540799837459512
SYTL3,-0.03485037681558823,0.14545972400359342,0.05494826236025169,0.019993204820538818,0.015898779247375146,0.05764842790634819,-0.0003592299809608659,0.04603028557942205,0.023737851851356087,-0.002123237216620161,0.005666520564601249,-0.04957386043399452,0.03845473642119173,0.03982046212903292,-0.06718246962293845,0.05507991960767992,-0.01358988676307292,-0.052642794212916864,0.07464807076309314,-0.004583883999760831
IL1A,0.011863630763570271,0.08396675731168873,0.06185444694595284,0.04630794748778213,-0.05187417275075382,-0.042081384437794606,-0.0033681081398888543,-0.022612217178230646,-0.023118258603669055,0.1139768344893123,-0.0095361931466964,0.05540112400797168,,-0.026048422885913233,-0.054901005017174036,0.03332868317078431,-0.041270166011772275,-0.03468181858365131,0.012172917127792508,0.04104465251419136
HLA-G,,-0.05086989154952636,-0.01920660881260403,,,0.009950504546116913,,0.17256881754973713,,,,,,,0.09009734872121888,0.07104267106381953,0.0368500839763654,,0.015219021125274474,
PGF,0.047533161086129115,0.03500685407073191,-0.06475645753976259,-0.009852180158478106,0.03291867108790094,-0.01658248486316029,-0.007973888203152146,-0.020050938164607505,0.008074999918134722,0.0019457625079817875,-0.001958393452972576,-0.03198630611747538,0.014077132296895237,0.05921628398024294,-0.023769923794495836,-0.02287270763595922,0.025704642679983482,0.05517848693230916,-0.018419160443886765,0.06261171085066711
LGALS8,-0.009380678405824086,0.0038843094127316655,0.038697629180772714,0.021080237194673137,0.06606953212150925,0.03317679507382074,0.003923999650129395,-0.031786556572890166,-0.036091509128982444,0.009120955585404999,0.05491424782294714,-0.027853883167466408,0.031790779180291176,0.029184486237651276,-0.01144429000350709,-0.0006211299523093968,-0.02603599677361038,-0.01862730299510523,-0.04437583448677937,0.014156024160638455
DKK3,-0.004369599801771223,-0.19715930333077988,-0.05649097880190024,-0.03376627283921782,-0.0029424942493726848,-0.03551764860043839,-0.0017788587064029176,-0.019535816632507856,-0.018383308044131557,-0.04232978514399584,-0.008609732263244909,-0.15760720571513018,0.033520696525223125,-0.025909395018964086,-0.004896597485947021,0.010986616837841275,0.0622579094013579,-0.009645453294083015,0.0028354374879984543,0.05318791382530646
COL16A1,0.02500739039854959,-0.03946187658361468,-0.04692200720668002,0.012833626774758885,-0.030880697600846562,0.03303013958165893,0.016807542022447677,0.0331793850310211,-0.012154404254559582,0.03432569972738897,0.04386874113471854,-0.03351912070143839,-0.015554246392220679,-0.030132673708297742,0.06016495194309409,0.020391995853621257,-0.019406910102314087,0.08613143905284101,0.045348138178692425,0.07034238304910095
TPH1,-0.04141703748808542,-0.014280244654042856,-0.014102528704364457,,-0.026562873535146893,0.03215539839202597,-0.017416371474477773,-0.012941573294346332,0.037020658994558815,-0.014210617478627076,,,,-0.016310185089580116,0.04074573244795926,-0.007795254251979286,0.027292260660700313,0.023809036798903938,-0.025753131014164835,-0.0001458150196894048
