,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
CEACAM1,-0.017696846811121554,,0.11890624474365163,-0.01487777966800618,,0.040174456903387834,-0.01640271534140159,,-0.02547986141595302,-0.02430884073904945,,,,,-0.03195646187270475,0.00447389982103052,0.026403840051312067,-0.034834966086660535,-0.016034980152132644,-0.036965829862314385
PDAP1,0.036483464401218205,-0.006894929905447795,0.028848786818432455,0.025273426631943378,-0.055079683869382876,0.0177461481809494,-0.020341002316373823,-0.006478074160347396,0.02171781505505853,0.03670859377324333,-0.013203748202973993,-0.0039032111843175237,0.015160861193653521,-0.02731944802011523,0.015267621270468882,0.004209370243700101,0.026139273378549766,0.017162748697049826,0.00503571910027581,0.00020230982385172826
QDPR,-0.06900540836565251,-0.10182744317969264,0.00923988264713807,0.016777838973176373,0.03862339038863928,-0.014324326630194775,0.06545183344100672,-0.04772311482557636,0.019306255687676004,0.057808522114089066,0.05001408611563517,-0.028239410608244433,0.03442656149512984,-0.06874946936581959,-0.10079441967569232,0.0005961043506103976,0.07587422085325168,-0.0027038490291156963,-0.08251884771781887,0.010591419589848305
POMC,0.053459393006234826,-0.03331250000705436,-0.014058443553531683,-0.026435440830432602,,0.02991657417019574,-0.009755909770816081,0.0017681761618113267,0.02628395910375102,-0.017934093456605217,-0.01990477670174046,-0.014454293039143057,0.0074819593661916775,0.037890056172124965,0.04027852583493214,0.05270666373219325,0.04974409527194945,0.05282205911326292,0.08812117883202919,0.05849854386563423
CCL18,,-0.0038929503497469454,-0.021629328775557188,,,,,,,,,-0.0428289341970151,0.033015870414218274,,-0.035277453411288295,-0.024167319323605014,-0.03407493331258041,,-0.05522039410560832,
CCL17,,,,,,-0.02866296304881495,,,,-0.01927682745324027,-0.019638123182771066,,,-0.014899818153067599,,-0.019516683367593133,0.005747453631704318,-0.030993719607181325,,-0.024081142406248385
VEGFD,,0.03582255219888171,-0.021629335643882128,0.07244170943800453,,0.024046030033432354,-0.015693189347115354,,-0.02184372251557709,0.005913635557886987,-0.014404800846743093,0.024825935237845008,0.1151718417911798,0.21619518250965203,-0.004523945050346367,,-0.018272032762825328,-0.016116617813288693,,
TNFSF13,,,-0.01632219075818291,,,0.03769246235011938,,-0.01202453861633934,,,,,,,,-0.0014465305825706223,0.030607701513618562,-0.03323675607448099,0.0022455229931687875,0.03698191039775164
WNT5A,0.003674206214364771,0.002298518706435338,0.05126567562852799,0.04169054641556986,0.010428037446376718,0.04840764075103466,0.009443659263975597,0.02511822066403029,-0.01709632053501384,0.016803765012522853,0.006666506263038727,-0.02608539827405123,0.0435758909809641,0.014446617993621272,0.1349527139897285,-0.005085900402159077,0.02629606254216323,-0.0631738794033968,0.017792085864568204,0.05365325301400601
CXCL8,,0.10625284789700278,0.07656135918997316,-0.019952891373121145,-0.002131794426731917,-0.05033389727160446,-0.025131925273792977,-0.017104126280321652,0.02142662000252749,0.02068767809208542,-0.013414376890050884,0.017453088864946315,-0.0038717933925327304,0.11285621207907215,-0.007515608106187127,0.009093301817730045,-0.04691084052238851,-0.03185404478719641,-0.038732983518208024,0.0615716722295219
GRN,-0.08029347080090896,-0.022839207217076662,-0.017887336332848114,0.029697849890060052,-0.018682012810876236,-0.024812878723626072,-0.014106360712203538,0.01924016425516783,-0.010029490757692485,0.05117049497917599,-0.04455223234831968,0.13367587161563244,0.07094325004479016,-0.02946627422720706,-0.059674202078437745,0.007501318151649416,-0.020459030372960294,0.03595576259827052,0.01615359572700359,0.012545386482738249
MIA,-0.03074556823626278,0.05333132476483263,-0.025212144122371483,-0.018951120775283124,0.06658117617558251,0.0013984281035909366,-0.015303352141942986,-0.02174268488544021,-0.00555287866238444,0.008103598037548862,0.10437037317661187,,0.0019135145614023919,-0.021869724861584672,0.047955903714446496,0.05495694696327735,0.014908857701051216,0.027647917639089914,0.043069833108040904,0.08656688827943626
COL4A4,0.007483417275386568,-0.006476823636058499,-0.025976648126209024,-0.020727543282469233,-0.035783954322735595,0.01796672244791833,-0.014011047573959238,-0.011440817244330336,-0.012848907788507351,-0.0060125203347414944,0.015210890410387728,,,-0.004890425964002865,,-0.003987930022699892,0.09955152206413798,0.00799948244496661,0.037407063687079904,0.06586925950825862
TAC1,-0.02348936403139286,-0.06413583269473203,-0.004409054149531417,-0.03394399302798253,0.01129496935412568,-0.018554795194725283,0.045634247075160915,0.00743936207824492,0.01596693494773481,-0.03604840435505617,0.03091500056129363,-0.05897573596391282,,0.0008033424605754321,,,,,-0.02766490884753972,-0.004064608259981819
RARRES2,0.07926023076534539,-0.07550985620466971,0.004688584702426251,0.011911913363864773,0.04876011967479042,0.033478921696387,-0.055440128169913366,0.009355011897608536,0.007692843111444901,0.08490188002309092,0.022682464784731227,0.09809724811952186,0.031709776250704834,0.01850835551004059,0.01004367833756015,0.002728250218657334,0.024807791735894442,-0.006675472117723662,0.043910247562151616,0.08256012716480109
FGF7,-0.04650522016578049,0.005620693635458204,,-0.02405163706583138,0.09930132520670665,-0.021445607788190765,0.00798889385500108,0.06145520098275487,-0.03661743084423956,-0.006610685342185958,-0.013751561969219105,-0.02854679593249681,-0.015172001517139792,-0.006628135529368433,-0.03151542302432092,0.05444429334015392,0.019780592801731493,0.0041785225163144,-0.02407578462620172,0.02789669106858969
EFNA2,,,,,,,,,,,,,,,,,-0.0173663443204067,,,
HBEGF,0.022662317501448988,0.04964058320406032,0.0071240469693510024,-0.02298766024585479,0.0677836776174846,0.029451337330504146,-0.0015838175638761027,-0.04274036043082568,-0.017401085633021625,0.06483815985949438,-0.0056063706994105246,0.07357507549278625,0.01949170764008796,0.025946841720719857,-0.01712729017287071,0.013572035987628106,0.02555946185923292,0.04631358198901893,0.0040596238487417445,0.0111832496145395
CSF3,,0.02154757492593881,,,-0.003183733314103815,-0.03416375274337965,0.03126701393097002,,-0.013593897129476206,,,,-0.03705415161740542,,,-0.02996447167228028,0.022740070973333536,,-0.02298833440497845,-0.025353727999091774
PI3,,0.11498234011372782,-0.022754965802329552,,0.028503331313913312,-0.013184848437884726,-0.013754759849411026,,-0.015306907587811792,,,,,,-0.06567880823550401,-0.02500320656477792,-0.07509553549413756,-0.026334219767766974,-0.03262911410786859,-0.022806248357900235
PCSK1N,0.07342139913547646,-0.13055451760264233,-0.0660819639303747,-0.038230773960695866,-0.009152416783510926,-0.027773874918322807,0.03232566759611881,0.020138181010288362,0.0026771354749613413,-0.04097437397106872,-0.031064875444538835,-0.07444620545611924,0.03391786268723498,-0.07967377440932724,0.1019320641071541,0.012645271481662513,0.04958394352847896,0.06131319599240715,-0.025198654902950895,0.04974732966088593
NTS,,,,,,,-0.017774434179566704,-0.013966638408089184,-0.016708534800564858,0.0006483478490971717,-0.00351950721476242,0.0058536744380178855,,,,-0.025629234605327848,-0.001965016911425541,,0.006148933147629529,0.02009485360381603
SFRP1,0.008494990771846673,-0.019869049572295527,0.022281137624066465,0.030652561017399056,,-0.02500954318652693,0.0025637847349108183,-0.022821871789400223,-0.049034024252297664,0.02864741570806818,-0.019638123380543097,0.0993438735434093,0.04553824140255655,0.05794344480776938,-0.07386802425542621,0.03463301989299571,-0.030910831114103785,-0.030367378174305647,0.0025015125476800532,0.007435188236771561
CXCL13,,,,0.0028424985453132804,-0.018187381731815572,,-0.017742311080625784,,,,,,-0.031024094472541838,,,-0.005170144264390543,0.006026211739815878,,0.005298224650892478,
MICA,-0.012524239716737846,0.006662595664445515,0.02497410405317881,0.015668081703074918,-0.003606299966334296,-0.0239145876195927,-0.033768705766281465,-0.029644648134973757,-0.009662667698185098,0.048791943369886785,0.058389165314412864,0.10578138493649451,0.06540240163703025,0.02098887422349916,-0.05656292647702173,-0.009051067946401606,-0.003079564329866081,0.0364493541372477,0.04849830189329156,0.06495600995977587
TG,-0.009679843139709236,0.08426487659361992,-0.03406094554449231,-0.020230782709389238,,-0.026989259466318957,0.0038036816707013024,-0.016121182514224678,-0.01640661761682422,-0.01942067415664825,0.06437742557462157,,-0.052644773050768645,0.03751791897775356,0.009246659070892692,0.04198081807430735,0.005195105935415526,,-0.01891975246739579,0.021343291220253933
ADA,0.08812500548371983,-0.039739507755822454,0.0007146294959418558,-0.002467779106714963,-0.03916009903588735,0.035015792755045384,0.00015545366883674066,0.015445800773175816,-0.009947329583284021,0.0005886778583800647,0.003125820563869126,0.07866842182004813,0.01283529626908372,0.027936978209140373,0.07220151220259302,0.03738959270486817,0.10993583798925811,-0.03431615629701993,0.036900581628105826,0.07300266705713628
LAMC3,0.04549403495766852,0.044792792073268556,0.0204212565978258,-0.018292476422868683,0.026930665404828004,-0.014430046926792084,0.033240565590422363,0.05339496962525499,0.028623294421898895,0.032351086298384436,0.05867425642577196,0.08739831027524275,0.01332189929025246,-0.0229568925889225,-0.049108079953058215,0.043047878495550834,-0.0006434060514194074,0.036530991730121344,0.05961031985434015,0.07464908259389601
CCL7,,,0.08477636014466657,,,0.06809192832947311,-0.02352302878134111,,,,,,,,,0.000198570331662576,,,,0.03575318184389206
NGF,,0.00859077468038631,-0.023621940659021918,,,0.04262019369249633,0.04593180938322006,-0.015383932094163659,,,,-0.02066761772907492,0.009234393390284009,,,0.017136170480058423,-0.017132911435854867,,0.06841843376587552,0.004269745271315887
TNFSF15,,-0.021138623984632125,,,,0.01906939654211255,-0.01741637068612772,-0.01867946622878542,,,,,-0.02359681207323062,,,0.002781150485126976,,,-0.014275361004485336,0.00744647900157636
HMGB1,-0.031013077476442948,-0.10054753969067118,-0.044793183483350874,-0.045454208857392285,-0.030988239105289788,0.03155343473473432,-0.02315807162659845,-0.042556967596860416,-0.03173099435472116,-0.01699865588986538,0.010367045536469234,0.08647328994576294,0.06245891389655696,-0.06853750860229262,-0.16659099008850212,-0.05833624798505857,-0.02980766648528981,0.036226812141040024,0.050997572859155384,-0.062419641647426166
ITGB3BP,0.002906224406809083,0.056380258494517436,-0.05493995170282734,0.03665563616567288,-0.019403428258963136,0.017374998133019594,0.012731228802220657,0.06156745358678649,-0.04774536728553007,0.05549759066583303,0.008786720134995962,0.05710489922054904,0.002689538622349338,0.024181692302734276,0.006910783955228157,-0.05010275749719617,-0.027482026474032636,-0.03591750143296715,-0.04791326138113287,0.049225767014024514
AANAT,,-0.007775753292497614,0.06626669735803016,,,-0.019771072525145865,-0.01569319158740657,,-0.012262063087751829,0.04471161196829228,0.07234958740123497,-0.019430600173261498,,0.047690901288083384,0.15176958331411372,-0.025661389168884333,-0.023370395856725148,-0.024621740628049213,,0.0764960114599801
RELN,-0.022552467807476398,-0.050869882466696714,-0.04309308753365592,0.0076858503120593655,0.007551280719898479,-0.01774636526217962,0.05707244787864668,0.07328463704976268,0.07876528347611982,0.02509101774703099,0.008190063580284616,-0.06827482376692516,,-0.02212698084353752,,,,0.016124316989986745,-0.01724308903931369,
IL15,-0.004703919505407995,-0.05188288305274818,0.01761218001732721,-0.025773707658829203,,0.05863570794117849,0.0373521913834201,-0.013291550703216432,-0.020094441422576985,-0.02565462191533423,-0.018290539385350704,0.01681426128138638,0.02413133616448939,-0.018536722736950218,0.12861698074536926,0.052893516953919716,-0.04237031031790317,0.0586269629989864,-0.03482199903071402,0.04399463062948656
UTS2,,,,,,,,,0.03311151752044955,,,,,,0.027653147918027365,0.019224680429991262,,,,
BSG,0.03897027562050758,0.02309629147788701,-0.01549527820039437,-0.011445978303046783,0.05784116975112498,0.043856868959459644,0.05822281792215811,0.03157700443814997,-0.014719110177372752,-0.0474194245273741,0.052752898347278636,-0.07957415062475086,0.06935652646341227,0.05636723320207532,0.10236168732925391,0.010441419771347632,-0.05349531189817284,0.08617716173066671,-0.04033013305906077,0.15362232486683122
ADAMTS3,0.08391127915287479,0.020395076439981504,0.05112192267917383,-0.035546951984625465,,0.036671855843240585,-0.00407813932655886,-0.004465482024764104,-0.03770745368695613,-0.01448600324125092,-0.006155248376817334,0.002696481948633169,0.04037103181054578,0.03714171988009678,0.01728184254503562,0.07044795612665233,-0.0015511542994941679,0.01784337059286902,0.00505247202980758,0.02305231336257947
CD34,0.012014446486631995,-0.06748128996178307,-0.04800450298688844,0.012029772840386253,-0.0025940471835122995,-0.023290566715867867,-0.007225011748332915,0.048304549962611215,0.02883450769002314,-0.026742886620917172,-0.012111398688964813,0.03722847324997066,0.04159744700840957,-0.04292807990866669,0.04325339261879965,0.08453013912491505,0.04599237456958163,0.03295444581897119,0.019243110012262504,0.026291548221638233
CCL23,,,,,,,,,-0.01395228131946168,,,,,,,,,,,
PLAT,-0.02748631629045026,-0.07959580481198651,-0.0201218018010854,0.012757655948106326,-0.03402032698987216,-0.029762610291783967,0.02081489218052448,-0.01672840198276554,-0.09442326597899288,-0.0008878957772622827,0.0004602113052844398,0.0670564484894686,0.014886953973483589,-0.043967872702575676,0.019401073643472433,0.05298031762022876,0.04021513462868421,0.0882203387837184,0.07861410335104158,0.010219974069103382
NTF3,,,,,,,,,,,0.016868487475867697,,-0.041332056150076915,,,0.038183266322020404,0.0769331213650033,,-0.03941864366192889,
LTA,,,,-0.014877781194732865,,-0.02500954201654119,,,,0.01584646802554957,,,,-0.018536725025131925,,,,,,0.02974731450215144
CKLF,0.011905118110653352,-0.050251764662468404,-0.018308606240302127,-0.05651425420536464,-0.06237707540313472,0.027445668193512705,-0.061112614007634056,-0.007809360672067894,-0.0038198320607737,0.04882206762613901,-0.00309432001961481,0.09513357665820525,0.0839844804248377,0.04086994703272152,-0.007180755626201879,0.026887218877182865,0.021197912705687983,-0.014662840461053761,0.040737827641671595,0.02736687952205333
APELA,,,,,,,,,,,,,0.012600151187286369,,,,,,,
CD24,-0.0049059723624756205,-0.016253460572588044,-0.0317876075476578,0.10244204914159527,-0.001632380214081481,-0.003356096217545996,-0.050664468626430634,0.011338007849312635,-0.039096108396795504,0.09776272049592871,0.04920691546704664,-0.01586685992913097,-0.02138645102876415,-0.006655841079603301,0.057910550091694366,0.03164863805520983,0.012263558675208949,-0.001348358682421217,-0.021031372049208574,0.06420399640796828
HSP90AA1,-0.08277709083700023,0.012680291226765637,0.004045686471118042,0.03232244510374429,-0.036695565878661185,-0.009349193908820719,0.06010441136731571,-0.04761977508692195,-0.004946627144253677,0.09740701817593347,-0.037256456789622125,-0.126747456172823,-0.04371710976250106,-0.01128628335167686,-0.11402905962180825,-0.022578476539267495,-0.1112640234959888,0.03413755255418968,-0.04260285333781388,-0.11574443865518444
BMP4,-0.027996406745590504,-0.054525278912135156,-0.006465358155214843,-0.01577132020203517,-0.03014908904334372,-0.020830130085271584,-0.03045517332910244,-0.002556536571041986,0.008206652426379732,0.07218496193456206,0.029464938325356835,0.003498139608642653,-0.07338116857359135,0.005662167282758044,0.13565276039801732,0.057441126364105394,0.061925574223699764,0.01891934576837461,0.006961981469409743,-0.00825532419923592
SCGB3A1,,,0.010989989563389228,,-0.026773201975040305,,-0.018688653862340004,-0.016966899551189765,,,0.02746905087852688,0.02744469927472648,0.04432087232997187,-0.012934681584600928,0.1634098362657994,-0.0149630243650605,-0.03324364580563347,,0.02196781692244044,-0.03982164310419853
IGFBP4,-0.029113530056253063,-0.030445811332075447,0.02536872357961596,-0.04794241361523432,-0.06079832045589669,-0.026594730405104666,-0.013831394991599556,0.01140830411273765,0.007739945500028614,0.04349625073973927,-0.03931785732638862,0.03758207905518108,0.04970740512649177,0.039388530732282226,-0.05391149445747473,0.028395150539627795,-0.05640302831793391,0.06902282420859582,0.023542879690572036,0.0629091360307666
RSPO4,,-0.03604117306152209,,-0.024051632499629612,,0.000727487568633848,0.04876259667798445,,,0.00941213411476609,-0.013818736440357563,,,-0.012574797293301361,,,,,0.01675124170617698,0.028442653041957804
LEFTY2,-0.026934585267518178,0.054858138387314785,0.0622491692977204,-0.015060502983951805,-0.03827964572691323,0.0016383077891144974,0.06711021024291496,0.01624506644081529,-0.002846338350289953,0.03062233124411121,0.0033532417774187174,0.005663464079006245,0.09182675884685436,-0.022883380032158476,0.09160636069316161,0.010425010554125468,-0.019968175806798,0.1350766760219061,-0.027150984349283105,0.01137754962463769
PF4,,,-0.014271798387719678,0.010377733008319439,,-0.017024875127064177,,,,,,,,,,,-0.01591745689768107,,,0.03962923519469664
ANGPTL2,6.383175604956442e-05,0.014142944438337511,-0.02557998289062906,0.02292900130550436,-0.028439471132872603,-0.027745366340793096,-0.053668737456826265,0.057668909514725565,-0.006461371272488808,0.05364996477186392,-0.02579929370160359,0.007696933897064447,-0.060072516652556966,0.02837636922930143,0.14998380264513964,0.046596349073101735,0.030349075243170938,0.020834069425253267,0.025757406990652865,0.03053013202693067
LRIG2,-0.02196656212889299,0.026182684801216077,0.012449279108747465,0.02771486353090166,-0.019280974736248874,-0.0017112543445534673,-0.03287279977540059,-0.0029719397453100774,-0.04574555477083761,-0.0074392690315978355,0.05615936497744198,-0.016732658904139015,0.024200415755670363,0.042491678453852495,0.11784922563498659,0.021480071697384574,0.06269465491263503,0.002179760689430067,0.051038378727064765,0.016114482096667118
ICOSLG,-0.008727116275465126,0.008648930899725049,0.03224231317888781,-0.0149139520072098,-0.04796641830861492,-0.05793080024319559,-0.032139782903954826,-0.034606445787994426,0.00868731958583907,0.005948189229375408,-0.02622538122667226,0.023224850231424024,-0.023471626942274268,-0.008080609003216156,0.1321384945398601,0.006785658722393123,0.01027196677906401,0.013049299097836,0.05025669973669437,0.0448018387664611
WIF1,,-0.03651891915141137,-0.025679784695850447,,0.16348349851707522,,0.059284696750426975,0.011442084220542634,0.04666445392697385,-0.015096720667765861,-0.014647596122417957,-0.006973895900111657,,0.0022715608097365935,,,,,-0.018559335284551726,
NPPC,0.09981839116271696,-0.06415786883806862,0.013283872903402088,,-0.033589198065634394,-0.003941764975533976,0.012156648232794285,0.058514495382254034,0.04803698008984266,-0.010562947031102296,-0.004282902313375048,-0.05131183304212315,,0.04071828951706554,0.05410002259314946,0.03240052202563734,0.011967719779613067,-0.0221825730411537,-0.001973067146656745,
LYZ,-0.06238928644811505,0.053335623426322885,0.008575071031559361,0.0011345617147757166,0.0181259709078325,-0.021921577456359666,-0.006423565350433573,0.07314395337237664,0.0010495319270531689,0.0052619201766944705,-0.0300738030833796,0.16321289395895305,0.015574232094217757,-0.017021603590372986,0.00988931012309391,-0.013324232679763626,0.012995709436379383,0.08334060900807078,0.033121172347323424,0.03258039181683696
EREG,,,,,0.032250738635584184,,0.021768122957201933,,,,,0.07981885902221833,-0.031198886446789,,,-0.017317484610656658,0.0002943296839036458,,0.03518717117366146,-0.011074443195666367
SPTAN1,0.07325032345062872,-0.10043740124877205,-0.0737256871595165,0.004368810167662613,-0.007443502104338308,0.008671869010160302,0.07445652425815191,-0.006288210280696889,0.008998110980533163,-0.0040206204045826425,0.03105947653708458,-0.10465311645322813,0.05987325815415976,-0.043352142926497916,0.12464640404209802,0.02034149117872792,0.06856466735274283,-0.023643769185965235,-0.039733021826742536,-0.02725873875330721
PTH2,,,,,,,,,,,,,,,,,,,0.028764651493755438,
LIPC,-0.03482869296640708,-0.03409427184369,0.061361820211264524,0.010639303131762565,,0.015921566111273495,0.014374432659683306,-0.020611787009272575,0.0047871558546205475,-0.028984734245472325,,0.035541030366065325,-0.039010199711996214,-0.017072715966453197,-0.03681140144949748,,,-0.008297213285232375,,0.08681560400808933
COL8A1,0.02481400310491518,-0.015648345198760696,-0.005103383215813325,-0.03182023968320091,0.033694329551189485,-0.01295944376242639,-0.06132025731522917,-0.003059923008323446,-0.043004194288836436,-0.07163652249364845,-0.05794297411372167,0.02876532415639718,-6.255457900532608e-05,-0.039375698352511514,-0.024398050219395603,0.047172727995601606,-0.05470750317842913,0.007310020488729105,0.01674405584945769,-0.023191875438173866
GSTM2,0.04973325311712203,-0.0375361684244243,-0.02199106871714281,-0.029655096142829913,-0.015367414515454989,0.07007163663111766,0.0785176297768349,-0.011239795861580066,0.14982150166627486,-0.008394795875693311,0.009689790459685075,-0.0015356691975237037,0.11286342320150348,0.014394460916998654,0.06958858779120501,0.06959835819639303,-0.03211481908390974,-0.046093399560287365,-0.015470830242890364,0.0031025592121538513
IL4,,,,,,,,,,,,,,,0.08277698113016421,,,,,
SPX,-0.035477759390097535,-0.02164964825542088,-0.003127211558357103,-0.02370456141501309,,-0.012870861144182406,0.002096718145944308,-0.029276586512219836,0.03048875476052933,0.020846838111167117,-0.04213071647997602,-0.09345356695408048,,-0.008307429141642007,,0.179322217116919,-0.019763557285321788,-0.006414227255606403,-0.040647732304150114,0.05433679046805098
MFGE8,-0.027831044942541284,0.004206346317907128,-0.008128521702864875,0.025741053891472864,0.007653285014589246,0.018694805658702903,0.010731870932568787,0.021717504296118455,-0.03126790323541838,0.009690897005540934,-0.016416450372344484,0.019463464489067543,-0.047668521622715745,0.035938989632490814,0.07986561437314978,-0.002064710159433957,0.02561764714369572,0.09432737869282469,0.018082956499404133,0.0923362604246629
TGFA,-0.031377861251465626,0.05533366310995069,0.026458603388323454,0.07090842001311048,0.04630786457192734,-0.011926321892961845,-0.03092527195467427,0.020278193208726245,-0.02225024568579981,-0.03899275653906965,-0.032422702209462174,0.01952209951736921,-0.02336674112910716,0.01820785712886055,0.03536371254001693,0.01788837186472899,0.0023483539150643464,-0.057245750478747505,-0.008617819083773157,0.14821950027800154
SLIT2,-0.027996402265745575,-0.07303987181103462,-0.0095944542448746,0.0015867560232104543,-0.01989972275651075,-0.013143474666098226,-0.0032600733333178283,-0.0031881341016330267,0.05621232693586377,-0.016350747550656654,-0.004458098086461287,-0.03614889527097277,-0.028560009221792106,-0.006321913841908847,-0.04775894342215716,-0.050047291014723355,0.006032620651658266,-0.02435587156677671,0.053667087782945,0.061933962301012176
PLTP,0.06954817901392653,-0.03640485281460747,-0.03980312096573851,-0.034901841476525274,-0.045171518663245674,0.01965987157944604,-0.016475491021731577,0.06823803621955976,-0.0005563043064647815,0.03888024721609282,0.0472747829401885,0.17585307046066917,-0.014297035022809348,0.028403992553160493,0.06791711900499335,0.020734668888632762,-0.029964364363211857,0.0009770566171480109,0.029710206831758883,-0.005278103639558563
APOD,-0.11188231535198759,-0.1222718856495896,-0.05778143849953718,-0.021362066949648477,0.02236314472655995,0.008145069431373348,0.00887947306629194,0.03395916427685601,-0.017621570585978734,0.05141895440184015,-0.011146110401058246,0.006100460927379564,0.01063550472389033,-0.04237421470486561,0.051208134752455274,0.02906482437986999,0.11495564006249381,0.016216806825877866,0.0012487604081035388,-0.03550236247394952
B2M,-0.011646315691391249,-0.04691770127568855,0.027827642518367994,-0.03540608155402524,-0.010106859969489287,-0.0009978014393057174,-0.041615049736797936,0.026076638115897294,0.0008978125604247189,0.14115999694382222,-0.004812820570852551,0.1806153333147457,0.07244094478474027,0.004327494396454322,0.08088194282080308,0.0007374308788996136,0.04320298287352811,0.033547430697473055,0.012764585335464257,-0.05055736151855013
OMG,-0.09144076410821647,-0.01854601568828169,-0.04790573887866115,0.005684473650281434,0.031482469362917646,-0.07963078116828187,0.0366194119646253,-0.03013777450908288,0.007242963089102717,0.050828126985542905,0.0027338038394757918,-0.04881306014545954,0.055955527525310335,-0.013236156048388414,0.04872742147692649,0.011989029679324147,0.06201709668560184,-0.04893772447086831,-0.01937674371791989,0.051204561018499455
CXCL3,-0.021907108623720962,0.070791439620594,-0.0052285764940107355,-0.027823308640576215,-0.04716082046214403,-0.02818986065445822,-0.008880816160047465,,-0.016099502675935986,-0.03063175924403532,0.04164344332635498,0.1348022895555979,0.08670532926199705,-0.013349798766698295,-0.051924031957267205,0.037281420523717794,0.05749317544238253,-0.02699780482519779,-0.011126080536114106,-0.0002720341774126127
CXCL10,-0.04118275541394659,-0.04269016640176227,-0.031104625465542463,-0.045387133195221946,,0.09735454455505596,-0.04276439463718858,0.04289162151935415,-0.05037915457606222,0.14338606368495888,-0.010062765675668005,-0.031408495800569834,0.029481019828671857,0.04252528479221485,-0.014026143479742481,0.05885592149351401,0.09679382522389386,-0.008419864223212914,-0.013817029607091486,-0.08430423273737245
RSPO3,,,-0.018688602114401074,,0.05618656915841651,-0.01977107106428745,-0.02088304997190648,-0.005621115177773827,-0.020134957778331825,0.028497495902540082,-0.01877205245663744,-0.04566214726559677,,-0.013950282419031998,,0.0021958395410620404,0.01560220872912467,,-0.035499820256773014,0.00374178233973279
CORT,0.09630272990399241,0.01563898585039572,-0.023871233283550394,-0.024169731285270838,-0.002909277918139362,0.060162666232295776,-0.011110289563097491,-0.003275651735506821,0.0003547819361200548,-0.007717033357889547,0.0015618167358493085,0.03462798532892692,,0.011339050356385367,,0.07870171442021817,0.00735456511530939,,-0.033204354447662614,
