,UKF243,UKF251,UKF255,UKF259,UKF266,UKF275,ZH1019T1
BMP1,-0.016346506053853686,0.03545793500750738,-0.00994842631497525,0.0017355722968789538,0.04627996932334399,0.009603299349711358,0.04044040164366506
NDP,0.017885289086950508,0.0649936892702769,-0.04397587205872099,-0.054214579750314025,-0.013146307951238756,-0.017035785896583035,0.04766701311147866
TNFSF18,-0.019581149218560925,-0.0013250285162236934,,,-0.012941577568770228,-0.010492885793006827,-0.04352269688758497
RTN4,-0.0032320519989365855,-0.0557237437918605,-0.0148944752247689,-0.035027247943198996,-0.04658049063685887,0.02169424563647301,-0.014123163546888966
HEBP1,0.027071898949455105,-0.046241095652635456,0.005006102480058169,0.036053245689329376,-0.0022323155009637404,0.004486101366578092,-0.058621212253438124
WNT7B,-0.04570261994346273,0.021176597531897344,-0.029587585639147564,0.022705595226625897,-0.010774343137688797,-0.03007688036742819,
PTMA,0.005398765664015358,0.03786643811835787,0.0016216861820664828,0.032413372818086685,0.03177467022586104,-0.04312851618973255,0.0822893468111502
CEACAM1,,-0.02697730587659302,,0.0029141798996435092,,-0.01650280958985309,0.0328603468434189
PDAP1,0.01952517329172531,0.011913764593982287,-0.023989831695444684,0.0290891363022425,0.07504707312864825,0.027452670759160875,-0.05733376163978151
QDPR,0.006343651449290744,0.020724129071310958,-0.011332496265563062,0.05179540650155889,-0.016518173171689132,-0.0026795643624175328,0.011006939995397192
POMC,0.024159979769746456,0.002470067418302707,,0.030045731722255522,-0.02166676246721414,-0.012175114916342128,0.03446684153238684
CCL18,-0.02625993114694,,,,,,
CCL17,,,,-0.01669895680813275,,-0.013086671485993554,
VEGFD,0.1878811197536061,0.07041942251434384,,-0.0033630790605624515,,-0.013942741582422943,-0.04160525301274267
TNFSF13,,,,-0.011518566672560836,0.07631190490113067,,
WNT5A,0.020508421160848143,0.07526833181344247,-0.004195288566399491,-0.01881063676600191,0.029821814343800494,-0.011185717347166117,-0.07166595315085647
CXCL8,0.09592993147356366,-0.03617981081227152,-0.03687698069568384,0.02467417990468526,0.04496794650637996,-0.013913194771414948,0.037716569425167254
GRN,0.023779021023639206,-0.019278782003987176,-0.05035553829175632,-0.04595319847959485,-0.0068359055504641055,0.010075576949045423,0.007824547291420677
MIA,0.01763602941454675,-0.015042907275265813,-0.03943017735402287,0.00872468768073648,-0.005850607695310669,0.018205450811370084,0.008774333764252157
COL4A4,-0.029784747859108403,0.003620968317768862,-0.030004186090296786,-0.022620166988397004,-0.011941370406156655,-0.01366288991560737,0.17911735033882853
TAC1,-0.037303074645843294,0.012051180582888081,-0.06518731335447131,0.04687237439482494,-0.03153616955003675,-0.06258231583582635,
RARRES2,-0.04062558597322275,0.05160440817355933,0.062441429419411595,0.015340409814817792,0.045704303652289224,-0.0162643578787448,0.027928888843930667
FGF7,0.10464121131298673,-0.029020531798723388,-0.035680243491679295,0.028132941523931834,-0.03422597576649442,-0.021881624187563915,-0.0229099672304961
HBEGF,0.06671204117184856,-0.027112346451496346,0.092589553136418,0.04868579870564458,-0.002571512125120812,-0.00881232205590348,0.16635509591802014
CSF3,0.24408431562320757,,-0.021001789727057005,-0.019903700482529502,,,
PI3,-0.03528444743517807,,0.0028689294956584553,-0.017661857663465418,,,
PCSK1N,-0.08359107960303223,0.008277609648903693,-0.09278227519016344,0.008608347005759633,-0.023963883183933686,0.0450793494491888,-0.0290730399355256
NTS,,,,,-0.014577700088907347,0.07389320692473689,
SFRP1,-0.045988018259000014,0.06244280700636142,,-0.014570485289733877,-0.015800215820057858,0.00929483676829694,-0.030576800995471762
CXCL13,,0.08193416761779675,-0.015249784332245974,,,,
MICA,0.0356758799870094,0.02571883689030668,0.005341057942261179,0.010869367991413487,-0.030941646595686285,0.05650572444331342,0.0969153723905601
TG,-0.00011417717070247191,-0.009127940702174608,,-0.015723862091437953,-0.016826508777859673,-0.013184326276773291,-0.03552518511207599
ADA,-0.019035046017469193,0.028339310511780527,0.01124762271771259,0.02252204759536133,-0.03287223774069194,-0.015825625942533027,0.03796001601785334
LAMC3,-0.0619791406743631,-0.011232114644799573,-0.03920290341314498,-0.048416801414202,0.046205064399394785,0.0049303257832491315,-0.046902564022234965
CCL7,,,,-0.011368327169634374,,,
