,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
IGFL3,,,,,,,,-0.01924621130735014,,,,,,,,,,,,-0.016842708162213352,0.002723203238287649,
BMP1,0.07076883365397732,0.02387486979211597,0.023645561571343166,0.03159045897504783,-0.046720319318362256,0.028792965163026152,0.051544469628157515,0.04919529430803585,0.028734310817076454,0.030481597920955696,0.022244413196877838,0.05905663392526606,0.044714195121213524,0.04298098417028567,0.06399037748287609,-0.023953361456488638,0.0036241488835725075,-0.042786690331037706,-0.044234025590180054,-0.0036130181170222564,0.0017526749928220464,0.14315597197734128
NDP,-0.061097003029473185,0.1271222311517679,0.018557055353251882,-0.055278196666359504,-0.0594846714902503,-0.025077605801007492,-0.03281083577309354,0.05499112691664687,-0.027790713381477903,-0.0014908350708292008,-0.05189289988810265,-0.04556441869867525,0.06671431781002823,0.02453530284827629,0.22211359982195025,-0.017203392520458195,0.04995612773652166,0.03621593055530006,0.15545924223361193,0.10188252466552362,0.12825271329027713,0.07909674930731142
TNFSF18,0.07635142806108418,-0.031214021450443125,-0.05970795784694703,-0.014464873899181772,,,-0.01880537628988341,0.12201982983288107,-0.019770906348655828,,,,,-0.021312886357715957,,0.030497571754334037,,,,-0.017369587636433124,-0.011075476145167523,-0.019634726581994492
IL36G,,,,,,,,,,,,,0.02223876426110794,,,,,,,,,
RTN4,-0.01593340222940405,-0.046909179085753566,0.01631886131624113,0.010621131297181228,-0.04851059547047781,-0.026932173117970602,-0.06676491288962988,-0.08910821362046674,-0.005334489963001672,-0.04952170339041445,0.0679502123458153,-0.01841950536763677,-0.039304641225590395,-0.06686772177396123,-0.007121475894623628,0.10291938468789273,-0.026266161803750042,-0.02631085214594269,-0.16249802748607894,0.01901815404692367,0.0025331715935492257,-0.04083796325025889
HEBP1,-0.03304442574730231,0.08637966052107122,0.018278416786659556,0.039154592607674565,-0.04615188529435985,0.029625650604542732,0.013402609792000145,0.012044577742013098,0.03049217241538752,0.03065510974028581,-0.04118105920661948,0.059542068873443446,0.006667257911091895,-0.04652730300911149,-0.010052708982210936,0.04108731902150835,0.019616971071336742,0.05126240014572102,0.002773843217911268,-0.04248731679991232,0.05487143138358115,0.04719399655146981
WNT7B,-0.02118886207456349,-0.01915737253092931,-0.042060456882814755,0.008999002722994772,-0.023333177013547483,0.08739901362948146,0.05621410622315199,0.004568073460886348,-0.027409803183774166,-0.015511129059794695,,0.06490430720433199,-0.017998989757115252,0.022426878582888603,-0.06654998702995003,,-0.04724478993734347,-0.037873375944013084,0.08136062696858651,-0.006986681225950238,-0.03642418292207682,-0.013656204218256826
PTMA,-0.05638200148309707,-0.1545337987977864,0.015076004383186943,-0.00714489604526538,0.009191761823333278,0.04887592813798025,0.10325521076890384,-0.06118168089509543,-0.005321644806222557,0.035184285472885546,-0.03007759044802163,0.06036924637611181,0.01812152147171868,-0.05400704177253762,-0.18247078013848317,-0.012421228693644953,-0.1063241271527934,-0.031887653839604,-0.05390371589887785,-0.011444617588569326,-0.07217692078893646,-0.018916592436405106
FASLG,-0.02118886806460052,,,,,,,,,,,,,,,,,,,,-0.0242990603151447,
