,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH916T1,ZH916bulk,ZH916inf
LRIG2,-0.07116831601257567,0.00153576519118183,0.01868364922050451,0.02252573996962006,0.008987605336080447,0.014841280252307106,0.03169149153989637,-0.04598496169038503,0.03283484203685187,-0.013602290492808578,0.0492851961385318,-0.05658462526376018,-0.011611219040016307,0.05452114391252314,-0.06015326070202818
ICOSLG,-0.0013835612812887201,0.05863335862585994,0.07228532681259235,-0.016147773498319428,0.03978356202251056,0.006070330730922706,0.016151434337187378,-0.008437060156167717,-0.00017013690557843417,-0.0726331923067458,-0.0037849249683321595,0.09692402290547347,0.006734538569598893,-0.06022517491873295,-0.03604266113374121
WIF1,0.14138440755001508,-0.008105448142444816,,,0.03314568216861228,0.08202235592836238,0.010432431437428192,-0.01888476562719667,-0.0017841770536431002,0.10577827650901336,0.012967734690250839,,,0.0564410275149684,0.012172872102957135
NPPC,0.06960183172262997,0.002424214189440197,,0.0013422612464000171,0.011085357935890645,0.09076648993192704,0.08232395001995282,-0.03683817735452556,0.019400621918648293,0.04129444026524433,0.07691377492460022,-0.002261036114664745,,-0.05885247506741486,-0.02998161696875145
LYZ,-0.003341941845465582,0.008456850307763412,0.04086339881711671,0.031602509195373114,0.01134447498531418,-0.0460259894202248,-0.002729510336680511,-0.03893496932325066,-0.03042611501310863,-0.11574261965166983,-0.011379759489612512,0.06967811654225174,-0.046661670898424844,-0.040549799943380004,0.08016863937676405
EREG,,,,,-0.004181432620387722,,,,,-0.012793889121743045,,,-0.028396726152107955,0.028350127675301796,
SPTAN1,0.06194961150908606,0.03439327003125502,-0.03823660478469442,-0.04961485622015619,0.028710696167497766,0.04655493516775475,0.013352417005446642,0.045810443627099184,0.024720072880470755,0.1545497296206304,0.04258054691245794,-0.028517032681912604,0.09810365777511852,0.09939122904669585,0.1148130464931048
LIPC,0.007060073899403868,-0.015931520595976596,-0.019572362783977386,-0.019071388882207888,0.011259370934706298,0.029280621971354833,-0.0013805041572264648,-0.031825873987397606,,0.0021331213637194595,0.019692773262551384,-0.052429764191195646,-0.023773975518906018,-0.02391796464607612,
COL8A1,-0.07538876507581292,0.017542649464589923,0.038317587221533674,-0.019636571300585125,-0.025123951926312955,-0.015009243945272012,-0.029157991302538884,-0.027886099880379277,0.021037234618361142,-0.1198576515980154,0.019186456372377567,0.04783017722550586,-0.004780592488239666,0.01585004668501216,
GSTM2,0.04885105676678364,0.08004694933908241,-0.028496065818974996,-0.03411958393156663,0.04758964136007065,-0.01910039173951164,-0.031299880058589344,0.03797657601620729,0.025971845871105764,-0.03908315383018205,-0.015206611230446039,0.07885737443263093,0.0543164452335509,-0.03943216887453913,
SPX,0.04668056959191277,-0.025766717562280755,0.02277179522899114,0.03714834748032767,0.03117887218990229,-0.003983585534765161,-0.0064965844253869085,-0.004825559295198928,0.020866535668738296,0.025950422335343535,-0.018282104380054565,,0.09601269353832458,0.07240299409760907,0.036981867402214194
MFGE8,0.0017257316687692812,-0.06657990138598478,0.00859843080153643,-0.028443841747266822,0.056053501388105,0.024424673184374357,-0.0075420288892954716,-0.04737964349876106,-0.022621538222803182,0.04909680646474945,-0.021059306220256344,0.0624464667465721,-0.024211009107834323,0.00940884940875775,-0.007368851873532894
TGFA,-0.03147499425250543,-0.03429455680104069,-0.016395700205924988,0.015914272744518242,-0.05699761398629282,0.013413071972155287,-0.04975700060007129,-0.060650633755490006,-0.017807131086165367,-0.07239725732679586,0.04877831139829842,0.08274033500039667,0.02995842236654379,0.032621635586650446,-0.06066082764137003
SLIT2,0.175650592005647,-0.03357652605832152,0.0735978528285532,-0.036119327167091785,0.018203106617833153,-0.008266626699942513,0.0775043656573706,-0.030946544533519298,0.013151334445622918,0.16538962670036114,0.005425235068419947,0.04632917816718181,-0.02884076833891255,0.04321639878122895,0.13354261930675884
PLTP,-0.07649009445587704,-0.0065237820333820164,0.059287870267273494,-0.029006314031092197,0.012514727533090228,-0.035286636795375435,-0.05654790974545267,0.05787070515411482,0.011604498093523874,-0.1659316160631223,0.05165403053579582,0.010162313011918205,0.00404140326972139,-0.021769876790018183,-0.013580796350340495
APOD,0.040279570909069785,0.0022938957962596596,-0.002118040357035738,-0.0505025814655554,-0.02389587430233546,-0.044147177700265945,-0.02082819874385452,0.032991130972869785,-0.06745687791712372,-0.07497812097487479,-0.018867910761442622,-0.012826922189126289,0.035578969943257224,0.07450380575323978,-0.08180700430077192
B2M,0.09013042740653417,0.0017751450180523054,0.046363521803665306,0.08909345016537504,-0.008155219138871746,-0.09413130064273437,-3.605660664319791e-05,0.12976821314600623,0.047056730071582425,-0.22012055249520474,0.05504120556075408,0.030084728755013616,-0.08282207137438209,-0.02090386068451708,-0.11913295219829229
OMG,0.11542167688600032,0.00025832185766558465,0.05634845231878145,1.5372752685134788e-05,0.008979424941339761,0.037346531267468126,0.00630109426525019,0.07231488137452735,-0.036735120373499415,0.006776087808419996,0.013734286365306278,-0.005402033887671252,0.07059333234878079,0.05201190343333891,-0.035589559557539445
CXCL3,0.05876113049104158,-0.032135591334003843,-0.026735871315501168,-0.03549451895386667,-0.04878420333766373,,-0.02923593819183388,-0.02342026524869377,-0.0022944152229383234,-0.030524133353832562,-0.00995694347438492,,-0.009846499963646844,0.03402072630309163,
CXCL10,0.03313137355502019,0.025619261968862307,-0.020249529493079888,0.06796333570272803,0.012403191988539918,-0.030873937796260187,-0.023858735895067804,0.1493515580671363,0.003503877496959947,-0.06709826281184605,0.03201838877121659,0.0059174268360943,0.03256930541999009,0.01807748216745672,
RSPO3,,0.0635247433430878,,0.15070872417176068,0.05184775195201912,0.0458810823338907,0.030376501019174284,0.02120134586683558,-0.01383966167524499,0.1607725544196145,0.0313825879297289,,-0.013400097546916708,0.0640066963400573,-0.028986723641146142
CORT,0.02151051984094327,0.03237961294950197,-0.02322508921282128,0.036083152567357266,-0.0014620411051976534,-0.004543006502683701,-0.0020337833346491248,0.003561217566754048,-0.06690795913285968,-0.0020665619878036945,0.004338614618920735,,,,0.0878857971078038
NCAN,-0.029505109679121292,-0.024578934377692253,-0.03333991999327556,-0.04353197554491053,0.08667428580128221,0.012744979432303339,-0.02056800244832521,-0.1253719051980419,-0.03709134653132455,0.12281959492340681,0.05432947479550534,-0.02084750082276254,0.08526598243760071,0.04061095644894368,0.05492323042230477
PRG4,-0.04509325959588315,-0.018865792246375693,,-0.01216355950937388,-0.01999589516696926,,-0.03167447446605772,-0.031274746065298176,,,0.04018865557620557,,-0.0017856338667368336,-0.005373195030238411,
ZG16B,,-0.01739576773176976,0.13062130473244965,0.006073562616783351,,,-0.0007729462778033656,0.016907915174250093,,,,,0.03318764856638145,-0.02089154034678528,
TGM2,0.044274977593046404,-0.029766564486802812,-0.00495358782048388,-0.025096295374520943,-0.010015058987683111,-0.021705558971480444,0.035109114376314726,0.050818489293206856,-0.0082476102470775,0.04478335934429172,-0.0322225609359475,0.027724877006469743,-0.019922190690349968,0.0317915273811528,-0.018053563314969205
VEGFC,-0.032355314077000714,-0.023953876463308335,-0.0034795433241310895,-0.021678719957185275,-0.030780308661124873,-0.011220883023995317,-0.032135967745363356,-0.03854504299700725,0.06975829799592247,0.040373584526283604,-0.0306362695908653,-0.017690445132033713,0.04527367766613758,0.0491335519081569,
WNT6,0.0010999603074741363,0.11355045108888744,0.007407341530146139,-0.016823769016224267,-0.0006580435509168653,-0.023167353201457984,-0.03114769804440884,-0.029629227156759936,,,-0.026737789061456605,,-0.02017892300680799,-0.02158722909261791,
NRG4,0.10083218836777035,-0.011554146841972026,,0.08180566960995837,0.09363807597097155,0.023319998876249224,0.0524187778084719,-0.03212043885798166,0.04454371478361662,0.10144850663610093,0.05433026353257937,0.05832222646413976,-0.01340009904874794,0.03276295273160526,
PMCH,,0.011879518918899384,,0.035993497662031894,,,,0.03128301134096679,,,,,0.032370847291811514,-0.014529372636460355,
COL9A1,-0.03513917221240385,-0.03489681110730601,0.0019451586754551187,0.11241835640397828,-0.009430062221149354,-0.019891942613612403,-0.07140351859697959,0.001553269397257554,0.1875000076913451,0.13011784995828898,-0.007202097628359939,0.09664485687471912,-0.00803308017342104,0.04981872540419466,-0.04716136669133642
GDF11,-0.08079116480745832,-0.0053342349584731795,-0.02281432825868619,-0.03491737080916212,0.022117222511248587,-0.020794500638947642,-0.01946626603336281,0.015784628347342372,0.058377911004583505,-0.006577371032870769,0.016160134995152033,0.0007716990608103332,0.00887386338146623,0.0015065449454416434,-0.03153453115312922
RAET1E,,,,,,,,,,,,,0.01332249315481867,,
IL24,,,,,,,,,,,,,,0.09360574719494208,
SORBS1,0.049152551081183854,0.08481228148403708,-0.0014200061257129087,-0.013897170721530504,-0.019000276377661142,-0.03685795895444101,-0.01897966744657366,-0.036018116174116786,-0.004428286763089363,-0.01202794074401167,0.030745600740908978,0.011375443261610475,0.049605180954104086,-0.027666212093715142,-0.018581033436968677
DLL1,0.13153909638911718,-0.0077457854433225625,-0.06913399394187936,0.04637632985637822,-0.02879413369903034,-0.034239184926042866,-0.008664178484008358,0.025188005519963273,0.019356477897751977,-0.042554278304275356,0.06282145488724854,0.015739116242140087,0.027857298138970796,-0.004807820362267575,0.06821465195988238
TLN1,-0.057558138731147554,-0.01484864435590656,0.01095104724050262,-0.044936306897042054,-0.04501310544066154,-0.033040868278336126,-0.024533797546036684,-0.010780971824266967,0.025149949387091686,-0.1358042659278781,0.04100149725045857,-0.052705636802635215,-0.05535594566372165,-0.00827960160876682,-0.07257436906592377
COL2A1,0.13888071323948328,-0.005305093994253942,,,-0.01785936779727881,-0.010266856325106485,-0.029235948141147668,,,,0.003042430907570594,,-0.019501671038676727,-0.02924821477573259,
SHH,,,,-0.012639935417223186,-0.02945033845756138,0.026545176042863092,-0.022983007592411765,-0.017277551808392657,-0.003177878775519263,,0.03763849087331565,,-0.0029097714065093668,-0.04015371398773012,
PON2,0.04106759075485916,-0.022733637399008286,-0.03438894252170949,0.04554108450720084,0.041025388212896745,0.03896201730424228,-0.06217138531175363,-0.03981406561711194,0.06960886122460222,-0.03876303363394887,0.02633874613035857,0.01876639083272378,0.11150752298872818,-0.012552694576847965,-0.016113205640399274
ICAM5,0.1975418103989079,0.04315401017667259,-0.018628564171133205,0.02568129113584007,0.11439758053344484,-0.011684683076738528,0.07638944293060823,-0.007958209444357512,-0.03969222056647401,0.18983931287578107,0.041691766522142876,,0.0578467214582845,0.0010538542618973366,-0.023237393937687575
HPX,0.007838669280054573,-0.008007000654245588,,-0.030754682438659958,-0.042529432219598415,0.041013361892531464,-0.024286462029194846,-0.016120628105641372,-0.01864775528735624,,0.05054936324115076,0.04193994813063249,0.025933044466256425,-0.008312154204300279,
SFRP2,0.1346793180391747,-0.01667826487364823,,0.06549169271757817,,-0.017121502240063088,-0.005965981693277233,-0.007187685137665603,-0.008329028140670264,-0.0653811907849899,-0.038932047402054956,,0.017834333246868065,-0.06344660748183004,-0.06269757288277089
CFC1,,,,,,-0.0010355926401627597,,-0.021041369722646714,,0.10219884257429261,,,,0.0076310861508349075,
CD70,,0.006719349527520182,,0.0219288154321607,,,,-0.039249521794652145,,,,0.041061284353113806,0.08250529780988443,0.024275566105849702,
HP,0.09332023372017144,-0.016845683642870757,,-0.01276611175105735,-0.01737656881594311,,-0.07648681660205524,-0.028835420248197203,-0.01933622340279555,-0.0644128319521188,0.04028461955651801,0.04096605505119196,0.06222270812771083,0.004340620534138303,
CXCL2,0.010277882291662026,0.03569567615297122,-0.026998984522129465,-0.030159122470765864,0.04691597088914251,0.009291253093645152,-0.06212221272005595,-0.052896113444121484,0.07690238122161025,-0.06987672141977928,-0.0017126167794066195,-0.015427196203883345,0.0037983483963037056,0.06908037942211792,0.01448590565127035
NPPB,,0.005071551149042236,,-0.045026398938185226,,,,-0.018424679054048525,,,-0.01983397211687493,,-0.013592908112970183,,
CCK,0.10857050627967695,0.06631766348019334,-0.009071033655908925,0.05961550736405642,0.045574908368192314,0.11723658678539584,0.040408099157162106,0.017881813550097023,-0.07449045635378732,0.20713426152231706,-0.03897924616504246,,-0.017633671301566692,0.0509842215771872,0.08375933190594273
SEMA6A,-0.024737905496836934,-0.02249099428299861,-0.02431778373929873,0.019795977054660477,-0.0029918092201559115,-0.03994644669554866,-0.03860984480214984,-0.08898502444718409,0.01978605149050645,-0.11269846009805268,0.03892700913483383,0.003104641857328873,0.08159493379157186,0.014418127990920867,-0.029458053188754607
IRAK4,-0.05365408877667614,0.0492897258328257,-0.0016974021793686432,-0.03548906944434906,0.008382819482970504,-0.012653457734393346,-0.0370020195914909,-0.06390618584058827,0.009217133007918085,-0.05631621643244938,0.02727986567553883,-0.008418225857538842,0.02734651173847246,0.011988026846040842,-0.03881068027336966
GSTP1,0.055002179744750725,-0.03747884833266697,0.01625068988278261,0.061636485374894086,-0.0243878830642747,-0.01544162035256708,0.001171593350766303,0.055026532220596315,0.014930858377040227,-0.1565392377190897,-0.014129316364519008,-0.02107257390338842,-0.0037318687594192807,0.006733640136058763,-0.037071036235994184
