,UKF259,UKF275,UKF313,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk
GNAS,-0.05275701552984008,-0.03980061878391832,-0.007078789725986112,0.13887368483220863,0.08280882238718527,-0.06120001038143091,-0.056868577851424816
BMP8B,0.07799592766580672,0.02997197588829434,0.05270537602819435,0.07893143991876063,0.08979971051878137,0.035166998703476705,-0.007861120595594672
LIPH,-0.017525625037017812,-0.009065562403367157,,-0.053148769453641706,,-0.016113318025240138,0.02156432750097395
CCL28,,-0.013959474723066377,,0.04568208658875708,,,
PTPN11,0.0035376559915225635,0.004291804806157738,0.015907962236585877,-0.04883141363623495,-0.0344608515033032,-0.04587039397675992,-0.03166818056256293
ADAM12,0.08458495797531833,0.01129143378954024,-0.016194013108350995,0.025091843896594804,0.09174077640452473,-0.0006362474730545179,-0.014469652205660072
EPO,-0.0019958358438448556,0.048195131826201984,-0.014672269627184919,,0.05350239960629387,-0.017499474889067532,0.040755582918409236
EDN3,0.031177568936251752,0.004114266524588895,,,,-0.05222291218231923,0.007420535474058098
CCL22,,-0.019097898409397223,,,,0.0476800471746118,-0.01852700548625547
CCL2,-0.03826532933899803,0.08817881000186104,0.039710663359176196,0.04319920760267086,-0.0439488776486773,0.03271174998516396,-0.04330524778792311
DSCAM,-0.012949110802642537,0.025350987239027283,0.050241576102684087,0.013184578080556113,-0.048137172639784814,-0.029332866096223726,0.09269285633815941
ANG,0.022548922291885685,-0.00949364647269568,0.004728939042713499,0.10968903441153216,-0.10713429948843585,-0.005759385241139708,-0.05919729580212331
FBLN2,-0.016445816269685807,0.09538139256531816,0.061931669126034844,0.08529191373950441,,-0.019917865428690385,0.01027780235471874
VTN,0.10319868629198052,0.05701510930898546,,0.004987810147923069,0.06535771195005928,-0.02000309734574669,-0.014246074243034626
VEGFA,0.03104207408679954,0.0356362891194774,0.03836836290250815,0.14568030471409962,-0.061148863394960534,-0.02832681843543637,-0.11542582947890757
F10,,-0.010399904450097463,-0.013692929635017267,,-0.03565898204629271,,-0.024330993384882364
SERPINA1,0.050210512026661436,0.0393623986405559,0.07651153805091189,-0.0021348170351495298,-0.02742596534984799,-0.018932424599960175,-0.05023277090449935
VWF,0.01852977512043441,-0.011637934353714094,0.026881923650107567,-0.014350337786767203,0.08577843671951381,0.05397767925765632,0.01569770544931877
GDNF,-0.0145327436836751,,0.03269620142958754,,-0.05201535041013422,-0.024496473843043317,0.022781646591566628
VASP,0.014189894344260448,0.03722753125168404,0.01017671412232736,-0.062271122060641414,-5.5052211379593504e-05,0.07047728948417167,0.009914662721590832
ADAM15,-0.011398388505887464,-0.014902839656215985,0.08253291566203463,-0.008438600907123091,0.019016466123284136,-0.0021558102784706274,0.040016605605516335
WNT2,,,,-0.03777894571100491,,-0.0012372234107512817,-0.02080752462585658
CALCB,,,,,,-0.018997036397946428,-0.008218620138474417
OLFM2,-0.06089526616241926,-0.012668936909474548,0.043958290186008796,0.0012156068107700268,-0.06064733152039403,0.027036991708112516,0.06577670942775424
MFAP2,-0.017297300634118738,0.03207322592522892,-0.027270133417487644,-0.0464917238756666,0.03164738446385129,-0.01616934918382176,0.06598396706526263
HLA-C,-0.016218700719951337,0.025226413824225764,0.023445215906442964,0.011799702036298267,0.08446673603106962,0.015434979617149618,-0.04339412990249851
THBS1,-0.021863629101975833,0.008903727062889904,-0.0009018813390836251,0.10617887834592131,0.1028345229916207,-0.07085313821425607,0.009191189410050643
HSPA4,-0.015633134944086226,-0.02363061201898356,0.04249841065256476,-0.07319733337466103,-0.006592627444940342,-0.041918824536820984,-0.006201061141098399
LMAN1,0.06943964877049594,-0.008907393951762318,-0.04639778563813479,0.03585251223151054,-0.06236867128968497,-0.03933512375881904,-0.03794022093817023
LYPD3,-0.013099757690286228,-0.013279516426108553,0.03685996642679748,0.15263762264433658,0.05105500454412072,0.036954993679756944,0.08542520585748252
APOE,0.0065588623194238645,-0.028612906273747456,0.0017294119297884157,-0.07077624992466641,-0.0019329490277957785,0.06922021973207307,0.06919664448304598
SOSTDC1,,-0.022940645299306787,,,,0.02780672953306588,-0.038336116261536296
ANXA1,0.06426316903127303,-0.01820085726743271,0.014842894843319288,-0.06579641197601191,-0.04724084119139479,-0.012199134822096475,0.01697137841132439
WNT2B,-0.03851383583190116,-0.0008352436074324108,0.004833298134968989,0.08131559148644874,0.01888360819119624,-0.046567513833751885,0.08023486177265159
AMH,-0.018202674701710986,-0.013671893553872584,-0.025176956921647495,,-0.04283454905621418,0.006466149440523671,0.11866518760660301
GDF10,,0.0744700394550531,,0.0325922877375952,0.052822898059521596,0.006753951471917473,0.05231000803305847
EFNB3,0.009593740679139087,-0.012055463451641282,0.042135598275071025,0.027749829216107632,-0.03644318372062674,0.010480130708423246,-0.03394095880707984
LTB,0.018647070486000773,-0.016502860818926428,0.05070018067361289,0.0545697758758844,0.03719494353030056,0.03410935189733174,0.07252216064167005
ANGPT2,0.028125393557704974,0.019079822261018876,-0.005235359357680163,-0.02359518400188366,0.07507513071947268,0.025490948948232655,-0.006946585889980903
ADAM17,-0.0018009790644131604,0.08165213499483757,0.021067744035535095,0.023644217129017608,-0.0022163239706910636,-0.0393242420747139,-0.03976053439163553
LRPAP1,-0.008567737848095974,-0.03759000721157054,0.005885139067842934,0.08932360673288521,0.028525358115337605,0.040905711380512966,0.07107805457991816
NID1,-0.03752214979708141,-0.0054279640700404174,-0.005447754400258319,-0.03706186750126485,0.027377624008436807,0.07012841734397403,0.02487331594199541
MST1,0.003981213364810538,0.03768669021726915,0.03751210115881239,0.061400747047363265,0.035818451261510335,0.025445436053930046,0.09978667552109267
CCL14,,,-0.022632042165676637,,,,
IL13,,,,0.10894598571350506,,,
DCN,-0.008554880789413534,0.0009802954977393059,-0.013853194271268524,-0.08687308201384646,0.07020880376247067,0.017670379604322224,0.032013008676354336
IGFL2,,-0.011243783733039055,,,,,-0.020073794623539493
COL7A1,0.020367975329043417,0.0334394087849358,-0.0361337151466602,0.10218322554344232,0.08022722871772398,0.06797334724496695,0.013458929030704546
CALR,0.03931857030802569,-0.01919423136310657,0.0005743933394014758,0.05289651835502318,0.0720472157319347,-0.005472757726727436,-0.040738757769956134
PIGA,0.022435379272548073,-0.028275758827347317,0.023592460842113992,0.024418918112745932,-0.03412455309680506,0.061208379849358126,0.08081900475363428
CD200,-0.0021873140667835597,0.01890165766317169,0.021738742741342697,0.08337814613390787,0.029491058331928513,-0.0011837673821972635,0.07329833397990693
GRP,,-0.017457334789131664,,,,,0.15377851748207647
CDH1,0.018160133489099745,-0.018548754552161813,,-0.03127391804449339,-0.018095933466252954,0.0009850080016622824,-0.03711732028261758
LPL,0.03726405706697961,-0.0005002572637142821,0.007442321253483308,0.14390208785052025,0.07211367257477563,0.10901570229471319,0.1315982168859418
SEMA5A,0.005775937988935102,-0.009480471907232644,-0.043900374752387075,0.12730020388935234,0.07909544705285533,0.038837034758220895,0.07134232620608609
SEMA7A,-0.017347816451623664,0.0343324654717987,0.02155605227265119,-0.003304187540767955,0.01843731601296465,-0.012539125340095915,-0.030903041238760632
SEMA4G,-0.00031596562202131404,0.07853222380907582,0.05161312546184022,0.008362539920235982,0.02392924690605361,0.0434854034362491,-0.012729994697810386
SEMA3B,-0.007399346782030897,0.013323141836808407,0.044835897316381025,0.05403878547180631,-0.015609502024911955,0.04194483349887892,0.03447687265043673
RPH3A,0.009521410853467393,-0.029428880766123204,,0.07161375947524828,,0.021574844274412818,0.08569705219781776
JAG2,-0.031179700540960666,0.00014501857684895547,-2.5084059685813328e-05,-0.05908776957447958,0.12493757384673285,0.020592823115056672,-0.056932862108865376
CGN,-0.0050040505632170905,0.003340246429193752,,-0.015074403128876127,-0.04009756214858502,0.04212757383010658,0.05789137699956486
GDF15,0.026021139800274706,-0.008377148636045804,0.066702712741204,0.08106326624462543,-0.027055893658279873,-0.038194542907064734,-0.005926932654480629
SEMA4F,-0.01241952159935561,-0.017544395302771937,0.026218079335139036,-0.03367732493324455,0.047250773543204956,0.010247099375519054,0.06564501167903411
NXPH1,0.029362233501717534,-0.00688344762022062,,0.036242037684694674,-0.03553943834699824,0.025349106645488537,0.050949140776599025
ARF1,0.036510656129947965,-0.03734906253261319,0.024743044470196745,-0.007831750288058405,-0.04933828804700742,0.004493234913015383,0.03822256604740941
DSC3,,,-0.045214444522577085,,,,
EBI3,-0.06760427716453667,-0.023916011630899712,0.01307101173936248,0.03371153592990992,-0.09417792114102812,0.0003011474317878953,0.057265352634901935
TIMP1,0.04242957445463805,0.006286508975360653,-0.029340653454662517,0.055810950769005364,0.017829765629804907,-0.039038246997862125,-0.07926518777719811
SEMA3C,-0.027326951813109596,-0.015405299305653838,0.07589868083395494,-0.006742162338282186,-0.040994197388713,0.04572654741182001,-0.036675711948639646
GAS6,0.02590205767638281,0.0013010584151819684,-0.0452244018624268,-0.025983637123287297,-0.029334239706273274,0.006894461102973506,-0.015354578962770612
MEPE,-0.017744505449269653,0.009128444628978367,,,,-0.016122765932207725,0.00044461210655041746
SERPINE1,0.057153229585450306,0.02972067329498718,0.04405514407237806,0.1207318340477296,-0.03302446836431437,-0.036745662757683546,-0.049176942901221994
RSPO2,0.023454657737125188,0.003797578345103002,,,,-0.024470326999732873,-0.011765051414173222
SHBG,-0.011767787151331985,0.011178508138865737,,-0.019633998659946462,0.014575380578523178,0.0595434327244341,0.01753116593382024
LGALS3BP,0.020418280944596284,0.015652852284388456,0.021573252761013944,0.06458716565311148,0.04319785837262532,0.002929432709095498,0.011631651136021564
LAMB1,0.009305461408130638,0.007358044886504496,0.02014612001538368,-0.015093830839111727,0.04258854889034635,0.047385536434916796,-0.009992564970234074
SPTBN2,0.05553221883429877,0.007786401125045131,0.001270578193353083,0.03608614927832462,-0.02929210504226782,0.026657417558675327,-0.02998662980232337
COL1A2,0.011676323560779824,-0.050829472685260134,-0.03841622449652673,-0.08842486169817936,0.01337304647854514,-0.0235706071256246,0.012036605070769974
DEFB1,,-0.010017549117761829,,,,,
CEACAM16,,,,0.004472475773661538,,,
SCT,,-0.009207362119277175,,,,,
WNT11,0.09306998007900469,,0.053478794937141305,,,0.0726461681296381,-0.012261350493622637
LGALS1,0.05813317918744362,0.005048487473397288,0.007261546588323454,0.058537422414355354,-0.06818843851693483,-0.05250381399399444,-0.1142453587534441
BCAN,-0.07849634065260959,0.026784174932041542,0.016448979564340112,0.05504235726698453,0.039752439192612433,0.04725505600959914,0.12500724290048018
ANOS1,-0.04888496370264782,-0.014804193241805302,0.048191205654310836,-0.15259926366969495,0.04820428365853809,0.03237150533237097,0.08190117558865588
EDA,0.03753053150838326,-0.014427029985363089,-0.021763673829437908,-0.06356817263500868,-0.05108224396324803,0.05433954148200707,0.03451362906894117
FGF22,,,,,,0.09225975047104785,0.002302986475626002
SHANK1,-0.024123854089102687,-0.013477027684804499,,,,-0.01766941508729105,0.04376778660003382
NPVF,,,,,,0.02357976991631814,-0.01728342832309631
TGFB1,0.025149271977430374,-0.021936405293389843,0.05465519542387161,0.02541607574348064,0.0416866000290297,-0.015101368085151775,0.05429662143849154
MSTN,0.04167701113667148,-0.02432569808129437,,0.031462365553358886,0.060500345352144,-0.0031536651843415823,0.011715880846340506
WNT4,,-0.014148201260121868,,,,0.03670810735427044,0.02663725400504038
TNFSF4,-0.027792788621083076,-0.02420774020672763,-0.02753838868287845,-0.03463219412568368,0.05012373814802002,0.009978401003334568,0.020214116503797924
NTN1,-0.008117810843011412,0.01751769628322967,-0.003959204960206482,0.12778351964615628,0.01505549930100695,0.01644343847254318,0.09653813564797502
CXCL12,-0.012091480919429916,0.005644031640873675,0.014155873719681583,0.031245963910594005,-0.015500020197647861,0.03635971202152114,-0.014512609843128882
GNRH1,0.08611537348241871,0.006186639192135479,-0.008596649366828742,-0.0006361218811159423,0.12431010810062526,0.0502868600935096,0.08067466913176978
FGF8,,,,,,0.028390716563277057,-0.023856122538555718
RIMS1,-0.03331319703267229,-0.038822484645029555,,,0.0020195443997567215,0.03306212756617986,-0.013260136243675944
FGF14,0.03595178749651031,-0.027988187754744098,,-0.077052639895595,-0.036819563690740964,0.015527289157208527,0.05474705634407588
IGF1,0.013521736133673301,-0.011624644309801457,0.05384336848021946,-0.05009205371389044,-0.03942843458024567,-0.02491719038344137,-0.005091730201832722
TNFSF10,-0.02254051130378793,-0.003578289552028035,0.0591021598521562,-0.04371020454167444,0.03186172444394048,0.014778421258231325,-0.002762235844851649
GDF5,,,-0.027896256039311645,,,0.0637846140340396,0.00847076284374746
CHAD,,,,,,0.0037756697108934,0.06482551376011857
RGMA,-0.041825323603677675,0.024114646917932823,0.00048621608538249993,-0.007120841094297458,0.051043055547257056,0.003040050213773109,0.06428534156847453
WNT16,-0.022883995253797734,-0.015838266823728422,-0.0338259733720633,,,,
CX3CL1,0.02421259389682267,0.03965237832072803,0.022140005638923876,0.03604699305410137,0.09739411029640238,-0.036990394926639955,0.014911396357028742
FGF1,-0.033462359695333094,0.001585422637244236,-0.030755240859128792,-0.034966416515009056,0.0772687691578777,0.006958324503620833,0.06208523845028108
ALOX5AP,0.0021987732473946224,0.0015550216965680836,-0.00878286321368181,-0.112169137011029,0.06206411503406774,-0.015651878785001988,-0.08111748227794888
IL1RN,0.04016558179885805,-0.024908959139799097,0.019246307122670985,-0.04180335420628892,-0.0348811117071748,0.005635724951610206,-0.0431269948201956
PCSK9,,,-0.028598749100782774,,,0.08103263539086132,-0.018325209181882487
NPW,-0.016583762804328852,-0.012773353537270207,-0.021407400717171423,0.010040818937272203,-0.052242164063728086,-0.017653060529116325,0.03135946143797159
CXCL9,-0.04069306594748899,-0.02485111109631838,0.04465006348024824,,-0.06428618967846009,,
ANGPTL4,0.022651411321313476,-0.014486684403019192,0.09218886853725049,0.04800672462775247,-0.05264027949328195,-0.01322205748490976,-0.08070702107947868
CCL11,,,0.014280657373537486,,,,
UCN2,-0.011499082737427035,-0.014427030875117482,-0.04511289676419184,0.10658958191167028,,-0.029871530439120376,0.05680422271735042
OBP2A,,,-0.017267173338094587,-0.02650613153286959,,,
COL4A3,0.03018095365531981,-0.018662894682252334,,,,,-0.014501111924496168
NRG3,-0.012257846588127248,-0.01381951721726603,,,-0.0344581091324759,0.005055531762811294,0.05266930297076642
IL23A,0.06364501261288953,,,0.1150235385609334,0.09950577614012879,-0.017275699512220234,-0.02353484479022273
COLQ,-0.00033200554942947486,-0.034126457021873294,0.0344101198669356,-0.029052908888491748,0.04749342399946533,0.06748169116045172,0.14245231283808202
SCGB1A1,,,,,,,0.031432706342479064
TNFSF12,0.02764305814733378,-0.03093133498561773,0.0024001199146901813,-0.07729351022234908,-0.04747507685027609,0.051425265743283426,-0.023868930469473925
DKK2,-0.011668609514361127,-0.01479130395780082,-0.034257544869549204,,,-0.020392763854457745,
FYN,0.010597933016557684,-0.0018454668950039724,0.008473238285249422,0.09976656561417019,0.038870084360844985,0.036162167360582226,0.13332017672218752
ACE,0.011571848623953253,-0.04032036970667052,-0.05153015452577339,-0.014313336431671295,0.052160893120049893,0.04235110121596301,0.04897332393604338
IL18,0.023279299457714717,0.03304151835495849,-0.0036559105446797723,0.06160073631542852,-0.00935503633073331,0.06654570657916634,0.05880837742873399
PPBP,,,-0.016136869586466523,,,-0.02115243267446184,-0.02169287963032874
CCL27,-0.027091633106104577,-0.006853084889721681,,-0.02813961919041092,0.08019004221649102,-0.006104989819436618,0.04857516716767668
SERPING1,0.0003175837016364591,0.005693339030155938,0.005831887828520774,-0.030438654401267175,0.02470145556794898,0.008652512919063257,0.010626793353869204
AZGP1,0.06906322368247862,0.05186548516070961,,0.04315261911849227,,0.08176975889496776,0.033629770906593894
INHA,0.0669882093135458,-0.014519203860651548,-0.029693366968829887,0.01468342281452354,-0.05124447892199002,0.0727486836107946,0.05475786209440541
SEMA3G,0.03346976964497233,-0.010230481642492703,0.04248701257749343,0.016750396493436025,0.11358289435765857,,
COL6A1,0.06250441870813132,-0.020930406295416072,0.015608859931166756,0.17270275475821478,0.02899005113538546,-0.003415250862666168,-0.05292542377352192
FGF17,-0.021583598497027203,0.018444866960244066,0.002977579358386329,,,0.08706404785021753,0.03088849669124092
TNFSF8,-0.014668763885879147,-0.011811473802715433,,-0.05945496313494247,,-0.02295198165892508,-0.020073792463817474
FGF20,-0.018832519487159808,0.006843645222587179,,,-0.04171483413764061,0.009969570646243242,-0.004713921258477413
ICAM3,0.057071265886206854,0.03171023330047026,0.02976295284975584,-0.059562821454003705,0.05795630003176663,0.09645186057019284,0.028963099261448737
LAMA4,0.012649257585063793,-0.004458942128208746,0.001822924108986504,-0.02106483190728917,0.03227790073910863,0.056477136766597616,0.005430840048898312
INHBE,,,-0.02122722224616867,,,,
DLL4,-0.02133045252261618,0.060437689726338895,0.0024902025480784524,-0.08874672167374584,0.06290496673769938,0.07325741498502346,-0.02946032834577494
SEMA3A,-0.0005104350353333755,0.015983324623517477,0.03617883726224361,0.05120962964664786,,0.04058818884962357,0.07401839637654475
RLN2,0.0042767743838302745,-0.01203146097412383,,0.09286174276829705,,0.01081287595653373,
C5,0.03404374082621839,0.04375620808115154,0.005795266139085868,0.0785319628712542,0.084517868298095,0.012232138524125562,0.0729742003478168
COMP,,,-0.02507447041993775,,,,
EDN2,,-0.014610203052002996,-0.01682366353333034,,,,
C1QA,-0.05155920026816568,-0.021516535390851996,0.02170680407506931,-0.08618880937395439,0.0003116470728982803,-0.04505272466188636,0.004746273469265934
UTS2B,-0.014803609941223018,-0.010399904197422647,,,0.053261188156361265,,
COL9A3,0.0005092628692895233,0.028720838812528363,0.027022456794621705,-0.034594464340023015,-0.024338286281319288,0.03989109055916766,0.10725386242502033
DLK1,-0.02463898590365729,0.02605994918847382,-0.026739626998695466,0.12655477355099756,,,
HGF,-0.008376265740387934,-0.0035321111810147484,0.02851972129234467,0.047152037962980335,-0.054133311200797785,0.029632006430919296,0.06840992199880662
GIP,,,-0.022288366688336784,,,,
P4HB,0.02145583798413376,-0.015755956310690683,0.002363171199290283,0.0556898227890002,0.06692386545065712,-0.04264619707470924,-0.0806191415072419
ADCYAP1,-0.029890075071544026,-0.019943444857339107,,,-0.045201547221185544,0.007570151459352658,0.0022358756477879305
GREM1,0.03218736949942846,-0.015025511166498225,0.005762931221158913,0.09719984384697913,0.07448865634989332,0.08585163715065054,-0.0498841052186799
EGF,0.012510319063311454,0.012843096065391663,-0.021939825055053697,-0.03885229982733548,-0.041714798901831905,-0.01940520798517289,-0.01749641825236496
VEGFB,0.08176750810552713,0.022286369567617103,-0.023579060382711785,0.15024478835200286,0.0395860131132084,-0.08713258084183233,-0.040038196065385306
FARP2,-0.032959714553475454,-0.026988417811812365,0.0478421073344273,-0.04976383961544203,-0.02113520930575685,-0.023643144295533058,0.06322267542461717
IHH,,,,,,0.062435470240696934,0.055673456139806406
LAMA2,0.015777469591388562,0.024738975182000616,-0.011170279763664805,0.019456184702448465,-0.01062703268192342,-0.0008504449505826092,0.08352296878168382
SERPINC1,,-0.011126957997075242,,,,,-0.017496419644243606
NRG1,0.018901046184604687,0.056054989543269255,-0.033290114440701395,0.044789672449273836,0.051147794927445075,0.018691437881439146,0.10277125257767508
SPINK1,0.01995742389598984,,-0.002268025345673733,,,-0.04380611950305448,-0.030709951842252232
EFEMP2,0.013790473921532724,-0.062242435838818264,-0.0014233901889767753,0.08591888485350664,0.03340071904863058,-0.008416793986604913,0.0012666354151821793
SELPLG,-0.07140176733939518,0.010419714917711608,0.029167251224748333,-0.06246390221139188,0.07427640255240422,0.07636709381128216,0.05549723119580703
GDF6,0.12040584931227898,,,,,-0.00574055105622281,-0.03435941161432911
HLA-E,0.015512037590716355,-0.02709431335949408,0.08989107138630942,-0.012792167272053494,0.038412561661670556,-0.03451457284495692,-0.0595322581438293
PTN,-0.03598171494140705,-0.012524507764484022,-0.03458079017483269,0.02873852906837185,-0.10595034439739155,-0.021484860093132437,-0.027751089548965924
CD274,0.005492297057897531,0.03591788885760891,-0.030360651052388967,0.09700954351018734,-0.017879629854503646,-0.0008025663020418905,-0.02647763206207034
FGF10,,,,-0.04583106781365232,,,
CD14,-0.03299706416555919,0.03744802185169028,-0.012841484018409862,-0.08373228303233309,0.059937235209801404,-0.027313924424128277,-0.004710282272287871
SFTPD,,-0.004899799954516193,,-0.017340054217771628,0.057362568025626906,-0.013238810111080202,0.0020036804489752197
SLIT1,-0.049837158158859605,-0.04451812510514638,-0.019924426305755045,0.09256845613028371,0.03858541399085873,-0.0021787822515476085,-0.02556657975809525
CNTF,-0.011668608314825347,-0.009484823032881182,,,,,
BST1,0.03698962150476387,-0.03644991066205786,0.017341922275027014,0.0911260694657084,0.032575434770653715,0.016198012755110222,0.02352147867785503
AGTRAP,0.06298380984094662,-0.021864551428699155,0.011492428547943384,0.01485292482375954,0.023559167174909915,0.05978237323984586,0.024263930114107112
LAMC1,0.004512448711090649,0.001972313831698667,0.022499759342052315,0.029459639613101943,0.04319708353174148,0.018658539279110854,0.002977626247890037
COL6A3,0.019673160167298857,0.03864249984194915,-0.018855156369710996,-0.042462136904113205,-0.03693029140326736,0.011400611914417854,0.002850201645694156
FN1,0.006648255175762752,-0.019171902907557457,-0.014887411903753584,-0.07203503156779273,0.08450498140960688,0.004589512559908483,-0.03748647337918968
MIF,0.05868509929456272,-0.0309453702703771,0.026842512338978174,0.07532818885011139,-0.08904233062159152,-0.013582913684711007,-0.04691433698864949
JAG1,-0.007560494723438337,0.015749584080612604,-0.021688913590574798,0.0927940596447406,-0.10127886806172903,0.024851326884789308,-0.03765806613575735
NID2,0.02033136909117419,0.020129933676398253,-0.02578255195149105,-0.09638002334853676,0.027291544831073707,0.023212048333936173,0.025317035444139803
EFNB1,0.0130302017179905,-0.013422798905765617,-0.010723072204217268,0.06645182724555963,-0.04074773828378372,-0.010795103829582584,0.012343421970034496
COL4A2,-0.013526863846690974,-0.0393702915469829,0.01542794366700133,-0.018088089581536262,0.057720906962031644,0.009908142992325158,-0.02452033914611374
SPP1,0.09817451819773532,0.07723357362081412,0.058277914379983024,-0.02753504012093156,-0.05378301580974921,-0.0833337395160918,-0.10523776115087989
PODXL2,0.016140882285160467,-0.033377959132677756,0.03438327235035056,0.04735551493322084,0.011728685123858607,0.022209395461224128,0.09524454183964531
FGF9,-0.013770181499898374,0.025498706422328522,,,,-0.017302790873081435,0.050761374293488155
ITIH2,-0.01558971116415072,,,,0.07859025987063839,0.05461118177308858,0.12711923412513346
ADAM10,-0.020592160109776658,0.02414589480570021,-0.012653287829664904,0.05863988453679452,-0.014624364541285769,0.04751585612509054,-0.015991530520001355
CFH,-0.03550269494933964,0.006915191239098958,-0.003765971945679525,-0.06721274717371044,0.06077809629128764,0.053004129716654136,0.09004904481608463
COL4A5,-0.016212846171425075,-0.039807336807103036,0.014208358128883873,0.08761164901745644,0.003416431240438441,0.03492429237033817,0.13109649403537083
LTBP3,-0.04480406927573418,-0.019569807670733876,0.007731959420686139,-0.0830482888059346,-0.014581609516056707,-0.042314234385734104,0.04078404874533861
GNB3,0.06284591991247916,0.08801460318265084,-0.03673273834410655,0.11666100780852029,-0.02832240350080431,0.08093626351589224,0.045017767885617524
COL6A2,0.011472708102302331,0.03921536323852632,0.01676833029924684,0.13535294554757665,-0.03413704610418334,-0.028507274593122325,-0.03777522059079429
GDF9,0.02610834810575988,-0.010599469752832413,-0.023471359661084094,-0.046886118804741625,0.07895377987867741,-0.0056229191761888045,0.010704092808333131
NCAM1,-0.03384770990527579,0.02860925786195822,-0.02299246831639425,0.1765708916067873,-0.011304076122228628,-0.006972902204004856,-0.020974092020752847
APOC2,-0.01090411353753119,-3.3039939290593506e-05,0.050850411550388386,-0.1672864961871627,-0.0036950782362814064,-0.005220547396563877,0.0008093138605025773
BST2,0.005641881421405541,-0.007524520931484062,0.013369398748600644,0.014223276339059714,0.09644676971768053,0.007680464678285812,0.050192002117725454
COL5A1,0.001408281541964355,0.024937402023886467,-0.0352048266612623,0.06440966868823382,0.10722431057548401,-0.026863356385095544,-0.056600864163199684
CALM3,-0.033189757203033333,-0.002193850928950352,-0.04296669384292842,0.04055200698312874,-0.0018411595020804339,0.04230551222018618,0.12054038787152928
THBS2,0.08759000902416483,0.011496468844240224,-0.04241759617467751,-0.06889660722326293,0.12507326256649332,0.0538833776118895,0.053626787365520207
SERPINE2,0.04283950408585682,-0.05222835514984111,0.005257374464370383,-0.09078813976771803,0.11979818638136251,-0.07443615362710541,-0.02324731624011846
EFNB2,0.01941949781332027,-0.05167279288141115,0.003484027840512035,-0.03343918701076785,0.04899015320017989,-0.0726624983370659,0.026701064795529566
PROK1,-0.028328520834277716,0.002719224153022148,,,,-0.01587124309115248,-0.019314669925014693
MMP9,-0.04623413023175069,-0.015838264188133815,-0.014433343003225468,-0.06601754233031341,0.033534179031842345,-0.004158343372763188,-0.03179899790750473
NPPA,0.10270828350070377,0.023755853475322792,,0.01112259919605678,-0.05103672197466429,0.06180155864741829,0.055523873680275865
APOB,,-0.004088562698991179,,,,,
C4B,-0.01990589181409735,-0.012460468180532775,-0.01770020978730929,-0.04904909108585899,,,
NTNG2,-0.006032679600060972,0.010704694749374105,-0.028737495066468312,-0.05062299660904444,0.03382239074218545,0.04293078161492643,0.012284965177027804
LAMA1,0.021428053423565616,-0.022940646331134608,-0.01941104347101532,,0.050481956718375146,0.030905950126130847,-0.01928023450484079
UCN,0.12673250921524623,-0.018148727298432397,-0.036883386243368343,0.04922275642998827,0.02065616760512814,-0.01925298081377292,0.06908858175261093
ARTN,0.03775546998668062,-0.015838265725563842,-0.007561024857649845,,0.0183005224536866,-0.015155131916208686,0.06241809036021172
PDGFD,-0.02709308160962644,-0.008069749385925997,0.03337638173552548,0.016914912025924853,0.09123543156879316,0.10364164275239894,0.09811143343983166
EDN1,0.018369052413868298,0.030686012025626194,0.0008174141840148951,-0.08438247494962386,-0.008217982634914394,-0.013229161369203195,-0.014828511616037402
ARPC5,0.04807822244274084,0.031151530215712805,-0.037620894223812686,-0.0384663114671317,-0.02623867176008137,-0.041978155601633406,-0.00019189114200924556
GSTO1,-0.04438208929948646,-0.0008636455412403091,0.05749753534073172,-0.10051377990685742,-0.08292374699048213,0.07733771092868766,0.029031066031323778
PROK2,,,,,,-0.013790869388957764,-0.01969758889539311
SYK,0.04709460256344217,-0.010980033552145177,0.01567812469295462,-0.12533378833304332,0.05260372930146762,0.046860532031340815,0.05358509601299313
ST6GAL1,0.002605168970001636,0.006560359383478845,0.05367521382374185,-0.02889161525309802,0.018350400565896516,0.012385356284628609,0.03794551247853131
WNT3,0.004269624826938613,-0.06900847515357182,0.050254890531998705,0.08846674058260208,-0.012457702431936788,0.1015124097830038,0.010587883181202677
HSP90B1,-0.003609470050238323,0.029368446965791672,0.01358980184706398,0.030795159372639706,0.05002893385633348,-0.04375625099753572,-0.0883833462789978
ZP3,0.0234875939046333,-0.0617468217470846,0.028032074156039248,0.04397007829533014,0.014110386961412466,0.007573363028774768,-0.02787519188933884
NRG2,-0.014977128311680512,-0.035322121267121975,,-0.017727362429192685,-0.0645650625236043,0.033137511904713646,0.053724610604021644
MELTF,0.03433553415315026,-0.008714871103135659,0.0761276144258915,-0.06051200698191696,-0.007243088545446325,-0.035992220719928796,0.09446587236204082
NLGN1,-0.04070452642739563,0.0361964484327158,0.04106614366609167,-0.03010888573005946,-0.023246369351914146,-0.017927856892560035,0.06081895326210556
SLIT3,0.016707481549628277,-0.022857350958431753,0.08862728245388006,0.0024707367929090018,-0.0025100555006035466,0.07517685159562525,0.06926214544852863
CCL8,0.04951762446610743,0.014110922170206212,0.07493902220117832,-0.06353683346461261,0.022646119487974736,0.022169140053629438,0.029827493849582422
S100A4,-0.01866967253284151,-0.012639001591601475,-0.010376421831185992,0.01709712774447018,0.11650571160015097,0.00022794059724820813,-0.06193001325503741
