,ZH1019T1,ZH1019inf,ZH916T1
RGMA,0.04817452232488596,0.009051821468974918,0.027873832173529
COL4A5,0.07202160054238184,0.04366633104769579,0.0041166725539851035
FGF1,0.07405049071869581,0.05307582171822627,0.03771560242186609
LIN7C,0.04458698460682219,-0.049474329462778535,-0.02923526509780306
AFDN,-0.055107096940550014,0.013933559808811183,0.019468093414459174
SEMA3F,0.14079325534217574,-0.015974386245845552,0.07570556603743753
CD24,-0.012923175663959969,0.029583588961115685,-0.026601056156439602
LAMB2,0.014158829942676025,-0.003946879457221659,0.04340036687440418
ICAM4,-0.03580123274845358,,-0.02026241673727704
COL7A1,0.05632774726477001,-0.04623670297108656,0.05449964000995536
PCSK1N,0.07674021703217108,0.007008373242720756,0.028368261736068965
SERPINE2,-0.06290363380539271,0.03284503977368866,0.029161616055731122
FLT3LG,0.02547574737118354,-0.07425597274596424,0.0644156800606239
SEMA3G,0.019269507193382197,0.08513591047838233,-0.0030305934345061275
CXCL2,-0.03526992542420176,,-0.0014178022572428946
PSEN1,0.06536965789682431,0.03134113141389068,-0.022777147645822584
FADD,-0.018103367466940266,-0.027081271112842278,0.04437492051930244
GAST,,,-0.023284029118720302
WNT7B,,0.04037418252614173,-0.020734839337008936
NODAL,0.044532398003617475,-0.022768100991951486,0.035126865344311586
SHANK2,,,-0.02798252687250383
ST6GAL1,0.038860627507387245,0.04845109554631654,0.03326347934475312
ADA,0.04060968987636766,0.05697388045681758,0.025599411950586994
WNT3,-0.029591698478369986,-0.03361184566955763,0.019185895315024338
ICAM3,0.14108354506067758,-0.03255479838987817,0.022452608217770634
CD6,0.03767536589687684,0.029370300722077317,0.09043566933749446
MMP1,,,0.08124393158458453
RLN1,,,-0.016749927606113598
LUM,0.10024877602010891,-0.005400676557944121,0.03674531809163508
SLIT3,0.0024114604293345235,-0.04545835908091504,0.08050443252049196
SOSTDC1,,,0.014586872126596014
PDCD1LG2,0.028316445715037015,0.10392275821888843,0.037894358055566894
NPB,-0.049058687337024606,0.08372701474799274,0.01106009593878835
ADM2,-0.033070053735490934,,-0.01799225873267912
BST1,-0.041771825767620195,0.07956521014321773,-0.03164374116224761
ADM,-0.01518295845271048,0.014079055567326299,-0.03398331879642165
LAMB1,0.11120947014354451,0.03418711286024329,0.05923078980211502
CD99,-0.02748878751647745,0.007486466139438514,0.007200620490980171
EFNB1,0.01293645250435274,0.054749206458187226,0.0016452580941953342
C4BPA,,,-0.017005246914089493
INHBA,-0.0070045397104132445,0.01732849484718754,-0.021647466186418145
NRG4,-0.0358011932565278,,-0.01725699918700186
DLK2,0.07150201011809515,0.0765353618174641,-0.018930800322383912
CCL17,,,-0.015413348971106343
EDN1,-0.011176669331568696,0.13332570722449805,0.0814956238179119
NXPH3,-0.01858261913087219,0.12203480127155789,0.0413516533571745
SCGB3A1,-0.009145445102656257,,0.06002728656447245
SELPLG,0.0067083283431103105,0.05818014950054577,0.06806433868894013
COL4A2,0.13020298594310153,-0.003976405479405398,0.07740770204610677
HGF,0.050009954608521194,-0.03850018426578535,-0.025178543364794893
RTN4,0.06542880002173854,-0.06596567219381932,-0.0345145549424775
IL33,0.03657178949318516,-0.005571513938322581,-0.04669928244346899
COL9A3,-0.026897765757643795,0.07054556678843799,0.034596639990840346
HSP90AA1,0.016031906974483232,-0.01807710414630696,-0.11113730572846943
HSPA4,0.04578133935294565,0.01460958062834098,-0.005159734400874353
ARTN,-0.04946320453096386,-0.02923223871263273,-0.03416673039904301
IL1A,-0.009022789475366406,-0.012564591407659179,-0.04734774246569213
ADAM9,0.02886914110594713,-0.018922010737990397,0.007984410025539696
AGRN,0.10602106693288274,0.04715943438724794,0.08452773487856362
AZGP1,,0.06068083284145641,0.06681868522822061
SLIT1,0.1157957401014505,-0.0620249618565419,-0.025945778295463552
GAL,-0.0066377290565895995,0.11254435813551911,-0.017750359248321995
CCL3,0.04517673956602342,-0.04962020642504799,0.04630030151445109
APOC2,0.02633134153126982,-0.030819154733862188,0.02418633879931344
ZG16B,,-0.022775870014683976,0.054635866705665656
IL34,0.1542536385966946,-0.03842030673004028,0.042732557411325096
L1CAM,0.0884396180956098,0.04382381493170888,-0.0011037749151784856
OBP2A,,,0.0019652026502808384
GDF5,,-0.026182016493944322,0.02150402367117374
CCL26,0.0006302400705156289,-0.04012967630215055,0.08350542765060844
LTB,0.11225902182240595,-0.011629807703830994,0.019033611150093086
BTLA,,-0.030094489859455942,0.10709768707475387
BTC,0.05254097409011619,,0.02780821411552732
SEMA4B,0.040287099841482814,-0.08434008036429455,-0.01925250204271275
CD40LG,,,0.0025824661528183017
CCL22,,,0.02052014653778798
IBSP,0.1468772712910192,-0.04400569346072008,0.04716495207488202
LEFTY1,0.006748327221323594,0.04761167638286151,0.040052683993785546
SEMA3A,,,-0.04656905992211684
GRP,,,0.06102746110478389
NDP,0.055535596715034,-0.03524376187818102,0.024484428724521664
GAD1,-0.03934366330180692,0.06046341948226872,0.0006551166774040916
SEMA3C,-0.013641533016051453,0.035382961284450384,0.05952173138590257
TGFB2,-0.0747134528021284,-0.020216644488869343,-0.057917325315380554
IL1RN,-0.03149059506863679,0.06221823993043969,0.03323290828336356
TLN1,0.050356923950190556,-0.007317693712017275,0.014019905786825793
CXCL10,-0.015085952170366065,0.05379489442258922,0.016666771732771167
ALOX5AP,0.10511432828832748,-0.09111203578940709,-0.01796486852408792
SORBS1,-0.03552383064256911,-0.017003638313281395,0.020600996063452986
ARF4,-0.047257058304486954,-0.013564752091483244,0.007006259979333228
TAC1,,,-0.020262414517810266
FST,-0.03734183718313405,-0.031758620503408004,0.02513819111863279
SEMA4G,0.027401671276683415,-0.02761810735414728,-0.043807217828245724
WNT2B,0.03144413497246219,-0.04316006745476199,-0.01563915226926793
CPAMD8,0.21821092393758926,-0.037420524686826794,0.02669574176291696
PNOC,,,-0.024031295361649472
APP,-0.03592021474183418,-0.037983555725356034,0.09808412576798699
IL18,0.11173420478342927,0.000934815090558566,0.005998378564526217
WNT2,,,-0.03159504486630913
ADAM28,0.07899091129656428,0.10854585276145133,0.05779515523358787
PDGFB,0.13499070147588577,0.06773609296978395,0.06585520438090728
COL4A1,0.1624081104386592,0.009098159314445348,0.07261159789069142
TCTN1,0.052943306312436274,0.04897172482069726,0.013818366937563326
SPINK1,,-0.024190334890398832,-0.029709635589866938
CXCL14,0.12694282959654396,0.022287264686759116,-0.018640204801876285
NPNT,-0.007250808584128143,-0.05715824717505737,-0.03397312419158243
GHRL,-0.03742922709626715,0.03928447861084435,0.017357879415783258
HMGB1,-0.01036654466911076,-0.051366814187742756,0.022031510310906142
APLN,0.028351857423144326,0.0017488338941452476,0.013709313528980518
CLCF1,-0.013812437819198288,0.040624525577910575,0.015259344987686708
DSCAM,0.05947481152024603,0.0457145333561277,-0.0021248546031833048
DHH,,,-0.00885954865317641
EDIL3,0.0813771512577795,-0.0362506735718761,0.04979155623407737
LCN1,,,0.10553808657793577
HEBP1,-0.04251055285284232,-0.021638603121651397,0.011271560336228807
MFGE8,0.1442515372843541,0.012488981718624947,0.07492773180920037
CX3CL1,-0.05096373288699424,0.0695115219742077,0.04567724746608984
COL9A1,0.14290852206375473,0.038586499289525525,0.022955558562651832
TNFSF8,,,0.05758636919236327
EFNA3,-0.017613512346022625,0.06506984132970398,-0.008487801373188367
ANGPT1,-0.030164160164869953,-0.03587769249709618,-0.015409961579061986
LGALS8,-0.025986732112673064,0.007425215611507719,-0.00863831793479787
MELTF,0.030781441701443233,-0.0669561108478315,0.09388963013796732
WNT5B,-0.03960260180173906,-0.039873427791336034,0.046538414118009186
LYPD3,0.044716796756714056,-0.010437406415322863,0.12002577262477189
SERPING1,0.05140231665257044,-0.03166535536921382,-0.021401524062653065
CD58,-0.12236285306463104,0.07258065445205068,0.05730234215295673
BMP4,0.10488543756960397,0.00041677298368808903,0.06013624944237331
DEFB1,,,-0.014147254160938923
LTBP1,0.08415469611394251,-0.03960350555230137,-0.023432308623478434
TNFSF13B,0.05202467162978506,0.022075711150954087,-0.012639901492977668
COL14A1,0.030751338958764463,-0.02822762581324844,0.0052508323530025885
NTS,,,-0.024031275467119098
