,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1
CCL7,-0.024645191543053124,,,
NGF,0.04770053599290988,0.06152002682024178,,0.043701289371638585
TNFSF15,-0.02402629433814838,,,-0.017986476680297542
HMGB1,-0.08364928163483214,-0.02453865194001879,-0.036083780252290504,-0.037214039923731054
ITGB3BP,-0.018125887988196636,0.020236018308101376,-0.004664306344079717,0.04149344516905026
AANAT,-0.021620786991935988,-0.027635483937621084,0.0837438130469077,
RELN,,,0.030167968209646026,-0.021725714593449703
IL15,-0.0072211262377142255,0.03703304361487042,-0.015167884077653357,-0.007165079991037631
UTS2,0.00449204459851317,,,
BSG,-0.0035404103597378475,0.0676922823076773,0.07780567340035094,-0.03071975680536589
ADAMTS3,0.10119484507241941,-0.04039693262516249,0.035916069443280324,0.03806329866900879
CD34,-0.05781744837241489,0.07323965194140043,0.06734528494715078,0.010102393802559813
PLAT,0.06512384575586481,0.07528425753509406,0.1023939599278016,0.043173750373282034
NTF3,-0.026616354726443813,0.033183062551538,,0.010914376280057739
CKLF,-0.007373243808418671,0.04476509611343636,0.016978541547941303,0.04058551770958403
CD24,0.02902523194626576,0.008285620058910637,-0.010800483571410472,0.07456250020802696
HSP90AA1,-0.06996818278055474,-0.05619769071901098,-0.0388256560924529,-0.03698623238316481
BMP4,-0.015603362849685146,0.04882392748221286,0.06484603825903726,0.043380209586875135
SCGB3A1,0.047414288049577355,-0.028127458573999543,,0.12168258806044419
IGFBP4,-0.0674205637601495,-0.02267813925119231,0.03301952672385902,-0.03047658540345623
RSPO4,,,,-0.02515514168568818
LEFTY2,-0.020920976772502604,0.11350518513018204,-0.006969809385637591,-0.0342093307967528
PF4,,-0.018822386540665193,,
ANGPTL2,0.05719762243161263,0.04716422183604938,0.013009050563017767,0.031029195044778815
LRIG2,0.0013911158203960081,-0.01912614048758233,0.013347090777967969,-0.00808066760306534
ICOSLG,0.022890491686538266,0.10503891594601585,-0.057280580701756165,0.05676989639092655
WIF1,,,,0.05608808580511263
NPPC,-0.024801507315917,-0.012275907176649796,0.01657298509920262,0.019552541263641025
LYZ,-0.016629143551279806,0.074320664038092,0.04861689801356156,0.03948554819432656
EREG,-0.024026672875346333,0.12012201017304161,,-0.031331153086986384
SPTAN1,0.051516059459554335,-0.017543573823561236,-0.02951682764181229,0.07967954452859029
PTH2,,,,0.03710610549453353
LIPC,,,0.018725031266049488,
COL8A1,0.08909291989803399,0.12905557585050675,0.06517895796289856,-0.007275344585301288
GSTM2,-0.0516265580059649,0.015296536781936047,0.005353550578412549,-0.00021416563547383018
SPX,0.04659357328983743,0.14959049945743386,-0.12302129709507145,0.032970640367848233
MFGE8,0.02246101407169328,0.036001883055122155,0.058451107625668484,0.011895367523739538
TGFA,0.06572019980456772,0.038612976744194914,-0.05491200828283005,0.054916229279022
SLIT2,0.0376473302735653,0.06489481575868772,-0.002207464632953095,0.02471474757765388
PLTP,-0.036811659323085784,0.011656505235861116,0.049132930220001966,-0.03867503512596069
APOD,0.10201955326789612,0.014196850023999782,-0.014503992288048871,0.07532985381873583
B2M,-0.047182246929342246,0.047988312994786717,0.05747496288756232,-0.030826934516491773
OMG,0.03283082939001482,0.013458784461106935,-0.024329773564359676,-0.0027508929598244235
CXCL3,-0.08398124270055005,0.009867750117679576,0.016850413709509265,-0.013971703846900645
CXCL10,-0.025449321940503852,0.15237447169643095,-0.041997427198856484,-0.034372186272525335
RSPO3,-0.014201446391830035,0.01942935837295541,,-0.037774456807999894
CORT,0.11614486418513076,-0.01969667084623127,,0.021632778300900917
NCAN,0.1560890691658721,0.00949757759423329,-0.030327870692314643,0.030791546706775974
PRG4,0.005300314918161306,-0.015138761372901901,,0.04924373347870886
TGM2,-0.07387648333997981,-0.022599222139262687,-0.01945956612846493,0.016647787027676112
VEGFC,-0.03171694571017878,-0.01834638293356191,-0.017116085621008772,0.011954513636664254
WNT6,-0.03679083158029917,0.06581608895876809,,0.032773638177957205
NRG4,,,0.04378002433422189,0.013821429087911001
PMCH,0.046450001553835545,-0.027635482957611132,,-0.019125562846811633
COL9A1,0.03609496002873858,0.041941607860208924,0.09049300562373613,-0.032498868145113956
GDF11,-0.0036893806100571475,-0.040838658254116506,-0.029922043169005152,0.0017846862650873247
IL24,-0.018676781303830773,-0.018522273156927466,,
SORBS1,-0.03647793256858831,0.05115627715794626,-0.0725400274358229,-0.008628591201422342
DLL1,0.096908447633293,0.04179095975730097,-0.03619076602914181,0.01634471621400128
TLN1,-0.061331650890166275,0.020498767219693348,-0.03234225336960085,0.020688360181905337
COL2A1,-0.04082989231503583,-0.01294908103476672,,-0.0034421007063218565
SHH,0.03454540217394389,-0.005560677705714436,0.01550605821923241,0.011254695273485063
PON2,0.03513754833904279,0.08104137700752391,0.04055863188403868,0.015213737672988272
ICAM5,-0.04411633727953076,0.0028013251414733937,,0.012763595924336514
HPX,0.01975746934508288,0.0843104413406084,0.04674346616907744,-0.014045921052838223
SFRP2,0.044275577932530966,0.031180935059702274,-0.014045969657820682,0.0282362897270216
CD70,-0.02769783705028814,0.03887393196556781,,-0.03235691489667141
HP,-0.0542181660771491,-0.004861638074502444,-0.04228692515959012,-0.02834951422008327
CXCL2,0.002696544439543159,0.02902260612109669,0.0016798867326688507,-0.01630567644449783
NPPB,-0.0033926985372746484,-0.008456699975307354,,-0.014910827402870542
CCK,-0.00266902060072778,0.029822858918860305,-0.03671244690603033,0.04362276435587884
SEMA6A,0.08963420348194986,-0.02881479348418991,0.0436540125403819,0.002960880141351486
IRAK4,-0.011016273678237685,0.05229650309951638,0.01272779212104116,0.0031685700978352667
GSTP1,0.0023115698354013565,0.062322963976364276,0.05602836780377305,0.05006733175245144
VCAM1,-0.0029192694886637192,0.06413638788387743,0.03313216976105832,0.01495710462688204
NXPH3,-0.010021769519762198,0.014566555694713858,0.08549558606941253,0.050134507205433713
MTMR4,0.007750966593232981,0.03106621542128013,0.017494833814634205,0.04621418258123024
LAMC2,0.052326810263528194,-0.006931182946491754,0.1321794834677667,0.022199651488274765
IL10,-0.02390677104321941,-0.0033284489104812784,0.0012015693857604624,-0.014253393771869884
SEMA4D,0.10374333795085713,0.06211023408896993,0.007731992015448132,-0.011106882299929084
TRH,0.02719261172235858,0.06499976346565768,0.13152661676137004,-0.012346305406360749
SEMA6D,0.039890030582081494,0.009795413887987657,0.0059079690948046866,0.017077538503268784
CEL,0.03154593856165791,0.0515115835487359,0.03811253746269662,0.037277772234751316
PDCD1LG2,-0.043918753163429324,0.04430758051920995,0.03742233402370994,9.441325309315552e-05
SPINT1,0.049950415841389005,-0.03595077308401976,0.00855621591840386,0.007011439037769359
CTHRC1,-0.002123474284834059,0.020298864597191088,0.03119714639415788,0.055885087455831935
PODXL,-0.002608309113863204,0.053646073497293736,0.00848369760924726,0.04488504449021151
JAM3,-0.029580703337637175,-0.009480439717857716,-0.05120196406011396,-0.05493989420093829
TGFB2,-0.01612188457708833,0.07793232533939692,0.054418553762124185,0.059383440586873275
COL18A1,-0.018202267970770954,0.013983741713917253,0.0015334748527533067,-0.003980537864198654
NODAL,-0.012754775069188137,-0.022879370504150145,-0.025696322999341808,-0.02122971732125918
INHBB,-0.013043932953326311,0.07376613149199492,0.031057676653654442,-0.08158993942256745
LCN1,-0.02969735288169526,-0.0216066715780271,,
ARF4,0.01661921624302639,0.02474960377396436,0.04702257977608005,0.01985721375553793
CXCL14,-0.08775929475084383,0.026683364755189384,0.06778122808169874,-0.03359441881491435
LIF,-0.0947010142914471,0.02931072375720243,0.018164999333474183,0.008159913691434649
IL17B,-0.02584297982331399,-0.034595661634895296,,0.031380183489929464
MMP1,-0.0304365963412725,0.02303956342480922,,0.060872679251294054
MATN1,0.014831435952801859,-0.03821620874506313,0.016578333442815167,0.055085779973122355
ADAM28,-0.013953120877064915,0.0026600716947396703,-0.011484111526876792,0.04395022735368725
TCN2,-0.05019611230149435,0.06088599795638832,-0.028108900806072375,-0.0018219086435278388
THPO,,,,0.009442296497739847
CUBN,-0.0181338961268199,-0.006139372415697241,0.023655015005005404,0.08700023670905604
TIMP3,0.06384848071326332,0.02768630991260716,0.0416757741066125,-0.041865477568452186
PIGF,0.046129841422087196,0.056082393623196274,0.07856454140532085,-0.0027489329547494613
CRH,-0.04166580068408049,0.014573899862143221,0.02282528961623551,-0.009370969193311356
BDNF,-0.04011021258309309,0.052366200916772646,0.050745741725626015,0.03699320450276199
CCL5,0.005469848373534969,-0.025271441875103464,-0.048349458459285705,-0.04812510687378308
GAD1,0.06854600506002881,0.05788809361078038,0.04674703489912908,-0.05563871089883892
COL14A1,0.00201619719916669,0.014280472987492448,-0.00852043362806793,-0.01901730676054825
HLA-A,-0.10395749173620886,-0.006268555229950554,0.06415630251158422,-0.0171247324945403
FGF18,0.05496281230387033,0.005349816179460337,,-0.0330503309148776
ADM,-0.09529151969097316,0.003727992604656747,0.05635473775928737,-0.01214105398964114
GNAI2,-0.0498295278784261,0.0014109580735549682,0.06169501125607003,-0.02873417019144677
COL11A1,0.04611832475763013,0.04705769360182773,0.019145538528132732,-0.021140157869847045
NUCB2,0.021511946239906553,-0.022505305551965022,-0.04505870424001817,0.013514278811642202
CXCL1,-0.08157842059546899,-0.02929554386651594,0.014933756528620373,-0.04650329697606792
VCAN,0.11490925523159247,-0.013817654339296681,-0.036527755791423276,0.02197659789132679
MMP7,-0.11192278354927326,0.037060491821811266,,-0.09114267077405831
PTPN6,-0.016908866185338843,0.0786792966986765,0.0011593628764460682,0.012551434950572407
PTGS2,-0.058017049287513674,0.018367574986367822,0.010534700277059557,0.002422816144130932
CD58,0.0757721710575881,0.058822186911450906,-0.007296745303378643,-0.038642327047518917
TNFSF14,-0.024440466926664222,-0.036770621161881095,0.060724326171029075,-0.027616306832360035
CNTN4,0.03231005039257327,0.024917840041377842,-0.01382185679183171,-0.0334219489930949
INSL3,0.08469128430081715,-0.021343650173995293,,0.08224645263377565
MFNG,0.06297602675789277,0.007832604386052306,0.03582651099310715,0.010609312565730453
ICAM1,-0.052006526544800924,0.05609372014232856,0.012752313498761726,-0.018753753894571477
PROS1,-0.05830805931534266,0.0755758182032012,0.09459714061826852,-0.055810369971760095
CLCF1,-0.011754895932120648,0.1222445986574736,0.06959250343126025,-0.03520143407542045
PSAP,-0.06967388064221078,0.04898341885107736,0.02350426608229021,-0.028816147740618046
EFEMP1,-0.053094521416353145,0.10575892366965128,0.03285692654048058,-0.02605114848708837
C1QTNF1,-0.11558338533611394,0.0011333817925039706,-0.0033684590514958786,-0.0154786224189564
ALB,-0.019134848396324407,-0.02419639530428466,0.058903505238111976,0.10312814609571715
CCL13,-0.018142916092451795,,,-0.007233613547278997
EFNA3,0.017430727675475065,0.028438247553380366,-0.05340462492862708,0.037768398166947256
DRAXIN,-0.08028474349613769,-0.008386815689459171,0.074470678718604,0.006775780655189823
RAET1L,,-0.0216066574179193,,0.04639201911846857
NPTX2,-0.010781285603483494,0.033186074138422825,0.046115550735351944,-0.05872881062788082
FGF11,-0.01466821176080757,0.04872586240964015,-0.012628289835279985,0.01749064559004365
CD59,0.01502684438278203,0.0799373976856681,0.006002187422921639,-0.011600846977324728
COL9A2,0.09093885257112493,-0.012555291083638077,0.03583895075991242,0.023274076247624897
DLL3,0.115390569042641,0.02374014144125406,0.021575962531155034,0.017704329300239442
LIN7C,0.0630956492398976,-0.012948257338026986,0.015805669503790313,-0.013396497193853458
GDF7,,0.003646463849829618,-0.05276349708314162,-0.0224504433361059
PSPN,-0.0019222109113703949,0.09960829447275137,0.0597907833623319,-0.02588346950498188
ANGPT1,-0.026022897545354154,0.09721441405210839,0.025856391089351675,-0.045601782335609714
PNOC,,0.0011486103015935552,,-0.026615917523145162
L1CAM,-0.06568736974537201,-0.05540133531139652,-0.041132077365383,0.039517519774742584
APOA1,-0.060697691426626406,0.06001013881034605,0.023917331889784826,0.014921642301538656
PSEN1,-0.0064693481926708235,0.0283867345833323,-0.06018765548476981,-0.03892846507268831
CALM2,0.0224403089478718,0.009318123392951391,-0.018840489005389583,-0.02866291465169591
CLEC2B,-0.06437923716798742,0.0017362088879112666,0.03544011370562604,-0.02433090735959613
NTNG1,-0.008612085494698175,0.039479823503448544,0.037987864592384915,0.019944664650177142
LRIG1,0.109217574059007,0.0300650695450561,0.05545853624477171,0.03667140774010761
CPAMD8,,-0.02080828461591116,0.008796401918119036,
GHRL,,,0.004467545794216195,-0.024284513250526718
NPY,-0.05803544459171968,0.03989141212451318,0.041361535647320306,-0.051818591338966685
MMP2,-0.03641578226384243,0.0055959525007434905,-0.029696089308123452,0.01250080743251701
PPY,-0.011285542874837485,0.0466322748485081,,-0.032731555449321985
ALKAL2,0.012800136539175134,0.04934844503110139,0.009969496902460963,0.034035862968755125
CSF1,-0.04623808637864774,0.04235695138192798,0.0013548708033530755,-0.004991252579496576
SEMA4C,0.00953430201028596,0.043536263246449776,-0.03196263442477963,-0.02199340716804373
ICAM2,-0.0460512223651924,0.0691116617368384,0.008400397032649616,0.025147883408986407
SYTL3,0.02453437782940292,0.06569197525264142,0.028295517086422934,-0.0019650320234729556
IL1A,-0.006694192919663488,-0.0037091978712205276,0.0315485220399635,0.09418592179047373
HLA-G,-0.028990965500697102,0.0295976316604645,,-0.031741156261016396
PGF,0.006041709108641676,0.019123759774867393,0.03243460014703872,0.013145153189144129
LGALS8,-0.012190585189203029,0.03241510302652561,0.03709071920983135,0.03617545102958506
DKK3,0.07458420523523009,0.08217191386898622,0.038295376898254886,0.014882871873422401
COL16A1,0.017521364269391524,0.058680782969709494,0.05311277248463617,0.09284730572049243
TPH1,-0.04395879406784642,-0.009465434832770283,0.08458114491042971,-0.008185517643520204
TNC,-0.09772552012646213,0.05786038143305469,0.11297122999943998,-0.02543425023442439
TNFSF9,-0.03503655732549988,-0.02833388892726248,0.016686245823289352,-0.034695953154862444
C4A,0.06387775274825515,,0.045291508327774524,0.04360059205039532
CNTN2,0.07314447228686287,0.0018292988456628202,-0.05368139236460652,0.007707114745967898
F7,0.04282456160682725,,,0.04251562547238322
LUM,-0.012219106362226693,0.01678047662841755,0.06418093818203358,0.0052079611861098355
BTC,-0.018411685881241088,-0.03156381725851144,-0.037744773855891936,0.048530943253736025
APOC1,0.04030477437251609,0.0022750832460669158,-0.004255904760050475,0.005938208460856647
PKM,-0.1519969263095243,0.012885401809999326,0.019118350120616027,-0.02517010311150724
TNF,-0.017870358342029918,-0.021606663311139973,,
GNAS,-0.042931713241904576,-0.023559936570984374,-0.0018179349110646528,0.03536640827100932
BMP8B,0.0158603738422498,0.012813301163550695,-0.010673823254242048,-0.02078349826820564
LIPH,-0.01814292276497499,-0.024089570743204083,,-0.0025467855413496675
CCL28,,,-0.030407332622413633,
PTPN11,-0.004199566703171779,-0.06550034881045588,-0.1067530586710797,-0.02616834201405322
ADAM12,-0.04967307405078923,0.008251063539047391,0.10802773828262457,-0.048919508545680626
EPO,-0.019703677469944298,0.04215107119059515,,-0.02147906124764919
EDN3,0.035054506767956135,0.059588162610880284,-0.006477585579149154,0.0360436693687118
CCL22,-0.022300319070370497,-0.022879360415445336,-0.03774477552632944,-0.01884694120355684
CCL2,-0.0658996417867796,0.020385162580040115,0.017292387902693364,-0.010964021826715062
DSCAM,0.0995138385944901,0.07155408250360844,0.04346218217688007,0.003630418055467137
ANG,0.04433135828899101,0.0021818390214238858,-0.015357638593471454,0.04407965219841582
FBLN2,0.053709226373839535,0.09797141021027031,0.08482817385028989,0.04401072849588829
VTN,0.07548121348608416,0.005709760010710963,,-0.027812485287132826
VEGFA,-0.1101588816198914,-0.02583598232845241,0.039647906894589816,-0.024411273825969946
F10,,0.025803433182221183,-0.03265633911207333,0.045515199190665954
SERPINA1,-0.07858460751254892,-0.03700159618248898,-0.012798821366733758,-0.049096336470007725
VWF,0.03068268963863612,0.02727591204656013,0.014419804727754325,0.019054188549884266
GDNF,0.022683788627279607,-0.006111942448542638,,-0.01713582687363953
VASP,-0.019030268729007798,0.030670605786383087,0.07540047091459712,-0.029498691634108308
ADAM15,-0.05098040752630069,0.031111451674189206,-0.0199097019537543,0.006456817199478728
WNT2,-0.024440455850526885,-0.02569561797892278,,-0.01078610367888297
CALCB,-0.021389869149946485,0.03713086496690912,,0.02181506898093075
OLFM2,0.0939634536850783,-0.008451147042474917,0.018687200743637493,0.047789304102703795
MFAP2,0.08238937211837284,0.009419300387222667,0.08921325014467267,0.0680898414678337
HLA-C,-0.07680663154605777,0.06753061435685473,0.040485825862731584,-0.017945746060772098
THBS1,0.036797767390175554,0.04113234344318793,0.12276903911846718,-0.05561357725429181
HSPA4,-0.03418012198834301,-0.0636024975876778,-0.04322156288820079,0.015586458581192064
LMAN1,-0.0983393847345168,0.009482890245321776,-0.018978606536881798,0.02090785377463101
LYPD3,0.014455608941167234,0.0318397295657672,,-0.03420933603114156
APOE,0.08354274393671295,-0.03301194926659997,-0.07335665707313756,-0.07397572717508416
SOSTDC1,-0.017152383001746582,0.08475142671437369,,0.022075884838943724
ANXA1,-0.10669638886915751,0.10531750102351531,0.013064860786761083,0.04866478194449368
WNT2B,0.03336237073212769,0.028291253851130366,0.04064943319696517,0.03166234662978895
AMH,-0.040107796898781294,0.041954332618179484,0.08934819752825372,0.0175834267486178
GDF10,0.028570424439733826,-0.02741442146467137,-0.024329928848205288,-0.038423616179314814
EFNB3,0.045766638240298925,0.0011134314244939047,-0.030124622345179982,0.01417183395847822
LTB,0.00978895545580654,0.03890815804609612,0.0033606566217298938,0.024894034735872508
ANGPT2,-0.04269351267303135,0.01534199863682529,0.0326158070749776,-0.03732353246008516
NRTN,,,0.059807629411286554,-0.019125562846811633
ADAM17,-0.07524469294934208,0.009801846208392181,0.008947468026299539,-0.04110117319208544
LRPAP1,0.01789236684968988,0.045520019586606765,0.025524589589756667,0.026193527157131895
NID1,0.03354279136358568,0.007489150183801058,0.01347284268044178,-0.011728742698766052
MST1,0.06616488898690301,0.07779423767511506,0.1402942405732219,0.04053901042807284
DCN,0.024085847708068785,0.030787153095452408,0.007457379830727379,0.04267205455303975
IGFL2,,-0.024789520488797245,,
COL7A1,-0.044392490170553835,0.04596501980675851,0.04537238832309904,-0.01392323353630249
CALR,-0.05678606568114308,-0.020684568419266393,0.010511000254097099,0.012944127673753214
PIGA,0.07166900688166966,0.0651585293882984,0.024132710375640572,0.022099129860813013
CD200,0.048332253521297205,0.012156153384929876,0.06964094579877184,-0.03312717374159262
GRP,,0.11663641226498603,0.05844750293949322,0.01590727053461772
CDH1,0.013989682465839738,0.026187387191521253,0.12960575258651008,-0.04911749207165964
LPL,0.13738435719965644,0.07546083448431572,0.05125998734607345,-0.032997509348793995
SEMA5A,0.07889018253920148,-0.013810884240733713,0.08328655329364512,-0.0287279147808382
SEMA7A,0.021794315882848848,0.06744655285322165,0.0029788299541644507,0.0396873133548218
SEMA4G,-0.03053697168796377,-0.0021802795399658383,0.06638702982521048,0.019295128358418696
SEMA3B,0.023790222496627364,0.04822818514265807,-0.10194242548968811,-0.02772162473213144
RPH3A,0.004544807904884213,0.07990398586806013,-0.023062380650934723,0.025786659926260273
JAG2,0.05089575915976724,0.011689679987550114,0.026083161867394403,0.0555768591926087
CGN,0.10010375986159764,0.1310259527897421,0.02898874238089279,-0.00862368194381441
GDF15,-0.030741813829197367,0.023222319786926127,0.08117865599725933,0.017076812661962277
SEMA4F,-0.034887587117155484,0.03594674738251214,-0.01683582391256875,0.005089608716181331
NXPH1,0.013041215678649945,0.05633511690095093,0.1167566296553383,-0.015517174804056653
ARF1,-0.004620254007986397,0.009741722750762061,-0.037150845201353755,0.03864643567893435
EBI3,-0.01350111266492629,0.022906233395296856,0.041324157083770165,-0.026116757210883784
TIMP1,-0.10484766232063406,-0.004451639814076521,0.10337328305892561,-0.023707425882901326
SEMA3C,-0.058966783448012164,-0.03648967541730719,0.01512479213105835,0.017618559376875367
GAS6,0.0468819173408008,-0.017905968829434776,-0.030480140264696663,0.0100842363441797
MEPE,-0.03409944644806279,-0.01148350412971033,,-0.02027165273238386
SERPINE1,-0.13049586852015382,0.001659211360138831,0.04909597064331276,-0.0070082965326912165
RSPO2,-0.012145266875562043,0.016783721231417782,-0.027368071812959183,0.07769178039475755
SHBG,-0.00034865426856612566,0.007332189121332861,-0.00990877515531519,0.020139106326060054
LGALS3BP,-0.0907440959295184,-0.013434412225261427,0.08187770646597306,-0.03387746489970642
LAMB1,-0.051673536911263994,0.050487384962970956,-0.01638314211688461,-0.006683665847842245
SPTBN2,0.031679087393163566,0.004399296679443598,-0.021783030357901873,0.006450095464107671
COL1A2,-0.06281837351678901,-0.0012400809051594454,0.021296643469540404,0.011038542115995394
WNT11,-0.03331110558758838,-0.011727993035181558,,0.0043606943937514525
LGALS1,-0.1635644798773792,0.01566736760294027,0.07917033540680082,0.011016195799324596
BCAN,0.17276672283663666,0.021560056778843956,0.005891339212268685,0.008005122346580025
ANOS1,0.05756513737535271,0.015751406848914122,-0.021013360995393082,-0.014124602411497258
EDA,0.07794054068274817,0.03688636743211897,0.00048526067216777955,0.06016533789828521
FGF22,-0.0016140304202291096,-0.02361236352981322,-0.014740616092288456,0.0032561713273120633
SHANK1,-0.03531590537626294,0.06310659889251695,,-0.04425092573480843
NPVF,-0.022300320565142293,0.016752735906963443,,
TGFB1,0.018115499444981906,0.026240566555860732,0.05721622586491842,0.02386929295381852
MSTN,-0.02525044039289466,0.02635070862527974,0.08587240034266719,0.02409964748939587
WNT4,-0.020313872503748675,-0.010332081620616716,0.020095584657370505,0.03461833389331021
TNFSF4,0.023751459405080673,0.045125992750096565,0.05410093853563797,-0.014293134090662407
NTN1,0.035836536871715195,0.05086794896230023,0.05931102617178429,0.0048182805600721825
CXCL12,-0.02061974758732454,0.018296779128365605,-0.020057631871736127,-0.03614012895649367
GNRH1,0.017304915166169273,0.02115693811064004,0.0033192354538553667,-0.01731217729322264
FGF8,0.02211564876974614,-0.02946039099948258,,0.002252579756659371
RIMS1,0.04742957774143555,-0.04694835777920187,-0.03927189283589125,0.006140243127960672
FGF14,0.03853892448944361,0.04018449335715626,-0.01749669917060828,0.03987979499110198
IGF1,-0.01413016712740388,0.0031985991406544264,-0.02555068774023564,0.0184335134410293
TNFSF10,-0.046881290441576864,-0.019470795157183824,0.08000322607664492,0.00035495390537160573
GDF5,-0.022414698223173837,-0.03602794532631091,-0.02549484153958241,0.07521243132637744
CHAD,0.03468775164274457,0.016611382606402925,-0.03337511400598295,-0.029894301972397962
RGMA,0.027286837676312722,0.02485972545179253,0.016886805850377426,0.003212030678158335
WNT16,,,0.08398848006595126,0.05990310006740386
CX3CL1,-0.0113588653127374,0.02748870088217312,0.06526055363131734,0.02656801307347657
FGF1,0.0166002993222002,0.03401512562439559,-0.04119363268975685,0.013954324667928168
ALOX5AP,-0.12583882529677234,0.03784026698640032,-0.04465570024693986,0.0020135411977671718
IL1RN,-0.016986693390294242,0.003500534648333011,,0.06951644810806717
PCSK9,-0.019451722532150596,0.014180383006763147,,0.0021552465467294573
NPW,0.025704216889859875,0.03976417387639205,-0.014829295741356744,0.010023672428011474
CXCL9,,,-0.02228338377869053,
ANGPTL4,-0.07524566870447105,0.041370529868785505,0.042424219575845315,-0.016908396000562462
UCN2,-0.03363409502497444,-0.017939789083266246,,-0.02097761636272498
COL4A3,,0.0057064770077216035,0.028222248656402823,-0.02933957593096901
NRG3,0.01038650819636058,0.10390393153778903,-0.03631010396056893,0.027417340388606277
IL23A,-0.019451715746574588,-0.029063638842042654,,
COLQ,0.01397514443812362,0.09363106491129565,-0.0011088345432769058,0.06492190188936212
SCGB1A1,,-0.02845938902514805,,-0.021479061118363472
TNFSF12,-0.07701366534841551,0.04141795439835677,0.027517472748888865,0.016715258834743313
DKK2,0.01627549315174493,,,0.021008920148959113
FYN,0.09498255355828096,0.029369661430778658,0.04114821217219191,0.021435070454317848
ACE,0.0073492839104958374,0.043438902363056,0.02575835281289993,0.03804216501381125
IL18,0.07550729350429126,0.05470715137144896,-0.028599116629901968,0.03730464642540281
PPBP,-0.02381675528919347,0.03325829867421043,0.03728006276060565,
CCL27,-0.023335361656435797,0.04571254944631222,0.001597868284113794,0.028211957239363924
SERPING1,-0.02346842124356252,0.019488431229517208,0.09711894685316912,0.00871176733308211
AZGP1,0.07247645252660974,0.010592779671203836,0.03228956922472901,-0.049772748056542075
INHA,0.010404379326043354,0.09483421160111284,0.1316741947000337,0.012529632060509735
SEMA3G,,,0.0946586687505802,-0.030799224911504063
OXT,,,,-0.017986476603826865
COL6A1,-0.09932366084558547,0.0019160146491609914,0.0411469639981673,-0.04454967908609087
FGF17,-0.01325776695604865,0.07800105840762722,,-0.03500749434973855
TNFSF8,-0.009289003800059622,-0.024789517821714402,0.1177276638917956,0.0587128736873345
FGF20,0.00345953849914275,-0.038688277393680234,-0.001682481966806532,-0.03869707572960068
ICAM3,0.07959107778301404,0.10584547758236411,-0.015341527442864409,0.017083350526592364
