,MGH258,UKF243,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,-0.014158629793344923,,,,,,,,,,-0.04912773135195676,,,-0.01871966630520439,,
BMP1,-0.005327647636010407,-0.07337249654617609,0.045515778063849155,-0.00681249841201271,-0.0380161047291137,-0.011855131633531881,-0.04341033724569217,0.047681725244243835,-0.06859018741377304,0.014016538328983889,-0.0491235926758494,-0.04816319995798035,-0.06700105248200634,0.024517629144556956,-0.036420252074448635,0.005809251171849799,-0.0028478829385587606,-0.037005477896894984,-0.04388567593815136,-0.0714566012496852
NDP,0.04915537662654516,-0.02178868954657447,0.0049082877917941475,0.0643378060454311,-0.06306249174652565,-0.0049117869081746635,-3.6853863011186414e-05,0.023883495073133455,0.12817760437034423,0.006015186132829759,0.06899186829071241,-0.022024849681485187,0.02880319075877008,0.0557782414866355,-0.00695054629935362,-0.0385965550747042,0.06437195609288449,0.18279341555095038,0.06977743308387403,0.00391616757126865
TNFSF18,-0.020634608874967306,-0.019285629476011458,,-0.019178672331255173,-0.02102514018940305,-0.011269428243601099,,,-0.030352510616124023,,-0.0034739108559120806,,,,-0.04301599943362804,,-0.03314012267788508,-0.00010402584104483925,0.028723569190827178,
RTN4,-0.023934617502591585,0.15490248089185282,0.010417693026373236,0.03399434015001318,0.058498036443589536,-0.009235521970723812,-0.12007874681060468,0.008438974891669436,0.0670751319773349,-0.05721707450803292,-0.09137853159107745,-0.043505185772120966,0.005711532322608141,-0.06634131157319478,-0.0034275697365116916,0.12571357782724785,-0.04834709201699477,-0.031346878111349896,0.016030170951755258,0.018387970516421576
HEBP1,0.04793068407987669,-0.008842715288728726,0.06002206246449512,-0.009428527536206464,0.011574346517685758,0.004061932191289547,0.060708885954653194,0.007189118141880914,0.06684699816543722,-0.0008875549043422555,0.007504452002494154,0.0368746266452779,-0.008193538025683235,-0.04265782538196597,0.003967137773988383,0.025815264553764622,0.0968489505531013,0.09952165297771011,0.0700393666661647,-0.016457039332671168
WNT7B,0.1631485859328908,0.23776972109923447,-0.015215413253727456,-0.01563860433118501,0.0559876374104944,0.008903702032229304,-0.0632006069453491,,-0.03341515161911348,0.012667987290092136,,-0.01321649680135107,-0.01968107414104777,0.017940773363039713,-0.0021578582487110916,-0.04120823801515499,-0.03314008831406735,-0.04795851945387448,0.06330688254473937,0.12756814672535352
PTMA,-0.014325432938128267,0.0688885348677548,0.007786629831592832,-0.030673636913756252,0.06294436693704071,0.009485034503156287,0.07733546958409372,0.055034009878779606,-0.04873618853206385,0.1596102787275564,0.005649246134215529,-0.008434690309552868,-0.008324483293211934,-0.012052969640242574,0.026858331180904315,-0.043553868636292827,0.04653512307902462,-0.13390441516866414,-0.07779340105820376,-0.0033676174606981123
FASLG,-0.018178449263923722,,,,,,,,,,,,,,,,,-0.03617519420512481,,
CEACAM1,-0.006089274782697663,,0.015552934023854489,,-0.027667886986809716,0.0494719694519006,,,,-0.047691863966359486,0.022395470541657296,0.08083051791353993,0.08771749615059964,0.009859289609719463,-0.013148159366209973,0.028124033898417597,,0.0474613791092987,,
PDAP1,-0.007148389788158814,-0.05380405880115135,-0.03542816808975044,0.01994570893392037,-0.04327197386578428,0.01916959156789807,0.05550966875350185,-0.06602332313734113,-0.02963463869636828,0.0869620901112176,0.0057595119917937644,0.03550933137515398,-0.05156791345494036,-0.02923417416527228,-0.014820153015137612,-0.025440564506852163,0.033531697824282315,0.06303302655347486,-0.01123123182604158,0.0343150392136635
QDPR,-0.0019311430744506674,0.05574370911861939,-0.026471316821291068,0.0046064934779799635,-0.013850703631506865,-0.0015662144532553237,-0.0118355670035595,0.10920571145600724,0.002240351795271805,-0.04437479144778981,0.06203404042648652,0.00925731175695822,0.026444405165556246,0.0515881114229082,-0.06889729275057319,-0.050596669872940536,-0.006757260523636149,0.02524393836355897,0.09453114969430104,0.03655351139547653
