,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,ZH1007inf,ZH1019T1,ZH916T1,ZH916bulk
CCL18,-0.05032113735693691,0.031122861345762268,,,,,,,,,,,
CCL17,,,,0.015389013457085021,,,,-0.024223485968428878,-0.015079038619489988,,,0.17226287430436965,
VEGFD,0.10808148091642414,0.005787377701950282,0.011063261114904667,0.09166604176861896,-0.01677028442390325,,-0.03178584527834306,-0.025808075448729,-0.011060657184626711,,-0.0038409465875143124,,
TNFSF13,,-0.0038603885703203155,,-0.02410424003250323,,-0.012024543634043589,,,,,,-0.04156469314906243,0.03404370219048142
WNT5A,0.05078652046040663,0.039106364751303885,0.03662246134513144,-0.012510572777063347,-0.006062602677762183,0.08302543726742317,0.03783808502149831,0.01165195247102123,-0.04016635600875971,-0.0279253110916521,-0.07815245010453414,0.043462892505309096,0.01544931095294671
CXCL8,0.022171650707587028,0.04205381426699264,0.10458484091524108,0.057107800984473205,-0.03217640795556073,-0.017104133417680502,0.10887730162533259,0.043079879978505514,-0.010300164903687544,,-0.07352529769419117,0.03375830520601192,-0.05221693013540271
GRN,-0.018514770391442864,0.01199790742289225,-0.041130439581234475,-0.07702095586263322,-0.0006543895886805876,0.08263603981263792,0.0101986339949746,0.01465808226673329,0.01798371889575844,-0.038788623735143204,-0.06573181065952804,0.04721504427960268,-0.017764784710222383
MIA,0.01599568286005447,-0.04162633668770646,-0.03646790535577274,0.06080780794965815,-0.050886837569817725,0.21503189275965728,0.016233534996166327,0.0019295762771793553,-0.01257916819479904,-0.0487651929357556,0.005240861944314805,-0.01996738617915755,-0.047824489293217795
COL4A4,0.08021493308140983,-0.022409146759435703,0.0690497189859368,0.014954633529176338,-0.012125326645218815,0.02029586250275149,-0.01869706020436516,-0.01436862146371565,0.03171838367218044,,-0.03580121762809874,-0.051902506390229496,0.04099145918120472
TAC1,-0.0714827899808979,0.0033169773516707936,-0.04933111050203486,0.00409005177742185,-0.0020112463556394232,-0.009260584151448866,-0.05293980977775074,-0.02968476523443207,0.11834523734189485,,,-0.021333756486431786,-0.02753021030542087
RARRES2,-0.013920784473898613,0.06160776835663858,0.007421127353356024,0.017364956193411926,0.0019883019756080666,0.0025512006777997534,0.07477921825914936,0.04681400465276332,-0.027569007838688594,0.06500339496843041,0.07665881971095621,0.050960922335412,0.009952849593942374
FGF7,0.01054708563101685,,0.012917986359696172,-0.0013388017913197499,-0.03211021740394721,0.012149944003810104,-0.004199228620703888,0.02095719680583217,-0.0018333615298055206,-0.014360968274757356,0.00016424317300639952,0.016853597889973027,-0.019035570295502603
HBEGF,0.02298483556800003,0.01203306342885524,0.02698928630322671,0.006643755381280458,0.013022763274919531,0.05173055343580989,0.008797270943754591,0.05687283414961517,-0.02840482817477032,0.014425585524644173,-0.07027863447136655,0.10837919271054522,0.0935232382687901
CSF3,0.03875262854492701,,,0.0787971634790644,-0.025797295620197547,,0.019634138670211857,,,,,-0.026856981550412752,0.09280493602273499
PI3,0.00763644936790147,-0.011701688039104033,,0.00866941058531485,-0.05144447520845215,,0.04804765608434867,,,,,-0.02838335395866488,0.04630505863009755
PCSK1N,-0.05911216835220469,0.038090899149668275,-0.043885132556541896,-0.08994836244855971,0.06498880533122527,-0.027636351608890514,-0.024955013196108492,0.010411525192711905,0.04184606996360031,-0.0807566428163494,0.04940473042194707,0.008656065588111057,-0.05869854157156481
NTS,,,,,-0.027323922935901364,-0.013966644236209755,-0.02431338805095301,0.009737787855545259,-0.04180519508025219,,,0.07835901534741044,
SFRP1,0.016157793932050815,0.04846814243439016,0.058820203144047324,-0.011265991706507236,0.018291177935456756,0.0005554193459051885,-0.02628596074485111,0.03174799421349454,-0.015079038771348292,0.10173393775178884,-0.03954273931473429,-0.028325914933010753,0.02126563899053545
CXCL13,,,-0.001450691302273718,,-0.018960046716963726,,,,,,,,-0.029625805769959684
MICA,-0.006090884797232473,0.05864147123155493,-0.04656364974457735,0.046025638783401136,0.016058024872281102,-0.029644660505350834,-0.020825135127537756,-0.009881037799222949,-0.025593489427845176,-0.06073777626762327,0.031589670955851364,0.0936017467552539,0.023762577610261106
TG,-0.04549835935528902,0.04183941625245006,0.026287924786533155,0.039548522955190187,0.048335488657167726,-0.016121189241412186,0.04083211009368457,-0.0244042454118622,-0.010912634766373197,-0.03767233031350786,0.036096539699345676,0.0741712369760549,-0.016960105640713416
ADA,-0.06728464059676964,0.002765988580242301,-0.0421693406761588,0.03565915047058551,-0.017544553194956198,0.15278235878163993,0.08467490110587036,-0.024798682678168718,-0.017722996455262097,0.01876055427297898,-0.04977218310742072,0.04577443363829585,0.05212039976999289
LAMC3,0.05676450897083442,0.024122670602925497,0.06708316641669711,-0.05755085013975699,-0.00022665822404683734,0.03273790068656675,0.05978532133280814,-0.027105438002427186,-0.01758614226063604,-0.013781167949791444,-0.0747277745191253,-0.00885671425093153,0.015468391379984736
CCL7,,-0.04123468289322555,,0.0766968103881168,-0.02513752140811743,,,,,,,-0.013296885692417276,0.005462987714917366
NGF,0.05745798453672824,-0.014038000907985067,,0.05472218186715336,-0.026831687756590155,0.009014654936562392,,,,,-0.07195631937967831,-0.006865435847320241,-0.017274804514081542
TNFSF15,-0.01191942256327659,,,0.01756371129917227,0.10319012208418367,0.039626272827793615,,,,0.09575666194487717,-0.03162504493070832,0.03664998573829495,0.034119496896366314
HMGB1,0.05064946922939964,-0.019499958908818674,0.04906459011411563,-0.02627738036626307,-0.026370120714889745,0.046841950792056504,0.048090034514208874,-0.044181617537169676,0.05324660122540788,0.07724071208720354,-0.03705444487309972,-0.08866278371277893,0.0461565318098154
ITGB3BP,0.05497023416267302,0.009321573461329885,-0.004677862270081639,0.010687550464822494,-0.045199922156086446,0.04134618833556277,0.01176958212277246,0.03309813268595084,-0.010307526793915929,-0.07695667923456963,0.03333595437409802,0.08163596489950006,0.019076433312518338
AANAT,0.10416096484309316,0.0967736899767198,,-0.024104242605102886,-0.016770286817955858,,-0.01784311441525671,-0.021946880517741782,-0.012579168894484492,,,0.013318141526851898,0.06665095604871764
RELN,-0.045127225302001195,0.03906436749366538,0.02227048379759442,0.047561309910938175,-0.03440231560014077,-0.001914791401719182,-0.0225965358825429,-0.03658703200245649,0.04228457749459468,,0.008995206118364747,,0.06309121369109578
IL15,0.10561933419166376,0.02238925034635391,0.04055198050254266,0.059741809578073464,-0.02409291239460359,-0.013291556249630524,0.03212980071615292,-0.0049193196956935515,-0.004025458674066977,0.018796807063775057,-0.05222647969210771,0.0363220421186234,0.03442209896410862
UTS2,,,,,,,0.06914610970039188,,,-0.06417518439740823,,,
BSG,-0.0562139078185601,0.0015610407571464342,0.011242804377193789,0.06893772355293724,-0.018853509046176352,0.053692601730583656,0.07462481868319697,0.05125108059719038,0.08807909170749652,-0.029744995044197708,-0.056009212282924076,0.09279684940221962,0.061566447501996927
ADAMTS3,-0.029832392874399753,0.049201853852981155,0.051034238104142975,0.04242810281587284,0.05479380953149943,-0.021408852038292327,0.10838463062837808,0.02667150822003233,0.009612972934026623,-0.010224071502928915,,-0.016745373454256102,0.05580708859994567
CD34,-0.003257767265886953,0.02167218891935506,0.007193894632018061,-0.02308424611392697,-0.007138089699525338,0.04694451778779097,0.06813901039968034,-0.05401087085781809,0.0660959847552766,0.039571228825159274,0.00826317856418872,0.03822935670971601,0.023851341670525075
CCL23,,,,,,,-0.020302631796575387,,,-0.032766228977334146,,,
PLAT,0.03614544965315237,0.054410193183629815,0.05028851937508087,-0.09400073923188534,-0.022184348364064202,0.055384957974397644,0.05871047671673028,0.04871180750912276,-0.03160259833239497,-0.01206055128311767,0.0211554566623181,0.04826812050937312,0.09070777185520904
NTF3,,,,,,,,,-0.02030577941332941,,,,
LTA,,,-0.028629521332640434,0.026370015045449956,,,,0.08303606048599084,,,,0.06773102359131694,
CKLF,0.05589474983158284,-0.002577543714932528,0.0002659252371363683,0.01866655069946569,-0.015826800103433465,0.07561930182615033,0.04666249483397863,-0.015250370571668429,0.014940738650025988,0.006558871636379265,-0.18253394883607496,-0.025161060874252433,0.023504463573669514
CD24,-0.05876818116198618,0.010629118039766945,0.03960184398025227,0.03197560738071066,0.01587708958122276,-0.007521691330378863,0.10977074315159839,-0.02440496754710544,-0.05127742138629783,0.0289878388546931,0.205632376299256,0.019974658313196676,0.03357483088336149
HSP90AA1,-0.10056660043785512,-0.036003810546818234,-0.017920600728261727,-0.013430157742289242,0.039244350190757,-0.07355069429958777,-0.07067951719703429,-0.02654883960601688,0.020371549817947147,0.04831660102379812,0.001312637867760545,-0.04382769477633415,-0.04210145189639097
BMP4,-0.05288326848401235,0.0023709053155863908,-0.009211329546488123,0.06398208090857985,0.015279676946007598,0.10878276430827494,-0.0008332684893028579,0.03138675668526744,-0.011948113687058004,-0.03159910693556804,-0.06700458261277101,0.030590102721623876,-0.024617100531300815
SCGB3A1,,-0.041234678769812357,,,-0.019971341314946284,0.07108353049355116,,,0.04244908403967903,-0.04043615887276772,-0.010610786757297274,0.027822053318942427,-0.04481483152792973
IGFBP4,0.02849750177193171,0.04921246305857,-0.03236319449953182,-0.04605165211394855,0.0036044756899388268,0.06423631833901501,0.099605858489454,-0.010629384568438207,-0.01321727824671356,-0.002410142458944943,-0.017345760222698653,0.03005143144386561,-0.0006953901513399567
RSPO4,-0.04016980050581914,,-0.009626924206144168,-0.01904916333002776,0.009258541471964721,,,0.06511546882876067,-0.010610650443394482,,-0.004173861624525038,0.08103362131801793,-0.028121206453523714
LEFTY2,-0.04769315718796583,0.04233200236554293,0.007110409791762529,-0.007753989177226017,-0.025419111234477782,0.1601480741553667,0.05052546925941105,-0.03498316650417682,0.03713361451572602,0.05367050792985274,,0.11176814958205197,0.05492524909535864
PF4,,-0.034584087072779025,0.07011626387613953,-0.020756168885749868,,,,,,,,-0.04007535963650897,-0.022028932244765143
ANGPTL2,-0.0009301885536857195,0.058767472130770805,0.08440539934969814,-0.009544105252590739,0.03773392845989837,0.07511079471103393,0.05157632484562593,-0.04879689862390436,-0.04242514076242582,-0.05565576569889332,0.014105072558493826,0.0635276811725794,0.05873144224655112
LRIG2,0.07127101383726457,0.039859321575539945,0.005729353456976431,0.049624444691995125,0.017390778684554672,0.075536216502991,0.04950261266758211,0.011770486596408423,0.023734766837988853,-0.028383884069157567,-0.01408320283573145,0.09599983478668342,0.033203417915122116
ICOSLG,-0.01430418911309786,0.028899889563629013,0.04112715124896176,-0.026389492273291494,-0.04712126674860404,0.014253876578581567,0.03491888435890133,-0.003644878673313986,-0.02013703308851725,-0.02944120442947152,-0.038129034223712145,0.04849799067589852,0.02125450494486086
WIF1,-0.0748448600862205,-0.03473096513075043,,,0.004178538608678497,-0.05306798783935242,-0.005785717766276269,-0.01897071508016462,-0.019967047249560395,,,,0.04853631329688932
NPPC,0.01701245099478961,0.059164805767465876,,0.039705864470983836,0.006483309212006161,0.002378724848413963,0.01388470287062242,0.0019729340149135244,-0.01474620746480085,-0.028950087855576432,0.06219045188361444,,-0.052940612585055086
LYZ,0.017652680238859304,-0.04573341071861953,0.036355762364293914,-0.05287932813977322,-0.03191974879896563,0.045273132668353984,0.0024385249254148225,0.015961712809095176,-0.009629917201430081,0.01831279292704211,-0.03011335180985175,0.01832622123893217,-0.03451945293842543
EREG,,,,,-0.032437064374369856,,,,,,,-0.017417142912601137,0.014751979720664991
SPTAN1,0.020965447205800153,-0.001784710178244536,-0.030768700755728552,-0.08596851505111269,0.009379866332215709,-0.03209419998994865,-0.034477126965002866,-0.048668656800992235,0.03629607790881586,0.07896296233461154,-0.007101533148552797,-0.07137817872683039,-0.07793632331967523
LIPC,0.10574121012075718,0.0072132469544107965,-0.03919526524764169,0.046942712745286955,0.04484709976812011,-0.020611795610338657,0.06618116382599225,0.019661932763554414,,0.14357603517020567,-0.07115687787259131,0.03309930494376743,0.07012868750072979
COL8A1,0.07429609473295512,-0.05094487366935063,-0.024711682648357942,-0.007678404499453153,-0.024628179041262247,0.08959663331701409,0.1239474179365442,0.025958539595084065,-0.027744418118207926,0.02597174548975437,0.0034808632073517402,0.09566206883839448,0.06757377048555184
GSTM2,0.038522925158040074,0.024156336756594118,0.08035327311558872,-0.02976587072562048,-0.00771745284175188,-0.01123980055182002,0.08433770277587098,-0.015638333831003527,0.043719375090841554,-0.019131016824126917,0.08515700427143695,0.016410747940745832,0.12385048976352034
SPX,0.0022412282667906474,0.05189667941133911,0.05970901053261693,0.0005135732678114888,0.03499922832190581,-0.01632114192392624,-0.010111173774807592,0.01701723427659999,0.0440040557992212,-0.03837889487076345,,-0.03878895334577191,-0.03703426020184257
MFGE8,0.04243191063050233,0.006455234996197695,0.03760972826897395,-0.0001561519574727208,-0.013311732883208388,0.046496011831277544,0.04043302215658121,-0.0032061343011356215,0.01907221413294412,-0.06853727043133363,0.007879913230602663,0.049665593864047876,0.04653614968462448
TGFA,0.034312011205466654,0.013108622593893386,0.03673688143709208,0.02532608223383976,0.021989579829459323,0.03981579382418305,-0.03108550209881735,0.04264690445916464,0.07976282445225896,-0.11368566745803012,-0.01908789574931362,0.09232542518552771,0.04577195080125056
SLIT2,-0.030811330960333422,0.023120664062927586,-0.024215586474231134,-0.012664708041778048,-0.04718377104934528,-0.015677492481686924,-0.052918083516651504,-0.031422530235417544,-0.01053393790821934,0.10374159170052231,-0.03735492590751797,0.13435942686817698,0.09468268965461323
PLTP,0.0068162862360544125,0.014939096573149294,0.012496825531679483,-0.09684409434748413,-0.013837627529444198,0.06943427092756836,0.08031678752059399,0.031361688602954386,-0.0439162593493527,0.014069063299404196,0.04698899159387644,-0.09381100553585964,0.022546299693752193
APOD,-0.005192893825037424,-0.046474816639130445,0.040973960146142865,-0.07264209037416246,0.0003791477415521033,0.013187553777879026,-0.08041249902547055,-0.05520605546275798,-0.0019393333930035857,-0.020596534493878067,-0.08824747399252857,-0.10837316880432858,-0.11864240384773744
B2M,0.05725118919557015,0.06662018520014316,-0.032032529836616655,0.024774170991083453,-0.048865569820020376,0.08398235382970347,0.0826221852556214,0.003521751943423982,-0.04485708222718531,0.06265152919130669,-0.16103938323084213,-0.015917182636278785,0.02930869238035974
OMG,-0.002985934677781921,-0.0008331848058051608,-0.002341107163321189,-0.02226929830114165,-0.016488991973290006,0.03528151780321556,-0.08978223855619837,-0.013582247537756175,0.017684339805090717,0.04558322072463548,-0.048807866022812424,0.07019225135796502,-0.007365361630419805
CXCL3,0.032285450163168514,-0.004060582441941847,-0.015321016105762562,0.07986316676459956,-0.05124721510108281,,-0.023427156280283464,0.0012784562322041408,-0.011351153130285134,-0.0298359687275051,,0.024309886393141928,-0.0170826546862196
CXCL10,0.11786685138873153,0.08675507556103305,-0.03767258937827514,0.07003365053545366,0.06915042137477218,0.0017198571708001145,0.08359776654321463,-0.022151058798976355,-0.01724323241510606,0.027345966056806986,0.02743061078451682,-0.017410091750780492,-0.029862583837208898
RSPO3,,-0.0010782461255223026,,0.06545658004811526,0.010108127827584851,0.023262910262764603,-0.02929933998985873,-0.02183352779351102,0.014495989063578452,,,0.08041920749353478,-0.005852113926235777
CORT,-0.020094170991068357,-0.01946764224292399,-0.023400904797196087,0.04848316367317471,-0.027084258739166565,-0.030579824798674295,-0.034502782646550025,-0.011423116494018115,0.0057036643258519945,,,,
NCAN,0.05868432604669475,0.0580985299908203,0.018479634797656803,-0.10796148581203048,0.040240626903719955,0.05342611083292242,0.004007201217671432,0.04582097433456718,-0.0027415199693677896,0.08597621490258289,-0.14927999786017554,-0.07274399671112139,-0.02673806956107487
PRG4,0.031114235531580867,-0.045186229887667136,,-0.023789846198518722,0.07591257523037213,,0.036225718788279015,-0.014006546217167024,,,,-0.03913139141206827,0.13914258262719775
ZG16B,,-0.011532427325147485,-0.03133784487378148,0.05894198897953643,,,0.028702880446745693,-0.016795371093468996,,,,-0.03561144936468881,-0.018792938487927374
TGM2,0.014572668201980528,-0.04056425635690605,-0.009149705971192853,0.04109191230191069,-0.04231835579152142,0.029787984007524557,0.036382833120642354,-0.012812665883493344,-0.026472166602229213,-0.041746721346244346,-0.03500047325699731,0.024372236136950668,-0.008121863334804925
VEGFC,0.010166494643810725,-0.025526422014272583,0.0015328389112253267,0.0010929216590001498,-0.024596091798135423,-0.027247850641217906,0.001746772833416969,-0.045225790644833834,-0.011369155304472158,-0.018562692355404788,-0.05780843047926383,-0.04108929398272218,0.13251642692694282
WNT6,-0.001480515263917434,0.07885521831882361,-0.028981136174254542,0.012240036536230733,0.0114126422712474,-0.013633041293037617,-0.024959075541528694,-0.007892231179512007,,,,0.008926331719823499,0.0839459304261222
NRG4,0.05440604007584415,0.043475313519767675,,-0.028953331110882753,-0.006109754777317088,-0.016689362768000166,0.006780843884280634,0.012158812051631093,0.0016334117256220355,,-0.010304804612792727,-0.028560165996434662,-0.029202812168509493
PMCH,,0.015886606654557787,,0.00698217581181235,,,,-0.024583771476001482,,,,0.028394296908710454,-0.03739840377329102
COL9A1,0.07373417885755902,-0.0050081556186743715,0.040115811022438386,0.017758996098049,-0.034793898967529865,0.04422554773206851,0.01198515666894669,-0.006897574932130581,-0.02247668363277295,0.004815139744473893,-0.043813447692577855,-0.048315399970326946,0.1167778235122288
GDF11,0.013877763021278397,0.04885238580479089,0.05027492522593645,0.047955200082699594,0.03601587757191551,0.019833564817303632,0.03507592129562181,-0.012901802664894515,-0.011247205982463947,0.018622377730851108,-0.025119937707098413,0.07055976173146436,-0.07052400420317415
RAET1E,,,,,,,,,,,,-0.004078905725545819,
IL24,,,,,,,,,,,,,0.0879859330790356
SORBS1,-0.017038824638236635,0.04292088857751433,-0.03363160636347907,-0.014884346633692615,0.0077588825319221625,-0.0207501343389011,-0.010082804615298304,0.013044901542657939,0.019400321139300097,0.08229717161349974,-0.024302423144873707,-0.032335146332995834,0.032927751227084266
DLL1,0.01337909410209363,-0.0017181582098663296,0.045871270271797146,-0.04575716555121242,0.017108002595801846,0.061862234080089604,-0.01319753185273304,-0.034838686309416084,0.005124828650955533,0.10307132492695836,0.07566030745960796,-0.02150947656361595,0.037251666086604136
TLN1,-0.005099107280474681,0.013926546720943895,-0.020844407646805885,-0.008091830539164452,0.005414203319871078,0.09265672759312323,0.04621578333159266,-0.0035632329115798797,0.005231330261951938,-0.024483925291563995,-0.0001709169470391907,0.03688321920112575,0.04859798865056027
COL2A1,-0.04266632838138224,0.024278021940830515,,,-0.014271158052203884,-0.01476970357160075,0.05993396014724277,,,,,0.05896197299607571,0.10710998428650521
SHH,,,,0.07547736186461208,-0.03617835122172111,0.02913548807354116,0.022587300453557634,0.012400834784496315,-0.012182920820079763,0.0027707558176168906,,0.03444765216757907,-0.025413200624731375
PON2,0.07364699985179274,0.04089419881828187,-0.029608841016137616,-0.11287474910428832,0.012351119421566813,-0.028532508780834895,0.043608597340415015,0.014076521445377377,-0.003933087641692227,-0.0015919879665025189,-0.08649086371727051,0.0037657630443894336,0.009927906959225808
ICAM5,0.026183294571081008,-0.023284568753149718,0.015494081756557825,-0.03072274037513198,0.021994404574852657,-0.06244151256485423,-0.03745028402469426,-0.018029081558921273,-0.02244295071456947,,,-0.00028272491215703934,-0.005136449513086053
HPX,0.09405995543621974,0.07561406338895213,,-0.01007140407418806,-0.020220886387321172,0.09344157107469521,-0.03411483193475152,0.009434025717199954,-0.01061065091371195,-0.02983595311796749,-0.003391310263752024,0.036540706729116766,0.03283862589565963
SFRP2,-0.022001838316439388,-0.022885820878442972,,0.036144347412068185,,-0.03222846959884748,-0.018697054698760252,0.01440984353872626,0.00869761031630279,0.0463243682106453,,0.045793147238920626,0.059226914161947336
CFC1,,,,,,0.011446259775593149,,-0.021137134438664863,,,,,-0.025839893924708663
CD70,,0.04729498944508255,,0.06671184752312481,,,,0.034656188576000044,,,0.08612421778491985,0.015625276986366142,0.09896713575751502
HP,0.009047353764710664,0.02853174969587191,,-0.06522156228775422,-0.010330702658137602,,0.04273019172834361,0.05223310293404972,0.0030896613200936556,-0.013462551789991964,-0.09663963970378892,0.07416330025820737,0.10212209083184212
CXCL2,0.07311466362202317,0.020534119544148403,-0.035361422577903194,0.09083686047997422,-0.05716587978757288,0.03111884378536442,0.0063667322246523765,-0.036511812535321264,-0.014746206310717123,-0.02537504920537626,0.16183782847383585,0.009822216121524698,0.03206948139750636
NPPB,,-0.02625420370112417,,0.07770831698906917,,,,-0.0034463793519852264,,,,-0.02897110765140093,
CCK,-0.023654481495534663,0.023617473897758146,0.006704285037600177,-0.03193667179171749,0.024793294724818307,-0.048363792262432904,-0.05519841868266967,-0.05832082505929398,0.059653360823055064,-0.030698629498522624,,-0.026770755669501902,-0.1115918279087903
SEMA6A,0.11541705976590622,0.08348035631103833,0.01807179038370966,-0.04112435287170232,0.017069176392563758,0.025447174179471222,0.0846008474299893,-0.04608622627183621,0.027631733214489765,0.015197878960894818,0.0014072424150745949,-0.023913855075000098,0.04795571250850103
IRAK4,0.05275392347309329,0.024326523244531825,0.016845670771254782,-0.0104747391190821,0.03196074590399527,0.0692704672085381,-0.0025189229772726285,-0.01515780504996666,-0.01203840952363213,0.03376794958785237,-0.05076137877714084,0.04647790866422073,0.0034978295720650768
GSTP1,0.08366812540490218,0.005343361459699049,-0.01908107625888469,-0.02382010593343768,0.0413044072491668,0.02105250073660028,0.055193114780437036,-0.010233967409558934,0.030093832677501882,0.04913325151665725,-0.1671659621852356,-0.04706259452684691,0.013816643509718283
VCAM1,0.044246085861768314,0.0125927441078056,-0.007859892000944429,0.037529366551666186,0.01268186969274458,0.10818478806908614,0.10392075214055004,0.017521696164771252,0.010757000071705667,-0.03236035188010873,0.00024253552281864625,0.06785777127697207,0.01165029972060986
NXPH3,0.0747228543260301,-0.04960004753702501,0.011982109678883676,-0.0039488526471461,0.019872554896841983,0.08507708436745026,0.031347234412574775,-0.02127445802655717,-0.00660773884643767,-0.02905444650392149,0.08589995044914968,-0.005786784489842842,0.0005433260684092762
MTMR4,0.0029278583280485807,-0.000553185866373011,0.010475925535470372,0.029437475451826695,0.03538280080786547,0.002692118481646922,0.040753073488757875,-0.03377263258124024,0.030933611699429188,0.005951873711133841,-0.018308525700917597,0.04618318640453649,0.048989257640254975
LAMC2,0.04195356973238261,-0.0032758930050489393,,0.11017249235246486,,-0.01867947218763295,,0.0011982078821209034,,,-0.008329258682255298,0.08448323799744784,-0.028121221934172203
IL10,0.05007858859474632,-0.008175996028841382,-0.009699962278960365,0.010646045482922011,-0.035539668782855346,,-0.03074167021883758,0.019159211856534346,,0.041533941251912274,0.15260948234608995,0.04735970799436279,-0.038521949765712375
SEMA4D,0.0026586187482650547,0.008920031421394444,0.039029577522608494,0.02411491755655023,-0.029251978937685007,0.04051917609381277,-0.04123847239332175,-0.07346873478075545,0.040849875128190535,-0.05225811479759264,-0.022998678018810365,0.019099698218378616,0.05956147195937262
TRH,-0.04263150310111304,-0.03855717163424656,,0.01991133960714137,-0.01404390151153615,0.07677117202377305,0.1815870973945771,0.04305912741743065,,0.09645618925650602,,0.020558934745013666,0.1475963157542858
SEMA6D,0.024211612055263218,0.030445754661027367,-0.03050216878633464,-0.026083747566509042,0.03983776964900997,0.024156358551733044,0.1191569443234083,-0.016798299969370937,-0.05185453168563505,-0.02375153426958041,-0.02643539844804692,0.009035373747990013,0.10198144571325461
CEL,,,,,-0.027707154776093517,,,,,,-0.06336831557062418,0.09332724764189552,-0.012777156633747724
PDCD1LG2,0.09618340085377884,-0.05294395569282026,0.011318726956678517,0.03301162685309686,-0.018510394846872186,0.1810603991651376,0.1508116115677161,0.002382930857079275,-0.03205968450139438,-0.037980649206569454,0.023027820861565525,0.11116214384954622,-0.009355329462566363
SPINT1,-0.04837501473974579,0.025216926498669856,-0.016644343916530843,-0.00574584212870428,0.024850136406948192,-0.016966911815528823,0.13949028959164833,-0.04047897127793395,-0.017340137991823195,-0.05131920505517788,-0.050508497750376136,0.11887003839569897,0.006328460706754163
CTHRC1,0.013045812109060194,0.007658187376180406,-0.0027822578829468925,0.01342341493628023,0.012934867652941415,0.08338177353576873,0.07507597807360139,-0.00544414130289314,-0.02756404273532645,0.06521287644469403,0.0074941457692315,0.06298485871599785,0.025784439437064738
PODXL,0.05037203673560198,0.02735127349341696,0.0064571717292249125,-0.06976472625425076,0.00498099671362154,0.018412266818159138,0.11536968211935832,0.055606695540474385,-0.04281775862707669,-0.04314817330157175,-0.07844300377133213,-0.016107751860206555,0.07335317065221826
JAM3,0.02732314592554496,0.0415634667473228,0.05923230307954034,-0.04537493132146939,0.03158503442704706,0.05813351957789316,0.03215448519623007,0.03889724391321808,-0.021161130005594813,-0.01647579097833392,-0.05208385648805133,0.06740852837490531,0.06931982416921478
