,UKF248,UKF251,UKF260,UKF266,UKF313,UKF334,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk,ZH916inf
COL4A4,-0.022754002204850604,-0.012012235942986673,0.053483060271369544,0.10809377195770294,,-0.020544614696821763,,0.07446856915516457,0.03275535193190983,0.0650600464614546,0.04072925463969844,
TAC1,0.008249337760024813,-0.05289908147907122,0.025157860595509778,-0.04049858878835197,,0.0822149076361065,,,,0.022756662582642556,0.024110763481489404,0.09142723467727114
RARRES2,-0.03353280176625502,0.05060801737769085,-0.05939206993197408,0.024302863371600966,-0.09887233357704803,0.018206401725365483,-0.004863100515452993,0.02501550246779339,-0.09964610894946367,-0.0369619122298995,0.04516140094891166,0.0275072168553207
FGF7,,0.005586207181008918,0.03115606711691873,0.07201965051858567,0.04691941367586302,0.01209425392586269,0.017010440927779126,0.08451009360361098,-0.003086055681920713,-0.03138013943460715,-0.011227000372040533,-0.01574329406412316
EFNA2,,,,,,,,,0.039148187778627185,,,
HBEGF,0.06733627113940863,0.051034551894353825,-0.030110919812875035,0.03142020844955089,0.09468206370919079,0.022070279406665456,0.027889065902543628,0.03477079528309298,0.015741853102126203,-0.028897231099666684,-0.028203272189621133,0.04835048552157193
CSF3,,,-0.045722478870153245,,-0.025529147143369547,,,0.014311453529496851,-0.06956938242751025,-0.005375188270096418,0.03581636233785361,
PI3,-0.02951387810838352,,-0.042097609563140764,,,,,-0.00581871349593281,-0.13125588167285357,-0.07325780591534936,0.08854842766537284,
PCSK1N,-0.019592624035249803,-0.014996788003241562,0.050172028572094005,-0.02171476310070331,-0.018335074928848775,0.03428049088129821,0.05425750240679529,0.02712583047918998,0.03394268044144843,0.04347583813872028,0.03766655516688546,0.009171424427784972
NTS,,,0.008170575564822731,-0.018159288400734785,,,,0.06556477692423296,-0.0045802505592463846,0.048248513945461036,,
SFRP1,-0.025922235443576983,0.0046277716523905445,-0.015655929128998842,0.04282000780891326,0.07863628504305464,0.022225890881462873,0.15647010402906494,0.09191621923672472,0.05904836471602972,0.010767048362157432,-0.025219005968721956,-0.11902582072251007
CXCL13,,-0.04352786486825525,-0.015515225702186011,,0.08298537284268831,,,-0.021571133795761914,-0.04122705665746313,0.0002963598775826908,0.014299236644047975,
MICA,0.02032270713134592,0.003322900698852279,0.037496076507602345,0.019464134194710395,0.013512169872090736,-0.03345270892895172,-0.029101620146784964,0.006336158096068828,-0.013139164738535478,0.10841347181112809,-0.02875077869255362,-0.0651429175036889
TG,-0.04417807540512847,-0.024477678254962925,0.049628349372002264,-0.0027863364534407857,0.10510533488945573,-0.021674946545417847,-0.009595618095258883,-0.02520079496713031,0.04728224561402019,0.049360152317549776,-0.027789855963083834,
ADA,0.041848204115533395,-0.016922012691126562,0.0361305410718379,0.09760404005402702,0.07439697761793942,0.06399789642630818,0.09813936626735881,-0.0007140277671842252,0.056501173076347735,0.044081783973680996,0.010553490831440866,0.06328921412043816
LAMC3,0.10065319334810288,-0.011797755494910876,0.036881222529427514,0.09107044907354579,0.0650354854969483,0.029614711080531333,0.04100396014409643,0.008925757912090751,0.06913376381402993,-0.03193734473794864,0.009082726919153059,0.009352001992803666
CCL7,-0.01784464580021631,,-0.020570324749860733,,,,,0.034632003404716796,,,0.05856972820234908,
NGF,0.015351715377753981,,-0.02195668068378809,-0.02000203996642725,0.09096298487557045,,,-0.032829003152032264,-0.025737442005211407,-0.030284450321737558,0.13541915128672002,
TNFSF15,,,-0.01523019864099221,-0.009350792489249686,-0.016257462692762764,,0.07317266007753201,-0.0277115239561451,,0.04862017447200305,-0.03440780635081121,
HMGB1,0.010391129181686349,0.013193721997902171,-0.001718227683029526,0.05426020594811033,0.10474790750761949,0.048211995441847136,0.029300124720394123,-0.06982622843781713,0.03653987270844905,0.04737578419890116,0.073178838739907,-0.020187646451085322
ITGB3BP,0.015506261599879657,0.005269899846145333,0.05394907707091844,0.09464665137556266,0.05146363098018242,-0.010808326260878756,-0.026107071443082372,0.015853613719996495,-0.04951178378028135,-0.024218974964905857,-0.013692737796476397,-0.03876861135241153
AANAT,-0.02588986618280191,,-0.013723319829068848,,,-0.01935561679443122,,-0.02493705222475512,0.022234000334798082,,-0.018983006448916147,
RELN,-0.030166648630143653,0.031221357948797938,-0.02145867338886727,0.009515793741257515,,0.010541670763013634,,,,-0.013956045592622474,0.08329075573816662,-0.08454327610205424
IL15,-0.056424269105755646,0.011456013819658207,-0.0352414445676354,-0.01728154588529355,-0.03822755281141406,-0.017951439974779312,0.011569318683968084,0.04944135694476414,0.046097310911281435,-0.033304945549772744,-0.01507337206299322,
UTS2,,,,,,,0.034963180046893694,-0.021235725052090638,,,,
BSG,0.04351964435412468,-0.05080760630866202,0.023592989320447805,0.09812496645263258,-0.047904491729978384,-0.05641440763368926,0.0447603596502273,0.06859663865212,-0.01709463621637034,-0.015981934126926188,0.05478329085811387,-0.025025190649832697
ADAMTS3,-0.0005677067844331972,0.028924860316325296,0.0338658462785516,-0.01455002834226993,0.01671506545473049,0.042665703158939076,0.04752805408718849,0.02822641789617264,0.028895533447786177,0.06735484323873166,-0.029267312629118712,
CD34,0.08282332104421146,0.02074261328143242,0.027446087121036637,0.06198463450298587,0.11733200470560147,-0.023998836865097888,-0.0013183016658982385,0.02082607968084712,-0.004434180236563118,-0.01821382978242791,0.03478467257282836,-0.004403352777652373
CCL23,,,,,,,-0.028153500912461056,,,,,
PLAT,0.07325617510143041,0.02093073233426806,-0.041914570387551225,0.09435327550259483,0.0626062564175663,-0.030747539907255126,-0.061027003462833775,0.029330886753109214,0.13358512393657287,0.0034662306051070693,0.05410426763442926,0.005223846948722412
NTF3,,,,,0.02149874875955376,,,0.017424130568538667,0.13121578813846613,0.03735534563772099,,
LTA,,-0.018000961527968644,,,,-0.017951442190713443,,,,,,
CKLF,0.03147700178762647,0.028812728437048254,0.057493649330859625,0.08895550813193347,0.042866239816725174,-0.012967058435681748,-0.13779521831415714,0.002381995534588923,0.1273991319759733,0.062492268262107444,0.004145077451346806,0.10681437379486806
APELA,,,,,-0.029969761166833607,,,,,,,
CD24,0.057069349234124614,0.08549000120495703,0.06140819663512934,0.045625052388340415,0.12612759695614925,-0.007379920325303014,0.0033669735757840733,0.042097804437342935,0.06319749539228534,0.06564988054278957,0.022709636541288124,-0.04131730618387109
HSP90AA1,-0.02241420077341797,-0.005556906712491742,-0.046161451755748005,-0.07654935058577987,0.02130437131503601,0.03300934054314189,0.08980804759183672,-0.07180165404661003,-0.1378361119091669,-0.06360326061531608,0.027653494339394135,-0.012875795269333707
BMP4,0.014070831778621227,-0.019082074436114014,0.04227407289571194,0.17002753431344297,-0.005172396763880135,-0.015296482850880885,-0.03261056992636926,0.05187635827540163,-0.03320004127650454,-0.029476216136093632,0.023133897834581463,
SCGB3A1,0.05949833970668659,,-0.01634277977804504,-0.022060198969417265,0.03332470089817214,0.09642207199151555,-0.034743681871611816,0.027827114712853797,-0.008982088254789465,0.031541062920056685,-0.03814646151289558,
IGFBP4,0.08604096198780264,0.023836272551856694,-0.01028448210025123,0.107993399931646,0.05899899410391458,0.010272028628542668,-0.056608965027278794,-0.003224268855136305,-0.025993658135828938,-0.07694648761524006,0.01102286251901504,0.015682401654605074
RSPO4,,0.014295216500593327,-0.018862224467094256,,,0.002539261544549178,,,,-0.0009293225738716481,-0.0035044879301219457,
LEFTY2,0.09039560236735372,0.053551833639276125,-0.002885770536780893,0.19677382231980659,-0.018382148223426494,-0.02216085490929354,0.06150483233759942,0.0486690765897311,0.08198942571664854,-0.04849124142127627,0.03011572463035296,
PF4,-0.018510953682007326,0.0029120669280279787,,,,,,,-0.02391155906620593,,-0.018751064935308436,
ANGPTL2,0.07137024722268875,-0.02242845355002683,0.07968091497510235,0.12083026095739328,-0.018275849051630294,-0.03608231332371857,0.049695032804323365,0.007320352090289071,0.06830604750408335,-0.023566255975163552,0.046759058434654,-0.04325652921563123
LRIG2,0.036976318934821374,0.0530713444066055,-0.04797958621205768,0.055663696683058754,0.03903951514912672,-0.015046130512609182,-0.030892828430203852,0.008644294610859585,0.08612671901500676,0.02747140232578127,-0.005077676257388881,0.08512211608799782
ICOSLG,-0.023521241725070526,-0.0211915021348728,-0.04532015134033568,0.14718815996009701,0.012609346908068402,-0.06083478898874488,-0.05083198466980272,0.05067565743384595,0.06988433410930363,-0.024100640621385675,-0.03232105769036499,-0.02334740657283857
WIF1,-0.033307456576589144,,0.004703305948077697,-0.03356897159609795,,0.07348008962685468,,,,0.0030257679612963975,-0.03440780352713392,0.08684968373965343
NPPC,-0.04875567494310241,,-0.03290369724137302,-0.03371016579834044,,-0.030355355748138066,-0.02487458429902331,0.09487069074549355,0.06745736027744689,-0.01902442742887209,0.04698721305858272,-0.0041057785566744895
LYZ,0.017874080024734493,0.017780666843474548,-0.04274231586841346,-0.012014534531759873,-0.0003342571617895293,0.038723904408612765,-0.028491475982150842,-0.04007701370949515,0.05412826178539969,0.028672542466197146,0.05897502811132523,0.0371521524184777
EREG,,,-0.026543625255649114,,-0.021495053267802357,,,0.02766204692324088,-0.0759800048551062,0.0020118041743388613,0.026228722674548875,
SPTAN1,0.0718850743897613,0.007190493768461358,-0.003891360355110125,-0.042438292843877436,0.05342821228321347,0.022256179997380995,0.06728730849852557,0.03852774393579141,0.04429802397673855,0.07051213319108693,0.0010520913323482715,0.05520212919618412
PTH2,,,,,,,,,,0.0340379682246189,,
LIPC,0.022645222844480336,-0.011773764555843159,0.022545089165128734,0.0606547295620682,-0.026876802870099498,-0.004547490334543358,-0.0263769503841602,,,,-0.012521380607989966,
COL8A1,0.03599734241197117,0.022322920345289675,-0.0018989509110888371,0.027726286969267686,-0.12043392345769242,-0.04788057760962316,0.08466352391377036,0.017900038059020112,-0.0035806981516977427,-0.028906362066660658,0.024900425041969473,
GSTM2,-0.002937946137227393,0.050747990847951036,-0.03697725560778625,-0.014613874051296659,-0.03940489621483618,-0.017653328196273656,-0.051789437996641825,-0.06839013738815962,-0.020819770865837417,0.06637375886035592,0.014898943667473814,
SPX,0.051121736674694766,0.09967118502687664,0.01632460677449489,-0.006875926711451888,,0.08727951886254724,-0.03297603311356689,0.031221581101500636,-0.02968925692238964,0.0107288941794448,-0.027673683539954953,-0.0772513349249646
MFGE8,0.0615902890403359,-0.05582570587925666,-0.037226588302318855,0.04288362905105729,-0.048097220948557236,0.009229837502320933,-0.06717644949696668,-0.008738359273490386,-0.05281034381808469,-0.058669075781636895,0.060129333610927156,0.14767373803135841
TGFA,-0.0037510573095164965,0.05533197063872339,0.0572816983063383,0.05818818231529254,-0.028968703841245683,-0.04551320768445226,0.11854677314919343,0.04563597473470745,0.06601283589079789,-0.0218383540662929,0.018665157118301003,-0.02515168481491081
SLIT2,0.03126126474563576,0.033489098857552704,0.020588003576453597,0.04120574481872533,-0.024874066998267812,-0.00469772144441419,-0.01237767591273912,0.07076181693630716,0.005687913299934374,0.037733930012250866,0.05434501970880266,0.062139632989107074
PLTP,0.007250072134330299,-0.05124624400092111,-0.07156312174266063,0.052318647601472805,0.0671732604071889,-0.00017177487224583418,-0.05061296660150345,-0.03846897314498419,0.042754811299011534,-0.0651619048699743,-0.009367180609672772,-0.017220527696419054
APOD,0.015562505519818835,0.00798540045462502,0.12505706501358957,0.0052705268906827005,0.001896079516556691,-0.003028369679545628,-0.08620858229323126,0.00025532594172147043,0.08779196872804484,-0.07041923336804867,-0.02765700227900777,0.0690084130736638
B2M,0.03497406821046163,-0.018937787599243538,-0.05168194727140437,0.07499366336964682,0.030213846854872994,-0.046866975618929343,0.0351449479140811,0.011804974294598484,0.08051514911209043,-0.039457176546867506,-0.01186138095196832,-0.051942908764266466
OMG,0.009349959072001816,0.04691569445384507,0.044336915401855914,-0.021537805583446503,-0.013612935336718547,-0.002713907303519592,0.02492580332943779,0.019089645793523423,0.10896740755238037,0.04467387774288895,0.05090506527432991,0.043449838135815454
CXCL3,-0.015241102341395144,-0.03366404585901042,-0.035302992971457885,,0.09841228310343297,-0.012928289139161813,-0.025635753610066956,0.010177844791512777,-0.07120065669974365,-0.030808109172165345,0.0157148084888093,
CXCL10,-0.01711675888135466,-0.02926137222240223,-0.03739643791601988,0.007204353039876758,-0.018549018924005563,0.04553351655701301,0.024735463343958968,0.03136021419016227,0.061354114656396924,0.03999740165457046,0.0918031671850195,
RSPO3,-0.024239681553994877,,-0.018261726569430117,0.017991544786273104,,0.11057565726822349,,0.021311436503013575,0.0667657344403601,0.07763449076682336,0.03634277706075256,-0.03349398342650234
CORT,0.0021764887499134277,-0.029243500580686723,-0.02216336244248808,-0.021202988950346037,,0.09281423358405327,,0.023729210895915842,-0.025022231231397855,0.08475996962843961,,-0.002398132545597946
NCAN,0.04175614430024825,0.021932006158139856,0.07366237775898783,0.06957792713556736,,-0.01575590356236761,-0.03820904583782083,0.038075101709253635,0.1187634870513844,0.07299868202586152,-0.04225308059123246,-0.06579133508465451
PRG4,-0.013389061884936935,,0.09802561109843577,,,-0.015795204630495212,,-0.002854047097083824,0.023435540885385894,-0.05348416099251407,-0.026098927796169163,
ZG16B,0.029013939238888165,-0.01970383414336893,,,-0.024249391998770634,,,,,,-0.01599658149550681,
TGM2,0.03536107538187693,-0.020296350663510897,-0.030264689251174374,0.017798833054686474,0.038512377739692905,0.008942928832739904,0.039568591572840844,-0.019056093513399947,-0.018436388187231888,-0.04536309526221415,-0.0018827749029341947,0.05201665881299713
VEGFC,0.02639557750010015,-0.025300481825372693,0.05178602505267984,-0.01298598435439603,0.06982777739707305,-0.016119635920118173,-0.042430678508625794,0.05886338129734086,-0.050135431827679634,-0.05811487281652956,0.03854978597704637,
WNT6,-0.0045849592578711485,0.10363751825148705,-0.01801654682896948,0.003344739923178816,-0.012959832710792178,0.03336818070437312,,0.02342751016846621,0.07940214224409284,0.034541953703082495,-0.016529268005620025,
NRG4,-0.01643554526353272,,-0.01862409863207003,0.0283759310731051,,-0.01880543548233919,,,,0.025759867167346264,0.11701373270878221,
PMCH,-0.01894285041032453,,,,,,,-0.028892411182343408,0.023670687262809735,-0.0053898111389447945,-0.03183358547922849,
COL9A1,0.037000624858125636,0.04370097164055882,0.17052809786362363,0.10331077060792301,,-0.021428346662369147,-0.07641500314898451,0.012528654749381937,0.10240797323134128,-0.01181570834242709,-0.05639848350533286,-0.05449467328168734
GDF11,0.0011371171794151386,-0.028723435916054165,0.005700866045118377,0.07538356400176485,0.014970434444915436,-0.02531003465537508,-0.020020863671774594,-0.024491998007685964,0.04696971100187168,-0.030688017702973386,-0.00035230563734746655,0.10516456438877436
IL24,,,,,-0.015291583580072949,,,-0.021541485559136618,-0.0235303014139789,,0.10333398231197788,
SORBS1,0.03946069957927103,-0.06379038168457134,-0.06347109360172487,-0.043569666920526676,0.05215236110710183,-0.019463755374235347,0.010589080513687529,0.06525580694169775,-0.016179173796969266,-0.04200545362087609,0.07212102169977211,0.13505116774516984
DLL1,-0.0009576083176278592,0.02321631246141498,0.005107202412836793,0.10901497273636629,0.01118552467630288,0.044345331784426074,-0.03390266733127478,0.030326192201491887,0.16567441177734957,0.05561903695771904,-0.023944635505351326,0.005957301882836072
TLN1,0.04682290755913466,-0.007048307546438636,0.056406120094730276,0.10984986673325581,0.0466515155290988,-0.07665776727876718,-0.014431909331594254,-0.011076644385187094,-0.09241099334813144,-0.05855112610584771,0.030445125863685085,-0.010620733189091172
COL2A1,0.06832159729465552,,-0.01167825383116835,-0.0003804054391621287,,-0.013124867693005826,,-0.028919636926783978,-0.026649926335749533,-0.016158790355749478,0.0005374017261284569,
SHH,,,-0.029605163590432828,0.03097578131491824,,0.014335151046503045,0.008007062278796355,0.06372839300085478,-0.010799938893168696,-0.04573716826230211,0.0008584243763803013,
PON2,0.06364719742745803,-0.03612726271611423,0.06578969371954602,-0.01906322243173554,0.0689972838941234,-0.055858523507034595,0.08162802913480363,0.06830817906559021,0.11330346114511412,-0.049560754151618154,-0.041857345444379246,0.019280171138657633
ICAM5,-0.018287243242559852,0.04588328024036921,0.021684582561386053,0.019319051994643843,-0.014475362715912845,0.03408462352893254,,-0.012412300416528221,-0.034323422679281644,0.03834708956859307,0.02083943667246161,0.1672285168867284
HPX,0.04509976936944211,,-0.0214674117457288,0.16759519524989352,-0.028742437845720382,0.0706080681262385,-0.025635740197991624,-0.05455500519654648,0.029213848381209623,0.08036293946146976,0.04646170541710106,
SFRP2,0.005359457617039395,,,0.011509568440361407,-0.015091442279639584,-0.024573351532993826,0.0012647961986707301,0.04388418019442532,0.06001885322600877,-0.04748148228264756,0.005101434577609867,-0.016617205680881993
CFC1,,,,-0.005825700224514216,,,,,,,0.0011750952761352012,
CD70,0.03830048294946975,,,,0.11796663186985352,,,0.028581944210832096,-0.0296123303983366,-0.02795622153285922,0.007113104018852332,
HP,0.0310867481527131,,-0.03718719826441441,,,-0.02847701587491293,-0.05388588886175799,0.0486958649736,0.06952313492261049,-0.0020116809172835803,0.019498180885373365,
CXCL2,0.03317509259259645,-0.00885637429069738,0.014216564249012848,0.03975587938331664,0.06743087910196252,0.0716046068232214,-0.02994227875723943,0.0387706027711852,-0.0348520471793718,-0.0045014684278433205,0.028620183885644367,-0.0604703561435204
NPPB,0.03558879527617527,,,,,-0.01611963709254552,,0.12620201493504932,-0.013802999496139204,0.01230281787944581,,
CCK,0.0357434098290806,-0.0041906668080550075,-0.019143213826584078,-0.08972091257874985,,0.030975786580235504,-0.026376971673970087,0.0636012478829103,0.03681185643532133,0.04703282866054611,0.010256676628294971,0.002787881896109515
SEMA6A,0.025029929935632165,0.07269762035063979,0.04308305134388475,0.0539192627189664,0.0020431571244954156,-0.029514606721471045,-0.0017164330397447412,0.03163074710739806,0.08239533879284698,-0.002328016543320119,0.03505948317766675,0.007526548727182239
IRAK4,-0.02774160540738279,-0.027106712495174,0.0840500295493766,0.08864876496155645,0.03400617042960319,-0.008632431180325296,-0.0060209661899982055,0.03696541556378967,0.052409579027907244,-0.005928048681619486,0.0006741506795742728,-0.04238909794017876
GSTP1,0.040222930363698235,0.018592754588928184,0.05654635776139894,0.06506664484926476,-0.017219352160260912,-0.004082910535407127,0.003294321668258592,0.07693967997813653,0.07462184737670834,0.02113417741081825,-0.0125145858540135,-0.016040720428146207
VCAM1,0.006169797189339387,-0.009840642978854505,-0.06009387313952237,0.14683018547441007,-0.029090907972724577,-0.03525314919401455,0.05187560155137049,0.000602803930125312,-0.02333129181852875,-0.02147960636023495,0.0689626332351074,0.03241713391875709
NXPH3,0.02431677884559564,-0.01038516522029121,-0.0076397695414780415,0.08534763601953926,0.06518814883314072,0.0020298163358980167,-0.016338790605059807,0.033915059561802026,0.014418384443048216,-0.00029050652643152023,0.05293413507261091,-0.05679685738833874
MTMR4,0.0003289789342611556,-0.006113388578233252,-0.022306307089158692,0.0282369723030841,0.04836077869738348,0.07505772388971609,-0.005080752944233693,0.0051003785397338375,0.05301331899419401,-0.05759052370131785,0.008483202586933757,0.07143980752481384
LAMC2,0.13404618143166983,,,0.06652337352578447,0.012575434135261796,,,-0.009216645476852829,-0.030901888232435015,-0.03043750270066927,-0.02393683237521368,
IL10,-0.03817850254701702,-0.02609982479581923,-0.03620088357384698,,0.028376819568202146,0.10156291005610261,-0.048289549679267595,-0.015846421785939778,0.005635323191333016,-0.047702352183932206,0.0403758278158334,
SEMA4D,0.07841584288803949,0.046511111351554606,0.03474479569849633,-0.005560718339920762,0.08385099102845976,0.03612238577976404,-0.08493322964369292,0.04205914811509159,0.1233187873542597,-0.012985076285422333,0.05203127412537183,0.06567649489387234
TRH,0.03395873403865078,,0.11572124537211419,0.08155920923583922,,0.02903189456035797,-0.02313920511577994,0.03517928013131705,0.058062311819529845,0.06258425379028976,0.027551924086772962,
SEMA6D,-0.02340177539762721,0.005860145318511156,-0.011633969116116347,0.07097517352080789,0.016463793398436635,-2.5422982512673997e-05,0.14562802057335053,-0.023905154357543444,-0.01039725567138336,0.0924675548495886,0.03059030396189655,-0.052506646369602616
CEL,,,0.14281665400196647,,,,,0.020843329887315205,0.05894140701071613,0.0035190886078303256,-0.025573239704134148,
PDCD1LG2,-0.04288393889296513,0.045029998356147245,-0.025552104428816287,0.08977136483232999,0.09958945322778637,0.002797432413800618,0.058260876972792155,0.006221748637434996,0.12359402119005891,0.02113508320471052,0.08796487962083577,
SPINT1,-0.01413249791499421,0.016277722992377865,-0.03065337961529759,-0.02206020570991763,0.008594408391236078,0.02785827137757648,0.037775801722597556,0.0836587499861032,0.034427787475813536,0.05049390250600159,0.002948133262363077,
CTHRC1,0.0698920367991485,-0.027335118112706263,0.07147852154083903,0.11840026006495295,-0.004619165745490129,0.01697012836801561,-0.025715904318498094,0.007630477978168677,0.007105919559893522,-0.01269192854164453,-0.0032595530794527466,0.012093772864694012
PODXL,0.11146145518774936,-0.005164501365409179,-0.02027913564921636,0.08914150649345766,0.06585444503801803,-0.04468854184344173,0.0432744183144375,-9.103555695475579e-05,0.07909084112836437,-0.05673971285565415,0.004404825920869209,-0.0815535663998061
JAM3,0.031171305963133326,0.022688913288566388,-0.009276004356220544,0.10996920368933545,0.05536608895829085,-0.0332769969551386,-0.04767356527283436,0.03254219310361972,0.020188045907073515,-0.014037230831198266,0.04977120342668579,-0.026603535382052006
TGFB2,0.008317202482617986,0.025872955892984776,-0.04074665213253705,0.017376116940669827,0.09393134199392617,0.0056962048727249425,0.05773628171186065,0.026015286797599423,0.07170638891274349,0.027061165156026332,0.041432394494245434,-0.07212261406125364
COL18A1,0.07183013418821671,-0.018256790182898823,0.026327704145140643,0.1372039411225065,0.11712059915163628,0.0037872572615579685,-0.04175739654318921,0.02804401912637698,-0.024874713328022123,-0.0873996123557789,-0.050831842760984895,0.0589774422259847
NODAL,0.00042682278216202383,0.01875977752922709,0.10570252980661225,0.1212370981214138,,0.024877729110307924,0.04708638576580127,-0.03220237181771146,0.04133932255123222,0.21150425587399038,0.005023928752591516,
INHBB,0.008873854815541904,-0.001201565582278434,-0.027858527886361943,-0.013188504223773764,0.07646515510169359,0.02551477695954317,0.03071817602871464,0.060299498970846785,-0.0495332357976398,-0.039492737819978155,0.030179993871206914,-0.06514311409254107
LCN1,0.1314342244222355,,,,,,0.053093817381518776,0.017037731559122273,0.03387093264433947,,-0.01678964566949483,
ARF4,0.023615737804067595,-0.009754102791325762,-0.0016732491357556451,0.05175849487007053,0.09943615128459894,-0.06321163469470929,-0.014726158668058193,-0.051842728015224084,0.07706344519541669,-0.07521065601543354,-0.0007663248101323954,0.004599470073965535
CXCL14,-0.023292888312776944,-0.0057635106752935835,-0.025843347241272747,-0.051610341261283284,-0.04757487708342069,0.0719591058475373,0.07504180757886679,0.02613305539841563,0.0030176329002929046,-0.04656883272557723,0.053274519312446755,0.0393046884107896
LIF,-0.028531768029967562,-0.02220963283511152,-0.0492334401704723,0.013148127911073778,0.0976799758200552,0.025272558625860354,-0.034633538033180686,0.04404261186003695,-0.0371152383007459,-0.0331731117602044,0.02157973737513138,
IL17B,,,,,0.14311037498659457,,-0.040425835951381855,-0.02980685845236053,0.11262686491997347,0.07114530150190707,-0.018983002636608997,
MMP1,0.028488103698097244,,-0.011492284666302496,,-0.06848333944492141,,0.013109941205396521,0.06279685664244547,0.010453591205043139,0.019047513234576246,-0.015458434243054216,
MATN1,0.07440391948702693,,,0.050721335493240184,0.009858311714340621,0.012060955471210024,,0.041726887656847185,0.02288190348607317,0.03382989527823324,-0.0172994009214819,
ADAM28,0.009013037549406903,0.07857490457070403,-0.05390887559487966,0.0719909770292786,0.0020157119842092374,-0.028705578290025274,-0.01515424104713809,0.04778215857127876,0.10364432960751568,0.0446773505129681,-0.005417203019927845,0.08032325591531751
