,UKF266,UKF296,UKF304,UKF313,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
IGFL3,,,,,,,,0.003448401062046936,
BMP1,0.019978294762003652,-0.05144412891117084,0.009798069919658618,0.33363364590612404,-0.014927479170798431,0.07652672469235915,0.008496087907152328,0.14645483847167345,0.14398977813990355
NDP,0.059243777845455634,-0.029703432505190377,0.016472578175218588,0.1934243321162649,-0.017882238003827763,0.03035530090667407,0.039557293744876786,-0.04775040248197788,0.002150720136454069
TNFSF18,-0.012399096386318198,,,,,,0.030613265864489553,0.10694389333773628,0.02700642654510607
RTN4,0.06890200185109485,0.05915789836897297,0.056084755540085365,-0.09963165936517143,-0.05449706191830732,-0.028553719592546708,0.055649073342833894,0.04520195802557136,-0.07768521576132953
HEBP1,-0.013054930148523014,-0.005891163411674987,0.05503919723014262,0.02337499053801363,-0.03909679906860578,0.018684004051602473,0.07138667238786482,0.021340918149628418,0.008861120402135351
WNT7B,0.024232749601825015,0.05937175548165991,,0.0777892216703361,-0.039257304880119887,-0.029408403818848527,-0.04678703477646706,0.01871126743217953,0.03958408273165561
PTMA,-0.0718624028142957,-0.00245201859766435,-0.012716616661458057,0.2764994465823282,0.055430411064567364,-0.0017276924205924774,0.12005538394922925,0.16852336149194583,0.023816985850237202
FASLG,,,,,,,,-0.011396458157960919,
CEACAM1,,,,,-0.01901833654163443,0.01914312293322616,,0.021799138288028142,
PDAP1,-0.032512332785861325,0.02831687996661039,0.045091988539599635,0.22335175652827824,0.062330268260609376,-0.03463554191010043,-0.08862959213193752,-0.03144409120223595,-0.0479178213703205
QDPR,-0.012561321168738267,0.04786203443550875,-0.07030018626734803,0.10358947844556218,-0.06714038187742234,-0.025804569929621678,-0.01008124864290265,-0.01008067182019078,-0.039078075165950306
POMC,-0.009878044727640563,0.013953133928571584,0.03300324323486745,0.12572408459473144,-0.0020245393231901995,-0.031930168688553494,,0.007467605902390472,0.018398314395822145
CCL18,,,-0.034390959643822924,0.05403718105017743,-0.03609377198105644,0.1325320836972958,,,
CCL17,,-0.01919842986876021,,,0.09473160333135594,,,-0.04058810215860254,
VEGFD,,0.02689682853784693,0.09034179830967749,0.052249651645370564,0.06787899260852158,,,,
TNFSF13,-0.012024536897312478,,,,-0.029841736290256642,0.04691654190251169,,-0.03387549231223301,0.002167663466800994
WNT5A,-0.04039012218403056,-0.017653692521682345,-0.019458114596045985,0.0813285633218726,0.004667802566152114,0.0035248324942558492,0.12593839909042903,0.1841505886525848,0.060452468824896445
CXCL8,0.004731795404504485,-0.013114031904163853,0.0587369741150252,-0.05174297747797252,0.08376859991504156,0.003068001217566257,0.1575507829220472,0.07038647523806689,0.10525884865654961
GRN,-0.03150436638962994,-0.047504950348260626,-0.01382669395892319,0.06204484515423272,-0.054142454277194246,0.09732645225725182,-0.0364250968999711,0.14838178846280406,0.005493845094827687
MIA,-0.021742681777108107,-0.016015628349346087,,-0.02931275356625225,0.05198455841739377,-0.004111302544299762,,-0.09728621526490691,0.07379840084216453
COL4A4,-0.011440815608752224,-0.015698123053603876,,,-0.030451330489579233,0.042330337452896355,,0.07404359033512484,0.07794691502515874
TAC1,0.05517437608718588,-0.03946765043563369,0.013612874544838827,,,0.013898605137874094,-0.020633301627675522,0.07567329734334381,0.010067165213012147
RARRES2,-0.004344846368818808,-0.035154451122634385,-0.011224382351526499,-0.25111169108346243,0.032569559517527956,0.058992198601739834,0.06441987043613297,0.02357570317191198,0.055392583612563426
FGF7,-0.019751807722559894,0.012720168121089994,0.010226935971031395,0.04201519054945697,0.03596795323770406,0.02679156863240788,0.0973629634949565,0.05836954837940006,0.049757511172599425
EFNA2,,,,,-0.01807565611721936,,,,
HBEGF,-0.052755778915016587,-0.0030686169663349245,0.09434122462646942,0.23443954389877958,0.020638798951361885,-0.002343426766745129,0.12094234046681637,0.13386251913533123,0.13367949836913426
CSF3,,,,0.017277764635703192,0.08729921638919133,0.054564725531064937,-0.07090433874290841,-0.04273301011921868,0.038615056905890136
PI3,,,,,0.08046716100012961,0.068053163680576,,0.01688736693058269,0.05316538110163096
PCSK1N,0.06373656649282465,0.029836514538046026,0.04013564145391388,0.020987068688085985,-0.06122283006799636,-0.10335714348479957,0.0010348472717389818,-0.15170787067197192,-0.02464746707702585
NTS,-0.013966636411419925,0.012725708898459847,0.02027878470285258,,-0.022021756880439048,-0.05843943973755119,,-0.06328176086127617,
SFRP1,-0.02233210954093606,-0.004404396939010745,0.09130416020436581,0.08692559467195644,0.06835459480546152,-0.016354786258842596,-0.041184175120757144,-0.006607402901522319,-0.026042496568271185
CXCL13,,,,0.03112841015612865,0.0386623630438179,-0.04564584330705631,,,0.2773074149295123
MICA,-0.029644643896977765,-0.03917952645117069,0.02420652249716248,0.013030214416693262,-0.05164835491703784,0.013324929415738913,0.07520687520017288,0.08697471829793858,0.07848324619813861
TG,0.006565046824676792,0.06624737333544227,,-0.001482442698221597,-0.027122200938019037,-0.023030311434437366,,0.09922926304398914,-0.044162670485693035
ADA,-0.03149430909909826,0.041057177376901566,0.06667782457259304,0.17456893120904288,-0.03677601913054795,0.09726265255289158,0.08758211089211537,0.1714728426480504,0.10744476601764028
LAMC3,-0.014765968200015394,-0.006897203528292257,0.011968153249023684,0.13472226519556477,-0.012897696897864554,0.12032685836447231,0.021111671050375067,0.11277072750957656,0.12098706485880639
CCL7,,,,,,,,0.04614137565886239,-0.006558822516034068
NGF,-0.015383929894878233,,0.06073401505311366,0.17502779070814312,-0.0178326888887825,0.00945660182548985,,0.21904875178831085,0.09269797961362639
TNFSF15,-0.01867946355837076,,,-0.03094541787836606,,0.02548766704407436,,0.09763217621618077,0.001132725509828321
HMGB1,-0.04297697741071049,0.01563143494858389,0.003431799756870262,0.16912148358761983,0.025584108203422412,-0.0020001262437180857,-0.06964615231435069,-0.10298689891107135,-0.10582064131735985
ITGB3BP,-0.025334182944600304,-0.009400923054523995,-0.011931336708867013,0.019920792046049036,0.042261498180080175,0.03741925931666011,0.0036959706832973456,-0.0008467039212114761,-0.03175342007401081
AANAT,,0.05656801407698395,0.05997109480787703,,-0.024324937421231495,,,-0.03826694577993692,-0.036833504477125134
RELN,-0.014870399301726815,-0.010092833727896783,-0.06631217795696852,,,0.14141846447944656,0.00980815445453587,,0.01328884198758578
IL15,0.014224151476549275,-0.016542673680819363,-0.007241790880001435,7.631976043266593e-05,0.034061091868661846,-0.024617719269258355,-0.07499211368357689,0.09027469733018659,0.052791941515252884
BSG,-0.016206348934642994,0.030795344007064452,0.01471541913547966,-0.07441234584511056,0.012412572015913463,0.04816700367410858,0.035369995799486055,-0.03854678633565844,0.09764813392813566
ADAMTS3,-0.02140884004401762,-0.014067817200617505,0.0218674480932917,0.03321782854809127,0.03293312597779442,0.03273105143808068,-0.04954234610781617,0.01894146234321001,0.044415683183306874
CD34,0.014517097883361635,-0.010653694589227328,0.06984232169947971,0.2476393306727337,-0.012761952376285201,0.13761007015976556,-0.04490655085845561,0.1310768992231752,0.027033552112217075
PLAT,-0.05937993603767537,0.00842048689524696,0.052492980271463534,0.04231062215723003,-0.06766900497432296,-0.01026961169423906,0.18783301816020123,0.08830114045129533,0.06320759860705392
NTF3,,-0.025853046194433373,,0.05874683830493041,-0.041861578558089585,0.030160892135556984,,,
LTA,,,,,,,,0.05432965286824811,
CKLF,-0.04382688896277,-0.04824342907420761,0.0008789773523149298,0.05520092341027676,-0.0876303840703804,0.04334094497142845,-0.10609435543737657,-0.032565327475943366,-0.014349359668413627
APELA,,,,-0.07471592056626018,,,,,
CD24,-0.0723782373446543,-0.04409469164620558,0.05734905971954696,0.3189036457154587,0.0011587305634989363,-0.05624352067776001,0.10902803805868977,0.004699577372904752,0.0354999097040155
HSP90AA1,0.07739337531731727,0.026421864946834687,0.05476031901127265,0.02374263841421958,0.09654361996392398,0.026496757224556126,0.06686168885172035,-0.04430603979755126,-0.10872593209588048
BMP4,-0.01572267538278613,-0.044333686161200744,0.08871475903717203,-0.09245101092195253,-0.010317736022456649,0.022452688246113493,,0.0651204280808483,0.02791553277092617
SCGB3A1,0.026749863607978305,-0.013509339907984851,-0.050623490176715184,0.0894518110233026,-0.009471987058249014,0.07699422749492714,,0.05224464430006461,0.10779519672522853
IGFBP4,-0.01942825452412674,-0.02426106274841863,0.08632317170705016,0.27881838404474324,-0.020264240733579447,0.13637513637811152,0.13350071802648436,0.24505240423543437,0.11815659469918156
RSPO4,,0.07002169642969293,,,,0.022719407996294915,,0.016974291752018037,0.13495377913395637
LEFTY2,-0.03809934940454328,-0.014813154265203458,0.07674572080111562,-0.04582749655071283,-0.02078375693310031,-0.033049884050707856,-0.0050787412588320585,0.08562537602041226,0.049359833388747186
PF4,,,,,-0.016567590267403284,,,-0.025049987035637693,-0.009079140469818975
ANGPTL2,-0.029489353204517933,-0.05249236624041724,0.01835195735224363,-0.09447804849687791,-0.05924380513380194,0.01452386284334672,0.0005830449453767052,0.1272797252731354,0.055876822777314865
LRIG2,0.029954861154023262,-0.029965634125988367,0.0009454512821393442,0.035701777829506086,0.05865162431273267,-0.030185317936415615,-0.02515776834927644,0.06283126614568293,0.023424005199958478
ICOSLG,-0.005095129522577454,0.008500672248682409,-0.004004380102862302,0.09160165768099786,-0.01980504577356859,0.04084692794642986,0.09654164063178985,0.11178684220756933,0.0292410470767829
WIF1,0.04597568316460979,-0.013617129075648585,0.13648810634024192,,,0.011224496525596978,-0.041712442033769226,,-0.04292789165322368
NPPC,0.03960653046439619,-0.018774673703484603,0.05033714094200343,,0.04969703143749419,-0.01896515148325205,-0.0628816760027926,,0.04760052579876387
LYZ,-0.02733095726831099,-0.05957924205647145,-0.022806982757980657,-0.009173305466000354,-0.021645606441459842,0.07470533070028786,0.007152866735961746,0.12527808302548016,-0.061981929621555534
