,MGH258,UKF243,UKF248,UKF251,UKF255,UKF266,ZH1019T1,ZH8811Bbulk
BMP1,0.006845994788004282,-0.03857181763311063,-0.003883736970989887,0.012013618090365056,0.21721218393598285,0.18892701678702897,-0.02859564440516805,0.038968840279291136
NDP,0.03303528159939883,-0.005408450417992157,0.037484638238529676,0.0043866771710118265,0.06655040642923903,0.0013280432500294601,-0.012623355733326383,0.0276389587057989
TNFSF18,0.04233580598077445,-0.03255298688606456,-0.01226391879676235,-0.018874196787211597,,0.04434224738562544,-0.07114531176247518,
RTN4,-0.05752713859752812,-0.037333848443438185,0.08040125202186016,-0.007970079405611941,0.07073925454992995,-0.31860670276103953,0.04464015964285804,0.025215543532693868
HEBP1,-0.024988958864253872,0.04583496710996217,-0.05556026677568134,0.02863885691899935,0.0036464763642978506,0.10588703304059674,0.013025202819008526,0.034136864859499495
WNT7B,-0.028295845152414376,0.036301871176341656,0.07106467302043798,-0.04046455368082031,0.019617886623630947,-0.023294735062218522,,0.13060951032509152
PTMA,-0.018383719862468256,-0.0021354512714574798,0.101140417545543,0.06769521008846266,0.3543474688024462,0.4096978894418362,-0.07241236193663467,0.009410390582927915
FASLG,-0.03267131361015365,,,,,,,
CEACAM1,0.05561212377788341,,-0.00926845482713292,-0.03105411117100839,,,0.06775044182311997,-0.017297485241029788
PDAP1,0.0016013267153620764,-0.04804724773925309,-0.01296754001208123,0.05729080246025857,0.046864916643915885,0.13818485292041138,0.08544198111034476,-0.04607682176517483
QDPR,-0.07871172597995126,0.010936240644250092,0.027907305891815948,-0.04585745074681668,0.127214453835217,-0.14770151483210833,-0.003617500886665227,0.053163119421876286
POMC,-0.007233927618615398,0.036984540821246754,0.06394711429041304,0.0037595688293808327,,0.0009326126625747531,0.02615675089296337,0.023447400177010316
CCL18,,-0.04365623205838175,-0.011121571357912216,,,,,-0.04223931352556872
CCL17,,,,,,,,-0.008393621102331375
VEGFD,,-0.00165318485930138,-0.0027454859224857464,-0.04447878388582999,,,0.060848879466441436,-0.017297485241029788
TNFSF13,,,0.0554360829610148,,,-0.017231564265737537,,-0.012186630052584526
WNT5A,-0.003378415160117703,-0.06375024858125547,-0.0040507561341782275,0.015065701243242214,0.1920717218713063,0.2795200179586853,-0.07128188158644908,0.049186174774670334
CXCL8,,0.02167781517911363,-0.05098756020612242,-0.041647296889092564,-0.3128567090502667,0.0349495447550993,-0.03245408226248839,-0.13216491979032974
GRN,-0.12713618309758432,-0.09880415567518805,-0.066898607319127,0.05351364822417382,0.1725865626757207,0.1030517563090512,0.0078087884706588544,0.0340711668749684
MIA,0.09506140024381317,0.013297341215978836,0.021125536170430198,-0.031020438481570076,-0.037017634788246746,0.14294940786149354,-0.02318137511765304,0.032522204208847494
COL4A4,0.0033406743973928245,0.025944664149131907,0.04785701685148261,-0.05630964138788071,-0.07252888515078129,0.19619577118413434,0.03951634500696184,0.13475998590414506
TAC1,-0.01906812511173309,-0.03391342163615602,0.08815428809283725,-0.02178231773505251,0.21953095414868545,-0.21941247458576954,,
RARRES2,0.06634927638973621,-0.07414219715595909,-0.007227740101316577,0.026406569967370515,-0.09238273401461547,0.07514081428146888,0.10230297212111852,-0.08514643146543101
FGF7,-0.0011610107399338382,0.007187659287717676,,0.08339866183203966,0.01616470785681308,0.08709490421860958,0.00963556112854173,0.06331790641887348
EFNA2,,,,,,,,-0.016440102120659054
HBEGF,0.05402606151875585,0.008770931316330787,-0.04344580259775864,0.0559669700444072,0.02052922632384921,0.19824281991122866,0.04302724856374921,0.03348354430793046
CSF3,,0.02434261134185488,,,-0.04107323172232548,,,-0.07769041672693734
PI3,,0.017571539546941482,0.0007151813099790087,,-0.14347262087434592,,,-0.1261365010628207
PCSK1N,0.1304028037773072,-0.024507171919336906,0.0723319863097629,0.010773777321206258,0.22582571984763422,-0.12767525511993055,-0.018824199149892428,0.028473636508505797
NTS,,,,,,-0.04283450833801003,,0.0425013851722355
SFRP1,-0.011310013048199022,7.091990586167494e-05,-0.01650752998344516,0.04064766714277689,,0.15847355826734172,-0.0734385943418347,0.017104949280435766
CXCL13,,,,-0.01458371271598996,0.03389224513469892,,,-0.04223930892874866
MICA,0.01749589587621999,0.07932354097442203,0.043340034991038445,0.019778650620232117,-0.06914897064049484,0.03427544517710053,-0.049008856163138784,0.021034080596611073
TG,0.03776520536444925,0.0199492200996951,0.012718572013045598,-0.003954334400303853,,-0.04944231436708423,0.09484987256350592,0.14392817523648815
ADA,0.11855558736776918,-0.0165788904536524,0.03825415517967934,0.017043236762475066,0.057411912795726584,0.12405281466956476,0.03334755611812042,0.035152932924664954
LAMC3,0.06639517107510953,-0.018659681629495394,-0.006462403199533586,-0.03063491700307682,0.11510743360174738,0.15419197640573587,-0.04034169039563856,0.05642945558856273
CCL7,,,-0.028258718366259553,,,,,
NGF,,-0.028527620893189304,-0.03320611309809146,,,0.012856088922989407,0.01522528764133174,0.08402811834185185
TNFSF15,,0.03076987742475755,,,,-0.030467620104177456,-0.04741048096104597,
HMGB1,0.03170999188364965,0.04217130562913879,0.07327825231633887,0.018376949980110163,0.2764086334668543,0.23510486674657943,0.013314952274607493,-0.04831837662860251
ITGB3BP,0.07216323359943616,-0.007493225597773478,0.0012539255038649987,0.03968139209564204,0.019729033638506577,0.30637467618968267,-0.06442245785211527,-0.03602105633880589
AANAT,,0.007837720162380043,-0.013747100557203754,,,,,-0.022123924724520887
RELN,-0.026778031937969394,-0.03735188936826927,0.017046565658653,-0.04396492662739336,0.054045106129212296,-0.006640772805664051,-0.0007333472761157453,
IL15,-0.017499059427043943,-0.037704492565916015,0.003517254725145758,0.00810901197910405,,-0.04076407098019086,0.0666115670587951,-0.040110469748766864
BSG,0.1043089458849929,0.012182333480181747,0.06102737823942458,0.0560714338196646,0.08251645283325243,0.1759904379937125,0.06255321186761552,-0.02284115005434344
ADAMTS3,-0.01688871848345778,0.057936167502318184,0.044703089791052156,-0.02771595548852963,,0.027382048437329443,,-0.02333151651911328
CD34,0.03516892321025364,-0.03554448010885006,-0.014035502196182936,0.029349443039862602,0.09193082280219576,0.10742218078618185,-0.01807307982214901,0.05418699219902659
PLAT,0.12326928560599515,0.002439884442319772,0.02015275163416856,0.018831706730523912,0.2982369542202584,0.24122633802092638,0.04673137304867033,0.09252478257870225
NTF3,,,,,,,,-0.011855843862344412
LTA,,,,-0.00857073031328811,,,,
CKLF,0.058670869990659735,-0.05530309172744525,0.005468492085270214,0.02441002654870789,0.08219714812484744,0.2519598321289376,0.04558158093388353,-0.009750265141934722
CD24,0.005037274322272448,0.048540498901475486,0.04107284532673173,0.09848283884932171,0.13890545678015667,0.2234978644547976,0.06401785594078412,0.04509014188355926
HSP90AA1,-0.0573885812552509,0.014331290899143903,-0.02441361997682841,0.05595008594199054,-0.1761963656615493,-0.2832960303105645,-0.026466788454160665,-0.10012580242626823
BMP4,0.06329234238598368,-0.05084972641921005,-0.005875966685550859,0.09351877478943289,-0.019477873973684137,0.3350952644834679,-0.013698588371154855,0.06993953298355218
SCGB3A1,,,0.04254680465942628,,-0.009176571950869912,-0.02278182850811669,-0.05821085424861245,0.03401838153660306
IGFBP4,0.06140465178067414,-0.025902170858468392,-0.03639421947705658,-0.025870906122984788,0.07080374081253012,0.22541813533806904,-0.0032452050911407427,-0.019486536902565237
RSPO4,,-0.03484941368041621,,-0.009300134342691575,,,0.012211417975665946,
LEFTY2,0.014475774187529197,0.04792663093921843,-0.025683729023171228,-0.03143550613003665,0.14171968824101874,0.18627986520963205,,-0.0189031636923887
PF4,,,-0.021732337824640197,0.030326072795287054,,,,-0.015068491794877488
ANGPTL2,0.024826731597060572,-0.00807678815471501,0.01914991119200312,0.03875354789096573,0.28392353168636597,0.33413908806149245,-0.08181200437366949,0.09292725879724932
LRIG2,0.0368283797218023,-0.021934278281290537,0.04068398672018405,0.020980726084228397,0.11305604796421073,0.21418799249923884,0.004641233014086782,0.022595918766786627
ICOSLG,0.00032588424587726513,-0.01469962116219131,-0.01377924726604486,-0.004908681094936171,0.1359537030456539,0.20891021716799857,0.08036442545655156,0.033396750320318594
WIF1,,-0.0009861187730912022,0.011871259530258091,,-0.04786641659966924,-0.2541646644191065,,
NPPC,0.07080733059991744,-0.07112258674968545,0.04122209174093169,,0.06155280144617474,-0.06293205245381836,0.09099722336194252,0.05779316782484715
LYZ,-0.028054700277825088,-0.013516811891377602,-0.039260981499074775,0.02444090330170376,-0.008952153672180376,0.06384448171524641,-0.07425943032780467,-0.004230333403100145
EREG,,,,,-0.04744600405328548,,,-0.04788077918984404
SPTAN1,0.07356701999005547,-0.034641982784370216,0.0790567892115179,-0.010206200715741656,0.18617985730280615,-0.10053394737404887,0.04955623738326183,0.08372145967374764
LIPC,0.059604490775018525,0.028563883333500625,-0.02469900980791823,0.003045810847566938,,-0.06321462163713053,0.003105824789269593,
COL8A1,0.00902833604617408,0.046047673989816955,-0.0627936644432976,0.01709020453081506,0.031108308962025214,0.16291546476618465,-0.01112958225818821,-0.03425942300201077
GSTM2,0.04039483165123762,-0.0056359833099955585,0.046188174503153476,0.08054817252157702,0.016686768090493194,-0.034471511002356556,0.07401095637780794,0.07109366639211025
SPX,-0.039260781220412336,-0.029240049659274646,0.022019966920629953,0.0036443373538645324,,-0.062365696400446556,,-0.018709458596671214
MFGE8,0.009047977127759663,0.10161141516137388,0.023363498098442462,-0.008622924916460327,-0.1083250002840706,0.09911511607138768,-0.011982750485840802,0.03885468467382881
TGFA,0.010151957172958227,0.05888970590970502,0.10019166912875664,0.036465808705512595,0.05550285872907089,0.1521561780273706,-0.0003825959125252105,0.04030784494894162
SLIT2,0.03534667665002734,-0.05318571965096404,0.04956470522191782,-0.058121363280819675,0.04511787380483353,0.01391051264197912,-0.05556501331604362,0.03548650436824431
PLTP,-0.01055771840557336,-0.04140886206984929,-0.008603656787090656,-0.0337991004913816,0.14946147008987254,0.10688753699899661,-0.008527432819328652,-0.018516107676038177
APOD,-0.0820485222672812,-0.13722587962709631,0.009108756525151852,-0.027265957000352302,0.30286381651214955,-0.13813569582345556,0.006350302695726484,0.10397970936551644
B2M,0.0633876763854094,-0.05765420564323294,-0.03882204694580241,0.01639557761156335,0.12942166236336472,0.1433972473343746,-0.07457771821690522,0.046793117861427744
OMG,-0.06854907381701171,-0.05296573427921417,0.06575422698498233,-0.017232928432536064,0.19829849943255376,-0.1152790821545705,-0.03858526609700725,0.08847628647745807
CXCL3,-0.043570598815369524,0.016087385541453756,-0.015498080754417318,0.00860984244238396,-0.09063750956336807,,,-0.061868862906085634
CXCL10,0.01516360054275409,0.03000640058421573,-0.012078046092171325,0.06529931161633998,,0.046890908468518636,0.060424648917127836,-0.020211215799789534
RSPO3,,,0.06445026729790139,,0.07792123469034501,-0.018758961196456043,,-0.013434476025560683
CORT,0.01067592649931198,-0.03907233279959337,0.030434349469608983,-0.02220895584759549,0.13254664248570017,-0.05299593606000437,,0.11174732726617376
NCAN,0.057115990358408,-0.04476560195766473,0.13388845003416386,0.025222367925890114,0.129605551239655,0.190241454111772,0.02803550992226909,0.14131545379055865
PRG4,,-0.04216792878345441,-0.019388537609536367,,0.07630933873658652,,,0.05051758839420817
ZG16B,,,-0.006617443644489823,-0.033991801928077665,,,,
TGM2,0.00344098890254015,0.060014368367036185,-0.08351396785136798,0.021219893832510477,-0.045507950211198085,0.0007385351850430806,-0.0013284173675836663,-0.08479398301746012
VEGFC,0.03387963191032573,-0.038261436797458324,0.05034595002376496,0.011828190678366948,-0.061567875859190754,0.03996960928389212,-0.06109418661945203,-0.03159414829607347
WNT6,,-0.022344339674545775,-0.03400053485987294,0.033007679953421354,0.025935531379272844,0.04432641991190894,,-0.00017064749931221973
NRG4,,0.12797523528479351,0.012165441698117693,,0.060017114494402814,0.08598521217393713,0.02483505706034511,
