,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,,,,,,,,,0.04805292779422155,,0.07979142801879481,
BMP1,-0.04892256941133769,0.03470072137928361,-0.006188391137917053,-0.040034882381044204,0.06846253984172102,-0.04792932121505849,0.035296532008279695,-0.013792487634337608,-0.027004847320686788,0.03262592624861254,0.03830745136322927,0.04316737840082138,0.14259520420925775,0.037664214962413047,0.055247986116142095,0.022269746209047446,0.05069226497540997,0.029873053733557364,0.05068018318673365,0.09778662965854326
NDP,0.09210455800438581,-0.010725557903633222,0.01784794524097061,-0.016000560064029903,0.03262123506671009,0.012084814066931597,-0.034368017840848475,0.017796979842769744,-0.015561691048683214,0.01094968303957908,-0.011407526825240712,0.12212408001933639,-0.15156042946843598,0.03728368273509695,0.04277305178454679,0.011634395465398137,-0.03174416462754912,0.04384216614665667,0.044072705689735175,-0.013728856827946147
TNFSF18,0.06170632323596489,-0.02020366315038146,0.004674217313508033,,,-0.01523253812214898,0.022560931431771063,,,,,0.0692432282665727,,,,,-0.03294553276074872,,0.025047980248750833,0.019805838595729347
IL36G,,,,,,,,,,,-0.013552785736145701,,,,,,,,,
RTN4,0.030655038581478722,0.0028499298677852275,-0.0038791556267995697,-0.015014453388942223,0.006714491562998709,0.07372079820732585,-0.022027672312972542,-0.024504274499513676,-0.0013612280068073036,-0.09950483823895757,-0.011215112393306192,0.03644948564971915,-0.07435830262802509,-0.06391394695693094,-0.01393010982810854,-0.05460704234140335,0.008228586695826802,0.015890433102553423,-0.07205727033200994,-0.009052437441485657
HEBP1,-0.04195073089070764,0.05380950355535679,-0.004612032141356105,0.031153019544534335,-0.022811562330669954,-0.09545812580276176,0.012100641888232209,-0.023567842570171336,-0.01893148224570894,0.052125122964235604,0.050786657843238214,0.08770310866121818,0.07356595704677224,-0.02709899084388663,-0.004228900183495278,0.06209223677470608,0.03762745367463876,0.041050793585983604,0.06376612562798308,-0.03415335271072993
WNT7B,0.06921794821890562,0.0011224235642792078,0.040129961063612066,0.016138852699003017,0.02364779799318885,-0.016634358517890566,-0.01376086150175493,0.0645661591975307,,-0.002734673060530207,0.0074925912394384125,0.05498394341923823,-0.02594529452185746,0.0578236560054447,-0.03778069269368053,0.045050632610427,0.03376781745501313,-0.029252635209750924,-0.0455014070268075,-0.0511921917677854
PTMA,-0.013143126019937243,-0.014474059880833947,-0.008482133930809365,-0.0057355283650596155,-0.01754874291632823,-0.09193982128167996,0.00502302995703101,0.04355637319939977,-0.051262609362654095,0.10092863284769502,-0.008070244790095826,0.03566009614576801,-0.015095650996412127,-0.08434725870028946,-0.0733274180458378,-0.06845477174282343,-0.0050117385753940796,-0.058436625499817284,-0.022827004585186144,-0.049325689926952354
FASLG,,,,,,,,,,,,,,,,,,,-0.03443256899494211,
CEACAM1,,-0.027694779977391334,-0.016246411544347864,-0.02452103284547419,-0.023094455359468708,,-0.023445742479554974,,,,,,-0.03428196457015856,-0.04294609923578625,-0.010320240489558976,0.04762783500224879,0.008033169565125878,0.002688326673731898,-0.028962772624874445,
PDAP1,-0.020517080589265293,-0.00476225032527578,0.030869879983887943,-0.027123923303404834,0.07234838833736211,0.0142947426635969,-0.05709176121383238,-0.056823336315896256,0.04558628694685892,0.022559203065427188,0.026873654061369347,-0.04079117239041245,-0.07292779775851671,-0.012810374728787191,-0.014904905029476794,-0.04200704016602,0.04734829111493201,-0.024498308663517824,-0.006246016734595882,-0.046816894369133714
QDPR,0.0231114402390766,-0.011546236915090905,-0.027690412548110246,-0.0037373399123445694,0.009140510069553145,0.03365298531575993,0.040258921226972985,0.018428356888543548,-0.02673628283975197,0.06362598727704039,-0.06015705198742957,0.047243725384115594,-0.02365985826881693,-0.09833660615717259,-0.013986026973074994,0.0587550204459896,-0.009847899195722194,0.03156927391360968,0.057579440524639675,-0.03769174875841449
POMC,-0.03789496469795301,-0.030317718319717652,-0.0288672813196071,0.030337785195640427,0.0008704625815928298,-0.040186507823120436,-0.017297333974153135,-0.031672715465842806,-0.032371699430832825,-0.028037939847754555,0.01949431635745014,0.14474743538917864,0.10001089305692933,0.00037894377390922416,0.08862774169001691,0.04604948540554285,0.032201111234217275,0.06511345833288437,0.06330249367230473,-0.03392250626072835
CCL18,-0.0008933961333697542,0.12057506593511835,,,,,,,0.017849989438875155,0.12814706695996037,,,-9.798069532277834e-05,0.06551532795551653,0.08095893727958843,0.008406972818212302,,-0.00755745328311297,,
CCL17,,,,-0.026245533572950324,,,-0.004030017110789871,0.013603582259916492,,,0.014283387323647569,,,,-0.02607160708143178,-0.033441310871145935,-0.015704283293478914,,-0.001523383365251856,
VEGFD,-0.03993223588881609,-0.03456047967200811,-0.023269725030028512,-0.009195455866913777,-0.005883052179956151,,-0.01980862269667508,-0.013186539190638922,-0.02241637428688293,-0.0189435655514867,0.09015245066448836,,0.007571244146690525,,,0.00217652837081256,0.034480218480749614,,,
TNFSF13,,-0.026080446999784564,,0.045353240532194174,,-0.014772384291778885,,,,,,,,,0.03475361414964743,0.047887625020356,0.14728019341339568,-0.029524878253954428,0.020528868654159916,0.002408590281075106
WNT5A,0.061379612083259816,-0.0015946473800465314,0.0123434552293858,0.004002719454221729,-0.006317281149678915,-0.03272452854522296,-0.02408922136064579,0.018454703501243067,-0.0014631023730361317,0.046246215922310256,-0.011941189988125107,-0.010369948293425236,0.07956774222392365,0.00786836481530854,0.019423295191138314,0.05907844561541048,-0.03161303813931705,-0.013529490535586634,0.07781112622577413,-0.017674954399080126
CXCL8,-0.009576710489058745,0.013161170014706071,0.03644420789980246,0.04617037281710765,-0.06477394700741837,-0.021012758530684194,0.02933499919430565,-0.012279878664108807,0.04162509798011875,-0.004697780076574471,0.025048586258214243,,0.032471344925742086,0.013331031103977375,-0.049523045373972674,-0.10368820783837479,-0.03477336661960238,-0.05753849299970359,-0.016027067700714888,-0.05656693400886781
GRN,0.06706103297438304,0.07352574482715069,0.0564340549586847,-0.014822442209010937,-0.02646944591196813,-0.04097512534857591,-0.010172009993146443,-0.031313782653182715,0.028040515577861403,-0.011375341365420314,0.015417839448878305,0.10626131180458188,0.24239869015921375,0.043788795103242524,0.10174894928353831,0.017043432448886633,-0.010199289714532815,0.09568111535406769,0.08573456254717982,0.055003304939057904
MIA,-0.019639089924813967,0.013950413314068315,0.12197337840995083,0.0041704458250773685,-0.002931715145404778,-0.02671131981948395,0.026704823370349327,-0.014996911270056177,,-0.025690878154668858,-0.01817242864414271,0.08818170487463728,-0.04276676149429476,-0.00040595590691426477,0.08079318059106445,0.14762636396747927,0.0943986047324513,0.035632906353565724,0.09569862983581585,-0.05459002452744066
COL4A4,0.04929837692197106,-0.015214916606367026,0.04337202612394593,-0.0426952602657592,0.040956553519732784,-0.014055271003546414,-0.019411034026884794,-0.02519361826890523,,,-0.017627929965536998,,,-0.03849766998406786,0.010341664750205792,-0.026500000911943815,-0.023127883380592698,0.03427418191084956,0.025065415277800356,0.010031755241500061
TAC1,0.030565853511740047,-0.017088628377702798,0.009687442349093781,-0.00486302860152122,-0.0175183713631424,0.09322936556500151,-0.02850671546190357,0.03123243236669653,0.04294348918537306,,-0.006604560399009082,,,,,,,0.007887445679284785,0.07997292512920026,0.01902191810438677
RARRES2,-0.035209339209959674,-0.07237184973121173,-0.0006009893086618505,0.016201646064053506,-0.015674196290203297,-0.0015161545949758735,0.04523885955180468,-0.004072924558543844,0.038770051839807425,-0.03786373796304688,0.019129466166532747,-0.040579164561790976,0.0869746594727358,0.0569929526257761,-0.009150467988653443,0.029265832918706724,0.035222350178106404,0.04636277782532914,0.016050197442080368,-0.016644796557575683
FGF7,0.004163312601037203,,-0.026264187453123776,-0.04652264339358048,-0.042306393942428716,-0.0402847703736643,0.03613601146112743,-0.0028279320649083365,0.10565752415956443,-0.0318605035273643,0.03616954920592503,0.04765814014243188,-0.10116033826857238,0.0652409701121895,0.06144164476130407,0.020742645059200496,-0.018133231539413007,-0.02322459588436585,0.041187704293133114,0.022892212279575806
EFNA2,,,,,,,,,,,,,,,,-0.03345341162433505,,,,
HBEGF,-0.00486976221174536,0.05597046919469041,-0.008632115268232597,-0.015727605928904636,-0.053135839470152366,-0.030872474308654724,-0.014952379898765522,-0.01724522186014768,-0.06672478728368877,-0.0034660720562281846,0.015968417696687862,0.14034272916167762,-0.052689983789492065,0.07587017150088206,0.013201087998838216,0.012740827503488188,-0.026932392731644567,-0.045669543887258746,-0.00746026243603468,0.05741182964839382
CSF3,-0.025450577545085205,,,-0.013142445883888739,-0.056955068406825536,,,,,-0.0014107321162930885,,,,,-0.03389780253855787,-0.05555055547421126,,0.014832553073724376,0.0235227575120604,-0.015387802237090348
PI3,-0.04762139324978149,-0.03635907019969383,,0.06418868348888991,0.00031231802508138577,,,,,,,,-0.005836789985815487,,-0.04823794544847986,-0.10671641823921946,-0.035787125217552604,0.02751415210396937,-0.03531723422327658,-0.023973719491548234
PCSK1N,0.04855195193773794,-0.03387076131746177,-0.015587490893975342,-0.018103904516078264,0.052719646736544286,0.07640629719547971,0.04475804169949498,-0.041746239476119364,0.03555585963558028,0.07732020791284924,-0.042350579250495846,-0.010196426930181085,0.11720325162151933,-0.016112066841015148,0.015991950489019052,0.03134092632222334,-0.0305832085401834,-0.030031428676380062,0.05476757362971965,-0.05219256448395749
