,UKF248,UKF269,ZH1007inf,ZH1007nec,ZH8811Bbulk
HP,0.005757787574543467,0.03794045374230156,0.04583220223289976,0.1354752581109773,-0.027194945649462364
CXCL2,-0.03677964985412182,0.01537960881661251,-0.0446446735762015,-0.057934377951385084,0.049545033757795946
NPPB,0.020847941557111466,,,,0.0034290860545563824
CCK,0.0571382830944859,-0.10078330004227644,0.0938020226161832,,-0.03299002458755963
SEMA6A,-0.0421090526734286,0.05108399775662561,0.020178094845978288,-0.0972487755485466,-0.02715576920934164
IRAK4,-3.7510245448047004e-05,0.058207283641844215,0.028160853915318095,-0.10409958258927116,-0.04708944433623617
GSTP1,0.06573667743451254,0.028762997420039422,0.1519479339411445,0.044151034166694546,-0.01434096072353167
VCAM1,-0.004315166579609426,0.08744852503555173,0.01794464646595632,-0.046170157018797904,0.0459421035692008
NXPH3,-0.02751875085303919,0.039694790347038204,-0.0012825762155530863,0.035075691380884844,0.004631943814766137
MTMR4,-0.01561550391933543,0.07240403774877856,0.028225765997052583,0.02409580398009452,-0.024927756855704034
LAMC2,-0.013931306695022794,,,,-0.017337143316139433
IL10,0.008192887687382968,0.018775372169494903,-0.03150650275704589,0.006738659167590153,-0.04046257882151617
SEMA4D,-0.030234607311315442,-0.03859038127736455,-0.03682774120460141,-0.07938397835258282,-0.03424947521102407
TRH,-0.050611927424230964,0.01927854823437112,-0.004151055854590888,-0.018546059572119918,-0.022820138288972655
SEMA6D,0.02575631811998005,0.019316610658790367,0.03669177015557221,0.018269816566717022,-0.035855080383112164
CEL,,,,-0.049871836274206285,-0.02155303713563216
PDCD1LG2,-0.03885856687135279,0.00862353025580984,-0.01369000309655756,0.036921791367956334,0.03745899015982454
SPINT1,-0.015050931722732043,0.06944126073097098,-0.023432141211564183,0.020279656412001332,-0.04046459247254473
CTHRC1,0.043378240325788464,0.07211786085933596,-0.08833584882332475,-0.09679860246800322,-0.00025582426697394776
PODXL,0.007680744644948131,0.12952233650394304,-0.0010982541144129753,-0.165775927650892,-0.045521364064725164
JAM3,0.013088812850867191,0.09042274123459793,-0.010059106585853073,-0.11795455818414806,-0.003616154134150885
TGFB2,-0.03348333454221993,0.1311226825810213,0.02700264787305241,-0.06559157356088682,-0.026945498083243962
COL18A1,0.02342790264083609,0.05153694141706712,-0.12028758853546456,-0.1133810480203099,0.06604986031173254
NODAL,-0.028624933982272303,0.06628798484166079,-0.039935671608056555,-0.05837754849952798,-0.01630683957889813
INHBB,0.03294161745145234,0.055836481938542536,-0.022768600288417807,0.039855571892963744,0.05782281276828384
LCN1,-0.013931309829623524,0.0729973677150277,-0.03286386146955476,,-0.015399747435923315
ARF4,0.014442475439564869,-0.007741307525033248,0.023509769570132392,-0.012354485225168192,-0.019340842540745428
CXCL14,-0.012087021468956308,0.03525186197621092,-0.019985544320039402,0.08922260994762808,0.014698377949764588
LIF,0.006991875791168534,0.06853901927784836,0.007532566751968333,0.006662971386219601,0.017006410941756075
IL17B,,0.049978827986261916,-0.01884849340836295,-0.06868493409667077,0.027238366782907673
MMP1,-0.019206611101558614,,0.013629219599509657,0.03970978027725319,0.08866721690924
MATN1,0.0003734814177613619,-0.013903508260799382,,,0.003122150567511852
ADAM28,-0.07631879390680152,0.03357966236439018,0.023400510548299065,0.0020626492938188683,0.08329413435377223
TCN2,-0.020514057244131093,0.07717417225529592,-0.0708351327056727,-0.060454091216199456,0.02357013966648987
THPO,-0.02383445597901316,-0.02705804805129273,,-0.06604487284089194,
CUBN,0.10603889249317124,0.06096620878352991,-0.05975998312803184,-0.0064872410055207275,0.03370794415483278
TIMP3,0.03335104289360052,0.03043888217525709,-0.0729071487582712,-0.1722075892228271,-0.014744212672878588
PIGF,0.03451581208678122,0.0762170557265757,0.023520365085060314,-0.0415811964288573,0.013740859145110636
CRH,-0.01632218810635951,-0.02039229943374788,,,0.03867916030825425
BDNF,-0.019651269819104436,-0.051617175448421725,-0.030200448378544374,-0.00812894084781311,-0.03639688886593716
CCL5,-0.015883551163881057,0.07505871699805013,-0.0402236923749306,-0.03307164185344079,0.05739020031839953
GAD1,-0.01839018746477644,-0.04967802257848086,0.07960852902347294,-0.10819945196953235,-0.05023146662264574
COL14A1,0.06944482861548532,0.06141846084881696,-0.027837649970793327,-0.10198223791975453,0.06481770704938494
HLA-A,0.0023776850528984656,0.09811136893790115,0.0055349406932033215,-0.006926609688879406,0.05318315026659431
CD5L,-0.01632218621800667,,,,
FGF18,-0.014768628389685377,,,,0.02676002917442166
ADM,-0.05470222787653919,0.09618096296374426,-0.006198386175587496,0.0831786613665019,0.039782963346835516
CCL15,-0.027232121903963707,,0.09578979624387635,,
GNAI2,-0.019119974844980583,0.11065868608359813,-0.10280808403608852,0.035144765071490405,0.05015342674319961
HDC,,-0.043404098894084815,,,
COL11A1,-0.013235652185576098,-0.024110050035760566,-0.060261804644853,-0.0972910152245349,0.04580781767072246
NUCB2,-0.023792988752175233,0.040767502625225494,-0.0175718775628218,0.04489414288217277,-0.041144658628847516
CXCL1,0.00046261835392972524,0.09237059110535069,0.17353953017408724,0.04647481444695944,0.04409956945477471
VCAN,-0.03108088083083312,0.034679370825810046,-0.052992585368738965,-0.028334550984950854,0.0090944271465146
MMP7,-0.05066551502500254,-0.009679611334475218,0.05556603850125377,-0.017700234745699598,0.0939432182898916
PTPN6,-0.03632600050125085,0.03294201405984021,-0.010503664393291118,0.027623097529059473,-0.008669792025971207
PTGS2,-0.0017114297588811213,-0.052192595657693734,-0.03454294950341413,-0.009660160854226708,-0.01642641431087657
XCL1,-0.01788619670643015,,,,
CD58,0.028124518505998133,0.038849218905344686,-0.002140706211835256,-0.014448644198001091,0.0316811875019516
TNFSF14,-0.018022187079546455,0.1155843821117624,-0.0317035349859355,0.010247385575724155,-0.026207566348666222
CNTN4,-0.031685171001266006,-0.03437030063792584,-0.029581012580685108,,0.00954169223921405
INSL3,-0.016022731189926396,,,,-0.015212283893576936
MFNG,-0.016847252580820156,0.039962714944328424,-0.03812501204519234,-0.06538949040560019,0.06745258363807094
ICAM1,0.005591143221692979,0.059409909893414874,0.04018284510823347,0.008045122886003259,0.018770626725896095
PROS1,-0.0703177096737651,0.08879939726717476,-0.04585593168588156,0.10684816013910463,0.025152077590203114
CLCF1,0.008666663676281827,0.021375719344583727,-0.037023712113145195,-0.013614991550326984,-0.01951560203046568
PSAP,-0.027252651438030986,-0.019155788143311203,-0.041527443928323006,-0.051936924425468003,0.04192959917981574
EFEMP1,0.004081570649957928,0.08036892904484277,0.04650466003960992,-0.02839890065059903,-0.020913143401350958
C1QTNF1,-0.03936105638931372,0.1184786253210461,-0.0158761900888456,0.08095124305523678,0.02941855273814423
ALB,0.06151054575145231,-0.016236330170263914,-0.011042777454443457,-0.05861394955909705,0.06571416294313591
EFNA3,0.05460891576941267,-0.05786622676737558,0.03236683444197818,0.05217038398755132,0.023816240137930555
DRAXIN,0.02035330006798076,0.1187550439410483,0.018558096057139994,-0.10284464899703374,0.028404485855187126
RAET1L,-0.01248186320790712,,,,-0.01539973734357369
NPTX2,0.0647716543907862,-0.0794432421273799,0.0011330576256562966,-0.02419289914910994,0.08500179685006455
FGF11,-0.06902769988232822,0.039294003976268525,0.01751836992284242,0.05477518162362089,0.029860894077606268
CD59,-0.031113441558619257,-0.060598937617371236,0.022123584156466144,-0.11198017167352604,0.021980543982044874
COL9A2,0.05547666429537485,0.030318168510794004,-0.0017616024921803786,-0.10123230187610015,-0.024546620814586407
DLL3,-0.0037533603895776465,0.0663369049719995,0.041360343428304025,-0.13114200356863742,-0.05270983890729792
FGF5,,-0.012928898312908582,,,
LIN7C,0.03736999653710227,-0.006481636749616673,-0.07316079470091048,0.14169822431288298,-0.015133229974021268
GDF7,-0.006144141868804513,-0.023127686287949634,,,-0.013201404848269925
PSPN,0.033708797576986464,-0.01840462633884422,-0.016862458720322313,0.02149720600553803,0.03041118794135668
ANGPT1,-0.03062680518949289,0.07032069986963398,-0.014812573213178085,0.016026692066957945,-0.02920344548976131
PNOC,0.03962703001004954,-0.028566384359017385,,,-0.014038431984574658
L1CAM,0.08179101539797981,-0.03525597698029302,-0.038727538954302775,0.049332591996046664,0.0004468504163127631
APOA1,-0.00762092255175586,0.04731370240592777,0.07968870433911489,-0.11183267530375982,0.028302418462102342
PSEN1,-0.024467340355247207,0.007265024625548382,-0.010874337032380811,0.052778597092785144,-0.011670314037766126
CALM2,0.055857483699960214,-0.11257533087440955,0.053349623261452046,-0.02796842123293326,-0.01645612957227072
CLEC2B,-0.0646423509059092,0.1059479458212869,-0.0859497265941476,0.10276446230699132,0.057366336521062405
NTNG1,0.05518587584529395,0.08045539138124036,-0.03558944888924271,0.018713767488552344,0.06787877407898127
LRIG1,0.05623147921799049,0.08111555070010372,0.028440247039687113,-0.09538190983078489,-0.045950893349613345
CPAMD8,-0.025077353815680985,0.020614414844162175,0.0026531577589454874,,0.012482189459857525
GHRL,0.01717266020207225,-0.024873041381477026,-0.03589257459837642,0.007249352782012609,
NPY,-0.01833754926987408,-0.07114354974413721,0.01643466180199046,0.11989657381515399,-0.009949287344136457
MMP2,0.005189830283733193,0.09715039372834723,0.05525544713587838,-0.20857211704660217,0.021371695121408123
PPY,-0.021046887988746137,,,,0.028679205606063938
ALKAL2,0.08389645108344326,-0.013261237551184062,-0.04258535322634065,-0.06737508673885763,0.0008466700328796001
CSF1,0.0255897934227947,0.0875003436990899,-0.04186848339524727,0.03450627422400556,-0.0011596760597098387
SEMA4C,-0.02787443266999131,-0.0019490530902381486,0.07796051039383246,-0.029266881669358067,-0.011521236541244567
ICAM2,0.025446059041512273,0.055918062934022794,-0.06507950682246426,-0.09631124652175516,0.07533179896319041
SYTL3,-0.011545627681840932,0.045893950712204444,0.042832432327671664,0.10408911812143082,-0.014372469020050379
IL1A,0.01403658675325919,0.10826742812118435,-0.058167096174797386,0.03124704244852995,-0.03478267259420386
HLA-G,-0.01920660703305424,,,-0.03993367593933493,0.021695922224383747
PGF,0.034915683276860454,0.1071284926786809,-0.053847852993732404,-0.1817243234770003,0.048605298196347305
LGALS8,-0.029234318557199115,0.04496111641164428,-0.0259205206892017,-0.045154972932702306,-0.00799010099668285
DKK3,0.014403964675677528,-0.05591757011277468,-0.0913155388722481,-0.12970386533542114,-0.028075193806631496
COL16A1,-0.014925249821664908,0.03379305092408937,0.07927778559636602,-0.10615953116977228,0.021061410395532523
TPH1,-0.014102527397722966,0.06876455308643793,,0.023026144803560328,0.08468642921871299
TNC,0.001021168780820684,0.10126037693444497,0.009120740798877371,0.025801690487811054,-0.0456634462837927
TNFSF9,0.001566771211319718,-0.03138584547887883,,,0.043838292027703576
C4A,,,,0.05058721627570726,
CNTN2,0.004693200076655048,0.003432244116619682,-0.08403357505128968,0.0234715355068782,0.015409523496991843
F7,-0.013758078335990503,-0.011695921652860172,,,
LUM,-0.0017491075099823653,0.05901017582908266,-0.012592901361758802,-0.10277592698092579,0.03251527896537328
BTC,-0.012481858008809936,,,,-0.004229052680432744
APOC1,-0.1075701221237503,0.1129675467148127,-0.0067403346263695645,-0.05669696019800546,-0.046831984830471164
PKM,-0.017859127451190424,0.08351900194234876,0.02418163281245312,0.07570994054341515,0.029401531064001066
TNF,-0.00899096220276893,-0.01716521630011361,0.030926419482198524,-0.013182683947053598,0.03625513293521939
GNAS,0.0025470641998458486,-0.03197936825676652,0.03718245422209531,-0.038795550881285695,-0.05940061107874823
BMP8B,-0.01781072683916013,-0.016433634680353644,0.03705683662279145,0.10175888367353786,0.02029952977329995
LIPH,0.03489922789841033,,,-0.039712784421339076,-0.017169386962053498
CCL28,-0.01983695415500609,,,0.18868399855178145,
PTPN11,0.03220028495205509,0.0012620954816025042,0.005361794533546426,0.02601866337669811,-0.07429698484410954
ADAM12,0.0002418194421941817,0.07836638872871451,0.007309601795802732,-0.08094710885887475,0.007734254498758421
EPO,-0.018949206919727,,,,-0.01783171724414757
EDN3,-0.010045967655087026,0.01691474695381786,,,0.10031403394056686
CCL22,,,,,-0.01630683238836416
CCL2,0.04619205740890625,0.016166071859376782,-0.02095970871622966,0.034773813035691784,0.055575153777477695
DSCAM,-0.0589393077914067,0.08441091944777769,0.04117214251262056,0.028208428301086656,-0.030638854842379118
GPHA2,-0.015717979501596056,,,,
ANG,0.004391139933328358,0.0895166047674771,-0.009152474279779606,0.11035775213884347,0.04224297387403507
FBLN2,0.07817651513375153,0.03154867515718245,-0.05778687466216611,0.04525097444987997,-0.010399108242050172
VTN,-0.013324965002619128,-0.01971550807972606,-0.022593460583800427,-0.051260469505594305,-0.012538904090339847
VEGFA,-0.020857485797820104,0.07578276018028708,0.0764971331292776,0.12720543349111332,0.029215112010209834
F10,,0.10508041542250653,-0.024507810389748464,,-0.0214153027192666
SERPINA1,0.02279403997196855,0.11947334299338855,-0.003389589697764155,0.11593562150803435,0.02795761360816746
VWF,0.007654452879451774,0.06208245559116067,-0.10378892264713868,-0.14961887719786449,-0.01429354375446799
GDNF,-0.02208557400830308,,,,-0.039093956843277426
VASP,0.0016097681228567579,0.067017778979757,-0.08935522729193726,-0.1274271549484698,0.010574552680894
ADAM15,0.0006983175390995328,0.01465979183030357,-0.05422608745881876,-0.1118312020595783,0.020074488057131964
WNT2,-0.024668921207132162,-0.030021644099448703,,0.02520366990101385,-0.01831406682220293
CALCB,,-0.012928898172406037,,,-0.02169000888311113
OLFM2,-0.02047895235110282,-0.017160572254401707,-0.06927614179820393,-0.0423586862244991,-0.01628120871676337
MFAP2,0.02943932168106701,-0.025289417310034833,0.005361798782511215,-0.07608923909293418,0.05263479608579121
HLA-C,0.0007543455314971106,0.08834750411440535,0.014976293735118896,-0.018800210739238005,0.022797014364663096
THBS1,-0.017831277269804612,0.03309955715320899,0.02028972374349246,-0.09569974276516255,-0.041366967329862066
HSPA4,0.0058747467903167245,0.04508582299943474,-0.004947387860606482,-0.01066835128024045,-0.031947239767316914
LMAN1,-0.0027695705007410947,0.10157062771294174,-0.05052530559809832,0.11503971866788269,-0.05609345204297566
LYPD3,-0.021513951117878793,-0.020056386868506276,-0.015968310015032745,-0.049113297376783854,-0.020573828823625677
APOE,0.006286026257337866,0.053483828053311804,-0.030610020592584657,-0.08420543398420745,-0.006556720116145503
SOSTDC1,0.04855714599172795,-0.0035488051662438706,,,-0.03374212971229937
ANXA1,0.004910092974381694,0.09885984497464598,-0.0807084550725504,0.05591375240836554,0.010849705075304321
WNT2B,0.003143417611816048,0.12824660088761167,-0.031189665896544344,0.01604232926622112,-0.041303462630807336
AMH,-0.02627072626113987,-0.02652507735706691,,,0.0006411056168032502
GDF10,-0.016322186966836166,-0.020832917996781802,0.027452648910883,-0.027832829259997954,0.09677167949138209
EFNB3,0.05546085695635397,-0.017053158046418947,0.08776451416346878,0.01831387984124262,0.029767226918000638
LTB,-0.015146730386557613,-0.0211582040665805,0.016605260591897913,-0.09188988983756534,0.013084808467119848
ANGPT2,0.0008567341184898307,0.07801093492818242,-0.030481361496114922,-0.18534327024330566,0.04039841583004613
ADAM17,0.03494974770278038,0.03375735690643603,-0.0035513381652092896,-0.08440133000262551,-0.05404241446613434
LRPAP1,0.05399529025983635,0.0663550163664304,-0.020152343754935045,0.034731600616017155,-0.014586572657937792
NID1,-0.015130269273747497,0.09030025251751275,-0.1138615666831244,-0.18103191633880616,0.018735218486691598
MST1,-0.03270189313145408,0.07941094511160743,-0.04558703151405359,0.027494579227134924,-0.012305508022099041
IL13,,-0.013096065260371647,,-0.012645343924126267,
DCN,0.051377481150788294,0.09870531730024888,-0.10463093205292186,-0.15822636049225636,0.021813361155515583
IGFL2,,,,,-0.017668262934738495
COL7A1,0.008896203509607063,0.05733054435593373,-0.04789716907047058,-0.03614488571627132,0.07761114994604423
CALR,-0.05272065802404526,0.07084348853721158,-0.07201514412814625,-0.04736950576083949,0.002856276865433269
PIGA,0.013346116936664367,-0.03160350062431817,0.038500015136681054,-0.04160660865575801,0.07118763964765522
CD200,-0.009790896384859865,0.008411773409696599,-0.04411933960988907,-0.04137236509667904,0.03831257358081546
GRP,0.1292857811705793,,0.10611407070382403,,-0.016656811827725
CDH1,0.009754467308767011,0.09396826676450903,-0.01213245459901485,0.07475586696586956,0.018730034777431688
LPL,0.003831037829681593,0.06317886240153868,0.02031104256471888,-0.02776694349203401,0.007954126191127705
SEMA5A,-0.0429014800653974,0.07616401056736398,-0.06521576477003913,-0.13536089770954426,-0.03371624705456145
SEMA7A,-0.0157586413164246,-0.009031678505706107,-0.033979105878406045,-0.09267769510995519,-0.0035097034244319382
SEMA4G,-0.02810668899434359,0.01139622905546783,0.09393240556526827,-0.047162741421790916,0.005702834553561125
SEMA3B,-0.009011135514823087,0.018860324942909814,-0.0694196888991285,0.01023032834806998,0.06983825849161451
RPH3A,-0.047759994913504494,-0.03260134992562184,0.08966893641241895,-0.06934699062038707,-0.040884310596126246
JAG2,-0.005989760519642497,-0.023428468321204547,-0.003102452048600386,-0.0711006776665236,-0.011626055218091996
CGN,-0.025725848122357016,-0.022936919696198172,-0.001901483441468978,0.04380308809295432,-0.0004273413654906902
GDF15,-0.003981411924410617,-0.0008732204066958717,0.07722428777117059,-0.12135853544465662,0.02834432094760955
SEMA4F,-0.020915823765970298,-0.012218791216931268,0.04481102746091091,0.11775782689481193,-0.008299252316512974
NXPH1,-0.00793926507994263,-0.007944752362063087,0.006543034745046934,-0.00256403275433523,-0.009941390191719433
ARF1,0.05641356193845105,-0.06577633903738823,-0.03684512186384895,-0.08129444089663006,-0.011488799572464452
DSC3,-0.011895055966061703,,,,
EBI3,-0.018273672140344283,-0.03218254503185444,0.03002760255844485,0.0030765054359198703,-0.009898908778372637
TIMP1,0.006658013015005004,0.09106915969605371,-0.051540070953593344,0.03922317591640644,0.03129205676839641
SEMA3C,0.027758980382984848,-0.05226016907622167,-0.011703182548334365,-0.01964557492612965,0.05360579164991514
GAS6,0.06445314243269763,0.06210686786558371,0.0010172267503913812,-0.06563160568628582,-0.022855763174722897
MEPE,0.09203429488807086,-0.020613618584450752,-0.02663999250535508,,0.02503128391065904
SERPINE1,0.0021707589354551075,-0.024018107085069927,0.0028627509523607053,-0.04499728257786499,0.029828094668508075
RSPO2,-0.021351828895431576,-0.003804312663074433,,,0.04592044791898331
SHBG,-0.015407613600184313,-0.014158531505410488,-0.02487459298117658,-0.050426270397802286,-0.02973915792022338
LGALS3BP,0.0027917872580244356,0.07200012322509335,-0.021177623355298998,-0.07530551048489408,0.048144337439525085
LAMB1,-0.0014072203297521985,0.08167923471058526,-0.08464968214376874,-0.17312479186331045,-0.00398635791109571
