,MGH258,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
TG,0.05803449584041254,0.017390461425222405,-0.02639873975409487,,-0.022686432319481024,0.026494460393350405,-0.031463105169719806,0.08438173677942332,-0.0472591414117892,0.013480913143315893,0.03611920569961132,0.009493442725877457,0.09159641764113906,0.030730156166720195,0.05486249618399141,0.0034286636217024775,0.01853906454324911,0.05283160059670398,0.004231842518452679
ADA,0.08513984760789702,-0.018304851259384348,0.04234785066780946,0.020004371786935437,-0.054512210746269024,-0.02576220737715974,0.1262924640934748,0.16355010714464618,0.030136400976672553,-0.05361503357065835,0.10289758999241645,0.04118900757469778,0.016682756001412533,-0.0008359846832021765,0.07095405257283692,0.07055414746037718,-0.030357476101551706,0.08919693351644263,0.002257561747241581
LAMC3,0.009692781084375199,-0.017985783973693745,0.02751784446384035,0.07508405572525507,-0.01742651472353801,0.008754721743231181,0.1627897591468517,0.07220383349033918,-0.020493638844827113,-0.03604511221358317,0.04319702417234335,-0.05965904034087614,-0.05790052922140505,0.07656977412758599,0.011384881677389104,0.06536052905696263,0.018208499736788668,-0.0167808784452971,0.06565386639534738
CCL7,,,-0.021213085541680856,,0.02793503832259159,-0.02616704714129592,,,,,,,,,0.04284740725770385,,,-0.0017886085500984925,-0.043011149880598044
NGF,,-0.0524942957790125,-0.036421814452621826,,-0.009207798138512491,-0.016798979809819245,-0.015865282628506252,,,,0.06695053309281103,,0.02362593997284446,0.026625643365031277,0.10263435061406483,0.04253905368373259,-0.05742670211197614,-0.1065955849977901,0.11530664168642528
TNFSF15,,-0.037366565776274785,,,-0.02459310157557868,-0.007290938093998769,0.041143796829525424,,,,0.03408363271472947,-0.03195350739883372,0.04480240265477724,0.12481453250612723,0.012266186794672554,,-0.030133473884856547,0.06181980901342033,-0.03070206449268595
HMGB1,0.0010340671709001986,-0.022610451889707322,0.05430365510969904,0.033621164958887687,-0.025954489263763713,0.02051752483303435,0.23192106944070967,0.09361383345081878,-0.07419109421537567,0.023376965352361844,0.10162912984644665,0.03394213262419357,-0.10383781795949225,-0.11419902905018942,-0.10786018870624003,-0.0026191365151833628,0.05085507976775973,0.04505397971113845,0.031557128541983066
ITGB3BP,0.08045061976784738,0.09641823616308744,0.008118125987951098,0.10596364752791593,0.05246125198720075,0.0330759084382055,0.33906760918841405,0.06223736310349967,-0.025783099399679082,0.0691881694849053,0.10098465625353051,0.06498780420024335,0.057932881717207514,0.1356903816257097,0.03833570880256354,-0.042725694111328184,0.007679444854780241,0.11273480908217964,0.01968933484090863
AANAT,,-0.0196602418041299,-0.008207037255521901,,-0.018948817035790076,0.010785441822846732,,-0.018972418428845284,0.0213909498919633,-0.025790406285739437,,,,0.11470546761639742,0.05137760627888645,0.08131640936996204,,0.10225885740786526,0.09322896348541879
RELN,0.027248116031178993,-0.00715774868696534,-0.012380447787245109,0.025119611357906618,-0.019763484696682602,0.0033555084877993947,-0.06884018181768545,-0.02399687065984953,-0.033512895291205366,-0.050825588939260494,,,0.0719885734215265,,,,-0.05230870687677355,,-0.0591347721166016
IL15,0.07082894047715348,-0.042957217033956996,0.0580056085644999,,0.014830244865827558,0.011992749642995076,-0.04856890904641532,0.11961786979933751,-0.005513645825893242,-0.006724476067086931,-0.008840485304101671,0.018670218203418396,-0.018680579616206148,0.06695900470912308,0.02646394439691388,0.02020241539916501,-0.001438835128792358,0.04497109617131691,0.0007953500410566247
UTS2,,,,,,,,0.02748836230883767,,,,0.03813567169929322,,,0.03381140802174564,,,,
BSG,0.25078961380868986,0.08407565818903587,0.03017335551838927,-0.0010299650487847593,0.031869348515431634,0.016535029509682747,0.16746308616819475,0.0064142964159379385,0.02171875036229046,0.036505394812005765,0.06081394682285378,-0.010579990386923624,0.17034263820914514,0.2026262073128975,0.09324931807623586,-0.03244496660638647,-0.09244505794279341,0.15121132996659217,0.19974205081902585
ADAMTS3,0.15618465115755875,-0.0037089919102736672,0.0020816416990866236,,0.0009965786192957776,0.03397521264623494,0.026413039566285927,0.0964337730904851,-0.012064166548605464,0.008316293841882339,-0.0364952831167742,0.050667634760759174,,0.052350675801413046,0.003490933531964765,0.0668294477325355,0.10137071440377385,0.14255358813319713,0.11551381589750054
CD34,0.09498844938298243,0.028594998972419853,0.004117079830450686,0.004564570914583634,0.026337122701733,0.03202518625373025,0.1403103645314286,-0.010371619600197527,-0.031228763895762034,0.019725947529739784,0.142945188058253,-0.011471201411110927,-0.023471777324463833,0.2468359901022626,0.06997288983467559,0.07368746217142776,-0.02464305327847935,-0.019197728197288468,-0.03826660683005215
CCL23,,,,,,,,-0.02158760049882611,,,,0.11781625190260298,,,,,,,
PLAT,0.16902679552605776,0.050821010105936475,0.010199505263623107,0.05413146936630028,0.009297260640128771,0.008260180482551862,0.33187869290081645,0.0527490714336343,0.09323719034763787,0.06463304243053139,-0.006920613937678054,-0.003858560694935218,-0.09847757631094287,0.08151945103295462,0.16427858863846614,0.2564558393959336,0.06493202973337697,0.038051134886566335,0.18739921722138134
NTF3,,,,,,,,,,0.03463283138896602,0.003372745515956228,,,,0.1788349866051241,0.14987257927879177,0.13846150241713484,,
LTA,,,,,0.038366434071502226,,,,-0.012286258449070652,,,,,,,,,0.09916408129818471,
CKLF,-0.088573059649362,0.10199975481076545,0.03998112890827655,0.023064191757019813,0.017997002758691878,0.11545282117924485,0.29538901396425865,0.11194160535158777,0.037464205035761984,0.011691852713813245,0.09394789013070169,0.03183777218126668,-0.019157410073316526,0.07425783727172802,0.03800127341471572,0.15386255388609288,0.03289610394929814,0.045279241214590954,0.018914399101303315
APELA,,,,,,,,,,,0.10470497600207132,,,,,,,,
CD24,-0.043813931682160016,0.07094272600576702,0.039036951284528075,0.021068016686175604,0.06771982287366765,0.08565958149000624,0.26901140842180626,-0.005605282607209047,-0.014869346829543812,0.11341648391006469,0.08313813382269378,-0.0008554972218648303,-0.0034977129927023063,0.2509956355314906,0.06451295127995797,0.12450112313259132,0.21835119200476152,0.0622012737176677,0.051105479216718895
HSP90AA1,-0.18815864214781838,-0.1622760904869748,0.0421189676942203,-0.1352683782421813,-0.09874700682364124,-0.11186498856489017,-0.37471079239151156,-0.08911020873224611,0.06074012099479416,-0.06728492532788527,0.01988341141678173,-0.0938498968727599,-0.07129946908631031,-0.20563354990867785,-0.09904226143844329,-0.2943873242347523,-0.04830022381178881,-0.09001668834938684,-0.06881422658026566
BMP4,0.05096264606964862,0.005041125433340383,-0.027735660229234717,-0.0016328342916407574,8.476929990389923e-05,0.026389749657150696,0.3631888088760796,-0.009731275177513083,0.018194231969927893,0.07514766251304944,-0.013903902249413588,0.033310638774117544,0.03873841654752996,-0.005115346386246232,0.014219404579467944,0.0066489132625346895,0.01384829067617928,0.031434134113659314,0.05556455028298152
SCGB3A1,,,0.012297865094498955,0.016630127085223056,,-0.06393134112623697,0.09364338979000376,,,0.06465358051262839,0.02218306611586209,0.04354047523456663,0.0030245005923567373,,0.0045067852128269645,-0.030529788993367515,0.021243823583258947,0.008764941788255171,-0.042104537508259154
IGFBP4,0.127574289289348,0.04511483714385091,0.012782059069284549,0.07653674159639991,0.014594779590288773,0.04242189731643407,0.2867551926040781,0.04721626886145197,0.13426996475143788,0.05201566207563131,0.09944185206625443,0.012111876170641573,-0.012312397187310425,0.11021405412356812,-0.02168803615944707,-0.06600495199052693,-0.09020282069561278,-0.04028010488523634,0.04897805442266945
RSPO4,,0.10817969083329616,,,0.00028608004222248937,-0.0018791015209465452,,,-0.02534414721827994,-0.03559231461703539,,,0.07290609003793237,,,,0.02796126528356828,0.09511269705878256,0.1234977099944146
LEFTY2,-0.047566496171780694,0.005427147344696045,0.05285507863340288,0.06850066490887463,0.02346256895943462,0.014943747927826101,0.15898951026916314,0.03791116426496506,0.03262804423393519,0.059762191904346285,-0.02998817058998385,-0.0536871256455023,,0.024771417576107665,0.046731431926011154,0.025188037759385926,0.03728403157857141,0.07414635968670913,0.11636538790625363
PF4,,,-0.02200516885068986,,-0.04755792621800726,,,,,,,,,,,0.048319566918101575,,0.0341467821959323,-0.013049007086685382
ANGPTL2,-0.03246146802665159,0.06367575114969717,-0.04964375042657927,0.0999754798474133,0.03468135338376419,0.057756058508117714,0.47529141718938395,0.07064822351534969,0.01347716466763801,0.007057643709485095,-0.060347706538653935,0.02651014858933545,0.0209944753280989,0.045425049164553775,0.07379881326622988,0.12518471333472922,0.0850781558876723,0.1028699866147468,0.1948717975406322
LRIG2,0.15142101014457818,0.09626909188425463,0.021495478895720052,0.0500319108923823,0.03434764822141325,0.02215884498709182,0.2769284589098325,0.06477623637005399,0.039827435119132046,0.04488276183342494,0.025224088606210837,0.043947373962945825,0.0639838500111531,0.16467703661846367,0.061704798387832493,0.08892480526958507,-0.00013661668865130132,0.12358837598202685,0.14513006188481611
ICOSLG,0.011637326823315098,-0.00620059268893559,-0.04235271518322736,-0.010438538307123062,0.012212363236064632,0.0016966727119463007,0.20066194203979099,0.02368269818907085,0.022260514506423208,0.10998102925021766,0.0141111284807625,0.039728999792070896,-0.007630167558986923,-0.006854183680379461,0.10354922778349733,0.0975001829322793,0.008281123828657814,0.10601745347155274,0.06993888676217161
WIF1,,-0.1254441270041306,-0.014077232209631516,-0.0671095257777286,,0.02096047523450882,-0.3146945966551581,-0.07329700217706342,-0.019065560507150504,0.014769673800616853,,,,,,,-0.014692739059690147,,-0.029840338886306387
NPPC,0.144035048477652,-0.03261588663975154,-0.006495953355657912,0.02849238827432286,-0.03088341267445692,-0.06413066166589734,-0.10058902629932184,0.06304905850390857,-0.0008084914500201922,-0.010250080749866785,,-0.026640003089293155,-0.009021120959354926,0.041138346024823524,0.03394256434760367,0.10255894821043265,-0.023251581483392618,,0.04109497933803276
LYZ,-0.13064475312063778,-0.02679504619899623,0.0020360411509893935,0.08837033188657356,0.004742601658697386,-0.03465511293743827,0.07927037371311302,0.09208920650444606,-0.0005203472759767177,-0.002700058055458896,0.03662888852635845,-0.0486650913103196,-0.04393050743240322,0.12219004171912201,0.03598782660659684,0.11040283221118938,0.052980354229733476,0.004731144643998678,0.007401206340319491
EREG,,,,-0.029305915474058124,,-0.03470532755891743,,,,,0.04475802416882155,,,,-0.0038110750066260904,-0.04894090101697604,-0.05579547544372472,0.03233092943562553,-0.022190201189519292
SPTAN1,0.21416769977872638,0.019550553101166976,0.0015763051608966643,0.026032493361690678,-0.00949218030868629,0.05945557862853297,-0.10778016518533266,-0.035199956395324986,-0.048747554703901165,0.03931873213044747,0.07747100923876397,-0.034911468930906624,-0.015487300243050076,0.13120341172995614,0.11581586870566853,0.0839661242545138,0.16243639338084184,-0.08002875684683403,-0.06285954393857729
PTH2,,,,,,,,,,,,,,,,,0.005527497143582471,,
LIPC,-0.026167826097531415,0.04366310839626788,0.025220711261930175,,-0.0239200498544835,-0.013154390312769238,-0.07531792421295053,0.018056713977073195,0.002562871307498063,,0.010377802386724366,-0.028248996295698915,0.055106603545855726,0.04887358739519952,,,,0.04123886782011876,0.03655242280145993
COL8A1,-0.07455017421358327,0.12215170420115161,0.03891324621838656,0.018814097020500686,-0.0005110652756976928,0.10237277551350653,0.26473405895668317,0.0086451088667961,0.020140160716457117,0.07149960723891907,-0.09860625707577297,-0.018613740671105404,-0.05779399133277186,0.06554991239947053,0.07451312438247876,0.02942855669845131,-0.07608650357603444,0.011060715464571443,0.03561958127705555
GSTM2,0.056559299079291844,0.08021827878111984,-0.04487992089387778,0.07112977179493378,0.014597374619257081,0.017455121695740723,-0.041071552529175825,0.020673577471066896,0.0673514229125759,0.03924806255793159,0.03071262287497773,-0.04237319812089975,0.1762189762238572,0.11524491017052933,0.047139505122394974,0.031243296818483104,0.04615510977111528,0.07634048452634674,-0.037525563850593524
SPX,-0.0027898979699125517,-0.021120962657293144,-0.002137598629377774,,-0.022180205722255587,-0.04125645068647367,-0.11601562829567914,-0.055029427143185476,-0.031187909314256797,0.05820817430825599,,-0.03531643437565098,,-0.04659663024566616,0.05079959466159727,0.01361106536051894,-0.03977704536922915,0.014153784931978386,-0.10480168013528637
MFGE8,0.04930809440857541,0.09104411980915086,0.011329312021431868,-1.1602429649531725e-05,0.012217950078002185,0.0621328710290069,0.0961668708325904,0.08289303480040038,0.06476142743366116,0.04207381175027779,0.005345344133760497,0.05197318119748543,-0.000320374816185268,0.10808052224437277,-0.053909120205969774,0.02392044651071935,-0.034228438057660245,0.060068848931115325,0.06954126487530314
TGFA,-0.03476643891219396,0.10332318253243078,-0.027900716489936358,0.09128104563631502,-0.015463698063198868,0.1003873123467531,0.1875390683374423,0.06810514465136709,0.022714562094984053,0.04029200783551799,0.021691827895904944,-0.008882829305679112,0.13987514392740458,-0.031263972250601284,0.09169452832622474,0.09805092158684792,-0.03921244755081191,0.21759834460486424,0.05902790739674839
SLIT2,0.005519155376896153,-0.13100090558027425,0.009119687931548387,-0.06910876378286501,-0.020515674638350023,0.022223179624737834,0.016003414294999276,-0.01744884872042582,0.006648262046084158,0.04124577430730987,-0.05139626956840514,0.08419078529408619,-0.005252554275533137,0.0840489792072155,0.07218051859529137,0.08426376142071013,0.014439477239199585,0.0777409538594791,0.11741462514759607
PLTP,0.06462789458106702,0.06255024514011175,-0.0011963843460592997,0.11839012778883279,-0.01912345913484975,0.03674495335216139,0.17898623698960428,0.09962755172997886,0.019834246303039697,0.11885678367939848,0.048287886613150054,-0.03441021116756583,-0.017367530834335048,0.14499761652082066,-0.05244851860239877,-0.06055832635027593,-0.17506643943219657,-0.1289698873147895,0.06224496624294121
APOD,-0.2656829104514052,-0.1371010157176947,-0.0340183530807971,0.04781894095654669,-0.026077164273299983,0.12985946263169784,-0.10065372692459988,0.04564546465286809,-0.006198564819919878,-0.026825480375098656,0.035936146805426894,-0.05520728496433356,-0.04203315966540414,-0.20908018431615807,0.07290635793901952,0.2513541053310108,-0.06218185856096084,-0.19466045729524545,-0.1218661859037712
B2M,0.12089185754013938,0.014577691597777597,0.06522359151284327,0.04680356700575537,-0.004815368159366431,-0.033658852789752426,0.2832394733877489,0.112996696856533,0.021408661084606928,0.04799593933783002,0.09552133502993916,0.0051589723746327774,0.008557522396286477,-0.05068359199807702,0.051099185357319735,0.10668043571496454,-0.1278613263954313,-0.07901856684721803,0.11754945452401443
OMG,-0.11283402103710144,0.05498299752954936,-0.012067526030158461,0.05192108983167301,-0.03863641997427957,0.13102011312217812,-0.07983026262330445,0.02302543687620568,-0.029583074602869523,-0.04460600186548935,-0.02220779759504302,-0.0014479056374317014,0.04410929045629765,-0.14114924485584346,0.029646509164831667,0.21239070087496273,-0.022359086563199924,0.08542954425843456,-0.05804194748937182
CXCL3,-0.0104674953004269,0.06757456055070937,-0.03289816227917831,0.06933799521723824,0.02105647889448463,-0.0381630894908991,,-0.02490987846647701,-0.0062571230126842944,0.018843418514091083,0.07632280384936388,-0.027455194714363803,,,-0.010358163259336793,-0.14914723421527765,-0.02626733457194772,0.026813291253368697,0.0004167831862795222
CXCL10,0.11580809364868203,0.0023806625699156845,-0.002653776864963654,,0.051328906873465856,-0.015737153668396488,0.03204714183315135,0.08696112595502994,0.0650397029036844,-0.027490419540344986,0.10065755458169094,0.05180297623854703,-0.05529192077363469,0.043356520132028196,0.023424163840084167,0.061319187664126404,-0.049144108280502155,0.030534280611297416,-0.04608730341849343
RSPO3,,,-0.028815278491084634,-0.06630835084376205,-0.018140725531052837,-0.07993471434592975,-0.08545744314324519,-0.031153717060811766,0.001966285954673781,-0.025318723013839618,,,,,0.03663141237981535,0.10131251943110398,0.03397702923195053,0.04339790914820496,-0.007502329957359701
CORT,0.03267751577830503,-0.02786378597922668,-0.05719107812288483,-0.03153816351107455,-0.0002865292780197046,-0.0046183446007544635,-0.05584327976848191,-0.05391848718097485,0.003983587406930332,-0.02649935071669598,,,,,0.04734838863268097,0.00273364306497006,0.042650630525463855,,
NCAN,-0.07298280650064493,0.11551101327937606,0.002832786984028769,0.016355220814576032,-0.019927238241888925,0.11229968460790093,0.2445495964549791,0.03740137490704778,-0.007963921895160769,-0.01831613665353435,,0.06451116784172894,0.08735638028758076,0.061260237813729426,0.10466734937682258,0.23697477583993737,0.11203517424484323,0.07335618112451114,-0.04066984894337546
PRG4,,0.09856924580507904,0.011076016043279112,0.056408342313203776,0.013856906901563193,-0.0038174024799991655,,0.13101818027044634,0.016723088162150117,,,,,,-0.002172581119143491,0.059625142240480995,-0.07560778402487987,0.02211090945137612,0.020063426783480647
ZG16B,,,-0.029416144186800094,,-0.0008903741885432116,,,0.06239104320629406,-0.05053914984150627,,-0.010358784794974643,,,0.016553899904077133,,,,-0.023486987107652086,0.023730423338130777
TGM2,0.02302193619842001,0.03455226843754693,0.05112383031494189,-0.0059877173136180465,0.016481124707454924,-0.042532017186144334,0.044024225171388154,0.05733467679750539,0.027684972292691887,0.001580720047845592,0.011095938035671488,-0.03552423985942578,-0.08071516158778555,0.13712742356048485,-0.00949467958759385,-0.03827660848630513,-0.04586440980961048,0.03383981107066348,0.0009624416467583976
VEGFC,0.02998926528872972,0.0007024596716565568,-0.02318575526102339,0.04764007144654474,-0.0034858914118672526,0.02913070240003727,0.030701045854639477,-0.013049479569749825,0.0036874679018026723,0.0022264802521818447,0.05999141393255928,-0.012943695985272133,0.0558012403148245,0.0203013031367266,0.07292337591755887,-0.03652275448261889,-0.07264964308486765,0.004333901897000069,0.06099702152563922
WNT6,,0.01641868316958478,-0.014099954238211925,0.07418352750835938,-0.04406798420960709,-0.022770580446015154,0.06957707817392249,-0.026538754039829866,0.006354403033383606,,-0.03518258443408775,,,0.012332016332473503,0.035859469107489675,0.08325445629246529,-0.013274490108231103,0.029361718622240365,-0.003345113368068053
