,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
PTGS2,-0.024703697355129412,0.005850321565780653,0.0018638512460611445,0.011086579592457757,-0.023376967537188865,-0.011979605006420379,-0.11803300437402095,-0.008609856128001657,-0.024446984930347793,0.02869169505551972,-0.0131207590774018,0.03803605400201943,0.16235484266865552,-0.06978677527606876,-0.060841051695796455,0.012212091201076105,0.022149817542117485,0.05258037043586677
XCL1,-0.021982768598013513,,,-0.024600885335049855,-0.015541791568820703,,,0.11655250793359963,,-0.033609299770347774,,,,,,,,0.0584668374570331
CD58,0.05400549843676009,-0.005407914569998916,0.004494180125138081,0.014604593793986185,0.045221482154303896,0.010146973164767535,0.12457516780712884,-0.02465080076576519,0.01085751291970878,-0.0135433995241835,0.04963165962983336,0.0876126529377227,0.008887091684285411,0.06044119701972435,0.018193371554175823,-0.005832141235451745,0.001409695693008423,0.01559100633021529
TNFSF14,0.038764450850849834,-0.026850658407682117,0.0349487311065254,-0.01993370694871335,-0.0014989727516550673,,0.11197638784406301,-0.003745907070941845,-0.011196289387268911,,,0.0007406002961564753,,-0.0040787954192966595,-0.027003556493860707,-0.004228213300563439,-0.018695257828243557,-0.023353684756836458
CNTN4,-0.02122861728161629,0.009942020650247694,7.345962192331985e-05,0.00988867534087488,-0.03660314023937586,0.04176762362055961,-0.07021954135200793,0.038379465709528326,-0.005977663625934923,,-0.05458944653786531,-0.012558784158501545,,-0.04794803377533126,0.0726768940472748,0.028172772099529324,-0.00948059402723253,0.02390915964697581
NTF4,,,,-0.031119042618518427,,,,,,,,,,,,,,
INSL3,0.033149576650817164,,,-0.022610359672221508,,,,-0.015500283968081901,,,,,,-0.026112962736482618,-0.02229206816896411,-0.02940840223545372,-0.032585510382695866,
BTLA,,,,-0.002943447551008375,-0.016202835095187273,,,,-0.01429804448908246,,,,,,,,-0.004370399425911982,
MFNG,0.028828303202200044,-0.036748540221278346,0.09260361123889621,-0.011917698274551521,-0.05522273004849963,0.03521256635465176,0.11623929910076591,0.003681470699931725,-0.00860587691932532,0.0029404951639859446,-0.03632072232150698,0.06633113803604884,0.056232649902948864,-0.013705101057996777,-0.01070797824963062,0.01303671911835535,-0.007072851825277886,0.0029341250734760023
ICAM1,0.012120350868727932,0.065608060690792,-0.034888886762271865,0.0008590098478197586,0.0167473573574519,0.03239023652745011,0.008261594546380004,0.04663616466334745,0.018712599076743344,-0.018576627327417498,0.004734830702191501,0.110305153443147,0.16496106417756626,0.0004674863053738111,-0.04423214697314046,-0.01129035810205548,0.06899603689204932,-0.02237990960897272
PROS1,0.08268367287425765,-0.02692375062378655,-0.013086971151175282,-0.07917136275270174,-0.017532739043556515,0.05348193219271856,0.1346913298307,-0.004480778746858753,-0.032294120235186526,0.0524476653081881,-0.025737551903642613,0.009107323322160518,-0.03658609761220547,0.04272409474589478,-0.03515608383226834,0.01868779527294102,0.06949914491476494,0.0059773971261911025
CLCF1,0.028995271809576884,0.042381458853680144,0.06937191263624558,-0.010761018188147774,-0.013948652290067531,-0.015835664707619445,-0.0006017303610403865,0.03636568750306259,-0.020497416447442126,0.07749065915102965,-0.001398165525996679,0.01301223023770939,0.0714164975050659,0.060090746409861985,0.0661490631276119,0.014621362180723064,0.045467782247907505,0.05054255654667571
PSAP,0.027419911080151994,0.018679097486271005,-0.004914359883007098,-0.030108329377833257,-0.061072933106468344,-0.07253867229475876,-0.09658227477147384,0.0065877129628043925,0.014693030744536765,-0.027737586681233137,-0.053227386915783166,-0.02465956460243123,-0.10727126667746027,-0.05828755956413097,-0.08871424281313368,0.05261139804060369,0.028949905775121937,0.0753994097540757
EFEMP1,0.047345653490038636,0.01651667411096883,-0.10736644778175797,-0.008221358792334066,-0.011448041195369464,0.015234865379477484,0.06944896328533451,0.0431751868628594,0.03384954980969799,0.02785428713883167,0.021042638066577208,0.019979010430850475,-0.03930513848920251,0.10477855215397303,-0.029032195381353907,0.05773211325303596,-0.028545056310115086,-0.010372657015410996
C1QTNF1,0.01574197526945503,0.03372842135211348,-0.045821138054061704,0.044523489409441175,-0.013562944119365055,0.017026066483197367,0.059259748939477594,-0.004862662294657154,-0.0010746852936129856,0.008067086454784373,0.031833013482824996,-0.006373515135363446,-0.07623006931461752,-0.04739911190265613,-0.06238609307053226,-0.04132809963044608,0.01290646652170514,-0.015601016108933358
ALB,0.03693655517479344,0.042374895450443505,,0.021663347294829403,0.11522043394309889,0.07436929917892121,-0.03317130303299273,-0.0003354239863787135,-0.012716620005668802,-0.01706160529452396,-0.024082147436046947,-0.0036660920665770656,-0.043522685235899486,-0.02699283688103701,-0.04210164979432461,-0.016064887630249172,-0.013964891449519195,-0.013601525907227878
CCL13,,,,,,,,,,0.12414692561566802,,,,-0.01743011484773824,,-0.03298763405824215,,
EFNA3,-0.07794297554030123,0.03345753437410873,0.0011264424264257576,-0.010656130871890672,0.005969697514969333,0.02604376286143552,-0.0892491924270035,0.04782784726065957,0.0008231887318037153,-0.02601567086123819,0.05229437833627812,0.06169542649394735,0.020690353900279547,-0.0320880624728092,0.053888218899626104,0.030669821749514124,0.06352969816799287,-0.025851594025854324
DRAXIN,-0.0333763708125209,-0.01840844527650347,-0.0027007161383001918,-0.002947035634456668,0.0306765568253218,0.09075367604305395,0.09237176426751122,0.00037145393431445355,-0.010210821836648284,0.030627115636633125,0.11381995367324893,-0.045176841972776084,-0.05395622163773724,-0.025982125630211815,-0.04189845852931516,0.01900677155403312,0.01580629080357225,0.027346222295123783
RAET1L,-0.015340651513288917,,,,,,,,-0.012229757108365796,,,,,,0.01302011180288007,-0.035728466674514923,,
NPTX2,0.017636486777682685,-0.010139647713141868,0.04049890257771452,-0.03790943940456139,0.004407450185377224,-0.01064285272278634,-0.1488215886593918,0.03700295497572581,0.02197525936348044,0.011794445129699203,0.07460803631629306,0.002851333350671425,,-0.034733379529818066,-0.03416103859746465,0.007638394573508114,-0.02645801306810108,0.01609753053326463
FGF11,-0.038775167595810005,-0.004807408208378855,0.03141840584036457,0.009049117054428566,-0.0152730287496364,0.07225285617577666,0.11207136907750115,-0.004586448537104936,0.001481099337092612,-0.0074456180811924184,0.0346311891173075,0.0007713585992276184,-0.014085411816990523,-0.039396288288832765,-0.026623767883156468,0.00879143598943228,0.03936258415646586,-0.03196443016914388
CD59,0.023180570912304976,0.021940081743999522,0.06911621351872864,0.04477748448983085,-0.04155644034802374,-0.021426293714270028,-0.07430825536962204,0.019012218159680076,0.03712252397630741,0.0310213660692932,-0.029998766866600003,0.024990731853040883,0.04303899126302279,-0.009799253905652667,-0.05189433433439562,-0.01656319727914629,-0.04526937271949061,0.06906044992248998
COL9A2,0.08774152579590029,0.023660403965711525,0.07114118123998675,0.02253086718747932,0.02036174535984328,0.040072707677068574,0.06161266583104336,-0.0035650471326619817,0.02725572722231755,0.010730127365192783,0.012627456515612721,0.025338604456431057,0.0718509888344242,0.011144401793544345,0.11353753729775655,0.0028627024342784946,0.022429975297101744,0.07055419176008702
DLL3,0.06790098084063319,-0.02699555849723748,0.006829880913210863,-0.09277399990035994,-0.016327731290097514,0.027250716289288487,0.0714327160336403,0.014939204878908405,-0.048617225720746664,-0.021863076046692707,0.003953529919142499,-0.04392636545033196,0.09158455508527125,0.031194482230248094,0.1234171476387362,0.028823830071657137,0.006337790258345598,0.023355363131102373
FGF5,,,,,,,-0.026414121868850116,,,-0.004651346567771139,,,,,,,0.06465726412111049,-0.02192339980409154
LIN7C,0.04212991457744912,0.00699031198021469,-0.031670293876488655,-0.008202118606704218,0.06803446475307684,-0.026174186423653968,0.028349081675302038,-0.003908064693289483,0.02290284984401764,0.03138171521354488,0.009882332906450854,-0.006459896876080086,-0.039676390951648675,0.001828289679261628,0.03684875046927609,0.05839606773588222,0.07141088575770121,-0.0034139728723488207
GDF7,-0.017272557029100816,0.006297719602736281,,0.017726095998715045,,0.05517975059994504,0.0015412314008653913,-0.01228834151879112,0.014183506321009558,,,,,,0.02290389829301978,0.008011250238620978,0.08238893045124307,-0.03236741517058795
PSPN,0.04479077701619668,-0.015384283837050584,0.005652309098970996,-0.021612130501570195,-0.01034190011129886,0.0037878215483483912,-0.0012805280564360023,0.03516349066341547,0.04973916574540757,-0.014867225820279936,-0.05149206035773491,0.02749928368963239,0.11758469105780985,0.01309448966517253,0.029108837707045417,-0.00866047377631567,0.01864324097997533,0.03613509245660395
ANGPT1,0.03665233041220844,0.01669126444747885,-0.01722154936604238,-0.05605328347730683,-0.025332434099217396,-0.028047938078258408,0.10585447268517384,-0.048688384508138255,-0.013246481257057454,0.010517981890710414,-0.01934000858844617,0.03220730870131899,-0.03757847113728423,-0.0351112944856944,0.042285010680934564,0.032044000182283434,0.05120765038580785,-0.027398032598454056
PNOC,0.05953614982344319,0.010557369161836812,0.07843165676569264,-0.012694137705167497,-0.01330290419048051,0.02344977356976162,-0.12856846158562052,-0.020509046594913646,0.06320176740671647,-0.01706160529452396,-0.03782751234384491,,,,-0.02057190655754453,-0.028343097748813183,0.06860418728454473,0.026107204643981714
L1CAM,-0.030244842138002825,-0.03985490954395296,-0.040025456830652825,-0.003571331282553357,0.03698251927419736,0.020490568349481927,-0.10334422036181799,-0.031465663922883406,-0.002205798424288664,0.1101610060615753,-0.02529314641957925,-0.02792502880812179,-0.017510632867926663,-0.06341338539287947,-0.070366711043824,0.043281538672056606,0.03150285136462515,0.03229083767640186
APOA1,-0.010524108372247964,0.012693726344874968,0.04616162075893458,0.030916493593677142,0.00860776331165976,0.12867451118626766,-0.0019004177675881007,-0.02018406612265987,-0.018120118710580654,0.027130546187612924,0.02255115219308547,0.17131575961287046,0.03386923489441665,0.02570864510858664,0.06146644561948716,0.021844467288714888,0.00024153622373487954,-0.02041217393738814
PSEN1,0.021008912124523483,0.04027665082441329,-0.021479308528488027,-0.04334901017239736,-0.015535562374739156,0.00588270203496149,0.06196801298446257,-0.001741325813858168,-0.030586802491808306,0.005573295581540423,0.027950045650456706,0.044340352174748056,0.07643844561917246,-0.06070152992915604,0.06787250905906435,-0.04691970625381281,0.030189187599361376,0.01472162582440956
CALM2,0.06203552496027581,0.06049088298391559,0.03655896773421421,0.018402764255602843,-0.016911047139610887,-0.01709123984484897,-0.13706660775983048,0.013394893462612434,0.0114676669947723,0.03470539488762349,-0.042457258308746054,-0.016281570781550427,0.009803244023518978,0.08334780045269213,0.05849350376924297,-0.02072735300230179,0.0075499532779527,-0.053967980140079176
CLEC2B,-0.026907585894961936,-0.02029644339790737,-0.03269826924823577,-0.01900319664072004,-0.027297888530002437,-0.009181261442554205,0.11989834777215157,0.030378381470800426,0.01051283234542155,-0.03236490014459114,-0.016357856593822877,0.05487433236632645,0.05343264707401201,-0.031545659403593794,-0.04817489159010228,0.003768338832229122,0.0406047951675763,0.011204927119779787
NTNG1,0.0926452183466498,0.05473596677863074,,-0.021307366707769317,0.006263777032642402,0.09872197635963519,-0.030814394268302195,0.09193939013397989,-0.021562931856317205,-0.02795904486657584,-0.05106663806010114,-0.002423989171642619,-0.03009246976758568,-0.0013747618786190794,0.06547568785329634,0.016153332721841676,0.049702305505356474,0.015817446876374198
LRIG1,0.06436882952813655,-0.06016120999999806,0.05941259030321902,-0.02513897352642915,0.0027094690766149383,-0.03864961599811254,0.09129351597229515,-0.005415150953524246,-0.03909766428827787,-0.009315846289609115,0.04423299068153319,-0.0003815069063182624,-0.03224641787636385,0.031839733108008444,0.10520245049645775,-0.017370040029153277,-0.01828245474082922,-0.01801426782237121
CPAMD8,0.047146753343284165,,,-0.01588893549333367,-0.019732838318895572,-0.020414776818176064,0.055644039291874746,-0.017193393716635096,-0.006520475482842997,,-0.01659651286490361,0.06238874560837571,-0.038793622793462317,,-0.021732913318746987,,-0.0341433545870572,-0.022950923281996223
GHRL,0.03018404067796323,-0.017089548166080756,,-0.04478801766846827,-0.010589621482318162,-0.017322795904174522,-0.012676052079488652,0.02664320577923329,-0.010210821836648284,,-0.024399352500130967,-0.04257570029913211,0.13240480179949943,,,-0.011761502342385498,-0.0468711700206093,0.005438925263556823
NPY,0.03124803000029313,-0.016715680859634145,0.033276726167945886,-0.040346072464072236,-0.05570905457800924,-0.008575162057331769,-0.06606118491751653,-0.027184905134235868,0.04294612075855235,,0.05170577638339307,0.04786029747547366,,-0.014160211005873613,-0.04309821399729113,-0.03988409314478059,0.09615083523227834,-0.04692339746290816
MMP2,0.10338356014951568,-0.040770106087144445,0.09675975713231699,0.03656044631446164,0.059689711829332255,-0.005613453187964301,0.13530332642464993,0.0040565375386159095,0.008793306375482273,-0.059781155574200905,0.030588111590680492,-0.006956678070789044,-0.036212802249694837,0.003990248879020332,-0.02144927255164522,-0.019750343751897766,0.019808598126588226,-0.013392083354412563
LHB,,,,-0.023292022568001097,,,,,,,,,,,,,,
PPY,-0.02586737001492248,,,-0.04054461809831832,,,,0.07353251162458073,,-0.015781224080875858,,,,-0.029018290218599006,-0.010884107907702346,-0.02197247067092197,0.021380515747672142,-0.017299303378067333
ALKAL2,-0.02876898219160516,0.054104530866074606,,-0.022953625809406592,,0.10112858808057285,-0.02709310076783679,-0.030310189295106652,0.0367481784534419,-0.03005416112742332,-0.024932649149354,-0.03411444459238634,,0.04669294136515632,0.01572801011066918,-0.0331254000951661,-0.013718471378308889,-0.049617424689885684
CSF1,0.06580172431289753,0.006833147225594451,-0.007991655769686008,0.01339693355698461,-0.005577968648668945,0.0014785144595773193,0.06839144333273862,-0.011807985841921696,-0.0021712092188842895,0.04276771233528331,-0.0012278384334955795,-0.019633052864980818,0.045168034561494444,0.040697492324652654,-0.060023435156694685,-0.042502350503348156,0.08927159145423108,-0.027617070528891074
SEMA4C,0.06683206155838686,0.04830398358667763,0.03428205877542047,-0.004586632683633174,-0.031611272660101525,0.030754403807311054,-0.0021756647504933935,0.012569861808816338,-0.0035267655741561413,-0.005939252386149048,0.040183583236529735,0.06400411212659127,-0.02854888453910118,0.07598128391489749,0.023952093608095294,-0.001275727381384855,0.0353997211422944,0.04733751609790748
BMP8A,,,,,,,,,,,,,,,,,-0.015451024782072421,
ICAM2,-0.034022172026216116,-0.0018336891710744208,0.0036200314527636717,-0.02909570133625521,0.04110525152973892,-0.01847283127348126,0.10526153350479403,0.03256989056515998,0.00940142155637933,0.010006342366694636,-0.040483512494963035,0.05745075957542327,-0.01968806934076614,-0.007173011229757291,-0.004268433654430279,-0.028751151458448615,-0.0027899505516160066,0.022358693945561753
SYTL3,0.015207512596787156,-0.018760380458184227,-0.000436214358674781,0.002292363579945054,0.03148825254761466,-0.022381128621123004,0.14467269977372577,-0.013556457068548902,-0.02300316920843823,0.009223917960979003,0.03746843546820828,0.07738713008961601,0.011309582367925517,-0.002009065194044932,0.024416006434435592,0.025462166086338625,0.08495064032020992,0.11073280870769826
IL1A,0.07328868960493608,0.001028619880029714,-0.03012695834510619,0.0035530161741206597,-0.022681065160605855,0.02457677393870443,0.016913985054405483,0.05715649013575213,-0.017605470719028713,,0.009351848007093476,0.005731183294709053,0.06872502454605244,-0.005621269161878469,-0.034556401805910714,-0.03813339139407762,-0.03378726572370245,-0.03636671688910285
HLA-G,-0.023605599607926867,,,-0.024600883113383286,,-0.012571809440306522,,,,,,,-0.03399158647727322,-0.014966993071185014,0.04200507930833684,-0.008571336026258362,,
PGF,0.0014412513359555747,-0.007304027904327636,0.06286701885327765,0.01074931915437349,0.0586649676850411,-0.005977854911790287,0.1259010299695125,-0.028702219528919666,-0.018462959310464867,0.012533122778353336,0.050052210037889476,-0.0452088805192983,0.036368662025324024,0.008187499372988627,0.03362548638079345,-0.011405511195988628,0.008910414942615434,0.026675373157398704
LGALS8,0.03606843253147964,0.025508432571994977,0.10006155391858466,-0.009773927044104121,-0.018905066348310205,0.00793507451482813,0.023611474859312562,0.0010238280623910453,0.022449823306357173,0.0019480279917099407,0.05735868818211568,-0.0012810358571796936,0.04578248000697434,0.009205291136079395,0.030332243579484,0.02852322987025086,0.04754344846816339,0.03719513630199697
DKK3,0.032872374242671476,-0.013225580913271605,0.014344524582060172,-0.061241048861708516,0.006843845439523123,-0.01115167369032087,-0.14545138888140297,-0.004888734991540731,-0.006329177075832182,0.029619552455275783,-0.04205443520571529,-0.04582084233150397,-0.044405930493334626,0.026390277793098788,0.053190659809308004,0.0013973541496786353,0.07063266523553922,0.00784554546813497
COL16A1,0.07775798610884498,0.0019970164006933495,0.0858922765645172,-0.05461581901966899,-0.041512218239456875,-0.03430610781280149,0.014537525787485558,0.00551880362396583,0.014192215727466873,0.07801544268686572,-0.0024769999959661105,-0.015578369059129996,0.006040590017222016,-0.03091227407890976,0.011896111051670233,-0.0066817731146913825,-0.007199926385613774,0.01928884987438613
TPH1,-0.01733250514458667,,0.0014872981803302806,0.051208794652781914,-0.019370338844232688,-0.01332158524818591,0.02855965973544678,0.010859916333546433,,,0.03683728689687529,,-0.03257766921371862,0.05946476074943614,0.011669119404834791,0.0064315101633524085,-0.019689378151727027,0.07641632319909825
TNC,0.06772383760381312,-0.000597030478188384,-0.05128251060348961,-0.01771913789915148,-0.0036949418729451547,0.0355028660610792,0.12587242080005454,0.011631554951411346,-0.006817432124004769,-0.04034692814564737,0.02759523840155527,-0.016998485355585905,0.0007284498975035415,-0.02237673995509006,-0.10470102898977773,0.046891374285513626,-0.014775101289093786,0.012866311358076964
TNFSF9,0.013935445258121038,-0.030273434366114522,0.009578527937944305,0.03636775565342995,-0.02577745923789298,0.024889160580784404,-0.03537356009981939,0.012583512399812065,-0.017055156122778272,0.03055890631358689,-0.005185704295418128,,0.08478822772461515,0.031005015037363217,-0.04859958231433932,-0.01567617821155146,0.011461629626430976,-0.01816613917583183
C4A,,-0.017840338191941946,,-0.02761404433721199,,,,-0.014895857272514865,,0.02388707387610679,-0.020224297030092236,,,-0.01940522298478759,,0.03759219697570215,-0.0069919353952341634,
CNTN2,0.034183565410981026,0.045882355269739765,-0.0026212612124927484,-0.00021672158524425154,0.010458401193055987,-5.844384221817307e-05,0.015220290883980636,0.007808638581860721,-0.05136091339465109,0.057125195900779656,0.006990713355236636,-0.040655768805495145,-0.07102410963709838,0.05798174378654282,0.12431348928674159,0.0537217704123761,0.0583365272246272,-0.0033413479525000005
F7,-0.016909165060490117,,,,,-0.011569834802127194,-0.02389511406387344,,,-0.017061607688692852,,,,0.010612991778304227,,-0.023907316775993864,,-0.028368638150726898
LUM,0.016842575806406662,-0.02630286755236548,-0.06956342165561491,0.05804933892213402,0.023670544370027174,-0.020547358904603182,0.12695799600559798,0.006950433814187813,0.007256543953343619,-0.005151314783916099,-0.0346951381716036,0.03859816673637248,0.07487739257120546,0.04374086951004948,-0.024019578606834572,0.029285718822007645,-0.018482593324341476,0.07457113795606214
BTC,-0.015340645123414525,-0.027916960659763738,,0.0640498541580454,-0.01902680297904781,,,,-0.04524596687064782,,,,-0.05370101119142362,-0.017688325174144853,0.018385836133373586,0.07731746816269248,0.04262497241138515,-0.0028906506388166986
APOC1,0.049967211687656235,0.02698073282459913,0.06456965601067034,-0.043355706576831424,0.024766873054246425,-0.038609323434348086,0.19104810148786136,0.008584688645829055,-0.02672282123305601,-0.008506009647765758,0.0610273798954852,0.06159946804245803,0.08993194839177779,0.017690156820225296,0.0344765686947373,0.07039176535737916,0.04677074333722206,0.03512550726519254
PKM,-0.06337893455506036,0.02763116374858459,-0.007451852390958056,0.03986106121968118,-0.05247230451416428,0.05190736229110109,0.00918575658465544,-0.043461565835329126,-0.010484440383379968,0.007328871717695607,0.03047271564949117,-0.01521697473024445,0.01140312921843882,-0.08147295535246843,-0.0964264399613165,0.006695478340412209,0.0778331811114421,-0.009352889695530978
TNF,0.02297426064017145,0.03661639422247022,,-0.023418521574561993,0.028760880414903937,-0.02842384078425643,0.021151142539702336,-0.033983833521009914,0.022660473292383167,-0.02428743931468126,0.051132934153074454,0.04406133589387706,0.1182772810973845,-0.01716826538162783,-0.02256676845381538,,0.0391720616145053,-0.022079075839261705
GNAS,-0.05162074624124278,-0.011082529180454081,-0.08714073251283339,-0.033484099455290336,0.014731058589474015,0.018043443583571055,-0.08827362582773071,-0.045600148978565506,0.01669690045284409,-0.036958632743562946,0.06542746060436228,0.08039017210726873,-0.027883009965779366,-0.017839611098969976,-0.006720397126167914,0.0067769084701639025,0.05944698897023538,-0.012598421640504886
BMP8B,0.005304862820009588,-0.014289081560498436,0.00820766764069444,0.0005122332958193446,-0.02188259542416313,0.039679101600526935,-0.048311121697010205,0.020415230081592406,0.018142328003622487,0.003666479836188303,0.042429520215964536,0.10207857474629148,0.043222518955126125,-0.04055996138497972,-0.009902960038552818,0.030777699993885473,0.06924869045083036,0.051858025712325714
LIPH,-0.01733250087745942,,-0.00903320707124609,-0.034983370293537354,,,,-0.012010132989985727,,,,,,-0.017430121258110474,0.007765754155144687,-0.03796587646069871,0.0721527901345934,0.08100077126682272
CCL28,0.034013805088427995,,,,,0.03766049038866774,,-0.0037496265205985923,-0.011723845363639135,,0.05454721536779081,,,,,,-0.004349879566477831,-0.03340466753811802
PTPN11,-0.027550142832864603,-0.022096806248716138,0.09445568160833792,-0.033844297000713626,-0.01503786746055702,-0.009240614460719873,0.04003261113283478,-0.01762670208652147,0.0185993490187707,0.059050066424458016,-0.05460150873165514,-0.04128984225206536,0.009900614204232895,0.04714007722408682,0.017107623591621858,-0.04117586351780054,0.010692869950341298,-0.012448405444630193
ADAM12,-0.004137057263211603,-0.021244394898147348,0.06459789370884791,-0.024185442770716565,-0.018915393218656314,-0.03544089516706359,0.14110472414279823,-0.054175471695111534,0.039247588521196405,0.028128015078085593,0.05012131240615921,0.0720429524015322,0.04641757321113078,-0.07503824685711902,-0.04425507891212797,0.009563507548326237,0.01639883160173065,0.09763387091116389
EPO,0.02084695880868793,,,-0.009749105634254905,0.10381006314927581,,,-0.012565574184446168,,0.08420691325842945,-0.02300731058076198,,-0.0037187185000084793,0.09499371905450577,0.006676658006491845,0.0423622201231273,0.011138650938254674,
EDN3,-0.0185014918274454,0.06986183100910785,0.09808368932202999,-0.024912147377989278,-0.02129371227695312,-0.016594557888462726,-0.04233877028705433,0.05197446284348733,-0.024958218586613817,,-0.023244711785879665,,,-0.010578383032343562,-0.01216414438850165,0.026758959229954176,-0.02320379912303923,0.18588392173076898
CCL22,,-0.022554463372389186,,,,,,0.017768109882711405,,,,,,-0.021424181237297304,-0.023896018623132013,-0.020069971149182575,-0.014099925755310274,
CCL2,0.06472431743746815,0.1206075037840672,-0.0058995167172381496,0.040200451003799584,-0.03801237402602153,-0.04066897374683704,0.02425815561313588,0.06799388642889602,0.07043296122096716,0.02504332249826472,0.02110737659564702,0.03804008297251735,0.05903799665079843,0.01656930428569305,-0.06819352941940712,0.06005687969896584,0.047736475674798856,0.07591914420051911
DSCAM,0.0320018983329012,-0.007013489438254978,0.05389895339353211,-0.020674200239065927,-0.028892157677625558,0.03083937763080577,0.06635947389045972,-0.022013155492908113,-0.006381037946593992,-0.005546622799927157,0.04203650201208849,0.06988770734016317,0.011936769608870187,0.022372020568668598,0.07530693475441494,0.020782707621264322,-0.0040631843350669335,-0.0022563363182461506
GPHA2,-0.0193179529378478,,,,,,,,,,,,,,,,,
ANG,-0.0012883307572874717,0.003153553320591446,-0.06174659928645498,-0.0022919973717694555,0.01487081555436406,0.08165436018552549,0.07040860378027179,-0.007181010772502927,-0.002338727911151232,0.004217141993090443,0.018913270902236247,0.03896177579683373,0.04543177766650316,0.01334039251056008,0.006558400709019001,0.04711253810369202,0.05501016360566346,0.006600458247854802
FBLN2,-0.030806459139573316,-0.017170143254293325,0.015499258602232745,-0.016591368321116632,0.007334690633046961,0.011677772421442405,0.07724521752139926,-0.029916946377371356,-0.01450719710968869,0.03815973989509066,-0.05251592629825087,0.03340378755905298,,0.025113933715734598,0.04016392475664065,-0.03042396567483732,0.022669622368791033,0.05600624736793932
VTN,-0.03276446698657619,,0.01562859768252139,-0.0015885138701345752,-0.020956061913039645,-0.013321580892015522,-0.0012533378097275268,-0.02064382724492718,-0.01563336568446888,,0.05367841846141807,-0.02680031781781555,0.10567416342851212,-0.021637778868884235,-0.0183744996281577,0.008432996702912624,0.0037574573577051325,0.07148757402674233
VEGFA,-0.08043968382750981,-0.01329227590302577,-0.08309363027439906,-0.006065545352014676,-0.018264088012159084,0.038978629408368826,0.01339074423625226,-0.05346561805428209,0.05376250736536063,-0.0873961496821734,0.07233949136464342,0.03265082410898676,-0.05553591386475898,-0.0841426550957766,-0.07932571088676857,-0.016162567493022712,0.013350185978805605,-0.0171179110327133
F10,,-0.02574449338915388,,,-0.019552360390767805,0.11830068907688102,-0.01870664235276298,0.006141240710783088,-0.010141761429415846,-0.0027971522860045714,,0.024388005408677315,-0.03060387371072643,,-0.03138196679845436,0.0002465226924514472,-0.04263808414527013,0.055742569123277914
SERPINA1,0.07404165941692954,-0.017387831676374227,0.11568777366054292,-0.03343120455574535,-0.003524597035000809,0.05061513785885257,0.1397016615165159,0.06112838922527636,-0.003746690880599891,0.063796127842179,-0.03584049326915945,0.01857213394978498,0.0695293794731057,-0.026241014742561505,-0.09930206674094127,0.00015346735222375256,0.026527754496550534,0.019725890483367422
VWF,0.024098605638193594,0.0245681019276402,0.08598900525061105,-0.022268212323099855,-0.0016484034251494123,-0.05490126593466183,0.1170580367351103,0.03288009280538329,-0.045490837583255866,0.03387357992742412,0.01439368851035416,-0.0054367060385655435,-0.022527239163619404,-0.004464358921939147,-0.012397823858756273,0.014486969218820672,-0.05708712026658264,0.05228278644065896
GDNF,-0.02714395188353759,,-0.0383527387137612,0.07506182906182209,,0.049138542709095984,,,,-0.051547406960233765,0.007674613926319391,,-0.04464152153598644,-0.02955745710692799,0.02106301315470443,-0.032028997248585434,,
VASP,0.02575443492179597,0.04047403486217323,0.03505411090164761,0.018611679082955444,0.07041870517679166,0.008194646542508413,0.12097004832508891,-0.04887691845594282,0.0008060220920685855,0.04513559964390484,0.03718200616027063,0.000327600045265161,0.0030775131305511754,-0.04753700867991213,-0.003702412611462195,0.005997468594277095,0.0388626159583638,0.08860238994740594
ADAM15,-0.02657283705512845,-0.007543407900038973,0.08826083271931884,-0.0077764120636025025,0.03821129796533722,0.014721084437081004,0.06817410349382486,-0.029384623050256995,-0.009228001566662512,0.024580114348250613,0.017860843433392594,-0.04087338687674453,0.010777270705602379,4.606139500878981e-05,0.006257817737561612,-0.016942205560619115,-0.009477950297528393,0.10170521399388222
WNT2,-0.03031897699436902,,0.01975366985777626,,0.07088598251837713,0.06138936624122467,-0.061335107350510586,,0.029878912117608413,,-0.0215314299095387,,,-0.023480236045571153,-0.026837418293507526,0.013944174757674923,-0.02870251670655058,-0.037505182505544965
CALCB,,0.06098367010263988,-0.02812995069581923,,-0.010265245654603041,-0.013502847348791184,-0.02641412158179926,,,,,,,0.062223993058823035,-0.018584639684075432,-0.014342604533219271,,-0.03401418679552773
OLFM2,0.07208112147862863,-0.029492109859524253,0.04509699583913944,0.02812647366916443,-0.055285163173617834,-0.0016855767260609712,-0.031083681242370247,-0.041421709976313684,0.019671135320515436,0.036445349171625896,-0.014991599155317635,-0.07243947304785153,-0.03940585915730069,0.03802337185111976,0.02485063568976015,0.02486632835529113,-0.021444084927211973,0.006953423123558059
MFAP2,0.03313671089434806,-0.012665225316501551,,-0.01920322616757616,0.019761020494874888,0.09554562307858715,0.08796291266917335,0.011194801053327355,-0.02818610264697068,0.06510606615872047,-0.040262872692556725,-0.02814689860388407,0.07265984062040654,0.02743368097309467,0.05034891530865295,-0.027970544498782085,0.025089627042800197,0.09467992011391103
